year,regtyp,sampreg,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Urban regions,East,Less important,0.40360,902,2087,0.38254,0.42465
2012,Urban regions,East,Unimportant,0.13439,255,2087,0.11975,0.14902
2012,Rural regions,West,Very important,0.09558,531,6001,0.08814,0.10302
2012,Rural regions,West,Important,0.32865,1944,6001,0.31676,0.34053
2012,Rural regions,West,Less important,0.41949,2689,6001,0.40701,0.43198
2012,Rural regions,West,Unimportant,0.15628,837,6001,0.14709,0.16547
2012,Rural regions,East,Very important,0.07913,299,4070,0.07084,0.08743
2012,Rural regions,East,Important,0.32527,1321,4070,0.31087,0.33966
2012,Rural regions,East,Less important,0.45131,1881,4070,0.43602,0.46660
2012,Rural regions,East,Unimportant,0.14430,569,4070,0.13350,0.15509
2016,Urban regions,West,Very important,0.13392,1919,13978,0.12827,0.13956
2016,Urban regions,West,Important,0.37633,5468,13978,0.36830,0.38436
2016,Urban regions,West,Less important,0.38382,5304,13978,0.37575,0.39188
2016,Urban regions,West,Unimportant,0.10593,1287,13978,0.10083,0.11104
2016,Urban regions,East,Very important,0.12557,208,1758,0.11007,0.14106
2016,Urban regions,East,Important,0.38775,656,1758,0.36497,0.41054
2016,Urban regions,East,Less important,0.37595,701,1758,0.35330,0.39860
2016,Urban regions,East,Unimportant,0.11073,193,1758,0.09605,0.12540
2016,Rural regions,West,Very important,0.12254,580,5220,0.11364,0.13144
2016,Rural regions,West,Important,0.32294,1795,5220,0.31025,0.33562
2016,Rural regions,West,Less important,0.42070,2226,5220,0.40730,0.43409
2016,Rural regions,West,Unimportant,0.13383,619,5220,0.12459,0.14306
2016,Rural regions,East,Very important,0.08238,276,3263,0.07294,0.09181
2016,Rural regions,East,Important,0.32112,1009,3263,0.30510,0.33715
2016,Rural regions,East,Less important,0.44434,1506,3263,0.42728,0.46139
2016,Rural regions,East,Unimportant,0.15217,472,3263,0.13984,0.16449
2021,Urban regions,West,Very important,0.14197,1580,10050,0.13514,0.14879
2021,Urban regions,West,Important,0.35524,3808,10050,0.34588,0.36460
2021,Urban regions,West,Less important,0.40947,3916,10050,0.39986,0.41908
2021,Urban regions,West,Unimportant,0.09332,746,10050,0.08764,0.09901
2021,Urban regions,East,Very important,0.15529,203,1338,0.13587,0.17470
2021,Urban regions,East,Important,0.36926,503,1338,0.34339,0.39513
2021,Urban regions,East,Less important,0.38645,518,1338,0.36035,0.41255
2021,Urban regions,East,Unimportant,0.08900,114,1338,0.07374,0.10426
2021,Rural regions,West,Very important,0.11359,400,3498,0.10307,0.12411
2021,Rural regions,West,Important,0.33420,1218,3498,0.31856,0.34983
2021,Rural regions,West,Less important,0.42824,1520,3498,0.41184,0.44464
2021,Rural regions,West,Unimportant,0.12397,360,3498,0.11305,0.13489
2021,Rural regions,East,Very important,0.08751,209,2279,0.07590,0.09911
2021,Rural regions,East,Important,0.34168,780,2279,0.32220,0.36115
2021,Rural regions,East,Less important,0.43038,1014,2279,0.41005,0.45072
2021,Rural regions,East,Unimportant,0.14043,276,2279,0.12616,0.15470
