year,migback,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Indirect migration background,male,Very important,0.18920,125,688,0.15991,0.21848
2016,Indirect migration background,male,Important,0.43976,306,688,0.40264,0.47688
2016,Indirect migration background,male,Less important,0.31546,223,688,0.28071,0.35021
2016,Indirect migration background,male,Unimportant,0.05558,34,688,0.03845,0.07272
2016,Indirect migration background,female,Very important,0.23362,193,789,0.20407,0.26316
2016,Indirect migration background,female,Important,0.41692,317,789,0.38250,0.45135
2016,Indirect migration background,female,Less important,0.31097,240,789,0.27865,0.34329
2016,Indirect migration background,female,Unimportant,0.03849,39,789,0.02506,0.05192
2021,No migration background,male,Very important,0.11660,724,6204,0.10861,0.12458
2021,No migration background,male,Important,0.33994,2156,6204,0.32815,0.35172
2021,No migration background,male,Less important,0.44147,2726,6204,0.42911,0.45382
2021,No migration background,male,Unimportant,0.10200,598,6204,0.09447,0.10953
2021,No migration background,female,Very important,0.12864,881,6928,0.12076,0.13653
2021,No migration background,female,Important,0.32555,2360,6928,0.31452,0.33659
2021,No migration background,female,Less important,0.42400,3017,6928,0.41236,0.43564
2021,No migration background,female,Unimportant,0.12180,670,6928,0.11410,0.12950
2021,Direct migration background,male,Very important,0.13506,273,1422,0.11729,0.15283
2021,Direct migration background,male,Important,0.40843,649,1422,0.38287,0.43399
2021,Direct migration background,male,Less important,0.36190,414,1422,0.33691,0.38688
2021,Direct migration background,male,Unimportant,0.09461,86,1422,0.07939,0.10983
2021,Direct migration background,female,Very important,0.17398,330,1677,0.15583,0.19213
2021,Direct migration background,female,Important,0.43713,755,1677,0.41338,0.46088
2021,Direct migration background,female,Less important,0.32178,496,1677,0.29942,0.34415
2021,Direct migration background,female,Unimportant,0.06711,96,1677,0.05513,0.07908
2021,Indirect migration background,male,Very important,0.14061,72,417,0.10720,0.17401
2021,Indirect migration background,male,Important,0.43583,194,417,0.38818,0.48348
2021,Indirect migration background,male,Less important,0.34438,151,417,0.29872,0.39004
2021,Indirect migration background,female,Very important,0.22677,111,465,0.18867,0.26488
2021,Indirect migration background,female,Important,0.39371,194,465,0.34926,0.43817
2021,Indirect migration background,female,Less important,0.33510,160,465,0.29215,0.37805
