year,regtyp,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Rural regions,male,Important,0.34171,1328,3924,0.32686,0.35655
2016,Rural regions,male,Less important,0.42193,1706,3924,0.40647,0.43738
2016,Rural regions,male,Unimportant,0.12626,486,3924,0.11587,0.13665
2016,Rural regions,female,Very important,0.10670,452,4559,0.09773,0.11566
2016,Rural regions,female,Important,0.30357,1476,4559,0.29022,0.31692
2016,Rural regions,female,Less important,0.43590,2026,4559,0.42150,0.45029
2016,Rural regions,female,Unimportant,0.15384,605,4559,0.14337,0.16431
2021,Urban regions,male,Very important,0.12601,781,5335,0.11710,0.13492
2021,Urban regions,male,Important,0.36190,2033,5335,0.34900,0.37479
2021,Urban regions,male,Less important,0.42395,2122,5335,0.41069,0.43721
2021,Urban regions,male,Unimportant,0.08814,399,5335,0.08054,0.09575
2021,Urban regions,female,Very important,0.15926,1001,6046,0.15004,0.16849
2021,Urban regions,female,Important,0.35138,2276,6046,0.33935,0.36342
2021,Urban regions,female,Less important,0.39183,2308,6046,0.37953,0.40414
2021,Urban regions,female,Unimportant,0.09752,461,6046,0.09004,0.10500
2021,Rural regions,male,Very important,0.10937,288,2734,0.09767,0.12108
2021,Rural regions,male,Important,0.34075,966,2734,0.32298,0.35852
2021,Rural regions,male,Less important,0.42661,1169,2734,0.40807,0.44515
2021,Rural regions,male,Unimportant,0.12326,311,2734,0.11094,0.13559
2021,Rural regions,female,Very important,0.09966,321,3043,0.08902,0.11031
2021,Rural regions,female,Important,0.33279,1032,3043,0.31605,0.34954
2021,Rural regions,female,Less important,0.43139,1365,3043,0.41378,0.44899
2021,Rural regions,female,Unimportant,0.13616,325,3043,0.12397,0.14835
