"plh0112","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"1 Sehr wichtig","1990","AkademikerIn","Hessen","11","","",""
"1 Sehr wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","8","","",""
"1 Sehr wichtig","1990","AkademikerIn","Baden-Wuerttemberg","15","","",""
"1 Sehr wichtig","1990","AkademikerIn","Bayern","25","","",""
"1 Sehr wichtig","1990","AkademikerIn","Saarland","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Berlin","7","","",""
"1 Sehr wichtig","1990","AkademikerIn","Brandenburg","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Sachsen","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1990","AkademikerIn","Thueringen","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Hamburg","1","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Niedersachsen","9","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","23","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Hessen","9","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Baden-Wuerttemberg","12","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Bayern","12","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Berlin","4","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Thueringen","","","",""
"2 Wichtig","1990","Hauptschule","Schleswig-Holstein","45","0.309664319332939","0.235425560774586","0.383903077891291"
"2 Wichtig","1990","Hauptschule","Hamburg","34","0.470306562387832","0.350794014491067","0.589819110284596"
"2 Wichtig","1990","Hauptschule","Niedersachsen","157","0.31183791272595","0.270266122210585","0.353409703241316"
"2 Wichtig","1990","Hauptschule","Bremen","14","","",""
"2 Wichtig","1990","Hauptschule","Nordrhein-Westfalen","416","0.398414148088477","0.368631343131327","0.428196953045627"
"2 Wichtig","1990","Hauptschule","Hessen","122","0.363093856616862","0.313069549273998","0.413118163959726"
"2 Wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","125","0.298187449040656","0.252843957616129","0.343530940465184"
"2 Wichtig","1990","Hauptschule","Baden-Wuerttemberg","233","0.344169966802506","0.308949781336335","0.379390152268678"
"2 Wichtig","1990","Hauptschule","Bayern","264","0.344258368175368","0.310299922624531","0.378216813726204"
"2 Wichtig","1990","Hauptschule","Saarland","","","",""
"2 Wichtig","1990","Hauptschule","Berlin","52","0.473846404008006","0.380109650488316","0.567583157527696"
"2 Wichtig","1990","Hauptschule","Brandenburg","","","",""
"2 Wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1990","Hauptschule","Sachsen","","","",""
"2 Wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"2 Wichtig","1990","Hauptschule","Thueringen","","","",""
"2 Wichtig","1990","Realschule","Schleswig-Holstein","18","","",""
"2 Wichtig","1990","Realschule","Hamburg","18","","",""
"2 Wichtig","1990","Realschule","Niedersachsen","70","0.349165390796573","0.282932689602419","0.415398091990728"
"2 Wichtig","1990","Realschule","Bremen","11","","",""
"2 Wichtig","1990","Realschule","Nordrhein-Westfalen","177","0.412679889880468","0.364850485220775","0.460509294540161"
"2 Wichtig","1990","Realschule","Hessen","61","0.393136200331361","0.316240974657231","0.47003142600549"
"2 Wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","28","","",""
"2 Wichtig","1990","Realschule","Baden-Wuerttemberg","96","0.381496789649041","0.320041553324038","0.442952025974045"
"2 Wichtig","1990","Realschule","Bayern","111","0.415388451321261","0.356056851579511","0.474720051063011"
"2 Wichtig","1990","Realschule","Saarland","","","",""
"2 Wichtig","1990","Realschule","Berlin","26","","",""
"2 Wichtig","1990","Realschule","Brandenburg","","","",""
"2 Wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1990","Realschule","Sachsen","","","",""
"2 Wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"2 Wichtig","1990","Realschule","Thueringen","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","7","","",""
"2 Wichtig","1990","(Fach-)Abitur","Hamburg","4","","",""
"2 Wichtig","1990","(Fach-)Abitur","Niedersachsen","31","0.476154070953674","0.353795712607971","0.598512429299378"
"2 Wichtig","1990","(Fach-)Abitur","Bremen","3","","",""
"2 Wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","85","0.431512250086733","0.360333765267368","0.502690734906097"
"2 Wichtig","1990","(Fach-)Abitur","Hessen","25","","",""
"2 Wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","13","","",""
"2 Wichtig","1990","(Fach-)Abitur","Baden-Wuerttemberg","46","0.564043391726351","0.457362426824562","0.67072435662814"
"2 Wichtig","1990","(Fach-)Abitur","Bayern","35","0.403819149488286","0.302449183142811","0.50518911583376"
"2 Wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Berlin","10","","",""
"2 Wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"2 Wichtig","1990","(Fach-)Abitur","Thueringen","","","",""
"2 Wichtig","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"2 Wichtig","1990","AkademikerIn","Hamburg","7","","",""
"2 Wichtig","1990","AkademikerIn","Niedersachsen","27","","",""
"2 Wichtig","1990","AkademikerIn","Bremen","","","",""
"2 Wichtig","1990","AkademikerIn","Nordrhein-Westfalen","89","0.459678259416429","0.38900020098821","0.530356317844648"
"2 Wichtig","1990","AkademikerIn","Hessen","33","0.448671180190207","0.336110452026162","0.561231908354253"
"2 Wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","18","","",""
"2 Wichtig","1990","AkademikerIn","Baden-Wuerttemberg","33","0.377948801665711","0.278326413906372","0.477571189425051"
"2 Wichtig","1990","AkademikerIn","Bayern","53","0.455659935822678","0.36655268590657","0.544767185738786"
"2 Wichtig","1990","AkademikerIn","Saarland","","","",""
"2 Wichtig","1990","AkademikerIn","Berlin","16","","",""
"2 Wichtig","1990","AkademikerIn","Brandenburg","","","",""
"2 Wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"2 Wichtig","1990","AkademikerIn","Sachsen","","","",""
"2 Wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"2 Wichtig","1990","AkademikerIn","Thueringen","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","4","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Hamburg","2","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Niedersachsen","6","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","19","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Hessen","2","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Baden-Wuerttemberg","8","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Bayern","10","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Berlin","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","Thueringen","","","",""
"3 Weniger wichtig","1990","Hauptschule","Schleswig-Holstein","71","0.481324871715659","0.401097637540938","0.56155210589038"
"3 Weniger wichtig","1990","Hauptschule","Hamburg","16","","",""
"3 Weniger wichtig","1990","Hauptschule","Niedersachsen","214","0.439483094996917","0.394942671063636","0.484023518930198"
"3 Weniger wichtig","1990","Hauptschule","Bremen","20","","",""
"3 Weniger wichtig","1990","Hauptschule","Nordrhein-Westfalen","400","0.382372320004575","0.352808808810372","0.411935831198777"
"3 Weniger wichtig","1990","Hauptschule","Hessen","146","0.381393444212157","0.330865947157663","0.431920941266652"
"3 Weniger wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","143","0.367087731368237","0.319311003282827","0.414864459453647"
"3 Weniger wichtig","1990","Hauptschule","Baden-Wuerttemberg","306","0.419603573548674","0.383019550908199","0.45618759618915"
"3 Weniger wichtig","1990","Hauptschule","Bayern","314","0.410537452137769","0.375377872786706","0.445697031488832"
"3 Weniger wichtig","1990","Hauptschule","Saarland","","","",""
"3 Weniger wichtig","1990","Hauptschule","Berlin","36","0.301819678419774","0.215642470323707","0.387996886515842"
"3 Weniger wichtig","1990","Hauptschule","Brandenburg","","","",""
"3 Weniger wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","Hauptschule","Sachsen","","","",""
"3 Weniger wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","Hauptschule","Thueringen","","","",""
"3 Weniger wichtig","1990","Realschule","Schleswig-Holstein","28","","",""
"3 Weniger wichtig","1990","Realschule","Hamburg","9","","",""
"3 Weniger wichtig","1990","Realschule","Niedersachsen","89","0.440766506509014","0.371786626811232","0.509746386206797"
"3 Weniger wichtig","1990","Realschule","Bremen","5","","",""
"3 Weniger wichtig","1990","Realschule","Nordrhein-Westfalen","159","0.399095326174938","0.351518880008648","0.446671772341228"
"3 Weniger wichtig","1990","Realschule","Hessen","61","0.365633384955784","0.289814861384408","0.441451908527159"
"3 Weniger wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","42","0.477762081758073","0.370943086673123","0.584581076843022"
"3 Weniger wichtig","1990","Realschule","Baden-Wuerttemberg","88","0.391426454072873","0.329678283952854","0.453174624192892"
"3 Weniger wichtig","1990","Realschule","Bayern","102","0.384280327602407","0.325714977342349","0.442845677862464"
"3 Weniger wichtig","1990","Realschule","Saarland","","","",""
"3 Weniger wichtig","1990","Realschule","Berlin","20","","",""
"3 Weniger wichtig","1990","Realschule","Brandenburg","","","",""
"3 Weniger wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","Realschule","Sachsen","","","",""
"3 Weniger wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","Realschule","Thueringen","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Hamburg","2","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Niedersachsen","18","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Bremen","2","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","58","0.316078269643174","0.249260474615311","0.382896064671038"
"3 Weniger wichtig","1990","(Fach-)Abitur","Hessen","17","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Baden-Wuerttemberg","19","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Bayern","27","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Berlin","4","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","(Fach-)Abitur","Thueringen","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Schleswig-Holstein","7","","",""
"3 Weniger wichtig","1990","AkademikerIn","Hamburg","1","","",""
"3 Weniger wichtig","1990","AkademikerIn","Niedersachsen","30","0.435165162932285","0.322961959322398","0.547368366542172"
"3 Weniger wichtig","1990","AkademikerIn","Bremen","2","","",""
"3 Weniger wichtig","1990","AkademikerIn","Nordrhein-Westfalen","62","0.326863135409733","0.260341017711688","0.393385253107778"
"3 Weniger wichtig","1990","AkademikerIn","Hessen","28","","",""
"3 Weniger wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"3 Weniger wichtig","1990","AkademikerIn","Baden-Wuerttemberg","37","0.389862997316792","0.289656222222673","0.490069772410912"
"3 Weniger wichtig","1990","AkademikerIn","Bayern","38","0.296723566002088","0.214990739075122","0.378456392929054"
"3 Weniger wichtig","1990","AkademikerIn","Saarland","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Berlin","8","","",""
"3 Weniger wichtig","1990","AkademikerIn","Brandenburg","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Sachsen","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"3 Weniger wichtig","1990","AkademikerIn","Thueringen","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Niedersachsen","1","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","6","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Hessen","1","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Baden-Wuerttemberg","2","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Bayern","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Berlin","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Thueringen","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Schleswig-Holstein","22","","",""
"4 Ganz unwichtig","1990","Hauptschule","Hamburg","5","","",""
"4 Ganz unwichtig","1990","Hauptschule","Niedersachsen","66","0.162782892770172","0.129653587446406","0.195912198093939"
"4 Ganz unwichtig","1990","Hauptschule","Bremen","8","","",""
"4 Ganz unwichtig","1990","Hauptschule","Nordrhein-Westfalen","113","0.113168389196603","0.093896132841183","0.132440645552023"
"4 Ganz unwichtig","1990","Hauptschule","Hessen","46","0.143085095514968","0.10666006186075","0.179510129169186"
"4 Ganz unwichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","91","0.246035511519226","0.203344734877981","0.288726288160472"
"4 Ganz unwichtig","1990","Hauptschule","Baden-Wuerttemberg","90","0.138725461908371","0.11310078506862","0.164350138748121"
"4 Ganz unwichtig","1990","Hauptschule","Bayern","116","0.17374508664154","0.146664849432061","0.200825323851018"
"4 Ganz unwichtig","1990","Hauptschule","Saarland","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Berlin","5","","",""
"4 Ganz unwichtig","1990","Hauptschule","Brandenburg","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Sachsen","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","Hauptschule","Thueringen","","","",""
"4 Ganz unwichtig","1990","Realschule","Schleswig-Holstein","10","","",""
"4 Ganz unwichtig","1990","Realschule","Hamburg","3","","",""
"4 Ganz unwichtig","1990","Realschule","Niedersachsen","13","","",""
"4 Ganz unwichtig","1990","Realschule","Bremen","1","","",""
"4 Ganz unwichtig","1990","Realschule","Nordrhein-Westfalen","16","","",""
"4 Ganz unwichtig","1990","Realschule","Hessen","14","","",""
"4 Ganz unwichtig","1990","Realschule","Rheinland-Pfalz,Saarland","5","","",""
"4 Ganz unwichtig","1990","Realschule","Baden-Wuerttemberg","12","","",""
"4 Ganz unwichtig","1990","Realschule","Bayern","24","","",""
"4 Ganz unwichtig","1990","Realschule","Saarland","","","",""
"4 Ganz unwichtig","1990","Realschule","Berlin","4","","",""
"4 Ganz unwichtig","1990","Realschule","Brandenburg","","","",""
"4 Ganz unwichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","Realschule","Sachsen","","","",""
"4 Ganz unwichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","Realschule","Thueringen","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Hamburg","1","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Niedersachsen","2","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Bremen","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","7","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Hessen","5","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Baden-Wuerttemberg","3","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Bayern","7","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Saarland","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Berlin","1","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","(Fach-)Abitur","Thueringen","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Schleswig-Holstein","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Hamburg","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Niedersachsen","2","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Bremen","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Nordrhein-Westfalen","9","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Hessen","3","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","1","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Baden-Wuerttemberg","6","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Bayern","4","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Saarland","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Berlin","2","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Brandenburg","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Sachsen","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Thueringen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Hamburg","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Bremen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Hessen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Bayern","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Saarland","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Berlin","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Brandenburg","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Sachsen","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Thueringen","","","",""
"1 Sehr wichtig","1991","Hauptschule","Schleswig-Holstein","","","",""
"1 Sehr wichtig","1991","Hauptschule","Hamburg","","","",""
