year,sex,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,female,Very concerned,0.45184,5685,10748,0.44243,0.46125
2005,female,Somewhat concerned,0.34947,4556,10748,0.34046,0.35849
2005,female,Not concerned at all,0.04187,507,10748,0.03808,0.04566
2006,male,Very concerned,0.36265,4562,10422,0.35342,0.37188
2006,male,Somewhat concerned,0.39424,5128,10422,0.38486,0.40362
2006,male,Not concerned at all,0.06325,732,10422,0.05858,0.06792
2006,female,Very concerned,0.37224,5001,11423,0.36337,0.38110
2006,female,Somewhat concerned,0.40770,5724,11423,0.39868,0.41671
2006,female,Not concerned at all,0.05352,698,11423,0.04939,0.05765
2007,male,Very concerned,0.19333,2218,9721,0.18548,0.20118
2007,male,Somewhat concerned,0.48187,5751,9721,0.47193,0.49180
2007,male,Not concerned at all,0.14545,1752,9721,0.13844,0.15245
2007,female,Very concerned,0.22448,2749,10643,0.21655,0.23240
2007,female,Somewhat concerned,0.49712,6426,10643,0.48762,0.50662
2007,female,Not concerned at all,0.11086,1468,10643,0.10490,0.11683
2008,male,Very concerned,0.20215,2200,9175,0.19393,0.21036
2008,male,Somewhat concerned,0.50398,5630,9175,0.49375,0.51421
2008,male,Not concerned at all,0.12137,1345,9175,0.11469,0.12806
2008,female,Very concerned,0.22397,2560,10064,0.21583,0.23212
2008,female,Somewhat concerned,0.51349,6254,10064,0.50372,0.52325
2008,female,Not concerned at all,0.10540,1250,10064,0.09940,0.11140
2009,male,Very concerned,0.36835,3793,8573,0.35814,0.37856
2009,male,Somewhat concerned,0.40754,4222,8573,0.39714,0.41794
2009,male,Not concerned at all,0.05640,558,8573,0.05152,0.06129
2009,female,Very concerned,0.37943,4151,9378,0.36961,0.38925
2009,female,Somewhat concerned,0.41940,4736,9378,0.40941,0.42939
2009,female,Not concerned at all,0.04664,491,9378,0.04238,0.05091
2010,male,Very concerned,0.31006,3879,10878,0.30136,0.31875
2010,male,Somewhat concerned,0.45451,5968,10878,0.44515,0.46387
2010,male,Not concerned at all,0.07157,1031,10878,0.06673,0.07641
2010,female,Very concerned,0.30651,4535,13004,0.29859,0.31444
2010,female,Somewhat concerned,0.47967,7472,13004,0.47109,0.48826
2010,female,Not concerned at all,0.06099,997,13004,0.05687,0.06510
2011,male,Very concerned,0.17209,2722,12728,0.16553,0.17865
2011,male,Somewhat concerned,0.49108,7521,12728,0.48240,0.49977
2011,male,Not concerned at all,0.15714,2485,12728,0.15081,0.16346
2011,female,Very concerned,0.18807,3420,15365,0.18189,0.19425
2011,female,Somewhat concerned,0.52152,9573,15365,0.51362,0.52942
2011,female,Not concerned at all,0.12615,2372,15365,0.12090,0.13140
2012,male,Very concerned,0.17747,2786,12505,0.17077,0.18417
2012,male,Somewhat concerned,0.50379,7548,12505,0.49503,0.51256
2012,male,Not concerned at all,0.14684,2171,12505,0.14063,0.15304
2012,female,Very concerned,0.20145,3559,15001,0.19504,0.20787
2012,female,Somewhat concerned,0.52281,9380,15001,0.51482,0.53081
2012,female,Not concerned at all,0.11569,2062,15001,0.11057,0.12081
2013,male,Very concerned,0.13236,2076,11586,0.12619,0.13853
2013,male,Somewhat concerned,0.46833,7097,11586,0.45924,0.47741
2013,male,Not concerned at all,0.15563,2413,11586,0.14902,0.16223
2013,female,Very concerned,0.15447,2714,13992,0.14848,0.16046
2013,female,Somewhat concerned,0.49849,8912,13992,0.49021,0.50678
2013,female,Not concerned at all,0.12183,2366,13992,0.11641,0.12725
2014,male,Very concerned,0.09862,1581,12376,0.09337,0.10388
2014,male,Somewhat concerned,0.47622,7019,12376,0.46742,0.48502
2014,male,Not concerned at all,0.25907,3776,12376,0.25135,0.26679
2014,female,Very concerned,0.11322,1984,14542,0.10807,0.11837
2014,female,Somewhat concerned,0.53691,9124,14542,0.52881,0.54502
2014,female,Not concerned at all,0.19216,3434,14542,0.18576,0.19857
2015,male,Very concerned,0.11378,1610,11378,0.10794,0.11961
2015,male,Somewhat concerned,0.46507,6578,11378,0.45591,0.47424
2015,male,Not concerned at all,0.23314,3190,11378,0.22537,0.24091
2015,female,Very concerned,0.13234,2136,13466,0.12662,0.13806
2015,female,Somewhat concerned,0.50729,8344,13466,0.49884,0.51573
2015,female,Not concerned at all,0.18493,2986,13466,0.17837,0.19149
2016,male,Very concerned,0.10466,1482,11009,0.09894,0.11038
2016,male,Somewhat concerned,0.45582,6139,11009,0.44652,0.46513
2016,male,Not concerned at all,0.26147,3388,11009,0.25326,0.26968
2016,female,Very concerned,0.13940,2105,13021,0.13345,0.14535
2016,female,Somewhat concerned,0.49956,7724,13021,0.49097,0.50815
2016,female,Not concerned at all,0.19797,3192,13021,0.19113,0.20482
2017,male,Very concerned,0.10823,1540,12194,0.10271,0.11374
2017,male,Somewhat concerned,0.45431,6745,12194,0.44547,0.46315
2017,male,Not concerned at all,0.25865,3909,12194,0.25088,0.26642
2017,female,Very concerned,0.14194,2221,14165,0.13619,0.14768
2017,female,Somewhat concerned,0.49515,8546,14165,0.48691,0.50338
2017,female,Not concerned at all,0.19764,3398,14165,0.19108,0.20419
2018,male,Very concerned,0.07935,1170,11764,0.07447,0.08423
2018,male,Somewhat concerned,0.43580,6197,11764,0.42684,0.44477
2018,male,Not concerned at all,0.31058,4397,11764,0.30222,0.31895
2018,female,Very concerned,0.10088,1663,13759,0.09585,0.10591
2018,female,Somewhat concerned,0.48315,7902,13759,0.47480,0.49150
2018,female,Not concerned at all,0.25693,4194,13759,0.24963,0.26423
2019,male,Very concerned,0.10752,1648,12209,0.10202,0.11301
2019,male,Somewhat concerned,0.49238,7389,12209,0.48351,0.50125
2019,male,Not concerned at all,0.21848,3172,12209,0.21115,0.22581
2019,female,Very concerned,0.11960,1848,13347,0.11409,0.12511
2019,female,Somewhat concerned,0.52480,8366,13347,0.51633,0.53328
2019,female,Not concerned at all,0.19071,3133,13347,0.18404,0.19737
2020,male,Very concerned,0.18638,2793,12197,0.17947,0.19329
2020,male,Somewhat concerned,0.47199,6774,12197,0.46313,0.48085
2020,male,Not concerned at all,0.15888,2630,12197,0.15239,0.16537
2020,female,Very concerned,0.22074,3462,13314,0.21369,0.22778
2020,female,Somewhat concerned,0.46845,7477,13314,0.45998,0.47693
2020,female,Not concerned at all,0.14304,2375,13314,0.13709,0.14899
2021,male,Very concerned,0.17174,1543,8059,0.16350,0.17997
2021,male,Somewhat concerned,0.46160,4603,8059,0.45072,0.47249
2021,male,Not concerned at all,0.17847,1913,8059,0.17011,0.18683
2021,female,Very concerned,0.20065,2088,9055,0.19240,0.20889
2021,female,Somewhat concerned,0.48892,5393,9055,0.47862,0.49922
2021,female,Not concerned at all,0.13628,1574,9055,0.12921,0.14335
