"hgeqpmglass","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2015","Sonstige","2","44","0.170671560668587","0.126525714203317","0.214817407133857"
"Nein","2015","Sonstige","3","38","0.155082786137836","0.11237742228087","0.197788149994801"
"Nein","2015","Sonstige","4","18","","",""
"Nein","2015","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","1-Pers.- Haushalt","2","423","0.875971486459204","0.84654554774086","0.905397425177549"
"Ja","2016","1-Pers.- Haushalt","3","556","0.919265233315659","0.897466905433484","0.941063561197835"
"Ja","2016","1-Pers.- Haushalt","4","842","0.929440846712411","0.912838764854987","0.946042928569836"
"Ja","2016","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","2","690","0.929944673299203","0.911554688591851","0.948334658006555"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","3","1328","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","4","2108","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Alleinerziehende","2","1062","","",""
"Ja","2016","Alleinerziehende","3","653","0.905437047523995","0.884210649533779","0.926663445514211"
"Ja","2016","Alleinerziehende","4","624","0.912800472805845","0.891325317164283","0.934275628447406"
"Ja","2016","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Paar mit Kind(ern)","2","3218","0.912495950890031","0.903211105698733","0.921780796081329"
"Ja","2016","Paar mit Kind(ern)","3","3631","0.926004004427348","0.91775793386825","0.934250074986446"
"Ja","2016","Paar mit Kind(ern)","4","5020","0.957453729842194","0.952005567568169","0.962901892116219"
"Ja","2016","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Sonstige","2","187","","",""
"Ja","2016","Sonstige","3","192","","",""
"Ja","2016","Sonstige","4","181","","",""
"Ja","2016","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","1-Pers.- Haushalt","2","59","0.124028513540795","0.0946025748224512","0.15345445225914"
"Nein","2016","1-Pers.- Haushalt","3","44","0.0807347666843406","0.0589364388021648","0.102533094566516"
"Nein","2016","1-Pers.- Haushalt","4","72","0.0705591532875887","0.053957071430164","0.0871612351450134"
"Nein","2016","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","(Ehe-)Paar ohne Kind(er)","2","50","0.0700553267007968","0.0516653419934446","0.0884453114081489"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","3","66","0.0481125768942234","0.0368784633868787","0.0593466904015682"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","4","118","","",""
"Nein","2016","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Alleinerziehende","2","104","","",""
"Nein","2016","Alleinerziehende","3","77","0.0945629524760051","0.073336554485789","0.115789350466221"
"Nein","2016","Alleinerziehende","4","39","0.0871995271941554","0.0657243715525942","0.108674682835717"
"Nein","2016","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Paar mit Kind(ern)","2","340","0.0875040491099689","0.0782192039186711","0.0967888943012667"
"Nein","2016","Paar mit Kind(ern)","3","240","","",""
"Nein","2016","Paar mit Kind(ern)","4","252","","",""
"Nein","2016","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Sonstige","2","30","0.177536050386984","0.126694365267737","0.228377735506232"
"Nein","2016","Sonstige","3","16","","",""
"Nein","2016","Sonstige","4","6","0.00750583023999626","-0.00486476618245543","0.019876426662448"
"Nein","2016","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","1-Pers.- Haushalt","2","458","0.865178657369462","0.835991792890232","0.894365521848692"
"Ja","2017","1-Pers.- Haushalt","3","528","0.883747403751286","0.857971121754774","0.909523685747798"
"Ja","2017","1-Pers.- Haushalt","4","1000","","",""
"Ja","2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","2","662","0.965305927184654","0.951729655857005","0.978882198512303"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","3","1418","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","4","2274","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Alleinerziehende","2","956","0.885860180992781","0.866717783128764","0.905002578856798"
"Ja","2017","Alleinerziehende","3","733","0.906511748988601","0.886224410030822","0.92679908794638"
"Ja","2017","Alleinerziehende","4","656","0.946415811339532","0.929733416561778","0.963098206117287"
"Ja","2017","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Paar mit Kind(ern)","2","2895","","",""
"Ja","2017","Paar mit Kind(ern)","3","4038","0.933364262941627","0.925876165088779","0.940852360794476"
"Ja","2017","Paar mit Kind(ern)","4","5450","0.957263861964039","0.952002452367088","0.962525271560991"
"Ja","2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Sonstige","2","256","","",""
"Ja","2017","Sonstige","3","154","","",""
"Ja","2017","Sonstige","4","293","","",""
"Ja","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","1-Pers.- Haushalt","2","68","0.134821342630538","0.105634478151308","0.164008207109768"
"Nein","2017","1-Pers.- Haushalt","3","66","0.116252596248714","0.0904763142522017","0.142028878245226"
"Nein","2017","1-Pers.- Haushalt","4","76","0.0804017449918443","0.064154723241801","0.0966487667418875"
"Nein","2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","(Ehe-)Paar ohne Kind(er)","2","36","0.0346940728153459","0.0211178014876972","0.0482703441429946"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","3","54","0.0303742114523625","0.0216072565841283","0.0391411663205967"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","4","96","0.0385795121958429","0.0308258126106038","0.046333211781082"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Alleinerziehende","2","104","","",""
"Nein","2017","Alleinerziehende","3","58","0.093488251011399","0.0732009120536197","0.113775589969178"
"Nein","2017","Alleinerziehende","4","44","0.0535841886604678","0.0369017938827134","0.0702665834382222"
"Nein","2017","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Paar mit Kind(ern)","2","217","","",""
"Nein","2017","Paar mit Kind(ern)","3","223","","",""
"Nein","2017","Paar mit Kind(ern)","4","227","","",""
"Nein","2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Sonstige","2","36","0.257287040490168","0.207147988067975","0.307426092912361"
"Nein","2017","Sonstige","3","7","0.0502381696901615","0.0164970560012031","0.08397928337912"
"Nein","2017","Sonstige","4","23","","",""
"Nein","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","1-Pers.- Haushalt","2","506","0.893510617483522","0.867985386926552","0.919035848040492"
"Ja","2018","1-Pers.- Haushalt","3","542","0.911271572669196","0.888556969778672","0.933986175559721"
"Ja","2018","1-Pers.- Haushalt","4","1041","","",""
"Ja","2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","2","536","0.900835984475467","0.876469993043474","0.925201975907461"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","3","1303","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","4","2272","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Alleinerziehende","2","947","0.949736754462511","0.936228726630884","0.963244782294139"
"Ja","2018","Alleinerziehende","3","734","0.943157538582383","0.926792633935873","0.959522443228893"
"Ja","2018","Alleinerziehende","4","779","0.913886746725563","0.894960780720044","0.932812712731082"
"Ja","2018","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Paar mit Kind(ern)","2","2477","","",""
"Ja","2018","Paar mit Kind(ern)","3","3677","0.955378838199392","0.948871262172924","0.961886414225859"
"Ja","2018","Paar mit Kind(ern)","4","5512","0.954395020472824","0.949006339463496","0.959783701482152"
"Ja","2018","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Sonstige","2","208","","",""
"Ja","2018","Sonstige","3","215","","",""
"Ja","2018","Sonstige","4","252","","",""
"Ja","2018","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","1-Pers.- Haushalt","2","55","0.106489382516478","0.0809641519595083","0.132014613073448"
"Nein","2018","1-Pers.- Haushalt","3","60","0.0887284273308036","0.066013824440279","0.111443030221328"
"Nein","2018","1-Pers.- Haushalt","4","62","0.0518011674136994","0.038722008498674","0.0648803263287248"
"Nein","2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","(Ehe-)Paar ohne Kind(er)","2","42","0.0991640155245328","0.0747980240925393","0.123530006956526"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","3","68","0.0348409244538377","0.025134178844605","0.0445476700630703"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","4","64","0.0274934539833275","0.0208625522775056","0.0341243556891493"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","Alleinerziehende","2","58","0.0502632455374885","0.0367552177058606","0.0637712733691164"
"Nein","2018","Alleinerziehende","3","35","0.0568424614176169","0.0404775567711069","0.0732073660641268"
"Nein","2018","Alleinerziehende","4","65","0.0861132532744369","0.0671872872689182","0.105039219279956"
"Nein","2018","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","Paar mit Kind(ern)","2","123","","",""
"Nein","2018","Paar mit Kind(ern)","3","190","","",""
"Nein","2018","Paar mit Kind(ern)","4","246","","",""
"Nein","2018","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","Sonstige","2","14","","",""
"Nein","2018","Sonstige","3","13","","",""
"Nein","2018","Sonstige","4","11","","",""
"Nein","2018","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","1-Pers.- Haushalt","2","394","0.901420194524442","0.873211884700659","0.929628504348225"
"Ja","2019","1-Pers.- Haushalt","3","439","0.923575958934894","0.899759046961542","0.947392870908246"
"Ja","2019","1-Pers.- Haushalt","4","837","0.941396263647022","0.926076463353389","0.956716063940656"
"Ja","2019","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","2","500","0.896389474091203","0.870732894323308","0.922046053859098"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","3","988","0.968825018817959","0.95825257984429","0.979397457791628"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","4","1896","","",""
"Ja","2019","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","Alleinerziehende","2","715","0.891482865166253","0.869427864708234","0.913537865624271"
"Ja","2019","Alleinerziehende","3","595","0.933172090285288","0.913609753401393","0.952734427169183"
"Ja","2019","Alleinerziehende","4","678","0.931420335942343","0.912985043690567","0.949855628194118"
"Ja","2019","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","Paar mit Kind(ern)","2","1684","","",""
"Ja","2019","Paar mit Kind(ern)","3","2688","","",""
"Ja","2019","Paar mit Kind(ern)","4","4569","0.965563116489326","0.960348842601006","0.970777390377647"
"Ja","2019","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","Sonstige","2","138","","",""
"Ja","2019","Sonstige","3","103","","",""
"Ja","2019","Sonstige","4","221","","",""
"Ja","2019","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","1-Pers.- Haushalt","2","35","0.0985798054755584","0.0703714956517755","0.126788115299341"
"Nein","2019","1-Pers.- Haushalt","3","39","0.0764240410651062","0.0526071290917545","0.100240953038458"
"Nein","2019","1-Pers.- Haushalt","4","66","0.0586037363529778","0.0432839360593444","0.0739235366466111"
"Nein","2019","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","(Ehe-)Paar ohne Kind(er)","2","42","0.103610525908797","0.0779539461409019","0.129267105676692"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","3","50","0.031174981182041","0.0206025422083716","0.0417474201557104"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","4","76","0.0332879886966244","0.0253705087744975","0.0412054686187513"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","Alleinerziehende","2","49","0.108517134833748","0.0864621343757292","0.130572135291766"
"Nein","2019","Alleinerziehende","3","31","0.0668279097147119","0.0472655728308173","0.0863902465986065"
"Nein","2019","Alleinerziehende","4","44","0.0685796640576572","0.0501443718058815","0.0870149563094328"
"Nein","2019","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","Paar mit Kind(ern)","2","119","","",""
"Nein","2019","Paar mit Kind(ern)","3","134","","",""
"Nein","2019","Paar mit Kind(ern)","4","129","","",""
"Nein","2019","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","Sonstige","2","3","","",""
"Nein","2019","Sonstige","3","13","","",""
"Nein","2019","Sonstige","4","4","0.0107718438100452","-0.00271623485903316","0.0242599224791235"
"Nein","2019","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","1-Pers.- Haushalt","2","511","0.901128509892286","0.876981801064735","0.925275218719836"
"Ja","2020","1-Pers.- Haushalt","3","555","0.919911220535694","0.898749628014505","0.941072813056883"
"Ja","2020","1-Pers.- Haushalt","4","1069","","",""
"Ja","2020","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","(Ehe-)Paar ohne Kind(er)","2","538","0.952030579849348","0.934757606155985","0.969303553542712"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","3","1051","","",""
"Ja","2020","(Ehe-)Paar ohne Kind(er)","4","2322","","",""
"Ja","2020","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","Alleinerziehende","2","604","0.799434790693982","0.769316347015762","0.829553234372202"
"Ja","2020","Alleinerziehende","3","680","0.962018871126619","0.947978330703421","0.976059411549816"
"Ja","2020","Alleinerziehende","4","803","0.939965921602224","0.92413540762358","0.955796435580867"
"Ja","2020","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","Paar mit Kind(ern)","2","1895","","",""
"Ja","2020","Paar mit Kind(ern)","3","2527","","",""
"Ja","2020","Paar mit Kind(ern)","4","5054","0.945446202572657","0.939349785733029","0.951542619412286"
"Ja","2020","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2020","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2020","Sonstige","2","145","","",""
"Ja","2020","Sonstige","3","218","","",""
"Ja","2020","Sonstige","4","329","0.985479608911289","0.972911456254509","0.99804776156807"
"Ja","2020","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","1-Pers.- Haushalt","2","76","0.0988714901077145","0.0747247812801641","0.123018198935265"
"Nein","2020","1-Pers.- Haushalt","3","77","0.0800887794643062","0.0589271869431172","0.101250371985495"
"Nein","2020","1-Pers.- Haushalt","4","137","","",""
"Nein","2020","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","(Ehe-)Paar ohne Kind(er)","2","50","0.0479694201506516","0.0306964464572877","0.0652423938440155"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","3","58","0.044483005074965","0.0323491560996799","0.0566168540502501"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","4","152","","",""
"Nein","2020","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","Alleinerziehende","2","75","0.200565209306018","0.170446765627798","0.230683652984238"
"Nein","2020","Alleinerziehende","3","32","0.0379811288733813","0.023940588450184","0.0520216692965786"
"Nein","2020","Alleinerziehende","4","62","0.0600340783977761","0.0442035644191326","0.0758645923764196"
"Nein","2020","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","Paar mit Kind(ern)","2","245","","",""
"Nein","2020","Paar mit Kind(ern)","3","220","","",""
"Nein","2020","Paar mit Kind(ern)","4","277","","",""
"Nein","2020","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2020","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2020","Sonstige","2","31","0.219202885882938","0.158082795105378","0.280322976660498"
"Nein","2020","Sonstige","3","39","0.0863849686701967","0.0520384884714199","0.120731448868973"
"Nein","2020","Sonstige","4","19","","",""
"Nein","2020","Sonstige","5 Einkommensstärkstes Quintil","","","",""
