year,hhtyp,quintil_oecd_hh,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple without children,3rd Quintile,No,0.04009,37,890,0.02719,0.05299
2017,Couple without children,4th Quintile,Yes,0.95482,1025,1075,0.94240,0.96724
2017,Couple without children,4th Quintile,No,0.04518,50,1075,0.03276,0.05760
2017,Couple without children,5th Quintile,Yes,0.96929,1379,1428,0.96034,0.97824
2017,Couple without children,5th Quintile,No,0.03071,49,1428,0.02176,0.03966
2017,Single parent,1st Quintile,Yes,0.88106,578,646,0.85608,0.90604
2017,Single parent,1st Quintile,No,0.11894,68,646,0.09396,0.14392
2017,Single parent,2nd Quintile,Yes,0.92522,366,366,0.89824,0.95221
2017,Single parent,3rd Quintile,Yes,0.92489,213,213,0.88941,0.96037
2017,Single parent,4th Quintile,Yes,0.92386,152,152,0.88156,0.96617
2017,Single parent,5th Quintile,Yes,0.99561,97,97,0.98238,1.00884
2017,Couple with children,1st Quintile,Yes,0.91283,797,866,0.89403,0.93163
2017,Couple with children,1st Quintile,No,0.08717,69,866,0.06837,0.10597
2017,Couple with children,2nd Quintile,Yes,0.92995,1101,1171,0.91532,0.94457
2017,Couple with children,2nd Quintile,No,0.07005,70,1171,0.05543,0.08468
2017,Couple with children,3rd Quintile,Yes,0.94577,1133,1188,0.93288,0.95865
2017,Couple with children,3rd Quintile,No,0.05423,55,1188,0.04135,0.06712
2017,Couple with children,4th Quintile,Yes,0.95885,1080,1123,0.94722,0.97047
2017,Couple with children,4th Quintile,No,0.04115,43,1123,0.02953,0.05278
2017,Couple with children,5th Quintile,Yes,0.97689,944,944,0.96730,0.98648
2017,Other Combinations,1st Quintile,Yes,0.85127,64,64,0.76340,0.93913
2017,Other Combinations,2nd Quintile,Yes,0.83325,48,48,0.72669,0.93982
2017,Other Combinations,4th Quintile,Yes,0.87491,51,51,0.78320,0.96661
2017,Other Combinations,5th Quintile,Yes,0.89733,34,34,0.79378,1.00089
2018,Single-person household,1st Quintile,Yes,0.88886,1092,1234,0.87132,0.90640
2018,Single-person household,1st Quintile,No,0.11114,142,1234,0.09360,0.12868
2018,Single-person household,2nd Quintile,Yes,0.92877,816,882,0.91179,0.94576
2018,Single-person household,2nd Quintile,No,0.07123,66,882,0.05424,0.08821
2018,Single-person household,3rd Quintile,Yes,0.92492,645,692,0.90527,0.94457
2018,Single-person household,3rd Quintile,No,0.07508,47,692,0.05543,0.09473
2018,Single-person household,4th Quintile,Yes,0.96905,611,611,0.95531,0.98280
2018,Single-person household,5th Quintile,Yes,0.95921,541,541,0.94253,0.97589
2018,Couple without children,1st Quintile,Yes,0.91156,465,500,0.88665,0.93648
2018,Couple without children,1st Quintile,No,0.08844,35,500,0.06352,0.11335
2018,Couple without children,2nd Quintile,Yes,0.95732,749,794,0.94325,0.97139
2018,Couple without children,2nd Quintile,No,0.04268,45,794,0.02861,0.05675
2018,Couple without children,3rd Quintile,Yes,0.96883,834,834,0.95703,0.98063
2018,Couple without children,4th Quintile,Yes,0.96819,947,979,0.95719,0.97919
2018,Couple without children,4th Quintile,No,0.03181,32,979,0.02081,0.04281
2018,Couple without children,5th Quintile,Yes,0.97973,1371,1404,0.97235,0.98710
2018,Couple without children,5th Quintile,No,0.02027,33,1404,0.01290,0.02765
2018,Single parent,1st Quintile,Yes,0.91143,593,632,0.88926,0.93360
2018,Single parent,1st Quintile,No,0.08857,39,632,0.06640,0.11074
2018,Single parent,2nd Quintile,Yes,0.90326,367,367,0.87297,0.93354
2018,Single parent,3rd Quintile,Yes,0.97276,224,224,0.95140,0.99413
2018,Single parent,4th Quintile,Yes,0.95660,152,152,0.92410,0.98910
2018,Single parent,5th Quintile,Yes,0.95809,78,78,0.91333,1.00285
2018,Couple with children,1st Quintile,Yes,0.91755,757,828,0.89880,0.93630
2018,Couple with children,1st Quintile,No,0.08245,71,828,0.06370,0.10120
2018,Couple with children,2nd Quintile,Yes,0.93690,1071,1142,0.92279,0.95101
2018,Couple with children,2nd Quintile,No,0.06310,71,1142,0.04899,0.07721
2018,Couple with children,3rd Quintile,Yes,0.94965,1056,1095,0.93669,0.96261
2018,Couple with children,3rd Quintile,No,0.05035,39,1095,0.03739,0.06331
2018,Couple with children,4th Quintile,Yes,0.97584,1015,1015,0.96639,0.98529
2018,Couple with children,5th Quintile,Yes,0.96092,881,881,0.94811,0.97372
2018,Multi-generational household,1st Quintile,Yes,0.98349,38,38,0.94242,1.02455
2018,Other Combinations,1st Quintile,Yes,0.90043,61,61,0.82467,0.97620
2018,Other Combinations,2nd Quintile,Yes,0.92308,42,42,0.84151,1.00464
2018,Other Combinations,3rd Quintile,Yes,0.89558,33,33,0.78962,1.00153
2018,Other Combinations,5th Quintile,Yes,0.93594,37,37,0.85595,1.01593
2019,Single-person household,1st Quintile,Yes,0.89065,851,944,0.87073,0.91056
2019,Single-person household,1st Quintile,No,0.10935,93,944,0.08944,0.12927
2019,Single-person household,2nd Quintile,Yes,0.92785,637,687,0.90848,0.94721
2019,Single-person household,2nd Quintile,No,0.07215,50,687,0.05279,0.09152
2019,Single-person household,3rd Quintile,Yes,0.93030,547,590,0.90974,0.95087
2019,Single-person household,3rd Quintile,No,0.06970,43,590,0.04913,0.09026
2019,Single-person household,4th Quintile,Yes,0.95306,531,531,0.93506,0.97107
2019,Single-person household,5th Quintile,Yes,0.95665,453,453,0.93787,0.97542
2019,Couple without children,1st Quintile,Yes,0.92186,349,349,0.89366,0.95006
2019,Couple without children,2nd Quintile,Yes,0.97375,663,663,0.96157,0.98593
2019,Couple without children,3rd Quintile,Yes,0.95277,695,730,0.93737,0.96817
2019,Couple without children,3rd Quintile,No,0.04723,35,730,0.03183,0.06263
2019,Couple without children,4th Quintile,Yes,0.96955,828,828,0.95784,0.98126
2019,Couple without children,5th Quintile,Yes,0.97948,1183,1216,0.97150,0.98745
2019,Couple without children,5th Quintile,No,0.02052,33,1216,0.01255,0.02850
2019,Single parent,1st Quintile,Yes,0.90392,426,458,0.87690,0.93094
2019,Single parent,1st Quintile,No,0.09608,32,458,0.06906,0.12310
2019,Single parent,2nd Quintile,Yes,0.91747,319,319,0.88723,0.94772
2019,Single parent,3rd Quintile,Yes,0.95316,205,205,0.92416,0.98215
2019,Single parent,4th Quintile,Yes,0.95820,134,134,0.92419,0.99221
2019,Single parent,5th Quintile,Yes,0.97884,76,76,0.94627,1.01141
2019,Couple with children,1st Quintile,Yes,0.93279,530,575,0.91231,0.95328
2019,Couple with children,1st Quintile,No,0.06721,45,575,0.04672,0.08769
2019,Couple with children,2nd Quintile,Yes,0.96841,822,861,0.95672,0.98010
2019,Couple with children,2nd Quintile,No,0.03159,39,861,0.01990,0.04328
2019,Couple with children,3rd Quintile,Yes,0.95989,895,895,0.94703,0.97275
2019,Couple with children,4th Quintile,Yes,0.95551,828,859,0.94171,0.96931
2019,Couple with children,4th Quintile,No,0.04449,31,859,0.03069,0.05829
2019,Couple with children,5th Quintile,Yes,0.97089,776,776,0.95905,0.98273
2019,Other Combinations,3rd Quintile,Yes,0.95754,37,37,0.89167,1.02341
2019,Other Combinations,4th Quintile,Yes,0.97336,32,32,0.91667,1.03005
2020,Single-person household,1st Quintile,Yes,0.89419,1265,1481,0.87852,0.90986
2020,Single-person household,1st Quintile,No,0.10581,216,1481,0.09014,0.12148
2020,Single-person household,2nd Quintile,Yes,0.93405,885,997,0.91864,0.94947
2020,Single-person household,2nd Quintile,No,0.06595,112,997,0.05053,0.08136
2020,Single-person household,3rd Quintile,Yes,0.93699,661,723,0.91926,0.95471
2020,Single-person household,3rd Quintile,No,0.06301,62,723,0.04529,0.08074
2020,Single-person household,4th Quintile,Yes,0.93828,611,661,0.91992,0.95664
2020,Single-person household,4th Quintile,No,0.06172,50,661,0.04336,0.08008
2020,Single-person household,5th Quintile,Yes,0.95744,668,704,0.94252,0.97237
2020,Single-person household,5th Quintile,No,0.04256,36,704,0.02763,0.05748
2020,Couple without children,1st Quintile,Yes,0.91009,471,523,0.88555,0.93463
2020,Couple without children,1st Quintile,No,0.08991,52,523,0.06537,0.11445
2020,Couple without children,2nd Quintile,Yes,0.95251,813,868,0.93835,0.96666
2020,Couple without children,2nd Quintile,No,0.04749,55,868,0.03334,0.06165
2020,Couple without children,3rd Quintile,Yes,0.94774,820,882,0.93305,0.96244
2020,Couple without children,3rd Quintile,No,0.05226,62,882,0.03756,0.06695
2020,Couple without children,4th Quintile,Yes,0.96365,967,1014,0.95212,0.97517
2020,Couple without children,4th Quintile,No,0.03635,47,1014,0.02483,0.04788
2020,Couple without children,5th Quintile,Yes,0.97269,1691,1740,0.96503,0.98035
2020,Couple without children,5th Quintile,No,0.02731,49,1740,0.01965,0.03497
2020,Single parent,1st Quintile,Yes,0.84920,416,468,0.81675,0.88166
2020,Single parent,1st Quintile,No,0.15080,52,468,0.11834,0.18325
2020,Single parent,2nd Quintile,Yes,0.90176,344,344,0.87026,0.93326
2020,Single parent,3rd Quintile,Yes,0.95578,221,221,0.92861,0.98295
2020,Single parent,4th Quintile,Yes,0.94385,141,141,0.90571,0.98198
2020,Single parent,5th Quintile,Yes,0.97643,110,110,0.94795,1.00491
2020,Couple with children,1st Quintile,Yes,0.89992,709,826,0.87944,0.92040
2020,Couple with children,1st Quintile,No,0.10008,117,826,0.07960,0.12056
2020,Couple with children,2nd Quintile,Yes,0.95197,923,999,0.93870,0.96523
2020,Couple with children,2nd Quintile,No,0.04803,76,999,0.03477,0.06130
2020,Couple with children,3rd Quintile,Yes,0.94693,921,972,0.93283,0.96103
2020,Couple with children,3rd Quintile,No,0.05307,51,972,0.03897,0.06717
2020,Couple with children,4th Quintile,Yes,0.94957,941,973,0.93582,0.96333
2020,Couple with children,4th Quintile,No,0.05043,32,973,0.03667,0.06418
2020,Couple with children,5th Quintile,Yes,0.96439,1109,1109,0.95348,0.97531
2020,Multi-generational household,1st Quintile,Yes,0.95555,38,38,0.88914,1.02196
2020,Other Combinations,1st Quintile,Yes,0.89776,67,67,0.82467,0.97086
2020,Other Combinations,2nd Quintile,Yes,0.86121,59,59,0.77223,0.95019
2020,Other Combinations,3rd Quintile,Yes,0.96905,53,53,0.92198,1.01612
2020,Other Combinations,4th Quintile,Yes,0.96669,44,44,0.91305,1.02033
2020,Other Combinations,5th Quintile,Yes,0.91188,37,37,0.81929,1.00448
2021,Single-person household,1st Quintile,Yes,0.89926,685,772,0.87802,0.92051
2021,Single-person household,1st Quintile,No,0.10074,87,772,0.07949,0.12198
2021,Single-person household,2nd Quintile,Yes,0.93505,511,555,0.91453,0.95557
2021,Single-person household,2nd Quintile,No,0.06495,44,555,0.04443,0.08547
2021,Single-person household,3rd Quintile,Yes,0.92516,466,507,0.90223,0.94808
2021,Single-person household,3rd Quintile,No,0.07484,41,507,0.05192,0.09777
2021,Single-person household,4th Quintile,Yes,0.96350,441,441,0.94597,0.98102
2021,Single-person household,5th Quintile,Yes,0.96769,461,461,0.95154,0.98385
2021,Couple without children,1st Quintile,Yes,0.92676,281,312,0.89781,0.95572
2021,Couple without children,1st Quintile,No,0.07324,31,312,0.04428,0.10219
2021,Couple without children,2nd Quintile,Yes,0.96915,485,485,0.95374,0.98455
2021,Couple without children,3rd Quintile,Yes,0.93677,495,526,0.91595,0.95759
2021,Couple without children,3rd Quintile,No,0.06323,31,526,0.04241,0.08405
2021,Couple without children,4th Quintile,Yes,0.96317,616,616,0.94829,0.97806
2021,Couple without children,5th Quintile,Yes,0.96819,1104,1104,0.95784,0.97855
2021,Single parent,1st Quintile,Yes,0.79895,226,226,0.74658,0.85132
2021,Single parent,2nd Quintile,Yes,0.91644,241,241,0.88143,0.95145
2021,Single parent,3rd Quintile,Yes,0.98359,125,125,0.96123,1.00595
2021,Single parent,4th Quintile,Yes,0.95461,108,108,0.91516,0.99405
2021,Single parent,5th Quintile,Yes,0.96993,71,71,0.92992,1.00994
2021,Couple with children,1st Quintile,Yes,0.91640,326,368,0.88808,0.94472
2021,Couple with children,1st Quintile,No,0.08360,42,368,0.05528,0.11192
2021,Couple with children,2nd Quintile,Yes,0.93870,536,584,0.91923,0.95817
2021,Couple with children,2nd Quintile,No,0.06130,48,584,0.04183,0.08077
2021,Couple with children,3rd Quintile,Yes,0.95747,597,597,0.94127,0.97367
2021,Couple with children,4th Quintile,Yes,0.96580,592,592,0.95115,0.98045
2021,Couple with children,5th Quintile,Yes,0.97020,672,672,0.95734,0.98307
2021,Other Combinations,1st Quintile,Yes,0.84768,38,38,0.73190,0.96346
2021,Other Combinations,2nd Quintile,Yes,0.92645,42,42,0.84655,1.00635
2021,Other Combinations,3rd Quintile,Yes,0.97558,42,42,0.92834,1.02283
2021,Other Combinations,4th Quintile,Yes,0.96491,41,41,0.90788,1.02193
2021,Other Combinations,5th Quintile,Yes,0.92664,43,43,0.84779,1.00550
2022,No answer / don't know,1st Quintile,Yes,0.72150,142,176,0.65509,0.78792
2022,No answer / don't know,1st Quintile,No,0.27850,34,176,0.21208,0.34491
2022,No answer / don't know,2nd Quintile,Yes,0.94954,86,86,0.90301,0.99607
2022,No answer / don't know,3rd Quintile,Yes,0.96104,50,50,0.90686,1.01522
2022,No answer / don't know,4th Quintile,Yes,0.95296,44,44,0.88968,1.01624
2022,No answer / don't know,5th Quintile,Yes,0.96599,39,39,0.90835,1.02362
2022,Single-person household,Not included in this version of the questionnaire,Yes,0.85592,86,86,0.78126,0.93058
2022,Single-person household,1st Quintile,Yes,0.88982,1197,1370,0.87323,0.90640
2022,Single-person household,1st Quintile,No,0.11018,173,1370,0.09360,0.12677
2022,Single-person household,2nd Quintile,Yes,0.93189,971,1098,0.91699,0.94680
2022,Single-person household,2nd Quintile,No,0.06811,127,1098,0.05320,0.08301
2022,Single-person household,3rd Quintile,Yes,0.92203,920,1017,0.90554,0.93851
2022,Single-person household,3rd Quintile,No,0.07797,97,1017,0.06149,0.09446
2022,Single-person household,4th Quintile,Yes,0.94739,929,990,0.93347,0.96130
2022,Single-person household,4th Quintile,No,0.05261,61,990,0.03870,0.06653
2022,Single-person household,5th Quintile,Yes,0.95183,927,984,0.93844,0.96521
2022,Single-person household,5th Quintile,No,0.04817,57,984,0.03479,0.06156
2022,Couple without children,Not included in this version of the questionnaire,Yes,0.85964,36,36,0.74456,0.97472
2022,Couple without children,1st Quintile,Yes,0.94124,815,899,0.92585,0.95662
2022,Couple without children,1st Quintile,No,0.05876,84,899,0.04338,0.07415
2022,Couple without children,2nd Quintile,Yes,0.95704,994,1052,0.94479,0.96930
2022,Couple without children,2nd Quintile,No,0.04296,58,1052,0.03070,0.05521
2022,Couple without children,3rd Quintile,Yes,0.95776,969,1027,0.94545,0.97007
2022,Couple without children,3rd Quintile,No,0.04224,58,1027,0.02993,0.05455
2022,Couple without children,4th Quintile,Yes,0.96304,1051,1094,0.95186,0.97423
2022,Couple without children,4th Quintile,No,0.03696,43,1094,0.02577,0.04814
2022,Couple without children,5th Quintile,Yes,0.97936,1573,1606,0.97240,0.98631
2022,Couple without children,5th Quintile,No,0.02064,33,1606,0.01369,0.02760
2022,Single parent,1st Quintile,Yes,0.83981,289,323,0.79975,0.87988
2022,Single parent,1st Quintile,No,0.16019,34,323,0.12012,0.20025
2022,Single parent,2nd Quintile,Yes,0.92665,302,333,0.89860,0.95469
2022,Single parent,2nd Quintile,No,0.07335,31,333,0.04531,0.10140
2022,Single parent,3rd Quintile,Yes,0.96369,205,205,0.93802,0.98936
2022,Single parent,4th Quintile,Yes,0.93335,154,154,0.89382,0.97287
2022,Single parent,5th Quintile,Yes,0.99507,103,103,0.98147,1.00866
2022,Couple with children,1st Quintile,Yes,0.88556,996,1105,0.86678,0.90433
2022,Couple with children,1st Quintile,No,0.11444,109,1105,0.09567,0.13322
2022,Couple with children,2nd Quintile,Yes,0.93894,990,1067,0.92457,0.95331
2022,Couple with children,2nd Quintile,No,0.06106,77,1067,0.04669,0.07543
2022,Couple with children,3rd Quintile,Yes,0.96213,915,948,0.94997,0.97429
2022,Couple with children,3rd Quintile,No,0.03787,33,948,0.02571,0.05003
2022,Couple with children,4th Quintile,Yes,0.97550,994,994,0.96589,0.98512
2022,Couple with children,5th Quintile,Yes,0.96988,975,975,0.95915,0.98062
2022,Other Combinations,1st Quintile,Yes,0.81292,495,593,0.78151,0.84433
2022,Other Combinations,1st Quintile,No,0.18708,98,593,0.15567,0.21849
2022,Other Combinations,2nd Quintile,Yes,0.84936,164,164,0.79445,0.90427
2022,Other Combinations,3rd Quintile,Yes,0.93026,96,96,0.87904,0.98148
2022,Other Combinations,4th Quintile,Yes,0.94757,73,73,0.89608,0.99905
2022,Other Combinations,5th Quintile,Yes,0.93824,81,81,0.88549,0.99099
