year,hhtyp,rentown,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple with children,Owner,Yes,0.97643,2888,2956,0.97097,0.98190
2017,Couple with children,Owner,No,0.02320,68,2956,0.01777,0.02862
2017,Couple with children,Tenant,Yes,0.87915,2167,2357,0.86599,0.89232
2017,Couple with children,Tenant,No,0.09418,190,2357,0.08239,0.10598
2017,Multi-generational household,Owner,Yes,0.96998,53,53,0.92360,1.01636
2017,Multi-generational household,Tenant,Yes,0.78858,48,48,0.67185,0.90532
2017,Other Combinations,Owner,Yes,0.93223,87,87,0.87910,0.98535
2017,Other Combinations,Tenant,Yes,0.80347,151,151,0.73987,0.86706
2018,Single-person household,Owner,Yes,0.95757,964,1008,0.94512,0.97002
2018,Single-person household,Owner,No,0.04243,44,1008,0.02998,0.05488
2018,Single-person household,Tenant,Yes,0.90179,2744,3008,0.89115,0.91242
2018,Single-person household,Tenant,No,0.08444,264,3008,0.07450,0.09438
2018,Couple without children,Owner,Yes,0.97950,2401,2462,0.97390,0.98510
2018,Couple without children,Owner,No,0.01939,61,2462,0.01394,0.02484
2018,Couple without children,Tenant,Yes,0.93439,1966,2080,0.92375,0.94503
2018,Couple without children,Tenant,No,0.05840,114,2080,0.04832,0.06848
2018,Single parent,Owner,Yes,0.96808,368,368,0.95010,0.98607
2018,Single parent,Tenant,Yes,0.89379,1047,1128,0.87580,0.91178
2018,Single parent,Tenant,No,0.08919,81,1128,0.07255,0.10583
2018,Couple with children,Owner,Yes,0.96957,2703,2760,0.96317,0.97598
2018,Couple with children,Owner,No,0.03035,57,2760,0.02395,0.03675
2018,Couple with children,Tenant,Yes,0.89341,2077,2259,0.88068,0.90614
2018,Couple with children,Tenant,No,0.07304,182,2259,0.06231,0.08377
2018,Multi-generational household,Owner,Yes,0.99563,54,54,0.97787,1.01339
2018,Multi-generational household,Tenant,Yes,0.96587,60,60,0.91954,1.01220
2018,Other Combinations,Owner,Yes,0.94092,78,78,0.88826,0.99358
2018,Other Combinations,Tenant,Yes,0.85452,131,131,0.79391,0.91513
2019,Single-person household,Owner,Yes,0.91749,894,933,0.89982,0.93515
2019,Single-person household,Owner,No,0.03866,39,933,0.02629,0.05104
2019,Single-person household,Tenant,Yes,0.77984,2127,2327,0.76300,0.79668
2019,Single-person household,Tenant,No,0.07830,200,2327,0.06738,0.08921
2019,Couple without children,Owner,Yes,0.92028,2153,2206,0.90898,0.93159
2019,Couple without children,Owner,No,0.02179,53,2206,0.01570,0.02789
2019,Couple without children,Tenant,Yes,0.80282,1565,1659,0.78367,0.82197
2019,Couple without children,Tenant,No,0.04483,94,1659,0.03487,0.05479
2019,Single parent,Owner,Yes,0.92905,326,326,0.90113,0.95696
2019,Single parent,Tenant,Yes,0.78583,834,894,0.75893,0.81274
2019,Single parent,Tenant,No,0.08026,60,894,0.06244,0.09808
2019,Couple with children,Owner,Yes,0.89580,2309,2355,0.88346,0.90815
2019,Couple with children,Owner,No,0.02649,46,2355,0.02000,0.03298
2019,Couple with children,Tenant,Yes,0.77155,1542,1659,0.75134,0.79176
2019,Couple with children,Tenant,No,0.04920,117,1659,0.03879,0.05961
2019,Multi-generational household,Owner,Yes,0.87706,41,41,0.77529,0.97882
2019,Multi-generational household,Tenant,Yes,0.94574,44,44,0.87803,1.01345
2019,Other Combinations,Owner,Yes,0.78246,61,61,0.67807,0.88686
2019,Other Combinations,Tenant,Yes,0.72404,90,90,0.63117,0.81690
2020,Single-person household,Owner,Yes,0.96133,1068,1105,0.94995,0.97270
2020,Single-person household,Owner,No,0.03855,37,1105,0.02719,0.04991
2020,Single-person household,Tenant,Yes,0.89309,3038,3487,0.88283,0.90335
2020,Single-person household,Tenant,No,0.08838,449,3487,0.07896,0.09780
2020,Couple without children,Owner,Yes,0.97501,2592,2645,0.96905,0.98096
2020,Couple without children,Owner,No,0.02401,53,2645,0.01818,0.02985
2020,Couple without children,Tenant,Yes,0.92049,2170,2382,0.90962,0.93136
2020,Couple without children,Tenant,No,0.07116,212,2382,0.06083,0.08149
2020,Single parent,Owner,Yes,0.96961,350,350,0.95160,0.98762
2020,Single parent,Tenant,Yes,0.85919,882,970,0.83729,0.88109
2020,Single parent,Tenant,No,0.12145,88,970,0.10088,0.14201
2020,Couple with children,Owner,Yes,0.96325,2637,2699,0.95615,0.97035
2020,Couple with children,Owner,No,0.03577,62,2699,0.02876,0.04278
2020,Couple with children,Tenant,Yes,0.87700,1967,2209,0.86330,0.89070
2020,Couple with children,Tenant,No,0.07610,242,2209,0.06504,0.08716
2020,Multi-generational household,Owner,Yes,0.97429,51,51,0.93043,1.01816
2020,Multi-generational household,Tenant,Yes,0.90072,56,56,0.82169,0.97975
2020,Other Combinations,Owner,Yes,0.95441,88,88,0.91057,0.99824
2020,Other Combinations,Tenant,Yes,0.81018,172,203,0.75610,0.86426
2020,Other Combinations,Tenant,No,0.09329,31,203,0.05318,0.13340
2021,Single-person household,Owner,Yes,0.91519,775,775,0.89556,0.93482
2021,Single-person household,Tenant,Yes,0.78031,1802,2002,0.76217,0.79845
2021,Single-person household,Tenant,No,0.07697,200,2002,0.06529,0.08865
2021,Couple without children,Owner,Yes,0.90148,1735,1778,0.88763,0.91534
2021,Couple without children,Owner,No,0.03000,43,1778,0.02207,0.03794
2021,Couple without children,Tenant,Yes,0.84342,1247,1350,0.82402,0.86281
2021,Couple without children,Tenant,No,0.05503,103,1350,0.04286,0.06720
2021,Single parent,Owner,Yes,0.89426,222,222,0.85371,0.93480
2021,Single parent,Tenant,Yes,0.77024,550,594,0.73639,0.80410
2021,Single parent,Tenant,No,0.12185,44,594,0.09552,0.14818
2021,Couple with children,Owner,Yes,0.87284,1674,1712,0.85705,0.88862
2021,Couple with children,Owner,No,0.01932,38,1712,0.01280,0.02584
2021,Couple with children,Tenant,Yes,0.74784,1046,1169,0.72293,0.77274
2021,Couple with children,Tenant,No,0.07042,123,1169,0.05575,0.08509
2021,Multi-generational household,Owner,Yes,0.75209,34,34,0.60476,0.89941
2021,Other Combinations,Owner,Yes,0.83773,90,90,0.76113,0.91433
2021,Other Combinations,Tenant,Yes,0.72978,116,116,0.64862,0.81095
2022,Single-person household,Owner,Yes,0.95758,1169,1218,0.94625,0.96890
2022,Single-person household,Owner,No,0.04195,49,1218,0.03068,0.05321
2022,Single-person household,Tenant,Yes,0.89453,3856,4335,0.88538,0.90367
2022,Single-person household,Tenant,No,0.08752,479,4335,0.07911,0.09594
2022,Couple without children,Owner,Yes,0.97539,2724,2780,0.96963,0.98115
2022,Couple without children,Owner,No,0.02418,56,2780,0.01847,0.02989
2022,Couple without children,Tenant,Yes,0.93198,2713,2936,0.92287,0.94109
2022,Couple without children,Tenant,No,0.05850,223,2936,0.05001,0.06699
2022,Single parent,Owner,Yes,0.96301,301,301,0.94165,0.98437
2022,Single parent,Tenant,Yes,0.87526,753,825,0.85270,0.89782
2022,Single parent,Tenant,No,0.10231,72,825,0.08162,0.12301
2022,Couple with children,Owner,Yes,0.97477,2860,2924,0.96909,0.98046
2022,Couple with children,Owner,No,0.02302,64,2924,0.01758,0.02845
2022,Couple with children,Tenant,Yes,0.85680,2014,2224,0.84223,0.87136
2022,Couple with children,Tenant,No,0.09066,210,2224,0.07872,0.10260
2022,Multi-generational household,Owner,Yes,0.98464,42,42,0.94699,1.02229
2022,Multi-generational household,Tenant,Yes,0.86143,35,35,0.74529,0.97756
2022,Other Combinations,Owner,Yes,0.89591,368,402,0.86602,0.92580
2022,Other Combinations,Owner,No,0.08118,34,402,0.05445,0.10791
2022,Other Combinations,Tenant,Yes,0.79645,567,694,0.76648,0.82643
2022,Other Combinations,Tenant,No,0.16816,127,694,0.14031,0.19600
