year,quintil_oecd_hh,regtyp,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,3rd Quintile,Rural regions,Yes,0.95124,1133,1185,0.93897,0.96351
2017,3rd Quintile,Rural regions,No,0.04876,52,1185,0.03649,0.06103
2017,4th Quintile,Urban regions,Yes,0.94287,1906,2014,0.93273,0.95301
2017,4th Quintile,Urban regions,No,0.05713,108,2014,0.04699,0.06727
2017,4th Quintile,Rural regions,Yes,0.94907,993,1030,0.93564,0.96250
2017,4th Quintile,Rural regions,No,0.05093,37,1030,0.03750,0.06436
2017,5th Quintile,Urban regions,Yes,0.96355,2242,2319,0.95592,0.97118
2017,5th Quintile,Urban regions,No,0.03645,77,2319,0.02882,0.04408
2017,5th Quintile,Rural regions,Yes,0.97227,748,748,0.96049,0.98404
2018,1st Quintile,Urban regions,Yes,0.89691,1929,2123,0.88397,0.90985
2018,1st Quintile,Urban regions,No,0.10309,194,2123,0.09015,0.11603
2018,1st Quintile,Rural regions,Yes,0.90368,1077,1178,0.88682,0.92053
2018,1st Quintile,Rural regions,No,0.09632,101,1178,0.07947,0.11318
2018,2nd Quintile,Urban regions,Yes,0.93758,1889,2029,0.92705,0.94811
2018,2nd Quintile,Urban regions,No,0.06242,140,2029,0.05189,0.07295
2018,2nd Quintile,Rural regions,Yes,0.93281,1185,1264,0.91900,0.94661
2018,2nd Quintile,Rural regions,No,0.06719,79,1264,0.05339,0.08100
2018,3rd Quintile,Urban regions,Yes,0.94344,1767,1854,0.93293,0.95396
2018,3rd Quintile,Urban regions,No,0.05656,87,1854,0.04604,0.06707
2018,3rd Quintile,Rural regions,Yes,0.95304,1043,1087,0.94046,0.96562
2018,3rd Quintile,Rural regions,No,0.04696,44,1087,0.03438,0.05954
2018,4th Quintile,Urban regions,Yes,0.96769,1847,1917,0.95977,0.97561
2018,4th Quintile,Urban regions,No,0.03231,70,1917,0.02439,0.04023
2018,4th Quintile,Rural regions,Yes,0.97684,934,934,0.96719,0.98649
2018,5th Quintile,Urban regions,Yes,0.96476,2156,2239,0.95713,0.97240
2018,5th Quintile,Urban regions,No,0.03524,83,2239,0.02760,0.04287
2018,5th Quintile,Rural regions,Yes,0.98068,761,761,0.97089,0.99047
2019,1st Quintile,Urban regions,Yes,0.90144,1422,1558,0.88664,0.91625
2019,1st Quintile,Urban regions,No,0.09856,136,1558,0.08375,0.11336
2019,1st Quintile,Rural regions,Yes,0.90500,799,863,0.88543,0.92458
2019,1st Quintile,Rural regions,No,0.09500,64,863,0.07542,0.11457
2019,2nd Quintile,Urban regions,Yes,0.95097,1512,1592,0.94036,0.96158
2019,2nd Quintile,Urban regions,No,0.04903,80,1592,0.03842,0.05964
2019,2nd Quintile,Rural regions,Yes,0.94286,973,1024,0.92863,0.95708
2019,2nd Quintile,Rural regions,No,0.05714,51,1024,0.04292,0.07137
2019,3rd Quintile,Urban regions,Yes,0.94622,1505,1587,0.93512,0.95732
2019,3rd Quintile,Urban regions,No,0.05378,82,1587,0.04268,0.06488
2019,3rd Quintile,Rural regions,Yes,0.94543,888,926,0.93079,0.96007
2019,3rd Quintile,Rural regions,No,0.05457,38,926,0.03993,0.06921
2019,4th Quintile,Urban regions,Yes,0.95593,1540,1610,0.94590,0.96596
2019,4th Quintile,Urban regions,No,0.04407,70,1610,0.03404,0.05410
2019,4th Quintile,Rural regions,Yes,0.96647,826,857,0.95442,0.97853
2019,4th Quintile,Rural regions,No,0.03353,31,857,0.02147,0.04558
2019,5th Quintile,Urban regions,Yes,0.96992,1832,1894,0.96223,0.97762
2019,5th Quintile,Urban regions,No,0.03008,62,1894,0.02238,0.03777
2019,5th Quintile,Rural regions,Yes,0.97218,687,687,0.95987,0.98448
2020,1st Quintile,Urban regions,Yes,0.88928,1961,2307,0.87647,0.90209
2020,1st Quintile,Urban regions,No,0.11072,346,2307,0.09791,0.12353
2020,1st Quintile,Rural regions,Yes,0.90058,1005,1122,0.88307,0.91810
2020,1st Quintile,Rural regions,No,0.09942,117,1122,0.08190,0.11693
2020,2nd Quintile,Urban regions,Yes,0.93776,1892,2088,0.92740,0.94813
2020,2nd Quintile,Urban regions,No,0.06224,196,2088,0.05187,0.07260
2020,2nd Quintile,Rural regions,Yes,0.94142,1153,1242,0.92835,0.95448
2020,2nd Quintile,Rural regions,No,0.05858,89,1242,0.04552,0.07165
2020,3rd Quintile,Urban regions,Yes,0.93865,1724,1868,0.92776,0.94953
2020,3rd Quintile,Urban regions,No,0.06135,144,1868,0.05047,0.07224
2020,3rd Quintile,Rural regions,Yes,0.95452,966,1013,0.94168,0.96736
2020,3rd Quintile,Rural regions,No,0.04548,47,1013,0.03264,0.05832
2020,4th Quintile,Urban regions,Yes,0.95048,1821,1924,0.94079,0.96018
2020,4th Quintile,Urban regions,No,0.04952,103,1924,0.03982,0.05921
2020,4th Quintile,Rural regions,Yes,0.95079,904,938,0.93694,0.96464
2020,4th Quintile,Rural regions,No,0.04921,34,938,0.03536,0.06306
2020,5th Quintile,Urban regions,Yes,0.96421,2682,2781,0.95731,0.97112
2020,5th Quintile,Urban regions,No,0.03579,99,2781,0.02888,0.04269
2020,5th Quintile,Rural regions,Yes,0.97092,946,946,0.96021,0.98163
2021,1st Quintile,Urban regions,Yes,0.87816,1006,1148,0.85923,0.89709
2021,1st Quintile,Urban regions,No,0.12184,142,1148,0.10291,0.14077
2021,1st Quintile,Rural regions,Yes,0.92846,573,624,0.90822,0.94870
2021,1st Quintile,Rural regions,No,0.07154,51,624,0.05130,0.09178
2021,2nd Quintile,Urban regions,Yes,0.93911,1106,1192,0.92553,0.95269
2021,2nd Quintile,Urban regions,No,0.06089,86,1192,0.04731,0.07447
2021,2nd Quintile,Rural regions,Yes,0.93976,730,788,0.92314,0.95639
2021,2nd Quintile,Rural regions,No,0.06024,58,788,0.04361,0.07686
2021,3rd Quintile,Urban regions,Yes,0.93822,1105,1183,0.92449,0.95195
2021,3rd Quintile,Urban regions,No,0.06178,78,1183,0.04805,0.07551
2021,3rd Quintile,Rural regions,Yes,0.94402,636,636,0.92614,0.96190
2021,4th Quintile,Urban regions,Yes,0.95720,1192,1261,0.94602,0.96837
2021,4th Quintile,Urban regions,No,0.04280,69,1261,0.03163,0.05398
2021,4th Quintile,Rural regions,Yes,0.97865,622,622,0.96728,0.99002
2021,5th Quintile,Urban regions,Yes,0.96716,1756,1819,0.95896,0.97535
2021,5th Quintile,Urban regions,No,0.03284,63,1819,0.02465,0.04104
2021,5th Quintile,Rural regions,Yes,0.96995,604,604,0.95632,0.98357
2022,Not included in this version of the questionnaire,Urban regions,Yes,0.85701,132,132,0.79707,0.91696
2022,Not included in this version of the questionnaire,Rural regions,Yes,0.83605,37,37,0.71511,0.95700
2022,1st Quintile,Urban regions,Yes,0.87008,2653,3043,0.85813,0.88203
2022,1st Quintile,Urban regions,No,0.12992,390,3043,0.11797,0.14187
2022,1st Quintile,Rural regions,Yes,0.91798,1303,1449,0.90385,0.93212
2022,1st Quintile,Rural regions,No,0.08202,146,1449,0.06788,0.09615
2022,2nd Quintile,Urban regions,Yes,0.93596,2292,2533,0.92642,0.94549
2022,2nd Quintile,Urban regions,No,0.06404,241,2533,0.05451,0.07358
2022,2nd Quintile,Rural regions,Yes,0.93976,1236,1328,0.92695,0.95256
2022,2nd Quintile,Rural regions,No,0.06024,92,1328,0.04744,0.07305
2022,3rd Quintile,Urban regions,Yes,0.94614,2093,2248,0.93680,0.95547
2022,3rd Quintile,Urban regions,No,0.05386,155,2248,0.04453,0.06320
2022,3rd Quintile,Rural regions,Yes,0.93770,1077,1137,0.92364,0.95175
2022,3rd Quintile,Rural regions,No,0.06230,60,1137,0.04825,0.07636
2022,4th Quintile,Urban regions,Yes,0.96066,2230,2342,0.95279,0.96854
2022,4th Quintile,Urban regions,No,0.03934,112,2342,0.03146,0.04721
2022,4th Quintile,Rural regions,Yes,0.95170,1027,1072,0.93885,0.96454
2022,4th Quintile,Rural regions,No,0.04830,45,1072,0.03546,0.06115
2022,5th Quintile,Urban regions,Yes,0.96639,2703,2797,0.95971,0.97307
2022,5th Quintile,Urban regions,No,0.03361,94,2797,0.02693,0.04029
2022,5th Quintile,Rural regions,Yes,0.96433,1002,1002,0.95284,0.97582
