year,age_gr,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,West,Yes,0.39234,1032,2826,0.37434,0.41035
1989,17-29 y.,West,No,0.60665,1794,2826,0.58863,0.62466
1989,30-45 y.,West,Yes,0.04659,104,2842,0.03884,0.05434
1989,30-45 y.,West,No,0.95341,2738,2842,0.94566,0.96116
1989,46-65 y.,West,No,0.99309,2965,2965,0.99011,0.99607
1989,66 and older,West,No,0.99754,1008,1008,0.99448,1.00060
1990,17-29 y.,West,Yes,0.38388,959,2714,0.36558,0.40218
1990,17-29 y.,West,No,0.61541,1755,2714,0.59710,0.63371
1990,17-29 y.,East,Yes,0.26645,330,1140,0.24077,0.29212
1990,17-29 y.,East,No,0.72938,810,1140,0.70358,0.75519
1990,30-45 y.,West,Yes,0.04434,101,2792,0.03671,0.05198
1990,30-45 y.,West,No,0.95566,2691,2792,0.94802,0.96329
1990,30-45 y.,East,Yes,0.07018,104,1514,0.05731,0.08305
1990,30-45 y.,East,No,0.92982,1410,1514,0.91695,0.94269
1990,46-65 y.,West,No,0.98656,2886,2886,0.98236,0.99076
1990,46-65 y.,East,Yes,0.02870,38,1347,0.01978,0.03763
1990,46-65 y.,East,No,0.97082,1309,1347,0.96183,0.97981
1990,66 and older,West,No,0.99935,1039,1039,0.99780,1.00090
1991,17-29 y.,West,Yes,0.38558,983,2712,0.36725,0.40390
1991,17-29 y.,West,No,0.61408,1729,2712,0.59576,0.63241
1991,17-29 y.,East,Yes,0.27487,296,983,0.24695,0.30280
1991,17-29 y.,East,No,0.72399,687,983,0.69603,0.75195
1991,30-45 y.,West,Yes,0.05957,130,2826,0.05084,0.06830
1991,30-45 y.,West,No,0.94043,2696,2826,0.93170,0.94916
1991,30-45 y.,East,Yes,0.09571,146,1488,0.08076,0.11066
1991,30-45 y.,East,No,0.90310,1342,1488,0.88807,0.91814
1991,46-65 y.,West,No,0.99178,2837,2837,0.98845,0.99510
1991,46-65 y.,East,Yes,0.03471,49,1276,0.02466,0.04476
1991,46-65 y.,East,No,0.96529,1227,1276,0.95524,0.97534
1991,66 and older,West,No,0.99916,1052,1052,0.99741,1.00091
1991,66 and older,East,No,0.99767,390,390,0.99288,1.00246
1992,17-29 y.,West,Yes,0.38852,940,2659,0.36999,0.40705
1992,17-29 y.,West,No,0.61091,1719,2659,0.59238,0.62945
1992,17-29 y.,East,Yes,0.33068,353,914,0.30016,0.36120
1992,17-29 y.,East,No,0.66932,561,914,0.63880,0.69984
1992,30-45 y.,West,Yes,0.05386,131,2825,0.04553,0.06218
1992,30-45 y.,West,No,0.94614,2694,2825,0.93782,0.95447
1992,30-45 y.,East,Yes,0.10954,154,1436,0.09338,0.12570
1992,30-45 y.,East,No,0.89046,1282,1436,0.87430,0.90662
1992,46-65 y.,West,No,0.98862,2769,2769,0.98467,0.99257
1992,46-65 y.,East,Yes,0.03601,48,1235,0.02561,0.04640
1992,46-65 y.,East,No,0.96399,1187,1235,0.95360,0.97439
1992,66 and older,East,No,0.99774,390,390,0.99302,1.00246
1993,17-29 y.,West,Yes,0.39233,908,2614,0.37360,0.41105
1993,17-29 y.,West,No,0.60727,1706,2614,0.58854,0.62599
1993,17-29 y.,East,Yes,0.38157,366,868,0.34924,0.41391
1993,17-29 y.,East,No,0.61843,502,868,0.58609,0.65076
1993,30-45 y.,West,Yes,0.04495,118,2815,0.03730,0.05261
1993,30-45 y.,West,No,0.95505,2697,2815,0.94739,0.96270
1993,30-45 y.,East,Yes,0.10773,143,1383,0.09139,0.12408
1993,30-45 y.,East,No,0.89227,1240,1383,0.87592,0.90861
1993,46-65 y.,West,No,0.99239,2744,2744,0.98914,0.99564
1993,46-65 y.,East,Yes,0.02527,34,1190,0.01635,0.03419
1993,46-65 y.,East,No,0.97473,1156,1190,0.96581,0.98365
1994,17-29 y.,West,Yes,0.36938,825,2500,0.35045,0.38830
1994,17-29 y.,West,No,0.63062,1675,2500,0.61170,0.64955
1994,17-29 y.,East,Yes,0.35311,350,844,0.32084,0.38537
1994,17-29 y.,East,No,0.64648,494,844,0.61421,0.67876
1994,30-45 y.,West,Yes,0.04978,121,2805,0.04173,0.05783
1994,30-45 y.,West,No,0.95022,2684,2805,0.94217,0.95827
1994,30-45 y.,East,Yes,0.09635,113,1343,0.08057,0.11214
1994,30-45 y.,East,No,0.90365,1230,1343,0.88786,0.91943
1994,46-65 y.,West,No,0.98861,2679,2679,0.98460,0.99263
1994,46-65 y.,East,Yes,0.02860,35,1190,0.01912,0.03807
1994,46-65 y.,East,No,0.97140,1155,1190,0.96193,0.98088
1994,66 and older,West,No,0.99727,1092,1092,0.99417,1.00036
1995,17-29 y.,West,Yes,0.41448,929,2522,0.39525,0.43371
1995,17-29 y.,West,No,0.58461,1593,2522,0.56538,0.60385
1995,17-29 y.,East,Yes,0.37712,368,833,0.34418,0.41005
1995,17-29 y.,East,No,0.62288,465,833,0.58995,0.65582
1995,30-45 y.,West,Yes,0.04988,143,3159,0.04229,0.05748
1995,30-45 y.,West,No,0.95012,3016,3159,0.94252,0.95771
1995,30-45 y.,East,Yes,0.08009,98,1280,0.06522,0.09497
1995,30-45 y.,East,No,0.91909,1182,1280,0.90415,0.93404
1995,46-65 y.,West,No,0.98852,2767,2767,0.98455,0.99249
1995,46-65 y.,East,Yes,0.02955,37,1174,0.01986,0.03924
1995,46-65 y.,East,No,0.97045,1137,1174,0.96076,0.98014
1995,66 and older,West,No,0.99879,1116,1116,0.99674,1.00083
1995,66 and older,East,No,0.99722,404,404,0.99209,1.00236
1996,17-29 y.,West,Yes,0.40079,823,2328,0.38088,0.42071
1996,17-29 y.,West,No,0.59891,1505,2328,0.57900,0.61883
1996,17-29 y.,East,Yes,0.38199,372,834,0.34899,0.41498
1996,17-29 y.,East,No,0.61801,462,834,0.58502,0.65101
1996,30-45 y.,West,Yes,0.05084,151,3175,0.04320,0.05848
1996,30-45 y.,West,No,0.94916,3024,3175,0.94152,0.95680
1996,30-45 y.,East,Yes,0.08261,95,1260,0.06741,0.09782
1996,30-45 y.,East,No,0.91739,1165,1260,0.90218,0.93259
1996,46-65 y.,West,No,0.99015,2702,2702,0.98643,0.99388
1996,46-65 y.,East,Yes,0.02967,34,1172,0.01995,0.03939
1996,46-65 y.,East,No,0.97033,1138,1172,0.96061,0.98005
1996,66 and older,West,No,0.99209,1125,1125,0.98691,0.99727
1996,66 and older,East,No,0.99715,417,417,0.99202,1.00227
1997,17-29 y.,West,Yes,0.41935,824,2195,0.39870,0.44000
1997,17-29 y.,West,No,0.57975,1371,2195,0.55909,0.60040
1997,17-29 y.,East,Yes,0.39597,378,833,0.36274,0.42920
1997,17-29 y.,East,No,0.60233,455,833,0.56907,0.63559
1997,30-45 y.,West,Yes,0.05948,166,3176,0.05126,0.06771
1997,30-45 y.,West,No,0.94052,3010,3176,0.93229,0.94874
1997,30-45 y.,East,Yes,0.08233,95,1189,0.06670,0.09796
1997,30-45 y.,East,No,0.91767,1094,1189,0.90204,0.93330
1997,46-65 y.,West,No,0.98965,2654,2654,0.98580,0.99350
1997,46-65 y.,East,No,0.98473,1154,1154,0.97765,0.99181
1997,66 and older,West,No,0.99829,1145,1145,0.99590,1.00068
1998,17-29 y.,West,Yes,0.43832,914,2293,0.41800,0.45863
1998,17-29 y.,West,No,0.56069,1379,2293,0.54037,0.58100
1998,17-29 y.,East,Yes,0.38852,386,870,0.35612,0.42093
1998,17-29 y.,East,No,0.61148,484,870,0.57907,0.64388
1998,30-45 y.,West,Yes,0.05447,170,3579,0.04704,0.06191
1998,30-45 y.,West,No,0.94553,3409,3579,0.93809,0.95296
1998,30-45 y.,East,Yes,0.05229,64,1248,0.03993,0.06464
1998,30-45 y.,East,No,0.94771,1184,1248,0.93536,0.96007
1998,46-65 y.,West,No,0.99198,3100,3100,0.98884,0.99512
1998,46-65 y.,East,No,0.99132,1256,1256,0.98619,0.99645
1998,66 and older,West,No,0.99924,1379,1379,0.99779,1.00070
1999,17-29 y.,West,Yes,0.44648,879,2139,0.42541,0.46755
1999,17-29 y.,West,No,0.55352,1260,2139,0.53245,0.57459
1999,17-29 y.,East,Yes,0.42059,379,834,0.38707,0.45412
1999,17-29 y.,East,No,0.57941,455,834,0.54588,0.61293
1999,30-45 y.,West,Yes,0.05450,176,3488,0.04697,0.06204
1999,30-45 y.,West,No,0.94550,3312,3488,0.93796,0.95303
1999,30-45 y.,East,Yes,0.06643,77,1225,0.05248,0.08038
1999,30-45 y.,East,No,0.93357,1148,1225,0.91962,0.94752
1999,46-65 y.,West,No,0.99104,2928,2928,0.98763,0.99445
1999,46-65 y.,East,No,0.98233,1215,1215,0.97492,0.98974
1999,66 and older,West,No,0.99576,1311,1311,0.99224,0.99928
1999,66 and older,East,No,0.99855,483,483,0.99516,1.00195
2000,17-29 y.,West,Yes,0.42866,1498,3379,0.41197,0.44535
2000,17-29 y.,West,No,0.57076,1881,3379,0.55407,0.58745
2000,17-29 y.,East,Yes,0.45657,594,1199,0.42836,0.48477
2000,17-29 y.,East,No,0.53722,605,1199,0.50899,0.56546
2000,30-45 y.,West,Yes,0.04601,284,6343,0.04085,0.05116
2000,30-45 y.,West,No,0.95399,6059,6343,0.94884,0.95915
2000,30-45 y.,East,Yes,0.05843,102,1822,0.04765,0.06920
2000,30-45 y.,East,No,0.94157,1720,1822,0.93080,0.95235
2000,46-65 y.,West,Yes,0.01033,60,5816,0.00773,0.01293
2000,46-65 y.,West,No,0.98967,5756,5816,0.98707,0.99227
2000,46-65 y.,East,Yes,0.02037,41,1951,0.01410,0.02664
2000,46-65 y.,East,No,0.97963,1910,1951,0.97336,0.98590
2000,66 and older,West,No,0.99638,2713,2713,0.99413,0.99864
2001,17-29 y.,West,Yes,0.46140,1427,2994,0.44354,0.47926
2001,17-29 y.,West,No,0.53860,1567,2994,0.52074,0.55646
2001,17-29 y.,East,Yes,0.49162,567,1105,0.46213,0.52111
2001,17-29 y.,East,No,0.50838,538,1105,0.47889,0.53787
2001,30-45 y.,West,Yes,0.04705,242,5681,0.04155,0.05256
2001,30-45 y.,West,No,0.95295,5439,5681,0.94744,0.95845
2001,30-45 y.,East,Yes,0.06366,98,1647,0.05187,0.07546
2001,30-45 y.,East,No,0.93634,1549,1647,0.92454,0.94813
2001,46-65 y.,West,Yes,0.01456,62,5252,0.01132,0.01780
2001,46-65 y.,West,No,0.98544,5190,5252,0.98220,0.98868
2001,46-65 y.,East,Yes,0.01826,39,1843,0.01214,0.02437
2001,46-65 y.,East,No,0.98174,1804,1843,0.97563,0.98786
2001,66 and older,West,No,0.99705,2552,2552,0.99495,0.99916
2001,66 and older,East,No,0.99785,838,838,0.99470,1.00099
2002,17-29 y.,West,Yes,0.48327,1584,3065,0.46558,0.50096
2002,17-29 y.,West,No,0.51657,1481,3065,0.49887,0.53426
2002,17-29 y.,East,Yes,0.53843,598,1076,0.50863,0.56823
2002,17-29 y.,East,No,0.46157,478,1076,0.43177,0.49137
2002,30-45 y.,West,Yes,0.04715,252,5856,0.04172,0.05258
2002,30-45 y.,West,No,0.95285,5604,5856,0.94742,0.95828
2002,30-45 y.,East,Yes,0.07398,96,1584,0.06108,0.08687
2002,30-45 y.,East,No,0.92602,1488,1584,0.91313,0.93892
2002,46-65 y.,West,Yes,0.00874,63,5973,0.00638,0.01110
2002,46-65 y.,West,No,0.99126,5910,5973,0.98890,0.99362
2002,46-65 y.,East,Yes,0.01464,32,1881,0.00921,0.02007
2002,46-65 y.,East,No,0.98536,1849,1881,0.97993,0.99079
2002,66 and older,West,No,0.99879,2701,2701,0.99748,1.00010
2002,66 and older,East,No,0.99921,887,887,0.99735,1.00106
2003,17-29 y.,West,Yes,0.47362,1536,2937,0.45556,0.49168
2003,17-29 y.,West,No,0.52638,1401,2937,0.50832,0.54444
2003,17-29 y.,East,Yes,0.50986,571,1070,0.47989,0.53983
2003,17-29 y.,East,No,0.49014,499,1070,0.46017,0.52011
2003,30-45 y.,West,Yes,0.04529,223,5449,0.03977,0.05081
2003,30-45 y.,West,No,0.95471,5226,5449,0.94919,0.96023
2003,30-45 y.,East,Yes,0.07321,97,1488,0.05997,0.08644
2003,30-45 y.,East,No,0.92679,1391,1488,0.91356,0.94003
2003,46-65 y.,West,Yes,0.01015,56,5694,0.00754,0.01275
2003,46-65 y.,West,No,0.98982,5638,5694,0.98722,0.99243
2003,46-65 y.,East,No,0.98980,1855,1855,0.98523,0.99438
2003,66 and older,West,No,0.99752,2735,2735,0.99566,0.99939
2004,17-29 y.,West,Yes,0.49613,1562,2884,0.47788,0.51438
2004,17-29 y.,West,No,0.50203,1322,2884,0.48378,0.52029
2004,17-29 y.,East,Yes,0.50724,587,1074,0.47732,0.53715
2004,17-29 y.,East,No,0.49276,487,1074,0.46285,0.52268
2004,30-45 y.,West,Yes,0.04280,217,5155,0.03727,0.04833
2004,30-45 y.,West,No,0.95720,4938,5155,0.95167,0.96273
2004,30-45 y.,East,Yes,0.05865,68,1374,0.04622,0.07108
2004,30-45 y.,East,No,0.94135,1306,1374,0.92892,0.95378
2004,46-65 y.,West,Yes,0.00763,49,5541,0.00533,0.00992
2004,46-65 y.,West,No,0.99237,5492,5541,0.99008,0.99467
2004,46-65 y.,East,No,0.99202,1808,1808,0.98792,0.99613
2004,66 and older,West,No,0.99661,2798,2798,0.99445,0.99876
2004,66 and older,East,No,0.99939,950,950,0.99782,1.00096
2005,17-29 y.,West,Yes,0.49635,1534,2812,0.47787,0.51483
2005,17-29 y.,West,No,0.50318,1278,2812,0.48469,0.52166
2005,17-29 y.,East,Yes,0.50795,550,1016,0.47719,0.53870
2005,17-29 y.,East,No,0.49205,466,1016,0.46130,0.52281
2005,30-45 y.,West,Yes,0.03995,171,4793,0.03441,0.04550
2005,30-45 y.,West,No,0.96005,4622,4793,0.95450,0.96559
2005,30-45 y.,East,Yes,0.05902,60,1295,0.04618,0.07186
2005,30-45 y.,East,No,0.94098,1235,1295,0.92814,0.95382
2005,46-65 y.,West,Yes,0.01030,52,5247,0.00757,0.01303
2005,46-65 y.,West,No,0.98966,5195,5247,0.98692,0.99239
2005,46-65 y.,East,No,0.98516,1744,1744,0.97949,0.99084
2005,66 and older,West,No,0.99795,2801,2801,0.99628,0.99963
2005,66 and older,East,No,0.99916,957,957,0.99733,1.00100
2006,17-29 y.,West,Yes,0.42295,1337,2717,0.40437,0.44153
2006,17-29 y.,West,No,0.52037,1380,2717,0.50158,0.53916
2006,17-29 y.,East,Yes,0.41334,465,963,0.38222,0.44445
2006,17-29 y.,East,No,0.51267,498,963,0.48109,0.54426
2006,30-45 y.,West,Yes,0.03238,146,4962,0.02745,0.03730
2006,30-45 y.,West,No,0.96762,4816,4962,0.96270,0.97255
2006,30-45 y.,East,Yes,0.05430,64,1318,0.04207,0.06654
2006,30-45 y.,East,No,0.94570,1254,1318,0.93346,0.95793
2006,46-65 y.,West,Yes,0.00630,32,5708,0.00425,0.00836
2006,46-65 y.,West,No,0.99370,5676,5708,0.99164,0.99575
2006,46-65 y.,East,No,0.99051,1850,1850,0.98609,0.99493
2006,66 and older,West,No,0.99858,3301,3301,0.99729,0.99986
2007,17-29 y.,West,Yes,0.40464,1234,2497,0.38538,0.42390
2007,17-29 y.,West,No,0.51273,1263,2497,0.49312,0.53233
2007,17-29 y.,East,Yes,0.43593,473,901,0.40353,0.46832
2007,17-29 y.,East,No,0.48719,428,901,0.45453,0.51985
2007,30-45 y.,West,Yes,0.03658,142,4488,0.03109,0.04207
2007,30-45 y.,West,No,0.96342,4346,4488,0.95793,0.96891
2007,30-45 y.,East,Yes,0.05709,57,1221,0.04407,0.07011
2007,30-45 y.,East,No,0.94291,1164,1221,0.92989,0.95593
2007,46-65 y.,West,Yes,0.00834,46,5291,0.00589,0.01079
2007,46-65 y.,West,No,0.99166,5245,5291,0.98921,0.99411
2007,46-65 y.,East,No,0.98629,1745,1745,0.98083,0.99174
2007,66 and older,West,No,0.99855,3220,3220,0.99724,0.99987
2008,17-29 y.,West,Yes,0.41749,1191,2334,0.39748,0.43750
2008,17-29 y.,West,No,0.50342,1143,2334,0.48313,0.52371
2008,17-29 y.,East,Yes,0.45210,433,823,0.41807,0.48612
2008,17-29 y.,East,No,0.50579,390,823,0.47161,0.53997
2008,30-45 y.,West,Yes,0.03969,140,4021,0.03366,0.04573
2008,30-45 y.,West,No,0.96031,3881,4021,0.95427,0.96634
2008,30-45 y.,East,Yes,0.04351,51,1148,0.03170,0.05532
2008,30-45 y.,East,No,0.95649,1097,1148,0.94468,0.96830
2008,46-65 y.,West,Yes,0.00744,34,5012,0.00506,0.00982
2008,46-65 y.,West,No,0.99256,4978,5012,0.99018,0.99494
2008,46-65 y.,East,No,0.99066,1667,1667,0.98604,0.99528
2008,66 and older,West,No,0.99818,3175,3175,0.99669,0.99966
2009,17-29 y.,West,Yes,0.44410,1120,2131,0.42300,0.46521
2009,17-29 y.,West,No,0.48286,1011,2131,0.46164,0.50409
2009,17-29 y.,East,Yes,0.44533,360,724,0.40910,0.48156
2009,17-29 y.,East,No,0.52109,364,724,0.48467,0.55750
2009,30-45 y.,West,Yes,0.04271,133,3610,0.03611,0.04931
2009,30-45 y.,West,No,0.95729,3477,3610,0.95069,0.96389
2009,30-45 y.,East,Yes,0.04753,48,1065,0.03475,0.06032
2009,30-45 y.,East,No,0.95247,1017,1065,0.93968,0.96525
2009,46-65 y.,West,Yes,0.00931,36,4689,0.00656,0.01205
2009,46-65 y.,West,No,0.99069,4653,4689,0.98795,0.99344
2009,46-65 y.,East,No,0.99221,1622,1622,0.98793,0.99649
2009,66 and older,West,No,0.99832,3042,3042,0.99686,0.99977
2010,17-29 y.,West,Yes,0.49220,1355,2989,0.47427,0.51012
2010,17-29 y.,West,No,0.44485,1634,2989,0.42703,0.46266
2010,17-29 y.,East,Yes,0.47268,397,931,0.44059,0.50476
2010,17-29 y.,East,No,0.49820,534,931,0.46606,0.53033
2010,30-45 y.,West,Yes,0.04852,295,7275,0.04359,0.05346
2010,30-45 y.,West,No,0.95148,6980,7275,0.94654,0.95641
2010,30-45 y.,East,Yes,0.06029,101,1795,0.04927,0.07130
2010,30-45 y.,East,No,0.93971,1694,1795,0.92870,0.95073
2010,46-65 y.,West,Yes,0.00908,54,5266,0.00651,0.01164
2010,46-65 y.,West,No,0.99092,5212,5266,0.98836,0.99349
2010,46-65 y.,East,No,0.98981,1667,1667,0.98498,0.99463
2010,66 and older,West,No,0.99899,2962,2962,0.99784,1.00013
2010,66 and older,East,No,0.99952,1058,1058,0.99821,1.00084
2011,17-29 y.,West,Yes,0.44757,1608,3240,0.43044,0.46469
2011,17-29 y.,West,No,0.47502,1632,3240,0.45782,0.49222
2011,17-29 y.,East,Yes,0.40556,388,934,0.37406,0.43707
2011,17-29 y.,East,No,0.55028,546,934,0.51835,0.58220
2011,30-45 y.,West,Yes,0.05494,347,7924,0.04992,0.05995
2011,30-45 y.,West,No,0.94506,7577,7924,0.94005,0.95008
2011,30-45 y.,East,Yes,0.06314,131,2007,0.05249,0.07378
2011,30-45 y.,East,No,0.93686,1876,2007,0.92622,0.94751
2011,46-65 y.,West,Yes,0.00734,68,7026,0.00535,0.00934
2011,46-65 y.,West,No,0.99262,6958,7026,0.99062,0.99463
2011,46-65 y.,East,No,0.98641,2068,2068,0.98141,0.99140
2011,66 and older,West,No,0.99879,3865,3865,0.99770,0.99989
2012,17-29 y.,West,Yes,0.45446,1640,3148,0.43707,0.47186
2012,17-29 y.,West,No,0.47018,1508,3148,0.45274,0.48761
2012,17-29 y.,East,Yes,0.38019,359,833,0.34720,0.41317
2012,17-29 y.,East,No,0.58260,474,833,0.54909,0.61611
2012,30-45 y.,West,Yes,0.05045,298,7202,0.04539,0.05551
2012,30-45 y.,West,No,0.94955,6904,7202,0.94449,0.95461
2012,30-45 y.,East,Yes,0.06474,127,1872,0.05359,0.07589
2012,30-45 y.,East,No,0.93526,1745,1872,0.92411,0.94641
2012,46-65 y.,West,Yes,0.00977,85,7189,0.00750,0.01205
2012,46-65 y.,West,No,0.99020,7104,7189,0.98793,0.99248
2012,46-65 y.,East,No,0.99227,2164,2164,0.98858,0.99596
2012,66 and older,West,No,0.99879,3919,3919,0.99770,0.99988
2013,17-29 y.,West,Yes,0.46745,2114,4228,0.45240,0.48249
2013,17-29 y.,West,No,0.46270,2114,4228,0.44767,0.47773
2013,17-29 y.,East,Yes,0.38443,356,796,0.35061,0.41824
2013,17-29 y.,East,No,0.56085,440,796,0.52635,0.59535
2013,30-45 y.,West,Yes,0.06081,432,8479,0.05572,0.06590
2013,30-45 y.,West,No,0.93919,8047,8479,0.93410,0.94428
2013,30-45 y.,East,Yes,0.06929,126,1883,0.05781,0.08076
2013,30-45 y.,East,No,0.93056,1757,1883,0.91908,0.94205
2013,46-65 y.,West,Yes,0.01085,103,7994,0.00858,0.01312
2013,46-65 y.,West,No,0.98915,7891,7994,0.98688,0.99142
2013,46-65 y.,East,No,0.99063,2169,2169,0.98658,0.99469
2013,66 and older,West,No,0.99948,3812,3812,0.99875,1.00020
2013,66 and older,East,No,0.99801,1231,1231,0.99552,1.00050
2014,17-29 y.,West,Yes,0.47252,1889,3586,0.45618,0.48886
2014,17-29 y.,West,No,0.45565,1697,3586,0.43935,0.47196
2014,17-29 y.,East,Yes,0.44102,351,710,0.40447,0.47757
2014,17-29 y.,East,No,0.50962,359,710,0.47282,0.54641
2014,30-45 y.,West,Yes,0.06413,340,6894,0.05835,0.06991
2014,30-45 y.,West,No,0.93587,6554,6894,0.93009,0.94165
2014,30-45 y.,East,Yes,0.06401,116,1626,0.05211,0.07591
2014,30-45 y.,East,No,0.93599,1510,1626,0.92409,0.94789
2014,46-65 y.,West,Yes,0.01094,109,7286,0.00855,0.01333
2014,46-65 y.,West,No,0.98906,7177,7286,0.98667,0.99145
2014,46-65 y.,East,No,0.99555,2009,2009,0.99264,0.99846
2014,66 and older,West,No,0.99786,3724,3724,0.99638,0.99935
2015,17-29 y.,West,Yes,0.46560,1886,3755,0.44964,0.48155
2015,17-29 y.,West,No,0.46703,1869,3755,0.45107,0.48299
2015,17-29 y.,East,Yes,0.41096,336,707,0.37467,0.44726
2015,17-29 y.,East,No,0.52657,371,707,0.48974,0.56340
2015,30-45 y.,West,Yes,0.06375,318,6751,0.05792,0.06957
2015,30-45 y.,West,No,0.93619,6433,6751,0.93036,0.94202
2015,30-45 y.,East,Yes,0.06093,105,1535,0.04896,0.07290
2015,30-45 y.,East,No,0.93907,1430,1535,0.92710,0.95104
2015,46-65 y.,West,Yes,0.00851,71,7192,0.00639,0.01063
2015,46-65 y.,West,No,0.99149,7121,7192,0.98937,0.99361
2015,46-65 y.,East,No,0.99096,1928,1928,0.98673,0.99518
2015,66 and older,West,No,0.99713,3677,3677,0.99540,0.99886
2016,17-29 y.,West,Yes,0.46455,1766,4067,0.44922,0.47988
2016,17-29 y.,West,No,0.46408,2301,4067,0.44875,0.47941
2016,17-29 y.,East,Yes,0.39628,291,797,0.36230,0.43026
2016,17-29 y.,East,No,0.53483,506,797,0.50018,0.56948
2016,30-45 y.,West,Yes,0.06369,323,6995,0.05796,0.06941
2016,30-45 y.,West,No,0.93626,6672,6995,0.93054,0.94199
2016,30-45 y.,East,Yes,0.06389,93,1627,0.05200,0.07577
2016,30-45 y.,East,No,0.93590,1534,1627,0.92399,0.94780
2016,46-65 y.,West,Yes,0.00848,89,7087,0.00634,0.01061
2016,46-65 y.,West,No,0.99151,6998,7087,0.98937,0.99365
2016,46-65 y.,East,No,0.99566,1928,1928,0.99272,0.99859
2016,66 and older,West,No,0.99861,3565,3565,0.99738,0.99983
2016,66 and older,East,No,0.99904,1169,1169,0.99727,1.00082
2017,17-29 y.,West,Yes,0.47444,2110,4861,0.46041,0.48848
2017,17-29 y.,West,No,0.45311,2751,4861,0.43911,0.46710
2017,17-29 y.,East,Yes,0.42676,382,953,0.39534,0.45817
2017,17-29 y.,East,No,0.52664,571,953,0.49493,0.55836
2017,30-45 y.,West,Yes,0.06397,384,7382,0.05839,0.06955
2017,30-45 y.,West,No,0.93602,6998,7382,0.93043,0.94160
2017,30-45 y.,East,Yes,0.06220,95,1747,0.05087,0.07353
2017,30-45 y.,East,No,0.93780,1652,1747,0.92647,0.94913
2017,46-65 y.,West,Yes,0.00920,115,8326,0.00715,0.01125
2017,46-65 y.,West,No,0.99079,8211,8326,0.98874,0.99284
2017,46-65 y.,East,No,0.98976,2229,2229,0.98558,0.99394
2017,66 and older,West,No,0.99945,3773,3773,0.99870,1.00020
2017,66 and older,East,No,0.99919,1218,1218,0.99759,1.00079
2018,17-29 y.,West,Yes,0.45450,2035,4583,0.44008,0.46891
2018,17-29 y.,West,No,0.49124,2548,4583,0.47676,0.50571
2018,17-29 y.,East,Yes,0.37376,371,904,0.34220,0.40531
2018,17-29 y.,East,No,0.52249,533,904,0.48992,0.55507
2018,30-45 y.,West,Yes,0.06117,383,6769,0.05546,0.06688
2018,30-45 y.,West,No,0.93857,6386,6769,0.93285,0.94429
2018,30-45 y.,East,Yes,0.06815,97,1673,0.05607,0.08023
2018,30-45 y.,East,No,0.93185,1576,1673,0.91977,0.94393
2018,46-65 y.,West,Yes,0.00670,89,8065,0.00492,0.00849
2018,46-65 y.,West,No,0.99330,7976,8065,0.99151,0.99508
2018,46-65 y.,East,No,0.99698,2171,2171,0.99467,0.99929
2018,66 and older,West,No,0.99670,3770,3770,0.99487,0.99853
2019,17-29 y.,West,Yes,0.43287,1875,4056,0.41762,0.44812
2019,17-29 y.,West,No,0.49416,2181,4056,0.47878,0.50955
2019,17-29 y.,East,Yes,0.40809,326,777,0.37351,0.44267
