year,bula_h,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Hesse,No migration background,Yes,0.13599,105,661,0.10984,0.16214
1986,Hesse,No migration background,No,0.86401,556,661,0.83786,0.89016
1986,Hesse,Direct migration background,No,0.94103,352,352,0.91639,0.96567
1986,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.08825,63,634,0.06616,0.11035
1986,"Rhineland-Palatinate, Saarland",No migration background,No,0.91175,571,634,0.88965,0.93384
1986,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.87608,112,112,0.81479,0.93738
1986,Baden-Wuerttemberg,No migration background,Yes,0.11034,150,1179,0.09245,0.12823
1986,Baden-Wuerttemberg,No migration background,No,0.88966,1029,1179,0.87177,0.90755
1986,Baden-Wuerttemberg,Direct migration background,Yes,0.08126,59,765,0.06189,0.10064
1986,Baden-Wuerttemberg,Direct migration background,No,0.91874,706,765,0.89936,0.93811
1986,Bavaria,No migration background,Yes,0.11177,176,1369,0.09508,0.12847
1986,Bavaria,No migration background,No,0.88823,1193,1369,0.87153,0.90492
1986,Bavaria,Direct migration background,No,0.91604,344,344,0.88669,0.94539
1986,Berlin,No migration background,No,0.90124,215,215,0.86127,0.94121
1986,Berlin,Direct migration background,No,0.94801,100,100,0.90428,0.99174
1987,Schleswig-Holstein,No migration background,No,0.91934,254,254,0.88579,0.95290
1987,Schleswig-Holstein,Direct migration background,No,0.93046,38,38,0.84849,1.01242
1987,Hamburg,No migration background,No,0.90677,142,142,0.85877,0.95476
1987,Hamburg,Direct migration background,No,0.87165,57,57,0.78405,0.95926
1987,Lower Saxony,No migration background,Yes,0.11720,128,926,0.09648,0.13793
1987,Lower Saxony,No migration background,No,0.88280,798,926,0.86207,0.90352
1987,Lower Saxony,Direct migration background,No,0.92039,149,149,0.87677,0.96400
1987,Bremen,No migration background,No,0.92749,74,74,0.86800,0.98698
1987,North Rhine-Westphalia,No migration background,Yes,0.13329,316,2013,0.11844,0.14814
1987,North Rhine-Westphalia,No migration background,No,0.86671,1697,2013,0.85186,0.88156
1987,North Rhine-Westphalia,Direct migration background,Yes,0.08095,77,763,0.06158,0.10031
1987,North Rhine-Westphalia,Direct migration background,No,0.91905,686,763,0.89969,0.93842
1987,Hesse,No migration background,Yes,0.12154,97,647,0.09634,0.14674
1987,Hesse,No migration background,No,0.87846,550,647,0.85326,0.90366
1987,Hesse,Direct migration background,No,0.93075,368,368,0.90477,0.95672
1987,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10123,70,628,0.07762,0.12484
1987,"Rhineland-Palatinate, Saarland",No migration background,No,0.89877,558,628,0.87516,0.92238
1987,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.90771,116,116,0.85481,0.96061
1987,Baden-Wuerttemberg,No migration background,Yes,0.10481,144,1158,0.08716,0.12247
1987,Baden-Wuerttemberg,No migration background,No,0.89519,1014,1158,0.87753,0.91284
1987,Baden-Wuerttemberg,Direct migration background,Yes,0.06629,54,758,0.04857,0.08402
1987,Baden-Wuerttemberg,Direct migration background,No,0.93371,704,758,0.91598,0.95143
1987,Bavaria,No migration background,Yes,0.09776,164,1329,0.08179,0.11373
1987,Bavaria,No migration background,No,0.90224,1165,1329,0.88627,0.91821
1987,Bavaria,Direct migration background,Yes,0.09467,37,359,0.06434,0.12500
1987,Bavaria,Direct migration background,No,0.90533,322,359,0.87500,0.93566
1987,Berlin,No migration background,No,0.89762,214,214,0.85690,0.93833
1987,Berlin,Direct migration background,No,0.91334,102,102,0.85847,0.96821
1988,Schleswig-Holstein,No migration background,No,0.91635,249,249,0.88189,0.95081
1988,Schleswig-Holstein,Direct migration background,No,0.93811,40,40,0.86248,1.01373
1988,Hamburg,No migration background,No,0.92575,133,133,0.88103,0.97048
1988,Hamburg,Direct migration background,No,0.90351,47,47,0.81818,0.98884
1988,Lower Saxony,No migration background,Yes,0.11582,117,866,0.09449,0.13714
1988,Lower Saxony,No migration background,No,0.88418,749,866,0.86286,0.90551
1988,Lower Saxony,Direct migration background,No,0.89533,148,148,0.84584,0.94482
1988,Bremen,No migration background,No,0.90319,72,72,0.83441,0.97197
1988,North Rhine-Westphalia,No migration background,Yes,0.13289,293,1935,0.11776,0.14802
1988,North Rhine-Westphalia,No migration background,No,0.86711,1642,1935,0.85198,0.88224
1988,North Rhine-Westphalia,Direct migration background,Yes,0.07837,59,694,0.05836,0.09837
1988,North Rhine-Westphalia,Direct migration background,No,0.92163,635,694,0.90163,0.94164
1988,North Rhine-Westphalia,Indirect migration background,Yes,0.33435,31,63,0.21692,0.45178
1988,North Rhine-Westphalia,Indirect migration background,No,0.66565,32,63,0.54822,0.78308
1988,Hesse,No migration background,Yes,0.08975,69,602,0.06690,0.11260
1988,Hesse,No migration background,No,0.91025,533,602,0.88740,0.93310
1988,Hesse,Direct migration background,No,0.93272,356,356,0.90666,0.95878
1988,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10079,67,600,0.07668,0.12489
1988,"Rhineland-Palatinate, Saarland",No migration background,No,0.89921,533,600,0.87511,0.92332
1988,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.91254,117,117,0.86112,0.96395
1988,Baden-Wuerttemberg,No migration background,Yes,0.11001,141,1104,0.09155,0.12848
1988,Baden-Wuerttemberg,No migration background,No,0.88999,963,1104,0.87152,0.90845
1988,Baden-Wuerttemberg,Direct migration background,Yes,0.04470,41,723,0.02963,0.05977
1988,Baden-Wuerttemberg,Direct migration background,No,0.95530,682,723,0.94023,0.97037
1988,Bavaria,No migration background,Yes,0.10601,164,1246,0.08891,0.12311
1988,Bavaria,No migration background,No,0.89399,1082,1246,0.87689,0.91109
1988,Bavaria,Direct migration background,Yes,0.06484,33,360,0.03937,0.09031
1988,Bavaria,Direct migration background,No,0.93516,327,360,0.90969,0.96063
1988,Berlin,No migration background,No,0.93881,207,207,0.90608,0.97154
1988,Berlin,Direct migration background,No,0.90612,88,88,0.84483,0.96741
1989,Schleswig-Holstein,No migration background,Yes,0.12515,35,259,0.08477,0.16553
1989,Schleswig-Holstein,No migration background,No,0.87485,224,259,0.83447,0.91523
1989,Schleswig-Holstein,Direct migration background,No,0.98839,39,39,0.95433,1.02245
1989,Hamburg,No migration background,No,0.90501,125,125,0.85340,0.95662
1989,Hamburg,Direct migration background,No,0.92152,47,47,0.84381,0.99924
1989,Lower Saxony,No migration background,Yes,0.10374,102,820,0.08286,0.12462
1989,Lower Saxony,No migration background,No,0.89626,718,820,0.87538,0.91714
1989,Lower Saxony,Direct migration background,No,0.95180,148,148,0.91717,0.98642
1989,Bremen,No migration background,No,0.93667,78,78,0.88227,0.99107
1989,North Rhine-Westphalia,No migration background,Yes,0.13588,278,1864,0.12032,0.15144
1989,North Rhine-Westphalia,No migration background,No,0.86412,1586,1864,0.84856,0.87968
1989,North Rhine-Westphalia,Direct migration background,Yes,0.07566,55,675,0.05569,0.09562
1989,North Rhine-Westphalia,Direct migration background,No,0.92434,620,675,0.90438,0.94431
1989,North Rhine-Westphalia,Indirect migration background,Yes,0.45035,38,75,0.33699,0.56371
1989,North Rhine-Westphalia,Indirect migration background,No,0.54965,37,75,0.43629,0.66301
1989,Hesse,No migration background,Yes,0.10646,73,611,0.08198,0.13093
1989,Hesse,No migration background,No,0.89354,538,611,0.86907,0.91802
1989,Hesse,Direct migration background,No,0.94861,344,344,0.92525,0.97198
1989,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.10245,60,565,0.07742,0.12748
1989,"Rhineland-Palatinate, Saarland",No migration background,No,0.89755,505,565,0.87252,0.92258
1989,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.93789,111,111,0.89279,0.98300
1989,Baden-Wuerttemberg,No migration background,Yes,0.10813,123,1051,0.08934,0.12691
1989,Baden-Wuerttemberg,No migration background,No,0.89187,928,1051,0.87309,0.91066
1989,Baden-Wuerttemberg,Direct migration background,Yes,0.06367,39,699,0.04556,0.08179
1989,Baden-Wuerttemberg,Direct migration background,No,0.93633,660,699,0.91821,0.95444
1989,Baden-Wuerttemberg,Indirect migration background,No,0.50600,33,33,0.33277,0.67923
1989,Bavaria,No migration background,Yes,0.10040,141,1200,0.08339,0.11741
1989,Bavaria,No migration background,No,0.89960,1059,1200,0.88259,0.91661
1989,Bavaria,Direct migration background,No,0.93560,339,339,0.90944,0.96177
1989,Berlin,No migration background,No,0.92349,200,200,0.88655,0.96042
1989,Berlin,Direct migration background,No,0.91152,92,92,0.85317,0.96987
1990,Schleswig-Holstein,No migration background,Yes,0.11985,31,246,0.07918,0.16052
1990,Schleswig-Holstein,No migration background,No,0.88015,215,246,0.83948,0.92082
1990,Schleswig-Holstein,Direct migration background,No,0.98465,32,32,0.94137,1.02793
1990,Hamburg,No migration background,No,0.94778,111,111,0.90621,0.98936
1990,Lower Saxony,No migration background,Yes,0.09527,88,804,0.07496,0.11557
1990,Lower Saxony,No migration background,No,0.90473,716,804,0.88443,0.92504
1990,Lower Saxony,Direct migration background,No,0.96710,147,147,0.93816,0.99603
1990,Bremen,No migration background,No,0.92488,76,76,0.86523,0.98454
1990,North Rhine-Westphalia,No migration background,Yes,0.12720,246,1802,0.11182,0.14259
1990,North Rhine-Westphalia,No migration background,No,0.87280,1556,1802,0.85741,0.88818
1990,North Rhine-Westphalia,Direct migration background,Yes,0.07620,64,671,0.05611,0.09629
1990,North Rhine-Westphalia,Direct migration background,No,0.92380,607,671,0.90371,0.94389
1990,North Rhine-Westphalia,Indirect migration background,Yes,0.47360,43,83,0.36553,0.58167
1990,North Rhine-Westphalia,Indirect migration background,No,0.52640,40,83,0.41833,0.63447
1990,Hesse,No migration background,Yes,0.12277,79,606,0.09662,0.14892
1990,Hesse,No migration background,No,0.87723,527,606,0.85108,0.90338
1990,Hesse,Direct migration background,No,0.94969,336,336,0.92629,0.97310
1990,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.09694,52,541,0.07199,0.12190
1990,"Rhineland-Palatinate, Saarland",No migration background,No,0.90306,489,541,0.87810,0.92801
1990,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.96119,113,113,0.92542,0.99696
1990,Baden-Wuerttemberg,No migration background,Yes,0.10361,112,1034,0.08502,0.12219
1990,Baden-Wuerttemberg,No migration background,No,0.89639,922,1034,0.87781,0.91498
1990,Baden-Wuerttemberg,Direct migration background,Yes,0.05858,37,684,0.04097,0.07620
1990,Baden-Wuerttemberg,Direct migration background,No,0.94142,647,684,0.92380,0.95903
1990,Baden-Wuerttemberg,Indirect migration background,Yes,0.40887,33,73,0.29531,0.52243
1990,Baden-Wuerttemberg,Indirect migration background,No,0.59113,40,73,0.47757,0.70469
1990,Bavaria,No migration background,Yes,0.10115,133,1187,0.08399,0.11831
1990,Bavaria,No migration background,No,0.89885,1054,1187,0.88169,0.91601
1990,Bavaria,Direct migration background,No,0.90890,335,335,0.87804,0.93976
1990,Berlin,No migration background,Yes,0.10608,62,496,0.07895,0.13321
1990,Berlin,No migration background,No,0.89392,434,496,0.86679,0.92105
1990,Berlin,Direct migration background,No,0.91793,105,105,0.86518,0.97068
1990,Brandenburg,No migration background,Yes,0.10916,88,709,0.08619,0.13213
1990,Brandenburg,No migration background,No,0.89084,621,709,0.86787,0.91381
1990,Mecklenburg-Western Pomerania,No migration background,Yes,0.09670,56,494,0.07061,0.12279
1990,Mecklenburg-Western Pomerania,No migration background,No,0.90330,438,494,0.87721,0.92939
1990,Saxony,No migration background,Yes,0.09147,138,1297,0.07578,0.10717
1990,Saxony,No migration background,No,0.90853,1159,1297,0.89283,0.92422
1990,Saxony,Direct migration background,No,0.94954,37,37,0.87803,1.02104
1990,Saxony-Anhalt,No migration background,Yes,0.09827,78,778,0.07734,0.11920
1990,Saxony-Anhalt,No migration background,No,0.90173,700,778,0.88080,0.92266
1990,Saxony-Anhalt,Direct migration background,No,0.97857,31,31,0.92674,1.03039
1990,Thuringa,No migration background,Yes,0.07919,63,716,0.05940,0.09899
1990,Thuringa,No migration background,No,0.92081,653,716,0.90101,0.94060
1991,Schleswig-Holstein,No migration background,Yes,0.14208,39,259,0.09948,0.18468
1991,Schleswig-Holstein,No migration background,No,0.85792,220,259,0.81532,0.90052
1991,Schleswig-Holstein,Direct migration background,No,0.98521,34,34,0.94403,1.02639
1991,Hamburg,No migration background,No,0.96825,111,111,0.93549,1.00102
1991,Hamburg,Direct migration background,No,0.99402,37,37,0.96885,1.01920
1991,Lower Saxony,No migration background,Yes,0.11185,100,799,0.08998,0.13371
1991,Lower Saxony,No migration background,No,0.88815,699,799,0.86629,0.91002
1991,Lower Saxony,Direct migration background,No,0.95176,138,138,0.91588,0.98764
1991,Bremen,No migration background,No,0.95391,73,73,0.90548,1.00234
1991,North Rhine-Westphalia,No migration background,Yes,0.12857,248,1795,0.11308,0.14406
1991,North Rhine-Westphalia,No migration background,No,0.87143,1547,1795,0.85594,0.88692
1991,North Rhine-Westphalia,Direct migration background,Yes,0.07857,57,652,0.05790,0.09924
1991,North Rhine-Westphalia,Direct migration background,No,0.92143,595,652,0.90076,0.94210
1991,North Rhine-Westphalia,Indirect migration background,Yes,0.47797,56,99,0.37907,0.57687
1991,North Rhine-Westphalia,Indirect migration background,No,0.52203,43,99,0.42313,0.62093
1991,Hesse,No migration background,Yes,0.11678,71,591,0.09087,0.14270
1991,Hesse,No migration background,No,0.88322,520,591,0.85730,0.90913
1991,Hesse,Direct migration background,No,0.94354,324,324,0.91837,0.96872
1991,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.07759,43,538,0.05496,0.10022
1991,"Rhineland-Palatinate, Saarland",No migration background,No,0.92241,495,538,0.89978,0.94504
1991,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.95583,106,106,0.91653,0.99513
1991,Baden-Wuerttemberg,No migration background,Yes,0.10670,118,1030,0.08783,0.12556
1991,Baden-Wuerttemberg,No migration background,No,0.89330,912,1030,0.87444,0.91217
1991,Baden-Wuerttemberg,Direct migration background,Yes,0.05340,35,683,0.03652,0.07027
1991,Baden-Wuerttemberg,Direct migration background,No,0.94660,648,683,0.92973,0.96348
1991,Baden-Wuerttemberg,Indirect migration background,Yes,0.46775,44,84,0.36040,0.57509
1991,Baden-Wuerttemberg,Indirect migration background,No,0.53225,40,84,0.42491,0.63960
1991,Bavaria,No migration background,Yes,0.09381,132,1195,0.07727,0.11035
1991,Bavaria,No migration background,No,0.90619,1063,1195,0.88965,0.92273
1991,Bavaria,Direct migration background,No,0.90684,335,335,0.87567,0.93801
1991,Bavaria,Indirect migration background,No,0.66758,33,33,0.50435,0.83080
1991,Berlin,No migration background,Yes,0.12976,73,473,0.09945,0.16008
1991,Berlin,No migration background,No,0.87024,400,473,0.83992,0.90055
1991,Berlin,Direct migration background,No,0.88780,99,99,0.82531,0.95029
1991,Brandenburg,No migration background,Yes,0.09747,81,658,0.07479,0.12015
1991,Brandenburg,No migration background,No,0.90253,577,658,0.87985,0.92521
1991,Mecklenburg-Western Pomerania,No migration background,Yes,0.08221,49,460,0.05708,0.10733
1991,Mecklenburg-Western Pomerania,No migration background,No,0.91779,411,460,0.89267,0.94292
1991,Saxony,No migration background,Yes,0.10198,147,1188,0.08476,0.11919
1991,Saxony,No migration background,No,0.89802,1041,1188,0.88081,0.91524
1991,Saxony,Direct migration background,No,0.95892,38,38,0.89497,1.02287
1991,Saxony-Anhalt,No migration background,Yes,0.10249,90,762,0.08094,0.12404
1991,Saxony-Anhalt,No migration background,No,0.89751,672,762,0.87596,0.91906
1991,Thuringa,No migration background,Yes,0.08569,66,669,0.06446,0.10691
1991,Thuringa,No migration background,No,0.91431,603,669,0.89309,0.93554
1992,Schleswig-Holstein,No migration background,No,0.87691,207,207,0.83205,0.92178
1992,Hamburg,No migration background,No,0.95541,99,99,0.91454,0.99627
1992,Hamburg,Direct migration background,No,0.99469,37,37,0.97095,1.01843
1992,Lower Saxony,No migration background,Yes,0.10184,92,801,0.08088,0.12280
1992,Lower Saxony,No migration background,No,0.89816,709,801,0.87720,0.91912
1992,Lower Saxony,Direct migration background,No,0.97194,133,133,0.94377,1.00011
1992,Bremen,No migration background,No,0.94633,75,75,0.89498,0.99768
1992,North Rhine-Westphalia,No migration background,Yes,0.11746,225,1774,0.10248,0.13245
1992,North Rhine-Westphalia,No migration background,No,0.88254,1549,1774,0.86755,0.89752
1992,North Rhine-Westphalia,Direct migration background,Yes,0.08538,54,635,0.06363,0.10713
1992,North Rhine-Westphalia,Direct migration background,No,0.91462,581,635,0.89287,0.93637
1992,North Rhine-Westphalia,Indirect migration background,Yes,0.49439,61,112,0.40138,0.58740
1992,North Rhine-Westphalia,Indirect migration background,No,0.50561,51,112,0.41260,0.59862
1992,Hesse,No migration background,Yes,0.11241,66,588,0.08685,0.13796
1992,Hesse,No migration background,No,0.88759,522,588,0.86204,0.91315
1992,Hesse,Direct migration background,No,0.94231,305,305,0.91610,0.96852
1992,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.08713,53,531,0.06312,0.11114
1992,"Rhineland-Palatinate, Saarland",No migration background,No,0.91287,478,531,0.88886,0.93688
1992,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.95516,104,104,0.91520,0.99513
1992,Baden-Wuerttemberg,No migration background,Yes,0.09961,105,990,0.08095,0.11828
1992,Baden-Wuerttemberg,No migration background,No,0.90039,885,990,0.88172,0.91905
1992,Baden-Wuerttemberg,Direct migration background,Yes,0.07434,35,673,0.05450,0.09417
1992,Baden-Wuerttemberg,Direct migration background,No,0.92566,638,673,0.90583,0.94550
1992,Baden-Wuerttemberg,Indirect migration background,Yes,0.54338,51,97,0.44374,0.64303
1992,Baden-Wuerttemberg,Indirect migration background,No,0.45662,46,97,0.35697,0.55626
1992,Bavaria,No migration background,Yes,0.08807,128,1221,0.07216,0.10397
1992,Bavaria,No migration background,No,0.91193,1093,1221,0.89603,0.92784
1992,Bavaria,Direct migration background,No,0.92713,339,339,0.89942,0.95484
1992,Bavaria,Indirect migration background,No,0.55156,38,38,0.39131,0.71181
1992,Berlin,No migration background,Yes,0.13156,81,473,0.10106,0.16205
1992,Berlin,No migration background,No,0.86844,392,473,0.83795,0.89894
1992,Berlin,Direct migration background,No,0.87298,92,92,0.80456,0.94140
1992,Brandenburg,No migration background,Yes,0.12922,97,640,0.10321,0.15523
1992,Brandenburg,No migration background,No,0.87078,543,640,0.84477,0.89679
1992,Mecklenburg-Western Pomerania,No migration background,Yes,0.10756,57,402,0.07724,0.13789
1992,Mecklenburg-Western Pomerania,No migration background,No,0.89244,345,402,0.86211,0.92276
1992,Saxony,No migration background,Yes,0.10568,148,1119,0.08766,0.12370
1992,Saxony,No migration background,No,0.89432,971,1119,0.87630,0.91234
1992,Saxony,Direct migration background,No,0.94548,39,39,0.87329,1.01767
1992,Saxony-Anhalt,No migration background,Yes,0.11866,100,738,0.09531,0.14201
1992,Saxony-Anhalt,No migration background,No,0.88134,638,738,0.85799,0.90469
1992,Thuringa,No migration background,Yes,0.11041,82,656,0.08641,0.13441
1992,Thuringa,No migration background,No,0.88959,574,656,0.86559,0.91359
1993,Schleswig-Holstein,No migration background,No,0.89274,219,219,0.85167,0.93382
1993,Hamburg,No migration background,No,0.96635,100,100,0.93082,1.00187
1993,Hamburg,Direct migration background,No,0.98726,32,32,0.94779,1.02674
1993,Lower Saxony,No migration background,Yes,0.09082,85,802,0.07092,0.11072
1993,Lower Saxony,No migration background,No,0.90918,717,802,0.88928,0.92908
1993,Lower Saxony,Direct migration background,No,0.94922,132,132,0.91162,0.98682
1993,Bremen,No migration background,No,0.96249,73,73,0.91859,1.00638
1993,North Rhine-Westphalia,No migration background,Yes,0.11437,212,1737,0.09939,0.12934
1993,North Rhine-Westphalia,No migration background,No,0.88563,1525,1737,0.87066,0.90061
1993,North Rhine-Westphalia,Direct migration background,Yes,0.05755,33,625,0.03928,0.07583
1993,North Rhine-Westphalia,Direct migration background,No,0.94245,592,625,0.92417,0.96072
1993,North Rhine-Westphalia,Indirect migration background,Yes,0.52525,77,138,0.44163,0.60887
1993,North Rhine-Westphalia,Indirect migration background,No,0.47475,61,138,0.39113,0.55837
1993,Hesse,No migration background,Yes,0.10355,60,571,0.07854,0.12857
1993,Hesse,No migration background,No,0.89645,511,571,0.87143,0.92146
1993,Hesse,Direct migration background,No,0.93785,294,294,0.91020,0.96549
1993,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.06967,43,525,0.04787,0.09147
1993,"Rhineland-Palatinate, Saarland",No migration background,No,0.93033,482,525,0.90853,0.95213
1993,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.95795,93,93,0.91693,0.99896
1993,Baden-Wuerttemberg,No migration background,Yes,0.10851,115,997,0.08919,0.12782
1993,Baden-Wuerttemberg,No migration background,No,0.89149,882,997,0.87218,0.91081
1993,Baden-Wuerttemberg,Direct migration background,No,0.95861,639,639,0.94315,0.97407
1993,Baden-Wuerttemberg,Indirect migration background,Yes,0.55632,55,116,0.46552,0.64713
1993,Baden-Wuerttemberg,Indirect migration background,No,0.44368,61,116,0.35287,0.53448
1993,Bavaria,No migration background,Yes,0.08180,116,1210,0.06635,0.09724
1993,Bavaria,No migration background,No,0.91820,1094,1210,0.90276,0.93365
1993,Bavaria,Direct migration background,No,0.94121,327,327,0.91567,0.96675
1993,Bavaria,Indirect migration background,No,0.46630,39,39,0.30768,0.62491
1993,Berlin,No migration background,Yes,0.12447,67,464,0.09440,0.15455
1993,Berlin,No migration background,No,0.87553,397,464,0.84545,0.90560
1993,Berlin,Direct migration background,No,0.91968,85,85,0.86155,0.97780
1993,Brandenburg,No migration background,Yes,0.12027,88,609,0.09441,0.14612
1993,Brandenburg,No migration background,No,0.87973,521,609,0.85388,0.90559
1993,Mecklenburg-Western Pomerania,No migration background,Yes,0.10064,51,392,0.07082,0.13046
1993,Mecklenburg-Western Pomerania,No migration background,No,0.89936,341,392,0.86954,0.92918
