year,pgisced97,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Post-secondary Non-tertiary Level,female,No,0.83369,98,98,0.75958,0.90779
1988,First Stage of Tertiary Education,male,No,0.96323,299,299,0.94187,0.98460
1988,First Stage of Tertiary Education,female,No,0.97941,221,221,0.96065,0.99818
1988,Second Stage of Tertiary Education,male,No,0.94260,443,443,0.92091,0.96428
1988,Second Stage of Tertiary Education,female,No,0.90355,205,205,0.86304,0.94406
1989,Primary Level,male,No,0.86179,242,242,0.81822,0.90537
1989,Primary Level,female,No,0.96596,385,385,0.94782,0.98410
1989,Lower Secondary Level,male,Yes,0.25572,213,905,0.22728,0.28416
1989,Lower Secondary Level,male,No,0.74428,692,905,0.71584,0.77272
1989,Lower Secondary Level,female,Yes,0.08879,203,1665,0.07513,0.10246
1989,Lower Secondary Level,female,No,0.91108,1462,1665,0.89741,0.92476
1989,Upper Secondary Level,male,Yes,0.10036,258,2518,0.08862,0.11210
1989,Upper Secondary Level,male,No,0.89964,2260,2518,0.88790,0.91138
1989,Upper Secondary Level,female,Yes,0.05244,133,2103,0.04291,0.06197
1989,Upper Secondary Level,female,No,0.94706,1970,2103,0.93748,0.95663
1989,Post-secondary Non-tertiary Level,male,No,0.78530,131,131,0.71471,0.85588
1989,Post-secondary Non-tertiary Level,female,No,0.85474,115,115,0.79006,0.91942
1989,First Stage of Tertiary Education,male,No,0.96114,284,284,0.93862,0.98365
1989,First Stage of Tertiary Education,female,No,0.96884,213,213,0.94545,0.99223
1989,Second Stage of Tertiary Education,male,Yes,0.07399,35,472,0.05035,0.09763
1989,Second Stage of Tertiary Education,male,No,0.92601,437,472,0.90237,0.94965
1989,Second Stage of Tertiary Education,female,No,0.94216,213,213,0.91074,0.97358
1990,Pre-primary Level,female,Yes,0.99450,82,82,0.97839,1.01061
1990,Primary Level,male,No,0.89886,247,247,0.86118,0.93654
1990,Primary Level,female,No,0.95843,371,371,0.93809,0.97877
1990,Lower Secondary Level,male,Yes,0.26870,269,1003,0.24125,0.29614
1990,Lower Secondary Level,male,No,0.73012,734,1003,0.70264,0.75761
1990,Lower Secondary Level,female,Yes,0.09596,259,1981,0.08298,0.10893
1990,Lower Secondary Level,female,No,0.90386,1722,1981,0.89087,0.91684
1990,Upper Secondary Level,male,Yes,0.08664,305,3677,0.07755,0.09573
1990,Upper Secondary Level,male,No,0.91318,3372,3677,0.90407,0.92228
1990,Upper Secondary Level,female,Yes,0.05301,204,3390,0.04547,0.06055
1990,Upper Secondary Level,female,No,0.94699,3186,3390,0.93945,0.95453
1990,Post-secondary Non-tertiary Level,male,Yes,0.27999,51,211,0.21926,0.34072
1990,Post-secondary Non-tertiary Level,male,No,0.72001,160,211,0.65928,0.78074
1990,Post-secondary Non-tertiary Level,female,No,0.82943,131,131,0.76477,0.89408
1990,First Stage of Tertiary Education,male,No,0.95337,474,474,0.93437,0.97237
1990,First Stage of Tertiary Education,female,No,0.97934,261,261,0.96206,0.99663
1990,Second Stage of Tertiary Education,male,Yes,0.07514,67,924,0.05813,0.09215
1990,Second Stage of Tertiary Education,male,No,0.92486,857,924,0.90785,0.94187
1990,Second Stage of Tertiary Education,female,Yes,0.10725,82,767,0.08533,0.12916
1990,Second Stage of Tertiary Education,female,No,0.89275,685,767,0.87084,0.91467
1991,Primary Level,male,No,0.88614,242,242,0.84604,0.92625
1991,Primary Level,female,No,0.92044,368,368,0.89275,0.94813
1991,Lower Secondary Level,male,Yes,0.24426,247,983,0.21738,0.27113
1991,Lower Secondary Level,male,No,0.75452,736,983,0.72760,0.78143
1991,Lower Secondary Level,female,Yes,0.09008,243,1875,0.07712,0.10305
1991,Lower Secondary Level,female,No,0.90992,1632,1875,0.89695,0.92288
1991,Upper Secondary Level,male,Yes,0.08986,335,3579,0.08049,0.09923
1991,Upper Secondary Level,male,No,0.91014,3244,3579,0.90077,0.91951
1991,Upper Secondary Level,female,Yes,0.05735,216,3332,0.04945,0.06525
1991,Upper Secondary Level,female,No,0.94265,3116,3332,0.93475,0.95055
1991,Post-secondary Non-tertiary Level,male,Yes,0.27405,55,214,0.21415,0.33395
1991,Post-secondary Non-tertiary Level,male,No,0.72595,159,214,0.66605,0.78585
1991,Post-secondary Non-tertiary Level,female,No,0.83048,135,135,0.76695,0.89401
1991,First Stage of Tertiary Education,male,Yes,0.07080,34,493,0.04813,0.09346
1991,First Stage of Tertiary Education,male,No,0.92920,459,493,0.90654,0.95187
1991,First Stage of Tertiary Education,female,No,0.96201,249,249,0.93821,0.98580
1991,Second Stage of Tertiary Education,male,Yes,0.07831,78,923,0.06097,0.09565
1991,Second Stage of Tertiary Education,male,No,0.92073,845,923,0.90330,0.93817
1991,Second Stage of Tertiary Education,female,Yes,0.12005,109,754,0.09684,0.14327
1991,Second Stage of Tertiary Education,female,No,0.87995,645,754,0.85673,0.90316
1992,Pre-primary Level,male,Yes,0.98612,92,92,0.96209,1.01016
1992,Pre-primary Level,female,Yes,0.99425,94,94,0.97888,1.00962
1992,Primary Level,male,No,0.92405,233,233,0.88995,0.95814
1992,Primary Level,female,No,0.95450,363,363,0.93303,0.97597
1992,Lower Secondary Level,male,Yes,0.26860,264,973,0.24074,0.29647
1992,Lower Secondary Level,male,No,0.72939,709,973,0.70146,0.75732
1992,Lower Secondary Level,female,Yes,0.09069,247,1811,0.07746,0.10392
1992,Lower Secondary Level,female,No,0.90931,1564,1811,0.89608,0.92254
1992,Upper Secondary Level,male,Yes,0.07609,293,3434,0.06722,0.08496
1992,Upper Secondary Level,male,No,0.92391,3141,3434,0.91504,0.93278
1992,Upper Secondary Level,female,Yes,0.07386,273,3285,0.06491,0.08280
1992,Upper Secondary Level,female,No,0.92503,3012,3285,0.91603,0.93404
1992,Post-secondary Non-tertiary Level,male,Yes,0.25680,56,217,0.19854,0.31506
1992,Post-secondary Non-tertiary Level,male,No,0.74320,161,217,0.68494,0.80146
1992,Post-secondary Non-tertiary Level,female,Yes,0.16873,35,166,0.11158,0.22587
1992,Post-secondary Non-tertiary Level,female,No,0.83127,131,166,0.77413,0.88842
1992,First Stage of Tertiary Education,male,No,0.93083,462,462,0.90767,0.95400
1992,First Stage of Tertiary Education,female,No,0.97435,258,258,0.95502,0.99368
1992,Second Stage of Tertiary Education,male,Yes,0.07569,81,911,0.05850,0.09287
1992,Second Stage of Tertiary Education,male,No,0.92431,830,911,0.90713,0.94150
1992,Second Stage of Tertiary Education,female,Yes,0.10594,91,744,0.08381,0.12807
1992,Second Stage of Tertiary Education,female,No,0.89406,653,744,0.87193,0.91619
1993,Pre-primary Level,female,Yes,0.99608,98,98,0.98365,1.00851
1993,Primary Level,male,No,0.91891,234,234,0.88386,0.95396
1993,Primary Level,female,No,0.95784,350,350,0.93675,0.97892
1993,Lower Secondary Level,male,Yes,0.28011,250,943,0.25143,0.30878
1993,Lower Secondary Level,male,No,0.71989,693,943,0.69122,0.74857
1993,Lower Secondary Level,female,Yes,0.07706,214,1735,0.06450,0.08961
1993,Lower Secondary Level,female,No,0.92294,1521,1735,0.91039,0.93550
1993,Upper Secondary Level,male,Yes,0.07668,300,3391,0.06773,0.08564
1993,Upper Secondary Level,male,No,0.92332,3091,3391,0.91436,0.93227
1993,Upper Secondary Level,female,Yes,0.06538,268,3273,0.05691,0.07385
1993,Upper Secondary Level,female,No,0.93462,3005,3273,0.92615,0.94309
1993,Post-secondary Non-tertiary Level,male,Yes,0.24726,56,218,0.18986,0.30466
1993,Post-secondary Non-tertiary Level,male,No,0.75274,162,218,0.69534,0.81014
1993,Post-secondary Non-tertiary Level,female,Yes,0.23493,36,166,0.17024,0.29962
1993,Post-secondary Non-tertiary Level,female,No,0.76507,130,166,0.70038,0.82976
1993,First Stage of Tertiary Education,male,No,0.95152,448,448,0.93161,0.97143
1993,First Stage of Tertiary Education,female,No,0.95246,253,253,0.92619,0.97873
1993,Second Stage of Tertiary Education,male,Yes,0.07519,70,909,0.05804,0.09234
1993,Second Stage of Tertiary Education,male,No,0.92481,839,909,0.90766,0.94196
1993,Second Stage of Tertiary Education,female,Yes,0.09399,76,727,0.07276,0.11521
1993,Second Stage of Tertiary Education,female,No,0.90601,651,727,0.88479,0.92724
1994,Pre-primary Level,male,Yes,0.98653,105,105,0.96437,1.00868
1994,Pre-primary Level,female,Yes,0.96729,130,130,0.93660,0.99799
1994,Primary Level,male,No,0.94084,217,217,0.90938,0.97231
1994,Primary Level,female,No,0.93396,317,317,0.90657,0.96134
1994,Lower Secondary Level,male,Yes,0.23952,198,855,0.21089,0.26814
1994,Lower Secondary Level,male,No,0.76048,657,855,0.73186,0.78911
1994,Lower Secondary Level,female,Yes,0.07169,181,1637,0.05919,0.08419
1994,Lower Secondary Level,female,No,0.92831,1456,1637,0.91581,0.94081
1994,Upper Secondary Level,male,Yes,0.07458,284,3321,0.06564,0.08351
1994,Upper Secondary Level,male,No,0.92542,3037,3321,0.91649,0.93436
1994,Upper Secondary Level,female,Yes,0.05523,223,3247,0.04737,0.06308
1994,Upper Secondary Level,female,No,0.94477,3024,3247,0.93692,0.95263
1994,Post-secondary Non-tertiary Level,male,Yes,0.24272,52,215,0.18528,0.30017
1994,Post-secondary Non-tertiary Level,male,No,0.75728,163,215,0.69983,0.81472
1994,Post-secondary Non-tertiary Level,female,Yes,0.19410,41,175,0.13533,0.25287
1994,Post-secondary Non-tertiary Level,female,No,0.80590,134,175,0.74713,0.86467
1994,First Stage of Tertiary Education,male,No,0.95331,453,453,0.93386,0.97276
1994,First Stage of Tertiary Education,female,No,0.94548,255,255,0.91756,0.97340
1994,Second Stage of Tertiary Education,male,Yes,0.06988,64,913,0.05333,0.08642
1994,Second Stage of Tertiary Education,male,No,0.93012,849,913,0.91358,0.94667
1994,Second Stage of Tertiary Education,female,Yes,0.09812,73,740,0.07667,0.11957
1994,Second Stage of Tertiary Education,female,No,0.90188,667,740,0.88043,0.92333
1995,Pre-primary Level,male,Yes,0.97910,140,140,0.95533,1.00288
1995,Pre-primary Level,female,Yes,0.98888,142,142,0.97157,1.00619
1995,Primary Level,male,No,0.94435,205,205,0.91290,0.97581
1995,Primary Level,female,No,0.96919,314,314,0.95005,0.98834
1995,Lower Secondary Level,male,Yes,0.22987,207,869,0.20188,0.25786
1995,Lower Secondary Level,male,No,0.77013,662,869,0.74214,0.79812
1995,Lower Secondary Level,female,Yes,0.07939,194,1623,0.06624,0.09255
1995,Lower Secondary Level,female,No,0.92061,1429,1623,0.90745,0.93376
1995,Upper Secondary Level,male,Yes,0.07697,295,3390,0.06799,0.08594
1995,Upper Secondary Level,male,No,0.92286,3095,3390,0.91388,0.93185
1995,Upper Secondary Level,female,Yes,0.05836,251,3336,0.05040,0.06632
1995,Upper Secondary Level,female,No,0.94164,3085,3336,0.93368,0.94960
1995,Post-secondary Non-tertiary Level,male,Yes,0.24976,55,249,0.19589,0.30364
1995,Post-secondary Non-tertiary Level,male,No,0.75024,194,249,0.69636,0.80411
1995,Post-secondary Non-tertiary Level,female,Yes,0.19723,44,221,0.14465,0.24981
1995,Post-secondary Non-tertiary Level,female,No,0.80277,177,221,0.75019,0.85535
1995,First Stage of Tertiary Education,male,Yes,0.05635,31,474,0.03557,0.07713
1995,First Stage of Tertiary Education,male,No,0.94365,443,474,0.92287,0.96443
1995,First Stage of Tertiary Education,female,No,0.96733,268,268,0.94600,0.98865
1995,Second Stage of Tertiary Education,male,Yes,0.06797,70,955,0.05200,0.08395
1995,Second Stage of Tertiary Education,male,No,0.93203,885,955,0.91605,0.94800
1995,Second Stage of Tertiary Education,female,Yes,0.10154,85,798,0.08057,0.12251
1995,Second Stage of Tertiary Education,female,No,0.89846,713,798,0.87749,0.91943
1996,Pre-primary Level,male,Yes,0.97801,134,134,0.95309,1.00293
1996,Pre-primary Level,female,Yes,0.96962,153,153,0.94234,0.99691
1996,Primary Level,male,No,0.91936,192,192,0.88075,0.95798
1996,Primary Level,female,No,0.97570,285,285,0.95779,0.99361
1996,Lower Secondary Level,male,Yes,0.22147,195,822,0.19306,0.24987
1996,Lower Secondary Level,male,No,0.77853,627,822,0.75013,0.80694
1996,Lower Secondary Level,female,Yes,0.08170,185,1563,0.06812,0.09529
1996,Lower Secondary Level,female,No,0.91830,1378,1563,0.90471,0.93188
1996,Upper Secondary Level,male,Yes,0.06517,264,3334,0.05679,0.07355
1996,Upper Secondary Level,male,No,0.93359,3070,3334,0.92513,0.94204
1996,Upper Secondary Level,female,Yes,0.05341,234,3281,0.04571,0.06110
1996,Upper Secondary Level,female,No,0.94498,3047,3281,0.93718,0.95278
1996,Post-secondary Non-tertiary Level,male,Yes,0.26795,57,239,0.21168,0.32422
1996,Post-secondary Non-tertiary Level,male,No,0.73205,182,239,0.67578,0.78832
1996,Post-secondary Non-tertiary Level,female,Yes,0.19807,42,232,0.14667,0.24946
1996,Post-secondary Non-tertiary Level,female,No,0.80193,190,232,0.75054,0.85333
1996,First Stage of Tertiary Education,male,No,0.96587,452,452,0.94912,0.98263
1996,First Stage of Tertiary Education,female,No,0.95150,272,272,0.92593,0.97708
1996,Second Stage of Tertiary Education,male,Yes,0.04819,51,966,0.03467,0.06170
1996,Second Stage of Tertiary Education,male,No,0.95181,915,966,0.93830,0.96533
1996,Second Stage of Tertiary Education,female,Yes,0.09576,72,798,0.07533,0.11619
1996,Second Stage of Tertiary Education,female,No,0.90424,726,798,0.88381,0.92467
1997,Pre-primary Level,male,Yes,0.95830,151,151,0.92631,0.99029
1997,Pre-primary Level,female,Yes,0.97960,154,154,0.95720,1.00200
1997,Primary Level,male,No,0.92167,182,182,0.88253,0.96082
1997,Primary Level,female,No,0.96061,266,266,0.93719,0.98403
1997,Lower Secondary Level,male,Yes,0.23275,212,828,0.20395,0.26155
1997,Lower Secondary Level,male,No,0.76725,616,828,0.73845,0.79605
1997,Lower Secondary Level,female,Yes,0.08549,182,1501,0.07134,0.09964
1997,Lower Secondary Level,female,No,0.91451,1319,1501,0.90036,0.92866
1997,Upper Secondary Level,male,Yes,0.05955,226,3239,0.05140,0.06770
1997,Upper Secondary Level,male,No,0.94045,3013,3239,0.93230,0.94860
1997,Upper Secondary Level,female,Yes,0.05444,226,3242,0.04663,0.06225
1997,Upper Secondary Level,female,No,0.94556,3016,3242,0.93775,0.95337
1997,Post-secondary Non-tertiary Level,male,Yes,0.26486,47,232,0.20795,0.32176
1997,Post-secondary Non-tertiary Level,male,No,0.73514,185,232,0.67824,0.79205
1997,Post-secondary Non-tertiary Level,female,Yes,0.16753,34,219,0.11796,0.21711
1997,Post-secondary Non-tertiary Level,female,No,0.83247,185,219,0.78289,0.88204
1997,First Stage of Tertiary Education,male,No,0.95700,447,447,0.93817,0.97582
1997,First Stage of Tertiary Education,female,No,0.96814,266,266,0.94700,0.98929
1997,Second Stage of Tertiary Education,male,Yes,0.06411,63,967,0.04866,0.07956
1997,Second Stage of Tertiary Education,male,No,0.93556,904,967,0.92008,0.95104
1997,Second Stage of Tertiary Education,female,Yes,0.10470,78,799,0.08346,0.12595
1997,Second Stage of Tertiary Education,female,No,0.89530,721,799,0.87405,0.91654
1998,Pre-primary Level,male,Yes,0.95337,158,158,0.92039,0.98635
1998,Pre-primary Level,female,Yes,0.97228,164,164,0.94708,0.99748
1998,Primary Level,male,No,0.91168,173,173,0.86927,0.95409
1998,Primary Level,female,No,0.96009,253,253,0.93592,0.98426
1998,Lower Secondary Level,male,Yes,0.24230,250,920,0.21460,0.27000
1998,Lower Secondary Level,male,No,0.75770,670,920,0.73000,0.78540
1998,Lower Secondary Level,female,Yes,0.07606,179,1619,0.06314,0.08898
1998,Lower Secondary Level,female,No,0.92394,1440,1619,0.91102,0.93686
1998,Upper Secondary Level,male,Yes,0.07018,247,3515,0.06174,0.07863
1998,Upper Secondary Level,male,No,0.92982,3268,3515,0.92137,0.93826
1998,Upper Secondary Level,female,Yes,0.05689,232,3508,0.04922,0.06456
1998,Upper Secondary Level,female,No,0.94311,3276,3508,0.93544,0.95078
1998,Post-secondary Non-tertiary Level,male,Yes,0.22110,46,240,0.16849,0.27371
1998,Post-secondary Non-tertiary Level,male,No,0.77890,194,240,0.72629,0.83151
1998,Post-secondary Non-tertiary Level,female,Yes,0.12558,33,265,0.08561,0.16556
1998,Post-secondary Non-tertiary Level,female,No,0.87442,232,265,0.83444,0.91439
1998,First Stage of Tertiary Education,male,No,0.96266,475,475,0.94559,0.97973
1998,First Stage of Tertiary Education,female,No,0.95262,305,305,0.92874,0.97650
1998,Second Stage of Tertiary Education,male,Yes,0.04866,47,1079,0.03582,0.06151
1998,Second Stage of Tertiary Education,male,No,0.95134,1032,1079,0.93849,0.96418
1998,Second Stage of Tertiary Education,female,Yes,0.06883,69,890,0.05219,0.08547
1998,Second Stage of Tertiary Education,female,No,0.93117,821,890,0.91453,0.94781
1999,Pre-primary Level,male,Yes,0.94286,150,150,0.90559,0.98013
1999,Pre-primary Level,female,Yes,0.95435,155,155,0.92138,0.98731
1999,Primary Level,male,No,0.91529,163,163,0.87242,0.95817
1999,Primary Level,female,No,0.97001,246,246,0.94865,0.99137
1999,Lower Secondary Level,male,Yes,0.25757,242,879,0.22864,0.28650
1999,Lower Secondary Level,male,No,0.74243,637,879,0.71350,0.77136
1999,Lower Secondary Level,female,Yes,0.08640,186,1560,0.07246,0.10035
1999,Lower Secondary Level,female,No,0.91360,1374,1560,0.89965,0.92754
1999,Upper Secondary Level,male,Yes,0.06818,228,3465,0.05979,0.07657
1999,Upper Secondary Level,male,No,0.93182,3237,3465,0.92343,0.94021
1999,Upper Secondary Level,female,Yes,0.05758,239,3466,0.04982,0.06534
1999,Upper Secondary Level,female,No,0.94242,3227,3466,0.93466,0.95018
1999,Post-secondary Non-tertiary Level,male,Yes,0.21259,47,236,0.16028,0.26490
1999,Post-secondary Non-tertiary Level,male,No,0.78741,189,236,0.73510,0.83972
1999,Post-secondary Non-tertiary Level,female,Yes,0.10531,34,267,0.06842,0.14220
1999,Post-secondary Non-tertiary Level,female,No,0.89469,233,267,0.85780,0.93158
1999,First Stage of Tertiary Education,male,No,0.95795,465,465,0.93969,0.97621
1999,First Stage of Tertiary Education,female,No,0.96544,312,312,0.94514,0.98574
1999,Second Stage of Tertiary Education,male,Yes,0.05128,58,1078,0.03810,0.06445
1999,Second Stage of Tertiary Education,male,No,0.94872,1020,1078,0.93555,0.96190
1999,Second Stage of Tertiary Education,female,Yes,0.08813,91,881,0.06940,0.10686
1999,Second Stage of Tertiary Education,female,No,0.91187,790,881,0.89314,0.93060
2000,Pre-primary Level,male,Yes,0.97218,229,229,0.95083,0.99353
2000,Pre-primary Level,female,Yes,0.95344,246,246,0.92706,0.97982
2000,Primary Level,male,No,0.92841,155,155,0.88770,0.96913
2000,Primary Level,female,No,0.97481,228,228,0.95443,0.99520
2000,Lower Secondary Level,male,Yes,0.30207,390,1155,0.27558,0.32856
2000,Lower Secondary Level,male,No,0.69429,765,1155,0.66771,0.72087
2000,Lower Secondary Level,female,Yes,0.10815,339,2398,0.09572,0.12058
2000,Lower Secondary Level,female,No,0.89185,2059,2398,0.87942,0.90428
2000,Upper Secondary Level,male,Yes,0.06250,420,6268,0.05651,0.06850
2000,Upper Secondary Level,male,No,0.93750,5848,6268,0.93150,0.94349
2000,Upper Secondary Level,female,Yes,0.05906,448,6531,0.05334,0.06478
2000,Upper Secondary Level,female,No,0.94094,6083,6531,0.93522,0.94666
2000,Post-secondary Non-tertiary Level,male,Yes,0.18688,90,506,0.15288,0.22088
2000,Post-secondary Non-tertiary Level,male,No,0.81312,416,506,0.77912,0.84712
2000,Post-secondary Non-tertiary Level,female,Yes,0.13160,82,612,0.10479,0.15840
2000,Post-secondary Non-tertiary Level,female,No,0.86840,530,612,0.84160,0.89521
2000,First Stage of Tertiary Education,male,Yes,0.03360,41,1074,0.02282,0.04438
2000,First Stage of Tertiary Education,male,No,0.96640,1033,1074,0.95562,0.97718
2000,First Stage of Tertiary Education,female,Yes,0.03599,38,808,0.02313,0.04884
2000,First Stage of Tertiary Education,female,No,0.96401,770,808,0.95116,0.97687
2000,Second Stage of Tertiary Education,male,Yes,0.05307,113,2159,0.04361,0.06253
2000,Second Stage of Tertiary Education,male,No,0.94647,2046,2159,0.93698,0.95597
2000,Second Stage of Tertiary Education,female,Yes,0.07221,129,1657,0.05974,0.08467
2000,Second Stage of Tertiary Education,female,No,0.92711,1528,1657,0.91459,0.93963
2001,Pre-primary Level,male,Yes,0.96824,250,250,0.94645,0.99002
2001,Pre-primary Level,female,Yes,0.97998,278,278,0.96348,0.99647
2001,Primary Level,male,No,0.94304,123,123,0.90192,0.98417
2001,Primary Level,female,No,0.95492,172,172,0.92382,0.98602
2001,Lower Secondary Level,male,Yes,0.28788,324,999,0.25979,0.31597
2001,Lower Secondary Level,male,No,0.71212,675,999,0.68403,0.74021
2001,Lower Secondary Level,female,Yes,0.11271,298,2083,0.09913,0.12630
2001,Lower Secondary Level,female,No,0.88729,1785,2083,0.87370,0.90087
2001,Upper Secondary Level,male,Yes,0.06021,372,5641,0.05400,0.06642
2001,Upper Secondary Level,male,No,0.93979,5269,5641,0.93358,0.94600
