year,migback,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Direct migration background,5th Quintile,No,0.98492,235,235,0.96930,1.00053
1991,Indirect migration background,1st Quintile,Yes,0.55565,64,98,0.45676,0.65454
1991,Indirect migration background,1st Quintile,No,0.44435,34,98,0.34546,0.54324
1991,Indirect migration background,2nd Quintile,Yes,0.56835,48,87,0.46367,0.67303
1991,Indirect migration background,2nd Quintile,No,0.43165,39,87,0.32697,0.53633
1991,Indirect migration background,3rd Quintile,Yes,0.44015,47,47,0.29670,0.58361
1991,Indirect migration background,4th Quintile,No,0.72224,38,38,0.57792,0.86656
1992,No migration background,1st Quintile,Yes,0.10759,262,2173,0.09456,0.12062
1992,No migration background,1st Quintile,No,0.89241,1911,2173,0.87938,0.90544
1992,No migration background,2nd Quintile,Yes,0.11706,295,2161,0.10350,0.13062
1992,No migration background,2nd Quintile,No,0.88294,1866,2161,0.86938,0.89650
1992,No migration background,3rd Quintile,Yes,0.12274,296,1973,0.10826,0.13723
1992,No migration background,3rd Quintile,No,0.87726,1677,1973,0.86277,0.89174
1992,No migration background,4th Quintile,Yes,0.10170,231,1967,0.08834,0.11506
1992,No migration background,4th Quintile,No,0.89830,1736,1967,0.88494,0.91166
1992,No migration background,5th Quintile,Yes,0.08481,193,2083,0.07284,0.09678
1992,No migration background,5th Quintile,No,0.91519,1890,2083,0.90322,0.92716
1992,Direct migration background,1st Quintile,Yes,0.06304,37,522,0.04217,0.08391
1992,Direct migration background,1st Quintile,No,0.93696,485,522,0.91609,0.95783
1992,Direct migration background,2nd Quintile,Yes,0.06357,41,612,0.04422,0.08291
1992,Direct migration background,2nd Quintile,No,0.93643,571,612,0.91709,0.95578
1992,Direct migration background,3rd Quintile,Yes,0.08839,41,596,0.06558,0.11120
1992,Direct migration background,3rd Quintile,No,0.91161,555,596,0.88880,0.93442
1992,Direct migration background,4th Quintile,No,0.92375,512,512,0.90074,0.94677
1992,Direct migration background,5th Quintile,No,0.96893,269,269,0.94815,0.98970
1992,Indirect migration background,1st Quintile,Yes,0.66280,52,52,0.53305,0.79255
1992,Indirect migration background,2nd Quintile,Yes,0.51927,58,97,0.41933,0.61922
1992,Indirect migration background,2nd Quintile,No,0.48073,39,97,0.38078,0.58067
1992,Indirect migration background,3rd Quintile,Yes,0.64339,63,102,0.54997,0.73681
1992,Indirect migration background,3rd Quintile,No,0.35661,39,102,0.26319,0.45003
1992,Indirect migration background,4th Quintile,Yes,0.40035,34,94,0.30077,0.49993
1992,Indirect migration background,4th Quintile,No,0.59965,60,94,0.50007,0.69923
1993,No migration background,1st Quintile,Yes,0.11477,254,1869,0.10031,0.12922
1993,No migration background,1st Quintile,No,0.88523,1615,1869,0.87078,0.89969
1993,No migration background,2nd Quintile,Yes,0.11483,285,2132,0.10129,0.12837
1993,No migration background,2nd Quintile,No,0.88517,1847,2132,0.87163,0.89871
1993,No migration background,3rd Quintile,Yes,0.10391,263,2054,0.09071,0.11711
1993,No migration background,3rd Quintile,No,0.89609,1791,2054,0.88289,0.90929
1993,No migration background,4th Quintile,Yes,0.10529,236,2067,0.09206,0.11853
1993,No migration background,4th Quintile,No,0.89471,1831,2067,0.88147,0.90794
1993,No migration background,5th Quintile,Yes,0.07953,182,2034,0.06776,0.09129
1993,No migration background,5th Quintile,No,0.92047,1852,2034,0.90871,0.93224
1993,Direct migration background,1st Quintile,Yes,0.05959,35,600,0.04064,0.07855
1993,Direct migration background,1st Quintile,No,0.94041,565,600,0.92145,0.95936
1993,Direct migration background,2nd Quintile,Yes,0.06192,35,600,0.04262,0.08122
1993,Direct migration background,2nd Quintile,No,0.93808,565,600,0.91878,0.95738
1993,Direct migration background,3rd Quintile,No,0.94047,493,493,0.91956,0.96138
1993,Direct migration background,4th Quintile,No,0.95771,434,434,0.93875,0.97666
1993,Direct migration background,5th Quintile,No,0.98311,300,300,0.96851,0.99772
1993,Indirect migration background,1st Quintile,Yes,0.57261,73,126,0.48588,0.65933
1993,Indirect migration background,1st Quintile,No,0.42739,53,126,0.34067,0.51412
1993,Indirect migration background,2nd Quintile,Yes,0.60602,64,102,0.51072,0.70132
1993,Indirect migration background,2nd Quintile,No,0.39398,38,102,0.29868,0.48928
1993,Indirect migration background,3rd Quintile,Yes,0.61765,63,107,0.52514,0.71016
1993,Indirect migration background,3rd Quintile,No,0.38235,44,107,0.28984,0.47486
1993,Indirect migration background,4th Quintile,Yes,0.50296,34,91,0.39966,0.60626
1993,Indirect migration background,4th Quintile,No,0.49704,57,91,0.39374,0.60034
1994,No migration background,1st Quintile,Yes,0.10621,222,1722,0.09166,0.12077
1994,No migration background,1st Quintile,No,0.89379,1500,1722,0.87923,0.90834
1994,No migration background,2nd Quintile,Yes,0.10409,228,2018,0.09076,0.11742
1994,No migration background,2nd Quintile,No,0.89591,1790,2018,0.88258,0.90924
1994,No migration background,3rd Quintile,Yes,0.10383,284,2130,0.09087,0.11679
1994,No migration background,3rd Quintile,No,0.89617,1846,2130,0.88321,0.90913
1994,No migration background,4th Quintile,Yes,0.09163,221,2069,0.07919,0.10406
1994,No migration background,4th Quintile,No,0.90837,1848,2069,0.89594,0.92081
1994,No migration background,5th Quintile,Yes,0.07529,172,2084,0.06396,0.08662
1994,No migration background,5th Quintile,No,0.92471,1912,2084,0.91338,0.93604
1994,Direct migration background,1st Quintile,No,0.95939,648,648,0.94418,0.97460
1994,Direct migration background,2nd Quintile,No,0.94087,507,507,0.92032,0.96142
1994,Direct migration background,3rd Quintile,No,0.95600,464,464,0.93732,0.97468
1994,Direct migration background,4th Quintile,No,0.92874,350,350,0.90174,0.95573
1994,Direct migration background,5th Quintile,No,0.97751,280,280,0.96011,0.99491
1994,Indirect migration background,1st Quintile,Yes,0.65214,71,120,0.56657,0.73772
1994,Indirect migration background,1st Quintile,No,0.34786,49,120,0.26228,0.43343
1994,Indirect migration background,2nd Quintile,Yes,0.44400,55,115,0.35279,0.53521
1994,Indirect migration background,2nd Quintile,No,0.55600,60,115,0.46479,0.64721
1994,Indirect migration background,3rd Quintile,Yes,0.58280,53,101,0.48615,0.67945
1994,Indirect migration background,3rd Quintile,No,0.41720,48,101,0.32055,0.51385
1994,Indirect migration background,4th Quintile,Yes,0.44011,37,100,0.34233,0.53789
1994,Indirect migration background,4th Quintile,No,0.55989,63,100,0.46211,0.65767
1994,Indirect migration background,5th Quintile,No,0.69348,37,37,0.54287,0.84409
1995,No migration background,1st Quintile,Yes,0.12716,230,1551,0.11057,0.14375
1995,No migration background,1st Quintile,No,0.87284,1321,1551,0.85625,0.88943
1995,No migration background,2nd Quintile,Yes,0.09480,247,2033,0.08207,0.10754
1995,No migration background,2nd Quintile,No,0.90520,1786,2033,0.89246,0.91793
1995,No migration background,3rd Quintile,Yes,0.09181,245,2094,0.07944,0.10418
1995,No migration background,3rd Quintile,No,0.90819,1849,2094,0.89582,0.92056
1995,No migration background,4th Quintile,Yes,0.09510,246,2191,0.08282,0.10739
1995,No migration background,4th Quintile,No,0.90490,1945,2191,0.89261,0.91718
1995,No migration background,5th Quintile,Yes,0.08514,216,2128,0.07328,0.09700
1995,No migration background,5th Quintile,No,0.91486,1912,2128,0.90300,0.92672
1995,Direct migration background,1st Quintile,Yes,0.10134,65,856,0.08111,0.12157
1995,Direct migration background,1st Quintile,No,0.89866,791,856,0.87843,0.91889
1995,Direct migration background,2nd Quintile,Yes,0.09074,51,721,0.06976,0.11172
1995,Direct migration background,2nd Quintile,No,0.90926,670,721,0.88828,0.93024
1995,Direct migration background,3rd Quintile,Yes,0.08468,41,529,0.06093,0.10843
1995,Direct migration background,3rd Quintile,No,0.91532,488,529,0.89157,0.93907
1995,Direct migration background,4th Quintile,No,0.94753,365,365,0.92462,0.97043
1995,Direct migration background,5th Quintile,No,0.94414,275,275,0.91694,0.97133
1995,Indirect migration background,1st Quintile,Yes,0.55679,73,132,0.47172,0.64186
1995,Indirect migration background,1st Quintile,No,0.44321,59,132,0.35814,0.52828
1995,Indirect migration background,2nd Quintile,Yes,0.46444,57,132,0.37903,0.54984
1995,Indirect migration background,2nd Quintile,No,0.53556,75,132,0.45016,0.62097
1995,Indirect migration background,3rd Quintile,Yes,0.50916,45,100,0.41068,0.60764
1995,Indirect migration background,3rd Quintile,No,0.49084,55,100,0.39236,0.58932
1995,Indirect migration background,4th Quintile,Yes,0.41499,34,85,0.30962,0.52036
1995,Indirect migration background,4th Quintile,No,0.58501,51,85,0.47964,0.69038
1995,Indirect migration background,5th Quintile,No,0.63130,34,34,0.46669,0.79591
1996,No migration background,1st Quintile,Yes,0.13545,246,1560,0.11847,0.15244
1996,No migration background,1st Quintile,No,0.86455,1314,1560,0.84756,0.88153
1996,No migration background,2nd Quintile,Yes,0.09592,223,1884,0.08262,0.10922
1996,No migration background,2nd Quintile,No,0.90408,1661,1884,0.89078,0.91738
1996,No migration background,3rd Quintile,Yes,0.09456,234,2112,0.08208,0.10704
1996,No migration background,3rd Quintile,No,0.90544,1878,2112,0.89296,0.91792
1996,No migration background,4th Quintile,Yes,0.08308,233,2221,0.07159,0.09456
1996,No migration background,4th Quintile,No,0.91692,1988,2221,0.90544,0.92841
1996,No migration background,5th Quintile,Yes,0.07196,189,2122,0.06096,0.08296
1996,No migration background,5th Quintile,No,0.92804,1933,2122,0.91704,0.93904
1996,Direct migration background,1st Quintile,Yes,0.08201,56,851,0.06356,0.10045
1996,Direct migration background,1st Quintile,No,0.91799,795,851,0.89955,0.93644
1996,Direct migration background,2nd Quintile,Yes,0.08835,48,630,0.06617,0.11053
1996,Direct migration background,2nd Quintile,No,0.91165,582,630,0.88947,0.93383
1996,Direct migration background,3rd Quintile,No,0.93342,436,436,0.90999,0.95685
1996,Direct migration background,4th Quintile,No,0.94324,374,374,0.91976,0.96672
1996,Direct migration background,5th Quintile,No,0.93303,244,244,0.90160,0.96446
1996,Indirect migration background,1st Quintile,Yes,0.51552,79,164,0.43880,0.59225
1996,Indirect migration background,1st Quintile,No,0.48448,85,164,0.40775,0.56120
1996,Indirect migration background,2nd Quintile,Yes,0.37038,42,114,0.28134,0.45942
1996,Indirect migration background,2nd Quintile,No,0.62962,72,114,0.54058,0.71866
1996,Indirect migration background,3rd Quintile,Yes,0.44849,47,112,0.35596,0.54101
1996,Indirect migration background,3rd Quintile,No,0.55151,65,112,0.45899,0.64404
1996,Indirect migration background,4th Quintile,No,0.68208,67,67,0.56974,0.79443
1996,Indirect migration background,5th Quintile,No,0.63249,39,39,0.47920,0.78579
1997,No migration background,1st Quintile,Yes,0.12509,201,1408,0.10781,0.14238
1997,No migration background,1st Quintile,No,0.87491,1207,1408,0.85762,0.89219
1997,No migration background,2nd Quintile,Yes,0.10660,254,1990,0.09304,0.12016
1997,No migration background,2nd Quintile,No,0.89340,1736,1990,0.87984,0.90696
1997,No migration background,3rd Quintile,Yes,0.09533,237,2083,0.08271,0.10794
1997,No migration background,3rd Quintile,No,0.90467,1846,2083,0.89206,0.91729
1997,No migration background,4th Quintile,Yes,0.08954,236,2192,0.07759,0.10150
1997,No migration background,4th Quintile,No,0.91046,1956,2192,0.89850,0.92241
1997,No migration background,5th Quintile,Yes,0.07708,200,2117,0.06571,0.08844
1997,No migration background,5th Quintile,No,0.92292,1917,2117,0.91156,0.93429
1997,Direct migration background,1st Quintile,Yes,0.08622,61,817,0.06696,0.10548
1997,Direct migration background,1st Quintile,No,0.91378,756,817,0.89452,0.93304
1997,Direct migration background,2nd Quintile,No,0.95633,574,574,0.93960,0.97306
1997,Direct migration background,3rd Quintile,No,0.92492,410,410,0.89939,0.95046
1997,Direct migration background,4th Quintile,No,0.93396,355,355,0.90809,0.95983
1997,Direct migration background,5th Quintile,No,0.95894,227,227,0.93306,0.98481
1997,Indirect migration background,1st Quintile,Yes,0.49829,85,165,0.42177,0.57482
1997,Indirect migration background,1st Quintile,No,0.50171,80,165,0.42518,0.57823
1997,Indirect migration background,2nd Quintile,Yes,0.43837,67,148,0.35816,0.51859
1997,Indirect migration background,2nd Quintile,No,0.56163,81,148,0.48141,0.64184
1997,Indirect migration background,3rd Quintile,Yes,0.44393,38,106,0.34890,0.53897
1997,Indirect migration background,3rd Quintile,No,0.55607,68,106,0.46103,0.65110
1997,Indirect migration background,4th Quintile,No,0.63447,61,61,0.51262,0.75633
1997,Indirect migration background,5th Quintile,No,0.79374,44,44,0.67281,0.91468
1998,No migration background,1st Quintile,Yes,0.12409,198,1406,0.10685,0.14133
1998,No migration background,1st Quintile,No,0.87591,1208,1406,0.85867,0.89315
1998,No migration background,2nd Quintile,Yes,0.09845,217,1848,0.08487,0.11204
1998,No migration background,2nd Quintile,No,0.90155,1631,1848,0.88796,0.91513
1998,No migration background,3rd Quintile,Yes,0.08329,227,2080,0.07141,0.09517
1998,No migration background,3rd Quintile,No,0.91671,1853,2080,0.90483,0.92859
1998,No migration background,4th Quintile,Yes,0.09234,220,2166,0.08014,0.10453
1998,No migration background,4th Quintile,No,0.90766,1946,2166,0.89547,0.91986
1998,No migration background,5th Quintile,Yes,0.07396,177,2024,0.06256,0.08537
1998,No migration background,5th Quintile,No,0.92604,1847,2024,0.91463,0.93744
1998,Direct migration background,1st Quintile,Yes,0.10598,63,757,0.08403,0.12792
1998,Direct migration background,1st Quintile,No,0.89402,694,757,0.87208,0.91597
1998,Direct migration background,2nd Quintile,No,0.92845,492,492,0.90565,0.95125
1998,Direct migration background,3rd Quintile,No,0.96122,379,379,0.94176,0.98068
1998,Direct migration background,4th Quintile,No,0.95580,319,319,0.93320,0.97839
1998,Direct migration background,5th Quintile,No,0.94482,205,205,0.91348,0.97615
1998,Indirect migration background,1st Quintile,Yes,0.46652,82,177,0.39281,0.54022
1998,Indirect migration background,1st Quintile,No,0.53348,95,177,0.45978,0.60719
1998,Indirect migration background,2nd Quintile,Yes,0.49675,73,135,0.41209,0.58141
1998,Indirect migration background,2nd Quintile,No,0.50325,62,135,0.41859,0.58791
1998,Indirect migration background,3rd Quintile,Yes,0.32972,38,104,0.23893,0.42051
1998,Indirect migration background,3rd Quintile,No,0.67028,66,104,0.57949,0.76107
1998,Indirect migration background,4th Quintile,Yes,0.46168,32,105,0.36587,0.55749
1998,Indirect migration background,4th Quintile,No,0.53832,73,105,0.44251,0.63413
1998,Indirect migration background,5th Quintile,No,0.86216,53,53,0.76846,0.95586
1999,No migration background,1st Quintile,Yes,0.13712,263,1692,0.12073,0.15352
1999,No migration background,1st Quintile,No,0.86288,1429,1692,0.84648,0.87927
1999,No migration background,2nd Quintile,Yes,0.09578,247,2146,0.08333,0.10824
1999,No migration background,2nd Quintile,No,0.90422,1899,2146,0.89176,0.91667
1999,No migration background,3rd Quintile,Yes,0.09487,247,2317,0.08294,0.10681
1999,No migration background,3rd Quintile,No,0.90513,2070,2317,0.89319,0.91706
1999,No migration background,4th Quintile,Yes,0.08460,228,2347,0.07334,0.09587
1999,No migration background,4th Quintile,No,0.91540,2119,2347,0.90413,0.92666
1999,No migration background,5th Quintile,Yes,0.07596,219,2364,0.06528,0.08664
1999,No migration background,5th Quintile,No,0.92404,2145,2364,0.91336,0.93472
1999,Direct migration background,1st Quintile,Yes,0.07533,44,720,0.05604,0.09463
1999,Direct migration background,1st Quintile,No,0.92467,676,720,0.90537,0.94396
1999,Direct migration background,2nd Quintile,Yes,0.06973,36,584,0.04905,0.09040
1999,Direct migration background,2nd Quintile,No,0.93027,548,584,0.90960,0.95095
1999,Direct migration background,3rd Quintile,No,0.97950,380,380,0.96523,0.99377
1999,Direct migration background,4th Quintile,No,0.96987,304,304,0.95062,0.98912
1999,Direct migration background,5th Quintile,No,0.95891,182,182,0.92999,0.98783
