year,migback,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Direct migration background,Post-secondary Non-tertiary Level,No,0.91491,89,89,0.85661,0.97320
1988,Direct migration background,First Stage of Tertiary Education,No,0.99652,52,52,0.98036,1.01268
1988,Direct migration background,Second Stage of Tertiary Education,No,0.95759,78,78,0.91257,1.00260
1988,Indirect migration background,Lower Secondary Level,Yes,0.42671,45,82,0.31900,0.53442
1988,Indirect migration background,Lower Secondary Level,No,0.57329,37,82,0.46558,0.68100
1988,Indirect migration background,Upper Secondary Level,No,0.83224,59,59,0.73608,0.92841
1989,No migration background,No answer / don't know,Yes,0.46162,34,77,0.34954,0.57370
1989,No migration background,No answer / don't know,No,0.53838,43,77,0.42630,0.65046
1989,No migration background,Primary Level,No,0.81690,52,52,0.71075,0.92304
1989,No migration background,Lower Secondary Level,Yes,0.13890,278,1590,0.12190,0.15591
1989,No migration background,Lower Secondary Level,No,0.86110,1312,1590,0.84409,0.87810
1989,No migration background,Upper Secondary Level,Yes,0.07779,313,3706,0.06916,0.08641
1989,No migration background,Upper Secondary Level,No,0.92221,3393,3706,0.91359,0.93084
1989,No migration background,Post-secondary Non-tertiary Level,Yes,0.19206,35,192,0.13620,0.24793
1989,No migration background,Post-secondary Non-tertiary Level,No,0.80794,157,192,0.75207,0.86380
1989,No migration background,First Stage of Tertiary Education,No,0.96140,442,442,0.94342,0.97938
1989,No migration background,Second Stage of Tertiary Education,Yes,0.07092,44,606,0.05047,0.09138
1989,No migration background,Second Stage of Tertiary Education,No,0.92908,562,606,0.90862,0.94953
1989,Direct migration background,No answer / don't know,No,0.85597,52,52,0.75960,0.95234
1989,Direct migration background,Primary Level,No,0.98447,567,567,0.97429,0.99466
1989,Direct migration background,Lower Secondary Level,Yes,0.06602,80,874,0.04955,0.08250
1989,Direct migration background,Lower Secondary Level,No,0.93398,794,874,0.91750,0.95045
1989,Direct migration background,Upper Secondary Level,Yes,0.06135,45,829,0.04501,0.07770
1989,Direct migration background,Upper Secondary Level,No,0.93865,784,829,0.92230,0.95499
1989,Direct migration background,Post-secondary Non-tertiary Level,No,0.90046,87,87,0.83718,0.96374
1989,Direct migration background,First Stage of Tertiary Education,No,0.99666,49,49,0.98035,1.01298
1989,Direct migration background,Second Stage of Tertiary Education,No,0.98502,86,86,0.95919,1.01084
1989,Indirect migration background,Lower Secondary Level,Yes,0.47491,58,106,0.37940,0.57043
1989,Indirect migration background,Lower Secondary Level,No,0.52509,48,106,0.42957,0.62060
1989,Indirect migration background,Upper Secondary Level,Yes,0.30691,33,86,0.20886,0.40496
1989,Indirect migration background,Upper Secondary Level,No,0.69309,53,86,0.59504,0.79114
1990,No migration background,No answer / don't know,No,0.66081,53,53,0.53213,0.78949
1990,No migration background,Primary Level,No,0.87498,64,64,0.79330,0.95665
1990,No migration background,Lower Secondary Level,Yes,0.14637,391,1994,0.13085,0.16189
1990,No migration background,Lower Secondary Level,No,0.85363,1603,1994,0.83811,0.86915
1990,No migration background,Upper Secondary Level,Yes,0.07201,442,6101,0.06552,0.07850
1990,No migration background,Upper Secondary Level,No,0.92799,5659,6101,0.92150,0.93448
1990,No migration background,Post-secondary Non-tertiary Level,Yes,0.25107,73,268,0.19906,0.30308
1990,No migration background,Post-secondary Non-tertiary Level,No,0.74893,195,268,0.69692,0.80094
1990,No migration background,First Stage of Tertiary Education,No,0.96386,674,674,0.94976,0.97796
1990,No migration background,Second Stage of Tertiary Education,Yes,0.08909,138,1561,0.07496,0.10323
1990,No migration background,Second Stage of Tertiary Education,No,0.91091,1423,1561,0.89677,0.92504
1990,Direct migration background,No answer / don't know,No,0.80660,61,61,0.70666,0.90654
1990,Direct migration background,Primary Level,No,0.98164,542,542,0.97033,0.99296
1990,Direct migration background,Lower Secondary Level,Yes,0.07852,72,873,0.06067,0.09638
1990,Direct migration background,Lower Secondary Level,No,0.92148,801,873,0.90362,0.93933
1990,Direct migration background,Upper Secondary Level,Yes,0.04194,39,871,0.02862,0.05526
1990,Direct migration background,Upper Secondary Level,No,0.95806,832,871,0.94474,0.97138
1990,Direct migration background,Post-secondary Non-tertiary Level,No,0.89146,91,91,0.82719,0.95572
1990,Direct migration background,First Stage of Tertiary Education,No,0.95812,55,55,0.90469,1.01155
1990,Direct migration background,Second Stage of Tertiary Education,No,0.94946,118,118,0.90977,0.98915
1990,Indirect migration background,Lower Secondary Level,Yes,0.48897,65,117,0.39801,0.57994
1990,Indirect migration background,Lower Secondary Level,No,0.51103,52,117,0.42006,0.60199
1990,Indirect migration background,Upper Secondary Level,No,0.79428,67,67,0.69676,0.89180
1991,No migration background,No answer / don't know,Yes,0.44686,38,96,0.34688,0.54684
1991,No migration background,No answer / don't know,No,0.55314,58,96,0.45316,0.65312
1991,No migration background,Primary Level,Yes,0.20951,36,104,0.13092,0.28811
1991,No migration background,Primary Level,No,0.79049,68,104,0.71189,0.86908
1991,No migration background,Lower Secondary Level,Yes,0.12939,329,1874,0.11419,0.14459
1991,No migration background,Lower Secondary Level,No,0.87061,1545,1874,0.85541,0.88581
1991,No migration background,Upper Secondary Level,Yes,0.07595,471,5922,0.06920,0.08270
1991,No migration background,Upper Secondary Level,No,0.92405,5451,5922,0.91730,0.93080
1991,No migration background,Post-secondary Non-tertiary Level,Yes,0.24438,71,269,0.19293,0.29583
1991,No migration background,Post-secondary Non-tertiary Level,No,0.75562,198,269,0.70417,0.80707
1991,No migration background,First Stage of Tertiary Education,Yes,0.06271,44,692,0.04464,0.08079
1991,No migration background,First Stage of Tertiary Education,No,0.93729,648,692,0.91921,0.95536
1991,No migration background,Second Stage of Tertiary Education,Yes,0.09495,173,1549,0.08034,0.10955
1991,No migration background,Second Stage of Tertiary Education,No,0.90505,1376,1549,0.89045,0.91966
1991,Direct migration background,No answer / don't know,No,0.78752,59,59,0.68224,0.89279
1991,Direct migration background,Primary Level,No,0.99215,531,531,0.98463,0.99966
1991,Direct migration background,Lower Secondary Level,Yes,0.09208,72,847,0.07259,0.11156
1991,Direct migration background,Lower Secondary Level,No,0.90792,775,847,0.88844,0.92741
1991,Direct migration background,Upper Secondary Level,Yes,0.03341,39,870,0.02146,0.04535
1991,Direct migration background,Upper Secondary Level,No,0.96659,831,870,0.95465,0.97854
1991,Direct migration background,Post-secondary Non-tertiary Level,No,0.86852,90,90,0.79831,0.93873
1991,Direct migration background,First Stage of Tertiary Education,No,0.99332,55,55,0.97158,1.01505
1991,Direct migration background,Second Stage of Tertiary Education,No,0.92009,113,113,0.86987,0.97030
1991,Indirect migration background,Lower Secondary Level,Yes,0.59405,89,137,0.51152,0.67659
1991,Indirect migration background,Lower Secondary Level,No,0.40595,48,137,0.32341,0.48848
1991,Indirect migration background,Upper Secondary Level,Yes,0.26907,41,119,0.18905,0.34909
1991,Indirect migration background,Upper Secondary Level,No,0.73093,78,119,0.65091,0.81095
1992,No migration background,No answer / don't know,Yes,0.43584,38,104,0.34008,0.53161
1992,No migration background,No answer / don't know,No,0.56416,66,104,0.46839,0.65992
1992,No migration background,Pre-primary Level,Yes,0.99722,124,124,0.98791,1.00653
1992,No migration background,Primary Level,No,0.89958,72,72,0.82967,0.96949
1992,No migration background,Lower Secondary Level,Yes,0.13223,335,1797,0.11656,0.14789
1992,No migration background,Lower Secondary Level,No,0.86777,1462,1797,0.85211,0.88344
1992,No migration background,Upper Secondary Level,Yes,0.07711,492,5751,0.07021,0.08400
1992,No migration background,Upper Secondary Level,No,0.92289,5259,5751,0.91600,0.92979
1992,No migration background,Post-secondary Non-tertiary Level,Yes,0.24063,75,275,0.19002,0.29125
1992,No migration background,Post-secondary Non-tertiary Level,No,0.75937,200,275,0.70875,0.80998
1992,No migration background,First Stage of Tertiary Education,Yes,0.05283,39,696,0.03620,0.06946
1992,No migration background,First Stage of Tertiary Education,No,0.94717,657,696,0.93054,0.96380
1992,No migration background,Second Stage of Tertiary Education,Yes,0.08652,158,1521,0.07239,0.10066
1992,No migration background,Second Stage of Tertiary Education,No,0.91348,1363,1521,0.89934,0.92761
1992,Direct migration background,No answer / don't know,No,0.89254,62,62,0.81482,0.97026
1992,Direct migration background,Primary Level,No,0.98311,506,506,0.97187,0.99435
1992,Direct migration background,Lower Secondary Level,Yes,0.10410,68,821,0.08320,0.12500
1992,Direct migration background,Lower Secondary Level,No,0.89590,753,821,0.87500,0.91680
1992,Direct migration background,Upper Secondary Level,Yes,0.03501,37,848,0.02263,0.04739
1992,Direct migration background,Upper Secondary Level,No,0.96499,811,848,0.95261,0.97737
1992,Direct migration background,Post-secondary Non-tertiary Level,No,0.91368,86,86,0.85397,0.97338
1992,Direct migration background,First Stage of Tertiary Education,No,0.96361,57,57,0.91457,1.01266
1992,Direct migration background,Second Stage of Tertiary Education,No,0.92425,119,119,0.87650,0.97199
1992,Indirect migration background,Lower Secondary Level,Yes,0.65310,108,166,0.58047,0.72573
1992,Indirect migration background,Lower Secondary Level,No,0.34690,58,166,0.27427,0.41953
1992,Indirect migration background,Upper Secondary Level,Yes,0.25234,37,120,0.17430,0.33038
1992,Indirect migration background,Upper Secondary Level,No,0.74766,83,120,0.66962,0.82570
1993,No migration background,No answer / don't know,Yes,0.48494,42,107,0.38980,0.58008
1993,No migration background,No answer / don't know,No,0.51506,65,107,0.41992,0.61020
1993,No migration background,Primary Level,No,0.88587,71,71,0.81138,0.96036
1993,No migration background,Lower Secondary Level,Yes,0.12482,293,1702,0.10911,0.14053
1993,No migration background,Lower Secondary Level,No,0.87518,1409,1702,0.85947,0.89089
1993,No migration background,Upper Secondary Level,Yes,0.07212,485,5680,0.06539,0.07885
1993,No migration background,Upper Secondary Level,No,0.92788,5195,5680,0.92115,0.93461
1993,No migration background,Post-secondary Non-tertiary Level,Yes,0.27107,79,278,0.21872,0.32341
1993,No migration background,Post-secondary Non-tertiary Level,No,0.72893,199,278,0.67659,0.78128
1993,No migration background,First Stage of Tertiary Education,Yes,0.05118,39,678,0.03458,0.06778
1993,No migration background,First Stage of Tertiary Education,No,0.94882,639,678,0.93222,0.96542
1993,No migration background,Second Stage of Tertiary Education,Yes,0.08651,140,1500,0.07228,0.10074
1993,No migration background,Second Stage of Tertiary Education,No,0.91349,1360,1500,0.89926,0.92772
1993,Direct migration background,No answer / don't know,No,0.93059,57,57,0.86402,0.99715
1993,Direct migration background,Primary Level,No,0.99120,499,499,0.98300,0.99940
1993,Direct migration background,Lower Secondary Level,Yes,0.07191,47,783,0.05380,0.09002
1993,Direct migration background,Lower Secondary Level,No,0.92809,736,783,0.90998,0.94620
1993,Direct migration background,Upper Secondary Level,Yes,0.04168,44,839,0.02815,0.05521
1993,Direct migration background,Upper Secondary Level,No,0.95832,795,839,0.94479,0.97185
1993,Direct migration background,Post-secondary Non-tertiary Level,No,0.93036,88,88,0.87688,0.98385
1993,Direct migration background,First Stage of Tertiary Education,No,0.97974,54,54,0.94182,1.01767
1993,Direct migration background,Second Stage of Tertiary Education,No,0.98536,128,128,0.96447,1.00625
1993,Indirect migration background,Lower Secondary Level,Yes,0.69136,124,193,0.62602,0.75670
1993,Indirect migration background,Lower Secondary Level,No,0.30864,69,193,0.24330,0.37398
1993,Indirect migration background,Upper Secondary Level,Yes,0.23863,39,145,0.16901,0.30826
1993,Indirect migration background,Upper Secondary Level,No,0.76137,106,145,0.69174,0.83099
1994,No migration background,No answer / don't know,No,0.69492,69,69,0.58549,0.80436
1994,No migration background,Pre-primary Level,Yes,0.99131,164,164,0.97707,1.00556
1994,No migration background,Primary Level,No,0.85266,58,58,0.76064,0.94468
1994,No migration background,Lower Secondary Level,Yes,0.11185,249,1603,0.09642,0.12728
1994,No migration background,Lower Secondary Level,No,0.88815,1354,1603,0.87272,0.90358
1994,No migration background,Upper Secondary Level,Yes,0.06431,423,5596,0.05788,0.07073
1994,No migration background,Upper Secondary Level,No,0.93569,5173,5596,0.92927,0.94212
1994,No migration background,Post-secondary Non-tertiary Level,Yes,0.24116,80,291,0.19193,0.29040
1994,No migration background,Post-secondary Non-tertiary Level,No,0.75884,211,291,0.70960,0.80807
1994,No migration background,First Stage of Tertiary Education,Yes,0.05351,38,682,0.03661,0.07042
1994,No migration background,First Stage of Tertiary Education,No,0.94649,644,682,0.92958,0.96339
1994,No migration background,Second Stage of Tertiary Education,Yes,0.08635,133,1520,0.07222,0.10047
1994,No migration background,Second Stage of Tertiary Education,No,0.91365,1387,1520,0.89953,0.92778
1994,Direct migration background,No answer / don't know,No,0.92728,79,79,0.86966,0.98491
1994,Direct migration background,Primary Level,No,0.98621,462,462,0.97556,0.99685
1994,Direct migration background,Lower Secondary Level,No,0.95243,680,680,0.93642,0.96844
1994,Direct migration background,Upper Secondary Level,Yes,0.05071,45,818,0.03566,0.06575
1994,Direct migration background,Upper Secondary Level,No,0.94929,773,818,0.93425,0.96434
1994,Direct migration background,Post-secondary Non-tertiary Level,No,0.91055,78,78,0.84680,0.97429
1994,Direct migration background,First Stage of Tertiary Education,No,0.99069,56,56,0.96531,1.01607
1994,Direct migration background,Second Stage of Tertiary Education,No,0.98884,122,122,0.97011,1.00756
1994,Indirect migration background,Pre-primary Level,Yes,0.95183,59,59,0.89672,1.00694
1994,Indirect migration background,Lower Secondary Level,Yes,0.60510,102,181,0.53369,0.67651
1994,Indirect migration background,Lower Secondary Level,No,0.39490,79,181,0.32349,0.46631
1994,Indirect migration background,Upper Secondary Level,Yes,0.25426,39,154,0.18526,0.32326
1994,Indirect migration background,Upper Secondary Level,No,0.74574,115,154,0.67674,0.81474
1995,No migration background,No answer / don't know,Yes,0.32341,32,98,0.23032,0.41650
1995,No migration background,No answer / don't know,No,0.67659,66,98,0.58350,0.76968
1995,No migration background,Pre-primary Level,Yes,0.99036,193,193,0.97654,1.00418
1995,No migration background,Primary Level,No,0.94668,53,53,0.88562,1.00775
1995,No migration background,Lower Secondary Level,Yes,0.11610,262,1545,0.10012,0.13207
1995,No migration background,Lower Secondary Level,No,0.88390,1283,1545,0.86793,0.89988
1995,No migration background,Upper Secondary Level,Yes,0.06523,437,5559,0.05874,0.07172
1995,No migration background,Upper Secondary Level,No,0.93477,5122,5559,0.92828,0.94126
1995,No migration background,Post-secondary Non-tertiary Level,Yes,0.27335,83,305,0.22325,0.32345
1995,No migration background,Post-secondary Non-tertiary Level,No,0.72665,222,305,0.67655,0.77675
1995,No migration background,First Stage of Tertiary Education,Yes,0.04564,38,689,0.03004,0.06123
1995,No migration background,First Stage of Tertiary Education,No,0.95436,651,689,0.93877,0.96996
1995,No migration background,Second Stage of Tertiary Education,Yes,0.07694,133,1549,0.06366,0.09021
1995,No migration background,Second Stage of Tertiary Education,No,0.92306,1416,1549,0.90979,0.93634
1995,Direct migration background,No answer / don't know,No,0.93255,109,109,0.88524,0.97985
1995,Direct migration background,Pre-primary Level,Yes,0.94337,36,36,0.86679,1.01994
1995,Direct migration background,Primary Level,No,0.97656,454,454,0.96263,0.99049
1995,Direct migration background,Lower Secondary Level,Yes,0.06550,46,780,0.04812,0.08287
1995,Direct migration background,Lower Secondary Level,No,0.93450,734,780,0.91713,0.95188
1995,Direct migration background,Upper Secondary Level,Yes,0.06889,63,987,0.05308,0.08470
1995,Direct migration background,Upper Secondary Level,No,0.93111,924,987,0.91530,0.94692
1995,Direct migration background,Post-secondary Non-tertiary Level,No,0.93538,142,142,0.89480,0.97596
1995,Direct migration background,First Stage of Tertiary Education,No,0.93994,51,51,0.87409,1.00580
1995,Direct migration background,Second Stage of Tertiary Education,No,0.89700,174,174,0.85170,0.94229
1995,Indirect migration background,Lower Secondary Level,Yes,0.59030,93,167,0.51549,0.66511
1995,Indirect migration background,Lower Secondary Level,No,0.40970,74,167,0.33489,0.48451
1995,Indirect migration background,Upper Secondary Level,Yes,0.25111,46,180,0.18758,0.31463
1995,Indirect migration background,Upper Secondary Level,No,0.74889,134,180,0.68537,0.81242
1996,No migration background,No answer / don't know,Yes,0.33673,38,104,0.24546,0.42800
1996,No migration background,No answer / don't know,No,0.66327,66,104,0.57200,0.75454
1996,No migration background,Pre-primary Level,Yes,0.98347,209,209,0.96614,1.00080
1996,No migration background,Primary Level,No,0.91966,49,49,0.84276,0.99656
1996,No migration background,Lower Secondary Level,Yes,0.11438,256,1488,0.09820,0.13056
1996,No migration background,Lower Secondary Level,No,0.88562,1232,1488,0.86944,0.90180
1996,No migration background,Upper Secondary Level,Yes,0.05770,390,5477,0.05153,0.06388
1996,No migration background,Upper Secondary Level,No,0.94230,5087,5477,0.93612,0.94847
1996,No migration background,Post-secondary Non-tertiary Level,Yes,0.28005,86,319,0.23069,0.32940
1996,No migration background,Post-secondary Non-tertiary Level,No,0.71995,233,319,0.67060,0.76931
1996,No migration background,First Stage of Tertiary Education,Yes,0.04260,36,686,0.02747,0.05772
1996,No migration background,First Stage of Tertiary Education,No,0.95740,650,686,0.94228,0.97253
1996,No migration background,Second Stage of Tertiary Education,Yes,0.06279,103,1563,0.05076,0.07482
1996,No migration background,Second Stage of Tertiary Education,No,0.93721,1460,1563,0.92518,0.94924
1996,Direct migration background,No answer / don't know,No,0.87774,94,94,0.81116,0.94432
1996,Direct migration background,Primary Level,No,0.96783,415,415,0.95083,0.98482
1996,Direct migration background,Lower Secondary Level,Yes,0.06930,42,725,0.05080,0.08779
1996,Direct migration background,Lower Secondary Level,No,0.93070,683,725,0.91221,0.94920
1996,Direct migration background,Upper Secondary Level,Yes,0.05618,55,933,0.04140,0.07097
1996,Direct migration background,Upper Secondary Level,No,0.94382,878,933,0.92903,0.95860
1996,Direct migration background,Post-secondary Non-tertiary Level,No,0.92221,130,130,0.87599,0.96843
1996,Direct migration background,First Stage of Tertiary Education,No,0.99170,58,58,0.96816,1.01525
1996,Direct migration background,Second Stage of Tertiary Education,No,0.92330,170,170,0.88318,0.96342
1996,Indirect migration background,No answer / don't know,No,0.59475,35,35,0.42973,0.75978
1996,Indirect migration background,Pre-primary Level,Yes,0.96522,51,51,0.91444,1.01601
1996,Indirect migration background,Lower Secondary Level,Yes,0.53667,82,172,0.46193,0.61141
1996,Indirect migration background,Lower Secondary Level,No,0.46333,90,172,0.38859,0.53807
1996,Indirect migration background,Upper Secondary Level,Yes,0.20054,53,205,0.14560,0.25549
1996,Indirect migration background,Upper Secondary Level,No,0.79946,152,205,0.74451,0.85440
1997,No migration background,No answer / don't know,Yes,0.41435,54,119,0.32546,0.50323
1997,No migration background,No answer / don't know,No,0.58565,65,119,0.49677,0.67454
1997,No migration background,Pre-primary Level,Yes,0.99109,221,221,0.97867,1.00351
1997,No migration background,Primary Level,No,0.91967,48,48,0.84196,0.99738
1997,No migration background,Lower Secondary Level,Yes,0.12158,258,1441,0.10470,0.13846
1997,No migration background,Lower Secondary Level,No,0.87842,1183,1441,0.86154,0.89530
1997,No migration background,Upper Secondary Level,Yes,0.05573,361,5389,0.04961,0.06186
1997,No migration background,Upper Secondary Level,No,0.94427,5028,5389,0.93814,0.95039
