year,age_gr,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Second Stage of Tertiary Education,No,0.67178,82,120,0.58741,0.75615
1985,30-45 y.,Primary Level,No,0.98985,318,318,0.97881,1.00088
1985,30-45 y.,Lower Secondary Level,No,0.99386,676,676,0.98797,0.99975
1985,30-45 y.,Upper Secondary Level,Yes,0.03732,60,1758,0.02846,0.04618
1985,30-45 y.,Upper Secondary Level,No,0.96268,1698,1758,0.95382,0.97154
1985,30-45 y.,Post-secondary Non-tertiary Level,No,0.78502,74,74,0.69078,0.87926
1985,30-45 y.,First Stage of Tertiary Education,No,0.90892,212,212,0.87009,0.94774
1985,30-45 y.,Second Stage of Tertiary Education,No,0.95647,343,343,0.93484,0.97809
1985,46-65 y.,Lower Secondary Level,No,0.99944,995,995,0.99796,1.00091
1985,46-65 y.,Upper Secondary Level,No,0.99672,1469,1469,0.99379,0.99964
1985,46-65 y.,Second Stage of Tertiary Education,No,0.96438,210,210,0.93925,0.98951
1985,66 and older,Upper Secondary Level,No,0.99774,512,512,0.99362,1.00186
1986,17-29 y.,No answer / don't know,Yes,0.67998,31,62,0.56291,0.79704
1986,17-29 y.,No answer / don't know,No,0.32002,31,62,0.20296,0.43709
1986,17-29 y.,Primary Level,Yes,0.31198,42,162,0.24042,0.38355
1986,17-29 y.,Primary Level,No,0.68802,120,162,0.61645,0.75958
1986,17-29 y.,Lower Secondary Level,Yes,0.60294,506,948,0.57178,0.63411
1986,17-29 y.,Lower Secondary Level,No,0.39706,442,948,0.36589,0.42822
1986,17-29 y.,Upper Secondary Level,Yes,0.27790,375,1395,0.25438,0.30141
1986,17-29 y.,Upper Secondary Level,No,0.72210,1020,1395,0.69859,0.74562
1986,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.25837,31,106,0.17464,0.34210
1986,17-29 y.,Post-secondary Non-tertiary Level,No,0.74163,75,106,0.65790,0.82536
1986,17-29 y.,First Stage of Tertiary Education,No,0.87163,87,87,0.80094,0.94233
1986,17-29 y.,Second Stage of Tertiary Education,No,0.71294,64,64,0.60123,0.82465
1986,30-45 y.,Primary Level,No,0.99083,279,279,0.97963,1.00204
1986,30-45 y.,Lower Secondary Level,No,0.99504,615,615,0.98948,1.00060
1986,30-45 y.,Upper Secondary Level,Yes,0.03576,54,1657,0.02682,0.04471
1986,30-45 y.,Upper Secondary Level,No,0.96424,1603,1657,0.95529,0.97318
1986,30-45 y.,Post-secondary Non-tertiary Level,No,0.83014,84,84,0.74936,0.91093
1986,30-45 y.,First Stage of Tertiary Education,No,0.92556,199,199,0.88899,0.96212
1986,30-45 y.,Second Stage of Tertiary Education,Yes,0.10704,41,376,0.07574,0.13833
1986,30-45 y.,Second Stage of Tertiary Education,No,0.89296,335,376,0.86167,0.92426
1986,46-65 y.,Lower Secondary Level,No,0.99772,947,947,0.99468,1.00076
1986,46-65 y.,Upper Secondary Level,No,0.99338,1458,1458,0.98922,0.99755
1986,46-65 y.,First Stage of Tertiary Education,No,0.98431,190,190,0.96659,1.00203
1986,46-65 y.,Second Stage of Tertiary Education,No,0.97945,222,222,0.96074,0.99815
1986,66 and older,Upper Secondary Level,No,0.99720,473,473,0.99243,1.00197
1986,66 and older,Second Stage of Tertiary Education,No,0.97335,52,52,0.92915,1.01755
1987,17-29 y.,No answer / don't know,Yes,0.69794,39,74,0.59261,0.80327
1987,17-29 y.,No answer / don't know,No,0.30206,35,74,0.19673,0.40739
1987,17-29 y.,Primary Level,Yes,0.28005,33,136,0.20430,0.35579
1987,17-29 y.,Primary Level,No,0.71995,103,136,0.64421,0.79570
1987,17-29 y.,Lower Secondary Level,Yes,0.55282,493,924,0.52074,0.58489
1987,17-29 y.,Lower Secondary Level,No,0.44718,431,924,0.41511,0.47926
1987,17-29 y.,Upper Secondary Level,Yes,0.25516,355,1397,0.23229,0.27803
1987,17-29 y.,Upper Secondary Level,No,0.74484,1042,1397,0.72197,0.76771
1987,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.32011,33,106,0.23087,0.40934
1987,17-29 y.,Post-secondary Non-tertiary Level,No,0.67989,73,106,0.59066,0.76913
1987,17-29 y.,First Stage of Tertiary Education,No,0.88819,78,78,0.81780,0.95858
1987,17-29 y.,Second Stage of Tertiary Education,Yes,0.38097,33,90,0.28008,0.48186
1987,17-29 y.,Second Stage of Tertiary Education,No,0.61903,57,90,0.51814,0.71992
1987,30-45 y.,Primary Level,No,0.99117,275,275,0.98010,1.00225
1987,30-45 y.,Lower Secondary Level,No,0.99025,582,582,0.98226,0.99824
1987,30-45 y.,Upper Secondary Level,Yes,0.03376,44,1600,0.02491,0.04262
1987,30-45 y.,Upper Secondary Level,No,0.96624,1556,1600,0.95738,0.97509
1987,30-45 y.,Post-secondary Non-tertiary Level,No,0.77903,80,80,0.68754,0.87053
1987,30-45 y.,First Stage of Tertiary Education,No,0.91611,198,198,0.87740,0.95482
1987,30-45 y.,Second Stage of Tertiary Education,Yes,0.09974,33,364,0.06891,0.13056
1987,30-45 y.,Second Stage of Tertiary Education,No,0.90026,331,364,0.86944,0.93109
1987,46-65 y.,Lower Secondary Level,No,0.99691,917,917,0.99331,1.00050
1987,46-65 y.,Upper Secondary Level,No,0.99113,1460,1460,0.98631,0.99594
1987,46-65 y.,Post-secondary Non-tertiary Level,No,0.96275,52,52,0.91078,1.01473
1987,46-65 y.,First Stage of Tertiary Education,No,0.97403,187,187,0.95117,0.99689
1987,46-65 y.,Second Stage of Tertiary Education,No,0.97146,225,225,0.94965,0.99327
1987,66 and older,Upper Secondary Level,No,0.99490,498,498,0.98864,1.00116
1988,17-29 y.,No answer / don't know,Yes,0.59008,44,93,0.48958,0.69058
1988,17-29 y.,No answer / don't know,No,0.40992,49,93,0.30942,0.51042
1988,17-29 y.,Primary Level,No,0.73459,100,100,0.64761,0.82157
1988,17-29 y.,Lower Secondary Level,Yes,0.55686,472,916,0.52467,0.58904
1988,17-29 y.,Lower Secondary Level,No,0.44314,444,916,0.41096,0.47533
1988,17-29 y.,Upper Secondary Level,Yes,0.26781,339,1312,0.24384,0.29178
1988,17-29 y.,Upper Secondary Level,No,0.73219,973,1312,0.70822,0.75616
1988,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.35871,34,105,0.26653,0.45089
1988,17-29 y.,Post-secondary Non-tertiary Level,No,0.64129,71,105,0.54911,0.73347
1988,17-29 y.,First Stage of Tertiary Education,No,0.91459,69,69,0.84815,0.98102
1988,17-29 y.,Second Stage of Tertiary Education,No,0.72577,54,54,0.60567,0.84588
1988,30-45 y.,Lower Secondary Level,No,0.99001,530,530,0.98154,0.99849
1988,30-45 y.,Upper Secondary Level,Yes,0.03806,53,1505,0.02839,0.04773
1988,30-45 y.,Upper Secondary Level,No,0.96194,1452,1505,0.95227,0.97161
1988,30-45 y.,Post-secondary Non-tertiary Level,No,0.85367,82,82,0.77670,0.93064
1988,30-45 y.,First Stage of Tertiary Education,No,0.94996,202,202,0.91982,0.98010
1988,30-45 y.,Second Stage of Tertiary Education,No,0.91916,314,314,0.88896,0.94936
1988,46-65 y.,Lower Secondary Level,No,0.99420,886,886,0.98920,0.99920
1988,46-65 y.,Upper Secondary Level,No,0.99069,1418,1418,0.98569,0.99569
1988,46-65 y.,First Stage of Tertiary Education,No,0.99305,180,180,0.98088,1.00522
1988,46-65 y.,Second Stage of Tertiary Education,No,0.98076,224,224,0.96273,0.99879
1989,17-29 y.,No answer / don't know,Yes,0.58570,40,87,0.48158,0.68981
1989,17-29 y.,No answer / don't know,No,0.41430,47,87,0.31019,0.51842
1989,17-29 y.,Primary Level,No,0.73900,96,96,0.65068,0.82731
1989,17-29 y.,Lower Secondary Level,Yes,0.55931,413,858,0.52607,0.59255
1989,17-29 y.,Lower Secondary Level,No,0.44069,445,858,0.40745,0.47393
1989,17-29 y.,Upper Secondary Level,Yes,0.26210,319,1308,0.23825,0.28594
1989,17-29 y.,Upper Secondary Level,No,0.73790,989,1308,0.71406,0.76175
1989,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.34739,35,121,0.26220,0.43258
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.65261,86,121,0.56742,0.73780
1989,17-29 y.,First Stage of Tertiary Education,No,0.90960,73,73,0.84337,0.97584
1989,17-29 y.,Second Stage of Tertiary Education,No,0.73643,58,58,0.62206,0.85081
1989,30-45 y.,No answer / don't know,No,0.96430,31,31,0.89791,1.03070
1989,30-45 y.,Primary Level,No,0.98049,218,218,0.96209,0.99889
1989,30-45 y.,Lower Secondary Level,No,0.99449,496,496,0.98797,1.00101
1989,30-45 y.,Upper Secondary Level,Yes,0.04768,61,1464,0.03676,0.05860
1989,30-45 y.,Upper Secondary Level,No,0.95232,1403,1464,0.94140,0.96324
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.89574,85,85,0.83038,0.96109
1989,30-45 y.,First Stage of Tertiary Education,No,0.95456,191,191,0.92494,0.98417
1989,30-45 y.,Second Stage of Tertiary Education,No,0.92838,314,314,0.89982,0.95695
1989,46-65 y.,Lower Secondary Level,No,0.99951,835,835,0.99801,1.00101
1989,46-65 y.,Upper Secondary Level,No,0.99320,1369,1369,0.98884,0.99755
1989,46-65 y.,First Stage of Tertiary Education,No,0.98338,166,166,0.96387,1.00289
1989,46-65 y.,Second Stage of Tertiary Education,No,0.97665,222,222,0.95674,0.99656
1989,66 and older,Upper Secondary Level,No,0.99674,469,469,0.99157,1.00190
1989,66 and older,First Stage of Tertiary Education,No,0.98556,67,67,0.95677,1.01434
1990,17-29 y.,No answer / don't know,Yes,0.50300,38,92,0.40027,0.60573
1990,17-29 y.,No answer / don't know,No,0.49700,54,92,0.39427,0.59973
1990,17-29 y.,Primary Level,No,0.80482,96,96,0.72512,0.88452
1990,17-29 y.,Lower Secondary Level,Yes,0.57258,521,979,0.54158,0.60359
1990,17-29 y.,Lower Secondary Level,No,0.42742,458,979,0.39641,0.45842
1990,17-29 y.,Upper Secondary Level,Yes,0.22902,392,1973,0.21048,0.24757
1990,17-29 y.,Upper Secondary Level,No,0.77098,1581,1973,0.75243,0.78952
1990,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40804,60,164,0.33259,0.48349
1990,17-29 y.,Post-secondary Non-tertiary Level,No,0.59196,104,164,0.51651,0.66741
1990,17-29 y.,First Stage of Tertiary Education,No,0.91939,92,92,0.86346,0.97533
1990,17-29 y.,Second Stage of Tertiary Education,Yes,0.27009,50,230,0.21258,0.32760
1990,17-29 y.,Second Stage of Tertiary Education,No,0.72991,180,230,0.67240,0.78742
1990,30-45 y.,No answer / don't know,No,0.93480,40,40,0.85731,1.01228
1990,30-45 y.,Primary Level,No,0.97684,200,200,0.95594,0.99774
1990,30-45 y.,Lower Secondary Level,No,0.99292,531,531,0.98579,1.00006
1990,30-45 y.,Upper Secondary Level,Yes,0.04029,91,2285,0.03223,0.04836
1990,30-45 y.,Upper Secondary Level,No,0.95971,2194,2285,0.95164,0.96777
1990,30-45 y.,Post-secondary Non-tertiary Level,No,0.87303,109,109,0.81024,0.93582
1990,30-45 y.,First Stage of Tertiary Education,No,0.94793,287,287,0.92219,0.97368
1990,30-45 y.,Second Stage of Tertiary Education,Yes,0.09138,74,814,0.07157,0.11118
1990,30-45 y.,Second Stage of Tertiary Education,No,0.90862,740,814,0.88882,0.92843
1990,46-65 y.,Lower Secondary Level,No,0.99316,953,953,0.98792,0.99839
1990,46-65 y.,Upper Secondary Level,No,0.98646,2090,2090,0.98151,0.99142
1990,46-65 y.,Post-secondary Non-tertiary Level,No,0.96137,55,55,0.90997,1.01277
1990,46-65 y.,First Stage of Tertiary Education,No,0.97533,256,256,0.95629,0.99437
1990,46-65 y.,Second Stage of Tertiary Education,No,0.95458,514,514,0.93656,0.97259
1990,66 and older,Upper Secondary Level,No,0.99890,693,693,0.99643,1.00137
1991,17-29 y.,No answer / don't know,Yes,0.61867,51,109,0.52706,0.71027
1991,17-29 y.,No answer / don't know,No,0.38133,58,109,0.28973,0.47294
1991,17-29 y.,Primary Level,Yes,0.31385,49,144,0.23779,0.38991
1991,17-29 y.,Primary Level,No,0.68615,95,144,0.61009,0.76221
1991,17-29 y.,Lower Secondary Level,Yes,0.56156,486,932,0.52969,0.59344
1991,17-29 y.,Lower Secondary Level,No,0.43844,446,932,0.40656,0.47031
1991,17-29 y.,Upper Secondary Level,Yes,0.24522,415,1878,0.22575,0.26468
1991,17-29 y.,Upper Secondary Level,No,0.75478,1463,1878,0.73532,0.77425
1991,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36720,64,171,0.29474,0.43966
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.63280,107,171,0.56034,0.70526
1991,17-29 y.,First Stage of Tertiary Education,No,0.89427,87,87,0.82928,0.95926
1991,17-29 y.,Second Stage of Tertiary Education,Yes,0.20951,40,200,0.15297,0.26605
1991,17-29 y.,Second Stage of Tertiary Education,No,0.79049,160,200,0.73395,0.84703
1991,30-45 y.,No answer / don't know,No,0.82543,41,41,0.70779,0.94307
1991,30-45 y.,Lower Secondary Level,No,0.99356,519,519,0.98668,1.00045
1991,30-45 y.,Upper Secondary Level,Yes,0.04876,111,2305,0.03997,0.05755
1991,30-45 y.,Upper Secondary Level,No,0.95124,2194,2305,0.94245,0.96003
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.82265,105,105,0.74924,0.89607
1991,30-45 y.,First Stage of Tertiary Education,No,0.90019,275,275,0.86470,0.93568
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.12655,113,816,0.10372,0.14937
1991,30-45 y.,Second Stage of Tertiary Education,No,0.87345,703,816,0.85063,0.89628
1991,46-65 y.,Lower Secondary Level,No,0.99902,914,914,0.99698,1.00105
1991,46-65 y.,Upper Secondary Level,No,0.98965,2002,2002,0.98521,0.99408
1991,46-65 y.,Post-secondary Non-tertiary Level,No,0.98497,60,60,0.95392,1.01602
1991,46-65 y.,First Stage of Tertiary Education,No,0.97471,254,254,0.95536,0.99406
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.04862,34,549,0.03061,0.06662
1991,46-65 y.,Second Stage of Tertiary Education,No,0.95138,515,549,0.93338,0.96939
1991,66 and older,Upper Secondary Level,No,0.99917,701,701,0.99704,1.00130
1991,66 and older,First Stage of Tertiary Education,No,0.98918,92,92,0.96793,1.01044
1992,17-29 y.,No answer / don't know,Yes,0.56318,49,116,0.47253,0.65384
1992,17-29 y.,No answer / don't know,No,0.43682,67,116,0.34616,0.52747
1992,17-29 y.,Pre-primary Level,Yes,0.99776,186,186,0.99095,1.00457
1992,17-29 y.,Primary Level,Yes,0.20624,31,131,0.13668,0.27579
1992,17-29 y.,Primary Level,No,0.79376,100,131,0.72421,0.86332
1992,17-29 y.,Lower Secondary Level,Yes,0.57608,500,932,0.54434,0.60783
1992,17-29 y.,Lower Secondary Level,No,0.42392,432,932,0.39217,0.45566
1992,17-29 y.,Upper Secondary Level,Yes,0.25071,395,1761,0.23046,0.27096
1992,17-29 y.,Upper Secondary Level,No,0.74929,1366,1761,0.72904,0.76954
1992,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.39564,71,171,0.32214,0.46915
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.60436,100,171,0.53085,0.67786
1992,17-29 y.,First Stage of Tertiary Education,No,0.84854,87,87,0.77278,0.92431
1992,17-29 y.,Second Stage of Tertiary Education,Yes,0.25178,44,171,0.18654,0.31703
1992,17-29 y.,Second Stage of Tertiary Education,No,0.74822,127,171,0.68297,0.81346
1992,30-45 y.,No answer / don't know,No,0.88090,39,39,0.77791,0.98388
1992,30-45 y.,Lower Secondary Level,No,0.96871,479,479,0.95310,0.98432
1992,30-45 y.,Upper Secondary Level,Yes,0.05037,129,2267,0.04136,0.05937
1992,30-45 y.,Upper Secondary Level,No,0.94963,2138,2267,0.94063,0.95864
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.87642,114,114,0.81574,0.93710
1992,30-45 y.,First Stage of Tertiary Education,No,0.91528,288,288,0.88307,0.94750
1992,30-45 y.,Second Stage of Tertiary Education,Yes,0.11065,103,829,0.08928,0.13202
1992,30-45 y.,Second Stage of Tertiary Education,No,0.88935,726,829,0.86798,0.91072
1992,46-65 y.,Primary Level,No,0.99335,278,278,0.98378,1.00292
1992,46-65 y.,Lower Secondary Level,No,0.99740,884,884,0.99404,1.00076
1992,46-65 y.,Upper Secondary Level,Yes,0.01708,41,1974,0.01137,0.02280
1992,46-65 y.,Upper Secondary Level,No,0.98292,1933,1974,0.97720,0.98863
1992,46-65 y.,Post-secondary Non-tertiary Level,No,0.98038,54,54,0.94304,1.01772
1992,46-65 y.,First Stage of Tertiary Education,No,0.98752,253,253,0.97382,1.00123
1992,46-65 y.,Second Stage of Tertiary Education,No,0.96119,523,523,0.94463,0.97776
1992,66 and older,Upper Secondary Level,No,0.99921,716,716,0.99715,1.00127
1993,17-29 y.,No answer / don't know,Yes,0.61781,56,123,0.53159,0.70404
1993,17-29 y.,No answer / don't know,No,0.38219,67,123,0.29596,0.46841
1993,17-29 y.,Primary Level,No,0.78630,101,101,0.70596,0.86665
1993,17-29 y.,Lower Secondary Level,Yes,0.56691,455,884,0.53423,0.59960
1993,17-29 y.,Lower Secondary Level,No,0.43309,429,884,0.40040,0.46577
1993,17-29 y.,Upper Secondary Level,Yes,0.26009,422,1734,0.23943,0.28074
1993,17-29 y.,Upper Secondary Level,No,0.73991,1312,1734,0.71926,0.76057
1993,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.45354,77,169,0.37826,0.52882
1993,17-29 y.,Post-secondary Non-tertiary Level,No,0.54646,92,169,0.47118,0.62174
1993,17-29 y.,First Stage of Tertiary Education,No,0.77914,79,79,0.68707,0.87120
1993,17-29 y.,Second Stage of Tertiary Education,Yes,0.26757,35,163,0.19940,0.33575
1993,17-29 y.,Second Stage of Tertiary Education,No,0.73243,128,163,0.66425,0.80060
1993,30-45 y.,No answer / don't know,No,0.76937,38,38,0.63364,0.90510
1993,30-45 y.,Lower Secondary Level,No,0.98012,456,456,0.96729,0.99294
1993,30-45 y.,Upper Secondary Level,Yes,0.04654,125,2251,0.03784,0.05525
1993,30-45 y.,Upper Secondary Level,No,0.95346,2126,2251,0.94475,0.96216
1993,30-45 y.,Post-secondary Non-tertiary Level,No,0.88093,123,123,0.82346,0.93840
1993,30-45 y.,First Stage of Tertiary Education,No,0.94535,298,298,0.91950,0.97120
1993,30-45 y.,Second Stage of Tertiary Education,Yes,0.09742,90,806,0.07694,0.11791
1993,30-45 y.,Second Stage of Tertiary Education,No,0.90258,716,806,0.88209,0.92306
1993,46-65 y.,Lower Secondary Level,No,0.99682,844,844,0.99302,1.00062
1993,46-65 y.,Upper Secondary Level,No,0.99166,1929,1929,0.98760,0.99572
1993,46-65 y.,Post-secondary Non-tertiary Level,No,0.98951,51,51,0.96126,1.01775
1993,46-65 y.,First Stage of Tertiary Education,No,0.98516,237,237,0.96974,1.00059
1993,46-65 y.,Second Stage of Tertiary Education,No,0.96297,531,531,0.94689,0.97905
1994,17-29 y.,No answer / don't know,Yes,0.43096,49,137,0.34773,0.51419
1994,17-29 y.,No answer / don't know,No,0.56904,88,137,0.48581,0.65227
1994,17-29 y.,Pre-primary Level,Yes,0.98087,235,235,0.96332,0.99842
1994,17-29 y.,Primary Level,No,0.72901,80,80,0.63100,0.82702
1994,17-29 y.,Lower Secondary Level,Yes,0.53620,371,772,0.50099,0.57140
1994,17-29 y.,Lower Secondary Level,No,0.46380,401,772,0.42860,0.49901
1994,17-29 y.,Upper Secondary Level,Yes,0.23587,375,1654,0.21540,0.25634
1994,17-29 y.,Upper Secondary Level,No,0.76413,1279,1654,0.74366,0.78460
1994,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40218,76,173,0.32890,0.47546
1994,17-29 y.,Post-secondary Non-tertiary Level,No,0.59782,97,173,0.52454,0.67110
1994,17-29 y.,First Stage of Tertiary Education,No,0.85078,88,88,0.77591,0.92565
1994,17-29 y.,Second Stage of Tertiary Education,Yes,0.21749,32,164,0.15416,0.28082
1994,17-29 y.,Second Stage of Tertiary Education,No,0.78251,132,164,0.71918,0.84584
1994,30-45 y.,No answer / don't know,No,0.97130,48,48,0.92357,1.01903
1994,30-45 y.,Lower Secondary Level,No,0.96580,432,432,0.94864,0.98296
1994,30-45 y.,Upper Secondary Level,Yes,0.04830,111,2229,0.03940,0.05720
1994,30-45 y.,Upper Secondary Level,No,0.95170,2118,2229,0.94280,0.96060
1994,30-45 y.,Post-secondary Non-tertiary Level,No,0.87356,133,133,0.81687,0.93026
1994,30-45 y.,First Stage of Tertiary Education,No,0.92218,289,289,0.89124,0.95312
1994,30-45 y.,Second Stage of Tertiary Education,Yes,0.08875,76,812,0.06918,0.10833
1994,30-45 y.,Second Stage of Tertiary Education,No,0.91125,736,812,0.89167,0.93082
1994,46-65 y.,Lower Secondary Level,No,0.99841,810,810,0.99566,1.00116
1994,46-65 y.,Upper Secondary Level,No,0.99076,1924,1924,0.98649,0.99504
1994,46-65 y.,First Stage of Tertiary Education,No,0.98165,241,241,0.96467,0.99863
1994,46-65 y.,Second Stage of Tertiary Education,No,0.93909,518,518,0.91847,0.95970
1994,66 and older,Upper Secondary Level,No,0.99555,740,740,0.99075,1.00035
1995,17-29 y.,No answer / don't know,Yes,0.47473,60,162,0.39759,0.55187
1995,17-29 y.,No answer / don't know,No,0.52527,102,162,0.44813,0.60241
1995,17-29 y.,Pre-primary Level,Yes,0.99098,282,282,0.97992,1.00203
1995,17-29 y.,Primary Level,No,0.78716,63,63,0.68527,0.88904
1995,17-29 y.,Lower Secondary Level,Yes,0.57435,394,763,0.53924,0.60945
1995,17-29 y.,Lower Secondary Level,No,0.42565,369,763,0.39055,0.46076
1995,17-29 y.,Upper Secondary Level,Yes,0.27377,415,1615,0.25201,0.29552
1995,17-29 y.,Upper Secondary Level,No,0.72623,1200,1615,0.70448,0.74799
1995,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.44345,76,173,0.36921,0.51770
1995,17-29 y.,Post-secondary Non-tertiary Level,No,0.55655,97,173,0.48230,0.63079
1995,17-29 y.,First Stage of Tertiary Education,No,0.85825,91,91,0.78619,0.93031
1995,17-29 y.,Second Stage of Tertiary Education,Yes,0.23977,40,172,0.17578,0.30377
1995,17-29 y.,Second Stage of Tertiary Education,No,0.76023,132,172,0.69623,0.82422
1995,30-45 y.,No answer / don't know,No,0.99091,56,56,0.96583,1.01599
1995,30-45 y.,Lower Secondary Level,No,0.98442,458,458,0.97306,0.99577
1995,30-45 y.,Upper Secondary Level,Yes,0.04363,106,2386,0.03544,0.05183
1995,30-45 y.,Upper Secondary Level,No,0.95637,2280,2386,0.94817,0.96456
1995,30-45 y.,Post-secondary Non-tertiary Level,No,0.86961,190,190,0.82160,0.91762
1995,30-45 y.,First Stage of Tertiary Education,No,0.94538,303,303,0.91975,0.97101
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.09561,84,847,0.07580,0.11543
1995,30-45 y.,Second Stage of Tertiary Education,No,0.90439,763,847,0.88457,0.92420
1995,46-65 y.,Upper Secondary Level,No,0.98892,1960,1960,0.98429,0.99356
1995,46-65 y.,Post-secondary Non-tertiary Level,No,0.97674,61,61,0.93859,1.01488
1995,46-65 y.,First Stage of Tertiary Education,No,0.97469,235,235,0.95457,0.99482
1995,46-65 y.,Second Stage of Tertiary Education,No,0.95088,552,552,0.93283,0.96892
1995,66 and older,First Stage of Tertiary Education,No,0.98278,82,82,0.95445,1.01111
1995,66 and older,Second Stage of Tertiary Education,No,0.99430,151,151,0.98226,1.00635
1996,17-29 y.,No answer / don't know,Yes,0.51427,64,157,0.43584,0.59270
1996,17-29 y.,No answer / don't know,No,0.48573,93,157,0.40730,0.56416
1996,17-29 y.,Pre-primary Level,Yes,0.97371,287,287,0.95517,0.99225
1996,17-29 y.,Primary Level,No,0.78481,57,57,0.67718,0.89245
1996,17-29 y.,Lower Secondary Level,Yes,0.57000,365,716,0.53371,0.60629
1996,17-29 y.,Lower Secondary Level,No,0.43000,351,716,0.39371,0.46629
1996,17-29 y.,Upper Secondary Level,Yes,0.24080,357,1490,0.21908,0.26251
1996,17-29 y.,Upper Secondary Level,No,0.75920,1133,1490,0.73749,0.78092
1996,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.45002,66,166,0.37411,0.52593
1996,17-29 y.,Post-secondary Non-tertiary Level,No,0.54998,100,166,0.47407,0.62589
1996,17-29 y.,First Stage of Tertiary Education,No,0.90464,98,98,0.84619,0.96309
