year,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,Yes,0.08815,1277,10357,0.08269,0.09361
1992,No migration background,No,0.74527,9080,10357,0.73688,0.75366
1992,Direct migration background,Yes,0.06584,158,2552,0.05621,0.07546
1992,Direct migration background,No,0.91399,2394,2552,0.90311,0.92487
1992,Indirect migration background,Yes,0.13687,219,405,0.10335,0.17038
1992,Indirect migration background,No,0.12236,186,405,0.09041,0.15432
1993,No migration background,Yes,0.08535,1220,10158,0.07991,0.09078
1993,No migration background,No,0.74642,8938,10158,0.73796,0.75488
1993,Direct migration background,Yes,0.04888,120,2477,0.04039,0.05738
1993,Direct migration background,No,0.93558,2357,2477,0.92591,0.94525
1993,Indirect migration background,Yes,0.17454,245,466,0.14004,0.20904
1993,Indirect migration background,No,0.14002,221,466,0.10848,0.17157
1994,No migration background,Yes,0.07910,1128,10026,0.07381,0.08438
1994,No migration background,No,0.75103,8898,10026,0.74256,0.75949
1994,Direct migration background,Yes,0.04664,107,2358,0.03813,0.05515
1994,Direct migration background,No,0.94181,2251,2358,0.93236,0.95126
1994,Indirect migration background,Yes,0.16775,231,489,0.13460,0.20091
1994,Indirect migration background,No,0.16454,258,489,0.13164,0.19743
1995,No migration background,Yes,0.08067,1184,10000,0.07533,0.08601
1995,No migration background,No,0.74964,8816,10000,0.74115,0.75813
1995,Direct migration background,Yes,0.07695,191,2781,0.06704,0.08686
1995,Direct migration background,No,0.86381,2590,2781,0.85106,0.87656
1995,Indirect migration background,Yes,0.15553,228,502,0.12380,0.18727
1995,Indirect migration background,No,0.17105,274,502,0.13808,0.20402
1996,No migration background,Yes,0.07787,1125,9904,0.07259,0.08315
1996,No migration background,No,0.75431,8779,9904,0.74583,0.76279
1996,Direct migration background,Yes,0.07033,167,2598,0.06050,0.08017
1996,Direct migration background,No,0.87353,2431,2598,0.86075,0.88632
1996,Indirect migration background,Yes,0.14150,214,542,0.11213,0.17087
1996,Indirect migration background,No,0.19729,328,542,0.16376,0.23083
1997,No migration background,Yes,0.08060,1128,9790,0.07520,0.08599
1997,No migration background,No,0.75321,8662,9790,0.74467,0.76176
1997,Direct migration background,Yes,0.06241,148,2471,0.05287,0.07195
1997,Direct migration background,No,0.88460,2323,2471,0.87200,0.89720
1997,Indirect migration background,Yes,0.15550,232,566,0.12561,0.18538
1997,Indirect migration background,No,0.21411,334,566,0.18029,0.24794
1998,No migration background,Yes,0.07629,1186,11244,0.07138,0.08120
1998,No migration background,No,0.76154,10058,11244,0.75367,0.76942
1998,Direct migration background,Yes,0.06718,145,2399,0.05716,0.07720
1998,Direct migration background,No,0.87853,2254,2399,0.86545,0.89160
1998,Indirect migration background,Yes,0.16214,241,595,0.13250,0.19178
1998,Indirect migration background,No,0.23060,354,595,0.19672,0.26447
1999,No migration background,Yes,0.07994,1204,10866,0.07484,0.08504
1999,No migration background,No,0.76076,9662,10866,0.75274,0.76878
1999,Direct migration background,Yes,0.04986,114,2204,0.04077,0.05895
1999,Direct migration background,No,0.90060,2090,2204,0.88811,0.91310
1999,Indirect migration background,Yes,0.17981,244,604,0.14915,0.21046
1999,Indirect migration background,No,0.22438,360,604,0.19108,0.25768
2000,No migration background,Yes,0.07599,2058,19984,0.07232,0.07966
2000,No migration background,No,0.76785,17926,19984,0.76199,0.77370
2000,Direct migration background,Yes,0.06527,234,3305,0.05685,0.07369
2000,Direct migration background,No,0.85316,3071,3305,0.84109,0.86523
2000,Indirect migration background,Yes,0.13901,295,818,0.11529,0.16273
2000,Indirect migration background,No,0.26007,523,818,0.22999,0.29015
2001,No migration background,Yes,0.07751,1934,18241,0.07363,0.08139
2001,No migration background,No,0.76942,16307,18241,0.76330,0.77553
2001,Direct migration background,Yes,0.08709,235,2916,0.07685,0.09732
2001,Direct migration background,No,0.84922,2681,2916,0.83623,0.86221
2001,Indirect migration background,Yes,0.13533,275,764,0.11106,0.15960
2001,Indirect migration background,No,0.24581,489,764,0.21526,0.27637
2002,No migration background,Yes,0.07841,2143,19460,0.07463,0.08219
2002,No migration background,No,0.76994,17317,19460,0.76402,0.77585
2002,Direct migration background,Yes,0.08872,214,2797,0.07818,0.09926
2002,Direct migration background,No,0.85592,2583,2797,0.84290,0.86894
2002,Indirect migration background,Yes,0.14114,271,769,0.11652,0.16577
2002,Indirect migration background,No,0.24111,498,769,0.21085,0.27136
2003,No migration background,Yes,0.07763,2045,18769,0.07380,0.08146
2003,No migration background,No,0.77226,16724,18769,0.76626,0.77826
2003,Direct migration background,Yes,0.08726,205,2619,0.07645,0.09807
2003,Direct migration background,No,0.86233,2414,2619,0.84914,0.87553
2003,Indirect migration background,Yes,0.13423,261,777,0.11025,0.15822
2003,Indirect migration background,No,0.26755,516,777,0.23641,0.29870
2004,No migration background,Yes,0.07804,2035,18278,0.07415,0.08193
2004,No migration background,No,0.77456,16243,18278,0.76850,0.78062
2004,Direct migration background,Yes,0.08033,185,2536,0.06975,0.09092
2004,Direct migration background,No,0.87872,2351,2536,0.86601,0.89143
2004,Indirect migration background,Yes,0.16489,291,798,0.13913,0.19065
2004,Indirect migration background,No,0.26399,507,798,0.23338,0.29459
2005,No migration background,Yes,0.08472,1943,17504,0.08059,0.08884
2005,No migration background,No,0.77116,15561,17504,0.76494,0.77738
2005,Direct migration background,Yes,0.07636,166,2367,0.06566,0.08707
2005,Direct migration background,No,0.88964,2201,2367,0.87701,0.90226
2005,Indirect migration background,Yes,0.16688,290,826,0.14143,0.19232
2005,Indirect migration background,No,0.30153,536,826,0.27021,0.33284
2006,No migration background,Yes,0.06885,1662,18775,0.06522,0.07247
2006,No migration background,No,0.78104,17113,18775,0.77512,0.78695
2006,Direct migration background,Yes,0.07200,154,2377,0.06160,0.08239
2006,Direct migration background,No,0.88790,2223,2377,0.87521,0.90058
2006,Indirect migration background,Yes,0.14531,251,815,0.12110,0.16952
2006,Indirect migration background,No,0.31858,564,815,0.28657,0.35058
2007,No migration background,Yes,0.07157,1621,17610,0.06776,0.07537
2007,No migration background,No,0.77884,15989,17610,0.77271,0.78497
2007,Direct migration background,Yes,0.07266,144,2119,0.06160,0.08371
2007,Direct migration background,No,0.89144,1975,2119,0.87819,0.90469
2007,Indirect migration background,Yes,0.12052,213,780,0.09766,0.14338
2007,Indirect migration background,No,0.35972,567,780,0.32602,0.39342
2008,No migration background,Yes,0.07342,1525,16644,0.06945,0.07738
2008,No migration background,No,0.78079,15119,16644,0.77451,0.78708
2008,Direct migration background,Yes,0.06493,111,1906,0.05386,0.07599
2008,Direct migration background,No,0.91106,1795,1906,0.89828,0.92384
2008,Indirect migration background,Yes,0.12908,232,766,0.10532,0.15284
2008,Indirect migration background,No,0.37257,534,766,0.33831,0.40683
2009,No migration background,Yes,0.07501,1409,15650,0.07088,0.07913
2009,No migration background,No,0.78072,14241,15650,0.77424,0.78720
2009,Direct migration background,Yes,0.07103,97,1659,0.05866,0.08339
2009,Direct migration background,No,0.90396,1562,1659,0.88977,0.91814
2009,Indirect migration background,Yes,0.15737,210,709,0.13055,0.18419
2009,Indirect migration background,No,0.38173,499,709,0.34594,0.41751
2010,No migration background,Yes,0.08157,1727,19894,0.07777,0.08537
2010,No migration background,No,0.78104,18167,19894,0.77530,0.78679
2010,Direct migration background,Yes,0.07875,217,2985,0.06909,0.08842
2010,Direct migration background,No,0.89134,2768,2985,0.88017,0.90250
2010,Indirect migration background,Yes,0.15545,282,1088,0.13391,0.17699
2010,Indirect migration background,No,0.30875,806,1088,0.28129,0.33621
2011,No migration background,Yes,0.07535,2028,23787,0.07199,0.07870
2011,No migration background,No,0.78089,21759,23787,0.77563,0.78615
2011,Direct migration background,Yes,0.06715,217,3347,0.05867,0.07563
2011,Direct migration background,No,0.90172,3130,3347,0.89163,0.91181
2011,Indirect migration background,Yes,0.13874,333,1238,0.11947,0.15800
2011,Indirect migration background,No,0.31576,905,1238,0.28986,0.34166
2012,No migration background,Yes,0.07457,2014,23242,0.07119,0.07795
2012,No migration background,No,0.78326,21228,23242,0.77797,0.78856
2012,Direct migration background,Yes,0.06597,212,3192,0.05735,0.07458
2012,Direct migration background,No,0.90175,2980,3192,0.89142,0.91208
2012,Indirect migration background,Yes,0.13680,308,1200,0.11735,0.15625
2012,Indirect migration background,No,0.32162,892,1200,0.29518,0.34806
2013,No migration background,Yes,0.07709,2011,22020,0.07356,0.08061
2013,No migration background,No,0.78289,20009,22020,0.77744,0.78833
2013,Direct migration background,Yes,0.07418,571,6559,0.06784,0.08053
2013,Direct migration background,No,0.89326,5988,6559,0.88579,0.90074
2013,Indirect migration background,Yes,0.13311,578,2042,0.11837,0.14784
2013,Indirect migration background,No,0.34422,1464,2042,0.32360,0.36483
2014,No migration background,Yes,0.07728,1861,20101,0.07359,0.08097
2014,No migration background,No,0.78376,18240,20101,0.77807,0.78945
2014,Direct migration background,Yes,0.08353,489,5280,0.07607,0.09100
2014,Direct migration background,No,0.88008,4791,5280,0.87132,0.88884
2014,Indirect migration background,Yes,0.15165,478,1699,0.13459,0.16871
2014,Indirect migration background,No,0.34064,1221,1699,0.31810,0.36318
2015,No migration background,Yes,0.07522,1738,19130,0.07148,0.07896
2015,No migration background,No,0.78715,17392,19130,0.78135,0.79295
2015,Direct migration background,Yes,0.07010,512,6055,0.06367,0.07653
2015,Direct migration background,No,0.89131,5543,6055,0.88347,0.89915
2015,Indirect migration background,Yes,0.15444,487,1601,0.13674,0.17215
2015,Indirect migration background,No,0.33944,1114,1601,0.31624,0.36264
2016,No migration background,Yes,0.07645,1550,17763,0.07255,0.08036
2016,No migration background,No,0.78293,16213,17763,0.77687,0.78900
2016,Direct migration background,Yes,0.06049,576,8013,0.05527,0.06571
2016,Direct migration background,No,0.89203,7437,8013,0.88523,0.89882
2016,Indirect migration background,Yes,0.16598,457,1480,0.14701,0.18494
2016,Indirect migration background,No,0.34398,1023,1480,0.31977,0.36819
2017,No migration background,Yes,0.07719,1916,20110,0.07350,0.08088
2017,No migration background,No,0.78314,18194,20110,0.77744,0.78884
2017,Direct migration background,Yes,0.06754,703,8783,0.06229,0.07279
2017,Direct migration background,No,0.87707,8080,8783,0.87020,0.88394
2017,Indirect migration background,Yes,0.15892,493,1622,0.14112,0.17672
2017,Indirect migration background,No,0.34630,1129,1622,0.32314,0.36947
2018,No migration background,Yes,0.07300,1776,19410,0.06934,0.07666
2018,No migration background,No,0.79127,17634,19410,0.78555,0.79698
2018,Direct migration background,Yes,0.06222,760,8181,0.05698,0.06745
2018,Direct migration background,No,0.88328,7421,8181,0.87632,0.89024
2018,Indirect migration background,Yes,0.14235,470,1615,0.12530,0.15940
2018,Indirect migration background,No,0.37506,1145,1615,0.35144,0.39868
2019,No migration background,Yes,0.07142,1743,20120,0.06786,0.07498
2019,No migration background,No,0.78729,18377,20120,0.78163,0.79294
2019,Direct migration background,Yes,0.06105,626,7382,0.05559,0.06651
2019,Direct migration background,No,0.88850,6756,7382,0.88132,0.89568
2019,Indirect migration background,Yes,0.13901,430,1572,0.12190,0.15611
2019,Indirect migration background,No,0.37161,1142,1572,0.34771,0.39550
2020,No migration background,Yes,0.07411,1647,18521,0.07034,0.07789
2020,No migration background,No,0.78147,16874,18521,0.77552,0.78743
2020,Direct migration background,Yes,0.05648,897,9350,0.05180,0.06116
2020,Direct migration background,No,0.89183,8453,9350,0.88553,0.89813
2020,Indirect migration background,Yes,0.13492,425,1531,0.11780,0.15204
2020,Indirect migration background,No,0.36726,1106,1531,0.34311,0.39142
2021,No migration background,Yes,0.07720,1183,13138,0.07263,0.08176
2021,No migration background,No,0.77770,11955,13138,0.77059,0.78481
2021,Direct migration background,Yes,0.05945,605,5442,0.05316,0.06573
2021,Direct migration background,No,0.87714,4837,5442,0.86842,0.88586
2021,Indirect migration background,Yes,0.10565,266,929,0.08587,0.12543
2021,Indirect migration background,No,0.36413,663,929,0.33317,0.39509
2022,No migration background,Yes,0.07793,1894,18253,0.07404,0.08182
2022,No migration background,No,0.76300,16359,18253,0.75683,0.76917
2022,Direct migration background,Yes,0.08294,1188,8120,0.07695,0.08894
2022,Direct migration background,No,0.84173,6932,8120,0.83379,0.84967
2022,Indirect migration background,Yes,0.10123,296,1451,0.08571,0.11676
2022,Indirect migration background,No,0.44018,1155,1451,0.41463,0.46573
