year,migback,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,No migration background,East,Yes,0.09370,487,3525,0.08408,0.10333
1996,No migration background,East,No,0.73300,3038,3525,0.71839,0.74760
1996,Direct migration background,West,Yes,0.07247,161,2458,0.06221,0.08272
1996,Direct migration background,West,No,0.86789,2297,2458,0.85450,0.88128
1996,Direct migration background,East,No,0.95451,134,134,0.91910,0.98993
1996,Indirect migration background,West,Yes,0.14204,205,523,0.11209,0.17199
1996,Indirect migration background,West,No,0.19760,318,523,0.16344,0.23176
1997,No migration background,West,Yes,0.07728,647,6307,0.07069,0.08387
1997,No migration background,West,No,0.75616,5660,6307,0.74556,0.76676
1997,No migration background,East,Yes,0.09270,481,3483,0.08307,0.10233
1997,No migration background,East,No,0.74247,3002,3483,0.72795,0.75699
1997,Direct migration background,West,Yes,0.06556,143,2341,0.05553,0.07559
1997,Direct migration background,West,No,0.87783,2198,2341,0.86456,0.89110
1997,Direct migration background,East,No,0.98384,125,125,0.96164,1.00603
1997,Indirect migration background,West,Yes,0.15785,224,546,0.12724,0.18846
1997,Indirect migration background,West,No,0.21348,322,546,0.17907,0.24788
1998,No migration background,West,Yes,0.07536,735,7521,0.06940,0.08133
1998,No migration background,West,No,0.76287,6786,7521,0.75326,0.77249
1998,No migration background,East,Yes,0.07959,451,3723,0.07090,0.08829
1998,No migration background,East,No,0.75678,3272,3723,0.74300,0.77057
1998,Direct migration background,West,Yes,0.07057,142,2281,0.06006,0.08108
1998,Direct migration background,West,No,0.87187,2139,2281,0.85815,0.88559
1998,Direct migration background,East,No,0.98899,115,115,0.96983,1.00815
1998,Indirect migration background,West,Yes,0.16004,229,571,0.12994,0.19014
1998,Indirect migration background,West,No,0.23197,342,571,0.19731,0.26662
1999,No migration background,West,Yes,0.07769,738,7213,0.07151,0.08387
1999,No migration background,West,No,0.76153,6475,7213,0.75170,0.77137
1999,No migration background,East,Yes,0.08818,466,3653,0.07898,0.09738
1999,No migration background,East,No,0.75793,3187,3653,0.74404,0.77183
1999,Direct migration background,West,Yes,0.05164,112,2095,0.04216,0.06111
1999,Direct migration background,West,No,0.89606,1983,2095,0.88298,0.90913
1999,Direct migration background,East,No,0.98172,107,107,0.95622,1.00722
1999,Indirect migration background,West,Yes,0.17779,230,583,0.14672,0.20885
1999,Indirect migration background,West,No,0.22872,353,583,0.19460,0.26285
2000,No migration background,West,Yes,0.07226,1345,14310,0.06802,0.07651
2000,No migration background,West,No,0.77017,12965,14310,0.76327,0.77706
2000,No migration background,East,Yes,0.08942,713,5674,0.08199,0.09684
2000,No migration background,East,No,0.75949,4961,5674,0.74837,0.77061
2000,Direct migration background,West,Yes,0.06596,225,3156,0.05730,0.07462
2000,Direct migration background,West,No,0.85140,2931,3156,0.83899,0.86381
2000,Direct migration background,East,No,0.89039,140,140,0.83845,0.94232
2000,Indirect migration background,West,Yes,0.13509,280,793,0.11128,0.15890
2000,Indirect migration background,West,No,0.26341,513,793,0.23274,0.29409
2001,No migration background,West,Yes,0.07335,1255,12952,0.06886,0.07784
2001,No migration background,West,No,0.77084,11697,12952,0.76360,0.77807
2001,No migration background,East,Yes,0.09279,679,5289,0.08497,0.10061
2001,No migration background,East,No,0.76421,4610,5289,0.75277,0.77565
2001,Direct migration background,West,Yes,0.08625,223,2794,0.07584,0.09666
2001,Direct migration background,West,No,0.84767,2571,2794,0.83435,0.86100
2001,Direct migration background,East,No,0.88583,110,110,0.82612,0.94553
2001,Indirect migration background,West,Yes,0.13115,260,740,0.10681,0.15548
2001,Indirect migration background,West,No,0.24803,480,740,0.21689,0.27916
2002,No migration background,West,Yes,0.07168,1432,14169,0.06743,0.07593
2002,No migration background,West,No,0.77250,12737,14169,0.76560,0.77940
2002,No migration background,East,Yes,0.10319,711,5291,0.09499,0.11139
2002,No migration background,East,No,0.76050,4580,5291,0.74900,0.77200
2002,Direct migration background,West,Yes,0.08824,206,2682,0.07751,0.09898
2002,Direct migration background,West,No,0.85412,2476,2682,0.84076,0.86748
2002,Direct migration background,East,No,0.89965,107,107,0.84246,0.95685
2002,Indirect migration background,West,Yes,0.14191,263,746,0.11685,0.16697
2002,Indirect migration background,West,No,0.23911,483,746,0.20848,0.26973
2003,No migration background,West,Yes,0.07255,1373,13560,0.06818,0.07691
2003,No migration background,West,No,0.77230,12187,13560,0.76524,0.77936
2003,No migration background,East,Yes,0.09641,672,5209,0.08840,0.10443
2003,No migration background,East,No,0.77212,4537,5209,0.76073,0.78351
2003,Direct migration background,West,Yes,0.08860,200,2515,0.07749,0.09970
2003,Direct migration background,West,No,0.85921,2315,2515,0.84562,0.87281
2003,Direct migration background,East,No,0.95036,99,99,0.90735,0.99336
2003,Indirect migration background,West,Yes,0.13121,248,746,0.10697,0.15546
2003,Indirect migration background,West,No,0.26775,498,746,0.23595,0.29954
2004,No migration background,West,Yes,0.07307,1385,13190,0.06863,0.07751
2004,No migration background,West,No,0.77393,11805,13190,0.76679,0.78106
2004,No migration background,East,Yes,0.09658,650,5088,0.08847,0.10470
2004,No migration background,East,No,0.77693,4438,5088,0.76549,0.78837
2004,Direct migration background,West,Yes,0.08192,181,2435,0.07102,0.09281
2004,Direct migration background,West,No,0.87574,2254,2435,0.86264,0.88885
2004,Direct migration background,East,No,0.96628,97,97,0.93018,1.00239
2004,Indirect migration background,West,Yes,0.15946,273,764,0.13348,0.18544
2004,Indirect migration background,West,No,0.26444,491,764,0.23314,0.29573
2005,No migration background,West,Yes,0.08015,1331,12601,0.07540,0.08489
2005,No migration background,West,No,0.77081,11270,12601,0.76347,0.77815
2005,No migration background,East,Yes,0.10163,612,4903,0.09317,0.11009
2005,No migration background,East,No,0.77245,4291,4903,0.76072,0.78419
2005,Direct migration background,West,Yes,0.07561,161,2268,0.06473,0.08649
2005,Direct migration background,West,No,0.88909,2107,2268,0.87616,0.90201
2005,Direct migration background,East,No,0.90398,94,94,0.84410,0.96386
2005,Indirect migration background,West,Yes,0.16320,272,791,0.13743,0.18897
2005,Indirect migration background,West,No,0.30309,519,791,0.27104,0.33514
2006,No migration background,West,Yes,0.06510,1136,13650,0.06096,0.06923
2006,No migration background,West,No,0.77921,12514,13650,0.77225,0.78617
2006,No migration background,East,Yes,0.08262,526,5125,0.07508,0.09015
2006,No migration background,East,No,0.78776,4599,5125,0.77656,0.79895
2006,Direct migration background,West,Yes,0.06821,145,2267,0.05783,0.07859
2006,Direct migration background,West,No,0.89120,2122,2267,0.87838,0.90402
2006,Direct migration background,East,No,0.80767,101,101,0.73042,0.88492
2006,Indirect migration background,West,Yes,0.14383,238,775,0.11911,0.16856
2006,Indirect migration background,West,No,0.31914,537,775,0.28630,0.35198
2007,No migration background,West,Yes,0.06610,1084,12730,0.06178,0.07041
2007,No migration background,West,No,0.77704,11646,12730,0.76980,0.78427
2007,No migration background,East,Yes,0.09159,537,4880,0.08350,0.09969
2007,No migration background,East,No,0.78546,4343,4880,0.77394,0.79698
2007,Direct migration background,West,Yes,0.07083,141,2028,0.05966,0.08199
2007,Direct migration background,West,No,0.89193,1887,2028,0.87841,0.90545
2007,Direct migration background,East,No,0.87830,88,88,0.80959,0.94700
2007,Indirect migration background,West,Yes,0.11979,199,740,0.09637,0.14320
2007,Indirect migration background,West,No,0.35797,541,740,0.32341,0.39254
2008,No migration background,West,Yes,0.07010,1043,11995,0.06553,0.07467
2008,No migration background,West,No,0.77771,10952,11995,0.77027,0.78515
2008,No migration background,East,Yes,0.08572,482,4649,0.07768,0.09377
2008,No migration background,East,No,0.79219,4167,4649,0.78053,0.80386
2008,Direct migration background,West,Yes,0.06671,110,1827,0.05526,0.07815
2008,Direct migration background,West,No,0.90855,1717,1827,0.89533,0.92177
2008,Direct migration background,East,No,0.99351,78,78,0.97557,1.01145
2008,Indirect migration background,West,Yes,0.12584,216,724,0.10166,0.15001
2008,Indirect migration background,West,No,0.37178,508,724,0.33655,0.40701
2009,No migration background,West,Yes,0.07331,1006,11224,0.06849,0.07813
2009,No migration background,West,No,0.77819,10218,11224,0.77050,0.78587
2009,No migration background,East,Yes,0.08115,403,4426,0.07311,0.08920
2009,No migration background,East,No,0.78990,4023,4426,0.77789,0.80190
2009,Direct migration background,West,Yes,0.07287,96,1584,0.06007,0.08568
2009,Direct migration background,West,No,0.90133,1488,1584,0.88663,0.91602
2009,Direct migration background,East,No,0.98788,74,74,0.96277,1.01298
2009,Indirect migration background,West,Yes,0.15383,192,669,0.12647,0.18119
2009,Indirect migration background,West,No,0.38373,477,669,0.34686,0.42061
2010,No migration background,West,Yes,0.07949,1246,14630,0.07510,0.08387
2010,No migration background,West,No,0.77799,13384,14630,0.77126,0.78473
2010,No migration background,East,Yes,0.08936,481,5264,0.08165,0.09707
2010,No migration background,East,No,0.79246,4783,5264,0.78150,0.80342
2010,Direct migration background,West,Yes,0.07931,200,2849,0.06938,0.08923
2010,Direct migration background,West,No,0.89101,2649,2849,0.87957,0.90246
2010,Direct migration background,East,No,0.90190,119,119,0.84823,0.95557
2010,Indirect migration background,West,Yes,0.15596,262,1017,0.13365,0.17827
2010,Indirect migration background,West,No,0.30293,755,1017,0.27467,0.33119
2010,Indirect migration background,East,No,0.45092,51,51,0.31299,0.58884
2011,No migration background,West,Yes,0.07536,1517,17721,0.07148,0.07925
2011,No migration background,West,No,0.77688,16204,17721,0.77075,0.78301
2011,No migration background,East,Yes,0.07528,511,6066,0.06864,0.08192
2011,No migration background,East,No,0.79597,5555,6066,0.78583,0.80612
2011,Direct migration background,West,Yes,0.06726,199,3179,0.05855,0.07597
2011,Direct migration background,West,No,0.90200,2980,3179,0.89166,0.91234
2011,Direct migration background,East,No,0.89316,150,150,0.84356,0.94276
2011,Indirect migration background,West,Yes,0.13902,313,1161,0.11911,0.15893
2011,Indirect migration background,West,No,0.31440,848,1161,0.28768,0.34111
2011,Indirect migration background,East,No,0.35239,57,57,0.22727,0.47751
2012,No migration background,West,Yes,0.07707,1546,17314,0.07310,0.08104
2012,No migration background,West,No,0.77809,15768,17314,0.77190,0.78428
2012,No migration background,East,Yes,0.06506,468,5928,0.05878,0.07134
2012,No migration background,East,No,0.80299,5460,5928,0.79286,0.81312
2012,Direct migration background,West,Yes,0.06524,191,3017,0.05643,0.07405
2012,Direct migration background,West,No,0.90262,2826,3017,0.89204,0.91320
2012,Direct migration background,East,No,0.87648,154,154,0.82435,0.92862
2012,Indirect migration background,West,Yes,0.13740,290,1131,0.11733,0.15747
2012,Indirect migration background,West,No,0.31706,841,1131,0.28993,0.34419
2012,Indirect migration background,East,No,0.44325,51,51,0.30555,0.58094
2013,No migration background,West,Yes,0.08081,1599,16464,0.07664,0.08497
2013,No migration background,West,No,0.77619,14865,16464,0.76982,0.78255
2013,No migration background,East,Yes,0.06300,412,5556,0.05661,0.06938
2013,No migration background,East,No,0.80828,5144,5556,0.79792,0.81863
2013,Direct migration background,West,Yes,0.07285,499,6102,0.06633,0.07937
2013,Direct migration background,West,No,0.89519,5603,6102,0.88750,0.90287
2013,Direct migration background,East,Yes,0.10083,72,457,0.07319,0.12847
2013,Direct migration background,East,No,0.85480,385,457,0.82247,0.88714
2013,Indirect migration background,West,Yes,0.13394,553,1949,0.11882,0.14907
2013,Indirect migration background,West,No,0.34268,1396,1949,0.32160,0.36375
2013,Indirect migration background,East,No,0.38553,68,68,0.26898,0.50208
2014,No migration background,West,Yes,0.08104,1471,14975,0.07666,0.08541
2014,No migration background,West,No,0.77980,13504,14975,0.77316,0.78643
2014,No migration background,East,Yes,0.06311,390,5126,0.05646,0.06977
2014,No migration background,East,No,0.79870,4736,5126,0.78772,0.80968
2014,Direct migration background,West,Yes,0.07856,423,4913,0.07103,0.08608
2014,Direct migration background,West,No,0.88594,4490,4913,0.87705,0.89483
2014,Direct migration background,East,Yes,0.18058,66,367,0.14117,0.21999
2014,Direct migration background,East,No,0.76572,301,367,0.72233,0.80911
2014,Indirect migration background,West,Yes,0.15156,451,1609,0.13403,0.16909
2014,Indirect migration background,West,No,0.34114,1158,1609,0.31797,0.36431
2014,Indirect migration background,East,No,0.32768,63,63,0.21085,0.44452
2015,No migration background,West,Yes,0.07915,1381,14262,0.07472,0.08358
2015,No migration background,West,No,0.78383,12881,14262,0.77707,0.79059
2015,No migration background,East,Yes,0.06036,357,4868,0.05367,0.06705
2015,No migration background,East,No,0.79970,4511,4868,0.78846,0.81095
2015,Direct migration background,West,Yes,0.06622,448,5611,0.05971,0.07273
2015,Direct migration background,West,No,0.89569,5163,5611,0.88769,0.90369
2015,Direct migration background,East,Yes,0.13784,64,444,0.10574,0.16995
2015,Direct migration background,East,No,0.81478,380,444,0.77861,0.85096
2015,Indirect migration background,West,Yes,0.15420,451,1507,0.13596,0.17244
2015,Indirect migration background,West,No,0.34046,1056,1507,0.31652,0.36439
2015,Indirect migration background,East,Yes,0.16047,36,94,0.08587,0.23507
2015,Indirect migration background,East,No,0.31426,58,94,0.21991,0.40861
2016,No migration background,West,Yes,0.08084,1263,13207,0.07619,0.08549
2016,No migration background,West,No,0.77957,11944,13207,0.77250,0.78664
2016,No migration background,East,Yes,0.05983,287,4556,0.05294,0.06672
2016,No migration background,East,No,0.79570,4269,4556,0.78399,0.80741
2016,Direct migration background,West,Yes,0.05700,501,7130,0.05162,0.06238
2016,Direct migration background,West,No,0.89835,6629,7130,0.89133,0.90536
2016,Direct migration background,East,Yes,0.11443,75,883,0.09342,0.13544
2016,Direct migration background,East,No,0.79431,808,883,0.76763,0.82099
2016,Indirect migration background,West,Yes,0.16370,418,1381,0.14418,0.18322
2016,Indirect migration background,West,No,0.34526,963,1381,0.32018,0.37035
2016,Indirect migration background,East,Yes,0.21443,39,99,0.13317,0.29569
2016,Indirect migration background,East,No,0.31672,60,99,0.22462,0.40883
2017,No migration background,West,Yes,0.08023,1528,15004,0.07588,0.08458
2017,No migration background,West,No,0.78110,13476,15004,0.77448,0.78772
2017,No migration background,East,Yes,0.06541,388,5106,0.05863,0.07220
2017,No migration background,East,No,0.79102,4718,5106,0.77987,0.80218
2017,Direct migration background,West,Yes,0.06453,622,7818,0.05908,0.06997
2017,Direct migration background,West,No,0.88390,7196,7818,0.87680,0.89100
2017,Direct migration background,East,Yes,0.11444,81,965,0.09435,0.13454
2017,Direct migration background,East,No,0.77087,884,965,0.74434,0.79740
2017,Indirect migration background,West,Yes,0.15844,462,1523,0.14010,0.17679
2017,Indirect migration background,West,No,0.34857,1061,1523,0.32463,0.37251
2017,Indirect migration background,East,Yes,0.16815,31,99,0.09410,0.24220
2017,Indirect migration background,East,No,0.30258,68,99,0.21163,0.39353
2018,No migration background,West,Yes,0.07760,1429,14408,0.07323,0.08197
2018,No migration background,West,No,0.79007,12979,14408,0.78342,0.79672
2018,No migration background,East,Yes,0.05538,347,5002,0.04904,0.06172
2018,No migration background,East,No,0.79585,4655,5002,0.78468,0.80703
2018,Direct migration background,West,Yes,0.05648,646,7289,0.05118,0.06178
2018,Direct migration background,West,No,0.89204,6643,7289,0.88492,0.89917
2018,Direct migration background,East,Yes,0.15498,114,892,0.13122,0.17875
2018,Direct migration background,East,No,0.74164,778,892,0.71290,0.77038
2018,Indirect migration background,West,Yes,0.14109,442,1500,0.12347,0.15871
2018,Indirect migration background,West,No,0.37743,1058,1500,0.35289,0.40197
2018,Indirect migration background,East,No,0.33305,87,87,0.23344,0.43266
2019,No migration background,West,Yes,0.07422,1398,14938,0.07001,0.07842
2019,No migration background,West,No,0.78490,13540,14938,0.77831,0.79149
2019,No migration background,East,Yes,0.05999,337,5115,0.05348,0.06650
2019,No migration background,East,No,0.79689,4778,5115,0.78586,0.80792
2019,Direct migration background,West,Yes,0.05666,548,6612,0.05108,0.06223
2019,Direct migration background,West,No,0.89740,6064,6612,0.89008,0.90471
2019,Direct migration background,East,Yes,0.13272,78,767,0.10870,0.15675
2019,Direct migration background,East,No,0.74354,689,767,0.71262,0.77447
2019,Indirect migration background,West,Yes,0.13884,401,1448,0.12103,0.15666
2019,Indirect migration background,West,No,0.37345,1047,1448,0.34853,0.39838
2019,Indirect migration background,East,No,0.32906,89,89,0.23088,0.42723
2020,No migration background,West,Yes,0.07832,1335,13816,0.07384,0.08280
2020,No migration background,West,No,0.77789,12481,13816,0.77096,0.78482
2020,No migration background,East,Yes,0.05770,312,4705,0.05104,0.06436
2020,No migration background,East,No,0.79546,4393,4705,0.78394,0.80699
2020,Direct migration background,West,Yes,0.05575,798,8345,0.05083,0.06067
2020,Direct migration background,West,No,0.89594,7547,8345,0.88939,0.90249
2020,Direct migration background,East,Yes,0.06810,99,1005,0.05252,0.08368
2020,Direct migration background,East,No,0.82632,906,1005,0.80289,0.84976
2020,Indirect migration background,West,Yes,0.13233,395,1415,0.11467,0.14999
2020,Indirect migration background,West,No,0.36866,1020,1415,0.34351,0.39380
2020,Indirect migration background,East,No,0.34565,86,86,0.24454,0.44675
2021,No migration background,West,Yes,0.08011,943,9886,0.07476,0.08546
2021,No migration background,West,No,0.77735,8943,9886,0.76915,0.78555
2021,No migration background,East,Yes,0.06561,240,3252,0.05710,0.07412
2021,No migration background,East,No,0.77908,3012,3252,0.76482,0.79334
2021,Direct migration background,West,Yes,0.05759,537,4887,0.05105,0.06412
2021,Direct migration background,West,No,0.88228,4350,4887,0.87325,0.89132
2021,Direct migration background,East,Yes,0.08537,68,555,0.06210,0.10864
2021,Direct migration background,East,No,0.80549,487,555,0.77253,0.83845
2021,Indirect migration background,West,Yes,0.10384,239,847,0.08328,0.12439
2021,Indirect migration background,West,No,0.36879,608,847,0.33628,0.40130
2021,Indirect migration background,East,No,0.29334,55,55,0.17190,0.41477
2022,No migration background,West,Yes,0.08097,1465,13595,0.07639,0.08556
2022,No migration background,West,No,0.75987,12130,13595,0.75269,0.76705
2022,No migration background,East,Yes,0.06530,429,4658,0.05820,0.07239
2022,No migration background,East,No,0.77599,4229,4658,0.76402,0.78797
2022,Direct migration background,West,Yes,0.08097,1037,7101,0.07463,0.08732
2022,Direct migration background,West,No,0.84416,6064,7101,0.83572,0.85259
2022,Direct migration background,East,Yes,0.10593,151,1019,0.08703,0.12484
2022,Direct migration background,East,No,0.81346,868,1019,0.78953,0.83739
2022,Indirect migration background,West,Yes,0.10168,266,1290,0.08518,0.11818
2022,Indirect migration background,West,No,0.43875,1024,1290,0.41166,0.46584
2022,Indirect migration background,East,No,0.45831,131,131,0.37266,0.54397
