year,migback,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,No migration background,female,No,0.79102,3184,3522,0.77759,0.80445
1989,Direct migration background,male,Yes,0.07275,91,1345,0.05886,0.08663
1989,Direct migration background,male,No,0.86151,1254,1345,0.84304,0.87998
1989,Direct migration background,female,Yes,0.04783,78,1243,0.03596,0.05970
1989,Direct migration background,female,No,0.90980,1165,1243,0.89387,0.92573
1989,Indirect migration background,male,Yes,0.08477,64,121,0.03493,0.13460
1989,Indirect migration background,male,No,0.08479,57,121,0.03494,0.13463
1989,Indirect migration background,female,Yes,0.08261,67,135,0.03600,0.12922
1989,Indirect migration background,female,No,0.12747,68,135,0.07100,0.18393
1990,No migration background,male,Yes,0.10674,686,5229,0.09837,0.11511
1990,No migration background,male,No,0.71743,4543,5229,0.70522,0.72963
1990,No migration background,female,Yes,0.07182,558,5686,0.06510,0.07853
1990,No migration background,female,No,0.77285,5128,5686,0.76196,0.78374
1990,Direct migration background,male,Yes,0.07754,106,1395,0.06350,0.09158
1990,Direct migration background,male,No,0.87520,1289,1395,0.85785,0.89255
1990,Direct migration background,female,Yes,0.04439,68,1279,0.03310,0.05568
1990,Direct migration background,female,No,0.91459,1211,1279,0.89927,0.92992
1990,Indirect migration background,male,Yes,0.08833,75,144,0.04182,0.13484
1990,Indirect migration background,male,No,0.09288,69,144,0.04531,0.14046
1990,Indirect migration background,female,Yes,0.07262,68,150,0.03095,0.11429
1990,Indirect migration background,female,No,0.12917,82,150,0.07532,0.18303
1991,No migration background,male,Yes,0.10611,686,5092,0.09765,0.11457
1991,No migration background,male,No,0.71763,4406,5092,0.70526,0.72999
1991,No migration background,female,Yes,0.07437,584,5522,0.06745,0.08129
1991,No migration background,female,No,0.77331,4938,5522,0.76226,0.78435
1991,Direct migration background,male,Yes,0.07558,106,1366,0.06156,0.08960
1991,Direct migration background,male,No,0.88686,1260,1366,0.87006,0.90367
1991,Direct migration background,female,Yes,0.05149,64,1258,0.03927,0.06371
1991,Direct migration background,female,No,0.91782,1194,1258,0.90263,0.93300
1991,Indirect migration background,male,Yes,0.09814,99,173,0.05368,0.14260
1991,Indirect migration background,male,No,0.10078,74,173,0.05579,0.14576
1991,Indirect migration background,female,Yes,0.09860,86,174,0.05418,0.14303
1991,Indirect migration background,female,No,0.12330,88,174,0.07431,0.17229
1992,No migration background,male,Yes,0.10050,657,4934,0.09211,0.10889
1992,No migration background,male,No,0.72264,4277,4934,0.71015,0.73514
1992,No migration background,female,Yes,0.07666,620,5423,0.06958,0.08375
1992,No migration background,female,No,0.76632,4803,5423,0.75506,0.77759
1992,Direct migration background,male,Yes,0.07356,91,1324,0.05949,0.08763
1992,Direct migration background,male,No,0.90766,1233,1324,0.89206,0.92326
1992,Direct migration background,female,Yes,0.05793,67,1228,0.04486,0.07100
1992,Direct migration background,female,No,0.92046,1161,1228,0.90532,0.93560
1992,Indirect migration background,male,Yes,0.13200,117,205,0.08555,0.17845
1992,Indirect migration background,male,No,0.11196,88,205,0.06869,0.15523
1992,Indirect migration background,female,Yes,0.14204,102,200,0.09354,0.19054
1992,Indirect migration background,female,No,0.13343,98,200,0.08619,0.18068
1993,No migration background,male,Yes,0.09997,639,4843,0.09153,0.10842
1993,No migration background,male,No,0.72257,4204,4843,0.70995,0.73518
1993,No migration background,female,Yes,0.07171,581,5315,0.06477,0.07864
1993,No migration background,female,No,0.76867,4734,5315,0.75733,0.78001
1993,Direct migration background,male,Yes,0.05714,72,1286,0.04445,0.06984
1993,Direct migration background,male,No,0.92887,1214,1286,0.91482,0.94293
1993,Direct migration background,female,Yes,0.04018,48,1191,0.02902,0.05133
1993,Direct migration background,female,No,0.94265,1143,1191,0.92944,0.95586
1993,Indirect migration background,male,Yes,0.17408,128,236,0.12560,0.22256
1993,Indirect migration background,male,No,0.12786,108,236,0.08516,0.17055
1993,Indirect migration background,female,Yes,0.17502,117,230,0.12580,0.22424
1993,Indirect migration background,female,No,0.15291,113,230,0.10630,0.19953
1994,No migration background,male,Yes,0.09238,581,4761,0.08415,0.10060
1994,No migration background,male,No,0.72526,4180,4761,0.71258,0.73794
1994,No migration background,female,Yes,0.06667,547,5265,0.05993,0.07341
1994,No migration background,female,No,0.77513,4718,5265,0.76385,0.78641
1994,Direct migration background,male,Yes,0.05428,63,1209,0.04150,0.06706
1994,Direct migration background,male,No,0.93380,1146,1209,0.91978,0.94782
1994,Direct migration background,female,Yes,0.03875,44,1149,0.02759,0.04992
1994,Direct migration background,female,No,0.95009,1105,1149,0.93749,0.96268
1994,Indirect migration background,male,Yes,0.16033,118,245,0.11429,0.20637
1994,Indirect migration background,male,No,0.16609,127,245,0.11939,0.21278
1994,Indirect migration background,female,Yes,0.17555,113,244,0.12771,0.22338
1994,Indirect migration background,female,No,0.16291,131,244,0.11648,0.20934
1995,No migration background,male,Yes,0.09218,604,4750,0.08395,0.10040
1995,No migration background,male,No,0.72690,4146,4750,0.71423,0.73958
1995,No migration background,female,Yes,0.06993,580,5250,0.06303,0.07683
1995,No migration background,female,No,0.77086,4670,5250,0.75949,0.78223
1995,Direct migration background,male,Yes,0.08967,111,1409,0.07475,0.10460
1995,Direct migration background,male,No,0.84723,1298,1409,0.82844,0.86602
1995,Direct migration background,female,Yes,0.06385,80,1372,0.05091,0.07679
1995,Direct migration background,female,No,0.88088,1292,1372,0.86373,0.89803
1995,Indirect migration background,male,Yes,0.15129,121,250,0.10679,0.19580
1995,Indirect migration background,male,No,0.16302,129,250,0.11714,0.20890
1995,Indirect migration background,female,Yes,0.16016,107,252,0.11479,0.20553
1995,Indirect migration background,female,No,0.17982,145,252,0.13231,0.22733
1996,No migration background,male,Yes,0.08486,561,4719,0.07691,0.09281
1996,No migration background,male,No,0.73520,4158,4719,0.72261,0.74779
1996,No migration background,female,Yes,0.07130,564,5185,0.06430,0.07831
1996,No migration background,female,No,0.77227,4621,5185,0.76085,0.78368
1996,Direct migration background,male,Yes,0.07162,90,1308,0.05764,0.08560
1996,Direct migration background,male,No,0.86742,1218,1308,0.84904,0.88581
1996,Direct migration background,female,Yes,0.06901,77,1290,0.05518,0.08285
1996,Direct migration background,female,No,0.87977,1213,1290,0.86202,0.89753
1996,Indirect migration background,male,Yes,0.13486,113,265,0.09365,0.17606
1996,Indirect migration background,male,No,0.18711,152,265,0.14006,0.23415
1996,Indirect migration background,female,Yes,0.14837,101,277,0.10643,0.19031
1996,Indirect migration background,female,No,0.20784,176,277,0.15997,0.25571
1997,No migration background,male,Yes,0.08660,567,4669,0.07853,0.09467
1997,No migration background,male,No,0.73632,4102,4669,0.72368,0.74896
1997,No migration background,female,Yes,0.07495,561,5121,0.06774,0.08217
1997,No migration background,female,No,0.76909,4560,5121,0.75755,0.78063
1997,Direct migration background,male,Yes,0.06686,86,1250,0.05301,0.08071
1997,Direct migration background,male,No,0.87091,1164,1250,0.85232,0.88951
1997,Direct migration background,female,Yes,0.05781,62,1221,0.04471,0.07090
1997,Direct migration background,female,No,0.89874,1159,1221,0.88181,0.91567
1997,Indirect migration background,male,Yes,0.15295,121,288,0.11131,0.19460
1997,Indirect migration background,male,No,0.20367,167,288,0.15708,0.25026
1997,Indirect migration background,female,Yes,0.15814,111,278,0.11517,0.20111
1997,Indirect migration background,female,No,0.22498,167,278,0.17580,0.27415
1998,No migration background,male,Yes,0.08457,613,5370,0.07713,0.09201
1998,No migration background,male,No,0.74216,4757,5370,0.73046,0.75387
1998,No migration background,female,Yes,0.06847,573,5874,0.06201,0.07493
1998,No migration background,female,No,0.77983,5301,5874,0.76923,0.79043
1998,Direct migration background,male,Yes,0.07376,81,1212,0.05904,0.08848
1998,Direct migration background,male,No,0.86903,1131,1212,0.85003,0.88803
1998,Direct migration background,female,Yes,0.06049,64,1187,0.04692,0.07405
1998,Direct migration background,female,No,0.88820,1123,1187,0.87026,0.90613
1998,Indirect migration background,male,Yes,0.18195,130,306,0.13865,0.22525
1998,Indirect migration background,male,No,0.22437,176,306,0.17755,0.27119
1998,Indirect migration background,female,Yes,0.14209,111,289,0.10176,0.18241
1998,Indirect migration background,female,No,0.23690,178,289,0.18779,0.28600
1999,No migration background,male,Yes,0.08812,607,5196,0.08041,0.09583
1999,No migration background,male,No,0.74336,4589,5196,0.73149,0.75524
1999,No migration background,female,Yes,0.07218,597,5670,0.06545,0.07892
1999,No migration background,female,No,0.77724,5073,5670,0.76641,0.78807
1999,Direct migration background,male,Yes,0.05670,61,1108,0.04308,0.07032
1999,Direct migration background,male,No,0.88784,1047,1108,0.86925,0.90643
1999,Direct migration background,female,Yes,0.04289,53,1096,0.03089,0.05489
1999,Direct migration background,female,No,0.91363,1043,1096,0.89700,0.93027
1999,Indirect migration background,male,Yes,0.21271,133,305,0.16671,0.25872
1999,Indirect migration background,male,No,0.20155,172,305,0.15645,0.24664
1999,Indirect migration background,female,Yes,0.14732,111,299,0.10708,0.18756
1999,Indirect migration background,female,No,0.24693,188,299,0.19796,0.29589
2000,No migration background,male,Yes,0.08057,1012,9558,0.07511,0.08602
2000,No migration background,male,No,0.75287,8546,9558,0.74422,0.76152
2000,No migration background,female,Yes,0.07163,1046,10426,0.06668,0.07658
2000,No migration background,female,No,0.78211,9380,10426,0.77419,0.79004
2000,Direct migration background,male,Yes,0.07407,128,1623,0.06133,0.08682
2000,Direct migration background,male,No,0.84364,1495,1623,0.82596,0.86131
2000,Direct migration background,female,Yes,0.05674,106,1682,0.04568,0.06780
2000,Direct migration background,female,No,0.86238,1576,1682,0.84591,0.87885
2000,Indirect migration background,male,Yes,0.15339,157,402,0.11812,0.18866
2000,Indirect migration background,male,No,0.24304,245,402,0.20105,0.28502
2000,Indirect migration background,female,Yes,0.12439,138,416,0.09264,0.15615
2000,Indirect migration background,female,No,0.27738,278,416,0.23431,0.32046
2001,No migration background,male,Yes,0.07881,911,8724,0.07316,0.08447
2001,No migration background,male,No,0.75781,7813,8724,0.74882,0.76680
2001,No migration background,female,Yes,0.07626,1023,9517,0.07092,0.08159
2001,No migration background,female,No,0.78055,8494,9517,0.77223,0.78886
2001,Direct migration background,male,Yes,0.09478,123,1430,0.07959,0.10997
2001,Direct migration background,male,No,0.84593,1307,1430,0.82721,0.86465
2001,Direct migration background,female,Yes,0.07972,112,1486,0.06595,0.09350
2001,Direct migration background,female,No,0.85237,1374,1486,0.83433,0.87041
2001,Indirect migration background,male,Yes,0.13906,140,371,0.10380,0.17432
2001,Indirect migration background,male,No,0.24412,231,371,0.20035,0.28790
2001,Indirect migration background,female,Yes,0.13171,135,393,0.09823,0.16519
2001,Indirect migration background,female,No,0.24745,258,393,0.20473,0.29017
2002,No migration background,male,Yes,0.08256,1046,9402,0.07700,0.08812
2002,No migration background,male,No,0.75585,8356,9402,0.74717,0.76454
2002,No migration background,female,Yes,0.07441,1097,10058,0.06928,0.07954
2002,No migration background,female,No,0.78350,8961,10058,0.77545,0.79155
2002,Direct migration background,male,Yes,0.09728,113,1361,0.08153,0.11303
2002,Direct migration background,male,No,0.84798,1248,1361,0.82890,0.86706
2002,Direct migration background,female,Yes,0.08065,101,1436,0.06656,0.09474
2002,Direct migration background,female,No,0.86341,1335,1436,0.84564,0.88118
2002,Indirect migration background,male,Yes,0.15393,136,364,0.11680,0.19105
2002,Indirect migration background,male,No,0.22383,228,364,0.18095,0.26671
2002,Indirect migration background,female,Yes,0.12871,135,405,0.09605,0.16136
2002,Indirect migration background,female,No,0.25792,270,405,0.21526,0.30058
2003,No migration background,male,Yes,0.08355,1011,9046,0.07785,0.08925
2003,No migration background,male,No,0.75826,8035,9046,0.74943,0.76708
2003,No migration background,female,Yes,0.07193,1034,9723,0.06679,0.07706
2003,No migration background,female,No,0.78574,8689,9723,0.77758,0.79390
2003,Direct migration background,male,Yes,0.10946,113,1264,0.09224,0.12667
2003,Direct migration background,male,No,0.84107,1151,1264,0.82091,0.86124
2003,Direct migration background,female,Yes,0.06630,92,1355,0.05305,0.07956
2003,Direct migration background,female,No,0.88241,1263,1355,0.86525,0.89957
2003,Indirect migration background,male,Yes,0.13480,124,366,0.09976,0.16983
2003,Indirect migration background,male,No,0.25552,242,366,0.21078,0.30027
2003,Indirect migration background,female,Yes,0.13367,137,411,0.10073,0.16661
2003,Indirect migration background,female,No,0.27947,274,411,0.23603,0.32291
2004,No migration background,male,Yes,0.08291,1003,8781,0.07714,0.08867
2004,No migration background,male,No,0.76152,7778,8781,0.75260,0.77043
2004,No migration background,female,Yes,0.07335,1032,9497,0.06811,0.07860
2004,No migration background,female,No,0.78711,8465,9497,0.77888,0.79534
2004,Direct migration background,male,Yes,0.09004,92,1217,0.07395,0.10612
2004,Direct migration background,male,No,0.87488,1125,1217,0.85629,0.89348
2004,Direct migration background,female,Yes,0.07127,93,1319,0.05738,0.08516
2004,Direct migration background,female,No,0.88230,1226,1319,0.86490,0.89970
2004,Indirect migration background,male,Yes,0.17074,144,382,0.13296,0.20852
2004,Indirect migration background,male,No,0.25687,238,382,0.21300,0.30074
2004,Indirect migration background,female,Yes,0.15888,147,416,0.12371,0.19406
2004,Indirect migration background,female,No,0.27129,269,416,0.22851,0.31407
2005,No migration background,male,Yes,0.08822,945,8383,0.08215,0.09429
2005,No migration background,male,No,0.75982,7438,8383,0.75068,0.76897
2005,No migration background,female,Yes,0.08134,998,9121,0.07573,0.08695
2005,No migration background,female,No,0.78207,8123,9121,0.77360,0.79055
2005,Direct migration background,male,Yes,0.08462,75,1116,0.06828,0.10095
2005,Direct migration background,male,No,0.88178,1041,1116,0.86283,0.90073
2005,Direct migration background,female,Yes,0.06880,91,1251,0.05477,0.08284
2005,Direct migration background,female,No,0.89684,1160,1251,0.87998,0.91370
2005,Indirect migration background,male,Yes,0.17945,154,400,0.14180,0.21710
2005,Indirect migration background,male,No,0.28142,246,400,0.23730,0.32555
2005,Indirect migration background,female,Yes,0.15367,136,426,0.11939,0.18796
2005,Indirect migration background,female,No,0.32264,290,426,0.27819,0.36709
2006,No migration background,male,Yes,0.07233,802,8979,0.06697,0.07768
2006,No migration background,male,No,0.76855,8177,8979,0.75982,0.77727
2006,No migration background,female,Yes,0.06547,860,9796,0.06058,0.07037
2006,No migration background,female,No,0.79314,8936,9796,0.78511,0.80116
2006,Direct migration background,male,Yes,0.07956,71,1102,0.06358,0.09555
2006,Direct migration background,male,No,0.88201,1031,1102,0.86295,0.90107
2006,Direct migration background,female,Yes,0.06523,83,1275,0.05167,0.07879
2006,Direct migration background,female,No,0.89316,1192,1275,0.87620,0.91012
2006,Indirect migration background,male,Yes,0.15575,125,390,0.11971,0.19178
2006,Indirect migration background,male,No,0.31058,265,390,0.26460,0.35657
2006,Indirect migration background,female,Yes,0.13457,126,425,0.10208,0.16705
2006,Indirect migration background,female,No,0.32680,299,425,0.28216,0.37145
2007,No migration background,male,Yes,0.07411,776,8428,0.06852,0.07970
2007,No migration background,male,No,0.76681,7652,8428,0.75778,0.77584
2007,No migration background,female,Yes,0.06910,845,9182,0.06391,0.07428
2007,No migration background,female,No,0.79052,8337,9182,0.78220,0.79885
2007,Direct migration background,male,Yes,0.07403,63,979,0.05762,0.09044
2007,Direct migration background,male,No,0.89407,916,979,0.87479,0.91336
2007,Direct migration background,female,Yes,0.07143,81,1140,0.05647,0.08639
2007,Direct migration background,female,No,0.88909,1059,1140,0.87085,0.90733
2007,Indirect migration background,male,Yes,0.12615,108,366,0.09209,0.16021
2007,Indirect migration background,male,No,0.34838,258,366,0.29950,0.39726
2007,Indirect migration background,female,Yes,0.11480,105,414,0.08405,0.14554
2007,Indirect migration background,female,No,0.37126,309,414,0.32466,0.41786
2008,No migration background,male,Yes,0.07648,726,7957,0.07064,0.08232
2008,No migration background,male,No,0.77023,7231,7957,0.76098,0.77947
2008,No migration background,female,Yes,0.07047,799,8687,0.06508,0.07585
2008,No migration background,female,No,0.79097,7888,8687,0.78242,0.79953
2008,Direct migration background,male,Yes,0.06080,44,881,0.04501,0.07658
2008,Direct migration background,male,No,0.91163,837,881,0.89288,0.93038
2008,Direct migration background,female,Yes,0.06872,67,1025,0.05323,0.08422
2008,Direct migration background,female,No,0.91053,958,1025,0.89305,0.92801
2008,Indirect migration background,male,Yes,0.13869,119,367,0.10328,0.17410
2008,Indirect migration background,male,No,0.35796,248,367,0.30884,0.40707
2008,Indirect migration background,female,Yes,0.11905,113,399,0.08723,0.15086
2008,Indirect migration background,female,No,0.38781,286,399,0.33994,0.43568
2009,No migration background,male,Yes,0.07883,705,7498,0.07273,0.08493
2009,No migration background,male,No,0.77045,6793,7498,0.76093,0.77997
2009,No migration background,female,Yes,0.07129,704,8152,0.06571,0.07688
2009,No migration background,female,No,0.79070,7448,8152,0.78186,0.79953
2009,Direct migration background,male,Yes,0.06090,36,760,0.04388,0.07791
2009,Direct migration background,male,No,0.90942,724,760,0.88900,0.92983
2009,Direct migration background,female,Yes,0.08006,61,899,0.06231,0.09781
2009,Direct migration background,female,No,0.89909,838,899,0.87939,0.91879
2009,Indirect migration background,male,Yes,0.17508,112,340,0.13462,0.21553
2009,Indirect migration background,male,No,0.35358,228,340,0.30268,0.40447
2009,Indirect migration background,female,Yes,0.13927,98,369,0.10389,0.17464
2009,Indirect migration background,female,No,0.41051,271,369,0.36025,0.46077
2010,No migration background,male,Yes,0.08861,842,9086,0.08277,0.09445
2010,No migration background,male,No,0.76921,8244,9086,0.76055,0.77788
2010,No migration background,female,Yes,0.07474,885,10808,0.06978,0.07969
2010,No migration background,female,No,0.79252,9923,10808,0.78488,0.80017
2010,Direct migration background,male,Yes,0.06873,90,1329,0.05512,0.08234
2010,Direct migration background,male,No,0.90327,1239,1329,0.88737,0.91917
2010,Direct migration background,female,Yes,0.08738,127,1656,0.07377,0.10098
2010,Direct migration background,female,No,0.88107,1529,1656,0.86548,0.89667
2010,Indirect migration background,male,Yes,0.15578,143,494,0.12377,0.18780
2010,Indirect migration background,male,No,0.30232,351,494,0.26178,0.34286
2010,Indirect migration background,female,Yes,0.15508,139,594,0.12595,0.18422
2010,Indirect migration background,female,No,0.31588,455,594,0.27846,0.35330
2011,No migration background,male,Yes,0.07694,937,10827,0.07192,0.08196
2011,No migration background,male,No,0.77319,9890,10827,0.76530,0.78108
2011,No migration background,female,Yes,0.07382,1091,12960,0.06932,0.07832
2011,No migration background,female,No,0.78833,11869,12960,0.78130,0.79537
2011,Direct migration background,male,Yes,0.05866,92,1465,0.04662,0.07070
2011,Direct migration background,male,No,0.90577,1373,1465,0.89080,0.92073
2011,Direct migration background,female,Yes,0.07438,125,1882,0.06252,0.08624
2011,Direct migration background,female,No,0.89827,1757,1882,0.88461,0.91193
2011,Indirect migration background,male,Yes,0.14891,163,558,0.11935,0.17848
2011,Indirect migration background,male,No,0.30202,395,558,0.26389,0.34015
2011,Indirect migration background,female,Yes,0.12743,170,680,0.10235,0.15251
2011,Indirect migration background,female,No,0.33103,510,680,0.29563,0.36642
2012,No migration background,male,Yes,0.07958,949,10599,0.07443,0.08473
2012,No migration background,male,No,0.77366,9650,10599,0.76569,0.78163
2012,No migration background,female,Yes,0.06976,1065,12643,0.06532,0.07420
2012,No migration background,female,No,0.79252,11578,12643,0.78545,0.79959
2012,Direct migration background,male,Yes,0.05013,81,1404,0.03871,0.06155
2012,Direct migration background,male,No,0.91622,1323,1404,0.90172,0.93072
2012,Direct migration background,female,Yes,0.07991,131,1788,0.06734,0.09248
2012,Direct migration background,female,No,0.88901,1657,1788,0.87444,0.90357
2012,Indirect migration background,male,Yes,0.14466,156,550,0.11524,0.17409
2012,Indirect migration background,male,No,0.30808,394,550,0.26946,0.34670
2012,Indirect migration background,female,Yes,0.12815,152,650,0.10244,0.15387
2012,Indirect migration background,female,No,0.33650,498,650,0.30015,0.37285
2013,No migration background,male,Yes,0.08451,965,10056,0.07908,0.08995
2013,No migration background,male,No,0.76636,9091,10056,0.75809,0.77463
2013,No migration background,female,Yes,0.06996,1046,11964,0.06538,0.07453
2013,No migration background,female,No,0.79878,10918,11964,0.79160,0.80597
2013,Direct migration background,male,Yes,0.06488,236,2937,0.05597,0.07379
2013,Direct migration background,male,No,0.90383,2701,2937,0.89317,0.91450
2013,Direct migration background,female,Yes,0.08278,335,3622,0.07380,0.09175
2013,Direct migration background,female,No,0.88350,3287,3622,0.87305,0.89395
2013,Indirect migration background,male,Yes,0.13621,297,989,0.11482,0.15760
2013,Indirect migration background,male,No,0.35271,692,989,0.32291,0.38250
2013,Indirect migration background,female,Yes,0.12981,281,1053,0.10950,0.15012
2013,Indirect migration background,female,No,0.33518,772,1053,0.30666,0.36371
2014,No migration background,male,Yes,0.08189,860,9246,0.07630,0.08748
2014,No migration background,male,No,0.77431,8386,9246,0.76579,0.78283
2014,No migration background,female,Yes,0.07289,1001,10855,0.06800,0.07778
2014,No migration background,female,No,0.79283,9854,10855,0.78520,0.80045
2014,Direct migration background,male,Yes,0.07774,202,2383,0.06699,0.08849
2014,Direct migration background,male,No,0.88739,2181,2383,0.87470,0.90009
2014,Direct migration background,female,Yes,0.08900,287,2897,0.07863,0.09937
2014,Direct migration background,female,No,0.87318,2610,2897,0.86106,0.88530
2014,Indirect migration background,male,Yes,0.15366,237,803,0.12870,0.17861
2014,Indirect migration background,male,No,0.34291,566,803,0.31006,0.37577
2014,Indirect migration background,female,Yes,0.14935,241,896,0.12599,0.17270
2014,Indirect migration background,female,No,0.33804,655,896,0.30705,0.36903
2015,No migration background,male,Yes,0.07727,806,8804,0.07170,0.08285
2015,No migration background,male,No,0.77956,7998,8804,0.77090,0.78822
2015,No migration background,female,Yes,0.07325,932,10326,0.06822,0.07828
2015,No migration background,female,No,0.79447,9394,10326,0.78668,0.80227
2015,Direct migration background,male,Yes,0.07136,231,2764,0.06176,0.08096
2015,Direct migration background,male,No,0.89274,2533,2764,0.88120,0.90427
2015,Direct migration background,female,Yes,0.06889,281,3291,0.06024,0.07755
2015,Direct migration background,female,No,0.88996,3010,3291,0.87927,0.90065
2015,Indirect migration background,male,Yes,0.15154,222,742,0.12572,0.17736
2015,Indirect migration background,male,No,0.34703,520,742,0.31276,0.38131
2015,Indirect migration background,female,Yes,0.15768,265,859,0.13329,0.18206
2015,Indirect migration background,female,No,0.33116,594,859,0.29966,0.36265
2016,No migration background,male,Yes,0.07923,733,8163,0.07337,0.08509
2016,No migration background,male,No,0.77275,7430,8163,0.76366,0.78184
2016,No migration background,female,Yes,0.07380,817,9600,0.06857,0.07903
2016,No migration background,female,No,0.79319,8783,9600,0.78509,0.80129
2016,Direct migration background,male,Yes,0.06671,300,4016,0.05900,0.07443
2016,Direct migration background,male,No,0.88601,3716,4016,0.87618,0.89584
2016,Direct migration background,female,Yes,0.05447,276,3997,0.04744,0.06151
2016,Direct migration background,female,No,0.89788,3721,3997,0.88849,0.90727
2016,Indirect migration background,male,Yes,0.17483,225,689,0.14645,0.20321
2016,Indirect migration background,male,No,0.33427,464,689,0.29902,0.36952
2016,Indirect migration background,female,Yes,0.15631,232,791,0.13099,0.18163
2016,Indirect migration background,female,No,0.35459,559,791,0.32123,0.38795
2017,No migration background,male,Yes,0.08322,943,9364,0.07763,0.08882
2017,No migration background,male,No,0.77129,8421,9364,0.76278,0.77979
2017,No migration background,female,Yes,0.07127,973,10746,0.06641,0.07614
2017,No migration background,female,No,0.79478,9773,10746,0.78715,0.80242
2017,Direct migration background,male,Yes,0.06805,379,4392,0.06060,0.07550
2017,Direct migration background,male,No,0.87276,4013,4392,0.86290,0.88262
2017,Direct migration background,female,Yes,0.06708,324,4391,0.05968,0.07448
2017,Direct migration background,female,No,0.88101,4067,4391,0.87143,0.89059
2017,Indirect migration background,male,Yes,0.16517,253,764,0.13882,0.19152
