year,pgisced97,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,First Stage of Tertiary Education,West,No,0.95116,549,581,0.93362,0.96870
1986,Second Stage of Tertiary Education,West,Yes,0.09183,76,749,0.07113,0.11252
1986,Second Stage of Tertiary Education,West,No,0.90817,673,749,0.88748,0.92887
1987,Pre-primary Level,West,Yes,0.99893,191,191,0.99429,1.00357
1987,Primary Level,West,Yes,0.08689,34,751,0.06673,0.10705
1987,Primary Level,West,No,0.91311,717,751,0.89295,0.93327
1987,Lower Secondary Level,West,Yes,0.13251,501,2836,0.12003,0.14499
1987,Lower Secondary Level,West,No,0.86745,2335,2836,0.85497,0.87993
1987,Upper Secondary Level,West,Yes,0.07548,412,4968,0.06813,0.08283
1987,Upper Secondary Level,West,No,0.92421,4556,4968,0.91685,0.93157
1987,Post-secondary Non-tertiary Level,West,Yes,0.20579,50,274,0.15783,0.25375
1987,Post-secondary Non-tertiary Level,West,No,0.79421,224,274,0.74625,0.84217
1987,First Stage of Tertiary Education,West,Yes,0.05214,33,565,0.03379,0.07049
1987,First Stage of Tertiary Education,West,No,0.94786,532,565,0.92951,0.96621
1987,Second Stage of Tertiary Education,West,Yes,0.09610,71,742,0.07488,0.11732
1987,Second Stage of Tertiary Education,West,No,0.90390,671,742,0.88268,0.92512
1988,Pre-primary Level,West,Yes,0.99094,163,163,0.97636,1.00553
1988,Primary Level,West,No,0.92042,663,663,0.89980,0.94104
1988,Lower Secondary Level,West,Yes,0.13366,480,2719,0.12087,0.14646
1988,Lower Secondary Level,West,No,0.86634,2239,2719,0.85354,0.87913
1988,Upper Secondary Level,West,Yes,0.07767,404,4743,0.07005,0.08529
1988,Upper Secondary Level,West,No,0.92233,4339,4743,0.91471,0.92995
1988,Post-secondary Non-tertiary Level,West,Yes,0.19575,44,268,0.14815,0.24334
1988,Post-secondary Non-tertiary Level,West,No,0.80425,224,268,0.75666,0.85185
1988,First Stage of Tertiary Education,West,No,0.97013,520,520,0.95549,0.98478
1988,Second Stage of Tertiary Education,West,Yes,0.07062,54,702,0.05166,0.08959
1988,Second Stage of Tertiary Education,West,No,0.92938,648,702,0.91041,0.94834
1989,Primary Level,West,No,0.92116,627,627,0.90005,0.94227
1989,Lower Secondary Level,West,Yes,0.13280,416,2570,0.11968,0.14592
1989,Lower Secondary Level,West,No,0.86711,2154,2570,0.85398,0.88024
1989,Upper Secondary Level,West,Yes,0.07790,391,4621,0.07017,0.08563
1989,Upper Secondary Level,West,No,0.92186,4230,4621,0.91413,0.92960
1989,Post-secondary Non-tertiary Level,West,Yes,0.18075,42,288,0.13623,0.22527
1989,Post-secondary Non-tertiary Level,West,No,0.81925,246,288,0.77473,0.86377
1989,First Stage of Tertiary Education,West,No,0.96446,497,497,0.94816,0.98075
1989,Second Stage of Tertiary Education,West,Yes,0.06860,48,698,0.04983,0.08737
1989,Second Stage of Tertiary Education,West,No,0.93140,650,698,0.91263,0.95017
1990,Pre-primary Level,East,Yes,0.97431,32,32,0.91861,1.03000
1990,Primary Level,West,No,0.92990,607,607,0.90958,0.95023
1990,Lower Secondary Level,West,Yes,0.12925,368,2469,0.11602,0.14249
1990,Lower Secondary Level,West,No,0.87039,2101,2469,0.85714,0.88365
1990,Lower Secondary Level,East,Yes,0.23030,160,515,0.19391,0.26670
1990,Lower Secondary Level,East,No,0.76856,355,515,0.73210,0.80502
1990,Upper Secondary Level,West,Yes,0.07654,380,4537,0.06881,0.08428
1990,Upper Secondary Level,West,No,0.92346,4157,4537,0.91572,0.93119
1990,Upper Secondary Level,East,Yes,0.04789,129,2530,0.03956,0.05621
1990,Upper Secondary Level,East,No,0.95166,2401,2530,0.94330,0.96002
1990,Post-secondary Non-tertiary Level,West,Yes,0.20483,47,292,0.15846,0.25120
1990,Post-secondary Non-tertiary Level,West,No,0.79517,245,292,0.74880,0.84154
1990,Post-secondary Non-tertiary Level,East,Yes,0.41807,34,80,0.30930,0.52684
1990,Post-secondary Non-tertiary Level,East,No,0.58193,46,80,0.47316,0.69070
1990,First Stage of Tertiary Education,West,No,0.96873,496,496,0.95339,0.98406
1990,First Stage of Tertiary Education,East,No,0.94110,239,239,0.91119,0.97101
1990,Second Stage of Tertiary Education,West,Yes,0.08105,49,699,0.06080,0.10130
1990,Second Stage of Tertiary Education,West,No,0.91895,650,699,0.89870,0.93920
1990,Second Stage of Tertiary Education,East,Yes,0.10026,100,992,0.08156,0.11896
1990,Second Stage of Tertiary Education,East,No,0.89974,892,992,0.88104,0.91844
1991,Primary Level,West,No,0.95855,600,600,0.94259,0.97451
1991,Lower Secondary Level,West,Yes,0.12673,374,2404,0.11343,0.14003
1991,Lower Secondary Level,West,No,0.87290,2030,2404,0.85958,0.88622
1991,Lower Secondary Level,East,Yes,0.16396,116,454,0.12986,0.19805
1991,Lower Secondary Level,East,No,0.83604,338,454,0.80195,0.87014
1991,Upper Secondary Level,West,Yes,0.07693,400,4556,0.06920,0.08467
1991,Upper Secondary Level,West,No,0.92307,4156,4556,0.91533,0.93080
1991,Upper Secondary Level,East,Yes,0.06393,151,2355,0.05405,0.07381
1991,Upper Secondary Level,East,No,0.93607,2204,2355,0.92619,0.94595
1991,Post-secondary Non-tertiary Level,West,Yes,0.21086,56,307,0.16515,0.25657
1991,Post-secondary Non-tertiary Level,West,No,0.78914,251,307,0.74343,0.83485
1991,Post-secondary Non-tertiary Level,East,No,0.64724,43,43,0.50273,0.79175
1991,First Stage of Tertiary Education,West,No,0.94467,490,490,0.92441,0.96494
1991,First Stage of Tertiary Education,East,No,0.92869,218,218,0.89445,0.96293
1991,Second Stage of Tertiary Education,West,Yes,0.07737,54,724,0.05789,0.09684
1991,Second Stage of Tertiary Education,West,No,0.92263,670,724,0.90316,0.94211
1991,Second Stage of Tertiary Education,East,Yes,0.12547,133,953,0.10443,0.14651
1991,Second Stage of Tertiary Education,East,No,0.87298,820,953,0.85183,0.89414
1992,Pre-primary Level,West,Yes,0.99082,142,142,0.97507,1.00656
1992,Pre-primary Level,East,Yes,0.98408,44,44,0.94668,1.02149
1992,Primary Level,West,No,0.96150,585,585,0.94590,0.97711
1992,Lower Secondary Level,West,Yes,0.12863,363,2330,0.11503,0.14223
1992,Lower Secondary Level,West,No,0.87074,1967,2330,0.85711,0.88436
1992,Lower Secondary Level,East,Yes,0.22407,148,454,0.18567,0.26246
1992,Lower Secondary Level,East,No,0.77593,306,454,0.73754,0.81433
1992,Upper Secondary Level,West,Yes,0.07353,368,4500,0.06590,0.08115
1992,Upper Secondary Level,West,No,0.92578,4132,4500,0.91812,0.93344
1992,Upper Secondary Level,East,Yes,0.08040,198,2219,0.06908,0.09171
1992,Upper Secondary Level,East,No,0.91960,2021,2219,0.90829,0.93092
1992,Post-secondary Non-tertiary Level,West,Yes,0.20686,66,316,0.16213,0.25159
1992,Post-secondary Non-tertiary Level,West,No,0.79314,250,316,0.74841,0.83787
1992,Post-secondary Non-tertiary Level,East,No,0.67740,42,42,0.53431,0.82049
1992,First Stage of Tertiary Education,West,No,0.94941,504,504,0.93026,0.96856
1992,First Stage of Tertiary Education,East,No,0.94106,216,216,0.90958,0.97254
1992,Second Stage of Tertiary Education,West,Yes,0.07574,64,738,0.05664,0.09485
1992,Second Stage of Tertiary Education,West,No,0.92426,674,738,0.90515,0.94336
1992,Second Stage of Tertiary Education,East,Yes,0.10895,108,917,0.08877,0.12912
1992,Second Stage of Tertiary Education,East,No,0.89105,809,917,0.87088,0.91123
1993,Pre-primary Level,West,Yes,0.99765,125,125,0.98911,1.00618
1993,Primary Level,West,No,0.95766,575,575,0.94119,0.97414
1993,Lower Secondary Level,West,Yes,0.12029,324,2253,0.10685,0.13372
1993,Lower Secondary Level,West,No,0.87971,1929,2253,0.86628,0.89315
1993,Lower Secondary Level,East,Yes,0.24553,140,425,0.20456,0.28650
1993,Lower Secondary Level,East,No,0.75447,285,425,0.71350,0.79544
1993,Upper Secondary Level,West,Yes,0.06795,364,4522,0.06061,0.07528
1993,Upper Secondary Level,West,No,0.93205,4158,4522,0.92472,0.93939
1993,Upper Secondary Level,East,Yes,0.08311,204,2142,0.07142,0.09480
1993,Upper Secondary Level,East,No,0.91689,1938,2142,0.90520,0.92858
1993,Post-secondary Non-tertiary Level,West,Yes,0.23419,69,315,0.18735,0.28104
1993,Post-secondary Non-tertiary Level,West,No,0.76581,246,315,0.71896,0.81265
1993,Post-secondary Non-tertiary Level,East,No,0.70143,46,46,0.56771,0.83514
1993,First Stage of Tertiary Education,West,No,0.95536,491,491,0.93707,0.97365
1993,First Stage of Tertiary Education,East,No,0.93717,210,210,0.90427,0.97006
1993,Second Stage of Tertiary Education,West,Yes,0.07371,59,763,0.05515,0.09226
1993,Second Stage of Tertiary Education,West,No,0.92629,704,763,0.90774,0.94485
1993,Second Stage of Tertiary Education,East,Yes,0.09892,87,873,0.07911,0.11874
1993,Second Stage of Tertiary Education,East,No,0.90108,786,873,0.88126,0.92089
1994,Pre-primary Level,West,Yes,0.97942,153,153,0.95686,1.00199
1994,Pre-primary Level,East,Yes,0.96688,82,82,0.92791,1.00585
1994,Primary Level,West,No,0.94871,528,528,0.92988,0.96755
1994,Lower Secondary Level,West,Yes,0.10227,242,2089,0.08927,0.11527
1994,Lower Secondary Level,West,No,0.89773,1847,2089,0.88473,0.91073
1994,Lower Secondary Level,East,Yes,0.24327,137,403,0.20133,0.28521
1994,Lower Secondary Level,East,No,0.75673,266,403,0.71479,0.79867
1994,Upper Secondary Level,West,Yes,0.06701,363,4476,0.05968,0.07434
1994,Upper Secondary Level,West,No,0.93299,4113,4476,0.92566,0.94032
1994,Upper Secondary Level,East,Yes,0.05760,144,2092,0.04761,0.06758
1994,Upper Secondary Level,East,No,0.94240,1948,2092,0.93242,0.95239
1994,Post-secondary Non-tertiary Level,West,Yes,0.21218,70,317,0.16710,0.25726
1994,Post-secondary Non-tertiary Level,West,No,0.78782,247,317,0.74274,0.83290
1994,Post-secondary Non-tertiary Level,East,No,0.71797,50,50,0.59198,0.84397
1994,First Stage of Tertiary Education,West,No,0.95778,494,494,0.94003,0.97553
1994,First Stage of Tertiary Education,East,No,0.91942,214,214,0.88287,0.95598
1994,Second Stage of Tertiary Education,West,Yes,0.07128,55,795,0.05338,0.08918
1994,Second Stage of Tertiary Education,West,No,0.92872,740,795,0.91082,0.94662
1994,Second Stage of Tertiary Education,East,Yes,0.10067,82,858,0.08053,0.12082
1994,Second Stage of Tertiary Education,East,No,0.89933,776,858,0.87918,0.91947
1995,Pre-primary Level,West,Yes,0.98603,188,188,0.96921,1.00285
1995,Pre-primary Level,East,Yes,0.97335,94,94,0.94061,1.00608
1995,Primary Level,West,No,0.96562,513,513,0.94983,0.98140
1995,Lower Secondary Level,West,Yes,0.10747,271,2114,0.09427,0.12068
1995,Lower Secondary Level,West,No,0.89253,1843,2114,0.87932,0.90573
1995,Lower Secondary Level,East,Yes,0.23249,130,378,0.18985,0.27513
1995,Lower Secondary Level,East,No,0.76751,248,378,0.72487,0.81015
1995,Upper Secondary Level,West,Yes,0.06858,386,4674,0.06133,0.07583
1995,Upper Secondary Level,West,No,0.93142,4288,4674,0.92417,0.93867
1995,Upper Secondary Level,East,Yes,0.06501,160,2052,0.05434,0.07568
1995,Upper Secondary Level,East,No,0.93457,1892,2052,0.92387,0.94527
1995,Post-secondary Non-tertiary Level,West,Yes,0.21416,77,401,0.17396,0.25436
1995,Post-secondary Non-tertiary Level,West,No,0.78584,324,401,0.74564,0.82604
1995,Post-secondary Non-tertiary Level,East,No,0.68425,47,47,0.54992,0.81857
1995,First Stage of Tertiary Education,West,Yes,0.04835,33,523,0.02995,0.06675
1995,First Stage of Tertiary Education,West,No,0.95165,490,523,0.93325,0.97005
1995,First Stage of Tertiary Education,East,No,0.95858,221,221,0.93225,0.98491
1995,Second Stage of Tertiary Education,West,Yes,0.07676,78,919,0.05954,0.09398
1995,Second Stage of Tertiary Education,West,No,0.92324,841,919,0.90602,0.94046
1995,Second Stage of Tertiary Education,East,Yes,0.09252,77,834,0.07284,0.11220
1995,Second Stage of Tertiary Education,East,No,0.90748,757,834,0.88780,0.92716
1996,Pre-primary Level,West,Yes,0.97643,191,191,0.95486,0.99800
1996,Pre-primary Level,East,Yes,0.96219,96,96,0.92384,1.00055
1996,Primary Level,West,No,0.96369,470,470,0.94676,0.98062
1996,Lower Secondary Level,West,Yes,0.10671,254,2018,0.09323,0.12018
1996,Lower Secondary Level,West,No,0.89329,1764,2018,0.87982,0.90677
1996,Lower Secondary Level,East,Yes,0.23925,126,367,0.19554,0.28295
1996,Lower Secondary Level,East,No,0.76075,241,367,0.71705,0.80446
1996,Upper Secondary Level,West,Yes,0.05599,330,4582,0.04933,0.06265
1996,Upper Secondary Level,West,No,0.94222,4252,4582,0.93546,0.94898
1996,Upper Secondary Level,East,Yes,0.07255,168,2033,0.06127,0.08383
1996,Upper Secondary Level,East,No,0.92745,1865,2033,0.91617,0.93873
1996,Post-secondary Non-tertiary Level,West,Yes,0.23182,75,396,0.19020,0.27343
1996,Post-secondary Non-tertiary Level,West,No,0.76818,321,396,0.72657,0.80980
1996,Post-secondary Non-tertiary Level,East,No,0.74533,51,51,0.62457,0.86610
1996,First Stage of Tertiary Education,West,No,0.95872,506,506,0.94137,0.97607
1996,First Stage of Tertiary Education,East,No,0.96608,218,218,0.94199,0.99016
1996,Second Stage of Tertiary Education,West,Yes,0.06522,67,925,0.04930,0.08114
1996,Second Stage of Tertiary Education,West,No,0.93478,858,925,0.91886,0.95070
1996,Second Stage of Tertiary Education,East,Yes,0.07243,56,839,0.05488,0.08998
1996,Second Stage of Tertiary Education,East,No,0.92757,783,839,0.91002,0.94512
1997,Pre-primary Level,West,Yes,0.97243,198,198,0.94956,0.99529
1997,Pre-primary Level,East,Yes,0.95737,107,107,0.91891,0.99583
1997,Primary Level,West,No,0.95336,442,442,0.93368,0.97304
1997,Lower Secondary Level,West,Yes,0.11482,275,1979,0.10077,0.12887
1997,Lower Secondary Level,West,No,0.88518,1704,1979,0.87113,0.89923
1997,Lower Secondary Level,East,Yes,0.23892,119,350,0.19418,0.28366
1997,Lower Secondary Level,East,No,0.76108,231,350,0.71634,0.80582
1997,Upper Secondary Level,West,Yes,0.05550,304,4496,0.04881,0.06219
1997,Upper Secondary Level,West,No,0.94450,4192,4496,0.93781,0.95119
1997,Upper Secondary Level,East,Yes,0.06301,148,1985,0.05232,0.07370
1997,Upper Secondary Level,East,No,0.93699,1837,1985,0.92630,0.94768
1997,Post-secondary Non-tertiary Level,West,Yes,0.21538,64,378,0.17388,0.25687
1997,Post-secondary Non-tertiary Level,West,No,0.78462,314,378,0.74313,0.82612
1997,Post-secondary Non-tertiary Level,East,No,0.74767,56,56,0.63288,0.86246
1997,First Stage of Tertiary Education,West,No,0.96164,497,497,0.94473,0.97854
1997,First Stage of Tertiary Education,East,No,0.96043,216,216,0.93436,0.98649
1997,Second Stage of Tertiary Education,West,Yes,0.08931,81,930,0.07097,0.10765
1997,Second Stage of Tertiary Education,West,No,0.91069,849,930,0.89235,0.92903
1997,Second Stage of Tertiary Education,East,Yes,0.06140,60,836,0.04512,0.07768
1997,Second Stage of Tertiary Education,East,No,0.93798,776,836,0.92162,0.95434
1998,Pre-primary Level,West,Yes,0.96804,217,217,0.94458,0.99150
1998,Pre-primary Level,East,Yes,0.94489,105,105,0.90104,0.98875
1998,Primary Level,West,No,0.95375,417,417,0.93357,0.97394
1998,Lower Secondary Level,West,Yes,0.11462,300,2164,0.10120,0.12805
1998,Lower Secondary Level,West,No,0.88538,1864,2164,0.87195,0.89880
1998,Lower Secondary Level,East,Yes,0.24240,129,375,0.19897,0.28583
1998,Lower Secondary Level,East,No,0.75760,246,375,0.71417,0.80103
1998,Upper Secondary Level,West,Yes,0.06776,356,4928,0.06074,0.07478
1998,Upper Secondary Level,West,No,0.93224,4572,4928,0.92522,0.93926
1998,Upper Secondary Level,East,Yes,0.04820,123,2095,0.03903,0.05738
1998,Upper Secondary Level,East,No,0.95180,1972,2095,0.94262,0.96097
1998,Post-secondary Non-tertiary Level,West,Yes,0.16534,64,437,0.13047,0.20021
1998,Post-secondary Non-tertiary Level,West,No,0.83466,373,437,0.79979,0.86953
1998,Post-secondary Non-tertiary Level,East,No,0.75274,53,53,0.63548,0.87000
1998,First Stage of Tertiary Education,West,No,0.95606,554,554,0.93898,0.97314
1998,First Stage of Tertiary Education,East,No,0.96866,226,226,0.94589,0.99142
1998,Second Stage of Tertiary Education,West,Yes,0.06644,74,1101,0.05172,0.08116
1998,Second Stage of Tertiary Education,West,No,0.93356,1027,1101,0.91884,0.94828
1998,Second Stage of Tertiary Education,East,Yes,0.03577,42,868,0.02341,0.04813
1998,Second Stage of Tertiary Education,East,No,0.96423,826,868,0.95187,0.97659
1999,Pre-primary Level,West,Yes,0.94792,204,204,0.91735,0.97848
1999,Pre-primary Level,East,Yes,0.95126,101,101,0.90906,0.99347
1999,Primary Level,West,No,0.95935,399,399,0.93995,0.97875
1999,Lower Secondary Level,West,Yes,0.12460,291,2069,0.11037,0.13883
1999,Lower Secondary Level,West,No,0.87540,1778,2069,0.86117,0.88963
1999,Lower Secondary Level,East,Yes,0.27793,137,370,0.23222,0.32364
1999,Lower Secondary Level,East,No,0.72207,233,370,0.67636,0.76778
1999,Upper Secondary Level,West,Yes,0.06506,332,4855,0.05812,0.07199
1999,Upper Secondary Level,West,No,0.93494,4523,4855,0.92801,0.94188
1999,Upper Secondary Level,East,Yes,0.05497,135,2076,0.04517,0.06478
1999,Upper Secondary Level,East,No,0.94503,1941,2076,0.93522,0.95483
1999,Post-secondary Non-tertiary Level,West,Yes,0.14661,67,429,0.11310,0.18012
1999,Post-secondary Non-tertiary Level,West,No,0.85339,362,429,0.81988,0.88690
1999,Post-secondary Non-tertiary Level,East,No,0.74875,60,60,0.63808,0.85943
1999,First Stage of Tertiary Education,West,No,0.95594,542,542,0.93865,0.97324
1999,First Stage of Tertiary Education,East,No,0.98194,235,235,0.96488,0.99900
1999,Second Stage of Tertiary Education,West,Yes,0.07093,90,1102,0.05577,0.08610
1999,Second Stage of Tertiary Education,West,No,0.92907,1012,1102,0.91390,0.94423
1999,Second Stage of Tertiary Education,East,Yes,0.05618,59,857,0.04075,0.07161
1999,Second Stage of Tertiary Education,East,No,0.94382,798,857,0.92839,0.95925
2000,Pre-primary Level,West,Yes,0.95497,335,335,0.93273,0.97721
2000,Pre-primary Level,East,Yes,0.98840,140,140,0.97059,1.00620
2000,Primary Level,West,No,0.96187,369,369,0.94231,0.98144
2000,Lower Secondary Level,West,Yes,0.14809,524,3040,0.13546,0.16072
2000,Lower Secondary Level,West,No,0.85067,2516,3040,0.83800,0.86334
2000,Lower Secondary Level,East,Yes,0.30801,205,513,0.26802,0.34800
2000,Lower Secondary Level,East,No,0.69199,308,513,0.65200,0.73198
2000,Upper Secondary Level,West,Yes,0.05850,600,9546,0.05379,0.06321
2000,Upper Secondary Level,West,No,0.94150,8946,9546,0.93679,0.94621
2000,Upper Secondary Level,East,Yes,0.06970,268,3253,0.06095,0.07846
2000,Upper Secondary Level,East,No,0.93030,2985,3253,0.92154,0.93905
2000,Post-secondary Non-tertiary Level,West,Yes,0.15445,150,994,0.13197,0.17693
2000,Post-secondary Non-tertiary Level,West,No,0.84555,844,994,0.82307,0.86803
2000,Post-secondary Non-tertiary Level,East,No,0.80290,102,102,0.72532,0.88049
2000,First Stage of Tertiary Education,West,Yes,0.03180,54,1376,0.02252,0.04107
2000,First Stage of Tertiary Education,West,No,0.96820,1322,1376,0.95893,0.97748
2000,First Stage of Tertiary Education,East,No,0.95531,481,481,0.93682,0.97379
2000,Second Stage of Tertiary Education,West,Yes,0.06754,171,2528,0.05776,0.07733
2000,Second Stage of Tertiary Education,West,No,0.93246,2357,2528,0.92267,0.94224
2000,Second Stage of Tertiary Education,East,Yes,0.04245,71,1288,0.03143,0.05346
2000,Second Stage of Tertiary Education,East,No,0.95544,1217,1288,0.94416,0.96671
2001,Pre-primary Level,West,Yes,0.96990,375,375,0.95258,0.98722
2001,Pre-primary Level,East,Yes,0.98711,153,153,0.96917,1.00504
2001,Primary Level,West,No,0.95573,284,284,0.93177,0.97970
2001,Lower Secondary Level,West,Yes,0.14739,449,2631,0.13384,0.16094
2001,Lower Secondary Level,West,No,0.85261,2182,2631,0.83906,0.86616
2001,Lower Secondary Level,East,Yes,0.30218,173,451,0.25976,0.34461
2001,Lower Secondary Level,East,No,0.69782,278,451,0.65539,0.74024
2001,Upper Secondary Level,West,Yes,0.05896,548,8578,0.05398,0.06395
2001,Upper Secondary Level,West,No,0.94104,8030,8578,0.93605,0.94602
2001,Upper Secondary Level,East,Yes,0.07230,253,2998,0.06303,0.08157
2001,Upper Secondary Level,East,No,0.92770,2745,2998,0.91843,0.93697
2001,Post-secondary Non-tertiary Level,West,Yes,0.13387,114,945,0.11215,0.15559
2001,Post-secondary Non-tertiary Level,West,No,0.86613,831,945,0.84441,0.88785
2001,Post-secondary Non-tertiary Level,East,No,0.73283,94,94,0.64290,0.82276
2001,First Stage of Tertiary Education,West,Yes,0.03673,46,1232,0.02622,0.04724
2001,First Stage of Tertiary Education,West,No,0.96327,1186,1232,0.95276,0.97378
2001,First Stage of Tertiary Education,East,No,0.95290,429,429,0.93283,0.97297
2001,Second Stage of Tertiary Education,West,Yes,0.07142,148,2328,0.06096,0.08188
2001,Second Stage of Tertiary Education,West,No,0.92858,2180,2328,0.91812,0.93904
2001,Second Stage of Tertiary Education,East,Yes,0.03789,63,1222,0.02718,0.04859
2001,Second Stage of Tertiary Education,East,No,0.96211,1159,1222,0.95141,0.97282
2002,Pre-primary Level,West,Yes,0.98653,452,452,0.97590,0.99717
2002,Pre-primary Level,East,Yes,0.99911,152,152,0.99434,1.00387
2002,Primary Level,West,No,0.94675,261,261,0.91946,0.97404
2002,Lower Secondary Level,West,Yes,0.14999,445,2471,0.13591,0.16407
2002,Lower Secondary Level,West,No,0.85001,2026,2471,0.83593,0.86409
2002,Lower Secondary Level,East,Yes,0.31347,161,420,0.26905,0.35788
2002,Lower Secondary Level,East,No,0.68653,259,420,0.64212,0.73095
2002,Upper Secondary Level,West,Yes,0.05727,610,8706,0.05239,0.06215
2002,Upper Secondary Level,West,No,0.94273,8096,8706,0.93785,0.94761
2002,Upper Secondary Level,East,Yes,0.07946,255,2878,0.06958,0.08935
2002,Upper Secondary Level,East,No,0.92054,2623,2878,0.91065,0.93042
2002,Post-secondary Non-tertiary Level,West,Yes,0.13549,131,1030,0.11458,0.15640
2002,Post-secondary Non-tertiary Level,West,No,0.86451,899,1030,0.84360,0.88542
2002,Post-secondary Non-tertiary Level,East,Yes,0.21352,33,135,0.14414,0.28291
2002,Post-secondary Non-tertiary Level,East,No,0.78648,102,135,0.71709,0.85586
2002,First Stage of Tertiary Education,West,Yes,0.03947,51,1290,0.02884,0.05010
2002,First Stage of Tertiary Education,West,No,0.96053,1239,1290,0.94990,0.97116
2002,First Stage of Tertiary Education,East,No,0.97444,441,441,0.95969,0.98919
2002,Second Stage of Tertiary Education,West,Yes,0.04775,130,3236,0.04040,0.05510
2002,Second Stage of Tertiary Education,West,No,0.95225,3106,3236,0.94490,0.95960
2002,Second Stage of Tertiary Education,East,Yes,0.04942,72,1323,0.03774,0.06111
2002,Second Stage of Tertiary Education,East,No,0.95058,1251,1323,0.93889,0.96226
2003,Pre-primary Level,West,Yes,0.98007,449,449,0.96713,0.99301
2003,Pre-primary Level,East,Yes,0.99524,160,160,0.98454,1.00594
2003,Primary Level,West,No,0.94534,247,247,0.91693,0.97375
2003,Lower Secondary Level,West,Yes,0.13679,391,2324,0.12282,0.15076
2003,Lower Secondary Level,West,No,0.86321,1933,2324,0.84924,0.87718
2003,Lower Secondary Level,East,Yes,0.26748,149,410,0.22458,0.31037
2003,Lower Secondary Level,East,No,0.73252,261,410,0.68963,0.77542
2003,Upper Secondary Level,West,Yes,0.05510,562,8297,0.05019,0.06001
2003,Upper Secondary Level,West,No,0.94490,7735,8297,0.93999,0.94981
2003,Upper Secondary Level,East,Yes,0.07666,235,2809,0.06681,0.08650
2003,Upper Secondary Level,East,No,0.92334,2574,2809,0.91350,0.93319
2003,Post-secondary Non-tertiary Level,West,Yes,0.13181,119,1010,0.11094,0.15269
2003,Post-secondary Non-tertiary Level,West,No,0.86819,891,1010,0.84731,0.88906
2003,Post-secondary Non-tertiary Level,East,Yes,0.25996,36,142,0.18756,0.33236
2003,Post-secondary Non-tertiary Level,East,No,0.74004,106,142,0.66764,0.81244
2003,First Stage of Tertiary Education,West,Yes,0.03498,45,1235,0.02473,0.04523
2003,First Stage of Tertiary Education,West,No,0.96502,1190,1235,0.95477,0.97527
2003,First Stage of Tertiary Education,East,No,0.97217,442,442,0.95682,0.98752
2003,Second Stage of Tertiary Education,West,Yes,0.05756,131,3061,0.04931,0.06582
2003,Second Stage of Tertiary Education,West,No,0.94237,2930,3061,0.93411,0.95063
