year,age_gr,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,4th Quintile,No,0.98927,699,699,0.98162,0.99691
1985,46-65 y.,5th Quintile,No,0.99305,793,793,0.98726,0.99884
1985,66 and older,2nd Quintile,No,0.99669,261,261,0.98972,1.00367
1985,66 and older,5th Quintile,No,0.99260,172,172,0.97976,1.00545
1986,17-29 y.,1st Quintile,Yes,0.49714,310,663,0.45905,0.53523
1986,17-29 y.,1st Quintile,No,0.50286,353,663,0.46477,0.54095
1986,17-29 y.,2nd Quintile,Yes,0.41770,245,610,0.37853,0.45687
1986,17-29 y.,2nd Quintile,No,0.58198,365,610,0.54280,0.62115
1986,17-29 y.,3rd Quintile,Yes,0.44040,263,621,0.40132,0.47948
1986,17-29 y.,3rd Quintile,No,0.55919,358,621,0.52011,0.59827
1986,17-29 y.,4th Quintile,Yes,0.33924,215,661,0.30312,0.37536
1986,17-29 y.,4th Quintile,No,0.66076,446,661,0.62464,0.69688
1986,17-29 y.,5th Quintile,Yes,0.37170,182,495,0.32908,0.41431
1986,17-29 y.,5th Quintile,No,0.62830,313,495,0.58569,0.67092
1986,30-45 y.,1st Quintile,No,0.96016,589,589,0.94435,0.97597
1986,30-45 y.,2nd Quintile,No,0.96916,677,677,0.95613,0.98219
1986,30-45 y.,3rd Quintile,No,0.94600,621,621,0.92820,0.96379
1986,30-45 y.,4th Quintile,No,0.95414,615,615,0.93760,0.97069
1986,30-45 y.,5th Quintile,Yes,0.05772,39,680,0.04018,0.07526
1986,30-45 y.,5th Quintile,No,0.94228,641,680,0.92474,0.95982
1986,46-65 y.,1st Quintile,No,0.99670,549,549,0.99190,1.00150
1986,46-65 y.,2nd Quintile,No,0.99755,545,545,0.99340,1.00170
1986,46-65 y.,3rd Quintile,No,0.99188,618,618,0.98480,0.99896
1986,46-65 y.,4th Quintile,No,0.98792,740,740,0.98004,0.99579
1986,46-65 y.,5th Quintile,No,0.99410,758,758,0.98864,0.99955
1986,66 and older,1st Quintile,No,0.99521,254,254,0.98671,1.00372
1986,66 and older,3rd Quintile,No,0.99797,204,204,0.99177,1.00416
1986,66 and older,5th Quintile,No,0.99043,156,156,0.97510,1.00576
1987,17-29 y.,1st Quintile,Yes,0.52033,301,652,0.48195,0.55871
1987,17-29 y.,1st Quintile,No,0.47894,351,652,0.44056,0.51731
1987,17-29 y.,2nd Quintile,Yes,0.36339,243,629,0.32578,0.40101
1987,17-29 y.,2nd Quintile,No,0.63627,386,629,0.59865,0.67390
1987,17-29 y.,3rd Quintile,Yes,0.37570,253,609,0.33721,0.41420
1987,17-29 y.,3rd Quintile,No,0.62430,356,609,0.58580,0.66279
1987,17-29 y.,4th Quintile,Yes,0.32665,219,631,0.29002,0.36327
1987,17-29 y.,4th Quintile,No,0.66841,412,631,0.63165,0.70517
1987,17-29 y.,5th Quintile,Yes,0.34307,171,484,0.30074,0.38541
1987,17-29 y.,5th Quintile,No,0.65693,313,484,0.61459,0.69926
1987,30-45 y.,1st Quintile,No,0.93842,529,529,0.91791,0.95892
1987,30-45 y.,2nd Quintile,No,0.96413,644,644,0.94976,0.97851
1987,30-45 y.,3rd Quintile,No,0.97460,637,637,0.96237,0.98683
1987,30-45 y.,4th Quintile,No,0.94206,590,590,0.92320,0.96093
1987,30-45 y.,5th Quintile,Yes,0.05818,37,685,0.04064,0.07573
1987,30-45 y.,5th Quintile,No,0.94182,648,685,0.92427,0.95936
1987,46-65 y.,1st Quintile,No,0.99678,517,517,0.99188,1.00167
1987,46-65 y.,2nd Quintile,No,0.99169,543,543,0.98405,0.99933
1987,46-65 y.,3rd Quintile,No,0.99330,628,628,0.98692,0.99969
1987,46-65 y.,4th Quintile,No,0.98713,736,736,0.97899,0.99528
1987,46-65 y.,5th Quintile,No,0.98461,761,761,0.97586,0.99336
1987,66 and older,1st Quintile,No,0.99636,313,313,0.98969,1.00304
1987,66 and older,2nd Quintile,No,0.99424,222,222,0.98427,1.00422
1988,17-29 y.,1st Quintile,Yes,0.50047,283,650,0.46200,0.53893
1988,17-29 y.,1st Quintile,No,0.49953,367,650,0.46107,0.53800
1988,17-29 y.,2nd Quintile,Yes,0.43748,238,563,0.39646,0.47849
1988,17-29 y.,2nd Quintile,No,0.56216,325,563,0.52114,0.60318
1988,17-29 y.,3rd Quintile,Yes,0.41793,256,604,0.37856,0.45730
1988,17-29 y.,3rd Quintile,No,0.58207,348,604,0.54270,0.62144
1988,17-29 y.,4th Quintile,Yes,0.29441,190,616,0.25838,0.33043
1988,17-29 y.,4th Quintile,No,0.70559,426,616,0.66957,0.74162
1988,17-29 y.,5th Quintile,Yes,0.30893,144,437,0.26556,0.35230
1988,17-29 y.,5th Quintile,No,0.68717,293,437,0.64365,0.73069
1988,30-45 y.,1st Quintile,No,0.93385,520,520,0.91246,0.95523
1988,30-45 y.,2nd Quintile,No,0.95574,614,614,0.93946,0.97202
1988,30-45 y.,3rd Quintile,No,0.96090,586,586,0.94520,0.97661
1988,30-45 y.,4th Quintile,No,0.96695,538,538,0.95183,0.98207
1988,30-45 y.,5th Quintile,No,0.96427,589,589,0.94927,0.97927
1988,46-65 y.,1st Quintile,No,0.99383,507,507,0.98700,1.00065
1988,46-65 y.,2nd Quintile,No,0.99447,515,515,0.98806,1.00088
1988,46-65 y.,3rd Quintile,No,0.99099,616,616,0.98352,0.99846
1988,46-65 y.,4th Quintile,No,0.99055,733,733,0.98354,0.99756
1988,46-65 y.,5th Quintile,No,0.98929,720,720,0.98176,0.99681
1989,17-29 y.,1st Quintile,Yes,0.51514,275,645,0.47654,0.55373
1989,17-29 y.,1st Quintile,No,0.48238,370,645,0.44378,0.52097
1989,17-29 y.,2nd Quintile,Yes,0.39267,226,614,0.35401,0.43133
1989,17-29 y.,2nd Quintile,No,0.60733,388,614,0.56867,0.64599
1989,17-29 y.,3rd Quintile,Yes,0.40131,204,529,0.35950,0.44312
1989,17-29 y.,3rd Quintile,No,0.59869,325,529,0.55688,0.64050
1989,17-29 y.,4th Quintile,Yes,0.34191,196,611,0.30426,0.37955
1989,17-29 y.,4th Quintile,No,0.65809,415,611,0.62045,0.69574
1989,17-29 y.,5th Quintile,Yes,0.31513,131,427,0.27101,0.35924
1989,17-29 y.,5th Quintile,No,0.68212,296,427,0.63790,0.72634
1989,30-45 y.,1st Quintile,No,0.96267,504,504,0.94610,0.97924
1989,30-45 y.,2nd Quintile,No,0.95860,584,584,0.94243,0.97477
1989,30-45 y.,3rd Quintile,No,0.93904,573,573,0.91943,0.95864
1989,30-45 y.,4th Quintile,No,0.94963,510,510,0.93063,0.96863
1989,30-45 y.,5th Quintile,No,0.95959,567,567,0.94337,0.97581
1989,46-65 y.,1st Quintile,No,0.99446,483,483,0.98784,1.00109
1989,46-65 y.,3rd Quintile,No,0.99047,575,575,0.98252,0.99842
1989,46-65 y.,4th Quintile,No,0.98799,698,698,0.97990,0.99608
1989,46-65 y.,5th Quintile,No,0.99478,676,676,0.98935,1.00022
1989,66 and older,4th Quintile,No,0.99402,160,160,0.98203,1.00600
1989,66 and older,5th Quintile,No,0.98899,162,162,0.97288,1.00511
1990,17-29 y.,1st Quintile,Yes,0.48172,244,588,0.44129,0.52214
1990,17-29 y.,1st Quintile,No,0.51462,344,588,0.47419,0.55505
1990,17-29 y.,2nd Quintile,Yes,0.42710,211,556,0.38595,0.46826
1990,17-29 y.,2nd Quintile,No,0.57267,345,556,0.53151,0.61382
1990,17-29 y.,3rd Quintile,Yes,0.38924,201,552,0.34853,0.42995
1990,17-29 y.,3rd Quintile,No,0.61076,351,552,0.57005,0.65147
1990,17-29 y.,4th Quintile,Yes,0.30474,179,609,0.26815,0.34133
1990,17-29 y.,4th Quintile,No,0.69526,430,609,0.65867,0.73185
1990,17-29 y.,5th Quintile,Yes,0.34246,123,407,0.29630,0.38862
1990,17-29 y.,5th Quintile,No,0.65754,284,407,0.61138,0.70370
1990,30-45 y.,1st Quintile,No,0.96543,512,512,0.94959,0.98127
1990,30-45 y.,2nd Quintile,No,0.94524,600,600,0.92702,0.96346
1990,30-45 y.,3rd Quintile,No,0.95164,553,553,0.93374,0.96954
1990,30-45 y.,4th Quintile,No,0.93750,450,450,0.91511,0.95989
1990,30-45 y.,5th Quintile,No,0.97517,575,575,0.96244,0.98790
1990,46-65 y.,1st Quintile,No,0.99582,505,505,0.99019,1.00145
1990,46-65 y.,2nd Quintile,No,0.99427,479,479,0.98750,1.00104
1990,46-65 y.,3rd Quintile,No,0.99372,563,563,0.98718,1.00025
1990,46-65 y.,4th Quintile,No,0.98973,686,686,0.98219,0.99728
1990,46-65 y.,5th Quintile,No,0.96848,653,653,0.95507,0.98189
1990,66 and older,4th Quintile,No,0.99586,172,172,0.98623,1.00548
1991,17-29 y.,1st Quintile,Yes,0.44218,248,619,0.40302,0.48134
1991,17-29 y.,1st Quintile,No,0.55614,371,619,0.51697,0.59531
1991,17-29 y.,2nd Quintile,Yes,0.41101,205,547,0.36974,0.45229
1991,17-29 y.,2nd Quintile,No,0.58899,342,547,0.54771,0.63026
1991,17-29 y.,3rd Quintile,Yes,0.41606,218,534,0.37421,0.45790
1991,17-29 y.,3rd Quintile,No,0.58394,316,534,0.54210,0.62579
1991,17-29 y.,4th Quintile,Yes,0.34693,177,560,0.30747,0.38639
1991,17-29 y.,4th Quintile,No,0.65307,383,560,0.61361,0.69253
1991,17-29 y.,5th Quintile,Yes,0.31739,129,424,0.27303,0.36175
1991,17-29 y.,5th Quintile,No,0.68261,295,424,0.63825,0.72697
1991,30-45 y.,1st Quintile,No,0.92584,427,427,0.90096,0.95072
1991,30-45 y.,2nd Quintile,Yes,0.07379,31,647,0.05363,0.09395
1991,30-45 y.,2nd Quintile,No,0.92621,616,647,0.90605,0.94637
1991,30-45 y.,3rd Quintile,No,0.95496,570,570,0.93792,0.97200
1991,30-45 y.,4th Quintile,No,0.95268,498,498,0.93402,0.97135
1991,30-45 y.,5th Quintile,Yes,0.06203,34,612,0.04290,0.08115
1991,30-45 y.,5th Quintile,No,0.93797,578,612,0.91885,0.95710
1991,46-65 y.,1st Quintile,No,0.99483,475,475,0.98837,1.00129
1991,46-65 y.,2nd Quintile,No,0.99649,454,454,0.99105,1.00194
1991,46-65 y.,4th Quintile,No,0.98726,680,680,0.97882,0.99569
1991,46-65 y.,5th Quintile,No,0.98550,653,653,0.97633,0.99468
1991,66 and older,4th Quintile,No,0.99455,174,174,0.98357,1.00552
1992,17-29 y.,1st Quintile,Yes,0.42473,287,697,0.38801,0.46146
1992,17-29 y.,1st Quintile,No,0.57439,410,697,0.53766,0.61113
1992,17-29 y.,2nd Quintile,Yes,0.37512,300,815,0.34186,0.40838
1992,17-29 y.,2nd Quintile,No,0.62488,515,815,0.59162,0.65814
1992,17-29 y.,3rd Quintile,Yes,0.41696,313,762,0.38193,0.45200
1992,17-29 y.,3rd Quintile,No,0.58304,449,762,0.54800,0.61807
1992,17-29 y.,4th Quintile,Yes,0.35956,233,722,0.32453,0.39458
1992,17-29 y.,4th Quintile,No,0.64044,489,722,0.60542,0.67547
1992,17-29 y.,5th Quintile,Yes,0.30869,159,576,0.27093,0.34645
1992,17-29 y.,5th Quintile,No,0.68985,417,576,0.65205,0.72766
1992,30-45 y.,1st Quintile,Yes,0.06790,57,816,0.05063,0.08518
1992,30-45 y.,1st Quintile,No,0.93210,759,816,0.91482,0.94937
1992,30-45 y.,2nd Quintile,Yes,0.08944,86,1043,0.07211,0.10676
1992,30-45 y.,2nd Quintile,No,0.91056,957,1043,0.89324,0.92789
1992,30-45 y.,3rd Quintile,Yes,0.07313,63,891,0.05603,0.09024
1992,30-45 y.,3rd Quintile,No,0.92687,828,891,0.90976,0.94397
1992,30-45 y.,4th Quintile,Yes,0.05152,42,778,0.03598,0.06707
1992,30-45 y.,4th Quintile,No,0.94848,736,778,0.93293,0.96402
1992,30-45 y.,5th Quintile,Yes,0.04628,37,732,0.03105,0.06151
1992,30-45 y.,5th Quintile,No,0.95372,695,732,0.93849,0.96895
1992,46-65 y.,1st Quintile,No,0.98719,743,743,0.97910,0.99528
1992,46-65 y.,2nd Quintile,No,0.98660,700,700,0.97808,0.99513
1992,46-65 y.,3rd Quintile,No,0.97944,771,771,0.96942,0.98947
1992,46-65 y.,4th Quintile,No,0.98071,864,864,0.97153,0.98989
1992,46-65 y.,5th Quintile,No,0.98401,877,877,0.97570,0.99232
1992,66 and older,3rd Quintile,No,0.99770,223,223,0.99140,1.00400
1993,17-29 y.,1st Quintile,Yes,0.41909,291,734,0.38337,0.45481
1993,17-29 y.,1st Quintile,No,0.57926,443,734,0.54352,0.61500
1993,17-29 y.,2nd Quintile,Yes,0.42417,316,771,0.38926,0.45908
1993,17-29 y.,2nd Quintile,No,0.57583,455,771,0.54092,0.61074
1993,17-29 y.,3rd Quintile,Yes,0.40810,282,730,0.37242,0.44378
1993,17-29 y.,3rd Quintile,No,0.59190,448,730,0.55622,0.62758
1993,17-29 y.,4th Quintile,Yes,0.37190,229,694,0.33591,0.40788
1993,17-29 y.,4th Quintile,No,0.62810,465,694,0.59212,0.66409
1993,17-29 y.,5th Quintile,Yes,0.32526,156,553,0.28617,0.36434
1993,17-29 y.,5th Quintile,No,0.67474,397,553,0.63566,0.71383
1993,30-45 y.,1st Quintile,Yes,0.09102,65,744,0.07034,0.11170
1993,30-45 y.,1st Quintile,No,0.90898,679,744,0.88830,0.92966
1993,30-45 y.,2nd Quintile,Yes,0.06133,58,981,0.04630,0.07635
1993,30-45 y.,2nd Quintile,No,0.93867,923,981,0.92365,0.95370
1993,30-45 y.,3rd Quintile,Yes,0.05694,61,941,0.04212,0.07175
1993,30-45 y.,3rd Quintile,No,0.94306,880,941,0.92825,0.95788
1993,30-45 y.,4th Quintile,Yes,0.05632,44,779,0.04012,0.07252
1993,30-45 y.,4th Quintile,No,0.94368,735,779,0.92748,0.95988
1993,30-45 y.,5th Quintile,Yes,0.03429,33,753,0.02128,0.04730
1993,30-45 y.,5th Quintile,No,0.96571,720,753,0.95270,0.97872
1993,46-65 y.,1st Quintile,No,0.99362,687,687,0.98766,0.99958
1993,46-65 y.,2nd Quintile,No,0.98784,700,700,0.97971,0.99596
1993,46-65 y.,3rd Quintile,No,0.99373,732,732,0.98801,0.99945
1993,46-65 y.,4th Quintile,No,0.98290,895,895,0.97440,0.99140
1993,46-65 y.,5th Quintile,No,0.98780,884,884,0.98056,0.99504
1994,17-29 y.,1st Quintile,Yes,0.41960,275,705,0.38314,0.45605
1994,17-29 y.,1st Quintile,No,0.57998,430,705,0.54352,0.61644
1994,17-29 y.,2nd Quintile,Yes,0.40697,257,684,0.37012,0.44381
1994,17-29 y.,2nd Quintile,No,0.59303,427,684,0.55619,0.62988
1994,17-29 y.,3rd Quintile,Yes,0.38055,275,713,0.34489,0.41621
1994,17-29 y.,3rd Quintile,No,0.61945,438,713,0.58379,0.65511
1994,17-29 y.,4th Quintile,Yes,0.33596,229,712,0.30124,0.37068
1994,17-29 y.,4th Quintile,No,0.66404,483,712,0.62932,0.69876
1994,17-29 y.,5th Quintile,Yes,0.28290,137,526,0.24437,0.32142
1994,17-29 y.,5th Quintile,No,0.71710,389,526,0.67858,0.75563
1994,30-45 y.,1st Quintile,Yes,0.06880,42,736,0.05050,0.08710
1994,30-45 y.,1st Quintile,No,0.93120,694,736,0.91290,0.94950
1994,30-45 y.,2nd Quintile,Yes,0.06445,48,930,0.04866,0.08024
1994,30-45 y.,2nd Quintile,No,0.93555,882,930,0.91976,0.95134
1994,30-45 y.,3rd Quintile,Yes,0.06026,61,941,0.04505,0.07548
1994,30-45 y.,3rd Quintile,No,0.93974,880,941,0.92452,0.95495
1994,30-45 y.,4th Quintile,Yes,0.05262,45,780,0.03694,0.06830
1994,30-45 y.,4th Quintile,No,0.94738,735,780,0.93170,0.96306
1994,30-45 y.,5th Quintile,Yes,0.05245,38,761,0.03660,0.06830
1994,30-45 y.,5th Quintile,No,0.94755,723,761,0.93170,0.96340
1994,46-65 y.,1st Quintile,No,0.99190,682,682,0.98517,0.99863
1994,46-65 y.,2nd Quintile,No,0.99424,662,662,0.98847,1.00001
1994,46-65 y.,3rd Quintile,No,0.97843,752,752,0.96804,0.98882
1994,46-65 y.,4th Quintile,No,0.99151,818,818,0.98521,0.99780
1994,46-65 y.,5th Quintile,No,0.97554,917,917,0.96553,0.98554
1994,66 and older,2nd Quintile,No,0.99743,386,386,0.99237,1.00249
1994,66 and older,4th Quintile,No,0.98918,225,225,0.97563,1.00273
1995,17-29 y.,1st Quintile,Yes,0.43449,312,773,0.39952,0.46946
1995,17-29 y.,1st Quintile,No,0.56474,461,773,0.52977,0.59971
1995,17-29 y.,2nd Quintile,Yes,0.40764,283,715,0.37160,0.44369
1995,17-29 y.,2nd Quintile,No,0.59236,432,715,0.55631,0.62840
1995,17-29 y.,3rd Quintile,Yes,0.38414,273,690,0.34782,0.42046
1995,17-29 y.,3rd Quintile,No,0.61586,417,690,0.57954,0.65218
1995,17-29 y.,4th Quintile,Yes,0.39490,240,688,0.35835,0.43145
1995,17-29 y.,4th Quintile,No,0.60247,448,688,0.56587,0.63906
1995,17-29 y.,5th Quintile,Yes,0.41186,189,489,0.36819,0.45553
1995,17-29 y.,5th Quintile,No,0.58814,300,489,0.54447,0.63181
1995,30-45 y.,1st Quintile,Yes,0.06817,47,854,0.05125,0.08508
1995,30-45 y.,1st Quintile,No,0.93183,807,854,0.91492,0.94875
1995,30-45 y.,2nd Quintile,Yes,0.07603,65,1019,0.05975,0.09232
1995,30-45 y.,2nd Quintile,No,0.92397,954,1019,0.90768,0.94025
1995,30-45 y.,3rd Quintile,Yes,0.04838,45,944,0.03469,0.06208
1995,30-45 y.,3rd Quintile,No,0.95162,899,944,0.93792,0.96531
1995,30-45 y.,4th Quintile,Yes,0.04172,41,826,0.02808,0.05537
1995,30-45 y.,4th Quintile,No,0.95755,785,826,0.94379,0.97131
1995,30-45 y.,5th Quintile,Yes,0.04660,43,795,0.03194,0.06126
1995,30-45 y.,5th Quintile,No,0.95340,752,795,0.93874,0.96806
1995,46-65 y.,1st Quintile,No,0.98882,610,610,0.98047,0.99717
1995,46-65 y.,2nd Quintile,No,0.99155,737,737,0.98494,0.99816
1995,46-65 y.,3rd Quintile,No,0.98171,745,745,0.97208,0.99134
1995,46-65 y.,4th Quintile,No,0.98234,863,863,0.97355,0.99113
1995,46-65 y.,5th Quintile,No,0.98269,947,947,0.97438,0.99100
1995,66 and older,1st Quintile,No,0.99752,293,293,0.99182,1.00322
1995,66 and older,4th Quintile,No,0.99436,265,265,0.98532,1.00339
1996,17-29 y.,1st Quintile,Yes,0.42093,311,784,0.38635,0.45551
1996,17-29 y.,1st Quintile,No,0.57907,473,784,0.54449,0.61365
1996,17-29 y.,2nd Quintile,Yes,0.41564,256,639,0.37739,0.45388
1996,17-29 y.,2nd Quintile,No,0.58436,383,639,0.54612,0.62261
1996,17-29 y.,3rd Quintile,Yes,0.41649,239,613,0.37744,0.45555
1996,17-29 y.,3rd Quintile,No,0.58351,374,613,0.54445,0.62256
1996,17-29 y.,4th Quintile,Yes,0.34430,217,668,0.30824,0.38036
1996,17-29 y.,4th Quintile,No,0.65570,451,668,0.61964,0.69176
1996,17-29 y.,5th Quintile,Yes,0.38537,171,457,0.34070,0.43004
1996,17-29 y.,5th Quintile,No,0.61323,286,457,0.56853,0.65793
1996,30-45 y.,1st Quintile,Yes,0.09667,62,844,0.07672,0.11662
1996,30-45 y.,1st Quintile,No,0.90333,782,844,0.88338,0.92328
1996,30-45 y.,2nd Quintile,Yes,0.04951,46,981,0.03593,0.06310
1996,30-45 y.,2nd Quintile,No,0.95049,935,981,0.93690,0.96407
1996,30-45 y.,3rd Quintile,Yes,0.05517,48,950,0.04064,0.06970
1996,30-45 y.,3rd Quintile,No,0.94483,902,950,0.93030,0.95936
1996,30-45 y.,4th Quintile,Yes,0.04386,50,878,0.03030,0.05741
1996,30-45 y.,4th Quintile,No,0.95614,828,878,0.94259,0.96970
1996,30-45 y.,5th Quintile,Yes,0.04564,40,782,0.03100,0.06028
1996,30-45 y.,5th Quintile,No,0.95436,742,782,0.93972,0.96900
1996,46-65 y.,1st Quintile,No,0.99013,618,618,0.98233,0.99793
1996,46-65 y.,2nd Quintile,No,0.98634,612,612,0.97714,0.99555
1996,46-65 y.,3rd Quintile,No,0.97697,769,769,0.96636,0.98758
1996,46-65 y.,4th Quintile,No,0.98683,863,863,0.97922,0.99444
1996,46-65 y.,5th Quintile,No,0.98948,976,976,0.98308,0.99588
1996,66 and older,1st Quintile,No,0.99466,321,321,0.98667,1.00264
1996,66 and older,2nd Quintile,No,0.99798,385,385,0.99348,1.00247
1996,66 and older,3rd Quintile,No,0.99657,334,334,0.99030,1.00285
1996,66 and older,4th Quintile,No,0.98161,287,287,0.96604,0.99718
1996,66 and older,5th Quintile,No,0.99031,212,212,0.97710,1.00353
1997,17-29 y.,1st Quintile,Yes,0.45107,289,695,0.41405,0.48810
1997,17-29 y.,1st Quintile,No,0.54433,406,695,0.50728,0.58138
1997,17-29 y.,2nd Quintile,Yes,0.46199,293,663,0.42401,0.49997
1997,17-29 y.,2nd Quintile,No,0.53801,370,663,0.50003,0.57599
1997,17-29 y.,3rd Quintile,Yes,0.39929,238,598,0.36001,0.43858
1997,17-29 y.,3rd Quintile,No,0.60071,360,598,0.56142,0.63999
1997,17-29 y.,4th Quintile,Yes,0.36259,226,642,0.32538,0.39981
1997,17-29 y.,4th Quintile,No,0.63741,416,642,0.60019,0.67462
1997,17-29 y.,5th Quintile,Yes,0.39620,156,429,0.34986,0.44254
1997,17-29 y.,5th Quintile,No,0.60380,273,429,0.55746,0.65014
1997,30-45 y.,1st Quintile,Yes,0.08099,53,786,0.06191,0.10008
1997,30-45 y.,1st Quintile,No,0.91901,733,786,0.89992,0.93809
1997,30-45 y.,2nd Quintile,Yes,0.06029,50,989,0.04545,0.07514
1997,30-45 y.,2nd Quintile,No,0.93971,939,989,0.92486,0.95455
1997,30-45 y.,3rd Quintile,Yes,0.07377,57,940,0.05705,0.09049
1997,30-45 y.,3rd Quintile,No,0.92623,883,940,0.90951,0.94295
1997,30-45 y.,4th Quintile,Yes,0.05531,51,859,0.04001,0.07061
1997,30-45 y.,4th Quintile,No,0.94469,808,859,0.92939,0.95999
1997,30-45 y.,5th Quintile,Yes,0.05201,50,791,0.03652,0.06749
1997,30-45 y.,5th Quintile,No,0.94799,741,791,0.93251,0.96348
1997,46-65 y.,1st Quintile,No,0.99721,575,575,0.99289,1.00152
1997,46-65 y.,2nd Quintile,No,0.99023,671,671,0.98278,0.99768
1997,46-65 y.,3rd Quintile,No,0.99249,733,733,0.98624,0.99875
1997,46-65 y.,4th Quintile,No,0.98732,882,882,0.97993,0.99471
1997,46-65 y.,5th Quintile,No,0.98227,947,947,0.97386,0.99068
1997,66 and older,1st Quintile,No,0.99369,329,329,0.98513,1.00226
1998,17-29 y.,1st Quintile,Yes,0.43291,296,713,0.39651,0.46930
1998,17-29 y.,1st Quintile,No,0.56709,417,713,0.53070,0.60349
1998,17-29 y.,2nd Quintile,Yes,0.42919,269,607,0.38978,0.46860
1998,17-29 y.,2nd Quintile,No,0.57081,338,607,0.53140,0.61022
1998,17-29 y.,3rd Quintile,Yes,0.44657,241,554,0.40514,0.48801
1998,17-29 y.,3rd Quintile,No,0.55343,313,554,0.51199,0.59486
1998,17-29 y.,4th Quintile,Yes,0.40216,217,601,0.36292,0.44139
1998,17-29 y.,4th Quintile,No,0.59784,384,601,0.55861,0.63708
1998,17-29 y.,5th Quintile,Yes,0.45481,145,375,0.40434,0.50528
1998,17-29 y.,5th Quintile,No,0.54519,230,375,0.49472,0.59566
1998,30-45 y.,1st Quintile,Yes,0.07572,45,774,0.05707,0.09437
1998,30-45 y.,1st Quintile,No,0.92428,729,774,0.90563,0.94293
1998,30-45 y.,2nd Quintile,Yes,0.05725,40,944,0.04242,0.07208
1998,30-45 y.,2nd Quintile,No,0.94275,904,944,0.92792,0.95758
1998,30-45 y.,3rd Quintile,Yes,0.04186,40,876,0.02859,0.05513
1998,30-45 y.,3rd Quintile,No,0.95814,836,876,0.94487,0.97141
1998,30-45 y.,4th Quintile,Yes,0.05456,41,863,0.03940,0.06972
