year,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Secondary Level,Yes,0.15568,510,2906,0.14250,0.16887
1986,Lower Secondary Level,No,0.84356,2396,2906,0.83035,0.85677
1986,Upper Secondary Level,Yes,0.08039,439,4993,0.07285,0.08793
1986,Upper Secondary Level,No,0.91961,4554,4993,0.91207,0.92715
1986,Post-secondary Non-tertiary Level,Yes,0.15143,42,274,0.10891,0.19395
1986,Post-secondary Non-tertiary Level,No,0.84857,232,274,0.80605,0.89109
1986,First Stage of Tertiary Education,Yes,0.04884,32,581,0.03130,0.06638
1986,First Stage of Tertiary Education,No,0.95116,549,581,0.93362,0.96870
1986,Second Stage of Tertiary Education,Yes,0.09183,76,749,0.07113,0.11252
1986,Second Stage of Tertiary Education,No,0.90817,673,749,0.88748,0.92887
1987,Pre-primary Level,Yes,0.99893,191,191,0.99429,1.00357
1987,Primary Level,Yes,0.08689,34,751,0.06673,0.10705
1987,Primary Level,No,0.91311,717,751,0.89295,0.93327
1987,Lower Secondary Level,Yes,0.13251,501,2836,0.12003,0.14499
1987,Lower Secondary Level,No,0.86745,2335,2836,0.85497,0.87993
1987,Upper Secondary Level,Yes,0.07548,412,4968,0.06813,0.08283
1987,Upper Secondary Level,No,0.92421,4556,4968,0.91685,0.93157
1987,Post-secondary Non-tertiary Level,Yes,0.20579,50,274,0.15783,0.25375
1987,Post-secondary Non-tertiary Level,No,0.79421,224,274,0.74625,0.84217
1987,First Stage of Tertiary Education,Yes,0.05214,33,565,0.03379,0.07049
1987,First Stage of Tertiary Education,No,0.94786,532,565,0.92951,0.96621
1987,Second Stage of Tertiary Education,Yes,0.09610,71,742,0.07488,0.11732
1987,Second Stage of Tertiary Education,No,0.90390,671,742,0.88268,0.92512
1988,Pre-primary Level,Yes,0.99094,163,163,0.97636,1.00553
1988,Primary Level,No,0.92042,663,663,0.89980,0.94104
1988,Lower Secondary Level,Yes,0.13366,480,2719,0.12087,0.14646
1988,Lower Secondary Level,No,0.86634,2239,2719,0.85354,0.87913
1988,Upper Secondary Level,Yes,0.07767,404,4743,0.07005,0.08529
1988,Upper Secondary Level,No,0.92233,4339,4743,0.91471,0.92995
1988,Post-secondary Non-tertiary Level,Yes,0.19575,44,268,0.14815,0.24334
1988,Post-secondary Non-tertiary Level,No,0.80425,224,268,0.75666,0.85185
1988,First Stage of Tertiary Education,No,0.97013,520,520,0.95549,0.98478
1988,Second Stage of Tertiary Education,Yes,0.07062,54,702,0.05166,0.08959
1988,Second Stage of Tertiary Education,No,0.92938,648,702,0.91041,0.94834
1989,Primary Level,No,0.92116,627,627,0.90005,0.94227
1989,Lower Secondary Level,Yes,0.13280,416,2570,0.11968,0.14592
1989,Lower Secondary Level,No,0.86711,2154,2570,0.85398,0.88024
1989,Upper Secondary Level,Yes,0.07790,391,4621,0.07017,0.08563
1989,Upper Secondary Level,No,0.92186,4230,4621,0.91413,0.92960
1989,Post-secondary Non-tertiary Level,Yes,0.18075,42,288,0.13623,0.22527
1989,Post-secondary Non-tertiary Level,No,0.81925,246,288,0.77473,0.86377
1989,First Stage of Tertiary Education,No,0.96446,497,497,0.94816,0.98075
1989,Second Stage of Tertiary Education,Yes,0.06860,48,698,0.04983,0.08737
1989,Second Stage of Tertiary Education,No,0.93140,650,698,0.91263,0.95017
1990,Pre-primary Level,Yes,0.99770,194,194,0.99094,1.00446
1990,Primary Level,No,0.93180,618,618,0.91191,0.95169
1990,Lower Secondary Level,Yes,0.14144,528,2984,0.12893,0.15395
1990,Lower Secondary Level,No,0.85811,2456,2984,0.84559,0.87063
1990,Upper Secondary Level,Yes,0.07053,509,7067,0.06456,0.07650
1990,Upper Secondary Level,No,0.92938,6558,7067,0.92340,0.93535
1990,Post-secondary Non-tertiary Level,Yes,0.23129,81,372,0.18838,0.27419
1990,Post-secondary Non-tertiary Level,No,0.76871,291,372,0.72581,0.81162
1990,First Stage of Tertiary Education,Yes,0.03635,34,769,0.02312,0.04959
1990,First Stage of Tertiary Education,No,0.96365,735,769,0.95041,0.97688
1990,Second Stage of Tertiary Education,Yes,0.08814,149,1691,0.07463,0.10166
1990,Second Stage of Tertiary Education,No,0.91186,1542,1691,0.89834,0.92537
1991,Primary Level,Yes,0.09421,49,659,0.07189,0.11653
1991,Primary Level,No,0.90579,610,659,0.88347,0.92811
1991,Lower Secondary Level,Yes,0.13116,490,2858,0.11878,0.14354
1991,Lower Secondary Level,No,0.86851,2368,2858,0.85612,0.88091
1991,Upper Secondary Level,Yes,0.07408,551,6911,0.06791,0.08026
1991,Upper Secondary Level,No,0.92592,6360,6911,0.91974,0.93209
1991,Post-secondary Non-tertiary Level,Yes,0.22782,84,378,0.18548,0.27016
1991,Post-secondary Non-tertiary Level,No,0.77218,294,378,0.72984,0.81452
1991,First Stage of Tertiary Education,Yes,0.05825,47,755,0.04153,0.07497
1991,First Stage of Tertiary Education,No,0.94175,708,755,0.92503,0.95847
1991,Second Stage of Tertiary Education,Yes,0.09511,187,1677,0.08106,0.10915
1991,Second Stage of Tertiary Education,No,0.90432,1490,1677,0.89024,0.91840
1992,Pre-primary Level,Yes,0.98988,186,186,0.97545,1.00430
1992,Primary Level,Yes,0.05821,32,628,0.03988,0.07654
1992,Primary Level,No,0.94179,596,628,0.92346,0.96012
1992,Lower Secondary Level,Yes,0.14013,511,2784,0.12723,0.15303
1992,Lower Secondary Level,No,0.85931,2273,2784,0.84640,0.87223
1992,Upper Secondary Level,Yes,0.07500,566,6719,0.06870,0.08130
1992,Upper Secondary Level,No,0.92446,6153,6719,0.91814,0.93078
1992,Post-secondary Non-tertiary Level,Yes,0.21984,91,383,0.17831,0.26137
1992,Post-secondary Non-tertiary Level,No,0.78016,292,383,0.73863,0.82169
1992,First Stage of Tertiary Education,Yes,0.05216,44,764,0.03638,0.06793
1992,First Stage of Tertiary Education,No,0.94784,720,764,0.93207,0.96362
1992,Second Stage of Tertiary Education,Yes,0.08782,172,1655,0.07418,0.10146
1992,Second Stage of Tertiary Education,No,0.91218,1483,1655,0.89854,0.92582
1993,Pre-primary Level,Yes,0.99809,185,185,0.99179,1.00440
1993,Primary Level,No,0.94095,584,584,0.92182,0.96009
1993,Lower Secondary Level,Yes,0.13516,464,2678,0.12221,0.14811
1993,Lower Secondary Level,No,0.86484,2214,2678,0.85189,0.87779
1993,Upper Secondary Level,Yes,0.07116,568,6664,0.06498,0.07733
1993,Upper Secondary Level,No,0.92884,6096,6664,0.92267,0.93502
1993,Post-secondary Non-tertiary Level,Yes,0.24173,92,384,0.19885,0.28461
1993,Post-secondary Non-tertiary Level,No,0.75827,292,384,0.71539,0.80115
1993,First Stage of Tertiary Education,Yes,0.04811,41,742,0.03270,0.06352
1993,First Stage of Tertiary Education,No,0.95189,701,742,0.93648,0.96730
1993,Second Stage of Tertiary Education,Yes,0.08261,146,1636,0.06927,0.09596
1993,Second Stage of Tertiary Education,No,0.91739,1490,1636,0.90404,0.93073
1994,Pre-primary Level,Yes,0.97688,235,235,0.95763,0.99614
1994,Primary Level,No,0.93682,534,534,0.91616,0.95747
1994,Lower Secondary Level,Yes,0.11890,379,2492,0.10619,0.13161
1994,Lower Secondary Level,No,0.88110,2113,2492,0.86839,0.89381
1994,Upper Secondary Level,Yes,0.06505,507,6568,0.05909,0.07102
1994,Upper Secondary Level,No,0.93495,6061,6568,0.92898,0.94091
1994,Post-secondary Non-tertiary Level,Yes,0.22097,93,390,0.17974,0.26220
1994,Post-secondary Non-tertiary Level,No,0.77903,297,390,0.73780,0.82026
1994,First Stage of Tertiary Education,Yes,0.04977,42,750,0.03420,0.06535
1994,First Stage of Tertiary Education,No,0.95023,708,750,0.93465,0.96580
1994,Second Stage of Tertiary Education,Yes,0.08127,137,1653,0.06809,0.09444
1994,Second Stage of Tertiary Education,No,0.91873,1516,1653,0.90556,0.93191
1995,Pre-primary Level,Yes,0.98365,282,282,0.96882,0.99848
1995,Primary Level,No,0.95905,519,519,0.94198,0.97611
1995,Lower Secondary Level,Yes,0.12132,401,2492,0.10849,0.13414
1995,Lower Secondary Level,No,0.87868,2091,2492,0.86586,0.89151
1995,Upper Secondary Level,Yes,0.06784,546,6726,0.06183,0.07385
1995,Upper Secondary Level,No,0.93208,6180,6726,0.92606,0.93809
1995,Post-secondary Non-tertiary Level,Yes,0.22474,99,470,0.18696,0.26252
1995,Post-secondary Non-tertiary Level,No,0.77526,371,470,0.73748,0.81304
1995,First Stage of Tertiary Education,Yes,0.04699,44,755,0.03189,0.06210
1995,First Stage of Tertiary Education,No,0.95301,711,755,0.93790,0.96811
1995,Second Stage of Tertiary Education,Yes,0.08172,155,1753,0.06889,0.09455
1995,Second Stage of Tertiary Education,No,0.91828,1598,1753,0.90545,0.93111
1996,Pre-primary Level,Yes,0.97371,287,287,0.95517,0.99225
1996,Primary Level,No,0.95143,477,477,0.93212,0.97075
1996,Lower Secondary Level,Yes,0.12080,380,2385,0.10772,0.13388
1996,Lower Secondary Level,No,0.87920,2005,2385,0.86612,0.89228
1996,Upper Secondary Level,Yes,0.05938,498,6615,0.05368,0.06507
1996,Upper Secondary Level,No,0.93920,6117,6615,0.93344,0.94496
1996,Post-secondary Non-tertiary Level,Yes,0.23400,99,471,0.19573,0.27228
1996,Post-secondary Non-tertiary Level,No,0.76600,372,471,0.72772,0.80427
1996,First Stage of Tertiary Education,Yes,0.03988,38,762,0.02597,0.05378
1996,First Stage of Tertiary Education,No,0.96012,724,762,0.94622,0.97403
1996,Second Stage of Tertiary Education,Yes,0.06746,123,1764,0.05575,0.07917
1996,Second Stage of Tertiary Education,No,0.93254,1641,1764,0.92083,0.94425
1997,Pre-primary Level,Yes,0.96912,305,305,0.94967,0.98857
1997,Primary Level,No,0.94394,448,448,0.92261,0.96526
1997,Lower Secondary Level,Yes,0.12766,394,2329,0.11410,0.14122
1997,Lower Secondary Level,No,0.87234,1935,2329,0.85878,0.88590
1997,Upper Secondary Level,Yes,0.05703,452,6481,0.05138,0.06267
1997,Upper Secondary Level,No,0.94297,6029,6481,0.93733,0.94862
1997,Post-secondary Non-tertiary Level,Yes,0.21899,81,451,0.18078,0.25720
1997,Post-secondary Non-tertiary Level,No,0.78101,370,451,0.74280,0.81922
1997,First Stage of Tertiary Education,Yes,0.03860,41,754,0.02484,0.05235
1997,First Stage of Tertiary Education,No,0.96140,713,754,0.94765,0.97516
1997,Second Stage of Tertiary Education,Yes,0.08056,141,1766,0.06787,0.09326
1997,Second Stage of Tertiary Education,No,0.91924,1625,1766,0.90653,0.93195
1998,Pre-primary Level,Yes,0.96314,322,322,0.94252,0.98375
1998,Primary Level,No,0.93962,426,426,0.91697,0.96226
1998,Lower Secondary Level,Yes,0.12782,429,2539,0.11483,0.14081
1998,Lower Secondary Level,No,0.87218,2110,2539,0.85919,0.88517
1998,Upper Secondary Level,Yes,0.06362,479,7023,0.05791,0.06933
1998,Upper Secondary Level,No,0.93638,6544,7023,0.93067,0.94209
1998,Post-secondary Non-tertiary Level,Yes,0.17234,79,505,0.13937,0.20531
1998,Post-secondary Non-tertiary Level,No,0.82766,426,505,0.79469,0.86063
1998,First Stage of Tertiary Education,Yes,0.04144,39,819,0.02778,0.05510
1998,First Stage of Tertiary Education,No,0.95856,780,819,0.94490,0.97222
1998,Second Stage of Tertiary Education,Yes,0.05698,116,1969,0.04673,0.06722
1998,Second Stage of Tertiary Education,No,0.94302,1853,1969,0.93278,0.95327
1999,Pre-primary Level,Yes,0.94864,305,305,0.92382,0.97345
1999,Primary Level,No,0.94721,409,409,0.92551,0.96891
1999,Lower Secondary Level,Yes,0.13982,428,2439,0.12605,0.15358
1999,Lower Secondary Level,No,0.86018,2011,2439,0.84642,0.87395
1999,Upper Secondary Level,Yes,0.06298,467,6931,0.05726,0.06870
1999,Upper Secondary Level,No,0.93702,6464,6931,0.93130,0.94274
1999,Post-secondary Non-tertiary Level,Yes,0.15639,81,503,0.12462,0.18817
1999,Post-secondary Non-tertiary Level,No,0.84361,422,503,0.81183,0.87538
1999,First Stage of Tertiary Education,Yes,0.03893,36,813,0.02562,0.05223
1999,First Stage of Tertiary Education,No,0.96107,777,813,0.94777,0.97438
1999,Second Stage of Tertiary Education,Yes,0.06658,149,1959,0.05554,0.07762
1999,Second Stage of Tertiary Education,No,0.93342,1810,1959,0.92238,0.94446
2000,Pre-primary Level,Yes,0.96286,475,475,0.94583,0.97988
2000,Primary Level,No,0.95417,383,383,0.93320,0.97514
2000,Lower Secondary Level,Yes,0.16657,729,3553,0.15431,0.17882
2000,Lower Secondary Level,No,0.83234,2824,3553,0.82005,0.84462
2000,Upper Secondary Level,Yes,0.06076,868,12799,0.05662,0.06490
2000,Upper Secondary Level,No,0.93924,11931,12799,0.93510,0.94338
2000,Post-secondary Non-tertiary Level,Yes,0.15790,172,1118,0.13652,0.17929
2000,Post-secondary Non-tertiary Level,No,0.84210,946,1118,0.82071,0.86348
2000,First Stage of Tertiary Education,Yes,0.03462,79,1882,0.02636,0.04288
2000,First Stage of Tertiary Education,No,0.96538,1803,1882,0.95712,0.97364
2000,Second Stage of Tertiary Education,Yes,0.06102,242,3816,0.05343,0.06862
2000,Second Stage of Tertiary Education,No,0.93843,3574,3816,0.93080,0.94605
2001,Pre-primary Level,Yes,0.97374,528,528,0.96009,0.98739
2001,Primary Level,No,0.94947,295,295,0.92443,0.97451
2001,Lower Secondary Level,Yes,0.16506,622,3082,0.15195,0.17817
2001,Lower Secondary Level,No,0.83494,2460,3082,0.82183,0.84805
2001,Upper Secondary Level,Yes,0.06161,801,11576,0.05723,0.06599
2001,Upper Secondary Level,No,0.93839,10775,11576,0.93401,0.94277
2001,Post-secondary Non-tertiary Level,Yes,0.14415,141,1066,0.12305,0.16524
2001,Post-secondary Non-tertiary Level,No,0.85585,925,1066,0.83476,0.87695
2001,First Stage of Tertiary Education,Yes,0.03893,60,1675,0.02967,0.04820
2001,First Stage of Tertiary Education,No,0.96107,1615,1675,0.95180,0.97033
2001,Second Stage of Tertiary Education,Yes,0.06275,211,3550,0.05477,0.07073
2001,Second Stage of Tertiary Education,No,0.93725,3339,3550,0.92927,0.94523
2002,Pre-primary Level,Yes,0.98919,604,604,0.98093,0.99744
2002,Primary Level,No,0.93878,273,273,0.91029,0.96727
2002,Lower Secondary Level,Yes,0.16880,606,2891,0.15514,0.18245
2002,Lower Secondary Level,No,0.83120,2285,2891,0.81755,0.84486
2002,Upper Secondary Level,Yes,0.06167,865,11584,0.05729,0.06605
2002,Upper Secondary Level,No,0.93833,10719,11584,0.93395,0.94271
2002,Post-secondary Non-tertiary Level,Yes,0.14211,164,1165,0.12206,0.16217
2002,Post-secondary Non-tertiary Level,No,0.85789,1001,1165,0.83783,0.87794
2002,First Stage of Tertiary Education,Yes,0.03644,62,1742,0.02764,0.04524
2002,First Stage of Tertiary Education,No,0.96356,1680,1742,0.95476,0.97236
2002,Second Stage of Tertiary Education,Yes,0.04818,202,4559,0.04196,0.05440
2002,Second Stage of Tertiary Education,No,0.95182,4357,4559,0.94560,0.95804
2003,Pre-primary Level,Yes,0.98332,609,609,0.97314,0.99350
2003,Primary Level,No,0.94638,260,260,0.91894,0.97381
2003,Lower Secondary Level,Yes,0.15187,540,2734,0.13842,0.16533
2003,Lower Secondary Level,No,0.84813,2194,2734,0.83467,0.86158
2003,Upper Secondary Level,Yes,0.05941,797,11106,0.05501,0.06381
2003,Upper Secondary Level,No,0.94059,10309,11106,0.93619,0.94499
2003,Post-secondary Non-tertiary Level,Yes,0.14215,155,1152,0.12198,0.16233
2003,Post-secondary Non-tertiary Level,No,0.85785,997,1152,0.83767,0.87802
2003,First Stage of Tertiary Education,Yes,0.03344,55,1687,0.02486,0.04203
2003,First Stage of Tertiary Education,No,0.96656,1632,1687,0.95797,0.97514
2003,Second Stage of Tertiary Education,Yes,0.05351,189,4353,0.04683,0.06020
2003,Second Stage of Tertiary Education,No,0.94644,4164,4353,0.93975,0.95313
2004,Pre-primary Level,Yes,0.98639,631,631,0.97734,0.99544
2004,Primary Level,No,0.96229,245,245,0.93838,0.98619
2004,Lower Secondary Level,Yes,0.15863,506,2574,0.14452,0.17275
2004,Lower Secondary Level,No,0.84137,2068,2574,0.82725,0.85548
2004,Upper Secondary Level,Yes,0.05913,802,10781,0.05468,0.06359
2004,Upper Secondary Level,No,0.94087,9979,10781,0.93641,0.94532
2004,Post-secondary Non-tertiary Level,Yes,0.11655,148,1157,0.09806,0.13505
2004,Post-secondary Non-tertiary Level,No,0.88345,1009,1157,0.86495,0.90194
2004,First Stage of Tertiary Education,Yes,0.03449,53,1641,0.02566,0.04332
2004,First Stage of Tertiary Education,No,0.96551,1588,1641,0.95668,0.97434
2004,Second Stage of Tertiary Education,Yes,0.04768,182,4295,0.04130,0.05405
2004,Second Stage of Tertiary Education,No,0.95232,4113,4295,0.94595,0.95870
2005,Pre-primary Level,Yes,0.98917,643,643,0.98116,0.99718
2005,Primary Level,No,0.94954,233,233,0.92138,0.97771
2005,Lower Secondary Level,Yes,0.16293,457,2391,0.14813,0.17774
2005,Lower Secondary Level,No,0.83707,1934,2391,0.82226,0.85187
2005,Upper Secondary Level,Yes,0.05919,710,10247,0.05462,0.06376
2005,Upper Secondary Level,No,0.94081,9537,10247,0.93624,0.94538
2005,Post-secondary Non-tertiary Level,Yes,0.12997,146,1128,0.11034,0.14960
2005,Post-secondary Non-tertiary Level,No,0.87003,982,1128,0.85040,0.88966
2005,First Stage of Tertiary Education,Yes,0.03830,50,1560,0.02877,0.04782
2005,First Stage of Tertiary Education,No,0.96170,1510,1560,0.95218,0.97123
2005,Second Stage of Tertiary Education,Yes,0.05156,176,4165,0.04484,0.05827
2005,Second Stage of Tertiary Education,No,0.94837,3989,4165,0.94165,0.95510
2006,Pre-primary Level,Yes,0.61030,386,386,0.56159,0.65902
2006,Primary Level,No,0.94530,225,225,0.91552,0.97508
2006,Lower Secondary Level,Yes,0.14294,421,2480,0.12916,0.15672
2006,Lower Secondary Level,No,0.83991,2059,2480,0.82548,0.85435
2006,Upper Secondary Level,Yes,0.05860,705,11082,0.05423,0.06298
2006,Upper Secondary Level,No,0.94103,10377,11082,0.93665,0.94542
2006,Post-secondary Non-tertiary Level,Yes,0.11994,140,1212,0.10164,0.13824
2006,Post-secondary Non-tertiary Level,No,0.88006,1072,1212,0.86176,0.89836
2006,First Stage of Tertiary Education,Yes,0.03055,46,1650,0.02225,0.03886
2006,First Stage of Tertiary Education,No,0.96945,1604,1650,0.96114,0.97775
2006,Second Stage of Tertiary Education,Yes,0.03813,152,4577,0.03258,0.04368
2006,Second Stage of Tertiary Education,No,0.96187,4425,4577,0.95632,0.96742
2007,Pre-primary Level,Yes,0.52133,341,341,0.46823,0.57443
2007,Primary Level,No,0.95234,204,204,0.92304,0.98165
2007,Lower Secondary Level,Yes,0.13089,353,2205,0.11681,0.14497
2007,Lower Secondary Level,No,0.84961,1852,2205,0.83468,0.86453
2007,Upper Secondary Level,Yes,0.06458,727,10321,0.05984,0.06932
2007,Upper Secondary Level,No,0.93514,9594,10321,0.93039,0.93990
2007,Post-secondary Non-tertiary Level,Yes,0.10582,134,1167,0.08816,0.12347
2007,Post-secondary Non-tertiary Level,No,0.89418,1033,1167,0.87653,0.91184
2007,First Stage of Tertiary Education,Yes,0.03572,44,1534,0.02643,0.04501
2007,First Stage of Tertiary Education,No,0.96428,1490,1534,0.95499,0.97357
2007,Second Stage of Tertiary Education,Yes,0.04052,152,4389,0.03468,0.04635
2007,Second Stage of Tertiary Education,No,0.95948,4237,4389,0.95365,0.96532
2008,Pre-primary Level,Yes,0.59591,355,355,0.54479,0.64703
2008,Primary Level,No,0.96522,177,177,0.93815,0.99229
2008,Lower Secondary Level,Yes,0.13768,331,2012,0.12262,0.15274
2008,Lower Secondary Level,No,0.83919,1681,2012,0.82313,0.85525
2008,Upper Secondary Level,Yes,0.06365,658,9731,0.05880,0.06850
2008,Upper Secondary Level,No,0.93588,9073,9731,0.93101,0.94075
2008,Post-secondary Non-tertiary Level,Yes,0.10138,130,1091,0.08346,0.11930
2008,Post-secondary Non-tertiary Level,No,0.89862,961,1091,0.88070,0.91654
2008,First Stage of Tertiary Education,Yes,0.02821,33,1415,0.01958,0.03684
2008,First Stage of Tertiary Education,No,0.97179,1382,1415,0.96316,0.98042
2008,Second Stage of Tertiary Education,Yes,0.03614,133,4192,0.03048,0.04179
2008,Second Stage of Tertiary Education,No,0.96386,4059,4192,0.95821,0.96952
2009,Pre-primary Level,Yes,0.62836,312,312,0.57465,0.68207
2009,Primary Level,No,0.93140,155,155,0.89148,0.97133
2009,Lower Secondary Level,Yes,0.13594,287,1788,0.12005,0.15183
2009,Lower Secondary Level,No,0.84136,1501,1788,0.82442,0.85830
2009,Upper Secondary Level,Yes,0.06845,600,9063,0.06325,0.07365
2009,Upper Secondary Level,No,0.93146,8463,9063,0.92626,0.93666
2009,Post-secondary Non-tertiary Level,Yes,0.09452,105,995,0.07634,0.11271
2009,Post-secondary Non-tertiary Level,No,0.90548,890,995,0.88729,0.92366
2009,First Stage of Tertiary Education,No,0.97660,1305,1305,0.96839,0.98480
2009,Second Stage of Tertiary Education,Yes,0.04774,162,4035,0.04116,0.05432
2009,Second Stage of Tertiary Education,No,0.95226,3873,4035,0.94568,0.95884
2010,Pre-primary Level,Yes,0.67152,407,407,0.62584,0.71721
2010,Primary Level,No,0.96763,324,324,0.94832,0.98693
2010,Lower Secondary Level,Yes,0.15213,375,2445,0.13789,0.16637
2010,Lower Secondary Level,No,0.82707,2070,2445,0.81208,0.84206
2010,Upper Secondary Level,Yes,0.07475,767,11750,0.06999,0.07950
2010,Upper Secondary Level,No,0.92515,10983,11750,0.92039,0.92991
2010,Post-secondary Non-tertiary Level,Yes,0.12265,160,1709,0.10709,0.13821
2010,Post-secondary Non-tertiary Level,No,0.87735,1549,1709,0.86179,0.89291
2010,First Stage of Tertiary Education,Yes,0.02738,40,1612,0.01941,0.03535
2010,First Stage of Tertiary Education,No,0.97262,1572,1612,0.96465,0.98059
2010,Second Stage of Tertiary Education,Yes,0.05535,264,5376,0.04923,0.06146
2010,Second Stage of Tertiary Education,No,0.94465,5112,5376,0.93854,0.95077
2011,Pre-primary Level,Yes,0.55870,465,465,0.51352,0.60388
2011,Primary Level,No,0.96178,382,382,0.94253,0.98103
2011,Lower Secondary Level,Yes,0.12899,421,2952,0.11689,0.14108
2011,Lower Secondary Level,No,0.85166,2531,2952,0.83883,0.86448
2011,Upper Secondary Level,Yes,0.07289,904,13898,0.06857,0.07721
2011,Upper Secondary Level,No,0.92664,12994,13898,0.92231,0.93098
2011,Post-secondary Non-tertiary Level,Yes,0.11009,187,2002,0.09638,0.12381
2011,Post-secondary Non-tertiary Level,No,0.88991,1815,2002,0.87619,0.90362
2011,First Stage of Tertiary Education,Yes,0.03654,49,1850,0.02799,0.04509
2011,First Stage of Tertiary Education,No,0.96346,1801,1850,0.95491,0.97201
2011,Second Stage of Tertiary Education,Yes,0.05153,286,6212,0.04603,0.05703
2011,Second Stage of Tertiary Education,No,0.94847,5926,6212,0.94297,0.95397
2012,Pre-primary Level,Yes,0.55801,468,468,0.51297,0.60306
2012,Primary Level,No,0.96239,360,360,0.94271,0.98207
2012,Lower Secondary Level,Yes,0.12573,426,2899,0.11366,0.13780
2012,Lower Secondary Level,No,0.85635,2473,2899,0.84358,0.86912
2012,Upper Secondary Level,Yes,0.07450,889,13548,0.07008,0.07892
2012,Upper Secondary Level,No,0.92546,12659,13548,0.92104,0.92988
2012,Post-secondary Non-tertiary Level,Yes,0.10671,174,1963,0.09305,0.12037
2012,Post-secondary Non-tertiary Level,No,0.89319,1789,1963,0.87952,0.90686
2012,First Stage of Tertiary Education,Yes,0.03096,37,1804,0.02297,0.03896
2012,First Stage of Tertiary Education,No,0.96904,1767,1804,0.96104,0.97703
2012,Second Stage of Tertiary Education,Yes,0.04898,279,6146,0.04358,0.05437
2012,Second Stage of Tertiary Education,No,0.95102,5867,6146,0.94563,0.95642
2013,Pre-primary Level,Yes,0.52002,520,625,0.48082,0.55922
2013,Pre-primary Level,No,0.07116,105,625,0.05099,0.09134
2013,Primary Level,Yes,0.04869,34,631,0.03189,0.06550
2013,Primary Level,No,0.95131,597,631,0.93450,0.96811
2013,Lower Secondary Level,Yes,0.13735,641,3706,0.12627,0.14844
2013,Lower Secondary Level,No,0.84637,3065,3706,0.83475,0.85798
2013,Upper Secondary Level,Yes,0.07608,1052,14159,0.07172,0.08045
2013,Upper Secondary Level,No,0.92376,13107,14159,0.91939,0.92814
2013,Post-secondary Non-tertiary Level,Yes,0.10007,199,2362,0.08796,0.11217
2013,Post-secondary Non-tertiary Level,No,0.89993,2163,2362,0.88783,0.91204
2013,First Stage of Tertiary Education,Yes,0.02467,41,1724,0.01735,0.03199
2013,First Stage of Tertiary Education,No,0.97533,1683,1724,0.96801,0.98265
2013,Second Stage of Tertiary Education,Yes,0.06281,403,6862,0.05707,0.06855
2013,Second Stage of Tertiary Education,No,0.93719,6459,6862,0.93145,0.94293
2014,Pre-primary Level,Yes,0.54848,438,438,0.50182,0.59514
2014,Primary Level,Yes,0.07995,34,503,0.05622,0.10367
2014,Primary Level,No,0.91862,469,503,0.89471,0.94254
2014,Lower Secondary Level,Yes,0.13593,528,3112,0.12389,0.14797
2014,Lower Secondary Level,No,0.84544,2584,3112,0.83273,0.85814
2014,Upper Secondary Level,Yes,0.07959,954,12536,0.07485,0.08433
2014,Upper Secondary Level,No,0.92006,11582,12536,0.91531,0.92481
2014,Post-secondary Non-tertiary Level,Yes,0.10119,180,2046,0.08811,0.11426
