year,migback,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,In some respects,0.3272377285851781,27727,0.32171482923105166,0.3327606279393045
2003,Direct migration background,Strongly,0.30798845043310874,27727,0.30255433928743586,0.3134225615787816
2003,Direct migration background,Very strongly,0.1645813282001925,27727,0.1602167025523943,0.1689459538479907
2003,Direct migration background,Hardly,0.12993262752646775,27727,0.12597495202949888,0.13389030302343663
2003,Direct migration background,Not at all,0.07025986525505294,27727,0.06725144103884852,0.07326828947125737
2003,Indirect migration background,In some respects,0.3922902494331066,27727,0.3865430470695257,0.3980374517966875
2003,Indirect migration background,Strongly,0.2675736961451247,27727,0.2623628493392058,0.27278454295104365
2003,Indirect migration background,Hardly,0.17687074829931973,27727,0.1723795042525991,0.18136199234604036
2003,Indirect migration background,Very strongly,0.09977324263038549,27727,0.09624557522538393,0.10330091003538705
2003,Indirect migration background,Not at all,0.06349206349206349,27727,0.06062181113554296,0.06636231584858401
2012,No migration background,Not at all,0.4283727399165508,40229,0.4235371013616206,0.43320837847148097
2012,No migration background,Very strongly,0.1933240611961057,40229,0.18946502404725535,0.19718309834495606
2012,No migration background,Strongly,0.16133518776077885,40229,0.15774063209880734,0.16492974342275035
2012,No migration background,Hardly,0.12239221140472879,40229,0.1191895311807543,0.12559489162870327
2012,No migration background,In some respects,0.09457579972183588,40229,0.09171621799604052,0.09743538144763125
2012,Direct migration background,In some respects,0.31690622861054074,40229,0.3123595735917645,0.32145288362931695
2012,Direct migration background,Strongly,0.22861054072553047,40229,0.22450688018479967,0.23271420126626127
2012,Direct migration background,Hardly,0.19370294318959616,40229,0.18984103362262242,0.1975648527565699
2012,Direct migration background,Not at all,0.1327857631759069,40229,0.1294696800456911,0.1361018463061227
2012,Direct migration background,Very strongly,0.12799452429842573,40229,0.12472983576307566,0.1312592128337758
2012,Indirect migration background,In some respects,0.26954732510288065,40229,0.26521121792975644,0.27388343227600487
2012,Indirect migration background,Strongly,0.2654320987654321,40229,0.2611171151922701,0.2697470823385941
2012,Indirect migration background,Very strongly,0.1697530864197531,40229,0.16608449853649615,0.17342167430301003
2012,Indirect migration background,Not at all,0.16358024691358025,40229,0.15996561546480695,0.16719487836235356
2012,Indirect migration background,Hardly,0.13168724279835392,40229,0.12838281401844387,0.13499167157826397
2014,No migration background,Not at all,0.5827338129496403,38694,0.5778204826159403,0.5876471432833403
2014,No migration background,Hardly,0.1486810551558753,38694,0.1451361205832708,0.15222598972847978
2014,No migration background,In some respects,0.1366906474820144,38694,0.13326780525676807,0.14011348970726073
2014,No migration background,Strongly,0.0671462829736211,38694,0.06465253810688215,0.06964002784036005
2014,No migration background,Very strongly,0.06474820143884892,38694,0.06229624704367157,0.06720015583402628
2014,Direct migration background,In some respects,0.3190428713858425,38694,0.3143985884926567,0.3236871542790282
2014,Direct migration background,Strongly,0.2715852442671984,38694,0.2671534794006468,0.27601700913374994
2014,Direct migration background,Very strongly,0.15932203389830507,38694,0.1556754432734096,0.16296862452320054
2014,Direct migration background,Hardly,0.15812562313060818,38694,0.15449016599427146,0.1617610802669449
2014,Direct migration background,Not at all,0.09192422731804586,38694,0.08904543525814541,0.09480301937794632
2014,Indirect migration background,In some respects,0.31192005710206994,38694,0.30730395551472167,0.3165361586894182
2014,Indirect migration background,Strongly,0.2676659528907923,38694,0.26325446149347853,0.2720774442881061
2014,Indirect migration background,Hardly,0.14846538187009278,38694,0.1449225706474955,0.15200819309269006
2014,Indirect migration background,Not at all,0.13847251962883655,38694,0.1350309970559899,0.14191404220168322
2014,Indirect migration background,Very strongly,0.1334760885082084,38694,0.1300874419849068,0.13686473503151003
2016,No migration background,Not at all,0.5,41132,0.49516789723261945,0.5048321027673806
2016,No migration background,Hardly,0.16279069767441862,41132,0.15922291844688485,0.16635847690195238
2016,No migration background,Strongly,0.1186046511627907,41132,0.11547999384375854,0.12172930848182287
2016,No migration background,In some respects,0.11162790697674418,41132,0.10858457028301852,0.11467124367046985
2016,No migration background,Very strongly,0.10697674418604651,41132,0.10398969598842077,0.10996379238367225
2016,Direct migration background,In some respects,0.3048336798336798,41132,0.3003848889342915,0.30928247073306814
2016,Direct migration background,Strongly,0.2616943866943867,41132,0.25744641664008494,0.2659423567486885
2016,Direct migration background,Very strongly,0.21283783783783783,41132,0.20888214389798299,0.21679353177769267
2016,Direct migration background,Hardly,0.1314968814968815,41132,0.12823093116603576,0.13476283182772722
2016,Direct migration background,Not at all,0.08913721413721414,41132,0.08638347900343844,0.09189094927098983
2016,Indirect migration background,In some respects,0.2857142857142857,41132,0.28134844267630704,0.29008012875226435
2016,Indirect migration background,Strongly,0.23947151114781173,41132,0.23534720563486425,0.24359581666075922
2016,Indirect migration background,Not at all,0.16845582163501238,41132,0.16483879394384754,0.17207284932617722
2016,Indirect migration background,Hardly,0.16432700247729148,41132,0.16074571809246374,0.16790828686211923
2016,Indirect migration background,Very strongly,0.14203137902559868,41132,0.13865777573295315,0.1454049823182442
2018,No migration background,Not at all,0.5315904139433552,43121,0.5268804984275545,0.5363003294591558
2018,No migration background,Hardly,0.16339869281045752,43121,0.15990893556359673,0.1668884500573183
2018,No migration background,In some respects,0.13725490196078433,43121,0.13400689582048878,0.14050290810107988
2018,No migration background,Strongly,0.10021786492374728,43121,0.09738351859510969,0.10305221125238487
2018,No migration background,Very strongly,0.06753812636165578,43121,0.06516947192897288,0.06990678079433868
2018,Direct migration background,In some respects,0.30979699911738745,43121,0.30543245704425753,0.31416154119051737
2018,Direct migration background,Strongly,0.2611272222922708,43121,0.2569812865468678,0.2652731580376738
2018,Direct migration background,Very strongly,0.18345731937964949,43121,0.1798041599471029,0.18711047881219608
2018,Direct migration background,Hardly,0.1444962804186105,43121,0.1411777107124377,0.14781485012478332
2018,Direct migration background,Not at all,0.1011221787920817,43121,0.09827650443052573,0.10396785315363767
2018,Indirect migration background,In some respects,0.30271084337349397,43121,0.2983744157296733,0.3070472710173146
2018,Indirect migration background,Strongly,0.22515060240963855,43121,0.22120823708810097,0.22909296773117613
2018,Indirect migration background,Not at all,0.19427710843373494,43121,0.1905427557965961,0.19801146107087378
2018,Indirect migration background,Hardly,0.1558734939759036,43121,0.15244974777435524,0.15929724017745198
2018,Indirect migration background,Very strongly,0.12198795180722892,43121,0.11889893431998327,0.12507696929447457
2020,No migration background,Very strongly,0.39520958083832336,42741,0.3905745789505748,0.39984458272607193
2020,No migration background,Not at all,0.2694610778443114,42741,0.2652547469585827,0.2736674087300401
2020,No migration background,In some respects,0.1317365269461078,42741,0.12853016458169236,0.13494288931052323
2020,No migration background,Hardly,0.11377245508982035,42741,0.11076205014362878,0.11678286003601193
2020,No migration background,Strongly,0.08982035928143713,42741,0.08710963913077983,0.09253107943209442
2020,Direct migration background,In some respects,0.2835689045936396,42741,0.2792957338305523,0.2878420753567269
2020,Direct migration background,Hardly,0.2721952296819788,42741,0.26797553104439237,0.2764149283195652
2020,Direct migration background,Not at all,0.235976148409894,42741,0.23195063530892315,0.24000166151086486
2020,Direct migration background,Strongly,0.11053445229681978,42741,0.10756177936149137,0.11350712523214819
2020,Direct migration background,Very strongly,0.09772526501766785,42741,0.09491008248871666,0.10054044754661903
2020,Indirect migration background,Not at all,0.24622222222222223,42741,0.2421379091906961,0.25030653525374835
2020,Indirect migration background,Hardly,0.24444444444444444,42741,0.24037010677564402,0.24851878211324485
2020,Indirect migration background,In some respects,0.24355555555555555,42741,0.23948624091567886,0.24762487019543225
2020,Indirect migration background,Very strongly,0.13955555555555554,42741,0.13627030335964704,0.14284080775146404
2020,Indirect migration background,Strongly,0.12622222222222224,42741,0.12307373351092545,0.12937071093351904
