year,age_gr,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,At least once per month,0.25552,920,3563,0.24120,0.26985
1992,17-29 y.,Seldom,0.09851,371,3563,0.08872,0.10829
1992,17-29 y.,Never,0.01436,44,3563,0.01045,0.01827
1992,30-45 y.,At least once per week,0.37115,1474,4237,0.35660,0.38570
1992,30-45 y.,At least once per month,0.40817,1739,4237,0.39337,0.42297
1992,30-45 y.,Seldom,0.19795,933,4237,0.18595,0.20995
1992,30-45 y.,Never,0.01744,91,4237,0.01350,0.02138
1992,46-65 y.,At least once per week,0.26168,1157,3992,0.24804,0.27532
1992,46-65 y.,At least once per month,0.40590,1557,3992,0.39066,0.42113
1992,46-65 y.,Seldom,0.27913,1122,3992,0.26521,0.29305
1992,46-65 y.,Never,0.04095,156,3992,0.03480,0.04710
1992,66 and older,At least once per week,0.32503,445,1426,0.30071,0.34935
1992,66 and older,At least once per month,0.31760,473,1426,0.29343,0.34177
1992,66 and older,Seldom,0.22666,349,1426,0.20492,0.24840
1992,66 and older,Never,0.10786,159,1426,0.09175,0.12396
1994,17-29 y.,At least once per week,0.63501,2059,3327,0.61865,0.65137
1994,17-29 y.,At least once per month,0.24996,880,3327,0.23524,0.26467
1994,17-29 y.,Seldom,0.09993,348,3327,0.08973,0.11012
1994,17-29 y.,Never,0.01050,40,3327,0.00703,0.01396
1994,30-45 y.,At least once per week,0.35551,1384,4140,0.34093,0.37009
1994,30-45 y.,At least once per month,0.41564,1715,4140,0.40062,0.43065
1994,30-45 y.,Seldom,0.20960,958,4140,0.19720,0.22200
1994,30-45 y.,Never,0.01776,83,4140,0.01374,0.02178
1994,46-65 y.,At least once per week,0.25492,1045,3860,0.24117,0.26867
1994,46-65 y.,At least once per month,0.37910,1448,3860,0.36379,0.39441
1994,46-65 y.,Seldom,0.32019,1222,3860,0.30547,0.33491
1994,46-65 y.,Never,0.03669,145,3860,0.03076,0.04263
1994,66 and older,At least once per week,0.29903,431,1476,0.27566,0.32239
1994,66 and older,At least once per month,0.31096,469,1476,0.28734,0.33459
1994,66 and older,Seldom,0.28366,442,1476,0.26065,0.30666
1994,66 and older,Never,0.09106,134,1476,0.07638,0.10574
1996,17-29 y.,At least once per week,0.68343,2130,3157,0.66720,0.69966
1996,17-29 y.,At least once per month,0.23153,738,3157,0.21681,0.24625
1996,17-29 y.,Seldom,0.07436,253,3157,0.06521,0.08352
1996,17-29 y.,Never,0.00874,36,3157,0.00549,0.01199
1996,30-45 y.,At least once per week,0.41839,1755,4431,0.40386,0.43291
1996,30-45 y.,At least once per month,0.38507,1780,4431,0.37074,0.39939
1996,30-45 y.,Seldom,0.18469,841,4431,0.17327,0.19612
1996,30-45 y.,Never,0.01080,55,4431,0.00776,0.01385
1996,46-65 y.,At least once per week,0.30254,1231,3881,0.28809,0.31700
1996,46-65 y.,At least once per month,0.40407,1546,3881,0.38863,0.41951
1996,46-65 y.,Seldom,0.25955,1008,3881,0.24575,0.27334
1996,46-65 y.,Never,0.02562,96,3881,0.02064,0.03059
1996,66 and older,At least once per week,0.33812,525,1537,0.31446,0.36178
1996,66 and older,At least once per month,0.35020,546,1537,0.32634,0.37405
1996,66 and older,Seldom,0.24388,381,1537,0.22240,0.26535
1996,66 and older,Never,0.06013,85,1537,0.04824,0.07202
1997,17-29 y.,At least once per week,0.68436,2071,2998,0.66772,0.70100
1997,17-29 y.,At least once per month,0.23046,700,2998,0.21539,0.24554
1997,17-29 y.,Seldom,0.07439,227,2998,0.06499,0.08378
1997,30-45 y.,At least once per week,0.44481,1859,4352,0.43004,0.45958
1997,30-45 y.,At least once per month,0.37645,1679,4352,0.36205,0.39084
1997,30-45 y.,Seldom,0.16431,754,4352,0.15330,0.17532
1997,30-45 y.,Never,0.01167,60,4352,0.00848,0.01486
1997,46-65 y.,At least once per week,0.30722,1217,3833,0.29262,0.32183
1997,46-65 y.,At least once per month,0.38502,1530,3833,0.36962,0.40043
1997,46-65 y.,Seldom,0.27147,960,3833,0.25739,0.28555
1997,46-65 y.,Never,0.02973,126,3833,0.02435,0.03510
1997,66 and older,At least once per week,0.38459,603,1562,0.36046,0.40873
1997,66 and older,At least once per month,0.29192,506,1562,0.26937,0.31447
1997,66 and older,Seldom,0.24200,371,1562,0.22075,0.26325
1997,66 and older,Never,0.06096,82,1562,0.04909,0.07282
1999,17-29 y.,At least once per week,0.70312,2019,2943,0.68661,0.71963
1999,17-29 y.,At least once per month,0.21437,693,2943,0.19954,0.22920
1999,17-29 y.,Seldom,0.06996,231,2943,0.06074,0.07917
1999,30-45 y.,At least once per week,0.40368,1823,4703,0.38965,0.41770
1999,30-45 y.,At least once per month,0.39176,1887,4703,0.37781,0.40571
1999,30-45 y.,Seldom,0.19198,937,4703,0.18072,0.20324
1999,30-45 y.,Never,0.01057,56,4703,0.00765,0.01349
1999,46-65 y.,At least once per week,0.27842,1213,4167,0.26481,0.29203
1999,46-65 y.,At least once per month,0.41633,1736,4167,0.40136,0.43130
1999,46-65 y.,Seldom,0.27816,1131,4167,0.26455,0.29176
1999,46-65 y.,Never,0.02243,87,4167,0.01793,0.02693
1999,66 and older,At least once per week,0.32732,565,1782,0.30553,0.34911
1999,66 and older,At least once per month,0.31362,582,1782,0.29207,0.33517
1999,66 and older,Seldom,0.27456,511,1782,0.25383,0.29529
1999,66 and older,Never,0.07293,124,1782,0.06085,0.08501
2001,17-29 y.,At least once per week,0.71689,2987,4087,0.70308,0.73071
2001,17-29 y.,At least once per month,0.19408,777,4087,0.18196,0.20621
2001,17-29 y.,Seldom,0.07066,277,4087,0.06281,0.07852
2001,17-29 y.,Never,0.01491,46,4087,0.01119,0.01862
2001,30-45 y.,At least once per week,0.44995,3191,7295,0.43853,0.46137
2001,30-45 y.,At least once per month,0.36404,2794,7295,0.35299,0.37508
2001,30-45 y.,Seldom,0.15990,1170,7295,0.15149,0.16831
2001,30-45 y.,Never,0.02015,140,7295,0.01692,0.02337
2001,46-65 y.,At least once per week,0.31851,2205,7050,0.30763,0.32939
2001,46-65 y.,At least once per month,0.40368,2938,7050,0.39223,0.41514
2001,46-65 y.,Seldom,0.23648,1671,7050,0.22656,0.24640
2001,46-65 y.,Never,0.03218,236,7050,0.02806,0.03630
2001,66 and older,At least once per week,0.35156,1178,3377,0.33545,0.36766
2001,66 and older,At least once per month,0.32439,1129,3377,0.30860,0.34018
2001,66 and older,Seldom,0.23967,811,3377,0.22527,0.25407
2001,66 and older,Never,0.07468,259,3377,0.06581,0.08355
2005,17-29 y.,At least once per week,0.72411,2808,3792,0.70988,0.73834
2005,17-29 y.,At least once per month,0.18597,721,3792,0.17358,0.19835
2005,17-29 y.,Seldom,0.07929,263,3792,0.07069,0.08789
2005,30-45 y.,At least once per week,0.42788,2653,6066,0.41543,0.44033
2005,30-45 y.,At least once per month,0.37582,2324,6066,0.36363,0.38801
2005,30-45 y.,Seldom,0.17561,1009,6066,0.16603,0.18519
2005,30-45 y.,Never,0.01649,80,6066,0.01328,0.01969
2005,46-65 y.,At least once per week,0.32565,2233,6988,0.31466,0.33664
2005,46-65 y.,At least once per month,0.39699,2907,6988,0.38551,0.40846
2005,46-65 y.,Seldom,0.24296,1681,6988,0.23290,0.25301
2005,46-65 y.,Never,0.02939,167,6988,0.02543,0.03335
2005,66 and older,At least once per week,0.34086,1276,3739,0.32566,0.35605
2005,66 and older,At least once per month,0.33361,1302,3739,0.31849,0.34872
2005,66 and older,Seldom,0.25115,937,3739,0.23725,0.26505
2005,66 and older,Never,0.06157,224,3739,0.05387,0.06928
2007,17-29 y.,At least once per week,0.66567,2518,3385,0.64977,0.68156
2007,17-29 y.,At least once per month,0.18522,664,3385,0.17213,0.19831
2007,17-29 y.,Seldom,0.05033,165,3385,0.04297,0.05770
2007,17-29 y.,Never,0.01250,38,3385,0.00876,0.01624
2007,30-45 y.,At least once per week,0.43380,2491,5691,0.42092,0.44667
2007,30-45 y.,At least once per month,0.38401,2238,5691,0.37137,0.39665
2007,30-45 y.,Seldom,0.16375,881,5691,0.15413,0.17336
2007,30-45 y.,Never,0.01459,81,5691,0.01148,0.01771
2007,46-65 y.,At least once per week,0.32739,2339,7030,0.31642,0.33836
2007,46-65 y.,At least once per month,0.40665,2935,7030,0.39516,0.41813
2007,46-65 y.,Seldom,0.22971,1571,7030,0.21988,0.23955
2007,46-65 y.,Never,0.03109,185,7030,0.02703,0.03515
2007,66 and older,At least once per week,0.33337,1421,4301,0.31928,0.34746
2007,66 and older,At least once per month,0.36483,1669,4301,0.35044,0.37922
2007,66 and older,Seldom,0.22604,964,4301,0.21354,0.23854
2007,66 and older,Never,0.06118,247,4301,0.05402,0.06835
2009,17-29 y.,At least once per week,0.66362,2065,2821,0.64618,0.68106
2009,17-29 y.,At least once per month,0.20832,603,2821,0.19333,0.22331
2009,17-29 y.,Seldom,0.04742,153,2821,0.03957,0.05526
2009,30-45 y.,At least once per week,0.44429,2021,4655,0.43002,0.45857
2009,30-45 y.,At least once per month,0.39278,1894,4655,0.37875,0.40681
2009,30-45 y.,Seldom,0.14641,693,4655,0.13626,0.15657
2009,30-45 y.,Never,0.01156,47,4655,0.00849,0.01463
2009,46-65 y.,At least once per week,0.30667,1907,6289,0.29527,0.31806
2009,46-65 y.,At least once per month,0.41498,2748,6289,0.40280,0.42716
2009,46-65 y.,Seldom,0.24183,1493,6289,0.23124,0.25241
2009,46-65 y.,Never,0.02748,141,6289,0.02344,0.03152
2009,66 and older,At least once per week,0.30911,1268,4135,0.29502,0.32320
2009,66 and older,At least once per month,0.36111,1618,4135,0.34647,0.37575
2009,66 and older,Seldom,0.26929,1069,4135,0.25576,0.28281
2009,66 and older,Never,0.04785,180,4135,0.04134,0.05436
2011,17-29 y.,At least once per week,0.67300,3008,4160,0.65875,0.68726
2011,17-29 y.,At least once per month,0.18708,848,4160,0.17523,0.19893
2011,17-29 y.,Seldom,0.05624,265,4160,0.04924,0.06324
2011,17-29 y.,Never,0.00780,39,4160,0.00513,0.01047
2011,30-45 y.,At least once per week,0.46608,4599,9916,0.45626,0.47590
2011,30-45 y.,At least once per month,0.36776,3671,9916,0.35827,0.37725
2011,30-45 y.,Seldom,0.14994,1460,9916,0.14292,0.15697
2011,30-45 y.,Never,0.01472,186,9916,0.01235,0.01709
2011,46-65 y.,At least once per week,0.32769,3071,9095,0.31805,0.33734
2011,46-65 y.,At least once per month,0.39264,3660,9095,0.38261,0.40268
2011,46-65 y.,Seldom,0.24060,2053,9095,0.23182,0.24939
2011,46-65 y.,Never,0.03426,311,9095,0.03052,0.03800
2011,66 and older,At least once per week,0.30895,1678,5105,0.29627,0.32163
2011,66 and older,At least once per month,0.34700,1878,5105,0.33394,0.36006
2011,66 and older,Seldom,0.26536,1239,5105,0.25324,0.27747
2011,66 and older,Never,0.06436,310,5105,0.05762,0.07109
2015,17-29 y.,At least once per week,0.68626,3190,4454,0.67263,0.69989
2015,17-29 y.,At least once per month,0.17605,891,4454,0.16486,0.18724
2015,17-29 y.,Seldom,0.05489,295,4454,0.04820,0.06158
2015,17-29 y.,Never,0.01274,78,4454,0.00945,0.01603
2015,30-45 y.,At least once per week,0.47887,3803,8270,0.46810,0.48964
2015,30-45 y.,At least once per month,0.36846,3070,8270,0.35807,0.37886
2015,30-45 y.,Seldom,0.13256,1195,8270,0.12525,0.13987
2015,30-45 y.,Never,0.01755,202,8270,0.01472,0.02038
2015,46-65 y.,At least once per week,0.34240,3177,9124,0.33266,0.35213
2015,46-65 y.,At least once per month,0.40466,3757,9124,0.39459,0.41474
2015,46-65 y.,Seldom,0.21782,1897,9124,0.20935,0.22629
2015,46-65 y.,Never,0.03199,293,9124,0.02838,0.03560
2015,66 and older,At least once per week,0.30277,1482,4874,0.28987,0.31567
2015,66 and older,At least once per month,0.37549,1901,4874,0.36190,0.38909
2015,66 and older,Seldom,0.25720,1236,4874,0.24493,0.26947
2015,66 and older,Never,0.05447,255,4874,0.04810,0.06085
2017,17-29 y.,At least once per week,0.67099,3192,4356,0.65703,0.68494
2017,17-29 y.,At least once per month,0.17842,837,4356,0.16705,0.18979
2017,17-29 y.,Seldom,0.04935,272,4356,0.04292,0.05578
2017,17-29 y.,Never,0.01210,55,4356,0.00886,0.01535
2017,30-45 y.,At least once per week,0.51646,3459,7250,0.50496,0.52797
2017,30-45 y.,At least once per month,0.33483,2587,7250,0.32397,0.34569
2017,30-45 y.,Seldom,0.11796,1054,7250,0.11054,0.12539
2017,30-45 y.,Never,0.01954,150,7250,0.01635,0.02272
2017,46-65 y.,At least once per week,0.36790,3637,9962,0.35843,0.37737
2017,46-65 y.,At least once per month,0.39567,4045,9962,0.38606,0.40527
2017,46-65 y.,Seldom,0.20650,2023,9962,0.19855,0.21445
2017,46-65 y.,Never,0.02666,257,9962,0.02349,0.02982
2017,66 and older,At least once per week,0.33533,1608,4939,0.32217,0.34850
2017,66 and older,At least once per month,0.37159,1963,4939,0.35812,0.38507
2017,66 and older,Seldom,0.24281,1172,4939,0.23085,0.25477
2017,66 and older,Never,0.04464,196,4939,0.03888,0.05040
