year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1987,Couple without children,2nd Quintile,119,61.87431,56.31191,67.43672,46.00000,51.00000,73.18027,12.00000,113.95067,,,
1987,Couple without children,3rd Quintile,128,65.91457,59.75859,72.07055,50.72073,61.00000,76.00000,17.00000,113.91891,,,
1987,Couple without children,4th Quintile,189,66.54966,60.29604,72.80329,51.00000,56.73208,76.00000,13.50000,113.50000,,,
1987,Couple without children,5th Quintile,198,75.40269,71.11766,79.68771,51.00000,76.00000,97.00000,0.00000,166.00000,,,
1987,Single parent,1st Quintile,76,72.43811,65.32218,79.55404,51.00000,63.00000,92.31746,12.00000,154.29364,,,
1987,Single parent,2nd Quintile,53,64.00519,55.23246,72.77791,42.71017,60.40679,76.00000,10.00000,125.93474,,,
1987,Single parent,3rd Quintile,33,94.33148,72.61499,116.04798,60.06402,76.00000,114.64648,25.00000,196.52017,,,
1987,Single parent,4th Quintile,,,,,,,,,,,,
1987,Single parent,5th Quintile,,,,,,,,,,,,
1987,Couple with children,1st Quintile,300,68.95200,64.90682,72.99717,51.00000,63.00000,80.12316,7.31526,123.80789,,,
1987,Couple with children,2nd Quintile,339,72.91685,69.22871,76.60499,51.00000,71.00000,92.00000,0.00000,153.50000,,,
1987,Couple with children,3rd Quintile,300,79.74711,75.55119,83.94304,52.13653,76.00000,102.00000,0.00000,176.79521,,,
1987,Couple with children,4th Quintile,229,81.87251,76.97656,86.76845,56.69321,76.00000,102.00000,0.00000,169.96018,,,
1987,Couple with children,5th Quintile,83,96.28528,84.52205,108.04851,61.00000,76.00000,127.00000,0.00000,226.00000,,,
1987,Multi-generational household,1st Quintile,,,,,,,,,,,,
1987,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1987,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1987,Multi-generational household,4th Quintile,,,,,,,,,,,,
1987,Multi-generational household,5th Quintile,,,,,,,,,,,,
1987,Other Combinations,1st Quintile,,,,,,,,,,,,
1987,Other Combinations,2nd Quintile,,,,,,,,,,,,
1987,Other Combinations,3rd Quintile,,,,,,,,,,,,
1987,Other Combinations,4th Quintile,,,,,,,,,,,,
1987,Other Combinations,5th Quintile,,,,,,,,,,,,
1988,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1988,Single-person household,1st Quintile,218,49.09329,42.46178,55.72481,25.00000,40.00000,61.00000,0.00000,115.00000,,,
1988,Single-person household,2nd Quintile,154,48.80404,45.07896,52.52913,33.00000,48.00000,61.00000,0.00000,103.00000,,,
1988,Single-person household,3rd Quintile,157,53.41479,48.92697,57.90262,38.00000,51.00000,61.00000,3.50000,95.50000,,,
1988,Single-person household,4th Quintile,153,52.92808,48.34764,57.50852,38.00000,51.00000,66.00000,0.00000,108.00000,,,
1988,Single-person household,5th Quintile,116,61.10427,54.71235,67.49618,40.00000,51.00000,71.00000,0.00000,117.50000,,,
1988,Couple without children,1st Quintile,103,60.19759,53.94591,66.44927,35.00000,51.00000,76.00000,0.00000,137.50000,,,
1988,Couple without children,2nd Quintile,116,60.64062,52.87507,68.40616,40.00000,51.00000,71.00000,0.00000,117.50000,,,
1988,Couple without children,3rd Quintile,134,62.75631,57.96834,67.54427,46.00000,55.05663,76.00000,20.00000,121.00000,,,
1988,Couple without children,4th Quintile,179,62.21399,57.80895,66.61903,48.00000,52.05714,76.00000,6.00000,118.00000,,,
1988,Couple without children,5th Quintile,184,69.19976,64.64558,73.75393,51.00000,66.00000,86.00000,0.00000,138.50000,,,
1988,Single parent,1st Quintile,76,63.51400,58.42353,68.60448,51.00000,61.00000,76.00000,25.00000,113.50000,,,
1988,Single parent,2nd Quintile,47,64.77391,56.07063,73.47718,46.00000,61.17425,76.00000,1.00000,121.00000,,,
1988,Single parent,3rd Quintile,30,72.82490,56.49873,89.15108,51.00000,51.00000,76.00000,25.00000,113.50000,,,
1988,Single parent,4th Quintile,,,,,,,,,,,,
1988,Single parent,5th Quintile,,,,,,,,,,,,
1988,Couple with children,1st Quintile,299,69.39505,65.42769,73.36240,51.00000,61.00000,80.73690,6.39466,125.34224,,,
1988,Couple with children,2nd Quintile,320,69.10423,65.02885,73.17962,48.00000,61.00000,85.20674,0.00000,141.01684,,,
1988,Couple with children,3rd Quintile,283,80.75426,76.22698,85.28154,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1988,Couple with children,4th Quintile,202,76.59945,70.58103,82.61787,51.00000,66.00000,92.00000,0.00000,153.50000,,,
1988,Couple with children,5th Quintile,81,92.68926,82.88184,102.49669,63.00000,80.82309,127.00000,0.00000,223.00000,,,
1988,Multi-generational household,1st Quintile,,,,,,,,,,,,
1988,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1988,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1988,Multi-generational household,4th Quintile,,,,,,,,,,,,
1988,Multi-generational household,5th Quintile,,,,,,,,,,,,
1988,Other Combinations,1st Quintile,,,,,,,,,,,,
1988,Other Combinations,2nd Quintile,,,,,,,,,,,,
1988,Other Combinations,3rd Quintile,,,,,,,,,,,,
1988,Other Combinations,4th Quintile,,,,,,,,,,,,
1988,Other Combinations,5th Quintile,,,,,,,,,,,,
1989,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1989,Single-person household,1st Quintile,215,48.93155,43.49188,54.37122,29.73504,41.85512,56.00000,0.00000,95.39744,,,
1989,Single-person household,2nd Quintile,167,45.71510,41.68532,49.74489,30.00000,46.00000,51.00000,0.00000,82.50000,,,
1989,Single-person household,3rd Quintile,160,51.83173,44.52821,59.13526,30.00000,46.00000,55.31493,0.00000,93.28731,,,
1989,Single-person household,4th Quintile,149,52.48193,48.20662,56.75725,35.00000,51.00000,63.15250,0.00000,105.38125,,,
1989,Single-person household,5th Quintile,116,63.10373,52.87728,73.33017,40.00000,51.00000,76.00000,10.00000,130.00000,,,
1989,Couple without children,1st Quintile,91,55.49555,49.45589,61.53521,35.00000,51.00000,76.00000,0.00000,137.50000,,,
1989,Couple without children,2nd Quintile,115,57.03212,50.79295,63.27128,38.00000,51.00000,66.00000,0.00000,108.00000,,,
1989,Couple without children,3rd Quintile,131,62.08873,54.25684,69.92062,44.70431,51.00000,76.00000,0.00000,122.94354,,,
1989,Couple without children,4th Quintile,205,64.22912,58.24587,70.21237,40.00000,54.53961,76.00000,0.00000,130.00000,,,
1989,Couple without children,5th Quintile,172,70.97556,65.39648,76.55465,51.00000,64.71435,88.77608,0.00000,145.44021,,,
1989,Single parent,1st Quintile,63,65.44073,57.74185,73.13961,41.70734,56.00000,79.72167,20.00000,136.74317,,,
1989,Single parent,2nd Quintile,52,67.70057,61.01846,74.38268,51.00000,71.00000,86.00000,20.00000,118.00000,,,
1989,Single parent,3rd Quintile,,,,,,,,,,,,
1989,Single parent,4th Quintile,,,,,,,,,,,,
1989,Single parent,5th Quintile,,,,,,,,,,,,
1989,Couple with children,1st Quintile,303,68.48146,64.32549,72.63743,51.00000,61.00000,81.00000,6.00000,126.00000,,,
1989,Couple with children,2nd Quintile,314,69.99324,65.54377,74.44271,51.00000,61.00000,86.00000,0.00000,138.50000,,,
1989,Couple with children,3rd Quintile,265,74.58963,70.08981,79.08944,51.00000,75.67592,102.00000,0.00000,178.50000,,,
1989,Couple with children,4th Quintile,161,73.71720,69.18546,78.24893,56.00000,71.63964,86.00000,11.00000,131.00000,,,
1989,Couple with children,5th Quintile,83,78.94043,68.19299,89.68787,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1989,Multi-generational household,1st Quintile,,,,,,,,,,,,
1989,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1989,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1989,Multi-generational household,4th Quintile,,,,,,,,,,,,
1989,Multi-generational household,5th Quintile,,,,,,,,,,,,
1989,Other Combinations,1st Quintile,,,,,,,,,,,,
1989,Other Combinations,2nd Quintile,,,,,,,,,,,,
1989,Other Combinations,3rd Quintile,,,,,,,,,,,,
1989,Other Combinations,4th Quintile,,,,,,,,,,,,
1989,Other Combinations,5th Quintile,,,,,,,,,,,,
1990,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1990,Single-person household,1st Quintile,303,14.79410,13.64059,15.94761,9.00000,12.00000,18.00000,0.00000,31.50000,,,
1990,Single-person household,2nd Quintile,221,44.55720,41.28086,47.83354,28.00000,40.00000,55.00000,0.00000,95.50000,,,
1990,Single-person household,3rd Quintile,200,48.14943,44.67938,51.61948,30.00000,46.00000,56.00000,0.00000,95.00000,,,
1990,Single-person household,4th Quintile,185,50.58445,45.82390,55.34500,32.00000,46.00000,61.00000,0.00000,104.50000,,,
1990,Single-person household,5th Quintile,139,60.51509,54.98041,66.04976,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1990,Couple without children,1st Quintile,336,17.68726,16.43854,18.93599,10.00000,15.00000,20.00000,4.00000,35.00000,,,
1990,Couple without children,2nd Quintile,122,57.72930,52.53257,62.92602,35.78098,51.00000,76.00000,0.00000,136.32853,,,
1990,Couple without children,3rd Quintile,158,57.04247,52.83846,61.24649,40.00000,51.00000,74.00000,10.00000,125.00000,,,
1990,Couple without children,4th Quintile,205,62.36482,56.28483,68.44481,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1990,Couple without children,5th Quintile,229,67.55724,62.92333,72.19115,46.88337,56.03656,89.00000,0.00000,152.17494,,,
1990,Single parent,Not included in this version of the questionnaire,,,,,,,,,,,,
1990,Single parent,1st Quintile,110,19.62520,17.12963,22.12077,12.00000,15.00000,21.59819,2.00000,35.99547,,,
1990,Single parent,2nd Quintile,68,65.06658,58.80017,71.33300,50.43734,61.00000,76.00000,15.00000,114.34399,,,
1990,Single parent,3rd Quintile,53,68.84652,59.44727,78.24576,44.50962,54.65483,92.00000,25.00000,163.23557,,,
1990,Single parent,4th Quintile,,,,,,,,,,,,
1990,Single parent,5th Quintile,,,,,,,,,,,,
1990,Couple with children,1st Quintile,744,23.31008,21.99465,24.62552,14.00000,19.42063,25.00000,2.00000,41.50000,,,
1990,Couple with children,2nd Quintile,410,69.94477,65.43836,74.45118,40.76141,58.05549,82.05301,0.00000,143.99041,,,
1990,Couple with children,3rd Quintile,339,68.74976,65.09789,72.40164,46.35215,61.00000,86.00000,0.00000,145.47177,,,
1990,Couple with children,4th Quintile,238,83.83166,77.07945,90.58388,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1990,Couple with children,5th Quintile,98,78.42685,70.59376,86.25993,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1990,Multi-generational household,1st Quintile,,,,,,,,,,,,
1990,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1990,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1990,Multi-generational household,4th Quintile,,,,,,,,,,,,
1990,Multi-generational household,5th Quintile,,,,,,,,,,,,
1990,Other Combinations,1st Quintile,,,,,,,,,,,,
1990,Other Combinations,2nd Quintile,,,,,,,,,,,,
1990,Other Combinations,3rd Quintile,,,,,,,,,,,,
1990,Other Combinations,4th Quintile,,,,,,,,,,,,
1990,Other Combinations,5th Quintile,,,,,,,,,,,,
1991,Single-person household,1st Quintile,262,24.78948,22.12709,27.45187,10.00000,15.00000,30.00000,3.00000,60.00000,,,
1991,Single-person household,2nd Quintile,244,47.08268,44.13748,50.02788,30.00000,46.00000,56.00000,0.00000,95.00000,,,
1991,Single-person household,3rd Quintile,188,45.84563,42.83381,48.85745,30.00000,48.00000,56.00000,0.00000,95.00000,,,
1991,Single-person household,4th Quintile,180,52.00233,48.56285,55.44181,35.00000,51.00000,63.00000,0.00000,105.00000,,,
1991,Single-person household,5th Quintile,140,61.63591,55.75284,67.51898,40.00000,51.00000,76.00000,12.00000,130.00000,,,
1991,Couple without children,1st Quintile,319,34.85215,31.28230,38.42199,13.00000,23.00000,51.00000,0.00000,108.00000,,,
1991,Couple without children,2nd Quintile,117,56.12533,51.51132,60.73934,40.00000,51.00000,71.65598,10.00000,119.13996,,,
1991,Couple without children,3rd Quintile,160,64.08536,59.50366,68.66707,46.00000,58.49769,76.00000,15.00000,121.00000,,,
1991,Couple without children,4th Quintile,206,62.71443,58.52760,66.90126,40.00000,58.00000,76.00000,15.00000,130.00000,,,
1991,Couple without children,5th Quintile,232,67.90050,64.04210,71.75890,51.00000,64.04891,81.00000,6.00000,126.00000,,,
1991,Single parent,1st Quintile,102,33.23903,27.63372,38.84433,13.00000,20.19327,51.00000,2.00000,108.00000,,,
1991,Single parent,2nd Quintile,79,70.27248,63.12770,77.41726,50.72027,64.00000,87.89888,25.00000,143.66679,,,
1991,Single parent,3rd Quintile,45,59.99293,52.43154,67.55431,40.00000,54.11086,75.17849,25.00000,127.94623,,,
1991,Single parent,4th Quintile,,,,,,,,,,,,
1991,Single parent,5th Quintile,,,,,,,,,,,,
1991,Couple with children,1st Quintile,708,38.61989,36.26039,40.97940,15.00000,25.00000,51.00000,3.00000,105.00000,,,
1991,Couple with children,2nd Quintile,373,74.67634,71.02184,78.33084,51.00000,66.00000,93.53200,0.00000,157.33001,,,
1991,Couple with children,3rd Quintile,337,73.17163,69.70289,76.64037,51.00000,76.00000,92.00000,10.00000,153.50000,,,
1991,Couple with children,4th Quintile,244,80.84987,76.00095,85.69879,51.00000,76.00000,102.00000,11.00000,178.50000,,,
1991,Couple with children,5th Quintile,116,86.74716,80.58136,92.91297,61.00000,81.00000,107.00000,0.00000,176.00000,,,
1991,Multi-generational household,1st Quintile,,,,,,,,,,,,
1991,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1991,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1991,Multi-generational household,4th Quintile,,,,,,,,,,,,
1991,Multi-generational household,5th Quintile,,,,,,,,,,,,
1991,Other Combinations,1st Quintile,31,40.30310,29.69739,50.90881,20.47680,33.68601,52.98079,9.00000,101.73677,,,
1991,Other Combinations,2nd Quintile,,,,,,,,,,,,
1991,Other Combinations,3rd Quintile,,,,,,,,,,,,
1991,Other Combinations,4th Quintile,,,,,,,,,,,,
1991,Other Combinations,5th Quintile,,,,,,,,,,,,
1992,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1992,Single-person household,1st Quintile,333,48.64719,46.04851,51.24587,30.00000,50.19017,61.00000,5.00000,107.50000,,,
1992,Single-person household,2nd Quintile,177,51.29717,47.61415,54.98019,35.00000,51.00000,61.00000,7.00000,100.00000,,,
1992,Single-person household,3rd Quintile,180,53.13561,49.23540,57.03581,35.00000,51.00000,71.00000,10.00000,125.00000,,,
1992,Single-person household,4th Quintile,179,54.70190,50.80004,58.60376,37.65567,51.00000,66.00000,7.00000,108.51650,,,
1992,Single-person household,5th Quintile,121,65.09838,59.17927,71.01750,43.00000,57.98757,76.00000,7.00000,125.50000,,,
1992,Couple without children,1st Quintile,179,65.00066,60.43313,69.56819,40.00000,61.00000,81.00000,10.00000,142.50000,,,
1992,Couple without children,2nd Quintile,185,64.98939,60.70199,69.27680,46.00000,57.54908,81.00000,15.00000,133.50000,,,
1992,Couple without children,3rd Quintile,202,66.56143,62.50882,70.61404,45.94383,61.00000,81.00000,15.00000,133.58425,,,
1992,Couple without children,4th Quintile,248,68.54726,64.63084,72.46367,46.00000,61.00000,82.43154,15.00000,137.07884,,,
1992,Couple without children,5th Quintile,224,72.02084,68.12942,75.91225,51.00000,75.87906,97.93687,5.00000,168.34217,,,
1992,Single parent,Not included in this version of the questionnaire,,,,,,,,,,,,
1992,Single parent,1st Quintile,125,64.16259,58.24726,70.07792,45.56511,56.00000,76.00000,11.00000,121.65233,,,
1992,Single parent,2nd Quintile,66,75.91036,66.97569,84.84503,51.00000,70.82578,90.21127,5.00000,149.02819,,,
1992,Single parent,3rd Quintile,42,82.31535,72.25047,92.38024,71.14270,76.00000,100.26340,30.00000,143.94445,,,
1992,Single parent,4th Quintile,30,91.37810,78.64796,104.10825,61.47216,85.60163,123.05858,51.00000,153.00000,,,
1992,Single parent,5th Quintile,,,,,,,,,,,,
1992,Couple with children,1st Quintile,344,81.55666,77.44698,85.66633,51.00000,76.00000,102.00000,15.00000,178.50000,,,
1992,Couple with children,2nd Quintile,521,78.43859,75.37224,81.50493,51.00000,76.00000,102.00000,5.00000,178.50000,,,
1992,Couple with children,3rd Quintile,408,77.76721,74.53124,81.00318,51.00000,76.00000,102.00000,13.00000,178.50000,,,
1992,Couple with children,4th Quintile,257,88.98351,83.67110,94.29593,56.00000,81.00000,102.00000,15.00000,171.00000,,,
1992,Couple with children,5th Quintile,109,99.46310,91.49333,107.43287,73.78282,100.80372,127.00000,15.00000,206.82577,,,
1992,Multi-generational household,1st Quintile,,,,,,,,,,,,
1992,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1992,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1992,Multi-generational household,4th Quintile,,,,,,,,,,,,
1992,Multi-generational household,5th Quintile,,,,,,,,,,,,
1992,Other Combinations,1st Quintile,,,,,,,,,,,,
1992,Other Combinations,2nd Quintile,,,,,,,,,,,,
1992,Other Combinations,3rd Quintile,,,,,,,,,,,,
1992,Other Combinations,4th Quintile,,,,,,,,,,,,
1992,Other Combinations,5th Quintile,,,,,,,,,,,,
1993,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1993,Single-person household,1st Quintile,345,50.04273,47.47793,52.60753,33.00000,50.81569,61.00000,10.00000,103.00000,,,
1993,Single-person household,2nd Quintile,200,54.77901,51.32923,58.22879,35.00000,51.07230,75.41833,10.00000,136.04582,,,
1993,Single-person household,3rd Quintile,186,53.85501,50.36022,57.34980,35.00000,51.00000,73.22550,7.00000,130.56376,,,
1993,Single-person household,4th Quintile,173,59.23612,54.30620,64.16604,40.00000,51.00000,76.00000,10.00000,130.00000,,,
1993,Single-person household,5th Quintile,126,65.91199,59.62603,72.19795,40.00000,60.23493,76.00000,15.00000,130.00000,,,
1993,Couple without children,1st Quintile,161,62.78397,58.05993,67.50801,40.00000,54.00000,81.00000,10.00000,142.50000,,,
1993,Couple without children,2nd Quintile,204,64.13460,60.29728,67.97191,46.00000,61.00000,76.00000,15.00000,121.00000,,,
1993,Couple without children,3rd Quintile,184,70.38621,64.75151,76.02092,46.00000,61.00000,92.09598,10.00000,161.23996,,,
1993,Couple without children,4th Quintile,260,70.07064,65.72356,74.41772,46.00000,61.00000,92.00000,0.00000,161.00000,,,
1993,Couple without children,5th Quintile,230,72.34391,68.38700,76.30083,51.00000,69.00000,102.00000,15.00000,178.50000,,,
1993,Single parent,1st Quintile,118,75.34400,69.57436,81.11365,51.00000,75.40995,102.00000,16.00000,178.00000,,,
1993,Single parent,2nd Quintile,68,75.78671,66.87936,84.69405,51.00000,74.00000,92.00000,15.00000,153.50000,,,
1993,Single parent,3rd Quintile,45,83.32910,72.68927,93.96892,60.38083,76.00000,102.00000,25.00000,164.42876,,,
1993,Single parent,4th Quintile,,,,,,,,,,,,
1993,Single parent,5th Quintile,,,,,,,,,,,,
1993,Couple with children,1st Quintile,316,78.48721,74.15522,82.81919,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1993,Couple with children,2nd Quintile,486,81.38812,78.02940,84.74683,51.00000,76.00000,102.00000,12.00000,178.50000,,,
1993,Couple with children,3rd Quintile,411,80.34658,77.03578,83.65737,51.00000,76.00000,102.00000,13.00000,178.50000,,,
1993,Couple with children,4th Quintile,244,86.20019,80.96377,91.43662,53.59352,76.00000,102.55114,20.00000,175.98757,,,
1993,Couple with children,5th Quintile,110,96.80347,88.69633,104.91061,76.00000,91.54694,127.00000,15.00000,203.50000,,,
1993,Multi-generational household,1st Quintile,,,,,,,,,,,,
1993,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1993,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1993,Multi-generational household,4th Quintile,,,,,,,,,,,,
