year,bula_h,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1984,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1984,Bavaria,Single-person household,,,,,,,,,,,,
1984,Bavaria,Couple without children,,,,,,,,,,,,
1984,Bavaria,Single parent,,,,,,,,,,,,
1984,Bavaria,Couple with children,,,,,,,,,,,,
1984,Bavaria,Multi-generational household,,,,,,,,,,,,
1984,Bavaria,Other Combinations,,,,,,,,,,,,
1984,Berlin,Single-person household,,,,,,,,,,,,
1984,Berlin,Couple without children,,,,,,,,,,,,
1984,Berlin,Single parent,,,,,,,,,,,,
1984,Berlin,Couple with children,,,,,,,,,,,,
1984,Berlin,Multi-generational household,,,,,,,,,,,,
1984,Berlin,Other Combinations,,,,,,,,,,,,
1985,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1985,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1985,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1985,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1985,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1985,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1985,Hamburg,Single-person household,,,,,,,,,,,,
1985,Hamburg,Couple without children,,,,,,,,,,,,
1985,Hamburg,Single parent,,,,,,,,,,,,
1985,Hamburg,Couple with children,,,,,,,,,,,,
1985,Hamburg,Multi-generational household,,,,,,,,,,,,
1985,Hamburg,Other Combinations,,,,,,,,,,,,
1985,Lower Saxony,Single-person household,,,,,,,,,,,,
1985,Lower Saxony,Couple without children,,,,,,,,,,,,
1985,Lower Saxony,Single parent,,,,,,,,,,,,
1985,Lower Saxony,Couple with children,,,,,,,,,,,,
1985,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1985,Lower Saxony,Other Combinations,,,,,,,,,,,,
1985,Bremen,Single-person household,,,,,,,,,,,,
1985,Bremen,Couple without children,,,,,,,,,,,,
1985,Bremen,Single parent,,,,,,,,,,,,
1985,Bremen,Couple with children,,,,,,,,,,,,
1985,Bremen,Multi-generational household,,,,,,,,,,,,
1985,Bremen,Other Combinations,,,,,,,,,,,,
1985,North Rhine-Westphalia,Single-person household,,,,,,,,,,,,
1985,North Rhine-Westphalia,Couple without children,,,,,,,,,,,,
1985,North Rhine-Westphalia,Single parent,,,,,,,,,,,,
1985,North Rhine-Westphalia,Couple with children,,,,,,,,,,,,
1985,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1985,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1985,Hesse,Single-person household,,,,,,,,,,,,
1985,Hesse,Couple without children,,,,,,,,,,,,
1985,Hesse,Single parent,,,,,,,,,,,,
1985,Hesse,Couple with children,,,,,,,,,,,,
1985,Hesse,Multi-generational household,,,,,,,,,,,,
1985,Hesse,Other Combinations,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Single-person household,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Couple without children,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Couple with children,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1985,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Single-person household,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Couple without children,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Single parent,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Couple with children,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1985,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1985,Bavaria,Single-person household,,,,,,,,,,,,
1985,Bavaria,Couple without children,,,,,,,,,,,,
1985,Bavaria,Single parent,,,,,,,,,,,,
1985,Bavaria,Couple with children,,,,,,,,,,,,
1985,Bavaria,Multi-generational household,,,,,,,,,,,,
1985,Bavaria,Other Combinations,,,,,,,,,,,,
1985,Berlin,Single-person household,,,,,,,,,,,,
1985,Berlin,Couple without children,,,,,,,,,,,,
1985,Berlin,Single parent,,,,,,,,,,,,
1985,Berlin,Couple with children,,,,,,,,,,,,
1985,Berlin,Multi-generational household,,,,,,,,,,,,
1985,Berlin,Other Combinations,,,,,,,,,,,,
1986,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1986,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1986,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1986,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1986,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1986,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1986,Hamburg,Single-person household,53,64.62669584282925,60.21609307825465,69.03729860740384,46.0,56.0,78.24506796200095,12.0,126.61266990500236,56.0,46.0,61.025
1986,Hamburg,Couple without children,,,,,,,,,,,,
1986,Hamburg,Single parent,,,,,,,,,,,,
1986,Hamburg,Couple with children,33,78.93608700626415,74.75366659891947,83.11850741360882,61.0,76.0,93.20691527563058,26.0,127.0,76.0,65.84999999999997,86.0
1986,Hamburg,Multi-generational household,,,,,,,,,,,,
1986,Hamburg,Other Combinations,,,,,,,,,,,,
1986,Lower Saxony,Single-person household,80,56.54710888518877,53.26092245003799,59.83329532033955,35.0,51.0,76.0,0.0,137.5,51.0,41.0,62.0
1986,Lower Saxony,Couple without children,85,70.12337134934543,66.4411429574425,73.80559974124837,44.579518102548015,61.0,82.40661829230322,0.0,139.14726857693603,61.0,50.87499999999997,69.0
1986,Lower Saxony,Single parent,,,,,,,,,,,,
1986,Lower Saxony,Couple with children,81,95.33887773587354,90.8139046480269,99.86385082372017,66.67247190568429,92.0,115.22830460930699,0.0,188.06205366474103,92.0,82.0,108.0
1986,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1986,Lower Saxony,Other Combinations,,,,,,,,,,,,
1986,Bremen,Single-person household,,,,,,,,,,,,
1986,Bremen,Couple without children,,,,,,,,,,,,
1986,Bremen,Single parent,,,,,,,,,,,,
1986,Bremen,Couple with children,,,,,,,,,,,,
1986,Bremen,Multi-generational household,,,,,,,,,,,,
1986,Bremen,Other Combinations,,,,,,,,,,,,
1986,North Rhine-Westphalia,Single-person household,240,52.24033424492992,50.53243736475953,53.94823112510031,30.0,51.0,63.0,0.0,112.5,51.0,51.0,56.0
1986,North Rhine-Westphalia,Couple without children,233,66.85497455896827,64.97595933636269,68.73398978157384,51.0,61.0,80.77108294707855,6.343375579382169,125.42770736769639,61.0,56.0,64.0
1986,North Rhine-Westphalia,Single parent,47,73.47241422534096,68.68778001546241,78.2570484352195,46.54470005341178,65.02918749503803,93.94852754327019,25.0,165.0542687780578,66.0,55.87499999999997,76.0
1986,North Rhine-Westphalia,Couple with children,389,83.88655164554513,81.55713555908568,86.21596773200457,52.43070420535572,76.0,102.0,0.0,176.35394369196644,76.0,76.0,81.0
1986,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1986,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1986,Hesse,Single-person household,85,62.13734566142666,56.22993791366018,68.04475340919313,38.0,51.0,76.0,0.0,133.0,51.0,41.0,56.0
1986,Hesse,Couple without children,75,76.33556980345341,72.9819917855417,79.68914782136513,51.0,75.26955901236948,102.0,25.0,178.5,75.0,58.0,92.0
1986,Hesse,Single parent,,,,,,,,,,,,
1986,Hesse,Couple with children,151,80.09634964566864,77.25533634438467,82.9373629469526,52.40250516528923,76.0,102.0,0.0,176.39624225206614,76.0,69.0,81.0
1986,Hesse,Multi-generational household,,,,,,,,,,,,
1986,Hesse,Other Combinations,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Single-person household,46,57.61181001820786,52.90778953646408,62.315830499951645,30.0,51.0,76.0,0.0,145.0,51.0,43.0,62.0
1986,"Rhineland-Palatinate, Saarland",Couple without children,47,78.30528369695662,71.89037447112011,84.72019292279313,51.0,70.76674145998254,80.68577672213176,6.4713349168023555,125.21444180532941,71.0,66.0,91.0
1986,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Couple with children,57,78.05148726838857,73.68748107451617,82.41549346226097,51.0,66.0,102.0,22.0,178.0,66.0,56.0,73.0
1986,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1986,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Single-person household,112,50.29483502273642,48.02947502345718,52.56019502201566,30.0,51.0,61.0,0.0,107.5,51.0,51.0,62.0
1986,Baden-Wuerttemberg,Couple without children,103,61.28171010762195,58.69803222946617,63.86538798577772,40.0,61.0,76.0,0.0,130.0,61.0,56.0,71.0
1986,Baden-Wuerttemberg,Single parent,31,66.98918082915797,61.784255840076675,72.19410581823928,51.0,61.390903778422405,76.0,25.0,113.5,61.0,46.0,66.125
1986,Baden-Wuerttemberg,Couple with children,280,89.06147931617546,86.66289358175466,91.46006505059627,61.0,76.0,107.0,0.0,176.0,76.0,65.92499999999998,76.0
1986,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1986,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1986,Bavaria,Single-person household,123,54.7534612169335,52.09242920780818,57.41449322605882,36.310322309750745,51.0,66.06760906787588,0.0,110.70353920506358,51.0,51.0,51.0
1986,Bavaria,Couple without children,108,71.48237248030841,67.50171393880554,75.46303102181129,51.0,61.0,76.0,13.5,113.5,61.0,56.0,66.0
1986,Bavaria,Single parent,,,,,,,,,,,,
1986,Bavaria,Couple with children,188,82.00342604822679,79.46260211849648,84.5442499779571,51.0,76.0,102.0,15.0,178.5,76.0,71.0,81.0
1986,Bavaria,Multi-generational household,,,,,,,,,,,,
1986,Bavaria,Other Combinations,,,,,,,,,,,,
1986,Berlin,Single-person household,67,53.08218892553656,50.5940834544963,55.57029439657683,38.0,51.0,64.12859875681411,17.0,103.32149689203528,51.0,46.0,59.0
1986,Berlin,Couple without children,35,79.51853946740087,72.20622456405098,86.83085437075076,51.0,81.0,92.0,28.0,153.5,81.0,76.0,110.0
1986,Berlin,Single parent,,,,,,,,,,,,
1986,Berlin,Couple with children,55,89.21032800152548,82.91159185511232,95.50906414793864,56.0,76.0,100.81892571127403,0.0,168.04731427818507,76.0,67.94999999999999,91.0
1986,Berlin,Multi-generational household,,,,,,,,,,,,
1986,Berlin,Other Combinations,,,,,,,,,,,,
1987,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1987,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1987,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1987,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1987,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1987,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1987,Hamburg,Single-person household,46,56.57964602298215,52.5990741271219,60.560217918842405,40.0,51.0,66.50832711414469,10.0,106.27081778536173,51.0,42.94999999999999,56.0
1987,Hamburg,Couple without children,,,,,,,,,,,,
1987,Hamburg,Single parent,,,,,,,,,,,,
1987,Hamburg,Couple with children,,,,,,,,,,,,
1987,Hamburg,Multi-generational household,,,,,,,,,,,,
1987,Hamburg,Other Combinations,,,,,,,,,,,,
1987,Lower Saxony,Single-person household,86,58.402124087295064,52.870434749470434,63.933813425119695,33.919595208553346,51.0,63.0,0.0,106.62060718716998,51.0,51.0,56.0
1987,Lower Saxony,Couple without children,79,65.49744151808075,61.74620682199297,69.24867621416853,40.0,57.0,85.592120986887,0.0,153.98030246721748,57.0,51.89999999999998,63.0
1987,Lower Saxony,Single parent,,,,,,,,,,,,
1987,Lower Saxony,Couple with children,85,76.32472405860896,72.55004429545903,80.0994038217589,51.0,76.0,92.61421216244204,0.0,155.03553040610512,76.0,76.0,86.0
1987,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1987,Lower Saxony,Other Combinations,,,,,,,,,,,,
1987,Bremen,Single-person household,,,,,,,,,,,,
1987,Bremen,Couple without children,,,,,,,,,,,,
1987,Bremen,Single parent,,,,,,,,,,,,
1987,Bremen,Couple with children,,,,,,,,,,,,
1987,Bremen,Other Combinations,,,,,,,,,,,,
1987,North Rhine-Westphalia,Single-person household,247,48.27455325181209,46.76722929728716,49.781877206337015,30.0,46.0,60.71911712324919,0.0,106.79779280812298,46.0,41.0,52.0
1987,North Rhine-Westphalia,Couple without children,219,61.22477000934716,59.66725848591443,62.78228153277989,43.0,51.542603990551946,76.0,0.0,125.5,51.0,41.0,51.0
1987,North Rhine-Westphalia,Single parent,50,71.94410402048537,67.60069263704145,76.28751540392929,49.31778660649649,61.63149966063535,88.42486852169775,10.0,147.08549139449963,61.0,46.0,71.0
1987,North Rhine-Westphalia,Couple with children,374,75.59149177664167,73.52393367761746,77.65904987566589,51.0,66.0,92.0,0.0,153.5,66.0,56.0,71.0
1987,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1987,North Rhine-Westphalia,Other Combinations,30,63.44875083631333,57.68752802527482,69.20997364735184,41.27274952664467,51.0,76.0,25.0,128.090875710033,51.0,36.0,56.0
1987,Hesse,Single-person household,76,55.35459072470453,50.715028242104594,59.994153207304464,30.0,47.53538709886835,61.0,0.0,107.5,47.0,43.0,54.0
1987,Hesse,Couple without children,72,82.48739023330666,79.273674368775,85.7011060978383,66.0,76.0,102.0,15.0,156.0,76.0,66.0,76.0
1987,Hesse,Single parent,,,,,,,,,,,,
1987,Hesse,Couple with children,154,79.87254407333471,76.91961800024939,82.82547014642003,51.0,76.0,93.6201054252289,0.0,157.55026356307224,76.0,71.0,78.0
1987,Hesse,Multi-generational household,,,,,,,,,,,,
1987,Hesse,Other Combinations,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Single-person household,46,60.1771024546345,52.88349697297322,67.47070793629578,32.42474906081116,51.0,76.0,0.0,141.36287640878328,51.0,41.0,62.0
1987,"Rhineland-Palatinate, Saarland",Couple without children,41,61.61560432954672,54.86045897719482,68.37074968189862,40.854821784166774,51.0,72.4476957044531,15.0,119.83700658488257,51.0,41.0,55.0
1987,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Couple with children,59,73.73926086587028,68.0001842730827,79.47833745865786,51.0,66.0,76.0,20.0,113.5,66.0,56.0,81.0
1987,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1987,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Single-person household,109,50.288464568772866,47.91801868884027,52.65891044870546,30.0,46.0,61.0,10.0,107.5,46.0,41.0,52.0
1987,Baden-Wuerttemberg,Couple without children,100,63.495181280163024,61.35808405485714,65.6322785054689,51.0,56.0,76.0,13.5,113.5,56.0,51.0,61.0
1987,Baden-Wuerttemberg,Single parent,32,77.75626853045647,72.4867858034835,83.02575125742943,51.0,76.0,100.06752543518404,12.0,127.0,76.0,55.0,94.0
1987,Baden-Wuerttemberg,Couple with children,281,79.89136996236934,77.9188156007666,81.86392432397207,54.32889220375038,76.0,102.0,0.0,173.50666169437443,76.0,76.0,76.0
1987,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1987,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1987,Bavaria,Single-person household,130,54.25836915079732,51.23690798197227,57.27983031962237,33.0,51.0,61.0,0.0,103.0,51.0,51.0,56.0
1987,Bavaria,Couple without children,112,71.45172868032088,67.0603128676145,75.84314449302727,51.0,61.0,76.0,15.0,113.5,61.0,55.92499999999998,66.0
1987,Bavaria,Single parent,,,,,,,,,,,,
1987,Bavaria,Couple with children,182,75.25123117790284,72.72526723225653,77.77719512354915,51.0,71.0,92.0,0.0,153.5,71.0,66.0,76.0
1987,Bavaria,Multi-generational household,,,,,,,,,,,,
1987,Bavaria,Other Combinations,,,,,,,,,,,,
1987,Berlin,Single-person household,65,51.064022366219326,48.58647507007571,53.541569662362946,38.0,51.0,60.39109007323205,7.0,93.97772518308012,51.0,46.974999999999994,60.0
1987,Berlin,Couple without children,40,72.33183755474212,66.38331506947507,78.28036004000917,46.74537657630821,61.0,87.91415430358101,17.0,149.66732089449022,61.0,51.0,71.0
1987,Berlin,Single parent,,,,,,,,,,,,
1987,Berlin,Couple with children,55,84.55297552112268,79.43322416853468,89.67272687371067,56.0,73.1830588577596,112.0,0.0,196.0,71.0,40.0,81.0
1987,Berlin,Multi-generational household,,,,,,,,,,,,
1987,Berlin,Other Combinations,,,,,,,,,,,,
1988,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1988,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1988,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1988,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1988,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1988,Hamburg,Single-person household,42,51.917843998728095,46.5352953843569,57.30039261309929,33.58977864373199,46.0,55.91759036799538,0.09806105733690629,89.40930795439047,46.0,41.0,54.0
1988,Hamburg,Couple without children,,,,,,,,,,,,
1988,Hamburg,Single parent,,,,,,,,,,,,
1988,Hamburg,Couple with children,,,,,,,,,,,,
1988,Hamburg,Multi-generational household,,,,,,,,,,,,
1988,Hamburg,Other Combinations,,,,,,,,,,,,
1988,Lower Saxony,Single-person household,78,53.06736794670196,50.15022734916418,55.98450854423973,35.53902215575194,51.0,69.55748849661175,0.0,120.58518800790148,51.0,47.0,59.0
1988,Lower Saxony,Couple without children,80,62.59726923961697,59.3441129103516,65.85042556888234,40.77925393708956,61.0,76.0,0.0,128.83111909436565,61.0,60.0,71.0
1988,Lower Saxony,Single parent,,,,,,,,,,,,
1988,Lower Saxony,Couple with children,83,74.33098708572528,70.54677693935811,78.11519723209246,51.0,71.2509262009208,92.0,0.0,153.5,71.0,66.0,86.0
1988,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1988,Lower Saxony,Other Combinations,,,,,,,,,,,,
1988,Bremen,Single-person household,,,,,,,,,,,,
1988,Bremen,Couple without children,,,,,,,,,,,,
1988,Bremen,Single parent,,,,,,,,,,,,
1988,Bremen,Couple with children,,,,,,,,,,,,
1988,North Rhine-Westphalia,Single-person household,219,50.058947680222104,48.247470795493264,51.870424564950945,33.0,48.0,61.0,0.0,103.0,48.0,45.0,53.0
1988,North Rhine-Westphalia,Couple without children,217,60.00132375007364,58.451295608084685,61.55135189206259,42.3132436747434,53.698838412658574,76.0,0.0,126.53013448788491,53.0,45.0,55.0
1988,North Rhine-Westphalia,Single parent,44,71.41726588539186,67.06408769862702,75.77044407215669,51.0,66.0,76.62673939906243,25.0,115.06684849765608,66.0,61.0,81.0
1988,North Rhine-Westphalia,Couple with children,354,72.61744454814263,70.65420919679967,74.58067989948559,51.0,66.0,86.0,0.0,138.5,66.0,61.0,71.0
1988,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1988,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1988,Hesse,Single-person household,71,52.058603693048354,46.64006849134826,57.47713889474845,30.0,45.68403394105351,55.834579736778984,0.0,94.58644934194746,46.0,41.0,54.0
1988,Hesse,Couple without children,64,71.14851323916547,67.87386642095136,74.42316005737958,51.0,66.0,87.79130431104493,17.0,142.97826077761232,66.0,55.87499999999997,81.0
1988,Hesse,Single parent,,,,,,,,,,,,
1988,Hesse,Couple with children,148,74.77003576743591,71.37041245326493,78.1696590816069,51.0,63.0,92.0,0.0,153.5,63.0,50.0,75.0
1988,Hesse,Multi-generational household,,,,,,,,,,,,
1988,Hesse,Other Combinations,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Single-person household,45,48.1421459499734,44.572354248400266,51.71193765154653,30.0,50.195691563439134,61.0,0.0,107.5,51.0,51.0,64.0
1988,"Rhineland-Palatinate, Saarland",Couple without children,41,60.06443786763588,55.78711867947697,64.34175705579479,40.0,51.0,76.0,0.0,130.0,51.0,26.0,51.0
1988,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Couple with children,60,79.03525645740409,71.911097363768,86.15941555104018,51.0,61.0,82.41899467682214,15.0,129.54748669205534,61.0,46.0,71.0
1988,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1988,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1988,Baden-Wuerttemberg,Single-person household,108,50.02845178631234,47.39860332970952,52.65830024291515,30.0,46.0,64.06537520672096,10.0,115.16343801680239,46.0,41.0,50.0
1988,Baden-Wuerttemberg,Couple without children,112,67.61179423699964,63.05675842595389,72.1668300480454,45.160841994367836,51.0,76.0,0.0,122.25873700844825,51.0,31.0,51.0
1988,Baden-Wuerttemberg,Single parent,34,66.7716408065718,61.79600926247979,71.74727235066379,46.0,51.0,78.83278507863379,25.0,128.08196269658447,51.0,26.0,56.0
1988,Baden-Wuerttemberg,Couple with children,254,76.90081783992855,74.54681840879996,79.25481727105714,51.0,71.0,97.36624566061467,0.0,166.91561415153666,71.0,66.0,81.0
1988,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1988,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1988,Bavaria,Single-person household,133,53.55417261687035,50.902905407530234,56.20543982621047,33.36649969661436,51.0,71.0,0.0,127.45025045507846,51.0,46.0,59.0
1988,Bavaria,Couple without children,103,64.10093272538279,60.892118801221095,67.30974664954448,46.0,56.0,76.0,10.0,121.0,56.0,46.0,61.0
1988,Bavaria,Single parent,,,,,,,,,,,,
1988,Bavaria,Couple with children,178,73.17178113630693,70.80049140011081,75.54307087250305,51.0,71.0,92.0,0.0,153.5,71.0,66.0,81.0
1988,Bavaria,Multi-generational household,,,,,,,,,,,,
1988,Bavaria,Other Combinations,,,,,,,,,,,,
1988,Berlin,Single-person household,64,61.43132695507348,53.06723081271103,69.79542309743593,35.95636997339287,51.0,61.0,0.0,98.5654450399107,51.0,46.0,59.074999999999996
1988,Berlin,Couple without children,37,72.49718653589663,65.98656542647507,79.0078076453182,47.39335087677939,63.768147330118296,85.41853491541741,13.0,142.45631097337446,65.0,54.0,79.0
1988,Berlin,Single parent,,,,,,,,,,,,
1988,Berlin,Couple with children,51,85.39233943266312,80.78652621737332,89.99815264795292,66.0,76.0,102.0,12.0,156.0,76.0,59.89999999999998,76.0
1988,Berlin,Multi-generational household,,,,,,,,,,,,
1988,Berlin,Other Combinations,,,,,,,,,,,,
1989,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1989,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1989,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1989,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1989,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1989,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1989,Hamburg,Single-person household,47,45.38065070163314,42.97916314798533,47.78213825528094,31.843981143750142,44.98116607916778,60.14601552871307,16.0,80.0,46.0,41.0,57.0
1989,Hamburg,Couple without children,,,,,,,,,,,,
1989,Hamburg,Single parent,,,,,,,,,,,,
1989,Hamburg,Couple with children,,,,,,,,,,,,
1989,Hamburg,Multi-generational household,,,,,,,,,,,,
1989,Lower Saxony,Single-person household,87,49.624609459460444,47.136493253908654,52.112725665012235,30.0,48.0,66.0,0.0,110.0,48.0,45.0,56.0
1989,Lower Saxony,Couple without children,84,70.1251896791484,64.71117478384588,75.53920457445093,43.78295992238752,61.0,76.03396171256752,15.0,124.41046439783752,61.0,56.0,71.0
1989,Lower Saxony,Single parent,,,,,,,,,,,,
1989,Lower Saxony,Couple with children,77,75.13446076170185,70.24648018181207,80.02244134159162,51.0,71.0,87.14494322689387,0.0,141.36235806723468,71.0,66.0,86.0
1989,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1989,Lower Saxony,Other Combinations,,,,,,,,,,,,
1989,Bremen,Single-person household,,,,,,,,,,,,
1989,Bremen,Couple without children,,,,,,,,,,,,
1989,Bremen,Single parent,,,,,,,,,,,,
1989,Bremen,Couple with children,,,,,,,,,,,,
1989,North Rhine-Westphalia,Single-person household,217,51.47606730908748,49.013043412526336,53.93909120564863,32.337453188636424,49.17810227973882,61.0,0.0,103.99382021704537,49.0,47.0,52.0
