"plh0039","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","2011","AkademikerIn","828","0.198181885869399","0.186609288577027","0.209754483161772"
"Grosse Sorgen","2012","(noch) kein Abschluss","150","","",""
"Grosse Sorgen","2012","Hauptschule","2656","","",""
"Grosse Sorgen","2012","Realschule","1727","","",""
"Grosse Sorgen","2012","(Fach-)Abitur","611","0.249440834743927","0.232194524885395","0.266687144602458"
"Grosse Sorgen","2012","AkademikerIn","1073","","",""
"Einige Sorgen","2012","(noch) kein Abschluss","278","","",""
"Einige Sorgen","2012","Hauptschule","3273","0.487291372926148","0.475485604620127","0.499097141232169"
"Einige Sorgen","2012","Realschule","2785","","",""
"Einige Sorgen","2012","(Fach-)Abitur","1286","","",""
"Einige Sorgen","2012","AkademikerIn","2551","","",""
"Keine Sorgen","2012","(noch) kein Abschluss","110","","",""
"Keine Sorgen","2012","Hauptschule","957","0.134178897901001","0.126128436441276","0.142229359360725"
"Keine Sorgen","2012","Realschule","915","0.178300857268157","0.16811725772764","0.188484456808675"
"Keine Sorgen","2012","(Fach-)Abitur","521","0.227665067645317","0.210951430044012","0.244378705246622"
"Keine Sorgen","2012","AkademikerIn","1008","","",""
"Grosse Sorgen","2013","(noch) kein Abschluss","143","","",""
"Grosse Sorgen","2013","Hauptschule","2389","","",""
"Grosse Sorgen","2013","Realschule","1563","","",""
"Grosse Sorgen","2013","(Fach-)Abitur","564","0.250801436834902","0.232712676070139","0.268890197599665"
"Grosse Sorgen","2013","AkademikerIn","1032","","",""
"Einige Sorgen","2013","(noch) kein Abschluss","227","","",""
"Einige Sorgen","2013","Hauptschule","2854","","",""
"Einige Sorgen","2013","Realschule","2535","","",""
"Einige Sorgen","2013","(Fach-)Abitur","1141","","",""
"Einige Sorgen","2013","AkademikerIn","2462","","",""
"Keine Sorgen","2013","(noch) kein Abschluss","112","","",""
"Keine Sorgen","2013","Hauptschule","916","0.146393786415221","0.13756536420364","0.155222208626802"
"Keine Sorgen","2013","Realschule","924","0.182113115174991","0.171439120775977","0.192787109574006"
"Keine Sorgen","2013","(Fach-)Abitur","501","0.221670636097232","0.204337341100147","0.239003931094317"
"Keine Sorgen","2013","AkademikerIn","954","0.226014622063047","0.213723250477687","0.238305993648406"
"Grosse Sorgen","2014","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2014","Hauptschule","","","",""
"Grosse Sorgen","2014","Realschule","","","",""
"Grosse Sorgen","2014","(Fach-)Abitur","","","",""
"Grosse Sorgen","2014","AkademikerIn","","","",""
"Einige Sorgen","2014","(noch) kein Abschluss","","","",""
"Einige Sorgen","2014","Hauptschule","","","",""
"Einige Sorgen","2014","Realschule","","","",""
"Einige Sorgen","2014","(Fach-)Abitur","","","",""
"Einige Sorgen","2014","AkademikerIn","","","",""
"Keine Sorgen","2014","(noch) kein Abschluss","","","",""
"Keine Sorgen","2014","Hauptschule","","","",""
"Keine Sorgen","2014","Realschule","","","",""
"Keine Sorgen","2014","(Fach-)Abitur","","","",""
"Keine Sorgen","2014","AkademikerIn","","","",""
"Grosse Sorgen","2015","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2015","Hauptschule","","","",""
"Grosse Sorgen","2015","Realschule","","","",""
"Grosse Sorgen","2015","(Fach-)Abitur","","","",""
"Grosse Sorgen","2015","AkademikerIn","","","",""
"Einige Sorgen","2015","(noch) kein Abschluss","","","",""
"Einige Sorgen","2015","Hauptschule","","","",""
"Einige Sorgen","2015","Realschule","","","",""
"Einige Sorgen","2015","(Fach-)Abitur","","","",""
"Einige Sorgen","2015","AkademikerIn","","","",""
"Keine Sorgen","2015","(noch) kein Abschluss","","","",""
"Keine Sorgen","2015","Hauptschule","","","",""
"Keine Sorgen","2015","Realschule","","","",""
"Keine Sorgen","2015","(Fach-)Abitur","","","",""
"Keine Sorgen","2015","AkademikerIn","","","",""
"Grosse Sorgen","2016","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2016","Hauptschule","","","",""
"Grosse Sorgen","2016","Realschule","","","",""
"Grosse Sorgen","2016","(Fach-)Abitur","","","",""
"Grosse Sorgen","2016","AkademikerIn","","","",""
"Einige Sorgen","2016","(noch) kein Abschluss","","","",""
"Einige Sorgen","2016","Hauptschule","","","",""
"Einige Sorgen","2016","Realschule","","","",""
"Einige Sorgen","2016","(Fach-)Abitur","","","",""
"Einige Sorgen","2016","AkademikerIn","","","",""
"Keine Sorgen","2016","(noch) kein Abschluss","","","",""
"Keine Sorgen","2016","Hauptschule","","","",""
"Keine Sorgen","2016","Realschule","","","",""
"Keine Sorgen","2016","(Fach-)Abitur","","","",""
"Keine Sorgen","2016","AkademikerIn","","","",""
"Grosse Sorgen","2017","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2017","Hauptschule","","","",""
"Grosse Sorgen","2017","Realschule","","","",""
"Grosse Sorgen","2017","(Fach-)Abitur","","","",""
"Grosse Sorgen","2017","AkademikerIn","","","",""
"Einige Sorgen","2017","(noch) kein Abschluss","","","",""
"Einige Sorgen","2017","Hauptschule","","","",""
"Einige Sorgen","2017","Realschule","","","",""
"Einige Sorgen","2017","(Fach-)Abitur","","","",""
"Einige Sorgen","2017","AkademikerIn","","","",""
"Keine Sorgen","2017","(noch) kein Abschluss","","","",""
"Keine Sorgen","2017","Hauptschule","","","",""
"Keine Sorgen","2017","Realschule","","","",""
"Keine Sorgen","2017","(Fach-)Abitur","","","",""
"Keine Sorgen","2017","AkademikerIn","","","",""
"Grosse Sorgen","2018","(noch) kein Abschluss","363","0.471576114427317","0.438780165029473","0.50437206382516"
"Grosse Sorgen","2018","Hauptschule","3411","0.518444760380442","0.506539900067588","0.530349620693296"
"Grosse Sorgen","2018","Realschule","2954","","",""
"Grosse Sorgen","2018","(Fach-)Abitur","1339","","",""
"Grosse Sorgen","2018","AkademikerIn","1766","","",""
"Einige Sorgen","2018","(noch) kein Abschluss","366","0.34728246726114","0.316003157849631","0.378561776672648"
"Einige Sorgen","2018","Hauptschule","2630","","",""
"Einige Sorgen","2018","Realschule","2978","","",""
"Einige Sorgen","2018","(Fach-)Abitur","2059","","",""
"Einige Sorgen","2018","AkademikerIn","3498","0.547005714498272","0.534755518741541","0.559255910255003"
"Keine Sorgen","2018","(noch) kein Abschluss","161","","",""
"Keine Sorgen","2018","Hauptschule","726","0.0949069554800152","0.0879238976695553","0.101890013290475"
"Keine Sorgen","2018","Realschule","714","0.102591408493116","0.0952965221431042","0.109886294843127"
"Keine Sorgen","2018","(Fach-)Abitur","621","0.154490188367763","0.143316440558916","0.165663936176611"
"Keine Sorgen","2018","AkademikerIn","1079","","",""
