"plh0039","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","94","0.467838636165882","0.399030131644793","0.536647140686971"
"Einige Sorgen","2008","indirekter Migrationshintergrund","2","78","0.431405753002433","0.358647495986019","0.504164010018847"
"Einige Sorgen","2008","indirekter Migrationshintergrund","3","68","0.515489556741896","0.432705714378157","0.598273399105636"
"Einige Sorgen","2008","indirekter Migrationshintergrund","4","83","0.620881598891653","0.539040202035761","0.702722995747544"
"Einige Sorgen","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","58","0.504273152756663","0.410411329623195","0.598134975890131"
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","2008","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","468","0.179370878632556","0.164526254864436","0.194215502400675"
"Keine Sorgen","2008","kein Migrationshintergrund","2","459","0.131904985006027","0.120392775079489","0.143417194932565"
"Keine Sorgen","2008","kein Migrationshintergrund","3","442","0.138607310948943","0.126687345742032","0.150527276155853"
"Keine Sorgen","2008","kein Migrationshintergrund","4","486","0.127011753013153","0.116253287421786","0.13777021860452"
"Keine Sorgen","2008","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","539","0.150131819346139","0.138740166094415","0.161523472597863"
"Keine Sorgen","2008","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","80","0.145731451732877","0.115944397054173","0.175518506411581"
"Keine Sorgen","2008","direkter Migrationshintergrund","2","60","0.134736787212905","0.105722661496574","0.163750912929236"
"Keine Sorgen","2008","direkter Migrationshintergrund","3","42","0.108392044292554","0.0763234324358761","0.140460656149232"
"Keine Sorgen","2008","direkter Migrationshintergrund","4","30","0.0908723230032139","0.0565880879672289","0.125156558039199"
"Keine Sorgen","2008","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","33","0.169514346623688","0.116022636043904","0.223006057203473"
"Keine Sorgen","2008","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","33","0.147600208614686","0.0986857152861467","0.196514701943225"
"Keine Sorgen","2008","indirekter Migrationshintergrund","2","33","0.215232719222317","0.154856949575359","0.275608488869275"
"Keine Sorgen","2008","indirekter Migrationshintergrund","3","18","","",""
"Keine Sorgen","2008","indirekter Migrationshintergrund","4","18","","",""
"Keine Sorgen","2008","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","21","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","801","0.37481834445475","0.354838672648577","0.394798016260922"
"Grosse Sorgen","2009","kein Migrationshintergrund","2","1127","0.387361200786975","0.370083980017203","0.404638421556747"
"Grosse Sorgen","2009","kein Migrationshintergrund","3","1028","0.357309427518529","0.340054804805478","0.37456405023158"
"Grosse Sorgen","2009","kein Migrationshintergrund","4","1176","0.329445153501441","0.313962151341311","0.344928155661571"
"Grosse Sorgen","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1103","0.306468206704187","0.291718454987371","0.321217958421002"
"Grosse Sorgen","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","207","0.402955255354232","0.360675285250629","0.445235225457836"
"Grosse Sorgen","2009","direkter Migrationshintergrund","2","163","0.380324627440653","0.335015245421555","0.42563400945975"
"Grosse Sorgen","2009","direkter Migrationshintergrund","3","99","0.376014287211603","0.318868654391008","0.433159920032198"
"Grosse Sorgen","2009","direkter Migrationshintergrund","4","88","0.434160723193696","0.372720908427041","0.49560053796035"
"Grosse Sorgen","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","55","0.358621097004812","0.286314155580749","0.430928038428875"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","69","0.377928484385796","0.307485561511744","0.448371407259848"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","2","65","0.38418046407751","0.307607296744383","0.460753631410636"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","3","36","0.284873527740457","0.203778899986707","0.365968155494208"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","4","37","0.21780955929567","0.149191977124139","0.286427141467201"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","20","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Einige Sorgen","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1084","0.457322104091575","0.436760500569717","0.477883707613433"
"Einige Sorgen","2009","kein Migrationshintergrund","2","1476","0.47339202339141","0.455684094915606","0.491099951867215"
"Einige Sorgen","2009","kein Migrationshintergrund","3","1530","0.52531855738898","0.507338347233112","0.543298767544848"
"Einige Sorgen","2009","kein Migrationshintergrund","4","1900","0.535140392634207","0.518710253845974","0.551570531422439"
"Einige Sorgen","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2085","0.541862101436963","0.525921624657615","0.55780257821631"
"Einige Sorgen","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","238","0.452060698509599","0.409159697941972","0.494961699077227"
"Einige Sorgen","2009","direkter Migrationshintergrund","2","217","0.484979648249863","0.438334900483531","0.531624396016195"
"Einige Sorgen","2009","direkter Migrationshintergrund","3","135","0.505356238778086","0.446371639448352","0.564340838107819"
"Einige Sorgen","2009","direkter Migrationshintergrund","4","131","0.482769118166715","0.420826429706621","0.544711806626809"
"Einige Sorgen","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","89","0.502233063768116","0.426850585405327","0.577615542130904"
"Einige Sorgen","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","83","0.478172369287184","0.405600523129984","0.550744215444384"
"Einige Sorgen","2009","indirekter Migrationshintergrund","2","73","0.491129033754703","0.412427375566193","0.569830691943213"
"Einige Sorgen","2009","indirekter Migrationshintergrund","3","63","0.556341538382264","0.467078896098931","0.645604180665597"
"Einige Sorgen","2009","indirekter Migrationshintergrund","4","74","0.477222974372638","0.394188276605521","0.560257672139755"
"Einige Sorgen","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","67","0.58468794377836","0.49217890237508","0.677196985181639"
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","2009","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","370","0.167859551453675","0.152433805902314","0.183285297005036"
"Keine Sorgen","2009","kein Migrationshintergrund","2","451","0.139246775821615","0.126968271206727","0.151525280436502"
"Keine Sorgen","2009","kein Migrationshintergrund","3","405","0.117372015092492","0.105782816839128","0.128961213345856"
"Keine Sorgen","2009","kein Migrationshintergrund","4","464","0.135414453864352","0.12414292164716","0.146685986081545"
"Keine Sorgen","2009","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","565","0.151669691858851","0.140193687549733","0.163145696167969"
"Keine Sorgen","2009","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","72","0.144984046136168","0.114634651246448","0.175333441025889"
"Keine Sorgen","2009","direkter Migrationshintergrund","2","61","0.134695724309484","0.102832470269712","0.166558978349257"
"Keine Sorgen","2009","direkter Migrationshintergrund","3","42","0.118629474010311","0.0804817076626927","0.156777240357929"
"Keine Sorgen","2009","direkter Migrationshintergrund","4","31","0.0830701586395895","0.048858930891667","0.117281386387512"
"Keine Sorgen","2009","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","25","","",""
"Keine Sorgen","2009","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","30","0.14389914632702","0.092906920339269","0.194891372314772"
"Keine Sorgen","2009","indirekter Migrationshintergrund","2","17","","",""
"Keine Sorgen","2009","indirekter Migrationshintergrund","3","20","","",""
"Keine Sorgen","2009","indirekter Migrationshintergrund","4","28","","",""
"Keine Sorgen","2009","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","653","0.382602981222816","0.360335095439901","0.404870867005731"
"Grosse Sorgen","2010","kein Migrationshintergrund","2","1035","0.397863418563778","0.379619629827976","0.416107207299581"
"Grosse Sorgen","2010","kein Migrationshintergrund","3","980","0.368388483729678","0.35019381086449","0.386583156594867"
"Grosse Sorgen","2010","kein Migrationshintergrund","4","1166","0.350559579930092","0.334633274516676","0.366485885343507"
"Grosse Sorgen","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1086","0.304576211449022","0.289760941831004","0.319391481067041"
"Grosse Sorgen","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","161","0.374777807235778","0.326735936198955","0.422819678272601"
"Grosse Sorgen","2010","direkter Migrationshintergrund","2","134","0.321525376976028","0.276093622727739","0.366957131224316"
"Grosse Sorgen","2010","direkter Migrationshintergrund","3","100","0.41952469001937","0.356961371149153","0.482088008889588"
"Grosse Sorgen","2010","direkter Migrationshintergrund","4","83","0.39340714802772","0.331082209763034","0.455732086292406"
"Grosse Sorgen","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","56","0.307215638313991","0.240915823360406","0.373515453267576"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","45","0.327012253476952","0.25267817407347","0.401346332880435"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","2","44","0.183024749080029","0.122730081127267","0.243319417032791"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","3","34","0.359911398627696","0.267218315877368","0.452604481378025"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","4","37","0.344700967313413","0.261383876161212","0.428018058465614"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","19","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Einige Sorgen","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","869","0.456179873449142","0.433359736591656","0.479000010306628"
"Einige Sorgen","2010","kein Migrationshintergrund","2","1322","0.456670504522382","0.438103850472289","0.475237158572475"
"Einige Sorgen","2010","kein Migrationshintergrund","3","1307","0.467018914607318","0.448200226587922","0.485837602626714"
"Einige Sorgen","2010","kein Migrationshintergrund","4","1778","0.504006759597793","0.487318135908268","0.520695383287317"
"Einige Sorgen","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2052","0.534983551544623","0.518927410659267","0.551039692429978"
"Einige Sorgen","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","184","0.472371855255461","0.422824352422898","0.521919358088025"
"Einige Sorgen","2010","direkter Migrationshintergrund","2","219","0.557233727761497","0.508917720559826","0.605549734963167"
"Einige Sorgen","2010","direkter Migrationshintergrund","3","116","0.439043689067149","0.376126758218257","0.501960619916042"
"Einige Sorgen","2010","direkter Migrationshintergrund","4","111","0.474436764871087","0.410728797919181","0.538144731822994"
"Einige Sorgen","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","98","0.527299513357523","0.455550930276152","0.599048096438895"
"Einige Sorgen","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","87","0.552418802842037","0.473628545568679","0.631209060115395"
"Einige Sorgen","2010","indirekter Migrationshintergrund","2","87","0.606854413096748","0.530692383757825","0.683016442435671"
"Einige Sorgen","2010","indirekter Migrationshintergrund","3","53","0.502135950887517","0.405576337059019","0.598695564716015"
"Einige Sorgen","2010","indirekter Migrationshintergrund","4","71","0.492768666287497","0.405125579765421","0.580411752809573"
"Einige Sorgen","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","67","0.533149701120545","0.440753846826395","0.625545555414695"
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","2010","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","308","0.161217145328042","0.144368967727408","0.178065322928676"
"Keine Sorgen","2010","kein Migrationshintergrund","2","408","0.145466076913839","0.13232454359803","0.158607610229649"
"Keine Sorgen","2010","kein Migrationshintergrund","3","413","0.164592601663004","0.150605732174953","0.178579471151055"
"Keine Sorgen","2010","kein Migrationshintergrund","4","504","0.145433660472116","0.133666550256989","0.157200770687242"
"Keine Sorgen","2010","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","569","0.160440237006355","0.14862563072193","0.17225484329078"
"Keine Sorgen","2010","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","45","0.15285033750876","0.117137113357658","0.188563561659863"
"Keine Sorgen","2010","direkter Migrationshintergrund","2","53","0.121240895262476","0.089490834526901","0.15299095599805"
"Keine Sorgen","2010","direkter Migrationshintergrund","3","23","","",""
"Keine Sorgen","2010","direkter Migrationshintergrund","4","42","0.132156087101193","0.0889488509954376","0.175363323206948"
"Keine Sorgen","2010","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","32","0.165484848328486","0.112079119020933","0.218890577636039"
"Keine Sorgen","2010","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Keine Sorgen","2010","indirekter Migrationshintergrund","2","27","","",""
"Keine Sorgen","2010","indirekter Migrationshintergrund","3","16","","",""
"Keine Sorgen","2010","indirekter Migrationshintergrund","4","17","","",""
"Keine Sorgen","2010","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","26","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","2011","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","814","0.347315322114509","0.328519846950733","0.366110797278284"
"Grosse Sorgen","2011","kein Migrationshintergrund","2","1218","0.382481897000215","0.365918047234655","0.399045746765774"
"Grosse Sorgen","2011","kein Migrationshintergrund","3","1146","0.367119470508487","0.350363584249929","0.383875356767045"
"Grosse Sorgen","2011","kein Migrationshintergrund","4","1407","0.345240403969735","0.330759448439333","0.359721359500138"
"Grosse Sorgen","2011","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1355","0.296211353413643","0.283032655336846","0.309390051490439"
"Grosse Sorgen","2011","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","238","0.402671658101001","0.362196306384181","0.443147009817821"
"Grosse Sorgen","2011","direkter Migrationshintergrund","2","197","0.378966722155063","0.336012285779169","0.421921158530958"
"Grosse Sorgen","2011","direkter Migrationshintergrund","3","119","0.349030536989315","0.297987358732109","0.400073715246521"
"Grosse Sorgen","2011","direkter Migrationshintergrund","4","123","0.331177744559843","0.281151884650321","0.381203604469365"
"Grosse Sorgen","2011","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","68","0.265264711318036","0.210319804706714","0.320209617929357"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","62","0.409095834121433","0.337468323457271","0.480723344785595"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","2","65","0.319135849829146","0.251413748167734","0.386857951490558"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","3","36","0.328055698525482","0.242981945757145","0.413129451293819"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","4","46","0.265260373014713","0.193403715841631","0.337117030187796"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","34","0.167094901656354","0.109289628275361","0.224900175037347"
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Einige Sorgen","2011","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1180","0.462912070791103","0.443228151396974","0.482595990185232"
"Einige Sorgen","2011","kein Migrationshintergrund","2","1564","0.466618991299134","0.449615779171455","0.483622203426813"
"Einige Sorgen","2011","kein Migrationshintergrund","3","1570","0.493472841845137","0.476093400062303","0.51085228362797"
"Einige Sorgen","2011","kein Migrationshintergrund","4","2128","0.512551396339971","0.497327402428347","0.527775390251594"
"Einige Sorgen","2011","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2497","0.532049082871955","0.517646959371199","0.546451206372711"
"Einige Sorgen","2011","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","246","0.464461918387488","0.423301595392856","0.50562224138212"
"Einige Sorgen","2011","direkter Migrationshintergrund","2","237","0.492279386452792","0.448013590840519","0.536545182065066"
"Einige Sorgen","2011","direkter Migrationshintergrund","3","167","0.510248464180916","0.456717576658538","0.563779351703295"
"Einige Sorgen","2011","direkter Migrationshintergrund","4","173","0.541422795400188","0.488458508158675","0.594387082641702"
"Einige Sorgen","2011","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","134","0.560949178853345","0.499184326756872","0.622714030949818"
"Einige Sorgen","2011","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","91","0.455357001021171","0.382806439955009","0.527907562087333"
"Einige Sorgen","2011","indirekter Migrationshintergrund","2","92","0.535913956562339","0.463460487430969","0.608367425693708"
"Einige Sorgen","2011","indirekter Migrationshintergrund","3","62","0.539882031996396","0.449571335090942","0.630192728901849"
"Einige Sorgen","2011","indirekter Migrationshintergrund","4","69","0.470539665639203","0.389297980243857","0.551781351034549"
"Einige Sorgen","2011","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","94","0.601797199362046","0.525945496354128","0.677648902369965"
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","2011","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","471","0.189772607094388","0.17429300288367","0.205252211305106"
"Keine Sorgen","2011","kein Migrationshintergrund","2","525","0.150899111700651","0.138699275975784","0.163098947425519"
"Keine Sorgen","2011","kein Migrationshintergrund","3","463","0.139407687646376","0.127367176613422","0.151448198679331"
"Keine Sorgen","2011","kein Migrationshintergrund","4","606","0.142208199690294","0.131570475150603","0.152845924229985"
"Keine Sorgen","2011","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","759","0.171739563714402","0.160853542759867","0.182625584668937"
"Keine Sorgen","2011","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","80","0.132866423511511","0.104853453074882","0.160879393948141"
"Keine Sorgen","2011","direkter Migrationshintergrund","2","56","0.128753891392144","0.0990987049638967","0.158409077820392"
"Keine Sorgen","2011","direkter Migrationshintergrund","3","49","0.140720998829769","0.103484208326627","0.17795778933291"
"Keine Sorgen","2011","direkter Migrationshintergrund","4","44","0.127399460039969","0.0919589335588758","0.162839986521062"
"Keine Sorgen","2011","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","46","0.173786109828619","0.126625867559601","0.220946352097637"
"Keine Sorgen","2011","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","28","","",""
"Keine Sorgen","2011","indirekter Migrationshintergrund","2","25","","",""
"Keine Sorgen","2011","indirekter Migrationshintergrund","3","19","","",""
"Keine Sorgen","2011","indirekter Migrationshintergrund","4","30","0.264199961346083","0.192435344921909","0.335964577770258"
"Keine Sorgen","2011","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","32","0.2311078989816","0.165790603508158","0.296425194455042"
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","2012","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","721","0.313295108896194","0.293926308651077","0.332663909141311"
"Grosse Sorgen","2012","kein Migrationshintergrund","2","1033","0.334527001883039","0.317928532446503","0.351125471319575"
"Grosse Sorgen","2012","kein Migrationshintergrund","3","1057","0.313386049681318","0.297540244239759","0.329231855122876"
"Grosse Sorgen","2012","kein Migrationshintergrund","4","1309","0.306012276224638","0.292165660888125","0.319858891561152"
"Grosse Sorgen","2012","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1288","0.270301746385019","0.257728701795119","0.282874790974918"
"Grosse Sorgen","2012","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","191","0.375429973099864","0.332685529149498","0.41817441705023"
