year,regtyp,sampreg,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,East,Not concerned at all,0.18867,280,1504,0.16889,0.20845
2013,Rural regions,West,Very concerned,0.29607,1146,3809,0.28157,0.31057
2013,Rural regions,West,Somewhat concerned,0.51944,1964,3809,0.50357,0.53531
2013,Rural regions,West,Not concerned at all,0.18449,699,3809,0.17217,0.19681
2013,Rural regions,East,Very concerned,0.33696,912,2931,0.31984,0.35407
2013,Rural regions,East,Somewhat concerned,0.46838,1422,2931,0.45031,0.48645
2013,Rural regions,East,Not concerned at all,0.19466,597,2931,0.18032,0.20900
2018,Urban regions,West,Very concerned,0.39671,5625,14722,0.38880,0.40461
2018,Urban regions,West,Somewhat concerned,0.47242,7079,14722,0.46436,0.48049
2018,Urban regions,West,Not concerned at all,0.13087,2018,14722,0.12542,0.13632
2018,Urban regions,East,Very concerned,0.40153,762,1918,0.37958,0.42347
2018,Urban regions,East,Somewhat concerned,0.44430,887,1918,0.42205,0.46654
2018,Urban regions,East,Not concerned at all,0.15417,269,1918,0.13801,0.17034
2018,Rural regions,West,Very concerned,0.41838,2121,5356,0.40517,0.43160
2018,Rural regions,West,Somewhat concerned,0.45474,2507,5356,0.44140,0.46808
2018,Rural regions,West,Not concerned at all,0.12688,728,5356,0.11796,0.13579
2018,Rural regions,East,Very concerned,0.48039,1619,3549,0.46395,0.49683
2018,Rural regions,East,Somewhat concerned,0.40730,1477,3549,0.39113,0.42347
2018,Rural regions,East,Not concerned at all,0.11231,453,3549,0.10192,0.12270
