"plh0039","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2008","(Fach-)Abitur","indirekter Migrationshintergrund","71","0.617626714788109","0.532434503323262","0.702818926252956"
"Einige Sorgen","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","AkademikerIn","kein Migrationshintergrund","2056","0.530578092062724","0.514674828578827","0.546481355546621"
"Einige Sorgen","2008","AkademikerIn","direkter Migrationshintergrund","162","0.541832333477164","0.486634682033801","0.597029984920527"
"Einige Sorgen","2008","AkademikerIn","indirekter Migrationshintergrund","46","0.466178846421836","0.359498941698867","0.572858751144805"
"Einige Sorgen","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","(noch) kein Abschluss","kein Migrationshintergrund","70","0.162248493682658","0.124374130040526","0.200122857324789"
"Keine Sorgen","2008","(noch) kein Abschluss","direkter Migrationshintergrund","25","","",""
"Keine Sorgen","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Keine Sorgen","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Hauptschule","kein Migrationshintergrund","655","0.112980670896785","0.104712223956003","0.121249117837567"
"Keine Sorgen","2008","Hauptschule","direkter Migrationshintergrund","113","0.134988138516453","0.112737482090795","0.157238794942111"
"Keine Sorgen","2008","Hauptschule","indirekter Migrationshintergrund","34","0.123772388018208","0.0812121032213141","0.166332672815102"
"Keine Sorgen","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","Realschule","kein Migrationshintergrund","670","0.139070682637057","0.129223248824139","0.148918116449976"
"Keine Sorgen","2008","Realschule","direkter Migrationshintergrund","15","","",""
"Keine Sorgen","2008","Realschule","indirekter Migrationshintergrund","22","","",""
"Keine Sorgen","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","(Fach-)Abitur","kein Migrationshintergrund","296","0.169458284393117","0.151650986362185","0.187265582424049"
"Keine Sorgen","2008","(Fach-)Abitur","direkter Migrationshintergrund","42","0.115863389925891","0.0818428317353521","0.149883948116429"
"Keine Sorgen","2008","(Fach-)Abitur","indirekter Migrationshintergrund","21","","",""
"Keine Sorgen","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","AkademikerIn","kein Migrationshintergrund","624","0.18825546370803","0.175798465493362","0.200712461922697"
"Keine Sorgen","2008","AkademikerIn","direkter Migrationshintergrund","43","0.130885069213045","0.0935205342711611","0.168249604154928"
"Keine Sorgen","2008","AkademikerIn","indirekter Migrationshintergrund","18","","",""
"Keine Sorgen","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","83","0.304998919441563","0.253664253339005","0.35633358554412"
"Grosse Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.444320661638809","0.351883419335849","0.53675790394177"
"Grosse Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Grosse Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Hauptschule","kein Migrationshintergrund","2152","0.42524230297786","0.411781839456318","0.438702766499403"
"Grosse Sorgen","2009","Hauptschule","direkter Migrationshintergrund","302","0.389392547492798","0.355040511773917","0.423744583211678"
"Grosse Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","79","0.367687644372019","0.302627920517727","0.432747368226311"
"Grosse Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","Realschule","kein Migrationshintergrund","1530","0.353413009860397","0.339418202901354","0.367407816819441"
"Grosse Sorgen","2009","Realschule","direkter Migrationshintergrund","51","0.375051143405446","0.295422117212158","0.454680169598734"
"Grosse Sorgen","2009","Realschule","indirekter Migrationshintergrund","60","0.303288567953348","0.233778463876685","0.372798672030011"
"Grosse Sorgen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","kein Migrationshintergrund","407","0.257557586429699","0.236137511517927","0.278977661341472"
"Grosse Sorgen","2009","(Fach-)Abitur","direkter Migrationshintergrund","105","0.379280976803595","0.323912172987637","0.434649780619553"
"Grosse Sorgen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.276191768626876","0.19067120274325","0.361712334510502"
"Grosse Sorgen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","AkademikerIn","kein Migrationshintergrund","979","0.266209087515886","0.251854995590156","0.280563179441615"
"Grosse Sorgen","2009","AkademikerIn","direkter Migrationshintergrund","97","0.375524367922711","0.319980838180679","0.431067897664743"
"Grosse Sorgen","2009","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Grosse Sorgen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","161","0.458752321890502","0.403193118249999","0.514311525531006"
"Einige Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","50","0.398171990195547","0.307105593499765","0.489238386891328"
"Einige Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.536033933586647","0.405418851283977","0.666649015889317"
"Einige Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","Hauptschule","kein Migrationshintergrund","2422","0.462611496437149","0.449036123068984","0.476186869805314"
"Einige Sorgen","2009","Hauptschule","direkter Migrationshintergrund","359","0.473938378601259","0.438761535678373","0.509115221524145"
"Einige Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","106","0.524046473734786","0.456659796971294","0.591433150498277"
"Einige Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","Realschule","kein Migrationshintergrund","2337","0.518307124587575","0.503678925389926","0.532935323785224"
"Einige Sorgen","2009","Realschule","direkter Migrationshintergrund","71","0.483749963560766","0.40155514537464","0.565944781746892"
"Einige Sorgen","2009","Realschule","indirekter Migrationshintergrund","87","0.474971684548804","0.39945921507637","0.550484154021239"
"Einige Sorgen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","(Fach-)Abitur","kein Migrationshintergrund","897","0.545870478713826","0.521481866052109","0.570259091375543"
"Einige Sorgen","2009","(Fach-)Abitur","direkter Migrationshintergrund","156","0.51899974301603","0.461984194258016","0.576015291774044"
"Einige Sorgen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","52","0.553516258627802","0.458429190468658","0.648603326786946"
"Einige Sorgen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","AkademikerIn","kein Migrationshintergrund","2064","0.566583020434358","0.550489062621944","0.582676978246772"
"Einige Sorgen","2009","AkademikerIn","direkter Migrationshintergrund","155","0.499533431405516","0.44218434807033","0.556882514740703"
"Einige Sorgen","2009","AkademikerIn","indirekter Migrationshintergrund","50","0.470518846265599","0.365636539719333","0.575401152811865"
"Einige Sorgen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","kein Migrationshintergrund","65","0.236248758667935","0.188886807739834","0.283610709596036"
"Keine Sorgen","2009","(noch) kein Abschluss","direkter Migrationshintergrund","19","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Keine Sorgen","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","Hauptschule","kein Migrationshintergrund","608","0.11214620058499","0.103554831083292","0.120737570086689"
"Keine Sorgen","2009","Hauptschule","direkter Migrationshintergrund","113","0.136669073905943","0.112469852912006","0.160868294899881"
"Keine Sorgen","2009","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Keine Sorgen","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","Realschule","kein Migrationshintergrund","615","0.128279865552027","0.118489927323624","0.138069803780431"
"Keine Sorgen","2009","Realschule","direkter Migrationshintergrund","20","","",""
"Keine Sorgen","2009","Realschule","indirekter Migrationshintergrund","21","","",""
"Keine Sorgen","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","(Fach-)Abitur","kein Migrationshintergrund","297","0.196571934856475","0.177105488360057","0.216038381352893"
"Keine Sorgen","2009","(Fach-)Abitur","direkter Migrationshintergrund","34","0.101719280180375","0.0672251846889718","0.136213375671778"
"Keine Sorgen","2009","(Fach-)Abitur","indirekter Migrationshintergrund","21","","",""
"Keine Sorgen","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","AkademikerIn","kein Migrationshintergrund","599","0.167207892049757","0.155088668216183","0.179327115883331"
"Keine Sorgen","2009","AkademikerIn","direkter Migrationshintergrund","40","0.124942200671773","0.0870168494992362","0.162867551844309"
"Keine Sorgen","2009","AkademikerIn","indirekter Migrationshintergrund","26","","",""
"Keine Sorgen","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","(noch) kein Abschluss","kein Migrationshintergrund","66","0.236751685816768","0.186692051427038","0.286811320206498"
"Grosse Sorgen","2010","(noch) kein Abschluss","direkter Migrationshintergrund","28","","",""
"Grosse Sorgen","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Grosse Sorgen","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","Hauptschule","kein Migrationshintergrund","1991","0.442192010292591","0.42797671827615","0.456407302309031"
"Grosse Sorgen","2010","Hauptschule","direkter Migrationshintergrund","269","0.364435191871846","0.328551332801412","0.40031905094228"
"Grosse Sorgen","2010","Hauptschule","indirekter Migrationshintergrund","54","0.324033797314533","0.255852313264905","0.392215281364162"
"Grosse Sorgen","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","Realschule","kein Migrationshintergrund","1430","0.355937567152192","0.341414085211023","0.370461049093361"
"Grosse Sorgen","2010","Realschule","direkter Migrationshintergrund","41","0.363012979724014","0.278031966739172","0.447993992708856"
"Grosse Sorgen","2010","Realschule","indirekter Migrationshintergrund","52","0.244387012492136","0.176517223528155","0.312256801456118"
"Grosse Sorgen","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","(Fach-)Abitur","kein Migrationshintergrund","390","0.275336033285138","0.252983061478757","0.297689005091519"
"Grosse Sorgen","2010","(Fach-)Abitur","direkter Migrationshintergrund","85","0.317500249878513","0.259796854217969","0.375203645539057"
"Grosse Sorgen","2010","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Grosse Sorgen","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","AkademikerIn","kein Migrationshintergrund","975","0.269921963514416","0.255141085748933","0.2847028412799"
"Grosse Sorgen","2010","AkademikerIn","direkter Migrationshintergrund","96","0.382546704781523","0.324682800375995","0.440410609187051"
"Grosse Sorgen","2010","AkademikerIn","indirekter Migrationshintergrund","17","","",""
"Grosse Sorgen","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","(noch) kein Abschluss","kein Migrationshintergrund","153","0.586328868820925","0.528331745573888","0.644325992067962"
"Einige Sorgen","2010","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.483870586184109","0.377631935913188","0.59010923645503"
"Einige Sorgen","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","26","","",""
"Einige Sorgen","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","Hauptschule","kein Migrationshintergrund","2127","0.439527971133486","0.425321761941577","0.453734180325395"
"Einige Sorgen","2010","Hauptschule","direkter Migrationshintergrund","333","0.502208652076512","0.464928743853171","0.539488560299853"
"Einige Sorgen","2010","Hauptschule","indirekter Migrationshintergrund","105","0.545810681102048","0.47327557058628","0.618345791617816"
"Einige Sorgen","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","Realschule","kein Migrationshintergrund","2123","0.495609148458994","0.480443076622054","0.510775220295934"
"Einige Sorgen","2010","Realschule","direkter Migrationshintergrund","68","0.513863428822075","0.425535400266534","0.602191457377617"
"Einige Sorgen","2010","Realschule","indirekter Migrationshintergrund","84","0.572912794570781","0.494787751138893","0.65103783800267"
"Einige Sorgen","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","(Fach-)Abitur","kein Migrationshintergrund","843","0.5119566134925","0.486942725200365","0.536970501784634"
"Einige Sorgen","2010","(Fach-)Abitur","direkter Migrationshintergrund","135","0.531195491139505","0.4693367373135","0.59305424496551"
"Einige Sorgen","2010","(Fach-)Abitur","indirekter Migrationshintergrund","63","0.589449691533257","0.496672167759624","0.682227215306891"
"Einige Sorgen","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","AkademikerIn","kein Migrationshintergrund","1899","0.537162728028121","0.520560607229982","0.553764848826261"
"Einige Sorgen","2010","AkademikerIn","direkter Migrationshintergrund","131","0.471716551200333","0.412282202886028","0.531150899514638"
"Einige Sorgen","2010","AkademikerIn","indirekter Migrationshintergrund","45","0.412707277179986","0.307424623936483","0.517989930423489"
"Einige Sorgen","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","(noch) kein Abschluss","kein Migrationshintergrund","58","0.176919445362307","0.131981091278462","0.221857799446153"
"Keine Sorgen","2010","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Keine Sorgen","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Keine Sorgen","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","Hauptschule","kein Migrationshintergrund","571","0.118280018573923","0.109036676871166","0.12752336027668"
"Keine Sorgen","2010","Hauptschule","direkter Migrationshintergrund","89","0.133356156051642","0.108008609469368","0.158703702633916"
"Keine Sorgen","2010","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Keine Sorgen","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","Realschule","kein Migrationshintergrund","622","0.148453284388814","0.137668313046973","0.159238255730655"
"Keine Sorgen","2010","Realschule","direkter Migrationshintergrund","14","","",""
"Keine Sorgen","2010","Realschule","indirekter Migrationshintergrund","18","","",""
"Keine Sorgen","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","(Fach-)Abitur","kein Migrationshintergrund","301","0.212707353222362","0.192229012688148","0.233185693756576"
"Keine Sorgen","2010","(Fach-)Abitur","direkter Migrationshintergrund","30","0.151304258981982","0.106884144394775","0.195724373569189"
"Keine Sorgen","2010","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Keine Sorgen","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","AkademikerIn","kein Migrationshintergrund","591","0.192915308457462","0.179777002467643","0.206053614447282"
"Keine Sorgen","2010","AkademikerIn","direkter Migrationshintergrund","44","0.145736744018144","0.103727599249932","0.187745888786356"
"Keine Sorgen","2010","AkademikerIn","indirekter Migrationshintergrund","22","","",""
"Keine Sorgen","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","(noch) kein Abschluss","kein Migrationshintergrund","102","0.313928898636359","0.265584443333159","0.36227335393956"
"Grosse Sorgen","2011","(noch) kein Abschluss","direkter Migrationshintergrund","46","0.330344367082389","0.247892157109803","0.412796577054975"
"Grosse Sorgen","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Grosse Sorgen","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","Hauptschule","kein Migrationshintergrund","2390","0.410954860954469","0.398429161798747","0.42348056011019"
"Grosse Sorgen","2011","Hauptschule","direkter Migrationshintergrund","359","0.38624854895208","0.354043013107461","0.418454084796698"
"Grosse Sorgen","2011","Hauptschule","indirekter Migrationshintergrund","75","0.322636315810629","0.258797906026703","0.386474725594554"
"Grosse Sorgen","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","Realschule","kein Migrationshintergrund","1831","0.375250748288508","0.36196743505212","0.388534061524896"
"Grosse Sorgen","2011","Realschule","direkter Migrationshintergrund","62","0.42862473047075","0.353791794891304","0.503457666050196"
"Grosse Sorgen","2011","Realschule","indirekter Migrationshintergrund","61","0.224204951863292","0.164588617616631","0.283821286109953"
"Grosse Sorgen","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","(Fach-)Abitur","kein Migrationshintergrund","491","0.274252926167446","0.254112869161135","0.294392983173756"
"Grosse Sorgen","2011","(Fach-)Abitur","direkter Migrationshintergrund","141","0.316135702415079","0.269690649241696","0.362580755588462"
"Grosse Sorgen","2011","(Fach-)Abitur","indirekter Migrationshintergrund","46","0.399579616558491","0.319017049631564","0.480142183485419"
"Grosse Sorgen","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","AkademikerIn","kein Migrationshintergrund","1041","0.235305485833918","0.222295847069743","0.248315124598094"
"Grosse Sorgen","2011","AkademikerIn","direkter Migrationshintergrund","119","0.299072832431317","0.252166392019792","0.345979272842843"
"Grosse Sorgen","2011","AkademikerIn","indirekter Migrationshintergrund","22","","",""
"Grosse Sorgen","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","(noch) kein Abschluss","kein Migrationshintergrund","162","0.424425927998265","0.372938876194257","0.475912979802272"
"Einige Sorgen","2011","(noch) kein Abschluss","direkter Migrationshintergrund","58","0.513328634642755","0.425707529404126","0.600949739881383"
"Einige Sorgen","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","38","0.565796420197126","0.446217969906683","0.68537487048757"
"Einige Sorgen","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","Hauptschule","kein Migrationshintergrund","2783","0.467901059507871","0.455198131441676","0.480603987574066"
"Einige Sorgen","2011","Hauptschule","direkter Migrationshintergrund","410","0.495161640497091","0.462090398668412","0.52823288232577"
"Einige Sorgen","2011","Hauptschule","indirekter Migrationshintergrund","100","0.552066649622211","0.484159275665949","0.619974023578472"
"Einige Sorgen","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","Realschule","kein Migrationshintergrund","2496","0.475453819734526","0.46175324478074","0.489154394688312"
"Einige Sorgen","2011","Realschule","direkter Migrationshintergrund","89","0.47140459812816","0.395921094893037","0.546888101363283"
"Einige Sorgen","2011","Realschule","indirekter Migrationshintergrund","101","0.567954152742546","0.497144783851382","0.638763521633711"
"Einige Sorgen","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","(Fach-)Abitur","kein Migrationshintergrund","1004","0.535585320101896","0.513070954417155","0.558099685786636"
"Einige Sorgen","2011","(Fach-)Abitur","direkter Migrationshintergrund","191","0.53440311304852","0.484576972366644","0.584229253730396"
"Einige Sorgen","2011","(Fach-)Abitur","indirekter Migrationshintergrund","73","0.443523313207808","0.361811352334091","0.525235274081525"
"Einige Sorgen","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","AkademikerIn","kein Migrationshintergrund","2310","0.568019382594689","0.552827243344795","0.583211521844584"
"Einige Sorgen","2011","AkademikerIn","direkter Migrationshintergrund","181","0.516936859099799","0.465741776433061","0.568131941766538"
"Einige Sorgen","2011","AkademikerIn","indirekter Migrationshintergrund","57","0.521549790166984","0.427338603206675","0.615760977127292"
"Einige Sorgen","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","(noch) kein Abschluss","kein Migrationshintergrund","90","0.261645173365376","0.215858890929851","0.307431455800901"
"Keine Sorgen","2011","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Keine Sorgen","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Keine Sorgen","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","Hauptschule","kein Migrationshintergrund","754","0.12114407953766","0.112837149247125","0.129451009828196"
"Keine Sorgen","2011","Hauptschule","direkter Migrationshintergrund","109","0.118589810550829","0.0972045988381169","0.139975022263542"
"Keine Sorgen","2011","Hauptschule","indirekter Migrationshintergrund","31","0.12529703456716","0.0800890468221216","0.170505022312199"
"Keine Sorgen","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","Realschule","kein Migrationshintergrund","777","0.149295431976967","0.139518436811184","0.159072427142749"
"Keine Sorgen","2011","Realschule","direkter Migrationshintergrund","17","","",""
"Keine Sorgen","2011","Realschule","indirekter Migrationshintergrund","26","","",""
"Keine Sorgen","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","(Fach-)Abitur","kein Migrationshintergrund","390","0.190161753730659","0.172446264822453","0.207877242638865"
"Keine Sorgen","2011","(Fach-)Abitur","direkter Migrationshintergrund","53","0.149461184536401","0.113846507925529","0.185075861147272"
"Keine Sorgen","2011","(Fach-)Abitur","indirekter Migrationshintergrund","23","","",""
"Keine Sorgen","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","AkademikerIn","kein Migrationshintergrund","733","0.196675131571392","0.184484518282331","0.208865744860453"
"Keine Sorgen","2011","AkademikerIn","direkter Migrationshintergrund","66","0.183990308468883","0.144293766118487","0.223686850819279"
"Keine Sorgen","2011","AkademikerIn","indirekter Migrationshintergrund","29","","",""
"Keine Sorgen","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2012","(noch) kein Abschluss","kein Migrationshintergrund","101","0.327189299780687","0.278519453563921","0.375859145997453"
"Grosse Sorgen","2012","(noch) kein Abschluss","direkter Migrationshintergrund","36","0.318399703871523","0.23288380241579","0.403915605327255"
"Grosse Sorgen","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Grosse Sorgen","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2012","Hauptschule","kein Migrationshintergrund","2258","0.381518027365268","0.369066009354322","0.393970045376214"
"Grosse Sorgen","2012","Hauptschule","direkter Migrationshintergrund","337","0.387570005434632","0.354564326714993","0.420575684154272"
"Grosse Sorgen","2012","Hauptschule","indirekter Migrationshintergrund","61","0.235574821290785","0.17719913505519","0.29395050752638"
"Grosse Sorgen","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2012","Realschule","kein Migrationshintergrund","1600","0.300852981850161","0.288234953968016","0.313471009732306"
"Grosse Sorgen","2012","Realschule","direkter Migrationshintergrund","61","0.38413195889965","0.310141094411619","0.458122823387681"
