year,migback,regtyp,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Rural regions,Important,0.53051,2212,3956,0.51495,0.54606
1995,No migration background,Rural regions,Less important,0.23032,788,3956,0.21720,0.24344
1995,No migration background,Rural regions,Unimportant,0.05844,146,3956,0.05113,0.06575
1995,Direct migration background,Urban regions,Very important,0.21025,181,841,0.18269,0.23781
1995,Direct migration background,Urban regions,Important,0.49651,414,841,0.46270,0.53032
1995,Direct migration background,Urban regions,Less important,0.22321,190,841,0.19505,0.25137
1995,Direct migration background,Urban regions,Unimportant,0.07003,56,841,0.05277,0.08729
1995,Direct migration background,Rural regions,Very important,0.15196,47,259,0.10815,0.19576
1995,Direct migration background,Rural regions,Important,0.60582,168,259,0.54619,0.66545
1995,Direct migration background,Rural regions,Less important,0.17260,44,259,0.12649,0.21871
1995,Indirect migration background,Urban regions,Very important,0.38436,40,101,0.28902,0.47971
1995,Indirect migration background,Urban regions,Important,0.48910,61,101,0.39112,0.58707
2004,No migration background,Urban regions,Very important,0.15966,1966,11499,0.15296,0.16635
2004,No migration background,Urban regions,Important,0.51547,5993,11499,0.50633,0.52460
2004,No migration background,Urban regions,Less important,0.27378,3072,11499,0.26563,0.28193
2004,No migration background,Urban regions,Unimportant,0.05109,468,11499,0.04707,0.05512
2004,No migration background,Rural regions,Very important,0.17388,1168,6627,0.16475,0.18301
2004,No migration background,Rural regions,Important,0.53061,3651,6627,0.51859,0.54263
2004,No migration background,Rural regions,Less important,0.25360,1601,6627,0.24312,0.26408
2004,No migration background,Rural regions,Unimportant,0.04191,207,6627,0.03708,0.04673
2004,Direct migration background,Urban regions,Very important,0.16303,311,2062,0.14708,0.17898
2004,Direct migration background,Urban regions,Important,0.51685,1073,2062,0.49528,0.53843
2004,Direct migration background,Urban regions,Less important,0.26864,574,2062,0.24951,0.28778
2004,Direct migration background,Urban regions,Unimportant,0.05148,104,2062,0.04194,0.06102
2004,Direct migration background,Rural regions,Very important,0.20036,75,404,0.16128,0.23944
2004,Direct migration background,Rural regions,Important,0.48878,207,404,0.43998,0.53759
2004,Direct migration background,Rural regions,Less important,0.25183,122,404,0.20945,0.29421
2004,Indirect migration background,Urban regions,Very important,0.38776,240,664,0.35067,0.42485
2004,Indirect migration background,Urban regions,Important,0.48766,341,664,0.44961,0.52571
2004,Indirect migration background,Urban regions,Less important,0.11101,83,664,0.08710,0.13493
2004,Indirect migration background,Rural regions,Very important,0.30590,35,93,0.21174,0.40006
2004,Indirect migration background,Rural regions,Important,0.52531,58,93,0.42327,0.62735
2008,No migration background,Urban regions,Very important,0.13876,1467,10420,0.13213,0.14540
2008,No migration background,Urban regions,Important,0.49553,5247,10420,0.48593,0.50513
2008,No migration background,Urban regions,Less important,0.29620,3093,10420,0.28744,0.30497
2008,No migration background,Urban regions,Unimportant,0.06950,613,10420,0.06462,0.07438
2008,No migration background,Rural regions,Very important,0.14435,910,6112,0.13554,0.15316
2008,No migration background,Rural regions,Important,0.52299,3279,6112,0.51047,0.53552
2008,No migration background,Rural regions,Less important,0.28365,1683,6112,0.27235,0.29495
2008,No migration background,Rural regions,Unimportant,0.04901,240,6112,0.04359,0.05442
2008,Direct migration background,Urban regions,Very important,0.17015,240,1542,0.15138,0.18891
2008,Direct migration background,Urban regions,Important,0.49712,754,1542,0.47216,0.52209
2008,Direct migration background,Urban regions,Less important,0.24982,427,1542,0.22820,0.27143
2008,Direct migration background,Urban regions,Unimportant,0.08291,121,1542,0.06915,0.09668
2008,Direct migration background,Rural regions,Very important,0.17715,62,317,0.13505,0.21925
2008,Direct migration background,Rural regions,Important,0.54804,181,317,0.49317,0.60292
2008,Direct migration background,Rural regions,Less important,0.20855,74,317,0.16376,0.25335
2008,Indirect migration background,Urban regions,Very important,0.33423,210,646,0.29783,0.37064
2008,Indirect migration background,Urban regions,Important,0.50091,347,646,0.46232,0.53950
2008,Indirect migration background,Urban regions,Less important,0.15182,89,646,0.12413,0.17952
2008,Indirect migration background,Rural regions,Very important,0.32438,32,88,0.22601,0.42276
2008,Indirect migration background,Rural regions,Important,0.51522,56,88,0.41020,0.62024
2012,No migration background,Urban regions,Very important,0.17371,2469,14098,0.16746,0.17997
2012,No migration background,Urban regions,Important,0.51055,7369,14098,0.50230,0.51880
2012,No migration background,Urban regions,Less important,0.27373,3767,14098,0.26637,0.28109
2012,No migration background,Urban regions,Unimportant,0.04201,493,14098,0.03870,0.04532
2012,No migration background,Rural regions,Very important,0.15725,1468,9005,0.14973,0.16477
2012,No migration background,Rural regions,Important,0.54451,5066,9005,0.53422,0.55480
2012,No migration background,Rural regions,Less important,0.26028,2208,9005,0.25122,0.26934
2012,No migration background,Rural regions,Unimportant,0.03796,263,9005,0.03401,0.04191
2012,Direct migration background,Urban regions,Very important,0.21561,539,2361,0.19902,0.23220
2012,Direct migration background,Urban regions,Important,0.49476,1212,2361,0.47459,0.51494
2012,Direct migration background,Urban regions,Less important,0.23868,508,2361,0.22149,0.25588
2012,Direct migration background,Urban regions,Unimportant,0.05094,102,2361,0.04207,0.05981
2012,Direct migration background,Rural regions,Very important,0.16881,150,803,0.14289,0.19474
2012,Direct migration background,Rural regions,Important,0.58496,473,803,0.55086,0.61906
2012,Direct migration background,Rural regions,Less important,0.19075,147,803,0.16356,0.21794
2012,Direct migration background,Rural regions,Unimportant,0.05548,33,803,0.03963,0.07132
2012,Indirect migration background,Urban regions,Very important,0.34814,301,946,0.31776,0.37851
2012,Indirect migration background,Urban regions,Important,0.47551,493,946,0.44367,0.50735
2012,Indirect migration background,Urban regions,Less important,0.16310,152,946,0.13955,0.18666
2012,Indirect migration background,Rural regions,Very important,0.23779,65,203,0.17908,0.29650
2012,Indirect migration background,Rural regions,Important,0.65309,138,203,0.58745,0.71873
2016,No migration background,Urban regions,Very important,0.15645,1612,10819,0.14961,0.16330
2016,No migration background,Urban regions,Important,0.50992,5554,10819,0.50049,0.51934
2016,No migration background,Urban regions,Less important,0.29556,3270,10819,0.28697,0.30416
2016,No migration background,Urban regions,Unimportant,0.03807,383,10819,0.03446,0.04167
2016,No migration background,Rural regions,Very important,0.15751,1083,6864,0.14889,0.16613
2016,No migration background,Rural regions,Important,0.53388,3697,6864,0.52208,0.54568
2016,No migration background,Rural regions,Less important,0.27788,1893,6864,0.26729,0.28848
2016,No migration background,Rural regions,Unimportant,0.03073,191,6864,0.02664,0.03481
2016,Direct migration background,Urban regions,Very important,0.21705,860,3680,0.20373,0.23037
2016,Direct migration background,Urban regions,Important,0.54012,2031,3680,0.52401,0.55622
2016,Direct migration background,Urban regions,Less important,0.20130,689,3680,0.18834,0.21425
2016,Direct migration background,Urban regions,Unimportant,0.04154,100,3680,0.03509,0.04799
2016,Direct migration background,Rural regions,Very important,0.23199,306,1257,0.20864,0.25533
2016,Direct migration background,Rural regions,Important,0.57511,754,1257,0.54777,0.60244
2016,Direct migration background,Rural regions,Less important,0.17194,197,1257,0.15107,0.19281
2016,Indirect migration background,Urban regions,Very important,0.35482,401,1165,0.32733,0.38230
2016,Indirect migration background,Urban regions,Important,0.49019,596,1165,0.46147,0.51891
2016,Indirect migration background,Urban regions,Less important,0.14531,168,1165,0.12506,0.16555
2016,Indirect migration background,Rural regions,Very important,0.23840,85,293,0.18952,0.28727
2016,Indirect migration background,Rural regions,Important,0.63186,159,293,0.57655,0.68718
2016,Indirect migration background,Rural regions,Less important,0.12648,49,293,0.08835,0.16460
2021,No migration background,Urban regions,Very important,0.16471,1411,8275,0.15671,0.17270
2021,No migration background,Urban regions,Important,0.50985,4227,8275,0.49908,0.52062
2021,No migration background,Urban regions,Less important,0.28877,2407,8275,0.27901,0.29854
2021,No migration background,Urban regions,Unimportant,0.03667,230,8275,0.03262,0.04072
2021,No migration background,Rural regions,Very important,0.14064,696,4819,0.13083,0.15046
2021,No migration background,Rural regions,Important,0.53769,2606,4819,0.52361,0.55176
2021,No migration background,Rural regions,Less important,0.28816,1369,4819,0.27537,0.30095
2021,No migration background,Rural regions,Unimportant,0.03351,148,4819,0.02843,0.03859
2021,Direct migration background,Urban regions,Very important,0.20850,627,2320,0.19197,0.22504
2021,Direct migration background,Urban regions,Important,0.55286,1253,2320,0.53262,0.57310
2021,Direct migration background,Urban regions,Less important,0.20114,390,2320,0.18483,0.21746
2021,Direct migration background,Urban regions,Unimportant,0.03749,50,2320,0.02976,0.04523
2021,Direct migration background,Rural regions,Very important,0.16089,144,700,0.13365,0.18813
2021,Direct migration background,Rural regions,Important,0.62927,417,700,0.59347,0.66508
2021,Direct migration background,Rural regions,Less important,0.18024,139,700,0.15174,0.20874
2021,Indirect migration background,Urban regions,Very important,0.28749,222,729,0.25461,0.32036
2021,Indirect migration background,Urban regions,Important,0.58177,398,729,0.54594,0.61761
2021,Indirect migration background,Urban regions,Less important,0.12780,109,729,0.10355,0.15206
2021,Indirect migration background,Rural regions,Very important,0.25781,51,189,0.19529,0.32034
2021,Indirect migration background,Rural regions,Important,0.55094,106,189,0.47984,0.62204
2021,Indirect migration background,Rural regions,Less important,0.19125,32,189,0.13503,0.24747
