,Unnamed: 0,year,bula_h,regtyp,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
24,24,1990,"Rhineland-Palatinate, Saarland",Rural regions,Important,1.0,68,6623,0.89189,1.10858
25,25,1990,Baden-Wuerttemberg,Urban regions,Very important,0.19597,199,6623,0.18397,0.20941
26,26,1990,Baden-Wuerttemberg,Urban regions,Important,0.49936,501,6623,0.47648,0.5181
27,27,1990,Baden-Wuerttemberg,Urban regions,Less important,0.25039,238,6623,0.23756,0.26276
28,28,1990,Baden-Wuerttemberg,Urban regions,Unimportant,0.05428,48,6623,0.04718,0.06097
29,29,1990,Baden-Wuerttemberg,Rural regions,Important,0.74301,91,6623,0.67928,0.79764
30,30,1990,Baden-Wuerttemberg,Rural regions,Less important,0.25699,31,6623,0.22984,0.28805
31,31,1990,Bavaria,Urban regions,Very important,0.1993,131,6623,0.18247,0.21416
32,32,1990,Bavaria,Urban regions,Important,0.46493,300,6623,0.44241,0.48785
33,33,1990,Bavaria,Urban regions,Less important,0.27421,160,6623,0.25813,0.29385
34,34,1990,Bavaria,Urban regions,Unimportant,0.06156,33,6623,0.05302,0.07056
35,35,1990,Bavaria,Rural regions,Very important,0.1752,106,6623,0.16283,0.18883
36,36,1990,Bavaria,Rural regions,Important,0.55116,339,6623,0.52623,0.57527
37,37,1990,Bavaria,Rural regions,Less important,0.27364,164,6623,0.25939,0.28942
38,38,1990,Berlin,Urban regions,Very important,0.17727,45,6623,0.15614,0.19739
39,39,1990,Berlin,Urban regions,Important,0.52162,119,6623,0.48027,0.56957
40,40,1990,Berlin,Urban regions,Less important,0.30111,58,6623,0.26873,0.33296
41,41,1992,Schleswig-Holstein,Urban regions,Important,1.0,55,10075,0.86182,1.11828
42,42,1992,Schleswig-Holstein,Rural regions,Important,0.52555,48,10075,0.47112,0.57701
43,43,1992,Schleswig-Holstein,Rural regions,Less important,0.47445,37,10075,0.41792,0.52569
44,44,1992,Hamburg,Urban regions,Important,1.0,63,10075,0.90548,1.11059
45,45,1992,Lower Saxony,Urban regions,Very important,0.2016,78,10075,0.18025,0.22402
46,46,1992,Lower Saxony,Urban regions,Important,0.55092,186,10075,0.51695,0.58869
47,47,1992,Lower Saxony,Urban regions,Less important,0.24748,87,10075,0.22845,0.26511
48,48,1992,Lower Saxony,Rural regions,Very important,0.21148,100,10075,0.18745,0.23113
49,49,1992,Lower Saxony,Rural regions,Important,0.51768,223,10075,0.48263,0.55474
50,50,1992,Lower Saxony,Rural regions,Less important,0.27083,108,10075,0.24813,0.30188
51,51,1992,Bremen,Urban regions,Important,1.0,32,10075,0.81643,1.15997
52,52,1992,North Rhine-Westphalia,Urban regions,Very important,0.18139,345,10075,0.17089,0.19043
53,53,1992,North Rhine-Westphalia,Urban regions,Important,0.53075,963,10075,0.5167,0.54614
54,54,1992,North Rhine-Westphalia,Urban regions,Less important,0.23617,417,10075,0.22703,0.24777
55,55,1992,North Rhine-Westphalia,Urban regions,Unimportant,0.0517,84,10075,0.04648,0.05712
56,56,1992,North Rhine-Westphalia,Rural regions,Important,1.0,40,10075,0.84617,1.18344
57,57,1992,Hesse,Urban regions,Very important,0.14773,82,10075,0.13256,0.16117
58,58,1992,Hesse,Urban regions,Important,0.52292,288,10075,0.48692,0.55372
59,59,1992,Hesse,Urban regions,Less important,0.2171,113,10075,0.19725,0.23803
60,60,1992,Hesse,Urban regions,Unimportant,0.11225,48,10075,0.09745,0.12647
61,61,1992,Hesse,Rural regions,Important,0.58524,51,10075,0.51893,0.65373
62,62,1992,Hesse,Rural regions,Less important,0.41476,32,10075,0.35873,0.47191
63,63,1992,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.20159,88,10075,0.18416,0.21975
64,64,1992,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.51199,203,10075,0.48612,0.5421
65,65,1992,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.28642,111,10075,0.2629,0.31172
66,66,1992,"Rhineland-Palatinate, Saarland",Rural regions,Important,1.0,60,10075,0.86719,1.15847
67,67,1992,Baden-Wuerttemberg,Urban regions,Very important,0.18213,189,10075,0.17022,0.20039
68,68,1992,Baden-Wuerttemberg,Urban regions,Important,0.48866,459,10075,0.46706,0.51468
69,69,1992,Baden-Wuerttemberg,Urban regions,Less important,0.26432,246,10075,0.24664,0.28048
70,70,1992,Baden-Wuerttemberg,Urban regions,Unimportant,0.0649,49,10075,0.0566,0.07252
71,71,1992,Baden-Wuerttemberg,Rural regions,Important,0.565,68,10075,0.49795,0.63451
72,72,1992,Baden-Wuerttemberg,Rural regions,Less important,0.435,50,10075,0.38625,0.49105
73,73,1992,Bavaria,Urban regions,Very important,0.16566,113,10075,0.14606,0.18532
74,74,1992,Bavaria,Urban regions,Important,0.48261,307,10075,0.45557,0.51063
75,75,1992,Bavaria,Urban regions,Less important,0.26914,161,10075,0.25138,0.28908
76,76,1992,Bavaria,Urban regions,Unimportant,0.08259,38,10075,0.07178,0.09253
77,77,1992,Bavaria,Rural regions,Very important,0.19277,139,10075,0.17932,0.20928
78,78,1992,Bavaria,Rural regions,Important,0.44694,315,10075,0.42228,0.46845
79,79,1992,Bavaria,Rural regions,Less important,0.26609,165,10075,0.24799,0.28515
80,80,1992,Bavaria,Rural regions,Unimportant,0.0942,56,10075,0.08649,0.10225
81,81,1992,Berlin,Urban regions,Very important,0.24931,123,10075,0.22627,0.28155
82,82,1992,Berlin,Urban regions,Important,0.5108,236,10075,0.47424,0.54628
83,83,1992,Berlin,Urban regions,Less important,0.23989,99,10075,0.21255,0.26406
84,84,1992,Brandenburg,Urban regions,Important,1.0,34,10075,0.81731,1.17193
85,85,1992,Brandenburg,Rural regions,Very important,0.23008,138,10075,0.21011,0.25026
86,86,1992,Brandenburg,Rural regions,Important,0.53029,301,10075,0.50481,0.56321
87,87,1992,Brandenburg,Rural regions,Less important,0.23963,123,10075,0.21898,0.26038
88,88,1992,Mecklenburg-Western Pomerania,Rural regions,Very important,0.1885,70,10075,0.17198,0.20947
89,89,1992,Mecklenburg-Western Pomerania,Rural regions,Important,0.57942,209,10075,0.54461,0.62006
90,90,1992,Mecklenburg-Western Pomerania,Rural regions,Less important,0.23208,73,10075,0.20589,0.26057
91,91,1992,Saxony,Urban regions,Very important,0.21796,130,10075,0.20564,0.23115
92,92,1992,Saxony,Urban regions,Important,0.53056,301,10075,0.50177,0.5571
93,93,1992,Saxony,Urban regions,Less important,0.25147,125,10075,0.2226,0.27766
94,94,1992,Saxony,Rural regions,Very important,0.19702,114,10075,0.18238,0.21505
95,95,1992,Saxony,Rural regions,Important,0.59249,305,10075,0.56172,0.62246
96,96,1992,Saxony,Rural regions,Less important,0.2105,102,10075,0.19039,0.23335
97,97,1992,Saxony-Anhalt,Urban regions,Very important,0.18552,35,10075,0.15286,0.2303
98,98,1992,Saxony-Anhalt,Urban regions,Important,0.50563,83,10075,0.43441,0.57995
99,99,1992,Saxony-Anhalt,Urban regions,Less important,0.30885,40,10075,0.25498,0.37865
100,100,1992,Saxony-Anhalt,Rural regions,Very important,0.17367,104,10075,0.1559,0.19022
101,101,1992,Saxony-Anhalt,Rural regions,Important,0.54908,314,10075,0.51536,0.58647
102,102,1992,Saxony-Anhalt,Rural regions,Less important,0.27724,137,10075,0.25267,0.30179
103,103,1992,Thuringa,Urban regions,Important,1.0,120,10075,0.91443,1.09159
104,104,1992,Thuringa,Rural regions,Very important,0.23004,118,10075,0.20699,0.25198
105,105,1992,Thuringa,Rural regions,Important,0.5505,255,10075,0.51468,0.59591
106,106,1992,Thuringa,Rural regions,Less important,0.21946,89,10075,0.19765,0.24304
107,107,1995,Schleswig-Holstein,Urban regions,Important,0.59938,61,10602,0.52443,0.67457
108,108,1995,Schleswig-Holstein,Urban regions,Less important,0.40062,35,10602,0.3448,0.45444
109,109,1995,Schleswig-Holstein,Rural regions,Very important,0.20834,33,10602,0.16155,0.24934
110,110,1995,Schleswig-Holstein,Rural regions,Important,0.51317,66,10602,0.45584,0.58991
111,111,1995,Schleswig-Holstein,Rural regions,Less important,0.27849,35,10602,0.22395,0.33004
112,112,1995,Hamburg,Urban regions,Important,1.0,61,10602,0.84653,1.15068
113,113,1995,Lower Saxony,Urban regions,Very important,0.17809,83,10602,0.16021,0.20276
114,114,1995,Lower Saxony,Urban regions,Important,0.58262,234,10602,0.54052,0.6268
115,115,1995,Lower Saxony,Urban regions,Less important,0.2393,83,10602,0.20805,0.26903
116,116,1995,Lower Saxony,Rural regions,Very important,0.18568,96,10602,0.16249,0.21129
117,117,1995,Lower Saxony,Rural regions,Important,0.57887,266,10602,0.53593,0.62681
118,118,1995,Lower Saxony,Rural regions,Less important,0.23545,111,10602,0.20633,0.26475
119,119,1995,Bremen,Urban regions,Important,1.0,35,10602,0.838,1.22418
120,120,1995,North Rhine-Westphalia,Urban regions,Very important,0.19861,410,10602,0.18734,0.21497
121,121,1995,North Rhine-Westphalia,Urban regions,Important,0.52338,1048,10602,0.50395,0.54115
122,122,1995,North Rhine-Westphalia,Urban regions,Less important,0.2349,420,10602,0.22058,0.2486
123,123,1995,North Rhine-Westphalia,Urban regions,Unimportant,0.04311,70,10602,0.03817,0.04977
124,124,1995,North Rhine-Westphalia,Rural regions,Important,1.0,31,10602,0.80177,1.20947
125,125,1995,Hesse,Urban regions,Very important,0.22069,124,10602,0.19372,0.24681
126,126,1995,Hesse,Urban regions,Important,0.50904,266,10602,0.46997,0.54103
127,127,1995,Hesse,Urban regions,Less important,0.27027,134,10602,0.24223,0.29868
128,128,1995,Hesse,Rural regions,Important,1.0,76,10602,0.8787,1.13634
129,129,1995,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.21716,110,10602,0.19767,0.2408
130,130,1995,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.43647,225,10602,0.40433,0.47029
131,131,1995,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.25203,120,10602,0.22826,0.27241
132,132,1995,"Rhineland-Palatinate, Saarland",Urban regions,Unimportant,0.09433,33,10602,0.07965,0.11212
133,133,1995,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.68966,77,10602,0.60404,0.77368
134,134,1995,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.31034,33,10602,0.25993,0.36581
135,135,1995,Baden-Wuerttemberg,Urban regions,Very important,0.17352,196,10602,0.16046,0.18893
136,136,1995,Baden-Wuerttemberg,Urban regions,Important,0.49537,537,10602,0.4695,0.5199
137,137,1995,Baden-Wuerttemberg,Urban regions,Less important,0.26743,244,10602,0.24811,0.28658
138,138,1995,Baden-Wuerttemberg,Urban regions,Unimportant,0.06368,52,10602,0.05229,0.07429
139,139,1995,Baden-Wuerttemberg,Rural regions,Important,0.68395,75,10602,0.58809,0.78372
140,140,1995,Baden-Wuerttemberg,Rural regions,Less important,0.31605,33,10602,0.2621,0.37266
141,141,1995,Bavaria,Urban regions,Very important,0.1417,103,10602,0.12355,0.15977
142,142,1995,Bavaria,Urban regions,Important,0.49528,343,10602,0.45945,0.52996
143,143,1995,Bavaria,Urban regions,Less important,0.29461,185,10602,0.27485,0.31394
144,144,1995,Bavaria,Urban regions,Unimportant,0.06841,32,10602,0.05507,0.08271
145,145,1995,Bavaria,Rural regions,Very important,0.18452,154,10602,0.16996,0.20162
146,146,1995,Bavaria,Rural regions,Important,0.4547,352,10602,0.42372,0.48947
147,147,1995,Bavaria,Rural regions,Less important,0.2618,161,10602,0.23473,0.28594
148,148,1995,Bavaria,Rural regions,Unimportant,0.09898,54,10602,0.08382,0.11533
149,149,1995,Berlin,Urban regions,Very important,0.24184,113,10602,0.21067,0.27467
150,150,1995,Berlin,Urban regions,Important,0.54712,254,10602,0.5067,0.59122
151,151,1995,Berlin,Urban regions,Less important,0.21104,108,10602,0.19253,0.23033
152,152,1995,Brandenburg,Rural regions,Very important,0.18999,124,10602,0.17278,0.20775
153,153,1995,Brandenburg,Rural regions,Important,0.57084,324,10602,0.53998,0.61048
154,154,1995,Brandenburg,Rural regions,Less important,0.23916,108,10602,0.21638,0.26224
155,155,1995,Mecklenburg-Western Pomerania,Rural regions,Very important,0.18582,66,10602,0.15957,0.21832
156,156,1995,Mecklenburg-Western Pomerania,Rural regions,Important,0.63138,226,10602,0.58124,0.67727
157,157,1995,Mecklenburg-Western Pomerania,Rural regions,Less important,0.1828,60,10602,0.16385,0.21083
158,158,1995,Saxony,Urban regions,Very important,0.19565,111,10602,0.17793,0.21373
159,159,1995,Saxony,Urban regions,Important,0.59743,341,10602,0.56251,0.63296
160,160,1995,Saxony,Urban regions,Less important,0.20692,101,10602,0.18426,0.23497
161,161,1995,Saxony,Rural regions,Very important,0.16899,97,10602,0.15485,0.18991
162,162,1995,Saxony,Rural regions,Important,0.60891,301,10602,0.57135,0.64574
163,163,1995,Saxony,Rural regions,Less important,0.22209,94,10602,0.19699,0.25037
164,164,1995,Saxony-Anhalt,Urban regions,Very important,0.29616,32,10602,0.2323,0.37157
165,165,1995,Saxony-Anhalt,Urban regions,Important,0.70384,65,10602,0.60143,0.80191
166,166,1995,Saxony-Anhalt,Rural regions,Very important,0.22966,124,10602,0.19719,0.26462
167,167,1995,Saxony-Anhalt,Rural regions,Important,0.59299,332,10602,0.55111,0.62968
168,168,1995,Saxony-Anhalt,Rural regions,Less important,0.17734,87,10602,0.15922,0.19979
169,169,1995,Thuringa,Urban regions,Very important,0.21346,41,10602,0.17827,0.24399
170,170,1995,Thuringa,Urban regions,Important,0.61857,115,10602,0.55345,0.69277
171,171,1995,Thuringa,Urban regions,Less important,0.16797,31,10602,0.13947,0.20116
172,172,1995,Thuringa,Rural regions,Very important,0.19045,94,10602,0.16528,0.22662
173,173,1995,Thuringa,Rural regions,Important,0.60404,274,10602,0.55132,0.64988
174,174,1995,Thuringa,Rural regions,Less important,0.20551,82,10602,0.18325,0.23516
175,175,2004,Schleswig-Holstein,Urban regions,Very important,0.24538,71,21078,0.20948,0.28681
176,176,2004,Schleswig-Holstein,Urban regions,Important,0.51129,129,21078,0.44661,0.57881
177,177,2004,Schleswig-Holstein,Urban regions,Less important,0.24333,72,21078,0.20104,0.29625
178,178,2004,Schleswig-Holstein,Rural regions,Very important,0.21563,85,21078,0.18119,0.24414
179,179,2004,Schleswig-Holstein,Rural regions,Important,0.51817,189,21078,0.45833,0.57366
180,180,2004,Schleswig-Holstein,Rural regions,Less important,0.2662,93,21078,0.23219,0.30635
181,181,2004,Hamburg,Urban regions,Very important,0.1605,46,21078,0.1277,0.20043
182,182,2004,Hamburg,Urban regions,Important,0.55703,157,21078,0.4811,0.64
183,183,2004,Hamburg,Urban regions,Less important,0.28247,74,21078,0.23516,0.33287
184,184,2004,Lower Saxony,Urban regions,Very important,0.15127,162,21078,0.13276,0.17211
185,185,2004,Lower Saxony,Urban regions,Important,0.55331,488,21078,0.51473,0.58366
186,186,2004,Lower Saxony,Urban regions,Less important,0.24577,209,21078,0.22023,0.26774
187,187,2004,Lower Saxony,Urban regions,Unimportant,0.04965,36,21078,0.03786,0.06011
188,188,2004,Lower Saxony,Rural regions,Very important,0.14622,138,21078,0.12447,0.16897
189,189,2004,Lower Saxony,Rural regions,Important,0.51007,522,21078,0.47628,0.54204
190,190,2004,Lower Saxony,Rural regions,Less important,0.28706,280,21078,0.26134,0.31015
191,191,2004,Lower Saxony,Rural regions,Unimportant,0.05664,37,21078,0.04515,0.06707
192,192,2004,Bremen,Urban regions,Very important,0.22908,44,21078,0.16876,0.29374
193,193,2004,Bremen,Urban regions,Important,0.52254,79,21078,0.44282,0.60606
194,194,2004,Bremen,Urban regions,Less important,0.24838,37,21078,0.19771,0.30822
195,195,2004,North Rhine-Westphalia,Urban regions,Very important,0.16588,762,21078,0.15598,0.17654
196,196,2004,North Rhine-Westphalia,Urban regions,Important,0.52492,2332,21078,0.50637,0.53994
197,197,2004,North Rhine-Westphalia,Urban regions,Less important,0.2663,1133,21078,0.25563,0.27657
198,198,2004,North Rhine-Westphalia,Urban regions,Unimportant,0.0429,170,21078,0.03825,0.04698
199,199,2004,North Rhine-Westphalia,Rural regions,Important,1.0,59,21078,0.84535,1.13523
200,200,2004,Hesse,Urban regions,Very important,0.16678,209,21078,0.14827,0.18407
201,201,2004,Hesse,Urban regions,Important,0.49351,573,21078,0.45713,0.52237
202,202,2004,Hesse,Urban regions,Less important,0.27134,327,21078,0.25265,0.29313
203,203,2004,Hesse,Urban regions,Unimportant,0.06837,62,21078,0.05846,0.07913
204,204,2004,Hesse,Rural regions,Very important,0.25048,58,21078,0.2003,0.30153
205,205,2004,Hesse,Rural regions,Important,0.50989,134,21078,0.45062,0.57258
206,206,2004,Hesse,Rural regions,Less important,0.23963,54,21078,0.19847,0.28193
207,207,2004,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.16583,175,21078,0.14563,0.18537
208,208,2004,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.47682,475,21078,0.44138,0.51324
209,209,2004,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.28898,282,21078,0.2683,0.30943
210,210,2004,"Rhineland-Palatinate, Saarland",Urban regions,Unimportant,0.06837,51,21078,0.05746,0.08297
211,211,2004,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.14241,39,21078,0.11645,0.17008
212,212,2004,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.58622,176,21078,0.52212,0.64975
213,213,2004,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.27137,81,21078,0.23482,0.30484
214,214,2004,Baden-Wuerttemberg,Urban regions,Very important,0.15991,391,21078,0.14502,0.17516
215,215,2004,Baden-Wuerttemberg,Urban regions,Important,0.50194,1186,21078,0.47806,0.52432
216,216,2004,Baden-Wuerttemberg,Urban regions,Less important,0.28609,671,21078,0.26931,0.30534
217,217,2004,Baden-Wuerttemberg,Urban regions,Unimportant,0.05205,98,21078,0.0446,0.05963
218,218,2004,Baden-Wuerttemberg,Rural regions,Important,0.67175,116,21078,0.59248,0.7923
219,219,2004,Baden-Wuerttemberg,Rural regions,Less important,0.32825,61,21078,0.26811,0.39006
220,220,2004,Bavaria,Urban regions,Very important,0.15235,222,21078,0.13493,0.17105
221,221,2004,Bavaria,Urban regions,Important,0.52601,807,21078,0.4948,0.55489
222,222,2004,Bavaria,Urban regions,Less important,0.28478,418,21078,0.2632,0.30784
223,223,2004,Bavaria,Urban regions,Unimportant,0.03685,58,21078,0.03046,0.04298
224,224,2004,Bavaria,Rural regions,Very important,0.19238,291,21078,0.17664,0.20855
225,225,2004,Bavaria,Rural regions,Important,0.46812,746,21078,0.43613,0.50057
226,226,2004,Bavaria,Rural regions,Less important,0.27207,407,21078,0.25263,0.29461
227,227,2004,Bavaria,Rural regions,Unimportant,0.06744,78,21078,0.05732,0.07724
228,228,2004,Berlin,Urban regions,Very important,0.24665,187,21078,0.22092,0.27437
229,229,2004,Berlin,Urban regions,Important,0.47583,383,21078,0.44377,0.50969
230,230,2004,Berlin,Urban regions,Less important,0.23309,198,21078,0.21251,0.25285
231,231,2004,Berlin,Urban regions,Unimportant,0.04443,31,21078,0.03644,0.05369
232,232,2004,Brandenburg,Urban regions,Important,1.0,49,21078,0.80592,1.23713
233,233,2004,Brandenburg,Rural regions,Very important,0.16509,142,21078,0.14546,0.18776
234,234,2004,Brandenburg,Rural regions,Important,0.57629,452,21078,0.53725,0.62125
235,235,2004,Brandenburg,Rural regions,Less important,0.25862,202,21078,0.23858,0.28605
236,236,2004,Mecklenburg-Western Pomerania,Urban regions,Important,1.0,43,21078,0.77249,1.23306
237,237,2004,Mecklenburg-Western Pomerania,Rural regions,Very important,0.13486,69,21078,0.11219,0.16105
238,238,2004,Mecklenburg-Western Pomerania,Rural regions,Important,0.60537,262,21078,0.55475,0.65977
239,239,2004,Mecklenburg-Western Pomerania,Rural regions,Less important,0.25977,96,21078,0.22796,0.28672
240,240,2004,Saxony,Urban regions,Very important,0.18218,130,21078,0.15649,0.20284
241,241,2004,Saxony,Urban regions,Important,0.57258,440,21078,0.53074,0.61031
242,242,2004,Saxony,Urban regions,Less important,0.24524,170,21078,0.21951,0.26914
243,243,2004,Saxony,Rural regions,Very important,0.21016,141,21078,0.18695,0.24526
244,244,2004,Saxony,Rural regions,Important,0.61278,488,21078,0.57651,0.65161
245,245,2004,Saxony,Rural regions,Less important,0.17706,134,21078,0.15606,0.19299
246,246,2004,Saxony-Anhalt,Urban regions,Very important,0.19776,35,21078,0.15775,0.25274
247,247,2004,Saxony-Anhalt,Urban regions,Important,0.5195,91,21078,0.45781,0.60194
248,248,2004,Saxony-Anhalt,Urban regions,Less important,0.28275,44,21078,0.23587,0.32999
249,249,2004,Saxony-Anhalt,Rural regions,Very important,0.18502,137,21078,0.16324,0.21754
250,250,2004,Saxony-Anhalt,Rural regions,Important,0.54705,400,21078,0.50635,0.59561
251,251,2004,Saxony-Anhalt,Rural regions,Less important,0.26793,186,21078,0.23701,0.2921
252,252,2004,Thuringa,Urban regions,Very important,0.1711,53,21078,0.13194,0.21352
253,253,2004,Thuringa,Urban regions,Important,0.5779,161,21078,0.50495,0.67026
254,254,2004,Thuringa,Urban regions,Less important,0.25101,62,21078,0.19778,0.31169
255,255,2004,Thuringa,Rural regions,Very important,0.18154,131,21078,0.15292,0.20797
256,256,2004,Thuringa,Rural regions,Important,0.59301,386,21078,0.53779,0.64068
257,257,2004,Thuringa,Rural regions,Less important,0.22545,125,21078,0.19932,0.25009
258,258,2008,Schleswig-Holstein,Urban regions,Important,0.56347,118,18806,0.47042,0.6596
259,259,2008,Schleswig-Holstein,Urban regions,Less important,0.43653,74,18806,0.3654,0.49789
260,260,2008,Schleswig-Holstein,Rural regions,Very important,0.13993,44,18806,0.11088,0.17323
261,261,2008,Schleswig-Holstein,Rural regions,Important,0.57604,174,18806,0.51295,0.64214
262,262,2008,Schleswig-Holstein,Rural regions,Less important,0.28403,94,18806,0.24963,0.32743
263,263,2008,Hamburg,Urban regions,Very important,0.18199,46,18806,0.14081,0.2233
264,264,2008,Hamburg,Urban regions,Important,0.52786,134,18806,0.44568,0.60507
265,265,2008,Hamburg,Urban regions,Less important,0.29015,72,18806,0.25119,0.3331
266,266,2008,Lower Saxony,Urban regions,Very important,0.13604,106,18806,0.11526,0.1591
267,267,2008,Lower Saxony,Urban regions,Important,0.50311,431,18806,0.46189,0.54144
268,268,2008,Lower Saxony,Urban regions,Less important,0.2927,242,18806,0.2659,0.31865
269,269,2008,Lower Saxony,Urban regions,Unimportant,0.06814,45,18806,0.05776,0.08378
270,270,2008,Lower Saxony,Rural regions,Very important,0.14803,120,18806,0.13063,0.17149
271,271,2008,Lower Saxony,Rural regions,Important,0.51568,469,18806,0.47738,0.5563
272,272,2008,Lower Saxony,Rural regions,Less important,0.2901,275,18806,0.26405,0.3197
273,273,2008,Lower Saxony,Rural regions,Unimportant,0.04619,43,18806,0.03749,0.0547
274,274,2008,Bremen,Urban regions,Important,0.69906,71,18806,0.58866,0.83698
275,275,2008,Bremen,Urban regions,Less important,0.30094,33,18806,0.23488,0.38602
276,276,2008,North Rhine-Westphalia,Urban regions,Very important,0.15401,569,18806,0.14372,0.16508
277,277,2008,North Rhine-Westphalia,Urban regions,Important,0.50904,1953,18806,0.48967,0.52879
278,278,2008,North Rhine-Westphalia,Urban regions,Less important,0.27562,1085,18806,0.26073,0.286
279,279,2008,North Rhine-Westphalia,Urban regions,Unimportant,0.06133,198,18806,0.05627,0.06803
280,280,2008,North Rhine-Westphalia,Rural regions,Very important,0.47274,34,18806,0.36497,0.58705
281,281,2008,North Rhine-Westphalia,Rural regions,Important,0.52726,38,18806,0.4274,0.67151
282,282,2008,Hesse,Urban regions,Very important,0.17367,175,18806,0.1543,0.19799
283,283,2008,Hesse,Urban regions,Important,0.47145,509,18806,0.43795,0.50734
284,284,2008,Hesse,Urban regions,Less important,0.2585,314,18806,0.23679,0.28074
285,285,2008,Hesse,Urban regions,Unimportant,0.09637,83,18806,0.08252,0.10732
286,286,2008,Hesse,Rural regions,Very important,0.1719,40,18806,0.14123,0.20223
287,287,2008,Hesse,Rural regions,Important,0.53064,111,18806,0.45351,0.62303
288,288,2008,Hesse,Rural regions,Less important,0.29746,61,18806,0.25537,0.35461
289,289,2008,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.10768,106,18806,0.08929,0.12879
290,290,2008,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.49596,396,18806,0.4515,0.53436
291,291,2008,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.30035,246,18806,0.27294,0.32811
292,292,2008,"Rhineland-Palatinate, Saarland",Urban regions,Unimportant,0.09601,73,18806,0.08165,0.11485
293,293,2008,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.612,149,18806,0.53054,0.68585
294,294,2008,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.388,84,18806,0.33283,0.4586
295,295,2008,Baden-Wuerttemberg,Urban regions,Very important,0.15815,343,18806,0.14301,0.17248
296,296,2008,Baden-Wuerttemberg,Urban regions,Important,0.4796,1038,18806,0.45999,0.50228
297,297,2008,Baden-Wuerttemberg,Urban regions,Less important,0.29293,622,18806,0.2762,0.3123
298,298,2008,Baden-Wuerttemberg,Urban regions,Unimportant,0.06933,127,18806,0.05953,0.07851
299,299,2008,Baden-Wuerttemberg,Rural regions,Important,0.72758,122,18806,0.61016,0.85314
300,300,2008,Baden-Wuerttemberg,Rural regions,Less important,0.27242,53,18806,0.21897,0.33281
