,Unnamed: 0,year,bula_h,sex,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
40,40,1990,Bavaria,female,Very important,0.14859,103,6593,0.13632,0.16272
41,41,1990,Bavaria,female,Important,0.49626,324,6593,0.47361,0.51713
42,42,1990,Bavaria,female,Less important,0.28549,181,6593,0.26819,0.30351
43,43,1990,Bavaria,female,Unimportant,0.06966,38,6593,0.06137,0.07803
44,44,1990,Berlin,male,Important,1.0,59,6593,0.88096,1.11218
45,45,1990,Berlin,female,Important,0.59295,60,6593,0.53529,0.65021
46,46,1990,Berlin,female,Less important,0.40705,32,6593,0.34816,0.47512
47,47,1992,Schleswig-Holstein,male,Important,0.57439,56,10443,0.51149,0.64231
48,48,1992,Schleswig-Holstein,male,Less important,0.42561,31,10443,0.37461,0.47683
49,49,1992,Schleswig-Holstein,female,Very important,0.26034,34,10443,0.22708,0.30269
50,50,1992,Schleswig-Holstein,female,Important,0.41656,47,10443,0.36378,0.45962
51,51,1992,Schleswig-Holstein,female,Less important,0.3231,35,10443,0.28275,0.35964
52,52,1992,Hamburg,female,Important,1.0,39,10443,0.87155,1.14098
53,53,1992,Lower Saxony,male,Very important,0.23752,101,10443,0.21838,0.26286
54,54,1992,Lower Saxony,male,Important,0.52912,202,10443,0.49774,0.57506
55,55,1992,Lower Saxony,male,Less important,0.23337,90,10443,0.21539,0.25076
56,56,1992,Lower Saxony,female,Very important,0.15653,77,10443,0.14332,0.17405
57,57,1992,Lower Saxony,female,Important,0.48805,210,10443,0.45851,0.51686
58,58,1992,Lower Saxony,female,Less important,0.25796,105,10443,0.23433,0.28183
59,59,1992,Lower Saxony,female,Unimportant,0.09745,31,10443,0.08236,0.11086
60,60,1992,North Rhine-Westphalia,male,Very important,0.18818,174,10443,0.17492,0.20226
61,61,1992,North Rhine-Westphalia,male,Important,0.54461,473,10443,0.52053,0.56765
62,62,1992,North Rhine-Westphalia,male,Less important,0.22754,198,10443,0.21416,0.24217
63,63,1992,North Rhine-Westphalia,male,Unimportant,0.03967,34,10443,0.03347,0.04703
64,64,1992,North Rhine-Westphalia,female,Very important,0.1745,182,10443,0.161,0.18984
65,65,1992,North Rhine-Westphalia,female,Important,0.52263,530,10443,0.50239,0.5461
66,66,1992,North Rhine-Westphalia,female,Less important,0.23978,229,10443,0.22376,0.25752
67,67,1992,North Rhine-Westphalia,female,Unimportant,0.06309,54,10443,0.05702,0.07283
68,68,1992,Hesse,male,Very important,0.18535,55,10443,0.16445,0.20952
69,69,1992,Hesse,male,Important,0.59107,167,10443,0.55941,0.62545
70,70,1992,Hesse,male,Less important,0.22358,59,10443,0.19775,0.25201
71,71,1992,Hesse,female,Very important,0.14732,47,10443,0.12323,0.17424
72,72,1992,Hesse,female,Important,0.54831,173,10443,0.5046,0.59114
73,73,1992,Hesse,female,Less important,0.30438,89,10443,0.27345,0.33497
74,74,1992,"Rhineland-Palatinate, Saarland",male,Very important,0.18382,50,10443,0.16549,0.2133
75,75,1992,"Rhineland-Palatinate, Saarland",male,Important,0.56145,134,10443,0.52318,0.6055
76,76,1992,"Rhineland-Palatinate, Saarland",male,Less important,0.25472,57,10443,0.22811,0.28741
77,77,1992,"Rhineland-Palatinate, Saarland",female,Very important,0.18234,54,10443,0.1658,0.2029
78,78,1992,"Rhineland-Palatinate, Saarland",female,Important,0.47912,129,10443,0.44642,0.51527
79,79,1992,"Rhineland-Palatinate, Saarland",female,Less important,0.33853,84,10443,0.30451,0.3675
80,80,1992,Baden-Wuerttemberg,male,Very important,0.21664,109,10443,0.198,0.23467
81,81,1992,Baden-Wuerttemberg,male,Important,0.51573,248,10443,0.48392,0.54657
82,82,1992,Baden-Wuerttemberg,male,Less important,0.26762,133,10443,0.24644,0.29027
83,83,1992,Baden-Wuerttemberg,female,Very important,0.15595,103,10443,0.13879,0.17484
84,84,1992,Baden-Wuerttemberg,female,Important,0.47231,279,10443,0.44221,0.49897
85,85,1992,Baden-Wuerttemberg,female,Less important,0.29264,163,10443,0.26891,0.31642
86,86,1992,Baden-Wuerttemberg,female,Unimportant,0.0791,37,10443,0.06551,0.09377
87,87,1992,Bavaria,male,Very important,0.19988,138,10443,0.17946,0.22082
88,88,1992,Bavaria,male,Important,0.4464,298,10443,0.42172,0.47453
89,89,1992,Bavaria,male,Less important,0.2733,163,10443,0.2541,0.2926
90,90,1992,Bavaria,male,Unimportant,0.08042,42,10443,0.07344,0.08968
91,91,1992,Bavaria,female,Very important,0.16005,114,10443,0.14651,0.17563
92,92,1992,Bavaria,female,Important,0.48082,325,10443,0.45582,0.50552
93,93,1992,Bavaria,female,Less important,0.26229,164,10443,0.24234,0.28741
94,94,1992,Bavaria,female,Unimportant,0.09683,52,10443,0.08639,0.10747
95,95,1992,Berlin,male,Very important,0.24523,54,10443,0.20191,0.29572
96,96,1992,Berlin,male,Important,0.54181,121,10443,0.48837,0.59634
97,97,1992,Berlin,male,Less important,0.21296,47,10443,0.18381,0.25445
98,98,1992,Berlin,female,Very important,0.25259,72,10443,0.22544,0.28794
99,99,1992,Berlin,female,Important,0.48758,124,10443,0.44209,0.5354
100,100,1992,Berlin,female,Less important,0.25983,54,10443,0.22414,0.29492
101,101,1992,Brandenburg,male,Very important,0.24631,80,10443,0.21386,0.28216
102,102,1992,Brandenburg,male,Important,0.55593,169,10443,0.5184,0.60574
103,103,1992,Brandenburg,male,Less important,0.19775,60,10443,0.17773,0.21923
104,104,1992,Brandenburg,female,Very important,0.21749,77,10443,0.19273,0.23725
105,105,1992,Brandenburg,female,Important,0.51142,172,10443,0.46569,0.54808
106,106,1992,Brandenburg,female,Less important,0.27109,78,10443,0.2409,0.30732
107,107,1992,Mecklenburg-Western Pomerania,male,Very important,0.20421,44,10443,0.17857,0.23372
108,108,1992,Mecklenburg-Western Pomerania,male,Important,0.59029,121,10443,0.54067,0.64337
109,109,1992,Mecklenburg-Western Pomerania,male,Less important,0.2055,39,10443,0.17848,0.22872
110,110,1992,Mecklenburg-Western Pomerania,female,Very important,0.2278,48,10443,0.20284,0.25849
111,111,1992,Mecklenburg-Western Pomerania,female,Important,0.53457,114,10443,0.48832,0.59227
112,112,1992,Mecklenburg-Western Pomerania,female,Less important,0.23763,43,10443,0.2067,0.27688
113,113,1992,Saxony,male,Very important,0.21823,119,10443,0.20033,0.23505
114,114,1992,Saxony,male,Important,0.54901,291,10443,0.52232,0.58247
115,115,1992,Saxony,male,Less important,0.23276,107,10443,0.21091,0.25977
116,116,1992,Saxony,female,Very important,0.19,134,10443,0.17733,0.20152
117,117,1992,Saxony,female,Important,0.51701,328,10443,0.48945,0.54184
118,118,1992,Saxony,female,Less important,0.20778,124,10443,0.19109,0.22665
119,119,1992,Saxony,female,Unimportant,0.0852,34,10443,0.07341,0.09697
120,120,1992,Saxony-Anhalt,male,Very important,0.18248,71,10443,0.15921,0.21289
121,121,1992,Saxony-Anhalt,male,Important,0.55917,201,10443,0.51244,0.60733
122,122,1992,Saxony-Anhalt,male,Less important,0.25835,78,10443,0.22463,0.29635
123,123,1992,Saxony-Anhalt,female,Very important,0.16711,70,10443,0.14765,0.18572
124,124,1992,Saxony-Anhalt,female,Important,0.52624,206,10443,0.48325,0.56134
125,125,1992,Saxony-Anhalt,female,Less important,0.30666,100,10443,0.26609,0.33916
126,126,1992,Thuringa,male,Very important,0.25645,87,10443,0.2259,0.29365
127,127,1992,Thuringa,male,Important,0.56203,179,10443,0.51292,0.61008
128,128,1992,Thuringa,male,Less important,0.18152,56,10443,0.16447,0.20225
129,129,1992,Thuringa,female,Very important,0.17314,68,10443,0.14705,0.19712
130,130,1992,Thuringa,female,Important,0.60008,208,10443,0.55084,0.64845
131,131,1992,Thuringa,female,Less important,0.22678,67,10443,0.20352,0.25222
132,132,1995,Schleswig-Holstein,male,Important,0.62322,62,10616,0.52761,0.71394
133,133,1995,Schleswig-Holstein,male,Less important,0.37678,33,10616,0.32034,0.44077
134,134,1995,Schleswig-Holstein,female,Important,0.63129,65,10616,0.56255,0.74244
135,135,1995,Schleswig-Holstein,female,Less important,0.36871,37,10616,0.31089,0.4314
136,136,1995,Hamburg,female,Important,1.0,32,10616,0.79615,1.20686
137,137,1995,Lower Saxony,male,Very important,0.18416,87,10616,0.16248,0.21502
138,138,1995,Lower Saxony,male,Important,0.59283,257,10616,0.55266,0.63025
139,139,1995,Lower Saxony,male,Less important,0.223,86,10616,0.19585,0.2554
140,140,1995,Lower Saxony,female,Very important,0.17979,92,10616,0.16014,0.19714
141,141,1995,Lower Saxony,female,Important,0.569,243,10616,0.52148,0.60681
142,142,1995,Lower Saxony,female,Less important,0.25122,108,10616,0.21854,0.28865
143,143,1995,North Rhine-Westphalia,male,Very important,0.22946,214,10616,0.20989,0.24602
144,144,1995,North Rhine-Westphalia,male,Important,0.54977,505,10616,0.52076,0.57831
145,145,1995,North Rhine-Westphalia,male,Less important,0.22078,193,10616,0.20561,0.23758
146,146,1995,North Rhine-Westphalia,female,Very important,0.18323,214,10616,0.16654,0.20099
147,147,1995,North Rhine-Westphalia,female,Important,0.51154,574,10616,0.48514,0.5385
148,148,1995,North Rhine-Westphalia,female,Less important,0.25159,240,10616,0.23282,0.26972
149,149,1995,North Rhine-Westphalia,female,Unimportant,0.05364,43,10616,0.04471,0.063
150,150,1995,Hesse,male,Very important,0.17256,67,10616,0.15199,0.19333
151,151,1995,Hesse,male,Important,0.54983,169,10616,0.50845,0.58546
152,152,1995,Hesse,male,Less important,0.27761,74,10616,0.24664,0.31003
153,153,1995,Hesse,female,Very important,0.2367,77,10616,0.20427,0.27874
154,154,1995,Hesse,female,Important,0.51875,173,10616,0.46534,0.57105
155,155,1995,Hesse,female,Less important,0.24456,85,10616,0.21532,0.27494
156,156,1995,"Rhineland-Palatinate, Saarland",male,Very important,0.22665,64,10616,0.20184,0.25514
157,157,1995,"Rhineland-Palatinate, Saarland",male,Important,0.51322,150,10616,0.46287,0.56544
158,158,1995,"Rhineland-Palatinate, Saarland",male,Less important,0.26014,68,10616,0.2346,0.28969
159,159,1995,"Rhineland-Palatinate, Saarland",female,Very important,0.2022,65,10616,0.17477,0.23225
160,160,1995,"Rhineland-Palatinate, Saarland",female,Important,0.502,152,10616,0.454,0.55184
161,161,1995,"Rhineland-Palatinate, Saarland",female,Less important,0.29581,85,10616,0.26564,0.33244
162,162,1995,Baden-Wuerttemberg,male,Very important,0.18947,105,10616,0.16387,0.21271
163,163,1995,Baden-Wuerttemberg,male,Important,0.56212,299,10616,0.52391,0.59578
164,164,1995,Baden-Wuerttemberg,male,Less important,0.24841,119,10616,0.22581,0.2746
165,165,1995,Baden-Wuerttemberg,female,Very important,0.16476,115,10616,0.14704,0.18432
166,166,1995,Baden-Wuerttemberg,female,Important,0.4752,313,10616,0.43901,0.51534
167,167,1995,Baden-Wuerttemberg,female,Less important,0.29112,158,10616,0.2612,0.32042
168,168,1995,Baden-Wuerttemberg,female,Unimportant,0.06892,37,10616,0.056,0.08183
169,169,1995,Bavaria,male,Very important,0.16217,125,10616,0.14733,0.18103
170,170,1995,Bavaria,male,Important,0.47688,343,10616,0.44117,0.52058
171,171,1995,Bavaria,male,Less important,0.28239,169,10616,0.25718,0.30379
172,172,1995,Bavaria,male,Unimportant,0.07856,39,10616,0.06569,0.09116
173,173,1995,Bavaria,female,Very important,0.16591,132,10616,0.14744,0.18603
174,174,1995,Bavaria,female,Important,0.47137,352,10616,0.43902,0.49883
175,175,1995,Bavaria,female,Less important,0.27272,177,10616,0.24914,0.29128
176,176,1995,Bavaria,female,Unimportant,0.09,47,10616,0.07701,0.10367
177,177,1995,Berlin,male,Very important,0.26604,55,10616,0.21752,0.31374
178,178,1995,Berlin,male,Important,0.54632,122,10616,0.48797,0.61003
179,179,1995,Berlin,male,Less important,0.18764,47,10616,0.16392,0.21074
180,180,1995,Berlin,female,Very important,0.21939,58,10616,0.18995,0.24528
181,181,1995,Berlin,female,Important,0.54787,132,10616,0.49049,0.60502
182,182,1995,Berlin,female,Less important,0.23274,61,10616,0.20538,0.26919
183,183,1995,Brandenburg,male,Very important,0.20492,66,10616,0.18008,0.22938
184,184,1995,Brandenburg,male,Important,0.58763,165,10616,0.5407,0.63592
185,185,1995,Brandenburg,male,Less important,0.20745,46,10616,0.17922,0.24039
186,186,1995,Brandenburg,female,Very important,0.17096,61,10616,0.15115,0.20012
187,187,1995,Brandenburg,female,Important,0.55681,169,10616,0.51523,0.60335
188,188,1995,Brandenburg,female,Less important,0.27223,67,10616,0.23707,0.30317
189,189,1995,Mecklenburg-Western Pomerania,male,Very important,0.30091,47,10616,0.24847,0.36028
190,190,1995,Mecklenburg-Western Pomerania,male,Important,0.69909,125,10616,0.63341,0.78352
191,191,1995,Mecklenburg-Western Pomerania,female,Very important,0.17467,39,10616,0.14332,0.20962
192,192,1995,Mecklenburg-Western Pomerania,female,Important,0.61846,131,10616,0.56283,0.67405
193,193,1995,Mecklenburg-Western Pomerania,female,Less important,0.20686,37,10616,0.17418,0.24621
194,194,1995,Saxony,male,Very important,0.20179,99,10616,0.18376,0.22207
195,195,1995,Saxony,male,Important,0.58796,307,10616,0.55376,0.62202
196,196,1995,Saxony,male,Less important,0.21025,92,10616,0.18766,0.23951
197,197,1995,Saxony,female,Very important,0.16528,109,10616,0.15078,0.18192
198,198,1995,Saxony,female,Important,0.6168,335,10616,0.57849,0.66041
199,199,1995,Saxony,female,Less important,0.21792,103,10616,0.19167,0.24542
200,200,1995,Saxony-Anhalt,male,Very important,0.25655,75,10616,0.22161,0.29845
201,201,1995,Saxony-Anhalt,male,Important,0.55987,189,10616,0.5154,0.60401
202,202,1995,Saxony-Anhalt,male,Less important,0.18358,46,10616,0.15919,0.21504
203,203,1995,Saxony-Anhalt,female,Very important,0.20136,81,10616,0.17358,0.23295
204,204,1995,Saxony-Anhalt,female,Important,0.59717,208,10616,0.54356,0.65023
205,205,1995,Saxony-Anhalt,female,Less important,0.20148,63,10616,0.17122,0.23418
206,206,1995,Thuringa,male,Very important,0.2002,71,10616,0.1706,0.23231
207,207,1995,Thuringa,male,Important,0.64653,189,10616,0.58633,0.71493
208,208,1995,Thuringa,male,Less important,0.15327,47,10616,0.13112,0.17817
209,209,1995,Thuringa,female,Very important,0.19629,64,10616,0.1674,0.23075
210,210,1995,Thuringa,female,Important,0.57425,200,10616,0.52318,0.62089
211,211,1995,Thuringa,female,Less important,0.22946,66,10616,0.19141,0.27155
212,212,2004,Schleswig-Holstein,male,Very important,0.24226,75,21064,0.20234,0.28034
213,213,2004,Schleswig-Holstein,male,Important,0.53048,155,21064,0.46889,0.59827
214,214,2004,Schleswig-Holstein,male,Less important,0.22726,75,21064,0.17895,0.26632
215,215,2004,Schleswig-Holstein,female,Very important,0.21387,81,21064,0.18006,0.24632
216,216,2004,Schleswig-Holstein,female,Important,0.5011,163,21064,0.44151,0.55548
217,217,2004,Schleswig-Holstein,female,Less important,0.28503,90,21064,0.23913,0.32269
218,218,2004,Hamburg,male,Important,1.0,75,21064,0.82566,1.2071
219,219,2004,Hamburg,female,Important,0.63037,82,21064,0.51816,0.75944
220,220,2004,Hamburg,female,Less important,0.36963,44,21064,0.29259,0.43835
221,221,2004,Lower Saxony,male,Very important,0.14497,145,21064,0.12493,0.17235
222,222,2004,Lower Saxony,male,Important,0.53421,492,21064,0.49315,0.57317
223,223,2004,Lower Saxony,male,Less important,0.26279,231,21064,0.23782,0.28634
224,224,2004,Lower Saxony,male,Unimportant,0.05803,39,21064,0.04586,0.07045
225,225,2004,Lower Saxony,female,Very important,0.15209,155,21064,0.1332,0.16978
226,226,2004,Lower Saxony,female,Important,0.52679,518,21064,0.48952,0.56943
227,227,2004,Lower Saxony,female,Less important,0.27228,258,21064,0.25024,0.30026
228,228,2004,Lower Saxony,female,Unimportant,0.04884,34,21064,0.039,0.05804
229,229,2004,Bremen,male,Important,1.0,39,21064,0.77688,1.25042
230,230,2004,Bremen,female,Important,1.0,40,21064,0.76572,1.21235
231,231,2004,North Rhine-Westphalia,male,Very important,0.17305,388,21064,0.15888,0.18827
232,232,2004,North Rhine-Westphalia,male,Important,0.5553,1194,21064,0.53342,0.57798
233,233,2004,North Rhine-Westphalia,male,Less important,0.23871,520,21064,0.22245,0.2526
234,234,2004,North Rhine-Westphalia,male,Unimportant,0.03294,75,21064,0.02785,0.0372
235,235,2004,North Rhine-Westphalia,female,Very important,0.16239,396,21064,0.15107,0.17729
236,236,2004,North Rhine-Westphalia,female,Important,0.5004,1197,21064,0.48056,0.52139
237,237,2004,North Rhine-Westphalia,female,Less important,0.28726,639,21064,0.26918,0.30282
238,238,2004,North Rhine-Westphalia,female,Unimportant,0.04996,95,21064,0.04302,0.05739
239,239,2004,Hesse,male,Very important,0.18077,132,21064,0.15573,0.20527
240,240,2004,Hesse,male,Important,0.52641,354,21064,0.49008,0.56276
241,241,2004,Hesse,male,Less important,0.24166,167,21064,0.22063,0.27019
242,242,2004,Hesse,male,Unimportant,0.05116,31,21064,0.03841,0.06622
243,243,2004,Hesse,female,Very important,0.18175,135,21064,0.16091,0.20812
244,244,2004,Hesse,female,Important,0.4638,353,21064,0.42162,0.50129
245,245,2004,Hesse,female,Less important,0.28698,214,21064,0.26255,0.31641
246,246,2004,Hesse,female,Unimportant,0.06747,36,21064,0.05622,0.08029
247,247,2004,"Rhineland-Palatinate, Saarland",male,Very important,0.155,99,21064,0.13524,0.18337
248,248,2004,"Rhineland-Palatinate, Saarland",male,Important,0.58482,328,21064,0.53237,0.63597
249,249,2004,"Rhineland-Palatinate, Saarland",male,Less important,0.26018,153,21064,0.23587,0.287
250,250,2004,"Rhineland-Palatinate, Saarland",female,Very important,0.17041,115,21064,0.14937,0.19162
251,251,2004,"Rhineland-Palatinate, Saarland",female,Important,0.44498,323,21064,0.40814,0.47631
252,252,2004,"Rhineland-Palatinate, Saarland",female,Less important,0.31471,210,21064,0.28796,0.34625
253,253,2004,"Rhineland-Palatinate, Saarland",female,Unimportant,0.0699,37,21064,0.05428,0.08521
254,254,2004,Baden-Wuerttemberg,male,Very important,0.17919,225,21064,0.15531,0.20526
255,255,2004,Baden-Wuerttemberg,male,Important,0.50625,647,21064,0.4786,0.53574
256,256,2004,Baden-Wuerttemberg,male,Less important,0.26467,331,21064,0.23933,0.28957
257,257,2004,Baden-Wuerttemberg,male,Unimportant,0.04989,52,21064,0.04041,0.05867
258,258,2004,Baden-Wuerttemberg,female,Very important,0.13952,193,21064,0.12199,0.1585
259,259,2004,Baden-Wuerttemberg,female,Important,0.49928,655,21064,0.4671,0.53412
260,260,2004,Baden-Wuerttemberg,female,Less important,0.29947,401,21064,0.27699,0.32198
261,261,2004,Baden-Wuerttemberg,female,Unimportant,0.06173,68,21064,0.05178,0.07267
262,262,2004,Bavaria,male,Very important,0.17411,246,21064,0.15358,0.19237
263,263,2004,Bavaria,male,Important,0.51227,763,21064,0.47994,0.54627
264,264,2004,Bavaria,male,Less important,0.27397,383,21064,0.25653,0.29601
265,265,2004,Bavaria,male,Unimportant,0.03965,52,21064,0.03263,0.04754
266,266,2004,Bavaria,female,Very important,0.17095,267,21064,0.15617,0.18634
267,267,2004,Bavaria,female,Important,0.48297,790,21064,0.45605,0.51608
268,268,2004,Bavaria,female,Less important,0.28243,442,21064,0.26091,0.30162
269,269,2004,Bavaria,female,Unimportant,0.06365,84,21064,0.05503,0.07294
270,270,2004,Berlin,male,Very important,0.27476,97,21064,0.2227,0.32598
271,271,2004,Berlin,male,Important,0.49987,186,21064,0.44886,0.55009
272,272,2004,Berlin,male,Less important,0.22537,93,21064,0.18834,0.25206
273,273,2004,Berlin,female,Very important,0.24134,90,21064,0.20646,0.28088
274,274,2004,Berlin,female,Important,0.49602,197,21064,0.44701,0.55435
275,275,2004,Berlin,female,Less important,0.26264,105,21064,0.2276,0.29397
276,276,2004,Brandenburg,male,Very important,0.1708,75,21064,0.13888,0.20934
277,277,2004,Brandenburg,male,Important,0.59622,239,21064,0.54308,0.66219
278,278,2004,Brandenburg,male,Less important,0.23297,105,21064,0.20754,0.26467
279,279,2004,Brandenburg,female,Very important,0.15445,79,21064,0.13107,0.1801
280,280,2004,Brandenburg,female,Important,0.58245,262,21064,0.53248,0.63284
281,281,2004,Brandenburg,female,Less important,0.2631,109,21064,0.23441,0.29909
282,282,2004,Mecklenburg-Western Pomerania,male,Very important,0.15174,38,21064,0.11941,0.19626
283,283,2004,Mecklenburg-Western Pomerania,male,Important,0.58166,136,21064,0.51406,0.6575
284,284,2004,Mecklenburg-Western Pomerania,male,Less important,0.26661,57,21064,0.21411,0.30892
285,285,2004,Mecklenburg-Western Pomerania,female,Very important,0.11976,47,21064,0.09855,0.14418
286,286,2004,Mecklenburg-Western Pomerania,female,Important,0.65626,169,21064,0.59319,0.73062
287,287,2004,Mecklenburg-Western Pomerania,female,Less important,0.22398,53,21064,0.18479,0.26639
288,288,2004,Saxony,male,Very important,0.19951,127,21064,0.17121,0.23328
289,289,2004,Saxony,male,Important,0.58733,453,21064,0.54404,0.61831
290,290,2004,Saxony,male,Less important,0.21316,154,21064,0.18763,0.23991
291,291,2004,Saxony,female,Very important,0.18605,144,21064,0.16403,0.20743
292,292,2004,Saxony,female,Important,0.5728,475,21064,0.53465,0.61008
293,293,2004,Saxony,female,Less important,0.19275,150,21064,0.17663,0.21039
294,294,2004,Saxony,female,Unimportant,0.0484,32,21064,0.04052,0.05628
295,295,2004,Saxony-Anhalt,male,Very important,0.19951,84,21064,0.16327,0.24346
296,296,2004,Saxony-Anhalt,male,Important,0.54412,229,21064,0.50809,0.60363
297,297,2004,Saxony-Anhalt,male,Less important,0.25637,104,21064,0.22709,0.29073
298,298,2004,Saxony-Anhalt,female,Very important,0.17672,88,21064,0.14822,0.19975
299,299,2004,Saxony-Anhalt,female,Important,0.54037,262,21064,0.49396,0.5896
300,300,2004,Saxony-Anhalt,female,Less important,0.2829,126,21064,0.24915,0.30711
301,301,2004,Thuringa,male,Very important,0.20274,99,21064,0.17228,0.24198
302,302,2004,Thuringa,male,Important,0.55786,259,21064,0.50406,0.6097
303,303,2004,Thuringa,male,Less important,0.2394,97,21064,0.20449,0.27934
304,304,2004,Thuringa,female,Very important,0.15159,85,21064,0.13033,0.17803
305,305,2004,Thuringa,female,Important,0.62265,288,21064,0.57533,0.67475
306,306,2004,Thuringa,female,Less important,0.22576,90,21064,0.18969,0.25911
307,307,2008,Schleswig-Holstein,male,Important,0.66971,150,18865,0.58648,0.74753
308,308,2008,Schleswig-Holstein,male,Less important,0.33029,73,18865,0.27627,0.37945
309,309,2008,Schleswig-Holstein,female,Very important,0.13961,40,18865,0.11042,0.16668
310,310,2008,Schleswig-Holstein,female,Important,0.51149,142,18865,0.43982,0.57282
311,311,2008,Schleswig-Holstein,female,Less important,0.3489,95,18865,0.29823,0.39977
312,312,2008,Hamburg,male,Important,0.67578,64,18865,0.53355,0.80912
313,313,2008,Hamburg,male,Less important,0.32422,33,18865,0.24658,0.40313
314,314,2008,Hamburg,female,Important,0.61501,70,18865,0.49207,0.74259
315,315,2008,Hamburg,female,Less important,0.38499,39,18865,0.30519,0.47591
316,316,2008,Lower Saxony,male,Very important,0.14883,118,18865,0.12672,0.16907
317,317,2008,Lower Saxony,male,Important,0.5282,437,18865,0.4893,0.56368
318,318,2008,Lower Saxony,male,Less important,0.26696,233,18865,0.23916,0.29785
319,319,2008,Lower Saxony,male,Unimportant,0.056,45,18865,0.04311,0.07026
320,320,2008,Lower Saxony,female,Very important,0.13618,108,18865,0.11895,0.15616
321,321,2008,Lower Saxony,female,Important,0.49214,463,18865,0.45359,0.5256
322,322,2008,Lower Saxony,female,Less important,0.31451,284,18865,0.28462,0.34021
323,323,2008,Lower Saxony,female,Unimportant,0.05718,43,18865,0.04874,0.06673
324,324,2008,Bremen,male,Important,1.0,35,18865,0.74689,1.2512
325,325,2008,Bremen,female,Important,1.0,36,18865,0.77954,1.25311
326,326,2008,North Rhine-Westphalia,male,Very important,0.17103,286,18865,0.15248,0.18834
327,327,2008,North Rhine-Westphalia,male,Important,0.51851,966,18865,0.49388,0.54939
328,328,2008,North Rhine-Westphalia,male,Less important,0.2608,516,18865,0.23988,0.27956
