year,sampreg,sex,plh0106,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,West,female,Important,0.49928,6101,11648,0.49020,0.50836
2012,West,female,Less important,0.27317,3074,11648,0.26508,0.28126
2012,West,female,Unimportant,0.05115,438,11648,0.04714,0.05515
2012,East,male,Very important,0.18724,530,2806,0.17280,0.20168
2012,East,male,Important,0.57697,1639,2806,0.55869,0.59526
2012,East,male,Less important,0.20792,570,2806,0.19290,0.22294
2012,East,male,Unimportant,0.02787,67,2806,0.02178,0.03396
2012,East,female,Very important,0.17694,636,3340,0.16400,0.18989
2012,East,female,Important,0.53133,1839,3340,0.51440,0.54826
2012,East,female,Less important,0.25254,770,3340,0.23780,0.26727
2012,East,female,Unimportant,0.03919,95,3340,0.03261,0.04577
2016,West,male,Very important,0.18223,1559,8774,0.17415,0.19031
2016,West,male,Important,0.53900,4768,8774,0.52857,0.54943
2016,West,male,Less important,0.24878,2204,8774,0.23973,0.25782
2016,West,male,Unimportant,0.02999,243,8774,0.02642,0.03356
2016,West,female,Very important,0.17148,1906,10339,0.16422,0.17875
2016,West,female,Important,0.49489,5272,10339,0.48525,0.50452
2016,West,female,Less important,0.29254,2828,10339,0.28377,0.30131
2016,West,female,Unimportant,0.04110,333,10339,0.03727,0.04492
2016,East,male,Very important,0.16951,402,2271,0.15408,0.18495
2016,East,male,Important,0.57245,1283,2271,0.55210,0.59281
2016,East,male,Less important,0.23233,522,2271,0.21496,0.24970
2016,East,male,Unimportant,0.02571,64,2271,0.01920,0.03222
2016,East,female,Very important,0.17330,480,2741,0.15913,0.18748
2016,East,female,Important,0.52953,1468,2741,0.51084,0.54822
2016,East,female,Less important,0.26710,712,2741,0.25054,0.28367
2016,East,female,Unimportant,0.03006,81,2741,0.02367,0.03646
2021,West,male,Very important,0.16948,1184,6361,0.16025,0.17870
2021,West,male,Important,0.53857,3384,6361,0.52632,0.55082
2021,West,male,Less important,0.26152,1639,6361,0.25072,0.27232
2021,West,male,Unimportant,0.03044,154,6361,0.02622,0.03466
2021,West,female,Very important,0.16835,1337,7109,0.15965,0.17705
2021,West,female,Important,0.51329,3678,7109,0.50167,0.52491
2021,West,female,Less important,0.27827,1885,7109,0.26785,0.28869
2021,West,female,Unimportant,0.04009,209,7109,0.03553,0.04465
2021,East,male,Very important,0.17390,311,1660,0.15566,0.19214
2021,East,male,Important,0.56590,912,1660,0.54205,0.58975
2021,East,male,Less important,0.23391,397,1660,0.21354,0.25428
2021,East,male,Unimportant,0.02629,40,1660,0.01859,0.03399
2021,East,female,Very important,0.16445,315,1921,0.14787,0.18103
2021,East,female,Important,0.53893,1032,1921,0.51664,0.56123
2021,East,female,Less important,0.27025,524,1921,0.25038,0.29011
2021,East,female,Unimportant,0.02637,50,1921,0.01920,0.03354
