,Unnamed: 0,year,migback,quintil_oecd,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
66,66,1995,No migration background,4th Quintile,Important,0.52713,1173,10865,0.50722,0.54664
67,67,1995,No migration background,4th Quintile,Less important,0.23521,454,10865,0.22186,0.25384
68,68,1995,No migration background,4th Quintile,Unimportant,0.04944,77,10865,0.04359,0.0561
69,69,1995,No migration background,5th Quintile,Very important,0.19585,452,10865,0.18356,0.20793
70,70,1995,No migration background,5th Quintile,Important,0.49916,1103,10865,0.48293,0.51813
71,71,1995,No migration background,5th Quintile,Less important,0.25188,484,10865,0.23953,0.26461
72,72,1995,No migration background,5th Quintile,Unimportant,0.05312,84,10865,0.04658,0.05972
73,73,1995,Direct migration background,1st Quintile,Very important,0.22735,69,10865,0.19932,0.25853
74,74,1995,Direct migration background,1st Quintile,Important,0.54983,163,10865,0.49248,0.60382
75,75,1995,Direct migration background,1st Quintile,Less important,0.22282,68,10865,0.18734,0.25637
76,76,1995,Direct migration background,2nd Quintile,Very important,0.19666,51,10865,0.15315,0.24364
77,77,1995,Direct migration background,2nd Quintile,Important,0.53105,127,10865,0.47695,0.59828
78,78,1995,Direct migration background,2nd Quintile,Less important,0.27229,66,10865,0.23718,0.30722
79,79,1995,Direct migration background,3rd Quintile,Very important,0.23646,43,10865,0.19298,0.29657
80,80,1995,Direct migration background,3rd Quintile,Important,0.55199,119,10865,0.48253,0.63147
81,81,1995,Direct migration background,3rd Quintile,Less important,0.21155,37,10865,0.1693,0.25838
82,82,1995,Direct migration background,4th Quintile,Very important,0.24432,39,10865,0.19899,0.29995
83,83,1995,Direct migration background,4th Quintile,Important,0.75568,96,10865,0.67056,0.85798
84,84,1995,Direct migration background,5th Quintile,Important,0.63357,77,10865,0.532,0.74084
85,85,1995,Direct migration background,5th Quintile,Less important,0.36643,39,10865,0.27144,0.46116
86,86,2004,No migration background,1st Quintile,Very important,0.18243,445,21258,0.16848,0.19673
87,87,2004,No migration background,1st Quintile,Important,0.51082,1228,21258,0.4936,0.53291
88,88,2004,No migration background,1st Quintile,Less important,0.24607,542,21258,0.23237,0.25732
89,89,2004,No migration background,1st Quintile,Unimportant,0.06068,125,21258,0.05535,0.06574
90,90,2004,No migration background,2nd Quintile,Very important,0.15328,479,21258,0.14205,0.16307
91,91,2004,No migration background,2nd Quintile,Important,0.51318,1581,21258,0.49535,0.53136
92,92,2004,No migration background,2nd Quintile,Less important,0.27943,799,21258,0.26663,0.29208
93,93,2004,No migration background,2nd Quintile,Unimportant,0.05411,137,21258,0.04959,0.05955
94,94,2004,No migration background,3rd Quintile,Very important,0.15411,531,21258,0.14377,0.16459
95,95,2004,No migration background,3rd Quintile,Important,0.51219,1743,21258,0.49716,0.53003
96,96,2004,No migration background,3rd Quintile,Less important,0.27761,888,21258,0.26504,0.28972
97,97,2004,No migration background,3rd Quintile,Unimportant,0.05609,138,21258,0.05063,0.06133
98,98,2004,No migration background,4th Quintile,Very important,0.15713,631,21258,0.14639,0.16745
99,99,2004,No migration background,4th Quintile,Important,0.53931,2083,21258,0.51929,0.55746
100,100,2004,No migration background,4th Quintile,Less important,0.26023,972,21258,0.24732,0.27289
101,101,2004,No migration background,4th Quintile,Unimportant,0.04334,121,21258,0.03902,0.04764
102,102,2004,No migration background,5th Quintile,Very important,0.17673,1049,21258,0.16455,0.18932
103,103,2004,No migration background,5th Quintile,Important,0.52291,3008,21258,0.50307,0.54424
104,104,2004,No migration background,5th Quintile,Less important,0.26846,1472,21258,0.25767,0.28026
105,105,2004,No migration background,5th Quintile,Unimportant,0.03191,154,21258,0.02817,0.03751
106,106,2004,Direct migration background,1st Quintile,Very important,0.13993,89,21258,0.12237,0.15735
107,107,2004,Direct migration background,1st Quintile,Important,0.48393,357,21258,0.44696,0.52049
108,108,2004,Direct migration background,1st Quintile,Less important,0.29832,218,21258,0.26069,0.32773
109,109,2004,Direct migration background,1st Quintile,Unimportant,0.07783,62,21258,0.06159,0.09323
110,110,2004,Direct migration background,2nd Quintile,Very important,0.1857,98,21258,0.15887,0.21542
111,111,2004,Direct migration background,2nd Quintile,Important,0.53405,327,21258,0.49087,0.57764
112,112,2004,Direct migration background,2nd Quintile,Less important,0.23696,161,21258,0.20843,0.26264
113,113,2004,Direct migration background,2nd Quintile,Unimportant,0.04329,36,21258,0.03219,0.05952
114,114,2004,Direct migration background,3rd Quintile,Very important,0.16758,66,21258,0.14105,0.20449
115,115,2004,Direct migration background,3rd Quintile,Important,0.58309,236,21258,0.53297,0.65312
116,116,2004,Direct migration background,3rd Quintile,Less important,0.24933,109,21258,0.21822,0.29005
117,117,2004,Direct migration background,4th Quintile,Very important,0.18945,68,21258,0.15746,0.22497
118,118,2004,Direct migration background,4th Quintile,Important,0.55968,194,21258,0.49073,0.62969
119,119,2004,Direct migration background,4th Quintile,Less important,0.25087,96,21258,0.20271,0.29975
120,120,2004,Direct migration background,5th Quintile,Very important,0.23622,65,21258,0.17766,0.30145
121,121,2004,Direct migration background,5th Quintile,Important,0.44925,166,21258,0.38529,0.51357
122,122,2004,Direct migration background,5th Quintile,Less important,0.31453,112,21258,0.2503,0.36824
123,123,2004,Indirect migration background,1st Quintile,Very important,0.41247,55,21258,0.32838,0.49464
124,124,2004,Indirect migration background,1st Quintile,Important,0.58753,93,21258,0.50352,0.69595
125,125,2004,Indirect migration background,2nd Quintile,Very important,0.38794,49,21258,0.29557,0.48407
126,126,2004,Indirect migration background,2nd Quintile,Important,0.61206,87,21258,0.47494,0.73458
127,127,2004,Indirect migration background,3rd Quintile,Very important,0.46871,62,21258,0.37636,0.5702
128,128,2004,Indirect migration background,3rd Quintile,Important,0.53129,83,21258,0.43608,0.65924
129,129,2004,Indirect migration background,4th Quintile,Very important,0.44738,55,21258,0.32811,0.5867
130,130,2004,Indirect migration background,4th Quintile,Important,0.55262,65,21258,0.43008,0.6921
131,131,2004,Indirect migration background,5th Quintile,Very important,0.45398,53,21258,0.34431,0.56511
132,132,2004,Indirect migration background,5th Quintile,Important,0.54602,70,21258,0.43007,0.67239
133,133,2008,No migration background,1st Quintile,Very important,0.15183,348,19020,0.13909,0.16789
134,134,2008,No migration background,1st Quintile,Important,0.4854,1101,19020,0.46115,0.51006
135,135,2008,No migration background,1st Quintile,Less important,0.26763,585,19020,0.25223,0.28207
136,136,2008,No migration background,1st Quintile,Unimportant,0.09514,189,19020,0.08725,0.10178
137,137,2008,No migration background,2nd Quintile,Very important,0.12937,357,19020,0.11838,0.14102
138,138,2008,No migration background,2nd Quintile,Important,0.49145,1376,19020,0.47117,0.50946
139,139,2008,No migration background,2nd Quintile,Less important,0.30044,850,19020,0.28574,0.31666
140,140,2008,No migration background,2nd Quintile,Unimportant,0.07874,184,19020,0.07116,0.08578
141,141,2008,No migration background,3rd Quintile,Very important,0.13714,444,19020,0.12597,0.14985
142,142,2008,No migration background,3rd Quintile,Important,0.50844,1695,19020,0.48675,0.52994
143,143,2008,No migration background,3rd Quintile,Less important,0.28554,902,19020,0.27121,0.29949
144,144,2008,No migration background,3rd Quintile,Unimportant,0.06889,177,19020,0.06306,0.07532
145,145,2008,No migration background,4th Quintile,Very important,0.143,505,19020,0.1325,0.15678
146,146,2008,No migration background,4th Quintile,Important,0.50938,1787,19020,0.49066,0.52914
147,147,2008,No migration background,4th Quintile,Less important,0.30238,1066,19020,0.28803,0.31708
148,148,2008,No migration background,4th Quintile,Unimportant,0.04525,136,19020,0.04015,0.05023
149,149,2008,No migration background,5th Quintile,Very important,0.14233,723,19020,0.13072,0.15219
150,150,2008,No migration background,5th Quintile,Important,0.52225,2567,19020,0.49734,0.54619
151,151,2008,No migration background,5th Quintile,Less important,0.29654,1372,19020,0.27913,0.31184
152,152,2008,No migration background,5th Quintile,Unimportant,0.03888,168,19020,0.0343,0.04373
153,153,2008,Direct migration background,1st Quintile,Very important,0.19234,102,19020,0.16759,0.21622
154,154,2008,Direct migration background,1st Quintile,Important,0.44943,236,19020,0.40853,0.4922
155,155,2008,Direct migration background,1st Quintile,Less important,0.2353,152,19020,0.20402,0.26168
156,156,2008,Direct migration background,1st Quintile,Unimportant,0.12293,76,19020,0.10568,0.14312
157,157,2008,Direct migration background,2nd Quintile,Very important,0.12344,54,19020,0.09637,0.14788
158,158,2008,Direct migration background,2nd Quintile,Important,0.52764,224,19020,0.47339,0.58843
159,159,2008,Direct migration background,2nd Quintile,Less important,0.25895,111,19020,0.21574,0.30324
160,160,2008,Direct migration background,2nd Quintile,Unimportant,0.08997,31,19020,0.06976,0.11124
161,161,2008,Direct migration background,3rd Quintile,Very important,0.16271,51,19020,0.12961,0.19754
162,162,2008,Direct migration background,3rd Quintile,Important,0.56748,192,19020,0.5101,0.6358
163,163,2008,Direct migration background,3rd Quintile,Less important,0.26981,106,19020,0.2334,0.31295
164,164,2008,Direct migration background,4th Quintile,Very important,0.22075,54,19020,0.16732,0.27607
165,165,2008,Direct migration background,4th Quintile,Important,0.56855,155,19020,0.48914,0.64938
166,166,2008,Direct migration background,4th Quintile,Less important,0.2107,65,19020,0.1695,0.2659
167,167,2008,Direct migration background,5th Quintile,Very important,0.18865,41,19020,0.14341,0.2382
168,168,2008,Direct migration background,5th Quintile,Important,0.55562,128,19020,0.46078,0.64088
169,169,2008,Direct migration background,5th Quintile,Less important,0.25573,67,19020,0.20411,0.32267
170,170,2008,Indirect migration background,1st Quintile,Very important,0.48084,69,19020,0.38508,0.5849
171,171,2008,Indirect migration background,1st Quintile,Important,0.51916,89,19020,0.43612,0.60733
172,172,2008,Indirect migration background,2nd Quintile,Very important,0.32485,36,19020,0.21819,0.40777
173,173,2008,Indirect migration background,2nd Quintile,Important,0.67515,87,19020,0.55169,0.82453
174,174,2008,Indirect migration background,3rd Quintile,Very important,0.3528,48,19020,0.26824,0.45479
175,175,2008,Indirect migration background,3rd Quintile,Important,0.6472,83,19020,0.49152,0.78951
176,176,2008,Indirect migration background,4th Quintile,Very important,0.43216,45,19020,0.30703,0.57792
177,177,2008,Indirect migration background,4th Quintile,Important,0.56784,69,19020,0.43657,0.71341
178,178,2008,Indirect migration background,5th Quintile,Very important,0.37709,43,19020,0.27754,0.49628
179,179,2008,Indirect migration background,5th Quintile,Important,0.62291,74,19020,0.4987,0.77274
180,180,2012,No migration background,1st Quintile,Very important,0.18424,805,24957,0.16843,0.20001
181,181,2012,No migration background,1st Quintile,Important,0.49636,2110,24957,0.46999,0.52261
182,182,2012,No migration background,1st Quintile,Less important,0.26222,911,24957,0.24101,0.2788
183,183,2012,No migration background,1st Quintile,Unimportant,0.05718,157,24957,0.04897,0.06528
184,184,2012,No migration background,2nd Quintile,Very important,0.14828,627,24957,0.13536,0.16173
185,185,2012,No migration background,2nd Quintile,Important,0.52105,2173,24957,0.49128,0.54459
186,186,2012,No migration background,2nd Quintile,Less important,0.27234,992,24957,0.25558,0.29491
187,187,2012,No migration background,2nd Quintile,Unimportant,0.05833,161,24957,0.05165,0.06526
188,188,2012,No migration background,3rd Quintile,Very important,0.16104,672,24957,0.14799,0.17333
189,189,2012,No migration background,3rd Quintile,Important,0.52777,2248,24957,0.50644,0.55531
190,190,2012,No migration background,3rd Quintile,Less important,0.27979,1139,24957,0.26489,0.2984
191,191,2012,No migration background,3rd Quintile,Unimportant,0.0314,109,24957,0.02714,0.03576
192,192,2012,No migration background,4th Quintile,Very important,0.16318,691,24957,0.15041,0.17401
193,193,2012,No migration background,4th Quintile,Important,0.5234,2331,24957,0.4994,0.54298
194,194,2012,No migration background,4th Quintile,Less important,0.27388,1118,24957,0.25753,0.28756
195,195,2012,No migration background,4th Quintile,Unimportant,0.03954,126,24957,0.03418,0.04491
196,196,2012,No migration background,5th Quintile,Very important,0.17603,834,24957,0.16392,0.1868
197,197,2012,No migration background,5th Quintile,Important,0.53633,2541,24957,0.51368,0.56163
198,198,2012,No migration background,5th Quintile,Less important,0.26311,1264,24957,0.24635,0.27844
199,199,2012,No migration background,5th Quintile,Unimportant,0.02453,122,24957,0.02051,0.0291
200,200,2012,Direct migration background,1st Quintile,Very important,0.16585,229,24957,0.1462,0.19496
201,201,2012,Direct migration background,1st Quintile,Important,0.47795,523,24957,0.42441,0.54331
202,202,2012,Direct migration background,1st Quintile,Less important,0.26331,221,24957,0.21948,0.30337
203,203,2012,Direct migration background,1st Quintile,Unimportant,0.09289,61,24957,0.07049,0.11423
204,204,2012,Direct migration background,2nd Quintile,Very important,0.20842,140,24957,0.16792,0.25226
205,205,2012,Direct migration background,2nd Quintile,Important,0.55935,375,24957,0.49614,0.62029
206,206,2012,Direct migration background,2nd Quintile,Less important,0.23224,138,24957,0.19643,0.27037
207,207,2012,Direct migration background,3rd Quintile,Very important,0.25768,92,24957,0.19819,0.32343
208,208,2012,Direct migration background,3rd Quintile,Important,0.54173,244,24957,0.4686,0.6137
209,209,2012,Direct migration background,3rd Quintile,Less important,0.20059,87,24957,0.16089,0.24231
210,210,2012,Direct migration background,4th Quintile,Very important,0.19756,71,24957,0.156,0.24326
211,211,2012,Direct migration background,4th Quintile,Important,0.55333,183,24957,0.46174,0.65603
212,212,2012,Direct migration background,4th Quintile,Less important,0.24911,74,24957,0.18917,0.31292
213,213,2012,Direct migration background,5th Quintile,Very important,0.21585,69,24957,0.15889,0.26805
214,214,2012,Direct migration background,5th Quintile,Important,0.54903,158,24957,0.47507,0.63333
215,215,2012,Direct migration background,5th Quintile,Less important,0.23512,55,24957,0.16967,0.29619
216,216,2012,Indirect migration background,1st Quintile,Very important,0.4453,118,24957,0.3324,0.58748
217,217,2012,Indirect migration background,1st Quintile,Important,0.40722,164,24957,0.32592,0.49913
218,218,2012,Indirect migration background,1st Quintile,Less important,0.14748,40,24957,0.10857,0.19552
219,219,2012,Indirect migration background,2nd Quintile,Very important,0.30121,82,24957,0.22017,0.39821
220,220,2012,Indirect migration background,2nd Quintile,Important,0.58664,147,24957,0.48786,0.68214
221,221,2012,Indirect migration background,2nd Quintile,Less important,0.11215,31,24957,0.06882,0.17069
222,222,2012,Indirect migration background,3rd Quintile,Very important,0.20095,46,24957,0.15203,0.24847
223,223,2012,Indirect migration background,3rd Quintile,Important,0.61401,106,24957,0.49838,0.78353
224,224,2012,Indirect migration background,3rd Quintile,Less important,0.18504,39,24957,0.10327,0.2865
225,225,2012,Indirect migration background,4th Quintile,Very important,0.45765,55,24957,0.3107,0.59433
226,226,2012,Indirect migration background,4th Quintile,Important,0.40854,72,24957,0.29466,0.54059
227,227,2012,Indirect migration background,4th Quintile,Less important,0.13381,32,24957,0.08722,0.20321
228,228,2012,Indirect migration background,5th Quintile,Very important,0.2666,46,24957,0.15849,0.37379
229,229,2012,Indirect migration background,5th Quintile,Important,0.48935,92,24957,0.39518,0.60264
230,230,2012,Indirect migration background,5th Quintile,Less important,0.24404,36,24957,0.15223,0.35895
231,231,2016,No migration background,1st Quintile,Very important,0.19492,520,24076,0.17624,0.22016
232,232,2016,No migration background,1st Quintile,Important,0.4834,1450,24076,0.45414,0.51126
233,233,2016,No migration background,1st Quintile,Less important,0.27672,720,24076,0.25664,0.29863
234,234,2016,No migration background,1st Quintile,Unimportant,0.04497,103,24076,0.03849,0.05142
235,235,2016,No migration background,2nd Quintile,Very important,0.13818,494,24076,0.12105,0.15168
236,236,2016,No migration background,2nd Quintile,Important,0.51261,1777,24076,0.48994,0.53837
237,237,2016,No migration background,2nd Quintile,Less important,0.30654,1067,24076,0.28732,0.32456
238,238,2016,No migration background,2nd Quintile,Unimportant,0.04266,131,24076,0.03672,0.05104
239,239,2016,No migration background,3rd Quintile,Very important,0.14231,502,24076,0.12701,0.15669
240,240,2016,No migration background,3rd Quintile,Important,0.51899,1867,24076,0.49592,0.54632
241,241,2016,No migration background,3rd Quintile,Less important,0.29691,1069,24076,0.27929,0.31808
242,242,2016,No migration background,3rd Quintile,Unimportant,0.04179,135,24076,0.03567,0.04916
243,243,2016,No migration background,4th Quintile,Very important,0.15233,553,24076,0.13945,0.16667
244,244,2016,No migration background,4th Quintile,Important,0.53103,1989,24076,0.5057,0.5578
245,245,2016,No migration background,4th Quintile,Less important,0.28559,1116,24076,0.27031,0.30157
246,246,2016,No migration background,4th Quintile,Unimportant,0.03105,96,24076,0.02634,0.03589
247,247,2016,No migration background,5th Quintile,Very important,0.16301,642,24076,0.1467,0.18
248,248,2016,No migration background,5th Quintile,Important,0.53243,2183,24076,0.50812,0.55582
249,249,2016,No migration background,5th Quintile,Less important,0.28106,1201,24076,0.26358,0.29926
250,250,2016,No migration background,5th Quintile,Unimportant,0.02351,111,24076,0.01975,0.02707
251,251,2016,Direct migration background,1st Quintile,Very important,0.20272,392,24076,0.17599,0.23614
252,252,2016,Direct migration background,1st Quintile,Important,0.52372,960,24076,0.4829,0.56785
253,253,2016,Direct migration background,1st Quintile,Less important,0.21673,339,24076,0.18448,0.25151
254,254,2016,Direct migration background,1st Quintile,Unimportant,0.05683,63,24076,0.04009,0.07722
255,255,2016,Direct migration background,2nd Quintile,Very important,0.23166,284,24076,0.19393,0.27304
256,256,2016,Direct migration background,2nd Quintile,Important,0.52725,741,24076,0.47498,0.59214
257,257,2016,Direct migration background,2nd Quintile,Less important,0.19633,215,24076,0.16024,0.22842
258,258,2016,Direct migration background,2nd Quintile,Unimportant,0.04477,38,24076,0.03203,0.06019
259,259,2016,Direct migration background,3rd Quintile,Very important,0.20249,184,24076,0.16514,0.23977
260,260,2016,Direct migration background,3rd Quintile,Important,0.59424,443,24076,0.51676,0.68331
261,261,2016,Direct migration background,3rd Quintile,Less important,0.20326,147,24076,0.16463,0.24678
262,262,2016,Direct migration background,4th Quintile,Very important,0.25167,159,24076,0.19623,0.30734
263,263,2016,Direct migration background,4th Quintile,Important,0.62367,346,24076,0.5408,0.71893
264,264,2016,Direct migration background,4th Quintile,Less important,0.12466,93,24076,0.09242,0.1535
265,265,2016,Direct migration background,5th Quintile,Very important,0.24775,137,24076,0.19125,0.29467
266,266,2016,Direct migration background,5th Quintile,Important,0.54381,266,24076,0.46269,0.63495
267,267,2016,Direct migration background,5th Quintile,Less important,0.20844,72,24076,0.15633,0.2649
268,268,2016,Indirect migration background,1st Quintile,Very important,0.37923,142,24076,0.31295,0.45889
269,269,2016,Indirect migration background,1st Quintile,Important,0.48779,209,24076,0.4128,0.57373
270,270,2016,Indirect migration background,1st Quintile,Less important,0.13298,62,24076,0.09185,0.18658
271,271,2016,Indirect migration background,2nd Quintile,Very important,0.34783,140,24076,0.2905,0.42215
272,272,2016,Indirect migration background,2nd Quintile,Important,0.55606,197,24076,0.4453,0.69227
273,273,2016,Indirect migration background,2nd Quintile,Less important,0.09611,33,24076,0.058,0.13451
274,274,2016,Indirect migration background,3rd Quintile,Very important,0.20208,73,24076,0.15583,0.258
275,275,2016,Indirect migration background,3rd Quintile,Important,0.61163,151,24076,0.47443,0.73497
276,276,2016,Indirect migration background,3rd Quintile,Less important,0.18629,46,24076,0.13055,0.25852
277,277,2016,Indirect migration background,4th Quintile,Very important,0.32525,65,24076,0.24902,0.41474
278,278,2016,Indirect migration background,4th Quintile,Important,0.54035,121,24076,0.43073,0.66087
279,279,2016,Indirect migration background,4th Quintile,Less important,0.1344,37,24076,0.09346,0.1738
280,280,2016,Indirect migration background,5th Quintile,Very important,0.38917,58,24076,0.27487,0.5411
281,281,2016,Indirect migration background,5th Quintile,Important,0.40101,90,24076,0.31036,0.50111
282,282,2016,Indirect migration background,5th Quintile,Less important,0.20981,47,24076,0.15278,0.28719
283,283,2021,No migration background,1st Quintile,Very important,0.17607,331,16847,0.15398,0.19983
284,284,2021,No migration background,1st Quintile,Important,0.52565,1013,16847,0.48495,0.56216
285,285,2021,No migration background,1st Quintile,Less important,0.25175,494,16847,0.22798,0.27629
286,286,2021,No migration background,1st Quintile,Unimportant,0.04653,76,16847,0.03815,0.056
287,287,2021,No migration background,2nd Quintile,Very important,0.1464,377,16847,0.12598,0.16494
288,288,2021,No migration background,2nd Quintile,Important,0.52024,1298,16847,0.48673,0.54404
289,289,2021,No migration background,2nd Quintile,Less important,0.28897,721,16847,0.26267,0.31581
290,290,2021,No migration background,2nd Quintile,Unimportant,0.0444,74,16847,0.03518,0.05458
291,291,2021,No migration background,3rd Quintile,Very important,0.14275,357,16847,0.12675,0.16176
292,292,2021,No migration background,3rd Quintile,Important,0.50492,1229,16847,0.4734,0.54357
293,293,2021,No migration background,3rd Quintile,Less important,0.31973,732,16847,0.29681,0.34685
294,294,2021,No migration background,3rd Quintile,Unimportant,0.03261,58,16847,0.0244,0.04167
295,295,2021,No migration background,4th Quintile,Very important,0.16008,429,16847,0.14336,0.17718
296,296,2021,No migration background,4th Quintile,Important,0.51735,1390,16847,0.48219,0.5552
297,297,2021,No migration background,4th Quintile,Less important,0.28766,794,16847,0.26407,0.31316
298,298,2021,No migration background,4th Quintile,Unimportant,0.03491,76,16847,0.02795,0.04278
299,299,2021,No migration background,5th Quintile,Very important,0.15554,616,16847,0.1395,0.17242
300,300,2021,No migration background,5th Quintile,Important,0.53186,1927,16847,0.49467,0.56041
301,301,2021,No migration background,5th Quintile,Less important,0.28916,1052,16847,0.26176,0.31499
302,302,2021,No migration background,5th Quintile,Unimportant,0.02344,94,16847,0.01881,0.02769
303,303,2021,Direct migration background,1st Quintile,Very important,0.18863,235,16847,0.14647,0.23417
304,304,2021,Direct migration background,1st Quintile,Important,0.56718,537,16847,0.48356,0.64497
305,305,2021,Direct migration background,1st Quintile,Less important,0.24419,183,16847,0.19009,0.30959
306,306,2021,Direct migration background,2nd Quintile,Very important,0.17443,177,16847,0.13016,0.22442
307,307,2021,Direct migration background,2nd Quintile,Important,0.65987,378,16847,0.53234,0.78607
308,308,2021,Direct migration background,2nd Quintile,Less important,0.1657,105,16847,0.10996,0.23663
309,309,2021,Direct migration background,3rd Quintile,Very important,0.25202,120,16847,0.19102,0.33193
310,310,2021,Direct migration background,3rd Quintile,Important,0.54361,243,16847,0.42829,0.6676
