"plh0106","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"4 Ganz unwichtig","1990","66 +","Laendlicher Raum","40","0.157777281186434","0.11285895748029","0.202695604892578"
"1 Sehr wichtig","1991","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1991","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1991","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1991","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1991","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1991","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1991","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","17-34","Staedtischer Raum","700","0.298920191300126","0.280247905760044","0.317592476840209"
"1 Sehr wichtig","1992","17-34","Laendlicher Raum","468","0.28899951658399","0.266454743454453","0.311544289713527"
"1 Sehr wichtig","1992","35-65","Staedtischer Raum","555","0.158750420454346","0.146403022974003","0.17109781793469"
"1 Sehr wichtig","1992","35-65","Laendlicher Raum","383","0.171941159372016","0.156083503649534","0.187798815094499"
"1 Sehr wichtig","1992","66 +","Staedtischer Raum","50","0.0520559876509437","0.037192143730889","0.0669198315709985"
"1 Sehr wichtig","1992","66 +","Laendlicher Raum","31","0.0641319337993978","0.0425281860059602","0.0857356815928353"
"2 Wichtig","1992","17-34","Staedtischer Raum","1281","","",""
"2 Wichtig","1992","17-34","Laendlicher Raum","846","0.536982722432265","0.512183325611919","0.56178211925261"
"2 Wichtig","1992","35-65","Staedtischer Raum","1747","","",""
"2 Wichtig","1992","35-65","Laendlicher Raum","1165","","",""
"2 Wichtig","1992","66 +","Staedtischer Raum","318","0.372518309873649","0.340167974460161","0.404868645287136"
"2 Wichtig","1992","66 +","Laendlicher Raum","185","","",""
"3 Weniger wichtig","1992","17-34","Staedtischer Raum","303","0.118664597064085","0.105473913045994","0.131855281082175"
"3 Weniger wichtig","1992","17-34","Laendlicher Raum","226","","",""
"3 Weniger wichtig","1992","35-65","Staedtischer Raum","903","0.275671481380984","0.260573486661155","0.290769476100813"
"3 Weniger wichtig","1992","35-65","Laendlicher Raum","549","0.277895906468731","0.259069846463767","0.296721966473694"
"3 Weniger wichtig","1992","66 +","Staedtischer Raum","318","0.367116754103647","0.334863885375472","0.399369622831823"
"3 Weniger wichtig","1992","66 +","Laendlicher Raum","183","","",""
"4 Ganz unwichtig","1992","17-34","Staedtischer Raum","25","","",""
"4 Ganz unwichtig","1992","17-34","Laendlicher Raum","13","","",""
"4 Ganz unwichtig","1992","35-65","Staedtischer Raum","160","","",""
"4 Ganz unwichtig","1992","35-65","Laendlicher Raum","78","0.0482438710567241","0.0392384841720762","0.057249257941372"
"4 Ganz unwichtig","1992","66 +","Staedtischer Raum","172","","",""
"4 Ganz unwichtig","1992","66 +","Laendlicher Raum","95","0.202857755384479","0.167396971068857","0.238318539700101"
"1 Sehr wichtig","1993","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1993","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1993","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1993","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1993","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1993","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1993","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1994","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1994","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1994","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1994","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1994","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1994","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1995","17-34","Staedtischer Raum","764","0.317221658495289","0.298732843025545","0.335710473965032"
"1 Sehr wichtig","1995","17-34","Laendlicher Raum","471","0.295479910407773","0.272595525562822","0.318364295252723"
"1 Sehr wichtig","1995","35-65","Staedtischer Raum","588","0.168202388043951","0.155774899188998","0.180629876898905"
"1 Sehr wichtig","1995","35-65","Laendlicher Raum","365","0.15553044981184","0.140582355356034","0.170478544267646"
"1 Sehr wichtig","1995","66 +","Staedtischer Raum","58","0.0685314761445801","0.0522671018925967","0.0847958503965635"
"1 Sehr wichtig","1995","66 +","Laendlicher Raum","34","0.0595221549421581","0.0387420839322863","0.0803022259520299"
"2 Wichtig","1995","17-34","Staedtischer Raum","1357","","",""
"2 Wichtig","1995","17-34","Laendlicher Raum","855","0.554738896087643","0.529811307931073","0.579666484244212"
"2 Wichtig","1995","35-65","Staedtischer Raum","1865","","",""
"2 Wichtig","1995","35-65","Laendlicher Raum","1360","","",""
"2 Wichtig","1995","66 +","Staedtischer Raum","395","0.411789398427601","0.380107424769845","0.443471372085356"
"2 Wichtig","1995","66 +","Laendlicher Raum","193","","",""
"3 Weniger wichtig","1995","17-34","Staedtischer Raum","291","","",""
"3 Weniger wichtig","1995","17-34","Laendlicher Raum","193","","",""
"3 Weniger wichtig","1995","35-65","Staedtischer Raum","897","0.269283246408352","0.254545276391697","0.284021216425006"
"3 Weniger wichtig","1995","35-65","Laendlicher Raum","467","0.226103690808057","0.208850026828511","0.243357354787603"
"3 Weniger wichtig","1995","66 +","Staedtischer Raum","336","0.360428436895033","0.329521047695518","0.391335826094549"
"3 Weniger wichtig","1995","66 +","Laendlicher Raum","184","","",""
"4 Ganz unwichtig","1995","17-34","Staedtischer Raum","22","","",""
"4 Ganz unwichtig","1995","17-34","Laendlicher Raum","8","0.00479738536290301","0.00133171997078109","0.00826305075502493"
"4 Ganz unwichtig","1995","35-65","Staedtischer Raum","130","","",""
"4 Ganz unwichtig","1995","35-65","Laendlicher Raum","66","0.0418956610859109","0.0336319133812533","0.0501594087905685"
"4 Ganz unwichtig","1995","66 +","Staedtischer Raum","138","","",""
"4 Ganz unwichtig","1995","66 +","Laendlicher Raum","87","0.19190452865103","0.157317968738113","0.226491088563948"
"1 Sehr wichtig","1996","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1996","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1996","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1996","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1996","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1996","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1996","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1997","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1997","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1997","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1997","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1997","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1997","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1998","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1998","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1998","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1998","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1998","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1998","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","66 +","Laendlicher Raum","","","",""
"2 Wichtig","1999","17-34","Staedtischer Raum","","","",""
"2 Wichtig","1999","17-34","Laendlicher Raum","","","",""
"2 Wichtig","1999","35-65","Staedtischer Raum","","","",""
"2 Wichtig","1999","35-65","Laendlicher Raum","","","",""
"2 Wichtig","1999","66 +","Staedtischer Raum","","","",""
"2 Wichtig","1999","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","1999","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","1999","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1999","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1999","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","2000","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","2000","66 +","Laendlicher Raum","","","",""
"2 Wichtig","2000","17-34","Staedtischer Raum","","","",""
"2 Wichtig","2000","17-34","Laendlicher Raum","","","",""
"2 Wichtig","2000","35-65","Staedtischer Raum","","","",""
"2 Wichtig","2000","35-65","Laendlicher Raum","","","",""
"2 Wichtig","2000","66 +","Staedtischer Raum","","","",""
"2 Wichtig","2000","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","2000","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","2000","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2000","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2000","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","2001","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","2001","66 +","Laendlicher Raum","","","",""
"2 Wichtig","2001","17-34","Staedtischer Raum","","","",""
"2 Wichtig","2001","17-34","Laendlicher Raum","","","",""
"2 Wichtig","2001","35-65","Staedtischer Raum","","","",""
"2 Wichtig","2001","35-65","Laendlicher Raum","","","",""
"2 Wichtig","2001","66 +","Staedtischer Raum","","","",""
"2 Wichtig","2001","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","2001","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","2001","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2001","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2001","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","2002","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","2002","66 +","Laendlicher Raum","","","",""
"2 Wichtig","2002","17-34","Staedtischer Raum","","","",""
"2 Wichtig","2002","17-34","Laendlicher Raum","","","",""
"2 Wichtig","2002","35-65","Staedtischer Raum","","","",""
"2 Wichtig","2002","35-65","Laendlicher Raum","","","",""
"2 Wichtig","2002","66 +","Staedtischer Raum","","","",""
"2 Wichtig","2002","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","2002","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","2002","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2002","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2002","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","2003","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","2003","66 +","Laendlicher Raum","","","",""
"2 Wichtig","2003","17-34","Staedtischer Raum","","","",""
"2 Wichtig","2003","17-34","Laendlicher Raum","","","",""
"2 Wichtig","2003","35-65","Staedtischer Raum","","","",""
"2 Wichtig","2003","35-65","Laendlicher Raum","","","",""
"2 Wichtig","2003","66 +","Staedtischer Raum","","","",""
"2 Wichtig","2003","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","2003","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","2003","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","17-34","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","35-65","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","35-65","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2003","66 +","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2003","66 +","Laendlicher Raum","","","",""
"1 Sehr wichtig","2004","17-34","Staedtischer Raum","1173","","",""
"1 Sehr wichtig","2004","17-34","Laendlicher Raum","607","0.337725870417424","0.316466123380582","0.358985617454266"
"1 Sehr wichtig","2004","35-65","Staedtischer Raum","1156","","",""
"1 Sehr wichtig","2004","35-65","Laendlicher Raum","561","0.140801895185398","0.130113597912317","0.151490192458478"
"1 Sehr wichtig","2004","66 +","Staedtischer Raum","178","","",""
"1 Sehr wichtig","2004","66 +","Laendlicher Raum","120","","",""
"2 Wichtig","2004","17-34","Staedtischer Raum","2009","","",""
"2 Wichtig","2004","17-34","Laendlicher Raum","1080","","",""
"2 Wichtig","2004","35-65","Staedtischer Raum","4354","0.542142743053609","0.531285425286424","0.553000060820793"
"2 Wichtig","2004","35-65","Laendlicher Raum","2316","","",""
"2 Wichtig","2004","66 +","Staedtischer Raum","1012","","",""
"2 Wichtig","2004","66 +","Laendlicher Raum","552","0.422586904577574","0.395268545870798","0.44990526328435"
"3 Weniger wichtig","2004","17-34","Staedtischer Raum","467","0.128386889060694","0.117571512765244","0.139202265356143"
"3 Weniger wichtig","2004","17-34","Laendlicher Raum","202","","",""
"3 Weniger wichtig","2004","35-65","Staedtischer Raum","2343","","",""
"3 Weniger wichtig","2004","35-65","Laendlicher Raum","1090","","",""
"3 Weniger wichtig","2004","66 +","Staedtischer Raum","907","0.371662457900264","0.352396943137995","0.390927972662532"
"3 Weniger wichtig","2004","66 +","Laendlicher Raum","459","0.373351950826143","0.346601917354154","0.400101984298133"
"4 Ganz unwichtig","2004","17-34","Staedtischer Raum","26","","",""
"4 Ganz unwichtig","2004","17-34","Laendlicher Raum","12","","",""
"4 Ganz unwichtig","2004","35-65","Staedtischer Raum","236","","",""
"4 Ganz unwichtig","2004","35-65","Laendlicher Raum","101","","",""
"4 Ganz unwichtig","2004","66 +","Staedtischer Raum","320","0.144456329292294","0.130441134291737","0.158471524292852"
"4 Ganz unwichtig","2004","66 +","Laendlicher Raum","125","","",""
"1 Sehr wichtig","2005","17-34","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","17-34","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","35-65","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","35-65","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","66 +","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","66 +","Laendlicher Raum","","","",""
"2 Wichtig","2005","17-34","Staedtischer Raum","","","",""
"2 Wichtig","2005","17-34","Laendlicher Raum","","","",""
"2 Wichtig","2005","35-65","Staedtischer Raum","","","",""
"2 Wichtig","2005","35-65","Laendlicher Raum","","","",""
"2 Wichtig","2005","66 +","Staedtischer Raum","","","",""
"2 Wichtig","2005","66 +","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","17-34","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","17-34","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","35-65","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","35-65","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","66 +","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","66 +","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","17-34","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","17-34","Laendlicher Raum","","","",""
