year,age_gr,pgisced97,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,46-65 y.,Upper Secondary Level,No,0.99563,4391,4391,0.99367,0.99758
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.99119,729,729,0.98440,0.99798
2015,46-65 y.,First Stage of Tertiary Education,No,0.99282,737,737,0.98673,0.99892
2015,46-65 y.,Second Stage of Tertiary Education,No,0.99309,2365,2365,0.98976,0.99643
2015,66 and older,Upper Secondary Level,No,0.99818,2526,2526,0.99652,0.99984
2015,66 and older,Post-secondary Non-tertiary Level,No,0.97845,134,134,0.95378,1.00313
2016,17-29 y.,Pre-primary Level,No,0.49680,353,353,0.44456,0.54903
2016,17-29 y.,Primary Level,No,0.96904,422,422,0.95249,0.98558
2016,17-29 y.,Lower Secondary Level,No,0.89164,973,973,0.87210,0.91118
2016,17-29 y.,Upper Secondary Level,Yes,0.02672,37,1662,0.01896,0.03447
2016,17-29 y.,Upper Secondary Level,No,0.97097,1625,1662,0.96290,0.97905
2016,17-29 y.,Post-secondary Non-tertiary Level,No,0.92820,269,269,0.89729,0.95911
2016,17-29 y.,First Stage of Tertiary Education,No,0.93994,49,49,0.87273,1.00716
2016,17-29 y.,Second Stage of Tertiary Education,No,0.98961,568,568,0.98126,0.99796
2016,30-45 y.,Primary Level,No,0.99881,680,680,0.99623,1.00140
2016,30-45 y.,Lower Secondary Level,No,0.97925,892,892,0.96989,0.98861
2016,30-45 y.,Upper Secondary Level,Yes,0.02105,53,3229,0.01610,0.02601
2016,30-45 y.,Upper Secondary Level,No,0.97884,3176,3229,0.97388,0.98381
2016,30-45 y.,Post-secondary Non-tertiary Level,No,0.98779,933,933,0.98074,0.99484
2016,30-45 y.,First Stage of Tertiary Education,No,0.96279,339,339,0.94261,0.98297
2016,30-45 y.,Second Stage of Tertiary Education,Yes,0.02106,59,2326,0.01522,0.02690
2016,30-45 y.,Second Stage of Tertiary Education,No,0.97894,2267,2326,0.97310,0.98478
2016,46-65 y.,Lower Secondary Level,No,0.99996,641,641,0.99945,1.00046
2016,46-65 y.,Upper Secondary Level,No,0.99620,4205,4205,0.99434,0.99806
2016,46-65 y.,Post-secondary Non-tertiary Level,No,0.99262,720,720,0.98636,0.99887
2016,46-65 y.,First Stage of Tertiary Education,No,0.99580,680,680,0.99093,1.00066
2016,46-65 y.,Second Stage of Tertiary Education,Yes,0.00963,32,2393,0.00571,0.01354
2016,46-65 y.,Second Stage of Tertiary Education,No,0.99037,2361,2393,0.98646,0.99429
2016,66 and older,Primary Level,No,0.95297,50,50,0.89369,1.01225
2016,66 and older,Upper Secondary Level,No,0.99979,2406,2406,0.99922,1.00037
2016,66 and older,First Stage of Tertiary Education,No,0.99575,321,321,0.98862,1.00288
2016,66 and older,Second Stage of Tertiary Education,No,0.99917,1192,1192,0.99753,1.00081
2017,17-29 y.,Pre-primary Level,No,0.54559,418,418,0.49780,0.59338
2017,17-29 y.,Primary Level,No,0.96706,580,580,0.95253,0.98160
2017,17-29 y.,Lower Secondary Level,No,0.89779,1105,1105,0.87992,0.91566
2017,17-29 y.,Upper Secondary Level,Yes,0.02135,39,2052,0.01509,0.02760
2017,17-29 y.,Upper Secondary Level,No,0.97608,2013,2052,0.96947,0.98269
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.96337,327,327,0.94297,0.98376
2017,17-29 y.,First Stage of Tertiary Education,No,0.99447,60,60,0.97555,1.01339
2017,17-29 y.,Second Stage of Tertiary Education,No,0.97476,689,689,0.96304,0.98648
2017,30-45 y.,Primary Level,No,0.98814,841,841,0.98082,0.99546
2017,30-45 y.,Lower Secondary Level,No,0.98444,1012,1012,0.97681,0.99207
2017,30-45 y.,Upper Secondary Level,Yes,0.01479,56,3235,0.01063,0.01895
2017,30-45 y.,Upper Secondary Level,No,0.98521,3179,3235,0.98105,0.98937
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.97830,940,940,0.96898,0.98762
2017,30-45 y.,First Stage of Tertiary Education,No,0.99647,341,341,0.99016,1.00277
2017,30-45 y.,Second Stage of Tertiary Education,Yes,0.02949,63,2519,0.02288,0.03610
2017,30-45 y.,Second Stage of Tertiary Education,No,0.97050,2456,2519,0.96389,0.97711
2017,46-65 y.,Primary Level,No,0.99177,366,366,0.98250,1.00104
2017,46-65 y.,Lower Secondary Level,No,0.99288,786,786,0.98699,0.99876
2017,46-65 y.,Upper Secondary Level,No,0.99590,4875,4875,0.99410,0.99769
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.99032,861,861,0.98378,0.99687
2017,46-65 y.,First Stage of Tertiary Education,No,0.98911,780,780,0.98182,0.99640
2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.00977,42,2762,0.00611,0.01344
2017,46-65 y.,Second Stage of Tertiary Education,No,0.99022,2720,2762,0.98655,0.99389
2017,66 and older,Upper Secondary Level,No,0.99963,2550,2550,0.99888,1.00038
2018,17-29 y.,Pre-primary Level,No,0.54290,353,353,0.49086,0.59494
2018,17-29 y.,Primary Level,No,0.93156,527,527,0.90998,0.95314
2018,17-29 y.,Lower Secondary Level,No,0.90412,1095,1095,0.88667,0.92157
2018,17-29 y.,Upper Secondary Level,No,0.98257,1896,1896,0.97667,0.98846
2018,17-29 y.,Post-secondary Non-tertiary Level,No,0.96552,318,318,0.94543,0.98561
2018,17-29 y.,Second Stage of Tertiary Education,No,0.97840,635,635,0.96708,0.98971
2018,30-45 y.,Primary Level,No,0.97797,770,770,0.96760,0.98835
2018,30-45 y.,Lower Secondary Level,No,0.95682,910,910,0.94361,0.97003
2018,30-45 y.,Upper Secondary Level,Yes,0.01826,57,2944,0.01343,0.02310
2018,30-45 y.,Upper Secondary Level,No,0.98174,2887,2944,0.97690,0.98657
2018,30-45 y.,Post-secondary Non-tertiary Level,No,0.98057,859,859,0.97134,0.98981
2018,30-45 y.,First Stage of Tertiary Education,No,0.94877,305,305,0.92399,0.97356
2018,30-45 y.,Second Stage of Tertiary Education,Yes,0.01947,48,2377,0.01392,0.02503
2018,30-45 y.,Second Stage of Tertiary Education,No,0.98044,2329,2377,0.97487,0.98601
2018,46-65 y.,Primary Level,No,0.99880,376,376,0.99531,1.00230
2018,46-65 y.,Lower Secondary Level,No,0.99116,772,772,0.98455,0.99777
2018,46-65 y.,Upper Secondary Level,No,0.99767,4706,4706,0.99629,0.99905
2018,46-65 y.,Post-secondary Non-tertiary Level,No,0.99079,845,845,0.98435,0.99724
2018,46-65 y.,First Stage of Tertiary Education,No,0.99807,726,726,0.99487,1.00126
2018,46-65 y.,Second Stage of Tertiary Education,Yes,0.00694,32,2659,0.00379,0.01010
2018,46-65 y.,Second Stage of Tertiary Education,No,0.99306,2627,2659,0.98990,0.99621
2018,66 and older,First Stage of Tertiary Education,No,0.99432,343,343,0.98635,1.00228
2018,66 and older,Second Stage of Tertiary Education,No,0.99851,1286,1286,0.99640,1.00062
2019,17-29 y.,Pre-primary Level,No,0.59950,332,332,0.54671,0.65228
2019,17-29 y.,Primary Level,No,0.89139,423,423,0.86171,0.92108
2019,17-29 y.,Lower Secondary Level,No,0.86601,955,955,0.84439,0.88762
2019,17-29 y.,Upper Secondary Level,No,0.98604,1693,1693,0.98045,0.99163
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.96131,291,291,0.93911,0.98351
2019,17-29 y.,First Stage of Tertiary Education,No,0.95594,60,60,0.90357,1.00831
2019,17-29 y.,Second Stage of Tertiary Education,No,0.97685,565,565,0.96444,0.98926
2019,30-45 y.,Primary Level,No,0.97027,779,779,0.95834,0.98221
2019,30-45 y.,Lower Secondary Level,No,0.98439,815,815,0.97588,0.99291
2019,30-45 y.,Upper Secondary Level,Yes,0.01859,50,2635,0.01343,0.02375
2019,30-45 y.,Upper Secondary Level,No,0.98141,2585,2635,0.97625,0.98657
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.98548,819,819,0.97729,0.99368
2019,30-45 y.,First Stage of Tertiary Education,No,0.95710,343,343,0.93563,0.97858
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.01194,40,2337,0.00754,0.01634
2019,30-45 y.,Second Stage of Tertiary Education,No,0.98806,2297,2337,0.98366,0.99246
2019,46-65 y.,Primary Level,No,0.99801,385,385,0.99356,1.00247
2019,46-65 y.,Lower Secondary Level,No,0.99127,737,737,0.98454,0.99799
2019,46-65 y.,Upper Secondary Level,No,0.99574,4732,4732,0.99389,0.99760
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.99821,945,945,0.99551,1.00091
2019,46-65 y.,First Stage of Tertiary Education,No,0.98593,864,864,0.97807,0.99379
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.00940,31,3212,0.00606,0.01273
2019,46-65 y.,Second Stage of Tertiary Education,No,0.99059,3181,3212,0.98726,0.99393
2019,66 and older,Lower Secondary Level,No,0.99996,551,551,0.99941,1.00050
2019,66 and older,Upper Secondary Level,No,0.99933,2572,2572,0.99833,1.00033
2019,66 and older,Post-secondary Non-tertiary Level,No,0.99818,164,164,0.99164,1.00472
2019,66 and older,First Stage of Tertiary Education,No,0.99688,377,377,0.99124,1.00252
2019,66 and older,Second Stage of Tertiary Education,No,0.99693,1449,1449,0.99407,0.99978
2020,17-29 y.,Pre-primary Level,No,0.47649,353,353,0.42431,0.52866
2020,17-29 y.,Primary Level,No,0.99212,499,499,0.98435,0.99988
2020,17-29 y.,Lower Secondary Level,No,0.89928,1036,1036,0.88094,0.91761
2020,17-29 y.,Upper Secondary Level,No,0.97847,1826,1826,0.97181,0.98513
2020,17-29 y.,Post-secondary Non-tertiary Level,No,0.93445,338,338,0.90802,0.96087
2020,17-29 y.,First Stage of Tertiary Education,No,0.94397,55,55,0.88262,1.00531
2020,17-29 y.,Second Stage of Tertiary Education,No,0.97037,773,773,0.95841,0.98233
2020,30-45 y.,Primary Level,No,0.99821,876,876,0.99540,1.00101
2020,30-45 y.,Lower Secondary Level,No,0.97824,923,923,0.96882,0.98766
2020,30-45 y.,Upper Secondary Level,Yes,0.00990,39,2640,0.00612,0.01368
2020,30-45 y.,Upper Secondary Level,No,0.99001,2601,2640,0.98621,0.99380
2020,30-45 y.,Post-secondary Non-tertiary Level,No,0.98495,843,843,0.97672,0.99317
2020,30-45 y.,First Stage of Tertiary Education,No,0.99687,285,285,0.99038,1.00337
2020,30-45 y.,Second Stage of Tertiary Education,Yes,0.01612,53,2525,0.01121,0.02104
2020,30-45 y.,Second Stage of Tertiary Education,No,0.98380,2472,2525,0.97888,0.98873
2020,46-65 y.,Primary Level,No,0.99994,375,375,0.99916,1.00072
2020,46-65 y.,Lower Secondary Level,No,0.99604,729,729,0.99148,1.00060
2020,46-65 y.,Upper Secondary Level,No,0.99555,4403,4403,0.99359,0.99752
2020,46-65 y.,Post-secondary Non-tertiary Level,No,0.99325,967,967,0.98809,0.99841
2020,46-65 y.,First Stage of Tertiary Education,No,0.99952,762,762,0.99796,1.00108
2020,46-65 y.,Second Stage of Tertiary Education,No,0.98891,3033,3033,0.98518,0.99264
2020,66 and older,Upper Secondary Level,No,0.99928,2440,2440,0.99821,1.00034
2020,66 and older,First Stage of Tertiary Education,No,0.99408,351,351,0.98605,1.00212
2020,66 and older,Second Stage of Tertiary Education,No,0.99614,1383,1383,0.99286,0.99941
2021,17-29 y.,Pre-primary Level,No,0.51204,194,194,0.44152,0.58256
2021,17-29 y.,Primary Level,No,0.96450,239,239,0.94099,0.98801
2021,17-29 y.,Lower Secondary Level,No,0.89557,560,560,0.87022,0.92092
2021,17-29 y.,Upper Secondary Level,No,0.98568,1191,1191,0.97894,0.99243
2021,17-29 y.,Post-secondary Non-tertiary Level,No,0.96019,229,229,0.93481,0.98557
2021,17-29 y.,First Stage of Tertiary Education,No,0.99227,35,35,0.96284,1.02171
2021,17-29 y.,Second Stage of Tertiary Education,No,0.97646,516,516,0.96337,0.98955
2021,30-45 y.,Primary Level,No,0.99610,497,497,0.99062,1.00159
2021,30-45 y.,Lower Secondary Level,No,0.96103,503,503,0.94410,0.97796
2021,30-45 y.,Upper Secondary Level,Yes,0.01892,34,1556,0.01215,0.02569
2021,30-45 y.,Upper Secondary Level,No,0.97931,1522,1556,0.97224,0.98639
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.98255,535,535,0.97145,0.99366
2021,30-45 y.,Second Stage of Tertiary Education,Yes,0.01973,45,1761,0.01323,0.02623
2021,30-45 y.,Second Stage of Tertiary Education,No,0.98006,1716,1761,0.97353,0.98659
2021,46-65 y.,Primary Level,No,0.99411,250,250,0.98460,1.00361
2021,46-65 y.,Lower Secondary Level,No,0.99099,427,427,0.98201,0.99996
2021,46-65 y.,Upper Secondary Level,No,0.99483,2886,2886,0.99222,0.99745
2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.99397,688,688,0.98818,0.99976
2021,46-65 y.,First Stage of Tertiary Education,No,0.99716,509,509,0.99253,1.00179
2021,46-65 y.,Second Stage of Tertiary Education,No,0.99388,2277,2277,0.99068,0.99709
2021,66 and older,Lower Secondary Level,No,0.98450,309,309,0.97071,0.99830
2021,66 and older,Upper Secondary Level,No,0.99220,1710,1710,0.98803,0.99637
2021,66 and older,First Stage of Tertiary Education,No,0.94878,254,254,0.92162,0.97594
2021,66 and older,Second Stage of Tertiary Education,No,0.99634,1103,1103,0.99278,0.99991
2022,17-29 y.,Pre-primary Level,No,0.56968,281,281,0.51169,0.62768
2022,17-29 y.,Primary Level,No,0.93274,189,189,0.89694,0.96855
2022,17-29 y.,Lower Secondary Level,No,0.92180,578,578,0.89990,0.94371
2022,17-29 y.,Upper Secondary Level,Yes,0.02035,38,1755,0.01374,0.02696
2022,17-29 y.,Upper Secondary Level,No,0.97064,1717,1755,0.96274,0.97854
2022,17-29 y.,Post-secondary Non-tertiary Level,No,0.95076,380,380,0.92897,0.97254
2022,17-29 y.,Second Stage of Tertiary Education,Yes,0.01583,38,1466,0.00944,0.02223
2022,17-29 y.,Second Stage of Tertiary Education,No,0.98210,1428,1466,0.97531,0.98889
2022,30-45 y.,Primary Level,No,0.99937,402,402,0.99692,1.00183
2022,30-45 y.,Lower Secondary Level,No,0.99182,501,501,0.98393,0.99972
2022,30-45 y.,Upper Secondary Level,Yes,0.02396,57,2253,0.01764,0.03027
2022,30-45 y.,Upper Secondary Level,No,0.97380,2196,2253,0.96720,0.98040
2022,30-45 y.,Post-secondary Non-tertiary Level,No,0.97561,813,813,0.96500,0.98622
2022,30-45 y.,First Stage of Tertiary Education,No,0.99396,339,339,0.98570,1.00222
2022,30-45 y.,Second Stage of Tertiary Education,Yes,0.03281,117,3167,0.02660,0.03902
2022,30-45 y.,Second Stage of Tertiary Education,No,0.96478,3050,3167,0.95836,0.97120
2022,46-65 y.,Primary Level,No,0.99962,223,223,0.99707,1.00218
2022,46-65 y.,Lower Secondary Level,No,0.97975,453,453,0.96677,0.99274
2022,46-65 y.,Upper Secondary Level,No,0.98809,3363,3363,0.98442,0.99176
2022,46-65 y.,Post-secondary Non-tertiary Level,No,0.97736,806,806,0.96708,0.98763
2022,46-65 y.,First Stage of Tertiary Education,No,0.98961,638,638,0.98173,0.99748
2022,46-65 y.,Second Stage of Tertiary Education,Yes,0.00749,36,2718,0.00425,0.01073
2022,46-65 y.,Second Stage of Tertiary Education,No,0.98830,2682,2718,0.98425,0.99234
2022,66 and older,Lower Secondary Level,No,0.98267,318,318,0.96830,0.99703
2022,66 and older,Upper Secondary Level,No,0.97601,1802,1802,0.96894,0.98307
2022,66 and older,Post-secondary Non-tertiary Level,No,0.98368,133,133,0.96207,1.00530
2022,66 and older,First Stage of Tertiary Education,No,0.96913,298,298,0.94946,0.98880
2022,66 and older,Second Stage of Tertiary Education,No,0.99201,1289,1289,0.98715,0.99687
