year,pgisced97,quintil_oecd,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Second Stage of Tertiary Education,4th Quintile,No,0.98903,1346,1346,0.98347,0.99460
2014,Second Stage of Tertiary Education,5th Quintile,Yes,0.01268,31,2671,0.00843,0.01692
2014,Second Stage of Tertiary Education,5th Quintile,No,0.98732,2640,2671,0.98308,0.99157
2015,No answer / don't know,1st Quintile,No,0.99015,229,229,0.97733,1.00297
2015,No answer / don't know,2nd Quintile,No,0.99967,140,140,0.99665,1.00269
2015,No answer / don't know,3rd Quintile,No,0.96302,106,106,0.92693,0.99912
2015,No answer / don't know,4th Quintile,No,0.89488,66,66,0.82032,0.96944
2015,No answer / don't know,5th Quintile,No,0.99239,62,62,0.97059,1.01420
2015,Primary Level,1st Quintile,No,0.99003,263,263,0.97800,1.00206
2015,Primary Level,2nd Quintile,No,0.98032,83,83,0.95026,1.01038
2015,Primary Level,3rd Quintile,No,0.99071,39,39,0.96021,1.02121
2015,Lower Secondary Level,1st Quintile,No,0.97634,1092,1092,0.96732,0.98536
2015,Lower Secondary Level,2nd Quintile,No,0.99528,711,711,0.99024,1.00032
2015,Lower Secondary Level,3rd Quintile,No,0.98768,468,468,0.97768,0.99769
2015,Lower Secondary Level,4th Quintile,No,0.99432,267,267,0.98528,1.00335
2015,Lower Secondary Level,5th Quintile,No,0.98475,123,123,0.96300,1.00649
2015,Upper Secondary Level,1st Quintile,Yes,0.02125,45,2451,0.01554,0.02697
2015,Upper Secondary Level,1st Quintile,No,0.97875,2406,2451,0.97303,0.98446
2015,Upper Secondary Level,2nd Quintile,No,0.99302,2875,2875,0.98998,0.99607
2015,Upper Secondary Level,3rd Quintile,No,0.98493,2497,2497,0.98015,0.98971
2015,Upper Secondary Level,4th Quintile,No,0.99232,2228,2228,0.98869,0.99594
2015,Upper Secondary Level,5th Quintile,No,0.99220,1561,1561,0.98784,0.99657
2015,Post-secondary Non-tertiary Level,1st Quintile,No,0.98790,335,335,0.97617,0.99962
2015,Post-secondary Non-tertiary Level,2nd Quintile,No,0.98498,414,414,0.97325,0.99671
2015,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99402,422,422,0.98665,1.00138
2015,Post-secondary Non-tertiary Level,4th Quintile,No,0.97397,404,404,0.95842,0.98951
2015,Post-secondary Non-tertiary Level,5th Quintile,No,0.97750,349,349,0.96191,0.99308
2015,First Stage of Tertiary Education,2nd Quintile,No,0.96960,273,273,0.94920,0.99001
2015,First Stage of Tertiary Education,3rd Quintile,No,0.99857,320,320,0.99442,1.00272
2015,First Stage of Tertiary Education,5th Quintile,No,0.98694,401,401,0.97581,0.99806
2015,Second Stage of Tertiary Education,1st Quintile,No,0.97870,479,479,0.96575,0.99164
2015,Second Stage of Tertiary Education,2nd Quintile,No,0.98827,642,642,0.97993,0.99660
2015,Second Stage of Tertiary Education,3rd Quintile,No,0.97706,896,896,0.96725,0.98687
2015,Second Stage of Tertiary Education,4th Quintile,No,0.99015,1292,1292,0.98476,0.99554
2015,Second Stage of Tertiary Education,5th Quintile,No,0.99129,2508,2508,0.98765,0.99493
2016,No answer / don't know,1st Quintile,No,0.97632,246,246,0.95728,0.99536
2016,No answer / don't know,2nd Quintile,No,0.99749,128,128,0.98878,1.00619
2016,No answer / don't know,3rd Quintile,No,0.99207,87,87,0.97333,1.01082
2016,No answer / don't know,4th Quintile,No,0.88595,75,75,0.81352,0.95837
2016,Pre-primary Level,1st Quintile,No,0.98521,100,100,0.96143,1.00899
2016,Primary Level,1st Quintile,No,0.99858,263,263,0.99402,1.00314
2016,Lower Secondary Level,1st Quintile,No,0.99558,1065,1065,0.99159,0.99957
2016,Lower Secondary Level,2nd Quintile,No,0.99692,690,690,0.99278,1.00106
2016,Lower Secondary Level,3rd Quintile,No,0.97929,430,430,0.96581,0.99276
2016,Lower Secondary Level,4th Quintile,No,0.99212,248,248,0.98109,1.00315
2016,Upper Secondary Level,1st Quintile,Yes,0.01002,36,2342,0.00598,0.01405
2016,Upper Secondary Level,1st Quintile,No,0.98998,2306,2342,0.98595,0.99402
2016,Upper Secondary Level,2nd Quintile,No,0.99232,2719,2719,0.98904,0.99560
2016,Upper Secondary Level,3rd Quintile,No,0.99080,2339,2339,0.98693,0.99467
2016,Upper Secondary Level,4th Quintile,No,0.98960,2081,2081,0.98524,0.99396
2016,Upper Secondary Level,5th Quintile,No,0.98947,1455,1455,0.98423,0.99472
2016,Post-secondary Non-tertiary Level,1st Quintile,No,0.99205,355,355,0.98280,1.00130
2016,Post-secondary Non-tertiary Level,2nd Quintile,No,0.99332,446,446,0.98575,1.00089
2016,Post-secondary Non-tertiary Level,3rd Quintile,No,0.96751,420,420,0.95054,0.98449
2016,Post-secondary Non-tertiary Level,4th Quintile,No,0.98079,416,416,0.96758,0.99399
2016,Post-secondary Non-tertiary Level,5th Quintile,No,0.97592,343,343,0.95967,0.99217
2016,First Stage of Tertiary Education,1st Quintile,No,0.98305,106,106,0.95836,1.00774
2016,First Stage of Tertiary Education,2nd Quintile,No,0.98154,257,257,0.96505,0.99803
2016,First Stage of Tertiary Education,3rd Quintile,No,0.97119,298,298,0.95216,0.99021
2016,First Stage of Tertiary Education,4th Quintile,No,0.99347,345,345,0.98497,1.00198
2016,First Stage of Tertiary Education,5th Quintile,No,0.99309,383,383,0.98478,1.00140
2016,Second Stage of Tertiary Education,1st Quintile,No,0.97307,527,527,0.95923,0.98690
2016,Second Stage of Tertiary Education,2nd Quintile,No,0.98659,639,639,0.97767,0.99552
2016,Second Stage of Tertiary Education,3rd Quintile,No,0.98872,902,902,0.98183,0.99562
2016,Second Stage of Tertiary Education,4th Quintile,No,0.99336,1353,1353,0.98904,0.99769
2016,Second Stage of Tertiary Education,5th Quintile,No,0.98958,2401,2401,0.98551,0.99364
2017,No answer / don't know,1st Quintile,No,0.99119,340,340,0.98125,1.00114
2017,No answer / don't know,2nd Quintile,No,0.98082,135,135,0.95760,1.00404
2017,No answer / don't know,3rd Quintile,No,0.99147,79,79,0.97106,1.01188
2017,No answer / don't know,4th Quintile,No,0.99814,80,80,0.98864,1.00764
2017,No answer / don't know,5th Quintile,No,0.91562,52,52,0.83934,0.99191
2017,Pre-primary Level,1st Quintile,No,0.98921,101,101,0.96896,1.00946
2017,Primary Level,1st Quintile,No,0.98380,726,726,0.97460,0.99299
2017,Lower Secondary Level,1st Quintile,No,0.98565,1269,1269,0.97910,0.99219
2017,Lower Secondary Level,2nd Quintile,No,0.99413,639,639,0.98821,1.00006
2017,Lower Secondary Level,3rd Quintile,No,0.99827,408,408,0.99423,1.00231
2017,Lower Secondary Level,5th Quintile,No,0.99691,103,103,0.98615,1.00768
2017,Upper Secondary Level,1st Quintile,Yes,0.00780,34,2455,0.00432,0.01128
2017,Upper Secondary Level,1st Quintile,No,0.99220,2421,2455,0.98872,0.99568
2017,Upper Secondary Level,2nd Quintile,No,0.99712,2589,2589,0.99505,0.99918
2017,Upper Secondary Level,3rd Quintile,No,0.99095,2217,2217,0.98701,0.99490
2017,Upper Secondary Level,4th Quintile,No,0.99611,1940,1940,0.99334,0.99888
2017,Upper Secondary Level,5th Quintile,No,0.98799,1360,1360,0.98220,0.99378
2017,Post-secondary Non-tertiary Level,1st Quintile,No,0.98750,378,378,0.97629,0.99872
2017,Post-secondary Non-tertiary Level,2nd Quintile,No,0.98914,415,415,0.97916,0.99913
2017,Post-secondary Non-tertiary Level,3rd Quintile,No,0.98810,396,396,0.97740,0.99879
2017,Post-secondary Non-tertiary Level,4th Quintile,No,0.98139,371,371,0.96762,0.99516
2017,Post-secondary Non-tertiary Level,5th Quintile,No,0.98350,314,314,0.96939,0.99762
2017,First Stage of Tertiary Education,2nd Quintile,No,0.99943,236,236,0.99637,1.00249
2017,First Stage of Tertiary Education,3rd Quintile,No,0.97574,280,280,0.95769,0.99379
2017,First Stage of Tertiary Education,4th Quintile,No,0.99602,332,332,0.98924,1.00280
2017,Second Stage of Tertiary Education,1st Quintile,No,0.96751,763,763,0.95492,0.98010
2017,Second Stage of Tertiary Education,2nd Quintile,No,0.99741,661,661,0.99353,1.00129
2017,Second Stage of Tertiary Education,3rd Quintile,No,0.99246,911,911,0.98683,0.99808
2017,Second Stage of Tertiary Education,4th Quintile,No,0.97933,1273,1273,0.97152,0.98715
2017,Second Stage of Tertiary Education,5th Quintile,No,0.98645,2268,2268,0.98169,0.99121
2018,No answer / don't know,1st Quintile,No,0.99618,388,388,0.99004,1.00233
2018,No answer / don't know,2nd Quintile,No,0.99981,150,150,0.99761,1.00201
2018,No answer / don't know,5th Quintile,No,0.98865,56,56,0.96066,1.01664
2018,Primary Level,1st Quintile,No,0.98272,1088,1088,0.97497,0.99047
2018,Primary Level,2nd Quintile,No,0.97873,164,164,0.95659,1.00088
2018,Lower Secondary Level,1st Quintile,No,0.98847,1469,1469,0.98301,0.99393
2018,Lower Secondary Level,2nd Quintile,No,0.99539,729,729,0.99047,1.00031
2018,Lower Secondary Level,3rd Quintile,No,0.96921,445,445,0.95314,0.98528
2018,Lower Secondary Level,4th Quintile,No,0.99997,239,239,0.99927,1.00067
2018,Lower Secondary Level,5th Quintile,No,0.97910,126,126,0.95403,1.00418
2018,Upper Secondary Level,1st Quintile,No,0.99363,2610,2610,0.99058,0.99668
2018,Upper Secondary Level,2nd Quintile,No,0.99429,2726,2726,0.99146,0.99712
2018,Upper Secondary Level,3rd Quintile,No,0.99480,2394,2394,0.99192,0.99768
2018,Upper Secondary Level,4th Quintile,No,0.99405,2090,2090,0.99076,0.99735
2018,Upper Secondary Level,5th Quintile,No,0.99096,1560,1560,0.98626,0.99565
2018,Post-secondary Non-tertiary Level,1st Quintile,No,0.97695,407,407,0.96236,0.99155
2018,Post-secondary Non-tertiary Level,2nd Quintile,No,0.97973,437,437,0.96650,0.99296
2018,Post-secondary Non-tertiary Level,3rd Quintile,No,0.99290,457,457,0.98520,1.00061
2018,Post-secondary Non-tertiary Level,4th Quintile,No,0.98170,418,418,0.96884,0.99457
2018,Post-secondary Non-tertiary Level,5th Quintile,No,0.98335,355,355,0.97002,0.99668
2018,First Stage of Tertiary Education,1st Quintile,No,0.97915,101,101,0.95115,1.00716
2018,First Stage of Tertiary Education,2nd Quintile,No,0.96484,259,259,0.94237,0.98732
2018,First Stage of Tertiary Education,3rd Quintile,No,0.99155,300,300,0.98118,1.00193
2018,First Stage of Tertiary Education,4th Quintile,No,0.99805,359,359,0.99349,1.00262
2018,First Stage of Tertiary Education,5th Quintile,No,0.98829,370,370,0.97731,0.99927
2018,Second Stage of Tertiary Education,1st Quintile,No,0.97718,906,906,0.96745,0.98691
2018,Second Stage of Tertiary Education,2nd Quintile,No,0.97858,725,725,0.96803,0.98912
2018,Second Stage of Tertiary Education,3rd Quintile,No,0.98951,959,959,0.98305,0.99596
2018,Second Stage of Tertiary Education,4th Quintile,No,0.99259,1426,1426,0.98813,0.99704
2018,Second Stage of Tertiary Education,5th Quintile,No,0.99234,2504,2504,0.98893,0.99576
2019,No answer / don't know,1st Quintile,No,0.98643,394,394,0.97499,0.99787
2019,No answer / don't know,3rd Quintile,No,0.97069,82,82,0.93396,1.00742
2019,No answer / don't know,4th Quintile,No,0.99793,61,61,0.98643,1.00943
2019,No answer / don't know,5th Quintile,No,0.99495,31,31,0.96960,1.02031
2019,Primary Level,1st Quintile,No,0.97168,1215,1215,0.96235,0.98101
2019,Primary Level,2nd Quintile,No,0.99917,123,123,0.99407,1.00428
2019,Lower Secondary Level,1st Quintile,No,0.99406,1438,1438,0.99008,0.99803
2019,Lower Secondary Level,2nd Quintile,No,0.98524,661,661,0.97604,0.99444
2019,Lower Secondary Level,3rd Quintile,No,0.99088,374,374,0.98124,1.00053
2019,Lower Secondary Level,4th Quintile,No,0.99427,250,250,0.98490,1.00365
2019,Lower Secondary Level,5th Quintile,No,0.99583,118,118,0.98415,1.00751
2019,Upper Secondary Level,1st Quintile,No,0.99303,2468,2468,0.98975,0.99631
2019,Upper Secondary Level,2nd Quintile,No,0.99515,2586,2586,0.99247,0.99783
2019,Upper Secondary Level,3rd Quintile,No,0.99472,2200,2200,0.99169,0.99775
2019,Upper Secondary Level,4th Quintile,No,0.99456,1921,1921,0.99127,0.99785
2019,Upper Secondary Level,5th Quintile,No,0.98657,1432,1432,0.98061,0.99253
2019,Post-secondary Non-tertiary Level,1st Quintile,No,0.99195,367,367,0.98280,1.00111
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,0.98300,428,428,0.97074,0.99526
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,0.98627,434,434,0.97531,0.99723
2019,Post-secondary Non-tertiary Level,4th Quintile,No,0.98844,348,348,0.97719,0.99969
2019,Post-secondary Non-tertiary Level,5th Quintile,No,0.98808,359,359,0.97684,0.99932
2019,First Stage of Tertiary Education,1st Quintile,No,0.97759,89,89,0.94666,1.00852
2019,First Stage of Tertiary Education,3rd Quintile,No,0.96138,292,292,0.93924,0.98352
2019,First Stage of Tertiary Education,4th Quintile,No,0.96729,320,320,0.94777,0.98681
2019,First Stage of Tertiary Education,5th Quintile,No,0.99735,379,379,0.99218,1.00253
2019,Second Stage of Tertiary Education,1st Quintile,No,0.98124,917,917,0.97246,0.99003
2019,Second Stage of Tertiary Education,2nd Quintile,No,0.98708,657,657,0.97844,0.99572
2019,Second Stage of Tertiary Education,3rd Quintile,No,0.98282,925,925,0.97445,0.99120
2019,Second Stage of Tertiary Education,4th Quintile,No,0.99157,1273,1273,0.98655,0.99660
2019,Second Stage of Tertiary Education,5th Quintile,No,0.99456,2407,2407,0.99162,0.99750
2020,No answer / don't know,1st Quintile,No,0.96431,315,315,0.94378,0.98483
2020,No answer / don't know,2nd Quintile,No,0.99419,121,121,0.98059,1.00779
2020,Pre-primary Level,2nd Quintile,No,0.99671,65,65,0.98269,1.01074
2020,Primary Level,1st Quintile,No,0.99975,1029,1029,0.99879,1.00071
2020,Lower Secondary Level,1st Quintile,No,0.98351,1319,1319,0.97663,0.99038
2020,Lower Secondary Level,2nd Quintile,No,0.99575,626,626,0.99064,1.00085
2020,Lower Secondary Level,3rd Quintile,No,0.99288,369,369,0.98428,1.00147
2020,Lower Secondary Level,4th Quintile,No,0.99190,231,231,0.98032,1.00348
2020,Upper Secondary Level,1st Quintile,No,0.99054,2417,2417,0.98668,0.99440
2020,Upper Secondary Level,2nd Quintile,No,0.99492,2532,2532,0.99215,0.99769
2020,Upper Secondary Level,3rd Quintile,No,0.99475,2038,2038,0.99162,0.99789
2020,Upper Secondary Level,4th Quintile,No,0.99366,1940,1940,0.99013,0.99719
2020,Upper Secondary Level,5th Quintile,No,0.99797,1634,1634,0.99579,1.00015
2020,Post-secondary Non-tertiary Level,1st Quintile,No,0.97988,397,397,0.96605,0.99371
2020,Post-secondary Non-tertiary Level,2nd Quintile,No,0.98337,391,391,0.97068,0.99606
2020,Post-secondary Non-tertiary Level,3rd Quintile,No,0.98522,408,408,0.97350,0.99695
2020,Post-secondary Non-tertiary Level,4th Quintile,No,0.98011,416,416,0.96667,0.99354
2020,Post-secondary Non-tertiary Level,5th Quintile,No,0.97670,480,480,0.96320,0.99021
2020,First Stage of Tertiary Education,2nd Quintile,No,0.98905,230,230,0.97557,1.00253
2020,First Stage of Tertiary Education,4th Quintile,No,0.99388,349,349,0.98568,1.00207
2020,First Stage of Tertiary Education,5th Quintile,No,0.99154,493,493,0.98345,0.99964
2020,Second Stage of Tertiary Education,1st Quintile,No,0.98560,867,867,0.97766,0.99353
2020,Second Stage of Tertiary Education,2nd Quintile,No,0.99092,686,686,0.98382,0.99803
2020,Second Stage of Tertiary Education,3rd Quintile,No,0.97626,957,957,0.96661,0.98591
2020,Second Stage of Tertiary Education,4th Quintile,No,0.98694,1431,1431,0.98106,0.99283
2020,Second Stage of Tertiary Education,5th Quintile,No,0.99081,3035,3035,0.98741,0.99420
2021,No answer / don't know,1st Quintile,No,0.99878,311,311,0.99488,1.00267
2021,No answer / don't know,2nd Quintile,No,0.99942,125,125,0.99519,1.00365
2021,No answer / don't know,3rd Quintile,No,0.99255,78,78,0.97334,1.01176
2021,No answer / don't know,4th Quintile,No,0.98886,71,71,0.96427,1.01345
2021,No answer / don't know,5th Quintile,No,0.99631,148,148,0.98651,1.00611
2021,Pre-primary Level,3rd Quintile,No,0.98902,36,36,0.95449,1.02355
2021,Primary Level,1st Quintile,No,0.99657,679,679,0.99217,1.00097
2021,Lower Secondary Level,1st Quintile,No,0.99587,815,815,0.99146,1.00027
2021,Lower Secondary Level,2nd Quintile,No,0.98121,401,401,0.96790,0.99452
2021,Lower Secondary Level,3rd Quintile,No,0.99307,212,212,0.98188,1.00426
2021,Upper Secondary Level,1st Quintile,No,0.99557,1742,1742,0.99245,0.99869
2021,Upper Secondary Level,2nd Quintile,No,0.99202,1675,1675,0.98775,0.99628
2021,Upper Secondary Level,3rd Quintile,No,0.99634,1443,1443,0.99322,0.99946
2021,Upper Secondary Level,4th Quintile,No,0.99522,1231,1231,0.99136,0.99907
2021,Upper Secondary Level,5th Quintile,No,0.99121,1126,1126,0.98576,0.99667
2021,Post-secondary Non-tertiary Level,1st Quintile,No,0.99124,298,298,0.98064,1.00184
2021,Post-secondary Non-tertiary Level,2nd Quintile,No,0.97100,326,326,0.95276,0.98925
2021,Post-secondary Non-tertiary Level,3rd Quintile,No,0.97339,333,333,0.95607,0.99070
2021,Post-secondary Non-tertiary Level,4th Quintile,No,0.99582,301,301,0.98852,1.00312
2021,Post-secondary Non-tertiary Level,5th Quintile,No,0.99245,304,304,0.98270,1.00220
2021,First Stage of Tertiary Education,4th Quintile,No,0.99544,224,224,0.98660,1.00428
2021,First Stage of Tertiary Education,5th Quintile,No,0.99808,316,316,0.99324,1.00292
2021,Second Stage of Tertiary Education,1st Quintile,No,0.98558,743,743,0.97700,0.99416
2021,Second Stage of Tertiary Education,2nd Quintile,No,0.99523,664,664,0.98999,1.00047
2021,Second Stage of Tertiary Education,3rd Quintile,No,0.98243,785,785,0.97323,0.99162
2021,Second Stage of Tertiary Education,4th Quintile,No,0.99026,1133,1133,0.98453,0.99598
2021,Second Stage of Tertiary Education,5th Quintile,No,0.99023,2217,2217,0.98613,0.99433
2022,No answer / don't know,1st Quintile,No,0.95901,326,326,0.93745,0.98056
2022,No answer / don't know,2nd Quintile,No,0.99642,112,112,0.98530,1.00753
2022,No answer / don't know,3rd Quintile,No,0.97397,92,92,0.94126,1.00669
2022,No answer / don't know,4th Quintile,No,0.98242,74,74,0.95228,1.01257
2022,No answer / don't know,5th Quintile,No,0.99837,177,177,0.99242,1.00433
2022,Primary Level,1st Quintile,No,0.99563,552,552,0.99012,1.00114
2022,Lower Secondary Level,1st Quintile,No,0.99348,727,727,0.98762,0.99933
2022,Lower Secondary Level,2nd Quintile,No,0.99934,341,341,0.99661,1.00207
2022,Lower Secondary Level,3rd Quintile,No,0.99890,200,200,0.99431,1.00350
2022,Lower Secondary Level,4th Quintile,No,0.98889,110,110,0.96920,1.00857
2022,Upper Secondary Level,1st Quintile,No,0.98893,1563,1563,0.98374,0.99412
2022,Upper Secondary Level,2nd Quintile,No,0.99650,1562,1562,0.99358,0.99943
2022,Upper Secondary Level,3rd Quintile,No,0.99530,1268,1268,0.99154,0.99907
2022,Upper Secondary Level,4th Quintile,No,0.99178,1115,1115,0.98648,0.99708
2022,Upper Secondary Level,5th Quintile,No,0.99016,1009,1009,0.98407,0.99626
2022,Post-secondary Non-tertiary Level,1st Quintile,No,0.99032,268,268,0.97858,1.00206
2022,Post-secondary Non-tertiary Level,2nd Quintile,No,0.96992,289,289,0.95019,0.98965
2022,Post-secondary Non-tertiary Level,3rd Quintile,No,0.96683,303,303,0.94663,0.98703
2022,Post-secondary Non-tertiary Level,4th Quintile,No,0.99877,292,292,0.99475,1.00279
2022,Post-secondary Non-tertiary Level,5th Quintile,No,0.97205,283,283,0.95282,0.99129
2022,First Stage of Tertiary Education,1st Quintile,No,0.99986,81,81,0.99732,1.00241
2022,First Stage of Tertiary Education,4th Quintile,No,0.99969,226,226,0.99739,1.00199
2022,First Stage of Tertiary Education,5th Quintile,No,0.99751,287,287,0.99173,1.00329
2022,Second Stage of Tertiary Education,1st Quintile,No,0.98624,635,635,0.97717,0.99531
2022,Second Stage of Tertiary Education,2nd Quintile,No,0.98844,568,568,0.97964,0.99724
2022,Second Stage of Tertiary Education,3rd Quintile,No,0.98249,808,808,0.97344,0.99154
2022,Second Stage of Tertiary Education,4th Quintile,No,0.97631,1196,1196,0.96769,0.98493
2022,Second Stage of Tertiary Education,5th Quintile,No,0.99374,2093,2093,0.99036,0.99712
