year,migback,pgisced97,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,Pre-primary Level,No,0.58812,58,58,0.46035,0.71590
2015,Direct migration background,Primary Level,No,0.99692,334,334,0.99097,1.00287
2015,Direct migration background,Lower Secondary Level,No,0.98872,1044,1044,0.98232,0.99513
2015,Direct migration background,Upper Secondary Level,No,0.99170,2002,2002,0.98772,0.99568
2015,Direct migration background,Post-secondary Non-tertiary Level,No,0.98775,806,806,0.98014,0.99535
2015,Direct migration background,Second Stage of Tertiary Education,No,0.99064,1491,1491,0.98575,0.99553
2015,Indirect migration background,Pre-primary Level,No,0.71058,101,101,0.62170,0.79947
2015,Indirect migration background,Primary Level,No,0.94956,33,33,0.87374,1.02539
2015,Indirect migration background,Lower Secondary Level,No,0.92482,310,310,0.89542,0.95422
2015,Indirect migration background,Upper Secondary Level,No,0.96009,636,636,0.94486,0.97532
2015,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96058,105,105,0.92318,0.99798
2016,No migration background,Pre-primary Level,No,0.48329,212,212,0.41587,0.55072
2016,No migration background,Primary Level,No,0.97565,132,132,0.94926,1.00204
2016,No migration background,Lower Secondary Level,No,0.96484,1470,1470,0.95542,0.97426
2016,No migration background,Upper Secondary Level,Yes,0.00720,66,8730,0.00543,0.00898
2016,No migration background,Upper Secondary Level,No,0.99263,8664,8730,0.99083,0.99442
2016,No migration background,Post-secondary Non-tertiary Level,No,0.97661,1151,1151,0.96787,0.98534
2016,No migration background,First Stage of Tertiary Education,No,0.98484,1233,1233,0.97801,0.99166
2016,No migration background,Second Stage of Tertiary Education,Yes,0.00973,46,4422,0.00684,0.01263
2016,No migration background,Second Stage of Tertiary Education,No,0.99027,4376,4422,0.98737,0.99316
2016,Direct migration background,Pre-primary Level,No,0.72153,67,67,0.61339,0.82967
2016,Direct migration background,Primary Level,No,0.99903,1268,1268,0.99731,1.00074
2016,Direct migration background,Lower Secondary Level,No,0.99559,1359,1359,0.99207,0.99912
2016,Direct migration background,Upper Secondary Level,Yes,0.01611,37,2201,0.01085,0.02137
2016,Direct migration background,Upper Secondary Level,No,0.98284,2164,2201,0.97742,0.98827
2016,Direct migration background,Post-secondary Non-tertiary Level,No,0.99290,799,799,0.98708,0.99873
2016,Direct migration background,Second Stage of Tertiary Education,Yes,0.01694,50,1854,0.01107,0.02282
2016,Direct migration background,Second Stage of Tertiary Education,No,0.98306,1804,1854,0.97718,0.98893
2016,Indirect migration background,Pre-primary Level,No,0.47433,79,79,0.36351,0.58514
2016,Indirect migration background,Lower Secondary Level,No,0.91033,291,291,0.87744,0.94321
2016,Indirect migration background,Upper Secondary Level,No,0.96373,584,584,0.94855,0.97891
2016,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96257,100,100,0.92518,0.99996
2016,Indirect migration background,Second Stage of Tertiary Education,No,0.97765,208,208,0.95751,0.99779
2017,No migration background,Pre-primary Level,No,0.57087,282,282,0.51299,0.62874
2017,No migration background,Primary Level,No,0.99813,164,164,0.99150,1.00476
2017,No migration background,Lower Secondary Level,No,0.97084,1672,1672,0.96277,0.97891
2017,No migration background,Upper Secondary Level,Yes,0.00620,78,9759,0.00464,0.00776
2017,No migration background,Upper Secondary Level,No,0.99341,9681,9759,0.99181,0.99502
2017,No migration background,Post-secondary Non-tertiary Level,No,0.98165,1404,1404,0.97463,0.98867
2017,No migration background,First Stage of Tertiary Education,No,0.99362,1366,1366,0.98940,0.99785
2017,No migration background,Second Stage of Tertiary Education,Yes,0.01301,64,5038,0.00988,0.01613
2017,No migration background,Second Stage of Tertiary Education,No,0.98699,4974,5038,0.98387,0.99012
2017,Direct migration background,Pre-primary Level,No,0.43666,52,52,0.30054,0.57278
2017,Direct migration background,Primary Level,No,0.98401,1653,1653,0.97796,0.99006
2017,Direct migration background,Lower Secondary Level,No,0.97868,1570,1570,0.97153,0.98583
2017,Direct migration background,Upper Secondary Level,Yes,0.00989,31,2294,0.00584,0.01394
2017,Direct migration background,Upper Secondary Level,No,0.98981,2263,2294,0.98570,0.99392
2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.98301,749,749,0.97375,0.99227
2017,Direct migration background,Second Stage of Tertiary Education,Yes,0.02348,53,1956,0.01677,0.03019
2017,Direct migration background,Second Stage of Tertiary Education,No,0.97649,1903,1956,0.96977,0.98320
2017,Indirect migration background,Pre-primary Level,No,0.49167,91,91,0.38838,0.59495
2017,Indirect migration background,Primary Level,No,0.95956,34,34,0.89235,1.02677
2017,Indirect migration background,Lower Secondary Level,No,0.93744,271,271,0.90856,0.96633
2017,Indirect migration background,Upper Secondary Level,No,0.97460,673,673,0.96271,0.98650
2017,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98235,113,113,0.95797,1.00674
2017,Indirect migration background,First Stage of Tertiary Education,No,0.97797,52,52,0.93768,1.01825
2017,Indirect migration background,Second Stage of Tertiary Education,No,0.96391,250,250,0.94074,0.98708
2018,No migration background,Pre-primary Level,No,0.54531,220,220,0.47936,0.61126
2018,No migration background,Primary Level,No,0.96777,164,164,0.94065,0.99488
2018,No migration background,Lower Secondary Level,No,0.96531,1652,1652,0.95648,0.97413
2018,No migration background,Upper Secondary Level,Yes,0.00531,66,9338,0.00384,0.00679
2018,No migration background,Upper Secondary Level,No,0.99449,9272,9338,0.99299,0.99600
2018,No migration background,Post-secondary Non-tertiary Level,No,0.98519,1382,1382,0.97882,0.99156
2018,No migration background,First Stage of Tertiary Education,No,0.98689,1298,1298,0.98070,0.99308
2018,No migration background,Second Stage of Tertiary Education,Yes,0.00944,41,4912,0.00674,0.01214
2018,No migration background,Second Stage of Tertiary Education,No,0.99045,4871,4912,0.98773,0.99317
2018,Direct migration background,Pre-primary Level,No,0.53745,53,53,0.40193,0.67297
2018,Direct migration background,Primary Level,Yes,0.00942,34,1558,0.00462,0.01422
2018,Direct migration background,Primary Level,No,0.98101,1524,1558,0.97423,0.98779
2018,Direct migration background,Lower Secondary Level,No,0.98421,1445,1445,0.97778,0.99064
2018,Direct migration background,Upper Secondary Level,Yes,0.01302,33,2128,0.00820,0.01784
2018,Direct migration background,Upper Secondary Level,No,0.98689,2095,2128,0.98206,0.99172
2018,Direct migration background,Post-secondary Non-tertiary Level,No,0.98546,679,679,0.97645,0.99447
2018,Direct migration background,First Stage of Tertiary Education,No,0.99373,87,87,0.97705,1.01041
2018,Direct migration background,Second Stage of Tertiary Education,Yes,0.02259,54,1816,0.01575,0.02943
2018,Direct migration background,Second Stage of Tertiary Education,No,0.97738,1762,1816,0.97054,0.98422
2018,Indirect migration background,Pre-primary Level,No,0.54153,84,84,0.43433,0.64872
2018,Indirect migration background,Lower Secondary Level,No,0.91758,280,280,0.88531,0.94985
2018,Indirect migration background,Upper Secondary Level,No,0.98586,666,666,0.97688,0.99483
2018,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95643,114,114,0.91880,0.99407
2018,Indirect migration background,First Stage of Tertiary Education,No,0.99841,46,46,0.98675,1.01006
2018,Indirect migration background,Second Stage of Tertiary Education,No,0.99621,244,244,0.98848,1.00394
2019,No migration background,Pre-primary Level,No,0.59211,204,204,0.52450,0.65971
2019,No migration background,Primary Level,No,0.96956,144,144,0.94140,0.99772
2019,No migration background,Lower Secondary Level,No,0.95743,1562,1562,0.94742,0.96745
2019,No migration background,Upper Secondary Level,Yes,0.00610,65,9201,0.00451,0.00770
2019,No migration background,Upper Secondary Level,No,0.99364,9136,9201,0.99202,0.99527
2019,No migration background,Post-secondary Non-tertiary Level,No,0.98408,1480,1480,0.97771,0.99046
2019,No migration background,First Stage of Tertiary Education,No,0.98557,1500,1500,0.97954,0.99161
2019,No migration background,Second Stage of Tertiary Education,Yes,0.00883,53,5621,0.00639,0.01128
2019,No migration background,Second Stage of Tertiary Education,No,0.99117,5568,5621,0.98872,0.99361
2019,Direct migration background,Pre-primary Level,No,0.58459,50,50,0.44661,0.72257
2019,Direct migration background,Primary Level,No,0.97748,1462,1462,0.96987,0.98508
2019,Direct migration background,Lower Secondary Level,No,0.99509,1267,1267,0.99123,0.99894
2019,Direct migration background,Upper Secondary Level,No,0.99197,1823,1823,0.98787,0.99607
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.99547,609,609,0.99013,1.00081
2019,Direct migration background,First Stage of Tertiary Education,No,0.91324,83,83,0.85232,0.97417
2019,Direct migration background,Second Stage of Tertiary Education,Yes,0.01604,32,1674,0.01002,0.02206
2019,Direct migration background,Second Stage of Tertiary Education,No,0.98378,1642,1674,0.97773,0.98983
2019,Indirect migration background,Pre-primary Level,No,0.62902,81,81,0.52316,0.73487
2019,Indirect migration background,Primary Level,No,0.88624,34,34,0.77791,0.99458
2019,Indirect migration background,Lower Secondary Level,No,0.88418,229,229,0.84264,0.92571
2019,Indirect migration background,Upper Secondary Level,No,0.98007,623,623,0.96909,0.99106
2019,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98933,130,130,0.97161,1.00706
2019,Indirect migration background,Second Stage of Tertiary Education,No,0.98842,282,282,0.97591,1.00093
2020,No migration background,Pre-primary Level,No,0.44528,197,197,0.37570,0.51486
2020,No migration background,Lower Secondary Level,No,0.96245,1431,1431,0.95259,0.97230
2020,No migration background,Upper Secondary Level,Yes,0.00516,53,8408,0.00363,0.00669
2020,No migration background,Upper Secondary Level,No,0.99419,8355,8408,0.99257,0.99582
2020,No migration background,Post-secondary Non-tertiary Level,No,0.97748,1408,1408,0.96972,0.98523
2020,No migration background,First Stage of Tertiary Education,No,0.99430,1325,1325,0.99025,0.99836
2020,No migration background,Second Stage of Tertiary Education,Yes,0.01080,51,5281,0.00801,0.01358
2020,No migration background,Second Stage of Tertiary Education,No,0.98920,5230,5281,0.98642,0.99199
2020,Direct migration background,Pre-primary Level,No,0.65364,82,82,0.55002,0.75726
2020,Direct migration background,Primary Level,No,0.99638,1636,1636,0.99346,0.99929
2020,Direct migration background,Lower Secondary Level,No,0.98763,1542,1542,0.98211,0.99315
2020,Direct migration background,Upper Secondary Level,Yes,0.00837,40,2350,0.00468,0.01205
2020,Direct migration background,Upper Secondary Level,No,0.99163,2310,2350,0.98795,0.99532
2020,Direct migration background,Post-secondary Non-tertiary Level,No,0.99346,774,774,0.98778,0.99914
2020,Direct migration background,First Stage of Tertiary Education,No,0.99625,76,76,0.98242,1.01008
2020,Direct migration background,Second Stage of Tertiary Education,Yes,0.02379,43,2187,0.01740,0.03018
2020,Direct migration background,Second Stage of Tertiary Education,No,0.97603,2144,2187,0.96961,0.98244
2020,Indirect migration background,Pre-primary Level,No,0.54168,84,84,0.43448,0.64887
2020,Indirect migration background,Lower Secondary Level,No,0.96549,224,224,0.94154,0.98945
2020,Indirect migration background,Upper Secondary Level,No,0.98220,605,605,0.97165,0.99274
2020,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98015,133,133,0.95635,1.00394
2020,Indirect migration background,Second Stage of Tertiary Education,No,0.98492,287,287,0.97079,0.99904
2021,No migration background,Pre-primary Level,No,0.51370,104,104,0.41718,0.61023
2021,No migration background,Primary Level,No,0.99738,87,87,0.98658,1.00818
2021,No migration background,Lower Secondary Level,No,0.94634,876,876,0.93141,0.96127
2021,No migration background,Upper Secondary Level,Yes,0.00401,33,5713,0.00237,0.00564
2021,No migration background,Upper Secondary Level,No,0.99128,5680,5713,0.98887,0.99369
2021,No migration background,Post-secondary Non-tertiary Level,No,0.98367,1028,1028,0.97592,0.99142
2021,No migration background,First Stage of Tertiary Education,No,0.98278,895,895,0.97425,0.99131
2021,No migration background,Second Stage of Tertiary Education,Yes,0.01104,42,4085,0.00784,0.01425
2021,No migration background,Second Stage of Tertiary Education,No,0.98812,4043,4085,0.98480,0.99144
2021,Direct migration background,Pre-primary Level,No,0.54249,55,55,0.40962,0.67537
2021,Direct migration background,Primary Level,No,0.98531,911,911,0.97749,0.99313
2021,Direct migration background,Lower Secondary Level,No,0.99618,806,806,0.99191,1.00044
2021,Direct migration background,Upper Secondary Level,No,0.98309,1256,1256,0.97596,0.99022
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.99028,454,454,0.98124,0.99931
2021,Direct migration background,First Stage of Tertiary Education,No,0.99434,58,58,0.97485,1.01382
2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.01193,36,1398,0.00623,0.01762
2021,Direct migration background,Second Stage of Tertiary Education,No,0.98358,1362,1398,0.97691,0.99024
2021,Indirect migration background,Pre-primary Level,No,0.47367,38,38,0.31278,0.63456
2021,Indirect migration background,Lower Secondary Level,No,0.92607,117,117,0.87846,0.97369
2021,Indirect migration background,Upper Secondary Level,No,0.97785,373,373,0.96289,0.99280
2021,Indirect migration background,Post-secondary Non-tertiary Level,No,0.97821,90,90,0.94788,1.00854
2021,Indirect migration background,First Stage of Tertiary Education,No,0.99296,37,37,0.96564,1.02028
2021,Indirect migration background,Second Stage of Tertiary Education,No,0.99792,207,207,0.99171,1.00414
2022,No migration background,Pre-primary Level,No,0.57139,178,178,0.49848,0.64430
2022,No migration background,Primary Level,No,0.98226,114,114,0.95792,1.00660
2022,No migration background,Lower Secondary Level,No,0.96510,964,964,0.95351,0.97669
2022,No migration background,Upper Secondary Level,Yes,0.00810,75,6978,0.00599,0.01020
2022,No migration background,Upper Secondary Level,No,0.97824,6903,6978,0.97482,0.98166
2022,No migration background,Post-secondary Non-tertiary Level,Yes,0.02496,40,1491,0.01704,0.03288
2022,No migration background,Post-secondary Non-tertiary Level,No,0.97466,1451,1491,0.96668,0.98264
2022,No migration background,First Stage of Tertiary Education,No,0.98324,1201,1201,0.97598,0.99050
2022,No migration background,Second Stage of Tertiary Education,Yes,0.01444,76,5495,0.01129,0.01760
2022,No migration background,Second Stage of Tertiary Education,No,0.98213,5419,5495,0.97863,0.98563
2022,Direct migration background,Pre-primary Level,No,0.83242,104,104,0.76029,0.90455
2022,Direct migration background,Primary Level,No,0.98343,703,703,0.97398,0.99287
2022,Direct migration background,Lower Secondary Level,No,0.98545,760,760,0.97693,0.99397
2022,Direct migration background,Upper Secondary Level,Yes,0.01475,34,1637,0.00890,0.02059
2022,Direct migration background,Upper Secondary Level,No,0.98214,1603,1637,0.97573,0.98856
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.97593,536,536,0.96294,0.98892
2022,Direct migration background,First Stage of Tertiary Education,No,0.99983,78,78,0.99691,1.00275
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.02028,110,2724,0.01499,0.02558
2022,Direct migration background,Second Stage of Tertiary Education,No,0.97014,2614,2724,0.96375,0.97653
2022,Indirect migration background,Pre-primary Level,No,0.47133,35,35,0.30354,0.63913
2022,Indirect migration background,Lower Secondary Level,No,0.97161,126,126,0.94250,1.00073
2022,Indirect migration background,Upper Secondary Level,No,0.98476,572,572,0.97472,0.99481
2022,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95125,145,145,0.91607,0.98642
2022,Indirect migration background,First Stage of Tertiary Education,No,0.99455,68,68,0.97692,1.01218
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.99163,416,416,0.98287,1.00040
