"year","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1991","Sonstige","442.44","0","902","349.16","535.72"
"1992","(Ehe-)Paar ohne Kind(er)","40","0","3390","25.49","54.51"
"1992","1-Pers.- Haushalt","113.89","0","1302","57.71","170.07"
"1992","Alleinerziehende","680.64","0","957","518.18","843.1"
"1992","Paar mit Kind(ern)","52.13","0","10961","45.24","59.02"
"1992","Sonstige","221.66","0","1232","164.09","279.23"
"1993","(Ehe-)Paar ohne Kind(er)","68.94","0","3448","43.82","94.06"
"1993","1-Pers.- Haushalt","125.68","0","1362","83","168.36"
"1993","Alleinerziehende","903.79","0","918","722.53","1085.05"
"1993","Paar mit Kind(ern)","51.2","0","10565","43.53","58.87"
"1993","Sonstige","378.32","0","1235","304.5","452.14"
"1994","(Ehe-)Paar ohne Kind(er)","58.25","0","3538","37.61","78.89"
"1994","1-Pers.- Haushalt","149.45","0","1362","101.16","197.74"
"1994","Alleinerziehende","1202.64","0","882","983.05","1422.23"
"1994","Paar mit Kind(ern)","58.49","0","10166","45.94","71.04"
"1994","Sonstige","379.62","0","1190","294.71","464.53"
"1995","(Ehe-)Paar ohne Kind(er)","67.19","0","3654","45.4","88.98"
"1995","1-Pers.- Haushalt","156.6","0","1404","102.64","210.56"
"1995","Alleinerziehende","1160.15","0","942","986.93","1333.37"
"1995","Paar mit Kind(ern)","89.83","0","10523","74.53","105.13"
"1995","Sonstige","524.83","0","1189","428.27","621.39"
"1996","(Ehe-)Paar ohne Kind(er)","67.16","0","3682","47.43","86.89"
"1996","1-Pers.- Haushalt","121.33","0","1433","71.95","170.71"
"1996","Alleinerziehende","1155.27","0","959","912.42","1398.12"
"1996","Paar mit Kind(ern)","80.16","0","10157","69.28","91.04"
"1996","Sonstige","486.54","0","1108","386.99","586.09"
"1997","(Ehe-)Paar ohne Kind(er)","89","0","3758","65.16","112.84"
"1997","1-Pers.- Haushalt","142.15","0","1402","89.72","194.58"
"1997","Alleinerziehende","1076.41","0","967","927.57","1225.25"
"1997","Paar mit Kind(ern)","111.77","0","9806","95.49","128.05"
"1997","Sonstige","297.35","0","1074","218.86","375.84"
"1998","(Ehe-)Paar ohne Kind(er)","58.21","0","4358","40.85","75.57"
"1998","1-Pers.- Haushalt","120.7","0","1706","77.68","163.72"
"1998","Alleinerziehende","1098.46","0","1105","924.4","1272.52"
"1998","Paar mit Kind(ern)","72.14","0","10582","60.56","83.72"
"1998","Sonstige","190.31","0","1005","102.81","277.81"
"1999","(Ehe-)Paar ohne Kind(er)","96.83","0","4312","71.74","121.92"
"1999","1-Pers.- Haushalt","110.59","0","1638","70.67","150.51"
"1999","Alleinerziehende","1397.09","0","1115","1209.62","1584.56"
"1999","Paar mit Kind(ern)","82.03","0","10257","68.87","95.19"
"1999","Sonstige","317.39","0","666","193.53","441.25"
"2000","(Ehe-)Paar ohne Kind(er)","58.38","0","7936","40.64","76.12"
"2000","1-Pers.- Haushalt","197.22","0","3260","144","250.44"
"2000","Alleinerziehende","1200.83","0","1911","1056.97","1344.69"
"2000","Paar mit Kind(ern)","117.74","0","17502","102.44","133.04"
"2000","Sonstige","227.96","0","1198","155.95","299.97"
"2001","(Ehe-)Paar ohne Kind(er)","75.78","0","7178","59.63","91.93"
"2001","1-Pers.- Haushalt","188.75","0","2926","142.09","235.41"
"2001","Alleinerziehende","860.97","0","1761","760.94","961"
"2001","Paar mit Kind(ern)","132.49","0","15798","116.44","148.54"
"2001","Sonstige","266.26","0","1065","176.88","355.64"
"2002","(Ehe-)Paar ohne Kind(er)","91.86","0","7804","75.47","108.25"
"2002","1-Pers.- Haushalt","180.35","0","2938","130.38","230.32"
"2002","Alleinerziehende","924.55","0","1770","794.43","1054.67"
"2002","Paar mit Kind(ern)","115.62","0","16586","103.38","127.86"
"2002","Sonstige","428.14","0","1018","328.1","528.18"
"2003","(Ehe-)Paar ohne Kind(er)","84.09","0","7636","63.74","104.44"
"2003","1-Pers.- Haushalt","165.94","0","2919","125.14","206.74"
"2003","Alleinerziehende","1207.8","0","1742","1066.12","1349.48"
"2003","Paar mit Kind(ern)","100.22","0","15626","83.28","117.16"
"2003","Sonstige","209.01","0","869","141.28","276.74"
"2004","(Ehe-)Paar ohne Kind(er)","79.41","0","7638","56.95","101.87"
"2004","1-Pers.- Haushalt","180.35","0","2861","133.37","227.33"
"2004","Alleinerziehende","1146.73","0","1686","1031.9","1261.56"
"2004","Paar mit Kind(ern)","107.1","0","14947","91.01","123.19"
"2004","Sonstige","264.7","0","799","188.51","340.89"
"2005","(Ehe-)Paar ohne Kind(er)","81.69","0","7384","55.49","107.89"
"2005","1-Pers.- Haushalt","184.28","0","2913","133.17","235.39"
"2005","Alleinerziehende","1471.09","0","1736","1346.78","1595.4"
"2005","Paar mit Kind(ern)","120.54","0","13924","105.67","135.41"
"2005","Sonstige","151.02","0","749","86.91","215.13"
"2006","(Ehe-)Paar ohne Kind(er)","92.51","0","8316","58.83","126.19"
"2006","1-Pers.- Haushalt","168.11","0","3300","125.9","210.32"
"2006","Alleinerziehende","1223.98","0","1924","1101.52","1346.44"
"2006","Paar mit Kind(ern)","137.08","0","14388","120.45","153.71"
"2006","Sonstige","165.81","0","740","56.3","275.32"
"2007","(Ehe-)Paar ohne Kind(er)","99.36","0","7752","75.78","122.94"
"2007","1-Pers.- Haushalt","212.46","0","3121","153.99","270.93"
"2007","Alleinerziehende","1315.47","0","1774","1171.79","1459.15"
"2007","Paar mit Kind(ern)","149.49","0","13347","123.6","175.38"
"2007","Sonstige","170.62","0","624","87.69","253.55"
"2008","(Ehe-)Paar ohne Kind(er)","96.07","0","7468","64.75","127.39"
"2008","1-Pers.- Haushalt","167.7","0","2997","117.05","218.35"
"2008","Alleinerziehende","1333.28","0","1714","1187.26","1479.3"
"2008","Paar mit Kind(ern)","144.59","0","12161","122.45","166.73"
"2008","Sonstige","420.18","0","537","203.88","636.48"
"2009","(Ehe-)Paar ohne Kind(er)","89.14","0","7100","64.17","114.11"
"2009","1-Pers.- Haushalt","167.16","0","2860","113.61","220.71"
"2009","Alleinerziehende","1152.79","0","1589","1006.75","1298.83"
"2009","Paar mit Kind(ern)","132.53","0","11228","110.65","154.41"
"2009","Sonstige","304.43","0","444","147","461.86"
"2010","(Ehe-)Paar ohne Kind(er)","115.16","0","6744","75.76","154.56"
"2010","1-Pers.- Haushalt","224.32","0","2711","162.4","286.24"
"2010","Alleinerziehende","1982.02","0","4747","1840.83","2123.21"
"2010","Paar mit Kind(ern)","218.48","0","22667","196.3","240.66"
"2010","Sonstige","389.01","0","599","225.22","552.8"
"2011","(Ehe-)Paar ohne Kind(er)","90.05","0","8748","69.85","110.25"
"2011","1-Pers.- Haushalt","191.24","0","3551","143.84","238.64"
"2011","Alleinerziehende","1800.19","0","5866","1685.38","1915"
"2011","Paar mit Kind(ern)","218.97","0","25054","195.57","242.37"
"2011","Sonstige","503.26","0","782","401.57","604.95"
"2012","(Ehe-)Paar ohne Kind(er)","106.78","0","8900","82.37","131.19"
"2012","1-Pers.- Haushalt","186.29","0","3683","138.09","234.49"
"2012","Alleinerziehende","1802.09","0","5593","1687.18","1917"
"2012","Paar mit Kind(ern)","184.12","0","23464","165.99","202.25"
"2012","Sonstige","364.46","0","766","265.94","462.98"
"2013","(Ehe-)Paar ohne Kind(er)","93.68","0","9278","73.54","113.82"
"2013","1-Pers.- Haushalt","186.67","0","3844","136.37","236.97"
"2013","Alleinerziehende","1741.59","0","5802","1623.73","1859.45"
"2013","Paar mit Kind(ern)","237.77","0","26921","211.48","264.06"
"2013","Sonstige","477.26","0","1820","399.04","555.48"
"2014","(Ehe-)Paar ohne Kind(er)","121.54","0","8726","95.11","147.97"
"2014","1-Pers.- Haushalt","173.87","0","3566","129.6","218.14"
"2014","Alleinerziehende","1448.45","0","4688","1342.16","1554.74"
"2014","Paar mit Kind(ern)","190.56","0","23106","171.58","209.54"
"2014","Sonstige","510.69","0","1421","410.24","611.14"
"2015","(Ehe-)Paar ohne Kind(er)","105.05","0","8752","79.22","130.88"
"2015","1-Pers.- Haushalt","148.74","0","3627","106.78","190.7"
"2015","Alleinerziehende","1776.18","0","4428","1661.34","1891.02"
"2015","Paar mit Kind(ern)","257.89","0","22783","237.48","278.3"
"2015","Sonstige","461.59","0","1462","351.7","571.48"
"2016","(Ehe-)Paar ohne Kind(er)","93.07","0","8194","70.29","115.85"
"2016","1-Pers.- Haushalt","175.17","0","3388","134.15","216.19"
"2016","Alleinerziehende","2022.63","0","3929","1899.71","2145.55"
"2016","Paar mit Kind(ern)","204.96","0","20159","178.77","231.15"
"2016","Sonstige","189.94","0","1120","113.83","266.05"
"2017","(Ehe-)Paar ohne Kind(er)","109.76","0","9314","88.04","131.48"
"2017","1-Pers.- Haushalt","187.99","0","4112","144.57","231.41"
"2017","Alleinerziehende","2333.31","0","4453","2199.4","2467.22"
"2017","Paar mit Kind(ern)","226.38","0","25029","198.56","254.2"
"2017","Sonstige","211","0","1739","126.42","295.58"
"2018","(Ehe-)Paar ohne Kind(er)","94.65","0","9237","66.59","122.71"
"2018","1-Pers.- Haushalt","206.85","0","4453","158.55","255.15"
"2018","Alleinerziehende","2180.16","0","4613","2056.44","2303.88"
"2018","Paar mit Kind(ern)","294.69","0","26276","265.73","323.65"
"2018","Sonstige","490.73","0","1907","389.95","591.51"
"2019","(Ehe-)Paar ohne Kind(er)","107.48","0","10319","86.92","128.04"
"2019","1-Pers.- Haushalt","235.73","0","4639","185.37","286.09"
"2019","Alleinerziehende","2192.24","0","4286","2070.08","2314.4"
"2019","Paar mit Kind(ern)","287.12","0","26573","262.56","311.68"
"2019","Sonstige","452.08","0","1696","374.8","529.36"
"2020","(Ehe-)Paar ohne Kind(er)","75.4","0","10265","58.42","92.38"
"2020","1-Pers.- Haushalt","225.4","0","5129","185.64","265.16"
"2020","Alleinerziehende","2188.47","0","3977","2058.88","2318.06"
"2020","Paar mit Kind(ern)","297.97","0","25254","278.66","317.28"
"2020","Sonstige","320.93","0","1925","246.18","395.68"
