"year","quintil","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1998","4","Ostdeutschland","54.88","0","391","-13.34","123.1"
"1998","4","Westdeutschland","126.54","0","1992","83.46","169.62"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","133.86","0","119","-84.49","352.21"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","52.52","0","1044","5.43","99.61"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","249","0","1675","207.77","290.23"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","333","0","3583","283.28","382.72"
"1999","2","Ostdeutschland","129.76","0","1624","84.77","174.75"
"1999","2","Westdeutschland","232.61","0","3679","186.47","278.75"
"1999","3","Ostdeutschland","43.39","0","954","24.03","62.75"
"1999","3","Westdeutschland","145.94","0","2709","107.7","184.18"
"1999","4","Ostdeutschland","31.56","0","406","-15.69","78.81"
"1999","4","Westdeutschland","97.3","0","2032","60.4","134.2"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","16.91","0","112","-42.8","76.62"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","29.5","0","1214","1.32","57.68"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","250.09","0","2588","207.65","292.53"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","284.63","0","6101","247.58","321.68"
"2000","2","Ostdeutschland","129.3","0","2342","82.09","176.51"
"2000","2","Westdeutschland","211.45","0","6372","175.78","247.12"
"2000","3","Ostdeutschland","63.33","0","1462","30.29","96.37"
"2000","3","Westdeutschland","183.61","0","5276","147.21","220.01"
"2000","4","Ostdeutschland","34.9","0","711","10.19","59.61"
"2000","4","Westdeutschland","123.49","0","4041","83.51","163.47"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","47.3","0","254","-25.16","119.76"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","109.16","0","2660","58.6","159.72"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","204.27","0","2154","161.06","247.48"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","347.49","0","5123","305.83","389.15"
"2001","2","Ostdeutschland","200.82","0","2067","163.95","237.69"
"2001","2","Westdeutschland","144.34","0","5580","118.25","170.43"
"2001","3","Ostdeutschland","75.16","0","1472","43.56","106.76"
"2001","3","Westdeutschland","171.81","0","4833","137.68","205.94"
"2001","4","Ostdeutschland","77.03","0","768","32.71","121.35"
"2001","4","Westdeutschland","119.38","0","3868","83.33","155.43"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","34.87","0","277","-53.17","122.91"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","85.53","0","2586","51.99","119.07"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","289.71","0","1876","238.87","340.55"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","318.15","0","4370","273.47","362.83"
"2002","2","Ostdeutschland","79.82","0","1766","58.69","100.95"
"2002","2","Westdeutschland","196.68","0","4814","162.37","230.99"
"2002","3","Ostdeutschland","134","0","1514","97.11","170.89"
"2002","3","Westdeutschland","177.48","0","4451","141.38","213.58"
"2002","4","Ostdeutschland","78.38","0","980","45.33","111.43"
"2002","4","Westdeutschland","130","0","4879","98.75","161.25"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","48.81","0","568","-5","102.62"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","86.97","0","4898","60.94","113"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","202.28","0","1889","158.95","245.61"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","331.65","0","3891","282.65","380.65"
"2003","2","Ostdeutschland","201.13","0","1622","158.93","243.33"
"2003","2","Westdeutschland","186.9","0","4504","155.73","218.07"
"2003","3","Ostdeutschland","101.22","0","1495","72.64","129.8"
"2003","3","Westdeutschland","169.66","0","4637","132.41","206.91"
"2003","4","Ostdeutschland","36.77","0","1040","18.77","54.77"
"2003","4","Westdeutschland","157.73","0","4798","115.87","199.59"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","198.82","0","501","-64.52","462.16"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","122.28","0","4415","89.19","155.37"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","285.45","0","1806","224.65","346.25"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","439.91","0","3759","384.18","495.64"
"2004","2","Ostdeutschland","110.39","0","1555","83.25","137.53"
"2004","2","Westdeutschland","152.09","0","4368","116.89","187.29"
"2004","3","Ostdeutschland","113.52","0","1436","76.3","150.74"
"2004","3","Westdeutschland","184.79","0","4451","148.26","221.32"
"2004","4","Ostdeutschland","55.38","0","1040","15.02","95.74"
"2004","4","Westdeutschland","73.25","0","4647","47.09","99.41"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","128.38","0","541","2.31","254.45"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","121.61","0","4328","90.23","152.99"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","253.6","0","1824","201.39","305.81"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","379.41","0","3563","327.53","431.29"
"2005","2","Ostdeutschland","169.57","0","1435","121.82","217.32"
"2005","2","Westdeutschland","349.94","0","4059","300.49","399.39"
"2005","3","Ostdeutschland","148.58","0","1365","109.57","187.59"
"2005","3","Westdeutschland","182.33","0","4174","148.51","216.15"
"2005","4","Ostdeutschland","83.54","0","963","32.71","134.37"
"2005","4","Westdeutschland","123.61","0","4492","97.94","149.28"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","82.43","0","564","4.49","160.37"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","117.61","0","4267","77.97","157.25"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","163.38","0","1889","120.14","206.62"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","427.55","0","3829","377.05","478.05"
"2006","2","Ostdeutschland","64.48","0","1505","38.72","90.24"
"2006","2","Westdeutschland","323.44","0","4424","280.71","366.17"
"2006","3","Ostdeutschland","83.63","0","1547","53.28","113.98"
"2006","3","Westdeutschland","140.46","0","4367","103.7","177.22"
"2006","4","Ostdeutschland","126.01","0","1075","-51","303.02"
"2006","4","Westdeutschland","80.59","0","4983","45.74","115.44"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","80.68","0","524","-35.05","196.41"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","182.4","0","4525","136.79","228.01"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","204.81","0","1565","149.97","259.65"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","606.75","0","3331","529.68","683.82"
"2007","2","Ostdeutschland","167.01","0","1539","122.06","211.96"
"2007","2","Westdeutschland","209.75","0","3874","166.98","252.52"
"2007","3","Ostdeutschland","125.37","0","1433","91.12","159.62"
"2007","3","Westdeutschland","183.25","0","4172","143.4","223.1"
"2007","4","Ostdeutschland","60.18","0","1032","29.18","91.18"
"2007","4","Westdeutschland","130.84","0","4704","96.45","165.23"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","86.38","0","554","-18.67","191.43"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","127.76","0","4411","58.24","197.28"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","335.92","0","1430","262.7","409.14"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","449.86","0","2854","375.32","524.4"
"2008","2","Ostdeutschland","199.37","0","1351","152","246.74"
"2008","2","Westdeutschland","257.98","0","3325","207.3","308.66"
"2008","3","Ostdeutschland","88.05","0","1383","37.83","138.27"
"2008","3","Westdeutschland","187.86","0","4016","150.85","224.87"
"2008","4","Ostdeutschland","103.02","0","1072","81.82","124.22"
"2008","4","Westdeutschland","166.25","0","4476","118.65","213.85"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","207.76","0","585","93.24","322.28"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","150.41","0","4385","91","209.82"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","254.25","0","1223","198.53","309.97"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","270.99","0","2555","215.35","326.63"
"2009","2","Ostdeutschland","162.18","0","1326","106.57","217.79"
"2009","2","Westdeutschland","273","0","2982","214.67","331.33"
"2009","3","Ostdeutschland","128.61","0","1356","87.73","169.49"
"2009","3","Westdeutschland","273.67","0","3518","205.11","342.23"
"2009","4","Ostdeutschland","140.36","0","1096","82.95","197.77"
"2009","4","Westdeutschland","173.59","0","4257","128.91","218.27"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","95.08","0","581","24.71","165.45"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","69.89","0","4327","41.26","98.52"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","403.19","0","2224","330.01","476.37"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","520.94","0","5909","465.98","575.9"
"2010","2","Ostdeutschland","188.86","0","2015","135.05","242.67"
"2010","2","Westdeutschland","454.4","0","6344","396.9","511.9"
"2010","3","Ostdeutschland","319.36","0","1634","194.25","444.47"
"2010","3","Westdeutschland","313.54","0","5587","223.18","403.9"
"2010","4","Ostdeutschland","197.69","0","1349","109.44","285.94"
"2010","4","Westdeutschland","250.9","0","5956","177.05","324.75"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","140.31","0","708","84.12","196.5"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","220.15","0","5742","162.94","277.36"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","453.81","0","2449","369.41","538.21"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","474.7","0","6128","411.44","537.96"
"2011","2","Ostdeutschland","243.27","0","2104","177.19","309.35"
"2011","2","Westdeutschland","419.59","0","7165","367.65","471.53"
"2011","3","Ostdeutschland","86.55","0","1991","44.47","128.63"
"2011","3","Westdeutschland","320.05","0","6754","246.05","394.05"
"2011","4","Ostdeutschland","123.71","0","1675","45.24","202.18"
"2011","4","Westdeutschland","258.73","0","7621","204.84","312.62"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","167.07","0","927","87.1","247.04"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","157.9","0","7187","102.45","213.35"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","493.23","0","2095","417.68","568.78"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","458.93","0","5042","398.54","519.32"
"2012","2","Ostdeutschland","204.63","0","2051","148.3","260.96"
"2012","2","Westdeutschland","401.54","0","6520","345.36","457.72"
"2012","3","Ostdeutschland","119.13","0","2020","66.44","171.82"
"2012","3","Westdeutschland","282.92","0","6822","230.98","334.86"
"2012","4","Ostdeutschland","200.66","0","1657","122.49","278.83"
"2012","4","Westdeutschland","234.78","0","7664","182.49","287.07"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","143.95","0","1047","77.08","210.82"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","174.15","0","7487","117.54","230.76"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","405.27","0","2032","325.69","484.85"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","471.84","0","6749","424.72","518.96"
"2013","2","Ostdeutschland","370.08","0","2035","285.63","454.53"
"2013","2","Westdeutschland","402.99","0","7584","353.91","452.07"
"2013","3","Ostdeutschland","124.41","0","1784","75.04","173.78"
"2013","3","Westdeutschland","302.39","0","7562","251.6","353.18"
"2013","4","Ostdeutschland","98.95","0","1846","47.41","150.49"
"2013","4","Westdeutschland","299.58","0","8712","218","381.16"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","251.87","0","1139","150.65","353.09"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","171.82","0","8221","123.76","219.88"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","328.49","0","1515","257.21","399.77"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","663.79","0","5026","605.58","722"
"2014","2","Ostdeutschland","245.13","0","1822","170.77","319.49"
"2014","2","Westdeutschland","326.36","0","6023","281.18","371.54"
"2014","3","Ostdeutschland","175.7","0","1744","120.52","230.88"
"2014","3","Westdeutschland","306.93","0","6498","254.11","359.75"
"2014","4","Ostdeutschland","127.93","0","1854","62.92","192.94"
"2014","4","Westdeutschland","185.2","0","7783","145.96","224.44"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","277.71","0","1087","59.78","495.64"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","131.2","0","8155","93.28","169.12"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","381.12","0","1407","289.1","473.14"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","587.04","0","5160","530.15","643.93"
"2015","2","Ostdeutschland","425.77","0","1530","341.62","509.92"
"2015","2","Westdeutschland","433.31","0","5687","379.54","487.08"
"2015","3","Ostdeutschland","217.52","0","1786","148.27","286.77"
"2015","3","Westdeutschland","315.78","0","6192","266.34","365.22"
"2015","4","Ostdeutschland","118.92","0","1823","48.24","189.6"
"2015","4","Westdeutschland","291.01","0","7725","238.92","343.1"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","222.28","0","1177","162.59","281.97"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","180.44","0","8563","139.66","221.22"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","543.73","0","1202","434.5","652.96"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","430.26","0","3795","373.1","487.42"
"2016","2","Ostdeutschland","389.4","0","1325","299.62","479.18"
"2016","2","Westdeutschland","428.21","0","4858","369.81","486.61"
"2016","3","Ostdeutschland","391.07","0","1563","289.16","492.98"
"2016","3","Westdeutschland","425.53","0","5244","359.84","491.22"
"2016","4","Ostdeutschland","247.01","0","1849","182.7","311.32"
"2016","4","Westdeutschland","225.6","0","7415","184.65","266.55"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","123.84","0","1216","62.22","185.46"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","165.58","0","8323","110.88","220.28"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","480.16","0","1882","316.65","643.67"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","574.21","0","7164","505.75","642.67"
"2017","2","Ostdeutschland","399.17","0","1403","281.93","516.41"
"2017","2","Westdeutschland","508.78","0","4845","436.48","581.08"
"2017","3","Ostdeutschland","390.15","0","1626","305.62","474.68"
"2017","3","Westdeutschland","316.44","0","5709","268.16","364.72"
"2017","4","Ostdeutschland","130.76","0","2113","80.9","180.62"
"2017","4","Westdeutschland","330.41","0","8064","269.96","390.86"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","112.52","0","1625","65.15","159.89"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","230.65","0","10216","193.38","267.92"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","567.21","0","2151","463.41","671.01"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","670.88","0","8691","605.81","735.95"
"2018","2","Ostdeutschland","657.34","0","1290","528.29","786.39"
"2018","2","Westdeutschland","569.56","0","4873","470.57","668.55"
"2018","3","Ostdeutschland","335.78","0","1591","271.11","400.45"
"2018","3","Westdeutschland","499.82","0","5442","434.81","564.83"
"2018","4","Ostdeutschland","337.2","0","2270","285.57","388.83"
"2018","4","Westdeutschland","320","0","8096","273.42","366.58"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","111.06","0","1671","51.81","170.31"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","184.25","0","10411","144.85","223.65"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","693.58","0","1803","595.12","792.04"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","397.72","0","7342","359.61","435.83"
"2019","2","Ostdeutschland","601.8","0","1134","450.33","753.27"
"2019","2","Westdeutschland","672.74","0","4620","607.83","737.65"
"2019","3","Ostdeutschland","492.81","0","1408","397.07","588.55"
"2019","3","Westdeutschland","467.81","0","4802","395.51","540.11"
"2019","4","Ostdeutschland","241.58","0","2426","185.54","297.62"
"2019","4","Westdeutschland","327.47","0","7773","284.22","370.72"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","144.78","0","2589","103.46","186.1"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","266.18","0","13520","221.92","310.44"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","722.52","0","1634","609.06","835.98"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","471.48","0","6013","434.9","508.06"
"2020","2","Ostdeutschland","435.2","0","1082","311","559.4"
"2020","2","Westdeutschland","642.44","0","5354","594.31","690.57"
"2020","3","Ostdeutschland","424.29","0","1272","294.45","554.13"
"2020","3","Westdeutschland","411.37","0","4973","354.82","467.92"
"2020","4","Ostdeutschland","235.32","0","2238","180.5","290.14"
"2020","4","Westdeutschland","438.57","0","8218","386.98","490.16"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","185.87","0","2568","134.25","237.49"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","215.13","0","13198","184.46","245.8"
