year,pgisced97,quintil_oecd,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,First Stage of Tertiary Education,3rd Quintile,No,0.92243,315,315,0.89284,0.95202
2014,First Stage of Tertiary Education,4th Quintile,Yes,0.10228,39,430,0.07361,0.13095
2014,First Stage of Tertiary Education,4th Quintile,No,0.89772,391,430,0.86905,0.92639
2014,First Stage of Tertiary Education,5th Quintile,Yes,0.09658,32,410,0.06795,0.12521
2014,First Stage of Tertiary Education,5th Quintile,No,0.90342,378,410,0.87479,0.93205
2014,Second Stage of Tertiary Education,1st Quintile,Yes,0.26588,121,536,0.22845,0.30332
2014,Second Stage of Tertiary Education,1st Quintile,No,0.73412,415,536,0.69668,0.77155
2014,Second Stage of Tertiary Education,2nd Quintile,Yes,0.12541,87,661,0.10014,0.15067
2014,Second Stage of Tertiary Education,2nd Quintile,No,0.87459,574,661,0.84933,0.89986
2014,Second Stage of Tertiary Education,3rd Quintile,Yes,0.13803,126,989,0.11652,0.15953
2014,Second Stage of Tertiary Education,3rd Quintile,No,0.86197,863,989,0.84047,0.88348
2014,Second Stage of Tertiary Education,4th Quintile,Yes,0.13222,182,1359,0.11421,0.15024
2014,Second Stage of Tertiary Education,4th Quintile,No,0.86778,1177,1359,0.84976,0.88579
2014,Second Stage of Tertiary Education,5th Quintile,Yes,0.15261,351,2659,0.13894,0.16628
2014,Second Stage of Tertiary Education,5th Quintile,No,0.84739,2308,2659,0.83372,0.86106
2019,No answer / don't know,1st Quintile,Yes,0.19717,43,219,0.14436,0.24999
2019,No answer / don't know,1st Quintile,No,0.80283,176,219,0.75001,0.85564
2019,No answer / don't know,2nd Quintile,No,0.75439,90,90,0.66496,0.84382
2019,No answer / don't know,3rd Quintile,No,0.80278,59,59,0.70038,0.90519
2019,No answer / don't know,4th Quintile,No,0.85219,46,46,0.74849,0.95588
2019,Pre-primary Level,1st Quintile,No,0.66898,68,68,0.55630,0.78167
2019,Pre-primary Level,2nd Quintile,No,0.56583,53,53,0.43111,0.70055
2019,Primary Level,1st Quintile,Yes,0.15748,32,244,0.11168,0.20328
2019,Primary Level,1st Quintile,No,0.84252,212,244,0.79672,0.88832
2019,Primary Level,2nd Quintile,No,0.78944,61,61,0.68628,0.89261
2019,Lower Secondary Level,1st Quintile,Yes,0.12774,132,922,0.10618,0.14930
2019,Lower Secondary Level,1st Quintile,No,0.87226,790,922,0.85070,0.89382
2019,Lower Secondary Level,2nd Quintile,Yes,0.12864,83,640,0.10268,0.15460
2019,Lower Secondary Level,2nd Quintile,No,0.87136,557,640,0.84540,0.89732
2019,Lower Secondary Level,3rd Quintile,Yes,0.08671,45,370,0.05800,0.11542
2019,Lower Secondary Level,3rd Quintile,No,0.91329,325,370,0.88458,0.94200
2019,Lower Secondary Level,4th Quintile,No,0.91291,222,222,0.87574,0.95009
2019,Lower Secondary Level,5th Quintile,No,0.82449,91,91,0.74590,0.90308
2019,Upper Secondary Level,1st Quintile,Yes,0.13789,286,2068,0.12303,0.15276
2019,Upper Secondary Level,1st Quintile,No,0.86211,1782,2068,0.84724,0.87697
2019,Upper Secondary Level,2nd Quintile,Yes,0.09411,244,2556,0.08278,0.10543
2019,Upper Secondary Level,2nd Quintile,No,0.90589,2312,2556,0.89457,0.91722
2019,Upper Secondary Level,3rd Quintile,Yes,0.09992,218,2209,0.08741,0.11243
2019,Upper Secondary Level,3rd Quintile,No,0.90008,1991,2209,0.88757,0.91259
2019,Upper Secondary Level,4th Quintile,Yes,0.09200,200,1930,0.07910,0.10490
2019,Upper Secondary Level,4th Quintile,No,0.90800,1730,1930,0.89510,0.92090
2019,Upper Secondary Level,5th Quintile,Yes,0.11340,180,1442,0.09703,0.12977
2019,Upper Secondary Level,5th Quintile,No,0.88660,1262,1442,0.87023,0.90297
2019,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.18829,55,299,0.14390,0.23267
2019,Post-secondary Non-tertiary Level,1st Quintile,No,0.81171,244,299,0.76733,0.85610
2019,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.19653,74,432,0.15901,0.23405
2019,Post-secondary Non-tertiary Level,2nd Quintile,No,0.80347,358,432,0.76595,0.84099
2019,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.19109,60,440,0.15432,0.22787
2019,Post-secondary Non-tertiary Level,3rd Quintile,No,0.80891,380,440,0.77213,0.84568
2019,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.11133,41,359,0.07875,0.14391
2019,Post-secondary Non-tertiary Level,4th Quintile,No,0.88867,318,359,0.85609,0.92125
2019,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.11477,44,363,0.08193,0.14760
2019,Post-secondary Non-tertiary Level,5th Quintile,No,0.88523,319,363,0.85240,0.91807
2019,First Stage of Tertiary Education,1st Quintile,No,0.93530,81,81,0.88140,0.98921
2019,First Stage of Tertiary Education,2nd Quintile,No,0.94519,213,213,0.91456,0.97583
2019,First Stage of Tertiary Education,3rd Quintile,No,0.93595,278,278,0.90711,0.96478
2019,First Stage of Tertiary Education,4th Quintile,No,0.90317,302,302,0.86976,0.93658
2019,First Stage of Tertiary Education,5th Quintile,Yes,0.08370,32,380,0.05582,0.11158
2019,First Stage of Tertiary Education,5th Quintile,No,0.91630,348,380,0.88842,0.94418
2019,Second Stage of Tertiary Education,1st Quintile,Yes,0.18071,98,486,0.14647,0.21496
2019,Second Stage of Tertiary Education,1st Quintile,No,0.81929,388,486,0.78504,0.85353
2019,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16986,78,624,0.14038,0.19935
2019,Second Stage of Tertiary Education,2nd Quintile,No,0.83014,546,624,0.80065,0.85962
2019,Second Stage of Tertiary Education,3rd Quintile,Yes,0.17056,137,936,0.14645,0.19467
2019,Second Stage of Tertiary Education,3rd Quintile,No,0.82944,799,936,0.80533,0.85355
2019,Second Stage of Tertiary Education,4th Quintile,Yes,0.13116,181,1275,0.11262,0.14970
2019,Second Stage of Tertiary Education,4th Quintile,No,0.86884,1094,1275,0.85030,0.88738
2019,Second Stage of Tertiary Education,5th Quintile,Yes,0.14013,310,2416,0.12629,0.15398
2019,Second Stage of Tertiary Education,5th Quintile,No,0.85987,2106,2416,0.84602,0.87371
