year,bula_h,sex,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Bavaria,female,No,0.83954,1174,1368,0.82008,0.85900
2009,Berlin,male,Yes,0.19600,62,316,0.15216,0.23983
2009,Berlin,male,No,0.80400,254,316,0.76017,0.84784
2009,Berlin,female,Yes,0.22642,75,366,0.18348,0.26935
2009,Berlin,female,No,0.77358,291,366,0.73065,0.81652
2009,Brandenburg,male,Yes,0.11413,39,381,0.08216,0.14610
2009,Brandenburg,male,No,0.88587,342,381,0.85390,0.91784
2009,Brandenburg,female,No,0.91333,385,385,0.88519,0.94147
2009,Mecklenburg-Western Pomerania,male,No,0.90216,204,204,0.86129,0.94303
2009,Mecklenburg-Western Pomerania,female,No,0.93610,231,231,0.90450,0.96771
2009,Saxony,male,Yes,0.11157,76,674,0.08779,0.13536
2009,Saxony,male,No,0.88843,598,674,0.86464,0.91221
2009,Saxony,female,Yes,0.05756,41,693,0.04020,0.07491
2009,Saxony,female,No,0.94244,652,693,0.92509,0.95980
2009,Saxony-Anhalt,male,Yes,0.11699,31,367,0.08406,0.14991
2009,Saxony-Anhalt,male,No,0.88301,336,367,0.85009,0.91594
2009,Saxony-Anhalt,female,No,0.91938,375,375,0.89179,0.94697
2009,Thuringa,male,Yes,0.12324,33,393,0.09070,0.15578
2009,Thuringa,male,No,0.87676,360,393,0.84422,0.90930
2009,Thuringa,female,No,0.94469,408,408,0.92248,0.96690
2014,Schleswig-Holstein,male,Yes,0.14963,66,407,0.11494,0.18433
2014,Schleswig-Holstein,male,No,0.85037,341,407,0.81567,0.88506
2014,Schleswig-Holstein,female,Yes,0.10138,66,516,0.07531,0.12745
2014,Schleswig-Holstein,female,No,0.89862,450,516,0.87255,0.92469
2014,Hamburg,male,No,0.86474,177,177,0.81421,0.91526
2014,Hamburg,female,No,0.88608,213,213,0.84331,0.92885
2014,Lower Saxony,male,Yes,0.11991,155,1213,0.10162,0.13820
2014,Lower Saxony,male,No,0.88009,1058,1213,0.86180,0.89838
2014,Lower Saxony,female,Yes,0.11002,185,1388,0.09355,0.12649
2014,Lower Saxony,female,No,0.88998,1203,1388,0.87351,0.90645
2014,Bremen,male,No,0.84386,77,77,0.76225,0.92547
2014,Bremen,female,No,0.85838,99,99,0.78935,0.92741
2014,North Rhine-Westphalia,male,Yes,0.14471,347,2573,0.13111,0.15830
2014,North Rhine-Westphalia,male,No,0.85529,2226,2573,0.84170,0.86889
2014,North Rhine-Westphalia,female,Yes,0.10468,329,3045,0.09381,0.11556
2014,North Rhine-Westphalia,female,No,0.89532,2716,3045,0.88444,0.90619
2014,Hesse,male,Yes,0.18659,151,881,0.16085,0.21233
2014,Hesse,male,No,0.81341,730,881,0.78767,0.83915
2014,Hesse,female,Yes,0.15143,137,1000,0.12921,0.17366
2014,Hesse,female,No,0.84857,863,1000,0.82634,0.87079
2014,"Rhineland-Palatinate, Saarland",male,Yes,0.12650,82,724,0.10227,0.15073
2014,"Rhineland-Palatinate, Saarland",male,No,0.87350,642,724,0.84927,0.89773
2014,"Rhineland-Palatinate, Saarland",female,Yes,0.09540,87,856,0.07571,0.11510
2014,"Rhineland-Palatinate, Saarland",female,No,0.90460,769,856,0.88490,0.92429
2014,Baden-Wuerttemberg,male,Yes,0.14604,230,1485,0.12807,0.16400
2014,Baden-Wuerttemberg,male,No,0.85396,1255,1485,0.83600,0.87193
2014,Baden-Wuerttemberg,female,Yes,0.12980,244,1723,0.11393,0.14567
2014,Baden-Wuerttemberg,female,No,0.87020,1479,1723,0.85433,0.88607
2014,Bavaria,male,Yes,0.14106,294,2003,0.12581,0.15631
2014,Bavaria,male,No,0.85894,1709,2003,0.84369,0.87419
2014,Bavaria,female,Yes,0.13234,307,2369,0.11869,0.14599
2014,Bavaria,female,No,0.86766,2062,2369,0.85401,0.88131
2014,Berlin,male,Yes,0.17979,80,444,0.14403,0.21555
2014,Berlin,male,No,0.82021,364,444,0.78445,0.85597
2014,Berlin,female,Yes,0.15791,97,540,0.12712,0.18869
2014,Berlin,female,No,0.84209,443,540,0.81131,0.87288
2014,Brandenburg,male,Yes,0.07261,31,465,0.04899,0.09622
2014,Brandenburg,male,No,0.92739,434,465,0.90378,0.95101
2014,Brandenburg,female,Yes,0.06242,40,555,0.04227,0.08256
2014,Brandenburg,female,No,0.93758,515,555,0.91744,0.95773
2014,Mecklenburg-Western Pomerania,male,No,0.91862,228,228,0.88306,0.95419
2014,Mecklenburg-Western Pomerania,female,No,0.95527,294,294,0.93160,0.97894
2014,Saxony,male,Yes,0.10793,64,762,0.08589,0.12998
2014,Saxony,male,No,0.89207,698,762,0.87002,0.91411
2014,Saxony,female,Yes,0.06422,47,848,0.04771,0.08073
2014,Saxony,female,No,0.93578,801,848,0.91927,0.95229
2014,Saxony-Anhalt,male,Yes,0.09272,35,434,0.06540,0.12004
2014,Saxony-Anhalt,male,No,0.90728,399,434,0.87996,0.93460
2014,Saxony-Anhalt,female,Yes,0.11201,49,530,0.08513,0.13888
2014,Saxony-Anhalt,female,No,0.88799,481,530,0.86112,0.91487
2014,Thuringa,male,Yes,0.11210,40,442,0.08265,0.14154
2014,Thuringa,male,No,0.88790,402,442,0.85846,0.91735
2014,Thuringa,female,Yes,0.06762,41,549,0.04659,0.08864
2014,Thuringa,female,No,0.93238,508,549,0.91136,0.95341
2019,Schleswig-Holstein,male,Yes,0.19310,77,461,0.15703,0.22917
2019,Schleswig-Holstein,male,No,0.80690,384,461,0.77083,0.84297
2019,Schleswig-Holstein,female,Yes,0.09923,67,493,0.07281,0.12564
2019,Schleswig-Holstein,female,No,0.90077,426,493,0.87436,0.92719
2019,Hamburg,male,No,0.92672,215,215,0.89180,0.96163
2019,Hamburg,female,No,0.89118,252,252,0.85265,0.92970
2019,Lower Saxony,male,Yes,0.12268,146,1177,0.10393,0.14143
2019,Lower Saxony,male,No,0.87732,1031,1177,0.85857,0.89607
2019,Lower Saxony,female,Yes,0.09867,139,1306,0.08249,0.11485
2019,Lower Saxony,female,No,0.90133,1167,1306,0.88515,0.91751
2019,Bremen,male,No,0.93657,85,85,0.88444,0.98869
2019,Bremen,female,No,0.81215,96,96,0.73361,0.89070
2019,North Rhine-Westphalia,male,Yes,0.14194,392,2557,0.12841,0.15547
2019,North Rhine-Westphalia,male,No,0.85806,2165,2557,0.84453,0.87159
2019,North Rhine-Westphalia,female,Yes,0.13601,407,2830,0.12338,0.14864
2019,North Rhine-Westphalia,female,No,0.86399,2423,2830,0.85136,0.87662
2019,Hesse,male,Yes,0.18498,158,847,0.15881,0.21114
2019,Hesse,male,No,0.81502,689,847,0.78886,0.84119
2019,Hesse,female,Yes,0.11943,126,860,0.09774,0.14111
2019,Hesse,female,No,0.88057,734,860,0.85889,0.90226
2019,"Rhineland-Palatinate, Saarland",male,Yes,0.11686,78,680,0.09269,0.14102
2019,"Rhineland-Palatinate, Saarland",male,No,0.88314,602,680,0.85898,0.90731
2019,"Rhineland-Palatinate, Saarland",female,Yes,0.12259,92,779,0.09954,0.14564
2019,"Rhineland-Palatinate, Saarland",female,No,0.87741,687,779,0.85436,0.90046
2019,Baden-Wuerttemberg,male,Yes,0.15114,213,1322,0.13183,0.17046
2019,Baden-Wuerttemberg,male,No,0.84886,1109,1322,0.82954,0.86817
2019,Baden-Wuerttemberg,female,Yes,0.15474,221,1469,0.13624,0.17324
2019,Baden-Wuerttemberg,female,No,0.84526,1248,1469,0.82676,0.86376
2019,Bavaria,male,Yes,0.15121,314,1882,0.13502,0.16740
2019,Bavaria,male,No,0.84879,1568,1882,0.83260,0.86498
2019,Bavaria,female,Yes,0.11060,258,2056,0.09704,0.12416
2019,Bavaria,female,No,0.88940,1798,2056,0.87584,0.90296
2019,Berlin,male,Yes,0.26023,127,511,0.22215,0.29831
2019,Berlin,male,No,0.73977,384,511,0.70169,0.77785
2019,Berlin,female,Yes,0.15916,99,509,0.12735,0.19098
2019,Berlin,female,No,0.84084,410,509,0.80902,0.87265
2019,Brandenburg,male,Yes,0.07213,42,528,0.05004,0.09422
2019,Brandenburg,male,No,0.92787,486,528,0.90578,0.94996
2019,Brandenburg,female,Yes,0.05045,42,577,0.03258,0.06833
2019,Brandenburg,female,No,0.94955,535,577,0.93167,0.96742
2019,Mecklenburg-Western Pomerania,male,Yes,0.12017,34,293,0.08288,0.15747
2019,Mecklenburg-Western Pomerania,male,No,0.87983,259,293,0.84253,0.91712
2019,Mecklenburg-Western Pomerania,female,No,0.94278,297,297,0.91632,0.96924
2019,Saxony,male,Yes,0.07165,79,794,0.05370,0.08960
2019,Saxony,male,No,0.92835,715,794,0.91040,0.94630
2019,Saxony,female,Yes,0.06792,71,835,0.05085,0.08500
2019,Saxony,female,No,0.93208,764,835,0.91500,0.94915
2019,Saxony-Anhalt,male,Yes,0.10628,49,408,0.07634,0.13623
2019,Saxony-Anhalt,male,No,0.89372,359,408,0.86377,0.92366
2019,Saxony-Anhalt,female,Yes,0.07414,38,479,0.05065,0.09762
2019,Saxony-Anhalt,female,No,0.92586,441,479,0.90238,0.94935
2019,Thuringa,male,Yes,0.07387,39,427,0.04904,0.09871
2019,Thuringa,male,No,0.92613,388,427,0.90129,0.95096
2019,Thuringa,female,Yes,0.07653,48,491,0.05299,0.10007
2019,Thuringa,female,No,0.92347,443,491,0.89993,0.94701
