year,migback,quintil_oecd,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Indirect migration background,5th Quintile,Yes,0.30690,58,228,0.24690,0.36690
2014,Indirect migration background,5th Quintile,No,0.69310,170,228,0.63310,0.75310
2019,No migration background,1st Quintile,Yes,0.12837,373,2713,0.11578,0.14096
2019,No migration background,1st Quintile,No,0.87163,2340,2713,0.85904,0.88422
2019,No migration background,2nd Quintile,Yes,0.09551,340,3473,0.08573,0.10528
2019,No migration background,2nd Quintile,No,0.90449,3133,3473,0.89472,0.91427
2019,No migration background,3rd Quintile,Yes,0.11147,364,3483,0.10102,0.12192
2019,No migration background,3rd Quintile,No,0.88853,3119,3483,0.87808,0.89898
2019,No migration background,4th Quintile,Yes,0.09513,396,3635,0.08560,0.10467
2019,No migration background,4th Quintile,No,0.90487,3239,3635,0.89533,0.91440
2019,No migration background,5th Quintile,Yes,0.11427,461,4150,0.10459,0.12395
2019,No migration background,5th Quintile,No,0.88573,3689,4150,0.87605,0.89541
2019,Direct migration background,1st Quintile,Yes,0.16327,200,1297,0.14315,0.18340
2019,Direct migration background,1st Quintile,No,0.83673,1097,1297,0.81660,0.85685
2019,Direct migration background,2nd Quintile,Yes,0.20443,142,973,0.17908,0.22979
2019,Direct migration background,2nd Quintile,No,0.79557,831,973,0.77021,0.82092
2019,Direct migration background,3rd Quintile,Yes,0.17393,113,649,0.14475,0.20312
2019,Direct migration background,3rd Quintile,No,0.82607,536,649,0.79688,0.85525
2019,Direct migration background,4th Quintile,Yes,0.19916,83,433,0.16150,0.23682
2019,Direct migration background,4th Quintile,No,0.80084,350,433,0.76318,0.83850
2019,Direct migration background,5th Quintile,Yes,0.19399,107,447,0.15729,0.23069
2019,Direct migration background,5th Quintile,No,0.80601,340,447,0.76931,0.84271
2019,Indirect migration background,1st Quintile,Yes,0.25450,109,413,0.21244,0.29657
2019,Indirect migration background,1st Quintile,No,0.74550,304,413,0.70343,0.78756
2019,Indirect migration background,2nd Quintile,Yes,0.22289,85,311,0.17656,0.26922
2019,Indirect migration background,2nd Quintile,No,0.77711,226,311,0.73078,0.82344
2019,Indirect migration background,3rd Quintile,Yes,0.14797,51,280,0.10631,0.18964
2019,Indirect migration background,3rd Quintile,No,0.85203,229,280,0.81036,0.89369
2019,Indirect migration background,4th Quintile,Yes,0.13512,34,188,0.08612,0.18411
2019,Indirect migration background,4th Quintile,No,0.86488,154,188,0.81589,0.91388
2019,Indirect migration background,5th Quintile,Yes,0.27081,59,212,0.21084,0.33077
2019,Indirect migration background,5th Quintile,No,0.72919,153,212,0.66923,0.78916
