year,age_gr,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,17-29 y.,Lower Secondary Level,No,0.78397,748,918,0.75733,0.81060
2014,17-29 y.,Upper Secondary Level,Yes,0.26667,460,1697,0.24562,0.28771
2014,17-29 y.,Upper Secondary Level,No,0.73333,1237,1697,0.71229,0.75438
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.23574,50,244,0.18237,0.28911
2014,17-29 y.,Post-secondary Non-tertiary Level,No,0.76426,194,244,0.71089,0.81763
2014,17-29 y.,First Stage of Tertiary Education,No,0.86574,47,47,0.76722,0.96427
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.27295,115,381,0.22816,0.31774
2014,17-29 y.,Second Stage of Tertiary Education,No,0.72705,266,381,0.68226,0.77184
2014,30-45 y.,No answer / don't know,No,0.86422,71,71,0.78397,0.94447
2014,30-45 y.,Primary Level,No,0.84460,177,177,0.79108,0.89813
2014,30-45 y.,Lower Secondary Level,Yes,0.14785,109,795,0.12316,0.17254
2014,30-45 y.,Lower Secondary Level,No,0.85215,686,795,0.82746,0.87684
2014,30-45 y.,Upper Secondary Level,Yes,0.12007,427,3731,0.10964,0.13050
2014,30-45 y.,Upper Secondary Level,No,0.87993,3304,3731,0.86950,0.89036
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11831,113,979,0.09806,0.13855
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.88169,866,979,0.86145,0.90194
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.10173,40,432,0.07319,0.13027
2014,30-45 y.,First Stage of Tertiary Education,No,0.89827,392,432,0.86973,0.92681
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.23233,438,2252,0.21488,0.24977
2014,30-45 y.,Second Stage of Tertiary Education,No,0.76767,1814,2252,0.75023,0.78512
2014,46-65 y.,No answer / don't know,No,0.90204,51,51,0.81964,0.98444
2014,46-65 y.,Primary Level,No,0.80310,123,123,0.73253,0.87366
2014,46-65 y.,Lower Secondary Level,Yes,0.11970,66,697,0.09558,0.14381
2014,46-65 y.,Lower Secondary Level,No,0.88030,631,697,0.85619,0.90442
2014,46-65 y.,Upper Secondary Level,Yes,0.09409,387,4518,0.08557,0.10260
2014,46-65 y.,Upper Secondary Level,No,0.90591,4131,4518,0.89740,0.91443
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.13714,80,689,0.11143,0.16284
2014,46-65 y.,Post-secondary Non-tertiary Level,No,0.86286,609,689,0.83716,0.88857
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.10288,65,758,0.08124,0.12452
2014,46-65 y.,First Stage of Tertiary Education,No,0.89712,693,758,0.87548,0.91876
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.11326,268,2411,0.10061,0.12591
2014,46-65 y.,Second Stage of Tertiary Education,No,0.88674,2143,2411,0.87409,0.89939
2014,66 and older,Primary Level,No,0.94755,45,45,0.88168,1.01342
2014,66 and older,Lower Secondary Level,No,0.96064,660,660,0.94579,0.97548
2014,66 and older,Upper Secondary Level,Yes,0.02273,60,2542,0.01693,0.02852
2014,66 and older,Upper Secondary Level,No,0.97727,2482,2542,0.97148,0.98307
2014,66 and older,Post-secondary Non-tertiary Level,No,0.93126,118,118,0.88541,0.97711
2014,66 and older,First Stage of Tertiary Education,No,0.95773,325,325,0.93582,0.97964
2014,66 and older,Second Stage of Tertiary Education,Yes,0.04614,46,1161,0.03406,0.05821
2014,66 and older,Second Stage of Tertiary Education,No,0.95386,1115,1161,0.94179,0.96594
2019,17-29 y.,No answer / don't know,Yes,0.23271,101,392,0.19082,0.27459
2019,17-29 y.,No answer / don't know,No,0.76729,291,392,0.72541,0.80918
2019,17-29 y.,Pre-primary Level,Yes,0.40784,130,329,0.35465,0.46102
2019,17-29 y.,Pre-primary Level,No,0.59216,199,329,0.53898,0.64535
2019,17-29 y.,Primary Level,No,0.84367,58,58,0.74939,0.93795
2019,17-29 y.,Lower Secondary Level,Yes,0.24082,164,689,0.20887,0.27277
2019,17-29 y.,Lower Secondary Level,No,0.75918,525,689,0.72723,0.79113
2019,17-29 y.,Upper Secondary Level,Yes,0.29067,484,1540,0.26798,0.31335
2019,17-29 y.,Upper Secondary Level,No,0.70933,1056,1540,0.68665,0.73202
2019,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.19847,66,284,0.15200,0.24494
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.80153,218,284,0.75506,0.84800
2019,17-29 y.,First Stage of Tertiary Education,No,0.75138,53,53,0.63391,0.86886
2019,17-29 y.,Second Stage of Tertiary Education,Yes,0.34276,143,445,0.29862,0.38691
2019,17-29 y.,Second Stage of Tertiary Education,No,0.65724,302,445,0.61309,0.70138
2019,30-45 y.,No answer / don't know,No,0.88190,69,69,0.80519,0.95860
2019,30-45 y.,Primary Level,No,0.87534,119,119,0.81574,0.93494
2019,30-45 y.,Lower Secondary Level,Yes,0.12832,84,523,0.09963,0.15701
2019,30-45 y.,Lower Secondary Level,No,0.87168,439,523,0.84299,0.90037
2019,30-45 y.,Upper Secondary Level,Yes,0.15146,330,2365,0.13701,0.16591
2019,30-45 y.,Upper Secondary Level,No,0.84854,2035,2365,0.83409,0.86299
2019,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.20024,120,790,0.17231,0.22816
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.79976,670,790,0.77184,0.82769
2019,30-45 y.,First Stage of Tertiary Education,Yes,0.11930,34,348,0.08519,0.15340
2019,30-45 y.,First Stage of Tertiary Education,No,0.88070,314,348,0.84660,0.91481
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.20490,419,2024,0.18731,0.22249
2019,30-45 y.,Second Stage of Tertiary Education,No,0.79510,1605,2024,0.77751,0.81269
2019,46-65 y.,No answer / don't know,No,0.84024,60,60,0.74675,0.93373
2019,46-65 y.,Primary Level,No,0.74602,115,115,0.66612,0.82593
2019,46-65 y.,Lower Secondary Level,Yes,0.09320,67,652,0.07087,0.11553
2019,46-65 y.,Lower Secondary Level,No,0.90680,585,652,0.88447,0.92913
2019,46-65 y.,Upper Secondary Level,Yes,0.08500,422,4640,0.07698,0.09303
2019,46-65 y.,Upper Secondary Level,No,0.91500,4218,4640,0.90697,0.92302
2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.14214,136,932,0.11971,0.16457
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.85786,796,932,0.83543,0.88029
2019,46-65 y.,First Stage of Tertiary Education,Yes,0.06464,80,865,0.04825,0.08104
2019,46-65 y.,First Stage of Tertiary Education,No,0.93536,785,865,0.91896,0.95175
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.12189,406,3090,0.11036,0.13343
2019,46-65 y.,Second Stage of Tertiary Education,No,0.87811,2684,3090,0.86657,0.88964
2019,66 and older,Primary Level,No,0.93215,31,31,0.84215,1.02214
2019,66 and older,Lower Secondary Level,No,0.94424,531,531,0.92471,0.96378
2019,66 and older,Upper Secondary Level,Yes,0.02789,68,2568,0.02152,0.03426
2019,66 and older,Upper Secondary Level,No,0.97211,2500,2568,0.96574,0.97848
2019,66 and older,Post-secondary Non-tertiary Level,No,0.95822,154,154,0.92652,0.98993
2019,66 and older,First Stage of Tertiary Education,No,0.96375,365,365,0.94455,0.98295
2019,66 and older,Second Stage of Tertiary Education,Yes,0.04328,81,1442,0.03277,0.05378
2019,66 and older,Second Stage of Tertiary Education,No,0.95672,1361,1442,0.94622,0.96723
