year,bula_h,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Saxony,Post-secondary Non-tertiary Level,No,0.79393,68,68,0.69708,0.89079
2014,Saxony,First Stage of Tertiary Education,No,0.97469,122,122,0.94671,1.00268
2014,Saxony,Second Stage of Tertiary Education,Yes,0.11340,35,437,0.08363,0.14316
2014,Saxony,Second Stage of Tertiary Education,No,0.88660,402,437,0.85684,0.91637
2014,Saxony-Anhalt,Lower Secondary Level,No,0.91546,68,68,0.84884,0.98207
2014,Saxony-Anhalt,Upper Secondary Level,Yes,0.08974,40,507,0.06484,0.11464
2014,Saxony-Anhalt,Upper Secondary Level,No,0.91026,467,507,0.88536,0.93516
2014,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.92392,37,37,0.83731,1.01053
2014,Saxony-Anhalt,First Stage of Tertiary Education,No,0.87878,61,61,0.79620,0.96137
2014,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.89053,202,202,0.84736,0.93369
2014,Thuringa,Lower Secondary Level,No,0.95916,57,57,0.90731,1.01100
2014,Thuringa,Upper Secondary Level,Yes,0.06608,34,567,0.04562,0.08655
2014,Thuringa,Upper Secondary Level,No,0.93392,533,567,0.91345,0.95438
2014,Thuringa,Post-secondary Non-tertiary Level,No,0.86466,42,42,0.75995,0.96937
2014,Thuringa,First Stage of Tertiary Education,No,0.86700,66,66,0.78444,0.94955
2014,Thuringa,Second Stage of Tertiary Education,No,0.86483,192,192,0.81634,0.91332
2019,Schleswig-Holstein,Lower Secondary Level,No,0.76961,77,77,0.67494,0.86428
2019,Schleswig-Holstein,Upper Secondary Level,Yes,0.11387,41,412,0.08316,0.14458
2019,Schleswig-Holstein,Upper Secondary Level,No,0.88613,371,412,0.85542,0.91684
2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.80362,77,77,0.71430,0.89293
2019,Schleswig-Holstein,First Stage of Tertiary Education,No,0.82572,59,59,0.72809,0.92335
2019,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.85958,192,192,0.81030,0.90885
2019,Hamburg,Lower Secondary Level,No,0.91682,41,41,0.83123,1.00240
2019,Hamburg,Upper Secondary Level,No,0.90581,159,159,0.86026,0.95136
2019,Hamburg,Post-secondary Non-tertiary Level,No,0.95468,54,54,0.89868,1.01068
2019,Hamburg,Second Stage of Tertiary Education,No,0.87042,165,165,0.81902,0.92182
2019,Lower Saxony,No answer / don't know,No,0.88776,56,56,0.80433,0.97118
2019,Lower Saxony,Primary Level,No,0.84273,44,44,0.73391,0.95154
2019,Lower Saxony,Lower Secondary Level,Yes,0.10644,36,319,0.07254,0.14034
2019,Lower Saxony,Lower Secondary Level,No,0.89356,283,319,0.85966,0.92746
2019,Lower Saxony,Upper Secondary Level,Yes,0.10135,112,1092,0.08344,0.11925
2019,Lower Saxony,Upper Secondary Level,No,0.89865,980,1092,0.88075,0.91656
2019,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.16541,32,220,0.11620,0.21462
2019,Lower Saxony,Post-secondary Non-tertiary Level,No,0.83459,188,220,0.78538,0.88380
2019,Lower Saxony,First Stage of Tertiary Education,No,0.91722,126,126,0.86892,0.96553
2019,Lower Saxony,Second Stage of Tertiary Education,Yes,0.09789,74,573,0.07354,0.12225
2019,Lower Saxony,Second Stage of Tertiary Education,No,0.90211,499,573,0.87775,0.92646
2019,Bremen,Upper Secondary Level,No,0.78995,61,61,0.68687,0.89302
2019,Bremen,Second Stage of Tertiary Education,No,0.92338,55,55,0.85244,0.99433
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.31760,44,153,0.24359,0.39161
2019,North Rhine-Westphalia,No answer / don't know,No,0.68240,109,153,0.60839,0.75641
2019,North Rhine-Westphalia,Pre-primary Level,Yes,0.40657,32,92,0.30564,0.50749
2019,North Rhine-Westphalia,Pre-primary Level,No,0.59343,60,92,0.49251,0.69436
2019,North Rhine-Westphalia,Primary Level,No,0.81196,100,100,0.73498,0.88893
2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13058,75,556,0.10255,0.15861
2019,North Rhine-Westphalia,Lower Secondary Level,No,0.86942,481,556,0.84139,0.89745
2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.10707,288,2235,0.09424,0.11989
2019,North Rhine-Westphalia,Upper Secondary Level,No,0.89293,1947,2235,0.88011,0.90576
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.13909,94,616,0.11174,0.16644
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.86091,522,616,0.83356,0.88826
2019,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.92182,265,265,0.88943,0.95420
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.17458,212,1318,0.15408,0.19508
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.82542,1106,1318,0.80492,0.84592
2019,Hesse,Lower Secondary Level,No,0.90209,136,136,0.85196,0.95222
2019,Hesse,Upper Secondary Level,Yes,0.14200,118,701,0.11614,0.16786
2019,Hesse,Upper Secondary Level,No,0.85800,583,701,0.83214,0.88386
2019,Hesse,Post-secondary Non-tertiary Level,Yes,0.24296,31,155,0.17522,0.31070
2019,Hesse,Post-secondary Non-tertiary Level,No,0.75704,124,155,0.68930,0.82478
2019,Hesse,First Stage of Tertiary Education,No,0.85690,79,79,0.77918,0.93461
2019,Hesse,Second Stage of Tertiary Education,Yes,0.15079,83,527,0.12021,0.18137
2019,Hesse,Second Stage of Tertiary Education,No,0.84921,444,527,0.81863,0.87979
2019,"Rhineland-Palatinate, Saarland",No answer / don't know,No,0.88780,31,31,0.77486,1.00074
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.85687,177,177,0.80513,0.90861
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09705,66,652,0.07431,0.11979
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90295,586,652,0.88021,0.92569
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.86166,105,105,0.79530,0.92802
2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.99500,85,85,0.97992,1.01008
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.17976,38,303,0.13645,0.22307
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.82024,265,303,0.77693,0.86355
2019,Baden-Wuerttemberg,No answer / don't know,No,0.80744,44,44,0.68958,0.92530
2019,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13438,33,240,0.09114,0.17762
2019,Baden-Wuerttemberg,Lower Secondary Level,No,0.86562,207,240,0.82238,0.90886
2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.13359,161,1144,0.11386,0.15331
2019,Baden-Wuerttemberg,Upper Secondary Level,No,0.86641,983,1144,0.84669,0.88614
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.22608,41,227,0.17155,0.28062
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.77392,186,227,0.71938,0.82845
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.92128,178,178,0.88161,0.96095
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.17489,144,870,0.14963,0.20015
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.82511,726,870,0.79985,0.85037
2019,Bavaria,No answer / don't know,No,0.87234,48,48,0.77693,0.96775
2019,Bavaria,Primary Level,No,0.80423,40,40,0.67970,0.92877
2019,Bavaria,Lower Secondary Level,Yes,0.11135,58,358,0.07872,0.14398
2019,Bavaria,Lower Secondary Level,No,0.88865,300,358,0.85602,0.92128
2019,Bavaria,Upper Secondary Level,Yes,0.10667,217,1799,0.09240,0.12094
2019,Bavaria,Upper Secondary Level,No,0.89333,1582,1799,0.87906,0.90760
2019,Bavaria,Post-secondary Non-tertiary Level,Yes,0.17085,41,287,0.12723,0.21447
2019,Bavaria,Post-secondary Non-tertiary Level,No,0.82915,246,287,0.78553,0.87277
2019,Bavaria,First Stage of Tertiary Education,No,0.92147,265,265,0.88902,0.95392
2019,Bavaria,Second Stage of Tertiary Education,Yes,0.17764,199,1068,0.15470,0.20057
2019,Bavaria,Second Stage of Tertiary Education,No,0.82236,869,1068,0.79943,0.84530
2019,Berlin,Lower Secondary Level,No,0.84423,48,48,0.74056,0.94791
2019,Berlin,Upper Secondary Level,Yes,0.20028,76,338,0.15755,0.24301
2019,Berlin,Upper Secondary Level,No,0.79972,262,338,0.75699,0.84245
2019,Berlin,Post-secondary Non-tertiary Level,No,0.80450,62,62,0.70497,0.90402
2019,Berlin,First Stage of Tertiary Education,No,0.76174,38,38,0.62446,0.89901
2019,Berlin,Second Stage of Tertiary Education,Yes,0.22165,108,465,0.18385,0.25944
2019,Berlin,Second Stage of Tertiary Education,No,0.77835,357,465,0.74056,0.81615
2019,Brandenburg,Lower Secondary Level,No,0.89038,75,75,0.81920,0.96156
2019,Brandenburg,Upper Secondary Level,Yes,0.03283,31,524,0.01756,0.04810
2019,Brandenburg,Upper Secondary Level,No,0.96717,493,524,0.95190,0.98244
2019,Brandenburg,Post-secondary Non-tertiary Level,No,0.84166,68,68,0.75425,0.92908
2019,Brandenburg,First Stage of Tertiary Education,No,0.97809,83,83,0.94640,1.00978
2019,Brandenburg,Second Stage of Tertiary Education,No,0.92198,263,263,0.88951,0.95446
2019,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.98956,39,39,0.95724,1.02188
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.90153,267,267,0.86573,0.93734
2019,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.97212,49,49,0.92554,1.01869
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.89083,149,149,0.84058,0.94107
2019,Saxony,Lower Secondary Level,No,0.96377,93,93,0.92559,1.00196
2019,Saxony,Upper Secondary Level,Yes,0.08209,64,756,0.06251,0.10167
2019,Saxony,Upper Secondary Level,No,0.91791,692,756,0.89833,0.93749
2019,Saxony,Post-secondary Non-tertiary Level,No,0.92628,79,79,0.86829,0.98427
2019,Saxony,First Stage of Tertiary Education,No,0.96326,129,129,0.93067,0.99585
2019,Saxony,Second Stage of Tertiary Education,Yes,0.04858,40,490,0.02952,0.06763
2019,Saxony,Second Stage of Tertiary Education,No,0.95142,450,490,0.93237,0.97048
2019,Saxony-Anhalt,Lower Secondary Level,No,0.86187,55,55,0.76984,0.95390
2019,Saxony-Anhalt,Upper Secondary Level,Yes,0.06572,39,433,0.04235,0.08909
2019,Saxony-Anhalt,Upper Secondary Level,No,0.93428,394,433,0.91091,0.95765
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.86682,44,44,0.76526,0.96837
2019,Saxony-Anhalt,First Stage of Tertiary Education,No,0.89784,62,62,0.82184,0.97384
2019,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.89136,212,212,0.84937,0.93335
2019,Thuringa,Lower Secondary Level,No,0.94193,49,49,0.87577,1.00809
