year,pgisced97,sampreg,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,No answer / don't know,West,No,0.80510,353,455,0.76866,0.84153
2019,No answer / don't know,East,No,0.77550,92,92,0.68977,0.86123
2019,Pre-primary Level,West,Yes,0.43604,109,276,0.37742,0.49465
2019,Pre-primary Level,West,No,0.56396,167,276,0.50535,0.62258
2019,Pre-primary Level,East,No,0.71995,32,32,0.56189,0.87802
2019,Primary Level,West,Yes,0.18444,62,342,0.14327,0.22560
2019,Primary Level,West,No,0.81556,280,342,0.77440,0.85673
2019,Primary Level,East,No,0.97966,42,42,0.93646,1.02287
2019,Lower Secondary Level,West,Yes,0.12593,288,2037,0.11152,0.14034
2019,Lower Secondary Level,West,No,0.87407,1749,2037,0.85966,0.88848
2019,Lower Secondary Level,East,Yes,0.07142,44,373,0.04525,0.09759
2019,Lower Secondary Level,East,No,0.92858,329,373,0.90241,0.95475
2019,Upper Secondary Level,West,Yes,0.11736,1086,8482,0.11051,0.12421
2019,Upper Secondary Level,West,No,0.88264,7396,8482,0.87579,0.88949
2019,Upper Secondary Level,East,Yes,0.07207,209,2603,0.06213,0.08201
2019,Upper Secondary Level,East,No,0.92793,2394,2603,0.91799,0.93787
2019,Post-secondary Non-tertiary Level,West,Yes,0.16904,292,1841,0.15192,0.18617
2019,Post-secondary Non-tertiary Level,West,No,0.83096,1549,1841,0.81383,0.84808
2019,Post-secondary Non-tertiary Level,East,Yes,0.11392,39,321,0.07911,0.14873
2019,Post-secondary Non-tertiary Level,East,No,0.88608,282,321,0.85127,0.92089
2019,First Stage of Tertiary Education,West,Yes,0.09038,109,1215,0.07425,0.10650
2019,First Stage of Tertiary Education,West,No,0.90962,1106,1215,0.89350,0.92575
2019,First Stage of Tertiary Education,East,No,0.95912,410,410,0.93993,0.97831
2019,Second Stage of Tertiary Education,West,Yes,0.16415,879,5388,0.15425,0.17404
2019,Second Stage of Tertiary Education,West,No,0.83585,4509,5388,0.82596,0.84575
2019,Second Stage of Tertiary Education,East,Yes,0.09851,160,1580,0.08381,0.11321
2019,Second Stage of Tertiary Education,East,No,0.90149,1420,1580,0.88679,0.91619
