year,age_gr,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,30-45 y.,First Stage of Tertiary Education,Yes,0.32267,222,664,0.28709,0.35826
2004,30-45 y.,First Stage of Tertiary Education,No,0.67690,442,664,0.64130,0.71250
2004,30-45 y.,Second Stage of Tertiary Education,Yes,0.26546,330,1479,0.24295,0.28798
2004,30-45 y.,Second Stage of Tertiary Education,No,0.73397,1149,1479,0.71144,0.75650
2004,46-65 y.,Primary Level,Yes,0.42083,34,86,0.31587,0.52578
2004,46-65 y.,Primary Level,No,0.55883,52,86,0.45327,0.66438
2004,46-65 y.,Lower Secondary Level,Yes,0.32308,176,615,0.28609,0.36007
2004,46-65 y.,Lower Secondary Level,No,0.67017,439,615,0.63298,0.70736
2004,46-65 y.,Upper Secondary Level,Yes,0.33328,1195,3764,0.31822,0.34834
2004,46-65 y.,Upper Secondary Level,No,0.66416,2569,3764,0.64907,0.67925
2004,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.26628,67,255,0.21192,0.32063
2004,46-65 y.,Post-secondary Non-tertiary Level,No,0.73044,188,255,0.67586,0.78501
2004,46-65 y.,First Stage of Tertiary Education,Yes,0.24965,157,630,0.21582,0.28347
2004,46-65 y.,First Stage of Tertiary Education,No,0.75035,473,630,0.71653,0.78418
2004,46-65 y.,Second Stage of Tertiary Education,Yes,0.22681,416,1991,0.20841,0.24520
2004,46-65 y.,Second Stage of Tertiary Education,No,0.77135,1575,1991,0.75290,0.78980
2004,66 and older,Primary Level,No,0.93958,50,50,0.87286,1.00629
2004,66 and older,Lower Secondary Level,Yes,0.08272,62,763,0.06317,0.10228
2004,66 and older,Lower Secondary Level,No,0.91359,701,763,0.89364,0.93354
2004,66 and older,Upper Secondary Level,Yes,0.11533,228,1952,0.10116,0.12950
2004,66 and older,Upper Secondary Level,No,0.87927,1724,1952,0.86482,0.89373
2004,66 and older,Post-secondary Non-tertiary Level,No,0.89982,85,85,0.83562,0.96403
2004,66 and older,First Stage of Tertiary Education,No,0.89916,232,232,0.86033,0.93800
2004,66 and older,Second Stage of Tertiary Education,Yes,0.13101,87,620,0.10443,0.15759
2004,66 and older,Second Stage of Tertiary Education,No,0.86358,533,620,0.83654,0.89062
2006,17-29 y.,Pre-primary Level,Yes,0.14335,85,389,0.10848,0.17822
2006,17-29 y.,Pre-primary Level,No,0.48472,304,389,0.43499,0.53445
2006,17-29 y.,Lower Secondary Level,Yes,0.47227,342,680,0.43472,0.50982
2006,17-29 y.,Lower Secondary Level,No,0.46369,338,680,0.42618,0.50120
2006,17-29 y.,Upper Secondary Level,Yes,0.40102,664,1668,0.37749,0.42455
2006,17-29 y.,Upper Secondary Level,No,0.59576,1004,1668,0.57220,0.61931
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36129,103,288,0.30571,0.41687
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.63871,185,288,0.58313,0.69429
2006,17-29 y.,First Stage of Tertiary Education,No,0.60548,44,44,0.45939,0.75156
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.21293,52,245,0.16157,0.26430
2006,17-29 y.,Second Stage of Tertiary Education,No,0.78625,193,245,0.73481,0.83769
2006,30-45 y.,Primary Level,Yes,0.69639,35,35,0.54183,0.85095
2006,30-45 y.,Lower Secondary Level,Yes,0.55496,211,393,0.50576,0.60415
2006,30-45 y.,Lower Secondary Level,No,0.44504,182,393,0.39585,0.49424
2006,30-45 y.,Upper Secondary Level,Yes,0.43597,1335,3178,0.41873,0.45322
2006,30-45 y.,Upper Secondary Level,No,0.55879,1843,3178,0.54153,0.57606
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.29632,156,557,0.25837,0.33428
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.70108,401,557,0.66303,0.73913
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.32325,200,628,0.28664,0.35986
2006,30-45 y.,First Stage of Tertiary Education,No,0.67610,428,628,0.63947,0.71273
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.24124,304,1443,0.21915,0.26332
2006,30-45 y.,Second Stage of Tertiary Education,No,0.75855,1139,1443,0.73646,0.78064
2006,46-65 y.,Primary Level,No,0.57326,47,47,0.43033,0.71619
2006,46-65 y.,Lower Secondary Level,Yes,0.34665,182,575,0.30772,0.38558
2006,46-65 y.,Lower Secondary Level,No,0.65113,393,575,0.61213,0.69012
2006,46-65 y.,Upper Secondary Level,Yes,0.33612,1248,3915,0.32132,0.35092
2006,46-65 y.,Upper Secondary Level,No,0.66365,2667,3915,0.64885,0.67846
2006,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.30342,73,257,0.24710,0.35974
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.69658,184,257,0.64026,0.75290
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.26917,155,645,0.23491,0.30343
2006,46-65 y.,First Stage of Tertiary Education,No,0.73083,490,645,0.69657,0.76509
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.24006,430,2088,0.22174,0.25839
2006,46-65 y.,Second Stage of Tertiary Education,No,0.75872,1658,2088,0.74036,0.77708
2006,66 and older,Primary Level,No,0.83179,48,48,0.72485,0.93873
2006,66 and older,Lower Secondary Level,Yes,0.07260,67,829,0.05492,0.09027
2006,66 and older,Lower Secondary Level,No,0.92683,762,829,0.90909,0.94457
2006,66 and older,Upper Secondary Level,Yes,0.12445,272,2305,0.11097,0.13793
2006,66 and older,Upper Secondary Level,No,0.87368,2033,2305,0.86011,0.88724
2006,66 and older,Post-secondary Non-tertiary Level,No,0.89753,99,99,0.83749,0.95757
2006,66 and older,First Stage of Tertiary Education,No,0.91413,284,284,0.88149,0.94678
2006,66 and older,Second Stage of Tertiary Education,Yes,0.11282,97,798,0.09085,0.13478
2006,66 and older,Second Stage of Tertiary Education,No,0.88718,701,798,0.86522,0.90915
2008,17-29 y.,Pre-primary Level,Yes,0.10499,56,354,0.07302,0.13697
2008,17-29 y.,Pre-primary Level,No,0.48934,298,354,0.43719,0.54149
2008,17-29 y.,Lower Secondary Level,Yes,0.39466,228,533,0.35312,0.43619
2008,17-29 y.,Lower Secondary Level,No,0.51031,305,533,0.46783,0.55279
2008,17-29 y.,Upper Secondary Level,Yes,0.37643,504,1413,0.35116,0.40170
2008,17-29 y.,Upper Secondary Level,No,0.62044,909,1413,0.59512,0.64575
2008,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40078,90,225,0.33660,0.46496
2008,17-29 y.,Post-secondary Non-tertiary Level,No,0.59281,135,225,0.52847,0.65715
2008,17-29 y.,Second Stage of Tertiary Education,Yes,0.15990,46,237,0.11314,0.20666
2008,17-29 y.,Second Stage of Tertiary Education,No,0.84010,191,237,0.79334,0.88686
2008,30-45 y.,Primary Level,Yes,0.68949,32,32,0.52661,0.85237
2008,30-45 y.,Lower Secondary Level,Yes,0.49047,159,314,0.43509,0.54586
2008,30-45 y.,Lower Secondary Level,No,0.50953,155,314,0.45414,0.56491
2008,30-45 y.,Upper Secondary Level,Yes,0.42426,1061,2607,0.40528,0.44323
2008,30-45 y.,Upper Secondary Level,No,0.57460,1546,2607,0.55561,0.59358
2008,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.28372,125,476,0.24318,0.32426
2008,30-45 y.,Post-secondary Non-tertiary Level,No,0.71532,351,476,0.67474,0.75590
2008,30-45 y.,First Stage of Tertiary Education,Yes,0.29176,140,478,0.25097,0.33256
2008,30-45 y.,First Stage of Tertiary Education,No,0.70824,338,478,0.66744,0.74903
2008,30-45 y.,Second Stage of Tertiary Education,Yes,0.20052,233,1235,0.17818,0.22286
2008,30-45 y.,Second Stage of Tertiary Education,No,0.79948,1002,1235,0.77714,0.82182
2008,46-65 y.,Primary Level,No,0.53631,36,36,0.37110,0.70153
2008,46-65 y.,Lower Secondary Level,Yes,0.35724,142,442,0.31251,0.40196
2008,46-65 y.,Lower Secondary Level,No,0.64276,300,442,0.59804,0.68749
2008,46-65 y.,Upper Secondary Level,Yes,0.34033,1123,3463,0.32455,0.35612
2008,46-65 y.,Upper Secondary Level,No,0.65703,2340,3463,0.64122,0.67284
2008,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.26185,72,282,0.21045,0.31326
2008,46-65 y.,Post-secondary Non-tertiary Level,No,0.73815,210,282,0.68674,0.78955
2008,46-65 y.,First Stage of Tertiary Education,Yes,0.26318,145,579,0.22728,0.29909
2008,46-65 y.,First Stage of Tertiary Education,No,0.72630,434,579,0.68995,0.76265
2008,46-65 y.,Second Stage of Tertiary Education,Yes,0.23488,374,1850,0.21556,0.25420
2008,46-65 y.,Second Stage of Tertiary Education,No,0.76469,1476,1850,0.74535,0.78402
2008,66 and older,Primary Level,No,0.88421,37,37,0.77969,0.98874
2008,66 and older,Lower Secondary Level,Yes,0.09266,63,717,0.07142,0.11389
2008,66 and older,Lower Secondary Level,No,0.90452,654,717,0.88300,0.92605
2008,66 and older,Upper Secondary Level,Yes,0.12717,275,2234,0.11335,0.14099
2008,66 and older,Upper Secondary Level,No,0.86984,1959,2234,0.85588,0.88380
2008,66 and older,Post-secondary Non-tertiary Level,No,0.90469,98,98,0.84625,0.96313
2008,66 and older,First Stage of Tertiary Education,Yes,0.09961,31,313,0.06638,0.13284
2008,66 and older,First Stage of Tertiary Education,No,0.90039,282,313,0.86716,0.93362
2008,66 and older,Second Stage of Tertiary Education,Yes,0.09999,94,868,0.08002,0.11996
2008,66 and older,Second Stage of Tertiary Education,No,0.89928,774,868,0.87924,0.91931
2010,17-29 y.,Pre-primary Level,Yes,0.08010,32,271,0.04772,0.11248
2010,17-29 y.,Pre-primary Level,No,0.46855,239,271,0.40903,0.52807
2010,17-29 y.,Lower Secondary Level,Yes,0.32653,166,408,0.28097,0.37209
2010,17-29 y.,Lower Secondary Level,No,0.43001,242,408,0.38191,0.47811
2010,17-29 y.,Upper Secondary Level,Yes,0.28751,392,1106,0.26082,0.31420
2010,17-29 y.,Upper Secondary Level,No,0.59246,714,1106,0.56349,0.62143
2010,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36943,59,164,0.29533,0.44352
2010,17-29 y.,Post-secondary Non-tertiary Level,No,0.50821,105,164,0.43146,0.58496
2010,17-29 y.,Second Stage of Tertiary Education,Yes,0.21233,46,232,0.15959,0.26507
2010,17-29 y.,Second Stage of Tertiary Education,No,0.70134,186,232,0.64232,0.76036
2010,30-45 y.,Lower Secondary Level,Yes,0.36642,133,250,0.30658,0.42627
2010,30-45 y.,Lower Secondary Level,No,0.32726,117,250,0.26898,0.38554
2010,30-45 y.,Upper Secondary Level,Yes,0.31723,784,1997,0.29681,0.33765
2010,30-45 y.,Upper Secondary Level,No,0.44536,1213,1997,0.42356,0.46716
2010,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.24181,108,397,0.19964,0.28398
2010,30-45 y.,Post-secondary Non-tertiary Level,No,0.47878,289,397,0.42958,0.52798
2010,30-45 y.,First Stage of Tertiary Education,Yes,0.26986,111,363,0.22413,0.31558
2010,30-45 y.,First Stage of Tertiary Education,No,0.58943,252,363,0.53875,0.64011
2010,30-45 y.,Second Stage of Tertiary Education,Yes,0.14459,190,1044,0.12325,0.16594
2010,30-45 y.,Second Stage of Tertiary Education,No,0.62919,854,1044,0.59987,0.65850
2010,46-65 y.,Lower Secondary Level,Yes,0.34296,121,354,0.29344,0.39248
2010,46-65 y.,Lower Secondary Level,No,0.60704,233,354,0.55609,0.65799
2010,46-65 y.,Upper Secondary Level,Yes,0.34969,1066,3117,0.33294,0.36643
2010,46-65 y.,Upper Secondary Level,No,0.61419,2051,3117,0.59710,0.63129
2010,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.16702,60,286,0.12372,0.21033
2010,46-65 y.,Post-secondary Non-tertiary Level,No,0.75256,226,286,0.70246,0.80266
2010,46-65 y.,First Stage of Tertiary Education,Yes,0.28599,140,541,0.24788,0.32411
2010,46-65 y.,First Stage of Tertiary Education,No,0.68389,401,541,0.64467,0.72311
2010,46-65 y.,Second Stage of Tertiary Education,Yes,0.21774,327,1658,0.19787,0.23761
2010,46-65 y.,Second Stage of Tertiary Education,No,0.74252,1331,1658,0.72147,0.76358
2010,66 and older,Primary Level,No,0.84609,32,32,0.71906,0.97312
2010,66 and older,Lower Secondary Level,Yes,0.07398,41,597,0.05296,0.09499
2010,66 and older,Lower Secondary Level,No,0.92072,556,597,0.89903,0.94241
2010,66 and older,Upper Secondary Level,Yes,0.12571,254,2064,0.11140,0.14002
2010,66 and older,Upper Secondary Level,No,0.87357,1810,2064,0.85923,0.88791
2010,66 and older,Post-secondary Non-tertiary Level,No,0.89968,82,82,0.83426,0.96511
2010,66 and older,First Stage of Tertiary Education,No,0.90402,289,289,0.87000,0.93804
2010,66 and older,Second Stage of Tertiary Education,Yes,0.09633,97,896,0.07700,0.11566
2010,66 and older,Second Stage of Tertiary Education,No,0.90352,799,896,0.88418,0.92286
2012,17-29 y.,Pre-primary Level,Yes,0.07664,45,283,0.04559,0.10769
2012,17-29 y.,Pre-primary Level,No,0.36848,238,283,0.31218,0.42479
2012,17-29 y.,Lower Secondary Level,Yes,0.28541,184,465,0.24432,0.32650
2012,17-29 y.,Lower Secondary Level,No,0.48991,281,465,0.44442,0.53540
2012,17-29 y.,Upper Secondary Level,Yes,0.30905,426,1303,0.28395,0.33415
2012,17-29 y.,Upper Secondary Level,No,0.61999,877,1303,0.59363,0.64636
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.28904,58,201,0.22621,0.35187
2012,17-29 y.,Post-secondary Non-tertiary Level,No,0.66728,143,201,0.60198,0.73259
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.16105,51,308,0.11993,0.20217
2012,17-29 y.,Second Stage of Tertiary Education,No,0.81037,257,308,0.76652,0.85423
2012,30-45 y.,Primary Level,Yes,0.40642,33,66,0.28702,0.52583
2012,30-45 y.,Primary Level,No,0.28410,33,66,0.17446,0.39373
2012,30-45 y.,Lower Secondary Level,Yes,0.40172,166,316,0.34758,0.45586
2012,30-45 y.,Lower Secondary Level,No,0.34729,150,316,0.29471,0.39987
2012,30-45 y.,Upper Secondary Level,Yes,0.30873,824,2153,0.28921,0.32825
2012,30-45 y.,Upper Secondary Level,No,0.47376,1329,2153,0.45267,0.49486
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.25076,142,468,0.21145,0.29007
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.52072,326,468,0.47541,0.56603
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.24161,112,352,0.19683,0.28640
2012,30-45 y.,First Stage of Tertiary Education,No,0.62200,240,352,0.57127,0.67273
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.15848,217,1202,0.13783,0.17914
2012,30-45 y.,Second Stage of Tertiary Education,No,0.65746,985,1202,0.63062,0.68430
2012,46-65 y.,Primary Level,Yes,0.46041,33,67,0.34016,0.58066
2012,46-65 y.,Primary Level,No,0.49242,34,67,0.37180,0.61304
2012,46-65 y.,Lower Secondary Level,Yes,0.34733,198,526,0.30660,0.38806
2012,46-65 y.,Lower Secondary Level,No,0.59446,328,526,0.55246,0.63646
2012,46-65 y.,Upper Secondary Level,Yes,0.34249,1431,4131,0.32802,0.35696
2012,46-65 y.,Upper Secondary Level,No,0.61329,2700,4131,0.59843,0.62814
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.22142,90,415,0.18143,0.26142
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.68782,325,415,0.64319,0.73246
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.27150,184,672,0.23785,0.30515
2012,46-65 y.,First Stage of Tertiary Education,No,0.68220,488,672,0.64697,0.71743
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.19066,380,1988,0.17339,0.20793
2012,46-65 y.,Second Stage of Tertiary Education,No,0.75339,1608,1988,0.73444,0.77234
2012,66 and older,Primary Level,No,0.80520,46,46,0.68948,0.92091
2012,66 and older,Lower Secondary Level,Yes,0.10738,69,796,0.08586,0.12890
2012,66 and older,Lower Secondary Level,No,0.88374,727,796,0.86145,0.90602
2012,66 and older,Upper Secondary Level,Yes,0.12465,319,2666,0.11211,0.13719
2012,66 and older,Upper Secondary Level,No,0.86844,2347,2666,0.85561,0.88128
2012,66 and older,Post-secondary Non-tertiary Level,No,0.95076,106,106,0.90938,0.99215
2012,66 and older,First Stage of Tertiary Education,No,0.91678,337,337,0.88724,0.94631
2012,66 and older,Second Stage of Tertiary Education,Yes,0.10751,114,1136,0.08949,0.12553
2012,66 and older,Second Stage of Tertiary Education,No,0.88741,1022,1136,0.86902,0.90580
2014,17-29 y.,Pre-primary Level,Yes,0.08824,64,448,0.06194,0.11453
2014,17-29 y.,Pre-primary Level,No,0.46716,384,448,0.42091,0.51342
2014,17-29 y.,Primary Level,Yes,0.61787,60,102,0.52311,0.71264
2014,17-29 y.,Primary Level,No,0.38213,42,102,0.28736,0.47689
2014,17-29 y.,Lower Secondary Level,Yes,0.36972,388,915,0.33842,0.40102
2014,17-29 y.,Lower Secondary Level,No,0.55141,527,915,0.51916,0.58365
2014,17-29 y.,Upper Secondary Level,Yes,0.30900,568,1702,0.28704,0.33096
2014,17-29 y.,Upper Secondary Level,No,0.68657,1134,1702,0.66452,0.70861
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.28547,74,243,0.22857,0.34238
2014,17-29 y.,Post-secondary Non-tertiary Level,No,0.71037,169,243,0.65322,0.76752
2014,17-29 y.,First Stage of Tertiary Education,No,0.70827,35,35,0.55548,0.86107
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.15291,64,380,0.11667,0.18914
2014,17-29 y.,Second Stage of Tertiary Education,No,0.83549,316,380,0.79816,0.87281
2014,30-45 y.,Primary Level,Yes,0.58501,105,204,0.51723,0.65279
2014,30-45 y.,Primary Level,No,0.41499,99,204,0.34721,0.48277
2014,30-45 y.,Lower Secondary Level,Yes,0.54334,423,798,0.50876,0.57792
2014,30-45 y.,Lower Secondary Level,No,0.45666,375,798,0.42208,0.49124
2014,30-45 y.,Upper Secondary Level,Yes,0.39143,1411,3739,0.37578,0.40707
2014,30-45 y.,Upper Secondary Level,No,0.60824,2328,3739,0.59259,0.62389
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.33243,300,984,0.30298,0.36188
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.66712,684,984,0.63766,0.69658
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.21357,96,435,0.17501,0.25213
2014,30-45 y.,First Stage of Tertiary Education,No,0.78586,339,435,0.74727,0.82446
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.16263,327,2257,0.14740,0.17785
2014,30-45 y.,Second Stage of Tertiary Education,No,0.83662,1930,2257,0.82137,0.85188
2014,46-65 y.,Primary Level,Yes,0.48623,79,149,0.40571,0.56676
2014,46-65 y.,Primary Level,No,0.51377,70,149,0.43324,0.59429
2014,46-65 y.,Lower Secondary Level,Yes,0.42295,284,699,0.38630,0.45960
2014,46-65 y.,Lower Secondary Level,No,0.57245,415,699,0.53575,0.60916
2014,46-65 y.,Upper Secondary Level,Yes,0.36373,1573,4517,0.34970,0.37777
2014,46-65 y.,Upper Secondary Level,No,0.63181,2944,4517,0.61774,0.64588
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.24202,160,690,0.21004,0.27400
2014,46-65 y.,Post-secondary Non-tertiary Level,No,0.75475,530,690,0.72263,0.78688
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.27583,189,760,0.24403,0.30762
2014,46-65 y.,First Stage of Tertiary Education,No,0.72358,571,760,0.69176,0.75540
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.21187,462,2419,0.19558,0.22815
2014,46-65 y.,Second Stage of Tertiary Education,No,0.78754,1957,2419,0.77123,0.80384
2014,66 and older,Primary Level,No,0.88432,45,45,0.78982,0.97883
2014,66 and older,Lower Secondary Level,Yes,0.11787,75,689,0.09378,0.14197
2014,66 and older,Lower Secondary Level,No,0.88213,614,689,0.85803,0.90622
2014,66 and older,Upper Secondary Level,Yes,0.12135,311,2549,0.10867,0.13403
2014,66 and older,Upper Secondary Level,No,0.87463,2238,2549,0.86177,0.88749
2014,66 and older,Post-secondary Non-tertiary Level,No,0.89400,105,105,0.83483,0.95316
2014,66 and older,First Stage of Tertiary Education,No,0.92429,317,317,0.89512,0.95346
2014,66 and older,Second Stage of Tertiary Education,Yes,0.10602,127,1164,0.08833,0.12372
2014,66 and older,Second Stage of Tertiary Education,No,0.89349,1037,1164,0.87576,0.91122
2016,17-29 y.,Pre-primary Level,Yes,0.07351,43,334,0.04548,0.10154
2016,17-29 y.,Pre-primary Level,No,0.39964,291,334,0.34703,0.45225
2016,17-29 y.,Primary Level,Yes,0.27763,34,73,0.17419,0.38108
2016,17-29 y.,Primary Level,No,0.46064,39,73,0.34551,0.57578
2016,17-29 y.,Lower Secondary Level,Yes,0.34949,318,750,0.31535,0.38364
2016,17-29 y.,Lower Secondary Level,No,0.52297,432,750,0.48720,0.55874
2016,17-29 y.,Upper Secondary Level,Yes,0.25022,407,1462,0.22801,0.27243
2016,17-29 y.,Upper Secondary Level,No,0.72671,1055,1462,0.70386,0.74956
2016,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.22380,72,264,0.17343,0.27418
2016,17-29 y.,Post-secondary Non-tertiary Level,No,0.75235,192,264,0.70019,0.80452
2016,17-29 y.,First Stage of Tertiary Education,No,0.90008,39,39,0.80473,0.99543
2016,17-29 y.,Second Stage of Tertiary Education,Yes,0.18264,57,393,0.14439,0.22089
2016,17-29 y.,Second Stage of Tertiary Education,No,0.78690,336,393,0.74636,0.82744
2016,30-45 y.,Primary Level,Yes,0.48143,86,160,0.40377,0.55910
2016,30-45 y.,Primary Level,No,0.40818,74,160,0.33178,0.48458
2016,30-45 y.,Lower Secondary Level,Yes,0.51550,324,614,0.47593,0.55506
