,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
23,23,2001,Single parent,3rd Quintile,Yes,1.0,95,11356,0.91852,1.0975
24,24,2001,Single parent,4th Quintile,Yes,1.0,67,11356,0.86043,1.11499
25,25,2001,Single parent,5th Quintile,Yes,1.0,46,11356,0.83558,1.17556
26,26,2001,Couple with children,1st Quintile,Yes,0.82836,493,11356,0.78043,0.87721
27,27,2001,Couple with children,1st Quintile,No,0.17164,113,11356,0.15281,0.18982
28,28,2001,Couple with children,2nd Quintile,Yes,0.96742,956,11356,0.92455,1.00696
29,29,2001,Couple with children,2nd Quintile,No,0.03258,34,11356,0.02605,0.04044
30,30,2001,Couple with children,3rd Quintile,Yes,1.0,1002,11356,0.96107,1.03887
31,31,2001,Couple with children,4th Quintile,Yes,1.0,878,11356,0.96334,1.03809
32,32,2001,Couple with children,5th Quintile,Yes,1.0,646,11356,0.95734,1.0464
33,33,2001,Multi-generational household,2nd Quintile,Yes,1.0,38,11356,0.78239,1.1846
34,34,2001,Multi-generational household,3rd Quintile,Yes,1.0,34,11356,0.83102,1.15004
35,35,2001,Multi-generational household,4th Quintile,Yes,1.0,31,11356,0.80605,1.31186
36,36,2003,Single-person household,1st Quintile,Yes,0.29431,256,11475,0.27582,0.31212
37,37,2003,Single-person household,1st Quintile,No,0.70569,541,11475,0.67493,0.73668
38,38,2003,Single-person household,2nd Quintile,Yes,0.38938,237,11475,0.36444,0.4156
39,39,2003,Single-person household,2nd Quintile,No,0.61062,314,11475,0.57599,0.64066
40,40,2003,Single-person household,3rd Quintile,Yes,0.59365,324,11475,0.56534,0.62759
41,41,2003,Single-person household,3rd Quintile,No,0.40635,209,11475,0.3797,0.42807
42,42,2003,Single-person household,4th Quintile,Yes,0.70186,361,11475,0.66076,0.74114
43,43,2003,Single-person household,4th Quintile,No,0.29814,149,11475,0.27868,0.31665
44,44,2003,Single-person household,5th Quintile,Yes,0.7907,408,11475,0.7454,0.83328
45,45,2003,Single-person household,5th Quintile,No,0.2093,92,11475,0.19148,0.22883
46,46,2003,Couple without children,1st Quintile,Yes,0.64602,271,11475,0.5965,0.68467
47,47,2003,Couple without children,1st Quintile,No,0.35398,145,11475,0.30896,0.39045
48,48,2003,Couple without children,2nd Quintile,Yes,0.83597,507,11475,0.79804,0.87496
49,49,2003,Couple without children,2nd Quintile,No,0.16403,111,11475,0.14925,0.1794
50,50,2003,Couple without children,3rd Quintile,Yes,0.86064,594,11475,0.82365,0.90651
51,51,2003,Couple without children,3rd Quintile,No,0.13936,85,11475,0.12408,0.1578
52,52,2003,Couple without children,4th Quintile,Yes,0.92791,702,11475,0.88581,0.97594
53,53,2003,Couple without children,4th Quintile,No,0.07209,53,11475,0.06172,0.08261
54,54,2003,Couple without children,5th Quintile,Yes,1.0,1319,11475,0.95163,1.04503
55,55,2003,Single parent,1st Quintile,Yes,0.45919,136,11475,0.41636,0.51174
56,56,2003,Single parent,1st Quintile,No,0.54081,165,11475,0.49019,0.601
57,57,2003,Single parent,2nd Quintile,Yes,0.73431,107,11475,0.65568,0.82237
58,58,2003,Single parent,2nd Quintile,No,0.26569,39,11475,0.22334,0.32207
59,59,2003,Single parent,3rd Quintile,Yes,1.0,91,11475,0.87112,1.14739
60,60,2003,Single parent,4th Quintile,Yes,1.0,75,11475,0.85316,1.15197
61,61,2003,Single parent,5th Quintile,Yes,1.0,60,11475,0.79868,1.23378
62,62,2003,Couple with children,1st Quintile,Yes,0.80695,362,11475,0.7426,0.85771
63,63,2003,Couple with children,1st Quintile,No,0.19305,85,11475,0.16629,0.22015
64,64,2003,Couple with children,2nd Quintile,Yes,0.95908,817,11475,0.91007,1.01291
65,65,2003,Couple with children,2nd Quintile,No,0.04092,34,11475,0.02961,0.05054
66,66,2003,Couple with children,3rd Quintile,Yes,1.0,884,11475,0.94974,1.04488
67,67,2003,Couple with children,4th Quintile,Yes,1.0,855,11475,0.93816,1.05556
68,68,2003,Couple with children,5th Quintile,Yes,1.0,1056,11475,0.93964,1.05846
69,69,2003,Other Combinations,5th Quintile,Yes,1.0,31,11475,0.72256,1.3659
70,70,2005,Single-person household,1st Quintile,Yes,0.29606,260,10873,0.27,0.31718
71,71,2005,Single-person household,1st Quintile,No,0.70394,532,10873,0.67373,0.74125
72,72,2005,Single-person household,2nd Quintile,Yes,0.4134,251,10873,0.3837,0.44434
73,73,2005,Single-person household,2nd Quintile,No,0.5866,310,10873,0.55257,0.61803
74,74,2005,Single-person household,3rd Quintile,Yes,0.55925,301,10873,0.52508,0.59727
75,75,2005,Single-person household,3rd Quintile,No,0.44075,219,10873,0.4065,0.4717
76,76,2005,Single-person household,4th Quintile,Yes,0.699,345,10873,0.65646,0.74154
77,77,2005,Single-person household,4th Quintile,No,0.301,136,10873,0.27781,0.3225
78,78,2005,Single-person household,5th Quintile,Yes,0.80527,446,10873,0.76114,0.85961
79,79,2005,Single-person household,5th Quintile,No,0.19473,88,10873,0.17639,0.21323
80,80,2005,Couple without children,1st Quintile,Yes,0.65817,240,10873,0.60429,0.72082
81,81,2005,Couple without children,1st Quintile,No,0.34183,126,10873,0.30409,0.38416
82,82,2005,Couple without children,2nd Quintile,Yes,0.83458,551,10873,0.78926,0.87904
83,83,2005,Couple without children,2nd Quintile,No,0.16542,100,10873,0.14137,0.18422
84,84,2005,Couple without children,3rd Quintile,Yes,0.88916,551,10873,0.83693,0.94139
85,85,2005,Couple without children,3rd Quintile,No,0.11084,67,10873,0.0957,0.12497
86,86,2005,Couple without children,4th Quintile,Yes,0.93229,698,10873,0.88713,0.98659
87,87,2005,Couple without children,4th Quintile,No,0.06771,45,10873,0.05796,0.07834
88,88,2005,Couple without children,5th Quintile,Yes,1.0,1276,10873,0.94993,1.04399
89,89,2005,Single parent,1st Quintile,Yes,0.50942,160,10873,0.46069,0.57367
90,90,2005,Single parent,1st Quintile,No,0.49058,158,10873,0.45145,0.54539
91,91,2005,Single parent,2nd Quintile,Yes,1.0,99,10873,0.87821,1.13779
92,92,2005,Single parent,3rd Quintile,Yes,1.0,91,10873,0.86996,1.16472
93,93,2005,Single parent,4th Quintile,Yes,1.0,80,10873,0.83229,1.15482
94,94,2005,Single parent,5th Quintile,Yes,1.0,49,10873,0.77351,1.25047
95,95,2005,Couple with children,1st Quintile,Yes,0.74105,330,10873,0.67867,0.81219
96,96,2005,Couple with children,1st Quintile,No,0.25895,97,10873,0.2177,0.29697
97,97,2005,Couple with children,2nd Quintile,Yes,0.95963,674,10873,0.89481,1.01785
98,98,2005,Couple with children,2nd Quintile,No,0.04037,32,10873,0.03086,0.05136
99,99,2005,Couple with children,3rd Quintile,Yes,1.0,784,10873,0.93603,1.05242
100,100,2005,Couple with children,4th Quintile,Yes,1.0,852,10873,0.94255,1.05964
101,101,2005,Couple with children,5th Quintile,Yes,1.0,894,10873,0.93268,1.07194
102,102,2005,Other Combinations,5th Quintile,Yes,1.0,31,10873,0.65226,1.40602
103,103,2007,Single-person household,1st Quintile,Yes,0.3142,288,11152,0.29229,0.33943
104,104,2007,Single-person household,1st Quintile,No,0.6858,545,11152,0.65312,0.72111
105,105,2007,Single-person household,2nd Quintile,Yes,0.41875,266,11152,0.38832,0.44572
106,106,2007,Single-person household,2nd Quintile,No,0.58125,325,11152,0.55337,0.6129
107,107,2007,Single-person household,3rd Quintile,Yes,0.59292,349,11152,0.55994,0.62723
108,108,2007,Single-person household,3rd Quintile,No,0.40708,209,11152,0.37948,0.43217
109,109,2007,Single-person household,4th Quintile,Yes,0.70705,402,11152,0.66514,0.7502
110,110,2007,Single-person household,4th Quintile,No,0.29295,141,11152,0.26953,0.32034
111,111,2007,Single-person household,5th Quintile,Yes,0.81376,466,11152,0.75773,0.87016
112,112,2007,Single-person household,5th Quintile,No,0.18624,87,11152,0.16417,0.20458
113,113,2007,Couple without children,1st Quintile,Yes,0.69019,260,11152,0.6244,0.754
114,114,2007,Couple without children,1st Quintile,No,0.30981,123,11152,0.26597,0.34912
115,115,2007,Couple without children,2nd Quintile,Yes,0.81235,527,11152,0.76615,0.85941
116,116,2007,Couple without children,2nd Quintile,No,0.18765,110,11152,0.16387,0.20952
117,117,2007,Couple without children,3rd Quintile,Yes,0.91587,656,11152,0.86821,0.97
118,118,2007,Couple without children,3rd Quintile,No,0.08413,54,11152,0.07397,0.09712
119,119,2007,Couple without children,4th Quintile,Yes,0.96043,785,11152,0.91214,1.02062
120,120,2007,Couple without children,4th Quintile,No,0.03957,32,11152,0.03027,0.04985
121,121,2007,Couple without children,5th Quintile,Yes,1.0,1297,11152,0.94755,1.06128
122,122,2007,Single parent,1st Quintile,Yes,0.46452,141,11152,0.41526,0.51367
123,123,2007,Single parent,1st Quintile,No,0.53548,150,11152,0.48151,0.58698
124,124,2007,Single parent,2nd Quintile,Yes,0.6432,105,11152,0.57,0.72868
125,125,2007,Single parent,2nd Quintile,No,0.3568,50,11152,0.29328,0.42634
126,126,2007,Single parent,3rd Quintile,Yes,1.0,100,11152,0.84911,1.12471
127,127,2007,Single parent,4th Quintile,Yes,1.0,76,11152,0.862,1.1345
128,128,2007,Single parent,5th Quintile,Yes,1.0,64,11152,0.82639,1.18603
129,129,2007,Couple with children,1st Quintile,Yes,0.78762,307,11152,0.71345,0.86561
130,130,2007,Couple with children,1st Quintile,No,0.21238,74,11152,0.17415,0.25195
131,131,2007,Couple with children,2nd Quintile,Yes,0.94737,672,11152,0.88712,1.01887
132,132,2007,Couple with children,2nd Quintile,No,0.05263,39,11152,0.04175,0.06597
133,133,2007,Couple with children,3rd Quintile,Yes,1.0,769,11152,0.94337,1.04818
134,134,2007,Couple with children,4th Quintile,Yes,1.0,829,11152,0.95058,1.05909
135,135,2007,Couple with children,5th Quintile,Yes,1.0,854,11152,0.94268,1.07099
136,136,2011,Single-person household,1st Quintile,Yes,0.31284,335,11782,0.28801,0.33479
137,137,2011,Single-person household,1st Quintile,No,0.68716,680,11782,0.65725,0.72342
138,138,2011,Single-person household,2nd Quintile,Yes,0.49937,351,11782,0.47032,0.53106
139,139,2011,Single-person household,2nd Quintile,No,0.50063,372,11782,0.47093,0.52853
140,140,2011,Single-person household,3rd Quintile,Yes,0.66847,425,11782,0.63163,0.70758
141,141,2011,Single-person household,3rd Quintile,No,0.33153,218,11782,0.30726,0.35891
142,142,2011,Single-person household,4th Quintile,Yes,0.77726,428,11782,0.72163,0.82589
143,143,2011,Single-person household,4th Quintile,No,0.22274,115,11782,0.19973,0.24594
144,144,2011,Single-person household,5th Quintile,Yes,0.83888,491,11782,0.7983,0.8815
145,145,2011,Single-person household,5th Quintile,No,0.16112,77,11782,0.13719,0.18325
146,146,2011,Couple without children,1st Quintile,Yes,0.68029,314,11782,0.62201,0.74877
147,147,2011,Couple without children,1st Quintile,No,0.31971,147,11782,0.26467,0.37133
148,148,2011,Couple without children,2nd Quintile,Yes,0.85819,651,11782,0.8031,0.90533
149,149,2011,Couple without children,2nd Quintile,No,0.14181,98,11782,0.12363,0.16823
150,150,2011,Couple without children,3rd Quintile,Yes,0.93225,727,11782,0.88148,0.98314
151,151,2011,Couple without children,3rd Quintile,No,0.06775,58,11782,0.05767,0.08234
152,152,2011,Couple without children,4th Quintile,Yes,0.95553,924,11782,0.89636,1.01025
153,153,2011,Couple without children,4th Quintile,No,0.04447,40,11782,0.03526,0.05519
154,154,2011,Couple without children,5th Quintile,Yes,0.96567,1362,11782,0.91388,1.0124
155,155,2011,Couple without children,5th Quintile,No,0.03433,41,11782,0.02618,0.04282
156,156,2011,Single parent,1st Quintile,Yes,0.45917,144,11782,0.39506,0.53491
157,157,2011,Single parent,1st Quintile,No,0.54083,174,11782,0.45081,0.66505
158,158,2011,Single parent,2nd Quintile,Yes,0.777,131,11782,0.67819,0.89566
159,159,2011,Single parent,2nd Quintile,No,0.223,46,11782,0.16532,0.28987
160,160,2011,Single parent,3rd Quintile,Yes,1.0,120,11782,0.82221,1.2136
161,161,2011,Single parent,4th Quintile,Yes,1.0,73,11782,0.76042,1.21159
162,162,2011,Single parent,5th Quintile,Yes,1.0,57,11782,0.76874,1.20729
163,163,2011,Couple with children,1st Quintile,Yes,0.82559,322,11782,0.73369,0.92382
164,164,2011,Couple with children,1st Quintile,No,0.17441,76,11782,0.13385,0.22078
165,165,2011,Couple with children,2nd Quintile,Yes,1.0,542,11782,0.9223,1.09505
166,166,2011,Couple with children,3rd Quintile,Yes,1.0,750,11782,0.93895,1.0691
167,167,2011,Couple with children,4th Quintile,Yes,1.0,775,11782,0.93751,1.0681
168,168,2011,Couple with children,5th Quintile,Yes,1.0,718,11782,0.91226,1.0864
169,169,2013,Single-person household,1st Quintile,Yes,0.34337,360,13634,0.32004,0.36943
170,170,2013,Single-person household,1st Quintile,No,0.65663,711,13634,0.61969,0.68909
171,171,2013,Single-person household,2nd Quintile,Yes,0.46548,376,13634,0.43211,0.49559
172,172,2013,Single-person household,2nd Quintile,No,0.53452,428,13634,0.49604,0.56599
173,173,2013,Single-person household,3rd Quintile,Yes,0.69997,463,13634,0.66066,0.73989
174,174,2013,Single-person household,3rd Quintile,No,0.30003,204,13634,0.27417,0.32808
175,175,2013,Single-person household,4th Quintile,Yes,0.74742,440,13634,0.69903,0.78888
176,176,2013,Single-person household,4th Quintile,No,0.25258,152,13634,0.22869,0.27586
177,177,2013,Single-person household,5th Quintile,Yes,0.83558,485,13634,0.78309,0.88314
178,178,2013,Single-person household,5th Quintile,No,0.16442,87,13634,0.14105,0.18608
179,179,2013,Couple without children,1st Quintile,Yes,0.67295,350,13634,0.62172,0.74032
180,180,2013,Couple without children,1st Quintile,No,0.32705,188,13634,0.29457,0.36502
181,181,2013,Couple without children,2nd Quintile,Yes,0.85975,663,13634,0.79278,0.91943
182,182,2013,Couple without children,2nd Quintile,No,0.14025,116,13634,0.12054,0.16429
183,183,2013,Couple without children,3rd Quintile,Yes,0.92811,797,13634,0.87332,0.98451
184,184,2013,Couple without children,3rd Quintile,No,0.07189,59,13634,0.05955,0.08584
185,185,2013,Couple without children,4th Quintile,Yes,0.94146,926,13634,0.89178,0.98893
186,186,2013,Couple without children,4th Quintile,No,0.05854,56,13634,0.04581,0.07046
187,187,2013,Couple without children,5th Quintile,Yes,0.97279,1390,13634,0.92754,1.01534
188,188,2013,Couple without children,5th Quintile,No,0.02721,42,13634,0.01944,0.03378
189,189,2013,Single parent,1st Quintile,Yes,0.43428,201,13634,0.38421,0.48347
190,190,2013,Single parent,1st Quintile,No,0.56572,229,13634,0.48358,0.64772
191,191,2013,Single parent,2nd Quintile,Yes,0.7263,150,13634,0.60466,0.83907
192,192,2013,Single parent,2nd Quintile,No,0.2737,76,13634,0.2169,0.33598
193,193,2013,Single parent,3rd Quintile,Yes,1.0,141,13634,0.8245,1.2188
194,194,2013,Single parent,4th Quintile,Yes,1.0,73,13634,0.77297,1.208
195,195,2013,Single parent,5th Quintile,Yes,1.0,72,13634,0.83535,1.18229
196,196,2013,Couple with children,1st Quintile,Yes,0.76694,639,13634,0.70011,0.84647
197,197,2013,Couple with children,1st Quintile,No,0.23306,191,13634,0.19753,0.27692
198,198,2013,Couple with children,2nd Quintile,Yes,0.93359,808,13634,0.85859,1.02486
199,199,2013,Couple with children,2nd Quintile,No,0.06641,71,13634,0.04962,0.09308
200,200,2013,Couple with children,3rd Quintile,Yes,1.0,836,13634,0.93112,1.07984
201,201,2013,Couple with children,4th Quintile,Yes,1.0,843,13634,0.93339,1.06822
202,202,2013,Couple with children,5th Quintile,Yes,1.0,741,13634,0.92073,1.07134
203,203,2013,Other Combinations,1st Quintile,Yes,0.62269,73,13634,0.47809,0.82667
204,204,2013,Other Combinations,1st Quintile,No,0.37731,50,13634,0.28591,0.46085
205,205,2013,Other Combinations,2nd Quintile,Yes,1.0,59,13634,0.80362,1.22247
206,206,2013,Other Combinations,3rd Quintile,Yes,1.0,40,13634,0.62717,1.48269
207,207,2013,Other Combinations,4th Quintile,Yes,1.0,48,13634,0.72514,1.26876
208,208,2016,Single-person household,1st Quintile,Yes,0.34328,347,13991,0.31503,0.37786
209,209,2016,Single-person household,1st Quintile,No,0.65672,635,13991,0.60576,0.70304
210,210,2016,Single-person household,2nd Quintile,Yes,0.4999,369,13991,0.45709,0.54395
211,211,2016,Single-person household,2nd Quintile,No,0.5001,360,13991,0.4628,0.54157
212,212,2016,Single-person household,3rd Quintile,Yes,0.66938,415,13991,0.6346,0.7106
213,213,2016,Single-person household,3rd Quintile,No,0.33062,217,13991,0.30015,0.36177
214,214,2016,Single-person household,4th Quintile,Yes,0.73751,407,13991,0.68688,0.79286
215,215,2016,Single-person household,4th Quintile,No,0.26249,136,13991,0.23623,0.2914
216,216,2016,Single-person household,5th Quintile,Yes,0.86839,430,13991,0.81346,0.92528
217,217,2016,Single-person household,5th Quintile,No,0.13161,61,13991,0.11059,0.15983
218,218,2016,Couple without children,1st Quintile,Yes,0.71697,283,13991,0.63649,0.79209
219,219,2016,Couple without children,1st Quintile,No,0.28303,138,13991,0.23529,0.33079
220,220,2016,Couple without children,2nd Quintile,Yes,0.86786,625,13991,0.80429,0.93147
221,221,2016,Couple without children,2nd Quintile,No,0.13214,99,13991,0.10755,0.15657
222,222,2016,Couple without children,3rd Quintile,Yes,0.92933,715,13991,0.86917,1.005
223,223,2016,Couple without children,3rd Quintile,No,0.07067,62,13991,0.05677,0.08781
224,224,2016,Couple without children,4th Quintile,Yes,0.9558,863,13991,0.9011,1.01623
225,225,2016,Couple without children,4th Quintile,No,0.0442,53,13991,0.03353,0.05163
226,226,2016,Couple without children,5th Quintile,Yes,0.97393,1207,13991,0.92186,1.034
227,227,2016,Couple without children,5th Quintile,No,0.02607,44,13991,0.01868,0.03275
228,228,2016,Single parent,1st Quintile,Yes,0.52625,366,13991,0.4718,0.594
229,229,2016,Single parent,1st Quintile,No,0.47375,295,13991,0.40965,0.52636
230,230,2016,Single parent,2nd Quintile,Yes,0.6939,291,13991,0.61316,0.784
231,231,2016,Single parent,2nd Quintile,No,0.3061,108,13991,0.24168,0.38878
232,232,2016,Single parent,3rd Quintile,Yes,0.85205,199,13991,0.73976,0.98108
233,233,2016,Single parent,3rd Quintile,No,0.14795,36,13991,0.10763,0.19583
234,234,2016,Single parent,4th Quintile,Yes,1.0,134,13991,0.84087,1.23209
235,235,2016,Single parent,5th Quintile,Yes,1.0,70,13991,0.76058,1.28061
236,236,2016,Couple with children,1st Quintile,Yes,0.73361,676,13991,0.65406,0.81268
237,237,2016,Couple with children,1st Quintile,No,0.26639,226,13991,0.21625,0.31432
238,238,2016,Couple with children,2nd Quintile,Yes,0.95028,1087,13991,0.8663,1.02875
239,239,2016,Couple with children,2nd Quintile,No,0.04972,73,13991,0.03574,0.07289
240,240,2016,Couple with children,3rd Quintile,Yes,0.95975,1006,13991,0.8812,1.04925
241,241,2016,Couple with children,3rd Quintile,No,0.04025,34,13991,0.02338,0.05678
242,242,2016,Couple with children,4th Quintile,Yes,1.0,986,13991,0.92592,1.08853
243,243,2016,Couple with children,5th Quintile,Yes,1.0,861,13991,0.92931,1.0945
244,244,2016,Other Combinations,1st Quintile,No,1.0,34,13991,0.72841,1.27633
245,245,2016,Other Combinations,2nd Quintile,Yes,1.0,43,13991,0.7326,1.26263
246,246,2017,Single-person household,1st Quintile,Yes,0.34727,411,17226,0.32011,0.37798
247,247,2017,Single-person household,1st Quintile,No,0.65273,986,17226,0.61208,0.68796
248,248,2017,Single-person household,2nd Quintile,Yes,0.53076,453,17226,0.49793,0.56488
249,249,2017,Single-person household,2nd Quintile,No,0.46924,382,17226,0.43726,0.50357
250,250,2017,Single-person household,3rd Quintile,Yes,0.6583,467,17226,0.61866,0.6999
251,251,2017,Single-person household,3rd Quintile,No,0.3417,245,17226,0.31422,0.37393
252,252,2017,Single-person household,4th Quintile,Yes,0.74074,475,17226,0.6943,0.79224
253,253,2017,Single-person household,4th Quintile,No,0.25926,138,17226,0.22637,0.28978
254,254,2017,Single-person household,5th Quintile,Yes,0.85806,477,17226,0.79438,0.9117
255,255,2017,Single-person household,5th Quintile,No,0.14194,74,17226,0.11751,0.16448
256,256,2017,Couple without children,1st Quintile,Yes,0.73983,316,17226,0.66528,0.82855
257,257,2017,Couple without children,1st Quintile,No,0.26017,189,17226,0.20392,0.32273
258,258,2017,Couple without children,2nd Quintile,Yes,0.86208,674,17226,0.80359,0.91901
259,259,2017,Couple without children,2nd Quintile,No,0.13792,108,17226,0.11371,0.16277
260,260,2017,Couple without children,3rd Quintile,Yes,0.93562,834,17226,0.88294,1.00052
261,261,2017,Couple without children,3rd Quintile,No,0.06438,53,17226,0.05048,0.08031
262,262,2017,Couple without children,4th Quintile,Yes,0.9672,1021,17226,0.90612,1.02394
263,263,2017,Couple without children,4th Quintile,No,0.0328,44,17226,0.02374,0.04384
264,264,2017,Couple without children,5th Quintile,Yes,0.96799,1383,17226,0.91736,1.01838
265,265,2017,Couple without children,5th Quintile,No,0.03201,48,17226,0.02275,0.04263
266,266,2017,Single parent,1st Quintile,Yes,0.45422,358,17226,0.40377,0.50102
267,267,2017,Single parent,1st Quintile,No,0.54578,427,17226,0.46567,0.62714
268,268,2017,Single parent,2nd Quintile,Yes,0.77541,304,17226,0.66935,0.91408
269,269,2017,Single parent,2nd Quintile,No,0.22459,97,17226,0.16922,0.28189
270,270,2017,Single parent,3rd Quintile,Yes,0.84972,197,17226,0.74468,0.9735
271,271,2017,Single parent,3rd Quintile,No,0.15028,34,17226,0.09446,0.20819
272,272,2017,Single parent,4th Quintile,Yes,1.0,164,17226,0.81102,1.17444
273,273,2017,Single parent,5th Quintile,Yes,1.0,96,17226,0.78529,1.23933
274,274,2017,Couple with children,1st Quintile,Yes,0.71837,949,17226,0.65059,0.79289
275,275,2017,Couple with children,1st Quintile,No,0.28163,938,17226,0.23269,0.32974
276,276,2017,Couple with children,2nd Quintile,Yes,0.93518,1124,17226,0.86841,0.998
277,277,2017,Couple with children,2nd Quintile,No,0.06482,116,17226,0.04436,0.08779
278,278,2017,Couple with children,3rd Quintile,Yes,0.98126,1152,17226,0.91313,1.06214
279,279,2017,Couple with children,3rd Quintile,No,0.01874,35,17226,0.00786,0.03429
280,280,2017,Couple with children,4th Quintile,Yes,1.0,1102,17226,0.929,1.0701
281,281,2017,Couple with children,5th Quintile,Yes,1.0,963,17226,0.93968,1.05862
282,282,2017,Multi-generational household,1st Quintile,No,1.0,32,17226,0.59458,1.51233
283,283,2017,Other Combinations,1st Quintile,Yes,0.51186,60,17226,0.33701,0.6945
284,284,2017,Other Combinations,1st Quintile,No,0.48814,135,17226,0.35043,0.6464
285,285,2017,Other Combinations,2nd Quintile,Yes,1.0,34,17226,0.74278,1.31674
286,286,2017,Other Combinations,3rd Quintile,Yes,1.0,42,17226,0.75593,1.27873
287,287,2017,Other Combinations,4th Quintile,Yes,1.0,50,17226,0.73979,1.30001
288,288,2017,Other Combinations,5th Quintile,Yes,1.0,39,17226,0.8379,1.20812
289,289,2018,Single-person household,1st Quintile,Yes,0.35489,446,17526,0.3236,0.38609
290,290,2018,Single-person household,1st Quintile,No,0.64511,1129,17526,0.60064,0.68501
291,291,2018,Single-person household,2nd Quintile,Yes,0.55493,511,17526,0.5186,0.59789
292,292,2018,Single-person household,2nd Quintile,No,0.44507,412,17526,0.41456,0.4793
293,293,2018,Single-person household,3rd Quintile,Yes,0.67524,483,17526,0.63193,0.71637
294,294,2018,Single-person household,3rd Quintile,No,0.32476,240,17526,0.2993,0.35298
295,295,2018,Single-person household,4th Quintile,Yes,0.77683,498,17526,0.72059,0.83605
296,296,2018,Single-person household,4th Quintile,No,0.22317,128,17526,0.19805,0.25186
297,297,2018,Single-person household,5th Quintile,Yes,0.86945,484,17526,0.80239,0.93624
298,298,2018,Single-person household,5th Quintile,No,0.13055,82,17526,0.10664,0.15044
299,299,2018,Couple without children,1st Quintile,Yes,0.69939,365,17526,0.62636,0.78134
300,300,2018,Couple without children,1st Quintile,No,0.30061,218,17526,0.24108,0.37192
301,301,2018,Couple without children,2nd Quintile,Yes,0.88417,718,17526,0.82458,0.94728
302,302,2018,Couple without children,2nd Quintile,No,0.11583,107,17526,0.09965,0.13625
303,303,2018,Couple without children,3rd Quintile,Yes,0.91717,775,17526,0.85219,0.98175
304,304,2018,Couple without children,3rd Quintile,No,0.08283,62,17526,0.06235,0.10168
305,305,2018,Couple without children,4th Quintile,Yes,0.94879,930,17526,0.88558,1.00848
306,306,2018,Couple without children,4th Quintile,No,0.05121,44,17526,0.03816,0.06624
307,307,2018,Couple without children,5th Quintile,Yes,0.9699,1351,17526,0.91631,1.01963
308,308,2018,Couple without children,5th Quintile,No,0.0301,54,17526,0.02379,0.03654
309,309,2018,Single parent,1st Quintile,Yes,0.49041,340,17526,0.43762,0.56333
310,310,2018,Single parent,1st Quintile,No,0.50959,470,17526,0.42043,0.57744
311,311,2018,Single parent,2nd Quintile,Yes,0.77443,320,17526,0.66987,0.87187
312,312,2018,Single parent,2nd Quintile,No,0.22557,102,17526,0.1761,0.26924
313,313,2018,Single parent,3rd Quintile,Yes,0.85353,190,17526,0.70863,1.01766
314,314,2018,Single parent,3rd Quintile,No,0.14647,45,17526,0.11323,0.19111
315,315,2018,Single parent,4th Quintile,Yes,1.0,153,17526,0.85715,1.18049
316,316,2018,Single parent,5th Quintile,Yes,1.0,80,17526,0.77891,1.24485
317,317,2018,Couple with children,1st Quintile,Yes,0.72922,1135,17526,0.64166,0.82083
318,318,2018,Couple with children,1st Quintile,No,0.27078,895,17526,0.22136,0.31685
319,319,2018,Couple with children,2nd Quintile,Yes,0.93049,1133,17526,0.86674,1.00214
