year,hhtyp,rentown,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Single parent,Tenant,No,0.41885,331,13862,0.41789,0.41982
2013,Couple with children,Owner,Yes,1.00000,2102,13862,1.00000,1.00000
2013,Couple with children,Tenant,Yes,0.88135,1765,13862,0.88098,0.88173
2013,Couple with children,Tenant,No,0.11865,294,13862,0.11827,0.11902
2013,Multi-generational household,Owner,Yes,1.00000,64,13862,1.00000,1.00000
2013,Multi-generational household,Tenant,Yes,1.00000,36,13862,1.00000,1.00000
2013,Other Combinations,Owner,Yes,1.00000,89,13862,1.00000,1.00000
2013,Other Combinations,Tenant,Yes,0.61693,155,13862,0.61529,0.61858
2013,Other Combinations,Tenant,No,0.38307,90,13862,0.38142,0.38471
2016,Single-person household,Owner,Yes,0.78238,739,14254,0.78203,0.78272
2016,Single-person household,Owner,No,0.21762,191,14254,0.21728,0.21797
2016,Single-person household,Tenant,Yes,0.49211,1228,14254,0.49182,0.49241
2016,Single-person household,Tenant,No,0.50789,1222,14254,0.50759,0.50818
2016,Couple without children,Owner,Yes,0.96779,2147,14254,0.96766,0.96792
2016,Couple without children,Owner,No,0.03221,72,14254,0.03208,0.03234
2016,Couple without children,Tenant,Yes,0.84913,1546,14254,0.84882,0.84944
2016,Couple without children,Tenant,No,0.15087,324,14254,0.15056,0.15118
2016,Single parent,Owner,Yes,0.91527,349,14254,0.91461,0.91593
2016,Single parent,Owner,No,0.08473,33,14254,0.08407,0.08539
2016,Single parent,Tenant,Yes,0.59445,711,14254,0.59371,0.59519
2016,Single parent,Tenant,No,0.40555,430,14254,0.40481,0.40629
2016,Couple with children,Owner,Yes,0.98616,2626,14254,0.98606,0.98626
2016,Couple with children,Owner,No,0.01384,36,14254,0.01374,0.01394
2016,Couple with children,Tenant,Yes,0.86623,1990,14254,0.86588,0.86659
2016,Couple with children,Tenant,No,0.13377,334,14254,0.13341,0.13412
2016,Multi-generational household,Owner,Yes,1.00000,49,14254,1.00000,1.00000
2016,Multi-generational household,Tenant,Yes,1.00000,37,14254,1.00000,1.00000
2016,Other Combinations,Owner,Yes,1.00000,47,14254,1.00000,1.00000
2016,Other Combinations,Tenant,Yes,0.62257,90,14254,0.62082,0.62432
2016,Other Combinations,Tenant,No,0.37743,53,14254,0.37568,0.37918
2017,Single-person household,Owner,Yes,0.77781,819,17397,0.77747,0.77816
2017,Single-person household,Owner,No,0.22219,197,17397,0.22184,0.22253
2017,Single-person household,Tenant,Yes,0.49633,1466,17397,0.49604,0.49662
2017,Single-person household,Tenant,No,0.50367,1646,17397,0.50338,0.50396
2017,Couple without children,Owner,Yes,0.97090,2454,17397,0.97077,0.97102
2017,Couple without children,Owner,No,0.02910,73,17397,0.02898,0.02923
2017,Couple without children,Tenant,Yes,0.85214,1774,17397,0.85183,0.85246
2017,Couple without children,Tenant,No,0.14786,373,17397,0.14754,0.14817
2017,Single parent,Owner,Yes,1.00000,382,17397,1.00000,1.00000
2017,Single parent,Tenant,Yes,0.58266,737,17397,0.58190,0.58342
2017,Single parent,Tenant,No,0.41734,554,17397,0.41658,0.41810
2017,Couple with children,Owner,Yes,1.00000,2927,17397,1.00000,1.00000
2017,Couple with children,Tenant,Yes,0.85456,2367,17397,0.85420,0.85493
2017,Couple with children,Tenant,No,0.14544,1109,17397,0.14507,0.14580
2017,Multi-generational household,Owner,Yes,1.00000,53,17397,1.00000,1.00000
2017,Multi-generational household,Tenant,Yes,0.61760,49,17397,0.61385,0.62136
2017,Multi-generational household,Tenant,No,0.38240,36,17397,0.37864,0.38615
2017,Other Combinations,Owner,Yes,1.00000,88,17397,1.00000,1.00000
2017,Other Combinations,Tenant,Yes,0.64319,137,17397,0.64162,0.64476
2017,Other Combinations,Tenant,No,0.35681,156,17397,0.35524,0.35838
2018,Single-person household,Owner,Yes,0.80050,828,17827,0.80017,0.80083
2018,Single-person household,Owner,No,0.19950,178,17827,0.19917,0.19983
2018,Single-person household,Tenant,Yes,0.51284,1599,17827,0.51255,0.51312
2018,Single-person household,Tenant,No,0.48716,1845,17827,0.48688,0.48745
2018,Couple without children,Owner,Yes,0.97249,2399,17827,0.97237,0.97261
2018,Couple without children,Owner,No,0.02751,63,17827,0.02739,0.02763
2018,Couple without children,Tenant,Yes,0.82356,1742,17827,0.82323,0.82390
2018,Couple without children,Tenant,No,0.17644,429,17827,0.17610,0.17677
2018,Single parent,Owner,Yes,1.00000,359,17827,1.00000,1.00000
2018,Single parent,Tenant,Yes,0.60440,726,17827,0.60366,0.60515
2018,Single parent,Tenant,No,0.39560,630,17827,0.39485,0.39634
2018,Couple with children,Owner,Yes,0.98927,2728,17827,0.98918,0.98936
2018,Couple with children,Owner,No,0.01073,32,17827,0.01064,0.01082
2018,Couple with children,Tenant,Yes,0.84947,2550,17827,0.84910,0.84984
2018,Couple with children,Tenant,No,0.15053,1155,17827,0.15016,0.15090
2018,Multi-generational household,Owner,Yes,1.00000,52,17827,1.00000,1.00000
2018,Multi-generational household,Tenant,Yes,0.64810,56,17827,0.64496,0.65124
2018,Multi-generational household,Tenant,No,0.35190,50,17827,0.34876,0.35504
2018,Other Combinations,Owner,Yes,1.00000,83,17827,1.00000,1.00000
2018,Other Combinations,Tenant,Yes,0.69625,150,17827,0.69458,0.69793
2018,Other Combinations,Tenant,No,0.30375,173,17827,0.30207,0.30542
2019,Single-person household,Owner,Yes,0.80591,993,16088,0.80559,0.80623
2019,Single-person household,Owner,No,0.19409,193,16088,0.19377,0.19441
2019,Single-person household,Tenant,Yes,0.52375,1565,16088,0.52347,0.52404
2019,Single-person household,Tenant,No,0.47625,1390,16088,0.47596,0.47653
2019,Couple without children,Owner,Yes,0.96586,2894,16088,0.96573,0.96599
2019,Couple without children,Owner,No,0.03414,87,16088,0.03401,0.03427
2019,Couple without children,Tenant,Yes,0.83034,1766,16088,0.83000,0.83067
2019,Couple without children,Tenant,No,0.16966,343,16088,0.16933,0.17000
2019,Single parent,Owner,Yes,1.00000,367,16088,1.00000,1.00000
2019,Single parent,Tenant,Yes,0.62823,671,16088,0.62750,0.62896
2019,Single parent,Tenant,No,0.37177,357,16088,0.37104,0.37250
2019,Couple with children,Owner,Yes,0.98983,3125,16088,0.98975,0.98992
2019,Couple with children,Owner,No,0.01017,39,16088,0.01008,0.01025
2019,Couple with children,Tenant,Yes,0.88942,1735,16088,0.88908,0.88975
2019,Couple with children,Tenant,No,0.11058,257,16088,0.11025,0.11092
2019,Multi-generational household,Owner,Yes,1.00000,51,16088,1.00000,1.00000
2019,Multi-generational household,Tenant,Yes,1.00000,35,16088,1.00000,1.00000
2019,Other Combinations,Owner,Yes,1.00000,96,16088,1.00000,1.00000
2019,Other Combinations,Tenant,Yes,0.62543,80,16088,0.62369,0.62716
2019,Other Combinations,Tenant,No,0.37457,44,16088,0.37284,0.37631
2021,Single-person household,Owner,Yes,0.81623,734,12351,0.81593,0.81654
2021,Single-person household,Owner,No,0.18377,131,12351,0.18346,0.18407
2021,Single-person household,Tenant,Yes,0.55763,1351,12351,0.55734,0.55792
2021,Single-person household,Tenant,No,0.44237,1323,12351,0.44208,0.44266
2021,Couple without children,Owner,Yes,0.97036,1861,12351,0.97024,0.97049
2021,Couple without children,Owner,No,0.02964,56,12351,0.02951,0.02976
2021,Couple without children,Tenant,Yes,0.83440,1254,12351,0.83406,0.83475
2021,Couple without children,Tenant,No,0.16560,294,12351,0.16525,0.16594
2021,Single parent,Owner,Yes,1.00000,241,12351,1.00000,1.00000
2021,Single parent,Tenant,Yes,0.67656,485,12351,0.67584,0.67727
2021,Single parent,Tenant,No,0.32344,291,12351,0.32273,0.32416
2021,Couple with children,Owner,Yes,1.00000,1856,12351,1.00000,1.00000
2021,Couple with children,Tenant,Yes,0.87467,1703,12351,0.87431,0.87504
2021,Couple with children,Tenant,No,0.12533,395,12351,0.12496,0.12569
2021,Multi-generational household,Owner,Yes,1.00000,38,12351,1.00000,1.00000
2021,Other Combinations,Owner,Yes,1.00000,104,12351,1.00000,1.00000
2021,Other Combinations,Tenant,Yes,0.82005,150,12351,0.81894,0.82115
2021,Other Combinations,Tenant,No,0.17995,84,12351,0.17885,0.18106
