year,hhtyp,sampreg,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Couple without children,East,Yes,0.91907,993,1087,0.90285,0.93529
2011,Couple without children,East,No,0.08093,94,1087,0.06471,0.09715
2011,Single parent,West,Yes,0.72277,407,582,0.68637,0.75917
2011,Single parent,West,No,0.27723,175,582,0.24083,0.31363
2011,Single parent,East,Yes,0.61073,118,198,0.54264,0.67882
2011,Single parent,East,No,0.38927,80,198,0.32118,0.45736
2011,Couple with children,West,Yes,0.97143,2474,2564,0.96498,0.97788
2011,Couple with children,West,No,0.02857,90,2564,0.02212,0.03502
2011,Couple with children,East,Yes,0.95438,633,672,0.93859,0.97017
2011,Couple with children,East,No,0.04562,39,672,0.02983,0.06141
2011,Multi-generational household,West,Yes,0.94917,60,60,0.89312,1.00522
2011,Other Combinations,West,Yes,0.84657,60,60,0.75460,0.93853
2013,Single-person household,West,Yes,0.60708,1698,2836,0.58910,0.62506
2013,Single-person household,West,No,0.39292,1138,2836,0.37494,0.41090
2013,Single-person household,East,Yes,0.48291,426,874,0.44976,0.51606
2013,Single-person household,East,No,0.51709,448,874,0.48394,0.55024
2013,Couple without children,West,Yes,0.90848,3149,3485,0.89890,0.91805
2013,Couple without children,West,No,0.09152,336,3485,0.08195,0.10110
2013,Couple without children,East,Yes,0.89462,978,1104,0.87650,0.91274
2013,Couple without children,East,No,0.10538,126,1104,0.08726,0.12350
2013,Single parent,West,Yes,0.69693,512,783,0.66472,0.72914
2013,Single parent,West,No,0.30307,271,783,0.27086,0.33528
2013,Single parent,East,Yes,0.65155,125,200,0.58535,0.71775
2013,Single parent,East,No,0.34845,75,200,0.28225,0.41465
2013,Couple with children,West,Yes,0.94684,3269,3538,0.93945,0.95424
2013,Couple with children,West,No,0.05316,269,3538,0.04576,0.06055
2013,Couple with children,East,Yes,0.94301,598,651,0.92519,0.96083
2013,Couple with children,East,No,0.05699,53,651,0.03917,0.07481
2013,Multi-generational household,West,Yes,0.89662,78,78,0.82861,0.96462
2013,Other Combinations,West,Yes,0.73532,222,312,0.68629,0.78435
2013,Other Combinations,West,No,0.26468,90,312,0.21565,0.31371
2016,Single-person household,West,Yes,0.61804,1546,2528,0.59910,0.63699
2016,Single-person household,West,No,0.38196,982,2528,0.36301,0.40090
2016,Single-person household,East,Yes,0.46445,422,853,0.43096,0.49794
2016,Single-person household,East,No,0.53555,431,853,0.50206,0.56904
2016,Couple without children,West,Yes,0.92378,2792,3080,0.91441,0.93316
2016,Couple without children,West,No,0.07622,288,3080,0.06684,0.08559
2016,Couple without children,East,Yes,0.89738,901,1009,0.87864,0.91611
2016,Couple without children,East,No,0.10262,108,1009,0.08389,0.12136
2016,Single parent,West,Yes,0.69379,838,1187,0.66756,0.72002
2016,Single parent,West,No,0.30621,349,1187,0.27998,0.33244
2016,Single parent,East,Yes,0.65392,222,336,0.60298,0.70487
2016,Single parent,East,No,0.34608,114,336,0.29513,0.39702
2016,Couple with children,West,Yes,0.93793,3867,4166,0.93060,0.94526
2016,Couple with children,West,No,0.06207,299,4166,0.05474,0.06940
2016,Couple with children,East,Yes,0.93834,749,820,0.92187,0.95481
2016,Couple with children,East,No,0.06166,71,820,0.04519,0.07813
2016,Multi-generational household,West,Yes,0.90251,71,71,0.83302,0.97200
2016,Other Combinations,West,Yes,0.72214,119,166,0.65379,0.79049
2016,Other Combinations,West,No,0.27786,47,166,0.20951,0.34621
2017,Single-person household,West,Yes,0.61000,1772,3103,0.59283,0.62716
2017,Single-person household,West,No,0.39000,1331,3103,0.37284,0.40717
2017,Single-person household,East,Yes,0.49661,513,1025,0.46598,0.52723
2017,Single-person household,East,No,0.50339,512,1025,0.47277,0.53402
2017,Couple without children,West,Yes,0.92417,3204,3535,0.91545,0.93290
2017,Couple without children,West,No,0.07583,331,3535,0.06710,0.08455
2017,Couple without children,East,Yes,0.91756,1024,1139,0.90158,0.93354
2017,Couple without children,East,No,0.08244,115,1139,0.06646,0.09842
2017,Single parent,West,Yes,0.69655,885,1333,0.67186,0.72124
2017,Single parent,West,No,0.30345,448,1333,0.27876,0.32814
2017,Single parent,East,Yes,0.66638,234,368,0.61814,0.71462
2017,Single parent,East,No,0.33362,134,368,0.28538,0.38186
2017,Couple with children,West,Yes,0.94133,4427,5327,0.93502,0.94764
2017,Couple with children,West,No,0.05867,900,5327,0.05236,0.06498
2017,Couple with children,East,Yes,0.90815,867,1105,0.89111,0.92518
2017,Couple with children,East,No,0.09185,238,1105,0.07482,0.10889
2017,Multi-generational household,West,Yes,0.85991,86,86,0.78612,0.93370
2017,Other Combinations,West,Yes,0.76156,200,335,0.71586,0.80726
2017,Other Combinations,West,No,0.23844,135,335,0.19274,0.28414
2018,Single-person household,West,Yes,0.63119,1901,3359,0.61487,0.64751
2018,Single-person household,West,No,0.36881,1458,3359,0.35249,0.38513
2018,Single-person household,East,Yes,0.50577,526,1091,0.47608,0.53545
2018,Single-person household,East,No,0.49423,565,1091,0.46455,0.52392
2018,Couple without children,West,Yes,0.91396,3110,3493,0.90465,0.92326
2018,Couple without children,West,No,0.08604,383,3493,0.07674,0.09535
2018,Couple without children,East,Yes,0.90392,1031,1140,0.88680,0.92103
2018,Couple without children,East,No,0.09608,109,1140,0.07897,0.11320
2018,Single parent,West,Yes,0.70658,860,1365,0.68241,0.73074
2018,Single parent,West,No,0.29342,505,1365,0.26926,0.31759
2018,Single parent,East,Yes,0.67095,225,375,0.62332,0.71857
2018,Single parent,East,No,0.32905,150,375,0.28143,0.37668
2018,Couple with children,West,Yes,0.93754,4417,5369,0.93107,0.94401
2018,Couple with children,West,No,0.06246,952,5369,0.05599,0.06893
2018,Couple with children,East,Yes,0.91065,861,1096,0.89376,0.92755
2018,Couple with children,East,No,0.08935,235,1096,0.07245,0.10624
2018,Multi-generational household,West,Yes,0.86857,92,134,0.81115,0.92599
2018,Multi-generational household,West,No,0.13143,42,134,0.07401,0.18885
2018,Other Combinations,West,Yes,0.81681,210,361,0.77686,0.85677
2018,Other Combinations,West,No,0.18319,151,361,0.14323,0.22314
2019,Single-person household,West,Yes,0.64776,2007,3093,0.63092,0.66459
2019,Single-person household,West,No,0.35224,1086,3093,0.33541,0.36908
2019,Single-person household,East,Yes,0.49873,538,1007,0.46784,0.52963
2019,Single-person household,East,No,0.50127,469,1007,0.47037,0.53216
2019,Couple without children,West,Yes,0.91101,3507,3819,0.90197,0.92004
2019,Couple without children,West,No,0.08899,312,3819,0.07996,0.09803
2019,Couple without children,East,Yes,0.91006,1147,1259,0.89425,0.92587
2019,Couple without children,East,No,0.08994,112,1259,0.07413,0.10575
2019,Single parent,West,Yes,0.71842,808,1090,0.69171,0.74513
2019,Single parent,West,No,0.28158,282,1090,0.25487,0.30829
2019,Single parent,East,Yes,0.69171,228,324,0.64135,0.74207
2019,Single parent,East,No,0.30829,96,324,0.25793,0.35865
2019,Couple with children,West,Yes,0.95561,3991,4210,0.94939,0.96183
2019,Couple with children,West,No,0.04439,219,4210,0.03817,0.05061
2019,Couple with children,East,Yes,0.92267,866,942,0.90560,0.93974
2019,Couple with children,East,No,0.07733,76,942,0.06026,0.09440
2019,Multi-generational household,West,Yes,0.90897,69,69,0.84060,0.97734
2019,Other Combinations,West,Yes,0.77225,152,189,0.71230,0.83220
2019,Other Combinations,West,No,0.22775,37,189,0.16780,0.28770
2021,No answer / don't know,West,Yes,0.75751,39,39,0.62124,0.89378
2021,Single-person household,West,Yes,0.67015,1659,2767,0.65263,0.68767
2021,Single-person household,West,No,0.32985,1108,2767,0.31233,0.34737
2021,Single-person household,East,Yes,0.53497,421,764,0.49958,0.57036
2021,Single-person household,East,No,0.46503,343,764,0.42964,0.50042
2021,Couple without children,West,Yes,0.91726,2388,2658,0.90679,0.92774
2021,Couple without children,West,No,0.08274,270,2658,0.07226,0.09321
2021,Couple without children,East,Yes,0.91423,742,824,0.89510,0.93336
2021,Couple without children,East,No,0.08577,82,824,0.06664,0.10490
2021,Single parent,West,Yes,0.76132,546,768,0.73115,0.79148
2021,Single parent,West,No,0.23868,222,768,0.20852,0.26885
2021,Single parent,East,Yes,0.75691,182,258,0.70447,0.80935
2021,Single parent,East,No,0.24309,76,258,0.19065,0.29553
2021,Couple with children,West,Yes,0.94652,3004,3354,0.93891,0.95414
2021,Couple with children,West,No,0.05348,350,3354,0.04586,0.06109
2021,Couple with children,East,Yes,0.92571,579,656,0.90563,0.94579
2021,Couple with children,East,No,0.07429,77,656,0.05421,0.09437
2021,Multi-generational household,West,Yes,0.86911,55,55,0.77915,0.95907
2021,Other Combinations,West,Yes,0.88787,225,304,0.85234,0.92339
2021,Other Combinations,West,No,0.11213,79,304,0.07661,0.14766
2021,Other Combinations,East,Yes,0.89776,37,37,0.79879,0.99673
