year,regtyp,sampreg,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Rural regions,West,Yes,0.82502,1767,2020,0.80844,0.84159
2007,Rural regions,West,No,0.17498,253,2020,0.15841,0.19156
2007,Rural regions,East,Yes,0.74189,1448,1810,0.72172,0.76205
2007,Rural regions,East,No,0.25811,362,1810,0.23795,0.27828
2011,Urban regions,West,Yes,0.76411,5560,6836,0.75405,0.77418
2011,Urban regions,West,No,0.23589,1276,6836,0.22582,0.24595
2011,Urban regions,East,Yes,0.63570,716,1021,0.60617,0.66524
2011,Urban regions,East,No,0.36430,305,1021,0.33476,0.39383
2011,Rural regions,West,Yes,0.84012,2044,2332,0.82524,0.85500
2011,Rural regions,West,No,0.15988,288,2332,0.14500,0.17476
2011,Rural regions,East,Yes,0.74294,1469,1863,0.72309,0.76279
2011,Rural regions,East,No,0.25706,394,1863,0.23721,0.27691
2013,Urban regions,West,Yes,0.76079,6562,8326,0.75162,0.76995
2013,Urban regions,West,No,0.23921,1764,8326,0.23005,0.24838
2013,Urban regions,East,Yes,0.61557,700,1038,0.58596,0.64517
2013,Urban regions,East,No,0.38443,338,1038,0.35483,0.41404
2013,Rural regions,West,Yes,0.83095,2366,2718,0.81686,0.84505
2013,Rural regions,West,No,0.16905,352,2718,0.15495,0.18314
2013,Rural regions,East,Yes,0.75452,1471,1849,0.73489,0.77414
2013,Rural regions,East,No,0.24548,378,1849,0.22586,0.26511
2016,Urban regions,West,Yes,0.77023,6635,8244,0.76115,0.77932
2016,Urban regions,West,No,0.22977,1609,8244,0.22068,0.23885
2016,Urban regions,East,Yes,0.59356,755,1118,0.56476,0.62236
2016,Urban regions,East,No,0.40644,363,1118,0.37764,0.43524
2016,Rural regions,West,Yes,0.84491,2598,2967,0.83189,0.85794
2016,Rural regions,West,No,0.15509,369,2967,0.14206,0.16811
2016,Rural regions,East,Yes,0.74937,1572,1952,0.73014,0.76860
2016,Rural regions,East,No,0.25063,380,1952,0.23140,0.26986
2017,Urban regions,West,Yes,0.76562,7585,10138,0.75737,0.77387
2017,Urban regions,West,No,0.23438,2553,10138,0.22613,0.24263
2017,Urban regions,East,Yes,0.61640,866,1354,0.59049,0.64231
2017,Urban regions,East,No,0.38360,488,1354,0.35769,0.40951
2017,Rural regions,West,Yes,0.84378,2989,3609,0.83194,0.85563
2017,Rural regions,West,No,0.15622,620,3609,0.14437,0.16806
2017,Rural regions,East,Yes,0.75733,1813,2361,0.74004,0.77463
2017,Rural regions,East,No,0.24267,548,2361,0.22537,0.25996
2018,Urban regions,West,Yes,0.77284,7644,10503,0.76482,0.78085
2018,Urban regions,West,No,0.22716,2859,10503,0.21915,0.23518
2018,Urban regions,East,Yes,0.62061,881,1418,0.59535,0.64588
2018,Urban regions,East,No,0.37939,537,1418,0.35412,0.40465
2018,Rural regions,West,Yes,0.84220,2946,3578,0.83025,0.85415
2018,Rural regions,West,No,0.15780,632,3578,0.14585,0.16975
2018,Rural regions,East,Yes,0.76119,1801,2359,0.74398,0.77840
2018,Rural regions,East,No,0.23881,558,2359,0.22160,0.25602
2019,No answer / don't know,Does not apply,No,0.57967,38,38,0.42061,0.73872
2019,No answer / don't know,West,Yes,0.70739,238,339,0.65889,0.75590
2019,No answer / don't know,West,No,0.29261,101,339,0.24410,0.34111
2019,No answer / don't know,East,Yes,0.56822,43,43,0.41842,0.71802
2019,Urban regions,West,Yes,0.78121,7495,9040,0.77269,0.78974
2019,Urban regions,West,No,0.21879,1545,9040,0.21026,0.22731
2019,Urban regions,East,Yes,0.62615,905,1270,0.59953,0.65277
2019,Urban regions,East,No,0.37385,365,1270,0.34723,0.40047
2019,Rural regions,West,Yes,0.86119,2801,3102,0.84902,0.87336
2019,Rural regions,West,No,0.13881,301,3102,0.12664,0.15098
2019,Rural regions,East,Yes,0.75938,1871,2255,0.74173,0.77702
2019,Rural regions,East,No,0.24062,384,2255,0.22298,0.25827
2021,Urban regions,West,Yes,0.78604,5786,7586,0.77682,0.79527
2021,Urban regions,West,No,0.21396,1800,7586,0.20473,0.22318
2021,Urban regions,East,Yes,0.61525,684,1030,0.58552,0.64498
2021,Urban regions,East,No,0.38475,346,1030,0.35502,0.41448
2021,Rural regions,West,Yes,0.87967,2129,2386,0.86662,0.89273
2021,Rural regions,West,No,0.12033,257,2386,0.10727,0.13338
2021,Rural regions,East,Yes,0.79090,1295,1557,0.77070,0.81111
2021,Rural regions,East,No,0.20910,262,1557,0.18889,0.22930
