year,quintil_oecd,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,4th Quintile,Urban regions,No,0.27477,511,1580,0.25276,0.29679
1989,4th Quintile,Rural regions,Yes,0.62518,293,426,0.57916,0.67121
1989,4th Quintile,Rural regions,No,0.25499,133,426,0.21355,0.29643
1989,5th Quintile,Urban regions,Yes,0.61729,1034,1530,0.59293,0.64165
1989,5th Quintile,Urban regions,No,0.28688,496,1530,0.26420,0.30955
1989,5th Quintile,Rural regions,Yes,0.61287,219,330,0.56023,0.66550
1989,5th Quintile,Rural regions,No,0.28743,111,330,0.23853,0.33634
1991,1st Quintile,Urban regions,Yes,0.57278,967,1413,0.54698,0.59858
1991,1st Quintile,Urban regions,No,0.19899,446,1413,0.17816,0.21981
1991,1st Quintile,Rural regions,Yes,0.58637,300,416,0.53899,0.63375
1991,1st Quintile,Rural regions,No,0.17427,116,416,0.13777,0.21076
1991,2nd Quintile,Urban regions,Yes,0.55690,982,1480,0.53159,0.58222
1991,2nd Quintile,Urban regions,No,0.22476,498,1480,0.20348,0.24603
1991,2nd Quintile,Rural regions,Yes,0.56732,294,404,0.51895,0.61569
1991,2nd Quintile,Rural regions,No,0.19514,110,404,0.15645,0.23384
1991,3rd Quintile,Urban regions,Yes,0.58981,1046,1494,0.56486,0.61476
1991,3rd Quintile,Urban regions,No,0.21546,448,1494,0.19460,0.23631
1991,3rd Quintile,Rural regions,Yes,0.60910,268,384,0.56023,0.65797
1991,3rd Quintile,Rural regions,No,0.22356,116,384,0.18184,0.26529
1991,4th Quintile,Urban regions,Yes,0.62436,1039,1461,0.59952,0.64920
1991,4th Quintile,Urban regions,No,0.24241,422,1461,0.22043,0.26439
1991,4th Quintile,Rural regions,Yes,0.63196,327,465,0.58808,0.67585
1991,4th Quintile,Rural regions,No,0.23811,138,465,0.19936,0.27687
1991,5th Quintile,Urban regions,Yes,0.63186,1058,1532,0.60770,0.65602
1991,5th Quintile,Urban regions,No,0.26880,474,1532,0.24659,0.29101
1991,5th Quintile,Rural regions,Yes,0.52220,179,300,0.46558,0.57882
1991,5th Quintile,Rural regions,No,0.34177,121,300,0.28800,0.39553
1992,1st Quintile,Urban regions,Yes,0.54932,931,1382,0.52308,0.57556
1992,1st Quintile,Urban regions,No,0.21099,451,1382,0.18947,0.23251
1992,1st Quintile,Rural regions,Yes,0.57474,888,1307,0.54792,0.60155
1992,1st Quintile,Rural regions,No,0.23026,419,1307,0.20743,0.25309
1992,2nd Quintile,Urban regions,Yes,0.53187,1115,1649,0.50778,0.55596
1992,2nd Quintile,Urban regions,No,0.21451,534,1649,0.19469,0.23433
1992,2nd Quintile,Rural regions,Yes,0.49706,729,1156,0.46822,0.52590
1992,2nd Quintile,Rural regions,No,0.26572,427,1156,0.24024,0.29119
1992,3rd Quintile,Urban regions,Yes,0.54788,1145,1728,0.52440,0.57135
1992,3rd Quintile,Urban regions,No,0.25392,583,1728,0.23339,0.27445
1992,3rd Quintile,Rural regions,Yes,0.53943,596,895,0.50675,0.57210
1992,3rd Quintile,Rural regions,No,0.25304,299,895,0.22454,0.28154
1992,4th Quintile,Urban regions,Yes,0.60380,1278,1862,0.58158,0.62603
1992,4th Quintile,Urban regions,No,0.24960,584,1862,0.22993,0.26926
1992,4th Quintile,Rural regions,Yes,0.58279,475,702,0.54628,0.61929
1992,4th Quintile,Rural regions,No,0.27136,227,702,0.23844,0.30427
1992,5th Quintile,Urban regions,Yes,0.64536,1350,1926,0.62399,0.66673
1992,5th Quintile,Urban regions,No,0.24648,576,1926,0.22723,0.26573
1992,5th Quintile,Rural regions,Yes,0.57943,287,429,0.53267,0.62620
1992,5th Quintile,Rural regions,No,0.29006,142,429,0.24707,0.33305
1994,1st Quintile,Urban regions,Yes,0.58305,1129,1525,0.55829,0.60780
1994,1st Quintile,Urban regions,No,0.17395,396,1525,0.15492,0.19299
1994,1st Quintile,Rural regions,Yes,0.64351,768,975,0.61343,0.67359
1994,1st Quintile,Rural regions,No,0.13463,207,975,0.11319,0.15606
1994,2nd Quintile,Urban regions,Yes,0.59708,1200,1617,0.57317,0.62100
1994,2nd Quintile,Urban regions,No,0.18010,417,1617,0.16136,0.19884
1994,2nd Quintile,Rural regions,Yes,0.60699,805,1042,0.57732,0.63666
1994,2nd Quintile,Rural regions,No,0.15837,237,1042,0.13619,0.18055
1994,3rd Quintile,Urban regions,Yes,0.61448,1243,1659,0.59106,0.63791
1994,3rd Quintile,Urban regions,No,0.18693,416,1659,0.16817,0.20570
1994,3rd Quintile,Rural regions,Yes,0.64627,809,1038,0.61717,0.67538
1994,3rd Quintile,Rural regions,No,0.18016,229,1038,0.15677,0.20355
1994,4th Quintile,Urban regions,Yes,0.65220,1347,1763,0.62996,0.67444
1994,4th Quintile,Urban regions,No,0.19819,416,1763,0.17958,0.21680
1994,4th Quintile,Rural regions,Yes,0.64728,603,767,0.61344,0.68112
1994,4th Quintile,Rural regions,No,0.18169,164,767,0.15439,0.20900
1994,5th Quintile,Urban regions,Yes,0.69748,1408,1861,0.67660,0.71835
1994,5th Quintile,Urban regions,No,0.19696,453,1861,0.17889,0.21504
1994,5th Quintile,Rural regions,Yes,0.68968,415,552,0.65105,0.72831
1994,5th Quintile,Rural regions,No,0.19879,137,552,0.16547,0.23212
1995,1st Quintile,Urban regions,Yes,0.52404,1084,1596,0.49953,0.54855
1995,1st Quintile,Urban regions,No,0.20817,512,1596,0.18824,0.22809
1995,1st Quintile,Rural regions,Yes,0.52192,603,916,0.48955,0.55429
1995,1st Quintile,Rural regions,No,0.20803,313,916,0.18173,0.23433
1995,2nd Quintile,Urban regions,Yes,0.56781,1260,1796,0.54489,0.59073
1995,2nd Quintile,Urban regions,No,0.20838,536,1796,0.18959,0.22717
1995,2nd Quintile,Rural regions,Yes,0.59171,750,1061,0.56212,0.62130
1995,2nd Quintile,Rural regions,No,0.19102,311,1061,0.16735,0.21468
1995,3rd Quintile,Urban regions,Yes,0.59473,1173,1669,0.57117,0.61829
1995,3rd Quintile,Urban regions,No,0.22011,496,1669,0.20022,0.23999
1995,3rd Quintile,Rural regions,Yes,0.58019,737,1037,0.55014,0.61024
1995,3rd Quintile,Rural regions,No,0.21336,300,1037,0.18842,0.23831
1995,4th Quintile,Urban regions,Yes,0.61335,1229,1755,0.59056,0.63614
1995,4th Quintile,Urban regions,No,0.23680,526,1755,0.21691,0.25670
1995,4th Quintile,Rural regions,Yes,0.61924,619,893,0.58737,0.65110
1995,4th Quintile,Rural regions,No,0.25086,274,893,0.22241,0.27931
1995,5th Quintile,Urban regions,Yes,0.62643,1289,1848,0.60437,0.64849
1995,5th Quintile,Urban regions,No,0.26991,559,1848,0.24966,0.29015
1995,5th Quintile,Rural regions,Yes,0.59899,401,602,0.55980,0.63817
1995,5th Quintile,Rural regions,No,0.27008,201,602,0.23458,0.30558
1996,1st Quintile,Urban regions,Yes,0.52234,1095,1654,0.49826,0.54642
1996,1st Quintile,Urban regions,No,0.21348,559,1654,0.19372,0.23323
1996,1st Quintile,Rural regions,Yes,0.53814,614,880,0.50519,0.57110
1996,1st Quintile,Rural regions,No,0.20386,266,880,0.17723,0.23050
1996,2nd Quintile,Urban regions,Yes,0.56639,1177,1675,0.54265,0.59013
1996,2nd Quintile,Urban regions,No,0.20406,498,1675,0.18476,0.22337
1996,2nd Quintile,Rural regions,Yes,0.54569,632,928,0.51363,0.57774
1996,2nd Quintile,Rural regions,No,0.20143,296,928,0.17562,0.22725
1996,3rd Quintile,Urban regions,Yes,0.58199,1109,1555,0.55747,0.60652
1996,3rd Quintile,Urban regions,No,0.21902,446,1555,0.19846,0.23958
1996,3rd Quintile,Rural regions,Yes,0.58681,766,1090,0.55757,0.61606
1996,3rd Quintile,Rural regions,No,0.22429,324,1090,0.19951,0.24906
1996,4th Quintile,Urban regions,Yes,0.61428,1247,1780,0.59166,0.63690
1996,4th Quintile,Urban regions,No,0.24024,533,1780,0.22039,0.26010
1996,4th Quintile,Rural regions,Yes,0.59388,638,900,0.56178,0.62599
1996,4th Quintile,Rural regions,No,0.23918,262,900,0.21130,0.26707
1996,5th Quintile,Urban regions,Yes,0.63775,1268,1793,0.61549,0.66000
1996,5th Quintile,Urban regions,No,0.25684,525,1793,0.23661,0.27707
1996,5th Quintile,Rural regions,Yes,0.64302,447,635,0.60573,0.68032
1996,5th Quintile,Rural regions,No,0.25668,188,635,0.22267,0.29068
1997,1st Quintile,Urban regions,Yes,0.52419,1048,1559,0.49939,0.54898
1997,1st Quintile,Urban regions,No,0.22861,511,1559,0.20775,0.24946
1997,1st Quintile,Rural regions,Yes,0.53890,554,814,0.50463,0.57317
1997,1st Quintile,Rural regions,No,0.20448,260,814,0.17675,0.23220
1997,2nd Quintile,Urban regions,Yes,0.55642,1127,1663,0.53253,0.58030
1997,2nd Quintile,Urban regions,No,0.22537,536,1663,0.20528,0.24546
1997,2nd Quintile,Rural regions,Yes,0.56289,734,1069,0.53314,0.59264
1997,2nd Quintile,Rural regions,No,0.22456,335,1069,0.19953,0.24958
1997,3rd Quintile,Urban regions,Yes,0.58980,1112,1605,0.56572,0.61387
1997,3rd Quintile,Urban regions,No,0.22665,493,1605,0.20616,0.24714
1997,3rd Quintile,Rural regions,Yes,0.56141,717,1006,0.53073,0.59209
1997,3rd Quintile,Rural regions,No,0.23090,289,1006,0.20484,0.25695
1997,4th Quintile,Urban regions,Yes,0.59359,1189,1771,0.57070,0.61647
1997,4th Quintile,Urban regions,No,0.25689,582,1771,0.23654,0.27725
1997,4th Quintile,Rural regions,Yes,0.61493,587,884,0.58283,0.64702
1997,4th Quintile,Rural regions,No,0.27025,297,884,0.24095,0.29954
1997,5th Quintile,Urban regions,Yes,0.63368,1221,1752,0.61111,0.65624
1997,5th Quintile,Urban regions,No,0.26456,531,1752,0.24390,0.28522
1997,5th Quintile,Rural regions,Yes,0.64590,463,651,0.60913,0.68266
1997,5th Quintile,Rural regions,No,0.25649,188,651,0.22291,0.29006
1998,1st Quintile,Urban regions,Yes,0.48595,977,1546,0.46102,0.51087
1998,1st Quintile,Urban regions,No,0.25280,569,1546,0.23113,0.27447
1998,1st Quintile,Rural regions,Yes,0.49535,502,768,0.45997,0.53073
1998,1st Quintile,Rural regions,No,0.24883,266,768,0.21823,0.27942
1998,2nd Quintile,Urban regions,Yes,0.53919,1023,1534,0.51423,0.56414
1998,2nd Quintile,Urban regions,No,0.23364,511,1534,0.21246,0.25483
1998,2nd Quintile,Rural regions,Yes,0.52147,615,955,0.48977,0.55317
1998,2nd Quintile,Rural regions,No,0.24006,340,955,0.21296,0.26717
1998,3rd Quintile,Urban regions,Yes,0.58883,1060,1524,0.56412,0.61355
1998,3rd Quintile,Urban regions,No,0.22414,464,1524,0.20320,0.24508
1998,3rd Quintile,Rural regions,Yes,0.62216,740,1033,0.59257,0.65174
1998,3rd Quintile,Rural regions,No,0.20760,293,1033,0.18285,0.23235
1998,4th Quintile,Urban regions,Yes,0.59906,1163,1687,0.57566,0.62245
1998,4th Quintile,Urban regions,No,0.26695,524,1687,0.24583,0.28806
1998,4th Quintile,Rural regions,Yes,0.60421,618,908,0.57238,0.63603
1998,4th Quintile,Rural regions,No,0.26579,290,908,0.23704,0.29454
1998,5th Quintile,Urban regions,Yes,0.62110,1113,1640,0.59761,0.64458
1998,5th Quintile,Urban regions,No,0.26138,527,1640,0.24011,0.28265
1998,5th Quintile,Rural regions,Yes,0.61492,436,636,0.57707,0.65277
1998,5th Quintile,Rural regions,No,0.27125,200,636,0.23667,0.30583
1999,1st Quintile,Urban regions,Yes,0.51242,1100,1648,0.48828,0.53656
1999,1st Quintile,Urban regions,No,0.23395,548,1648,0.21351,0.25440
1999,1st Quintile,Rural regions,Yes,0.51474,625,928,0.48257,0.54692
1999,1st Quintile,Rural regions,No,0.23213,303,928,0.20495,0.25931
1999,2nd Quintile,Urban regions,Yes,0.54126,1128,1726,0.51774,0.56478
1999,2nd Quintile,Urban regions,No,0.25907,598,1726,0.23839,0.27974
1999,2nd Quintile,Rural regions,Yes,0.59679,827,1134,0.56823,0.62536
1999,2nd Quintile,Rural regions,No,0.19773,307,1134,0.17454,0.22093
1999,3rd Quintile,Urban regions,Yes,0.61919,1228,1709,0.59617,0.64222
1999,3rd Quintile,Urban regions,No,0.21004,481,1709,0.19072,0.22935
1999,3rd Quintile,Rural regions,Yes,0.60138,816,1108,0.57254,0.63022
1999,3rd Quintile,Rural regions,No,0.20317,292,1108,0.17947,0.22687
1999,4th Quintile,Urban regions,Yes,0.61968,1339,1863,0.59763,0.64173
1999,4th Quintile,Urban regions,No,0.23091,524,1863,0.21177,0.25005
1999,4th Quintile,Rural regions,Yes,0.63345,650,889,0.60176,0.66515
1999,4th Quintile,Rural regions,No,0.23216,239,889,0.20439,0.25993
1999,5th Quintile,Urban regions,Yes,0.62090,1315,1896,0.59906,0.64275
1999,5th Quintile,Urban regions,No,0.27171,581,1896,0.25168,0.29174
1999,5th Quintile,Rural regions,Yes,0.58590,475,711,0.54967,0.62214
1999,5th Quintile,Rural regions,No,0.32791,236,711,0.29338,0.36244
2000,1st Quintile,Urban regions,Yes,0.51419,1060,1599,0.48969,0.53870
2000,1st Quintile,Urban regions,No,0.24162,539,1599,0.22063,0.26261
2000,1st Quintile,Rural regions,Yes,0.55010,661,973,0.51882,0.58137
2000,1st Quintile,Rural regions,No,0.22618,312,973,0.19988,0.25248
2000,2nd Quintile,Urban regions,Yes,0.55384,1168,1705,0.53024,0.57745
2000,2nd Quintile,Urban regions,No,0.22746,537,1705,0.20755,0.24736
2000,2nd Quintile,Rural regions,Yes,0.57741,719,1023,0.54713,0.60770
2000,2nd Quintile,Rural regions,No,0.20593,304,1023,0.18114,0.23072
2000,3rd Quintile,Urban regions,Yes,0.57925,1127,1618,0.55519,0.60331
2000,3rd Quintile,Urban regions,No,0.24564,491,1618,0.22465,0.26662
2000,3rd Quintile,Rural regions,Yes,0.57261,760,1105,0.54343,0.60179
2000,3rd Quintile,Rural regions,No,0.24355,345,1105,0.21823,0.26887
2000,4th Quintile,Urban regions,Yes,0.58977,1227,1802,0.56706,0.61249
2000,4th Quintile,Urban regions,No,0.25956,575,1802,0.23931,0.27981
2000,4th Quintile,Rural regions,Yes,0.63110,634,879,0.59918,0.66301
2000,4th Quintile,Rural regions,No,0.22139,245,879,0.19393,0.24885
2000,5th Quintile,Urban regions,Yes,0.60548,1274,1867,0.58330,0.62765
2000,5th Quintile,Urban regions,No,0.27530,593,1867,0.25503,0.29556
2000,5th Quintile,Rural regions,Yes,0.63474,463,666,0.59814,0.67133
2000,5th Quintile,Rural regions,No,0.28107,203,666,0.24690,0.31524
2001,1st Quintile,Urban regions,Yes,0.53484,1658,2442,0.51505,0.55462
2001,1st Quintile,Urban regions,No,0.22945,784,2442,0.21277,0.24613
2001,1st Quintile,Rural regions,Yes,0.53608,989,1423,0.51016,0.56200
2001,1st Quintile,Rural regions,No,0.22837,434,1423,0.20655,0.25019
2001,2nd Quintile,Urban regions,Yes,0.52834,1751,2609,0.50919,0.54750
2001,2nd Quintile,Urban regions,No,0.25173,858,2609,0.23508,0.26839
2001,2nd Quintile,Rural regions,Yes,0.56847,1204,1725,0.54509,0.59185
2001,2nd Quintile,Rural regions,No,0.22962,521,1725,0.20977,0.24948
2001,3rd Quintile,Urban regions,Yes,0.57869,1968,2833,0.56051,0.59688
2001,3rd Quintile,Urban regions,No,0.24549,865,2833,0.22964,0.26134
2001,3rd Quintile,Rural regions,Yes,0.57970,1185,1689,0.55616,0.60325
2001,3rd Quintile,Rural regions,No,0.25019,504,1689,0.22952,0.27085
2001,4th Quintile,Urban regions,Yes,0.58437,2061,2981,0.56667,0.60206
2001,4th Quintile,Urban regions,No,0.26166,920,2981,0.24588,0.27744
2001,4th Quintile,Rural regions,Yes,0.59041,1117,1614,0.56642,0.61441
2001,4th Quintile,Rural regions,No,0.27229,497,1614,0.25056,0.29401
2001,5th Quintile,Urban regions,Yes,0.61840,2327,3408,0.60208,0.63471
2001,5th Quintile,Urban regions,No,0.27190,1081,3408,0.25696,0.28685
2001,5th Quintile,Rural regions,Yes,0.64841,777,1110,0.62030,0.67651
2001,5th Quintile,Rural regions,No,0.26532,333,1110,0.23933,0.29130
2002,1st Quintile,Urban regions,Yes,0.51816,1436,2161,0.49709,0.53924
2002,1st Quintile,Urban regions,No,0.25191,725,2161,0.23360,0.27021
2002,1st Quintile,Rural regions,Yes,0.52564,861,1291,0.49839,0.55289
2002,1st Quintile,Rural regions,No,0.24513,430,1291,0.22165,0.26860
2002,2nd Quintile,Urban regions,Yes,0.54290,1600,2368,0.52284,0.56297
2002,2nd Quintile,Urban regions,No,0.25113,768,2368,0.23366,0.26860
2002,2nd Quintile,Rural regions,Yes,0.56172,1077,1545,0.53697,0.58646
2002,2nd Quintile,Rural regions,No,0.24587,468,1545,0.22439,0.26735
2002,3rd Quintile,Urban regions,Yes,0.54307,1734,2568,0.52380,0.56234
2002,3rd Quintile,Urban regions,No,0.26283,834,2568,0.24581,0.27986
2002,3rd Quintile,Rural regions,Yes,0.54596,977,1460,0.52041,0.57151
2002,3rd Quintile,Rural regions,No,0.27794,483,1460,0.25495,0.30093
2002,4th Quintile,Urban regions,Yes,0.58904,1863,2752,0.57065,0.60742
2002,4th Quintile,Urban regions,No,0.26859,889,2752,0.25203,0.28515
2002,4th Quintile,Rural regions,Yes,0.60814,1138,1605,0.58425,0.63203
2002,4th Quintile,Rural regions,No,0.24911,467,1605,0.22794,0.27028
2002,5th Quintile,Urban regions,Yes,0.61972,2481,3675,0.60402,0.63542
2002,5th Quintile,Urban regions,No,0.29155,1194,3675,0.27686,0.30625
2002,5th Quintile,Rural regions,Yes,0.60958,864,1310,0.58315,0.63600
2002,5th Quintile,Rural regions,No,0.30789,446,1310,0.28289,0.33290
2003,1st Quintile,Urban regions,Yes,0.53849,1470,2169,0.51751,0.55948
2003,1st Quintile,Urban regions,No,0.23620,699,2169,0.21832,0.25408
2003,1st Quintile,Rural regions,Yes,0.55551,851,1216,0.52757,0.58345
2003,1st Quintile,Rural regions,No,0.22621,365,1216,0.20269,0.24974
2003,2nd Quintile,Urban regions,Yes,0.54397,1585,2291,0.52357,0.56437
2003,2nd Quintile,Urban regions,No,0.24202,706,2291,0.22448,0.25956
2003,2nd Quintile,Rural regions,Yes,0.57384,1088,1550,0.54922,0.59847
2003,2nd Quintile,Rural regions,No,0.23523,462,1550,0.21411,0.25636
2003,3rd Quintile,Urban regions,Yes,0.56045,1750,2556,0.54121,0.57970
2003,3rd Quintile,Urban regions,No,0.24712,806,2556,0.23040,0.26385
2003,3rd Quintile,Rural regions,Yes,0.57469,1025,1491,0.54959,0.59979
2003,3rd Quintile,Rural regions,No,0.25408,466,1491,0.23197,0.27618
2003,4th Quintile,Urban regions,Yes,0.59507,2025,2893,0.57717,0.61296
2003,4th Quintile,Urban regions,No,0.25824,868,2893,0.24229,0.27419
2003,4th Quintile,Rural regions,Yes,0.61819,1088,1554,0.59403,0.64236
2003,4th Quintile,Rural regions,No,0.24244,466,1554,0.22113,0.26376
2003,5th Quintile,Urban regions,Yes,0.62254,3346,4757,0.60876,0.63632
2003,5th Quintile,Urban regions,No,0.26785,1411,4757,0.25526,0.28044
2003,5th Quintile,Rural regions,Yes,0.62214,1060,1567,0.59813,0.64616
2003,5th Quintile,Rural regions,No,0.27950,507,1567,0.25727,0.30173
2004,1st Quintile,Urban regions,Yes,0.52615,1381,2062,0.50459,0.54770
2004,1st Quintile,Urban regions,No,0.25555,681,2062,0.23672,0.27438
2004,1st Quintile,Rural regions,Yes,0.54165,804,1188,0.51331,0.57000
2004,1st Quintile,Rural regions,No,0.24080,384,1188,0.21648,0.26512
2004,2nd Quintile,Urban regions,Yes,0.53734,1556,2304,0.51698,0.55771
2004,2nd Quintile,Urban regions,No,0.24752,748,2304,0.22990,0.26515
2004,2nd Quintile,Rural regions,Yes,0.59501,1031,1466,0.56988,0.62015
2004,2nd Quintile,Rural regions,No,0.23582,435,1466,0.21408,0.25756
2004,3rd Quintile,Urban regions,Yes,0.57140,1701,2512,0.55205,0.59076
2004,3rd Quintile,Urban regions,No,0.24702,811,2512,0.23015,0.26389
2004,3rd Quintile,Rural regions,Yes,0.57076,1008,1489,0.54562,0.59591
2004,3rd Quintile,Rural regions,No,0.27164,481,1489,0.24904,0.29424
