year,migback,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Direct migration background,Second Stage of Tertiary Education,No,0.39541,49,110,0.30362,0.48720
1985,Indirect migration background,Lower Secondary Level,Yes,0.72955,36,36,0.58239,0.87671
1986,No migration background,No answer / don't know,Yes,0.71921,35,35,0.56816,0.87027
1986,No migration background,Pre-primary Level,Yes,0.64287,95,146,0.56488,0.72086
1986,No migration background,Pre-primary Level,No,0.35713,51,146,0.27914,0.43512
1986,No migration background,Primary Level,Yes,0.74626,63,63,0.63794,0.85458
1986,No migration background,Lower Secondary Level,Yes,0.76903,1456,1931,0.75022,0.78783
1986,No migration background,Lower Secondary Level,No,0.23097,475,1931,0.21217,0.24978
1986,No migration background,Upper Secondary Level,Yes,0.72937,2920,4062,0.71571,0.74303
1986,No migration background,Upper Secondary Level,No,0.27063,1142,4062,0.25697,0.28429
1986,No migration background,Post-secondary Non-tertiary Level,Yes,0.75680,125,171,0.69230,0.82129
1986,No migration background,Post-secondary Non-tertiary Level,No,0.24320,46,171,0.17871,0.30770
1986,No migration background,First Stage of Tertiary Education,Yes,0.77452,401,526,0.73877,0.81027
1986,No migration background,First Stage of Tertiary Education,No,0.22548,125,526,0.18973,0.26123
1986,No migration background,Second Stage of Tertiary Education,Yes,0.68054,425,635,0.64424,0.71683
1986,No migration background,Second Stage of Tertiary Education,No,0.31946,210,635,0.28317,0.35576
1986,Direct migration background,No answer / don't know,Yes,0.62587,44,44,0.48123,0.77051
1986,Direct migration background,Primary Level,Yes,0.65798,449,686,0.62245,0.69350
1986,Direct migration background,Primary Level,No,0.34202,237,686,0.30650,0.37755
1986,Direct migration background,Lower Secondary Level,Yes,0.72338,599,916,0.69439,0.75236
1986,Direct migration background,Lower Secondary Level,No,0.27662,317,916,0.24764,0.30561
1986,Direct migration background,Upper Secondary Level,Yes,0.70692,564,872,0.67669,0.73715
1986,Direct migration background,Upper Secondary Level,No,0.29308,308,872,0.26285,0.32331
1986,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.76820,71,102,0.68591,0.85050
1986,Direct migration background,Post-secondary Non-tertiary Level,No,0.23180,31,102,0.14950,0.31409
1986,Direct migration background,First Stage of Tertiary Education,Yes,0.74001,33,33,0.58803,0.89198
1986,Direct migration background,Second Stage of Tertiary Education,Yes,0.69347,71,110,0.60692,0.78003
1986,Direct migration background,Second Stage of Tertiary Education,No,0.30653,39,110,0.21997,0.39308
1986,Indirect migration background,Lower Secondary Level,Yes,0.79008,36,36,0.65516,0.92500
1986,Indirect migration background,Upper Secondary Level,Yes,0.74645,37,37,0.60433,0.88856
1987,No migration background,No answer / don't know,Yes,0.74620,44,44,0.61612,0.87627
1987,No migration background,Pre-primary Level,Yes,0.66021,95,150,0.58415,0.73626
1987,No migration background,Pre-primary Level,No,0.33979,55,150,0.26374,0.41585
1987,No migration background,Primary Level,Yes,0.77183,54,54,0.65885,0.88481
1987,No migration background,Lower Secondary Level,Yes,0.76931,1368,1836,0.75003,0.78858
1987,No migration background,Lower Secondary Level,No,0.23069,468,1836,0.21142,0.24997
1987,No migration background,Upper Secondary Level,Yes,0.72900,2886,4035,0.71528,0.74271
1987,No migration background,Upper Secondary Level,No,0.27100,1149,4035,0.25729,0.28472
1987,No migration background,Post-secondary Non-tertiary Level,Yes,0.74497,126,173,0.67983,0.81011
1987,No migration background,Post-secondary Non-tertiary Level,No,0.25503,47,173,0.18989,0.32017
1987,No migration background,First Stage of Tertiary Education,Yes,0.77575,391,504,0.73930,0.81220
1987,No migration background,First Stage of Tertiary Education,No,0.22425,113,504,0.18780,0.26070
1987,No migration background,Second Stage of Tertiary Education,Yes,0.66168,417,638,0.62494,0.69842
1987,No migration background,Second Stage of Tertiary Education,No,0.33832,221,638,0.30158,0.37506
1987,Direct migration background,No answer / don't know,Yes,0.64676,35,35,0.48610,0.80743
1987,Direct migration background,Primary Level,Yes,0.66750,444,668,0.63175,0.70326
1987,Direct migration background,Primary Level,No,0.33250,224,668,0.29674,0.36825
1987,Direct migration background,Lower Secondary Level,Yes,0.69227,591,937,0.66270,0.72184
1987,Direct migration background,Lower Secondary Level,No,0.30773,346,937,0.27816,0.33730
1987,Direct migration background,Upper Secondary Level,Yes,0.67069,556,862,0.63930,0.70208
1987,Direct migration background,Upper Secondary Level,No,0.32931,306,862,0.29792,0.36070
1987,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.65322,62,100,0.55946,0.74697
1987,Direct migration background,Post-secondary Non-tertiary Level,No,0.34678,38,100,0.25303,0.44054
1987,Direct migration background,First Stage of Tertiary Education,Yes,0.59367,37,37,0.43323,0.75411
1987,Direct migration background,Second Stage of Tertiary Education,Yes,0.79696,62,100,0.71772,0.87620
1987,Direct migration background,Second Stage of Tertiary Education,No,0.20304,38,100,0.12380,0.28228
1987,Indirect migration background,Lower Secondary Level,No,0.41708,33,33,0.24624,0.58792
1987,Indirect migration background,Upper Secondary Level,Yes,0.67097,43,43,0.52887,0.81307
1988,No migration background,No answer / don't know,Yes,0.67401,49,49,0.54140,0.80662
1988,No migration background,Pre-primary Level,Yes,0.58889,69,125,0.50228,0.67549
1988,No migration background,Pre-primary Level,No,0.41111,56,125,0.32451,0.49772
1988,No migration background,Primary Level,Yes,0.66661,44,44,0.52570,0.80752
1988,No migration background,Lower Secondary Level,Yes,0.71053,1185,1722,0.68910,0.73195
1988,No migration background,Lower Secondary Level,No,0.28947,537,1722,0.26805,0.31090
1988,No migration background,Upper Secondary Level,Yes,0.69652,2601,3818,0.68193,0.71110
1988,No migration background,Upper Secondary Level,No,0.30348,1217,3818,0.28890,0.31807
1988,No migration background,Post-secondary Non-tertiary Level,Yes,0.70930,117,170,0.64084,0.77777
1988,No migration background,Post-secondary Non-tertiary Level,No,0.29070,53,170,0.22223,0.35916
1988,No migration background,First Stage of Tertiary Education,Yes,0.68117,318,476,0.63926,0.72308
1988,No migration background,First Stage of Tertiary Education,No,0.31883,158,476,0.27692,0.36074
1988,No migration background,Second Stage of Tertiary Education,Yes,0.61016,366,611,0.57146,0.64887
1988,No migration background,Second Stage of Tertiary Education,No,0.38984,245,611,0.35113,0.42854
1988,Direct migration background,No answer / don't know,Yes,0.74058,42,42,0.60642,0.87475
1988,Direct migration background,Primary Level,Yes,0.66206,412,612,0.62455,0.69956
1988,Direct migration background,Primary Level,No,0.33794,200,612,0.30044,0.37545
1988,Direct migration background,Lower Secondary Level,Yes,0.68452,570,906,0.65425,0.71480
1988,Direct migration background,Lower Secondary Level,No,0.31548,336,906,0.28520,0.34575
1988,Direct migration background,Upper Secondary Level,Yes,0.62634,496,826,0.59332,0.65935
1988,Direct migration background,Upper Secondary Level,No,0.37366,330,826,0.34065,0.40668
1988,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.59593,56,93,0.49566,0.69620
1988,Direct migration background,Post-secondary Non-tertiary Level,No,0.40407,37,93,0.30380,0.50434
1988,Direct migration background,First Stage of Tertiary Education,Yes,0.60585,31,31,0.43098,0.78072
1988,Direct migration background,Second Stage of Tertiary Education,Yes,0.70421,51,84,0.60602,0.80240
1988,Direct migration background,Second Stage of Tertiary Education,No,0.29579,33,84,0.19760,0.39398
1988,Indirect migration background,Lower Secondary Level,Yes,0.58695,39,80,0.47837,0.69553
1988,Indirect migration background,Lower Secondary Level,No,0.41305,41,80,0.30447,0.52163
1988,Indirect migration background,Upper Secondary Level,Yes,0.66468,49,84,0.56311,0.76625
1988,Indirect migration background,Upper Secondary Level,No,0.33532,35,84,0.23375,0.43689
1989,No migration background,No answer / don't know,Yes,0.70461,51,51,0.57815,0.83106
1989,No migration background,Pre-primary Level,Yes,0.54917,66,121,0.46014,0.63820
1989,No migration background,Pre-primary Level,No,0.45083,55,121,0.36180,0.53986
1989,No migration background,Primary Level,Yes,0.77933,47,47,0.65948,0.89917
1989,No migration background,Lower Secondary Level,Yes,0.74416,1153,1587,0.72269,0.76564
1989,No migration background,Lower Secondary Level,No,0.25584,434,1587,0.23436,0.27731
1989,No migration background,Upper Secondary Level,Yes,0.69065,2493,3701,0.67575,0.70554
1989,No migration background,Upper Secondary Level,No,0.30935,1208,3701,0.29446,0.32425
1989,No migration background,Post-secondary Non-tertiary Level,Yes,0.68727,131,191,0.62135,0.75319
1989,No migration background,Post-secondary Non-tertiary Level,No,0.31273,60,191,0.24681,0.37865
1989,No migration background,First Stage of Tertiary Education,Yes,0.72065,320,456,0.67942,0.76188
1989,No migration background,First Stage of Tertiary Education,No,0.27935,136,456,0.23812,0.32058
1989,No migration background,Second Stage of Tertiary Education,Yes,0.66574,398,604,0.62808,0.70339
1989,No migration background,Second Stage of Tertiary Education,No,0.33426,206,604,0.29661,0.37192
1989,Direct migration background,No answer / don't know,Yes,0.71289,37,37,0.56510,0.86068
1989,Direct migration background,Primary Level,Yes,0.69274,386,569,0.65479,0.73068
1989,Direct migration background,Primary Level,No,0.30726,183,569,0.26932,0.34521
1989,Direct migration background,Lower Secondary Level,Yes,0.69632,547,870,0.66575,0.72689
1989,Direct migration background,Lower Secondary Level,No,0.30368,323,870,0.27311,0.33425
1989,Direct migration background,Upper Secondary Level,Yes,0.65683,520,823,0.62437,0.68929
1989,Direct migration background,Upper Secondary Level,No,0.34317,303,823,0.31071,0.37563
1989,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.49035,53,92,0.38764,0.59306
1989,Direct migration background,Post-secondary Non-tertiary Level,No,0.50965,39,92,0.40694,0.61236
1989,Direct migration background,First Stage of Tertiary Education,Yes,0.67124,34,34,0.51096,0.83152
1989,Direct migration background,Second Stage of Tertiary Education,Yes,0.67015,54,88,0.57135,0.76895
1989,Direct migration background,Second Stage of Tertiary Education,No,0.32985,34,88,0.23105,0.42865
1989,Indirect migration background,Lower Secondary Level,Yes,0.60242,59,106,0.50881,0.69603
1989,Indirect migration background,Lower Secondary Level,No,0.39758,47,106,0.30397,0.49119
1989,Indirect migration background,Upper Secondary Level,Yes,0.73549,48,84,0.64060,0.83038
1989,Indirect migration background,Upper Secondary Level,No,0.26451,36,84,0.16962,0.35940
1991,No migration background,No answer / don't know,Yes,0.62440,57,93,0.52544,0.72336
1991,No migration background,No answer / don't know,No,0.37560,36,93,0.27664,0.47456
1991,No migration background,Pre-primary Level,Yes,0.63178,65,107,0.53996,0.72360
1991,No migration background,Pre-primary Level,No,0.36822,42,107,0.27640,0.46004
1991,No migration background,Primary Level,Yes,0.75191,73,104,0.66850,0.83532
1991,No migration background,Primary Level,No,0.24809,31,104,0.16468,0.33150
1991,No migration background,Lower Secondary Level,Yes,0.76658,1375,1868,0.74739,0.78577
1991,No migration background,Lower Secondary Level,No,0.23342,493,1868,0.21423,0.25261
1991,No migration background,Upper Secondary Level,Yes,0.69036,3840,5904,0.67856,0.70215
1991,No migration background,Upper Secondary Level,No,0.30964,2064,5904,0.29785,0.32144
1991,No migration background,Post-secondary Non-tertiary Level,Yes,0.74196,190,269,0.68957,0.79435
1991,No migration background,Post-secondary Non-tertiary Level,No,0.25804,79,269,0.20565,0.31043
1991,No migration background,First Stage of Tertiary Education,Yes,0.68995,454,689,0.65538,0.72451
1991,No migration background,First Stage of Tertiary Education,No,0.31005,235,689,0.27549,0.34462
1991,No migration background,Second Stage of Tertiary Education,Yes,0.65697,984,1544,0.63328,0.68066
1991,No migration background,Second Stage of Tertiary Education,No,0.34303,560,1544,0.31934,0.36672
1991,Direct migration background,No answer / don't know,Yes,0.72946,46,46,0.59967,0.85926
1991,Direct migration background,Primary Level,Yes,0.64924,355,529,0.60854,0.68995
1991,Direct migration background,Primary Level,No,0.35076,174,529,0.31005,0.39146
1991,Direct migration background,Lower Secondary Level,Yes,0.68149,540,837,0.64991,0.71308
1991,Direct migration background,Lower Secondary Level,No,0.31851,297,837,0.28692,0.35009
1991,Direct migration background,Upper Secondary Level,Yes,0.68179,561,859,0.65062,0.71296
1991,Direct migration background,Upper Secondary Level,No,0.31821,298,859,0.28704,0.34938
1991,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.64473,67,100,0.55045,0.73901
1991,Direct migration background,Post-secondary Non-tertiary Level,No,0.35527,33,100,0.26099,0.44955
1991,Direct migration background,First Stage of Tertiary Education,Yes,0.58399,36,36,0.42069,0.74729
1991,Direct migration background,Second Stage of Tertiary Education,Yes,0.65922,76,125,0.57580,0.74265
1991,Direct migration background,Second Stage of Tertiary Education,No,0.34078,49,125,0.25735,0.42420
1991,Indirect migration background,Lower Secondary Level,Yes,0.65182,79,135,0.57116,0.73248
1991,Indirect migration background,Lower Secondary Level,No,0.34818,56,135,0.26752,0.42884
1991,Indirect migration background,Upper Secondary Level,Yes,0.58511,65,118,0.49583,0.67439
1991,Indirect migration background,Upper Secondary Level,No,0.41489,53,118,0.32561,0.50417
1992,No migration background,No answer / don't know,Yes,0.60185,62,103,0.50685,0.69685
1992,No migration background,No answer / don't know,No,0.39815,41,103,0.30315,0.49315
1992,No migration background,Pre-primary Level,Yes,0.64745,85,125,0.56336,0.73154
1992,No migration background,Pre-primary Level,No,0.35255,40,125,0.26846,0.43664
1992,No migration background,Primary Level,Yes,0.59971,46,85,0.49493,0.70449
1992,No migration background,Primary Level,No,0.40029,39,85,0.29551,0.50507
1992,No migration background,Lower Secondary Level,Yes,0.74460,1287,1779,0.72433,0.76487
1992,No migration background,Lower Secondary Level,No,0.25540,492,1779,0.23513,0.27567
1992,No migration background,Upper Secondary Level,Yes,0.70258,3891,5702,0.69072,0.71445
1992,No migration background,Upper Secondary Level,No,0.29742,1811,5702,0.28555,0.30928
1992,No migration background,Post-secondary Non-tertiary Level,Yes,0.74188,192,275,0.69007,0.79370
1992,No migration background,Post-secondary Non-tertiary Level,No,0.25812,83,275,0.20630,0.30993
1992,No migration background,First Stage of Tertiary Education,Yes,0.68538,458,690,0.65071,0.72005
1992,No migration background,First Stage of Tertiary Education,No,0.31462,232,690,0.27995,0.34929
1992,No migration background,Second Stage of Tertiary Education,Yes,0.69598,1035,1506,0.67274,0.71922
1992,No migration background,Second Stage of Tertiary Education,No,0.30402,471,1506,0.28078,0.32726
1992,Direct migration background,No answer / don't know,Yes,0.53606,37,37,0.37315,0.69897
1992,Direct migration background,Primary Level,Yes,0.66651,329,496,0.62497,0.70804
1992,Direct migration background,Primary Level,No,0.33349,167,496,0.29196,0.37503
1992,Direct migration background,Lower Secondary Level,Yes,0.67982,510,802,0.64752,0.71213
1992,Direct migration background,Lower Secondary Level,No,0.32018,292,802,0.28787,0.35248
1992,Direct migration background,Upper Secondary Level,Yes,0.68061,533,829,0.64885,0.71237
1992,Direct migration background,Upper Secondary Level,No,0.31939,296,829,0.28763,0.35115
1992,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.57623,58,95,0.47633,0.67612
1992,Direct migration background,Post-secondary Non-tertiary Level,No,0.42377,37,95,0.32388,0.52367
1992,Direct migration background,First Stage of Tertiary Education,Yes,0.63506,39,39,0.48200,0.78813
1992,Direct migration background,Second Stage of Tertiary Education,Yes,0.60413,81,130,0.51974,0.68852
1992,Direct migration background,Second Stage of Tertiary Education,No,0.39587,49,130,0.31148,0.48026
1992,Indirect migration background,Lower Secondary Level,Yes,0.55993,86,165,0.48395,0.63590
1992,Indirect migration background,Lower Secondary Level,No,0.44007,79,165,0.36410,0.51605
1992,Indirect migration background,Upper Secondary Level,Yes,0.63476,64,119,0.54788,0.72163
1992,Indirect migration background,Upper Secondary Level,No,0.36524,55,119,0.27837,0.45212
1994,No migration background,No answer / don't know,Yes,0.70231,69,69,0.59363,0.81099
1994,No migration background,Pre-primary Level,Yes,0.70596,122,166,0.63645,0.77548
1994,No migration background,Pre-primary Level,No,0.29404,44,166,0.22452,0.36355
1994,No migration background,Primary Level,Yes,0.78740,53,53,0.67620,0.89861
1994,No migration background,Lower Secondary Level,Yes,0.81698,1294,1593,0.79799,0.83598
1994,No migration background,Lower Secondary Level,No,0.18302,299,1593,0.16402,0.20201
1994,No migration background,Upper Secondary Level,Yes,0.77657,4245,5578,0.76564,0.78750
1994,No migration background,Upper Secondary Level,No,0.22343,1333,5578,0.21250,0.23436
1994,No migration background,Post-secondary Non-tertiary Level,Yes,0.79064,228,290,0.74374,0.83755
1994,No migration background,Post-secondary Non-tertiary Level,No,0.20936,62,290,0.16245,0.25626
1994,No migration background,First Stage of Tertiary Education,Yes,0.77889,515,675,0.74756,0.81022
1994,No migration background,First Stage of Tertiary Education,No,0.22111,160,675,0.18978,0.25244
1994,No migration background,Second Stage of Tertiary Education,Yes,0.78260,1196,1515,0.76182,0.80337
1994,No migration background,Second Stage of Tertiary Education,No,0.21740,319,1515,0.19663,0.23818
1994,Direct migration background,No answer / don't know,Yes,0.74391,61,61,0.63346,0.85435
1994,Direct migration background,Primary Level,Yes,0.67208,331,462,0.62923,0.71493
1994,Direct migration background,Primary Level,No,0.32792,131,462,0.28507,0.37077
1994,Direct migration background,Lower Secondary Level,Yes,0.71684,501,700,0.68344,0.75024
1994,Direct migration background,Lower Secondary Level,No,0.28316,199,700,0.24976,0.31656
1994,Direct migration background,Upper Secondary Level,Yes,0.76757,597,813,0.73852,0.79662
1994,Direct migration background,Upper Secondary Level,No,0.23243,216,813,0.20338,0.26148
1994,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.79825,66,66,0.70068,0.89581
1994,Direct migration background,First Stage of Tertiary Education,Yes,0.79729,44,44,0.67713,0.91745
1994,Direct migration background,Second Stage of Tertiary Education,Yes,0.83593,97,97,0.76185,0.91001
1994,Indirect migration background,Pre-primary Level,Yes,0.73730,32,32,0.58237,0.89222
1994,Indirect migration background,Lower Secondary Level,Yes,0.64647,106,180,0.57644,0.71651
1994,Indirect migration background,Lower Secondary Level,No,0.35353,74,180,0.28349,0.42356
1994,Indirect migration background,Upper Secondary Level,Yes,0.68776,104,153,0.61409,0.76143
1994,Indirect migration background,Upper Secondary Level,No,0.31224,49,153,0.23857,0.38591
1995,No migration background,No answer / don't know,Yes,0.61681,60,97,0.51956,0.71407
1995,No migration background,No answer / don't know,No,0.38319,37,97,0.28593,0.48044
1995,No migration background,Pre-primary Level,Yes,0.57295,126,193,0.50298,0.64292
1995,No migration background,Pre-primary Level,No,0.42705,67,193,0.35708,0.49702
1995,No migration background,Primary Level,Yes,0.73559,40,40,0.59717,0.87400
1995,No migration background,Lower Secondary Level,Yes,0.79680,1179,1533,0.77665,0.81695
1995,No migration background,Lower Secondary Level,No,0.20320,354,1533,0.18305,0.22335
1995,No migration background,Upper Secondary Level,Yes,0.72686,3858,5511,0.71509,0.73862
1995,No migration background,Upper Secondary Level,No,0.27314,1653,5511,0.26138,0.28491
1995,No migration background,Post-secondary Non-tertiary Level,Yes,0.73927,213,304,0.68983,0.78870
1995,No migration background,Post-secondary Non-tertiary Level,No,0.26073,91,304,0.21130,0.31017
1995,No migration background,First Stage of Tertiary Education,Yes,0.71395,466,682,0.68001,0.74789
1995,No migration background,First Stage of Tertiary Education,No,0.28605,216,682,0.25211,0.31999
1995,No migration background,Second Stage of Tertiary Education,Yes,0.70811,1100,1539,0.68539,0.73084
1995,No migration background,Second Stage of Tertiary Education,No,0.29189,439,1539,0.26916,0.31461
1995,Direct migration background,No answer / don't know,Yes,0.63643,68,113,0.54735,0.72552
1995,Direct migration background,No answer / don't know,No,0.36357,45,113,0.27448,0.45265
1995,Direct migration background,Primary Level,Yes,0.67088,316,456,0.62770,0.71405
1995,Direct migration background,Primary Level,No,0.32912,140,456,0.28595,0.37230
1995,Direct migration background,Lower Secondary Level,Yes,0.70343,521,774,0.67123,0.73563
1995,Direct migration background,Lower Secondary Level,No,0.29657,253,774,0.26437,0.32877
1995,Direct migration background,Upper Secondary Level,Yes,0.64848,637,979,0.61856,0.67841
1995,Direct migration background,Upper Secondary Level,No,0.35152,342,979,0.32159,0.38144
1995,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.62283,96,151,0.54527,0.70040
1995,Direct migration background,Post-secondary Non-tertiary Level,No,0.37717,55,151,0.29960,0.45473
1995,Direct migration background,First Stage of Tertiary Education,Yes,0.58047,36,36,0.41698,0.74396
1995,Direct migration background,Second Stage of Tertiary Education,Yes,0.67606,132,192,0.60969,0.74243
1995,Direct migration background,Second Stage of Tertiary Education,No,0.32394,60,192,0.25757,0.39031
1995,Indirect migration background,No answer / don't know,Yes,0.55582,31,31,0.37801,0.73362
1995,Indirect migration background,Lower Secondary Level,Yes,0.54342,84,167,0.46764,0.61919
1995,Indirect migration background,Lower Secondary Level,No,0.45658,83,167,0.38081,0.53236
1995,Indirect migration background,Upper Secondary Level,Yes,0.64457,111,179,0.57426,0.71489
1995,Indirect migration background,Upper Secondary Level,No,0.35543,68,179,0.28511,0.42574
1996,No migration background,No answer / don't know,Yes,0.72512,70,104,0.63890,0.81134
1996,No migration background,No answer / don't know,No,0.27488,34,104,0.18866,0.36110
1996,No migration background,Pre-primary Level,Yes,0.61926,136,210,0.55343,0.68509
1996,No migration background,Pre-primary Level,No,0.38074,74,210,0.31491,0.44657
1996,No migration background,Primary Level,Yes,0.81665,41,41,0.69673,0.93657
1996,No migration background,Lower Secondary Level,Yes,0.79162,1117,1469,0.77084,0.81240
1996,No migration background,Lower Secondary Level,No,0.20838,352,1469,0.18760,0.22916
1996,No migration background,Upper Secondary Level,Yes,0.71800,3766,5413,0.70601,0.72998
1996,No migration background,Upper Secondary Level,No,0.28200,1647,5413,0.27002,0.29399
1996,No migration background,Post-secondary Non-tertiary Level,Yes,0.69897,224,318,0.64847,0.74946
1996,No migration background,Post-secondary Non-tertiary Level,No,0.30103,94,318,0.25054,0.35153
1996,No migration background,First Stage of Tertiary Education,Yes,0.71400,465,676,0.67991,0.74809
1996,No migration background,First Stage of Tertiary Education,No,0.28600,211,676,0.25191,0.32009
1996,No migration background,Second Stage of Tertiary Education,Yes,0.70395,1108,1555,0.68125,0.72665
1996,No migration background,Second Stage of Tertiary Education,No,0.29605,447,1555,0.27335,0.31875
1996,Direct migration background,No answer / don't know,Yes,0.62903,64,97,0.53240,0.72566
1996,Direct migration background,No answer / don't know,No,0.37097,33,97,0.27434,0.46760
1996,Direct migration background,Primary Level,Yes,0.69326,293,417,0.64895,0.73758
1996,Direct migration background,Primary Level,No,0.30674,124,417,0.26242,0.35105
1996,Direct migration background,Lower Secondary Level,Yes,0.73722,517,713,0.70489,0.76955
1996,Direct migration background,Lower Secondary Level,No,0.26278,196,713,0.23045,0.29511
1996,Direct migration background,Upper Secondary Level,Yes,0.69181,605,920,0.66196,0.72167
1996,Direct migration background,Upper Secondary Level,No,0.30819,315,920,0.27833,0.33804
1996,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.65651,93,141,0.57785,0.73517
1996,Direct migration background,Post-secondary Non-tertiary Level,No,0.34349,48,141,0.26483,0.42215
1996,Direct migration background,First Stage of Tertiary Education,Yes,0.69608,38,38,0.54788,0.84429
1996,Direct migration background,Second Stage of Tertiary Education,Yes,0.72139,130,185,0.65661,0.78617
1996,Direct migration background,Second Stage of Tertiary Education,No,0.27861,55,185,0.21383,0.34339
1996,Indirect migration background,Lower Secondary Level,Yes,0.56609,98,168,0.49092,0.64126
1996,Indirect migration background,Lower Secondary Level,No,0.43391,70,168,0.35874,0.50908
1996,Indirect migration background,Upper Secondary Level,Yes,0.66219,129,202,0.59680,0.72758
1996,Indirect migration background,Upper Secondary Level,No,0.33781,73,202,0.27242,0.40320
1997,No migration background,No answer / don't know,Yes,0.63647,75,119,0.54968,0.72326
1997,No migration background,No answer / don't know,No,0.36353,44,119,0.27674,0.45032
