year,age_gr,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,30-45 y.,East,Yes,0.60522,865,1424,0.57982,0.63062
1992,30-45 y.,East,No,0.38666,559,1424,0.36136,0.41196
1992,46-65 y.,West,Yes,0.72079,1991,2745,0.70400,0.73757
1992,46-65 y.,West,No,0.26250,754,2745,0.24604,0.27897
1992,46-65 y.,East,Yes,0.71967,880,1223,0.69449,0.74485
1992,46-65 y.,East,No,0.27027,343,1223,0.24537,0.29517
1992,66 and older,West,Yes,0.84137,888,1040,0.81916,0.86359
1992,66 and older,West,No,0.14164,152,1040,0.12044,0.16284
1992,66 and older,East,Yes,0.86166,336,387,0.82721,0.89610
1992,66 and older,East,No,0.12866,51,387,0.09526,0.16207
1994,17-29 y.,West,Yes,0.69978,1676,2490,0.68177,0.71778
1994,17-29 y.,West,No,0.29781,814,2490,0.27985,0.31578
1994,17-29 y.,East,Yes,0.75069,636,843,0.72147,0.77991
1994,17-29 y.,East,No,0.24742,207,843,0.21827,0.27657
1994,30-45 y.,West,Yes,0.70691,1951,2788,0.69001,0.72381
1994,30-45 y.,West,No,0.28539,837,2788,0.26862,0.30215
1994,30-45 y.,East,Yes,0.75694,1030,1336,0.73393,0.77994
1994,30-45 y.,East,No,0.23877,306,1336,0.21590,0.26164
1994,46-65 y.,West,Yes,0.78272,2103,2681,0.76711,0.79834
1994,46-65 y.,West,No,0.20758,578,2681,0.19223,0.22294
1994,46-65 y.,East,Yes,0.83036,990,1185,0.80898,0.85174
1994,46-65 y.,East,No,0.16624,195,1185,0.14503,0.18744
1994,66 and older,West,Yes,0.89074,975,1086,0.87217,0.90930
1994,66 and older,West,No,0.10065,111,1086,0.08275,0.11855
1994,66 and older,East,Yes,0.93132,371,371,0.90555,0.95709
1995,17-29 y.,West,Yes,0.61289,1509,2506,0.59381,0.63196
1995,17-29 y.,West,No,0.37636,997,2506,0.35738,0.39533
1995,17-29 y.,East,Yes,0.65967,547,827,0.62736,0.69199
1995,17-29 y.,East,No,0.33251,280,827,0.30038,0.36464
1995,30-45 y.,West,Yes,0.63175,1979,3138,0.61487,0.64862
1995,30-45 y.,West,No,0.36160,1159,3138,0.34479,0.37842
1995,30-45 y.,East,Yes,0.66370,841,1273,0.63774,0.68966
1995,30-45 y.,East,No,0.32748,432,1273,0.30169,0.35327
1995,46-65 y.,West,Yes,0.73444,2043,2767,0.71798,0.75090
1995,46-65 y.,West,No,0.25346,724,2767,0.23725,0.26968
1995,46-65 y.,East,Yes,0.76793,889,1164,0.74366,0.79219
1995,46-65 y.,East,No,0.22296,275,1164,0.19904,0.24688
1995,66 and older,West,Yes,0.87633,978,1105,0.85691,0.89575
1995,66 and older,West,No,0.10799,127,1105,0.08968,0.12630
1995,66 and older,East,Yes,0.88620,363,397,0.85492,0.91748
1995,66 and older,East,No,0.09685,34,397,0.06772,0.12598
1996,17-29 y.,West,Yes,0.61632,1408,2298,0.59643,0.63621
1996,17-29 y.,West,No,0.36606,890,2298,0.34636,0.38576
1996,17-29 y.,East,Yes,0.63120,531,830,0.59835,0.66404
1996,17-29 y.,East,No,0.36074,299,830,0.32805,0.39343
1996,30-45 y.,West,Yes,0.64418,2055,3138,0.62742,0.66093
1996,30-45 y.,West,No,0.34222,1083,3138,0.32562,0.35883
1996,30-45 y.,East,Yes,0.61137,777,1248,0.58431,0.63842
1996,30-45 y.,East,No,0.37992,471,1248,0.35298,0.40686
1996,46-65 y.,West,Yes,0.73633,2011,2694,0.71969,0.75297
1996,46-65 y.,West,No,0.24503,683,2694,0.22878,0.26127
1996,46-65 y.,East,Yes,0.77010,890,1163,0.74590,0.79429
1996,46-65 y.,East,No,0.22172,273,1163,0.19784,0.24560
1996,66 and older,West,Yes,0.84628,952,1111,0.82506,0.86750
1996,66 and older,West,No,0.13219,159,1111,0.11227,0.15212
1996,66 and older,East,Yes,0.88462,371,413,0.85377,0.91547
1996,66 and older,East,No,0.10213,42,413,0.07289,0.13137
1997,17-29 y.,West,Yes,0.59295,1287,2190,0.57237,0.61353
1997,17-29 y.,West,No,0.40468,903,2190,0.38412,0.42524
1997,17-29 y.,East,Yes,0.67269,534,830,0.64075,0.70464
1997,17-29 y.,East,No,0.32130,296,830,0.28951,0.35309
1997,30-45 y.,West,Yes,0.61319,1955,3162,0.59622,0.63017
1997,30-45 y.,West,No,0.38373,1207,3162,0.36678,0.40068
1997,30-45 y.,East,Yes,0.59926,722,1185,0.57135,0.62717
1997,30-45 y.,East,No,0.39682,463,1185,0.36895,0.42468
1997,46-65 y.,West,Yes,0.73796,1955,2667,0.72127,0.75465
1997,46-65 y.,West,No,0.25922,712,2667,0.24259,0.27586
1997,46-65 y.,East,Yes,0.78779,906,1173,0.76438,0.81120
1997,46-65 y.,East,No,0.20874,267,1173,0.18547,0.23201
1997,66 and older,West,Yes,0.86074,993,1135,0.84059,0.88089
1997,66 and older,West,No,0.12478,142,1135,0.10555,0.14401
1997,66 and older,East,Yes,0.92106,400,434,0.89566,0.94645
1997,66 and older,East,No,0.07336,34,434,0.04880,0.09792
1998,17-29 y.,West,Yes,0.57672,1349,2286,0.55647,0.59698
1998,17-29 y.,West,No,0.41978,937,2286,0.39954,0.44001
1998,17-29 y.,East,Yes,0.58109,510,862,0.54814,0.61405
1998,17-29 y.,East,No,0.40788,352,862,0.37505,0.44070
1998,30-45 y.,West,Yes,0.58332,2115,3545,0.56709,0.59955
1998,30-45 y.,West,No,0.40722,1430,3545,0.39104,0.42339
1998,30-45 y.,East,Yes,0.59800,749,1245,0.57075,0.62525
1998,30-45 y.,East,No,0.39892,496,1245,0.37171,0.42614
1998,46-65 y.,West,Yes,0.70466,2172,3090,0.68857,0.72075
1998,46-65 y.,West,No,0.28316,918,3090,0.26727,0.29905
1998,46-65 y.,East,Yes,0.74636,947,1267,0.72239,0.77033
1998,46-65 y.,East,No,0.24856,320,1267,0.22475,0.27237
1998,66 and older,West,Yes,0.84307,1152,1359,0.82373,0.86242
1998,66 and older,West,No,0.13717,207,1359,0.11887,0.15547
1998,66 and older,East,Yes,0.91689,436,475,0.89203,0.94174
1998,66 and older,East,No,0.08311,39,475,0.05826,0.10797
1999,17-29 y.,West,Yes,0.63447,1317,2126,0.61400,0.65495
1999,17-29 y.,West,No,0.35916,809,2126,0.33877,0.37956
1999,17-29 y.,East,Yes,0.63471,548,832,0.60197,0.66745
1999,17-29 y.,East,No,0.36343,284,832,0.33072,0.39613
1999,30-45 y.,West,Yes,0.60039,2152,3471,0.58409,0.61669
1999,30-45 y.,West,No,0.39327,1319,3471,0.37701,0.40952
1999,30-45 y.,East,Yes,0.62460,781,1224,0.59747,0.65174
1999,30-45 y.,East,No,0.37388,443,1224,0.34676,0.40100
1999,46-65 y.,West,Yes,0.72988,2165,2931,0.71380,0.74595
1999,46-65 y.,West,No,0.26403,766,2931,0.24807,0.27999
1999,46-65 y.,East,Yes,0.76363,952,1238,0.73995,0.78730
1999,46-65 y.,East,No,0.23470,286,1238,0.21108,0.25832
1999,66 and older,West,Yes,0.87126,1141,1309,0.85311,0.88941
1999,66 and older,West,No,0.12304,168,1309,0.10524,0.14084
1999,66 and older,East,Yes,0.91567,447,481,0.89081,0.94053
1999,66 and older,East,No,0.07810,34,481,0.05409,0.10210
2000,17-29 y.,West,Yes,0.58552,1996,3364,0.56887,0.60217
2000,17-29 y.,West,No,0.40923,1368,3364,0.39261,0.42585
2000,17-29 y.,East,Yes,0.56398,716,1191,0.53581,0.59216
2000,17-29 y.,East,No,0.42538,475,1191,0.39729,0.45347
2000,30-45 y.,West,Yes,0.59138,3792,6328,0.57927,0.60350
2000,30-45 y.,West,No,0.40555,2536,6328,0.39345,0.41765
2000,30-45 y.,East,Yes,0.60269,1105,1814,0.58016,0.62521
2000,30-45 y.,East,No,0.39103,709,1814,0.36857,0.41350
2000,46-65 y.,West,Yes,0.70056,4083,5792,0.68877,0.71236
2000,46-65 y.,West,No,0.29535,1709,5792,0.28360,0.30710
2000,46-65 y.,East,Yes,0.75704,1487,1942,0.73796,0.77612
2000,46-65 y.,East,No,0.23892,455,1942,0.21995,0.25789
2000,66 and older,West,Yes,0.85030,2309,2706,0.83685,0.86374
2000,66 and older,West,No,0.14275,397,2706,0.12957,0.15594
2000,66 and older,East,Yes,0.91709,800,875,0.89881,0.93537
2000,66 and older,East,No,0.08200,75,875,0.06381,0.10019
2001,17-29 y.,West,Yes,0.57309,1742,2988,0.55535,0.59083
2001,17-29 y.,West,No,0.42421,1246,2988,0.40649,0.44194
2001,17-29 y.,East,Yes,0.61297,690,1099,0.58416,0.64178
2001,17-29 y.,East,No,0.38178,409,1099,0.35304,0.41051
2001,30-45 y.,West,Yes,0.60287,3459,5665,0.59013,0.61561
2001,30-45 y.,West,No,0.39369,2206,5665,0.38096,0.40641
2001,30-45 y.,East,Yes,0.61651,1036,1643,0.59299,0.64003
2001,30-45 y.,East,No,0.37986,607,1643,0.35639,0.40334
2001,46-65 y.,West,Yes,0.71048,3741,5226,0.69818,0.72277
2001,46-65 y.,West,No,0.28205,1485,5226,0.26985,0.29425
2001,46-65 y.,East,Yes,0.75354,1404,1833,0.73381,0.77328
2001,46-65 y.,East,No,0.23890,429,1833,0.21937,0.25842
2001,66 and older,West,Yes,0.86348,2204,2547,0.85014,0.87682
2001,66 and older,West,No,0.13075,343,2547,0.11766,0.14385
2001,66 and older,East,Yes,0.90711,763,836,0.88742,0.92680
2001,66 and older,East,No,0.08948,73,836,0.07012,0.10884
2002,17-29 y.,West,Yes,0.55308,1761,3054,0.53544,0.57071
2002,17-29 y.,West,No,0.44083,1293,3054,0.42322,0.45844
2002,17-29 y.,East,Yes,0.58084,624,1071,0.55127,0.61040
2002,17-29 y.,East,No,0.41577,447,1071,0.38624,0.44531
2002,30-45 y.,West,Yes,0.59158,3539,5840,0.57898,0.60419
2002,30-45 y.,West,No,0.40402,2301,5840,0.39143,0.41660
2002,30-45 y.,East,Yes,0.58397,944,1584,0.55969,0.60825
2002,30-45 y.,East,No,0.41603,640,1584,0.39175,0.44031
2002,46-65 y.,West,Yes,0.68824,4157,5955,0.67647,0.70001
2002,46-65 y.,West,No,0.30765,1798,5955,0.29592,0.31937
2002,46-65 y.,East,Yes,0.75728,1419,1877,0.73788,0.77668
2002,46-65 y.,East,No,0.23993,458,1877,0.22061,0.25926
2002,66 and older,West,Yes,0.84939,2289,2692,0.83588,0.86291
2002,66 and older,West,No,0.14591,403,2692,0.13257,0.15925
2002,66 and older,East,Yes,0.91517,813,887,0.89682,0.93351
2002,66 and older,East,No,0.08401,74,887,0.06575,0.10228
2003,17-29 y.,West,Yes,0.58417,1708,2923,0.56630,0.60204
2003,17-29 y.,West,No,0.40805,1215,2923,0.39023,0.42587
2003,17-29 y.,East,Yes,0.59263,651,1060,0.56304,0.62223
2003,17-29 y.,East,No,0.39989,409,1060,0.37039,0.42940
2003,30-45 y.,West,Yes,0.60245,3382,5424,0.58942,0.61547
2003,30-45 y.,West,No,0.39178,2042,5424,0.37878,0.40477
2003,30-45 y.,East,Yes,0.61396,932,1484,0.58918,0.63874
2003,30-45 y.,East,No,0.38453,552,1484,0.35977,0.40929
2003,46-65 y.,West,Yes,0.70968,4060,5662,0.69786,0.72151
2003,46-65 y.,West,No,0.28220,1602,5662,0.27047,0.29392
2003,46-65 y.,East,Yes,0.75327,1409,1872,0.73374,0.77281
2003,46-65 y.,East,No,0.24350,463,1872,0.22405,0.26294
2003,66 and older,West,Yes,0.85119,2314,2717,0.83781,0.86458
2003,66 and older,West,No,0.13781,403,2717,0.12485,0.15077
2003,66 and older,East,Yes,0.91782,835,906,0.89993,0.93571
2003,66 and older,East,No,0.07889,71,906,0.06133,0.09645
2004,17-29 y.,West,Yes,0.55012,1594,2877,0.53194,0.56830
2004,17-29 y.,West,No,0.44598,1283,2877,0.42781,0.46414
2004,17-29 y.,East,Yes,0.58860,655,1068,0.55907,0.61813
2004,17-29 y.,East,No,0.39912,413,1068,0.36974,0.42851
2004,30-45 y.,West,Yes,0.59471,3100,5138,0.58129,0.60814
2004,30-45 y.,West,No,0.40117,2038,5138,0.38777,0.41458
2004,30-45 y.,East,Yes,0.60289,822,1371,0.57698,0.62880
2004,30-45 y.,East,No,0.39436,549,1371,0.36849,0.42024
2004,46-65 y.,West,Yes,0.68971,3818,5526,0.67751,0.70191
2004,46-65 y.,West,No,0.30757,1708,5526,0.29540,0.31974
2004,46-65 y.,East,Yes,0.73199,1341,1819,0.71163,0.75235
2004,46-65 y.,East,No,0.26502,478,1819,0.24473,0.28530
2004,66 and older,West,Yes,0.85468,2369,2783,0.84159,0.86778
2004,66 and older,West,No,0.13355,414,2783,0.12091,0.14619
2004,66 and older,East,Yes,0.93300,889,950,0.91709,0.94890
2004,66 and older,East,No,0.06487,61,950,0.04920,0.08055
2005,17-29 y.,West,Yes,0.57417,1637,2799,0.55584,0.59249
2005,17-29 y.,West,No,0.41885,1162,2799,0.40057,0.43713
2005,17-29 y.,East,Yes,0.59464,598,1010,0.56435,0.62494
2005,17-29 y.,East,No,0.39309,412,1010,0.36295,0.42323
2005,30-45 y.,West,Yes,0.61962,2983,4776,0.60585,0.63339
2005,30-45 y.,West,No,0.37614,1793,4776,0.36240,0.38988
2005,30-45 y.,East,Yes,0.59121,798,1287,0.56434,0.61808
2005,30-45 y.,East,No,0.39271,489,1287,0.36602,0.41940
2005,46-65 y.,West,Yes,0.69809,3700,5224,0.68564,0.71054
2005,46-65 y.,West,No,0.29326,1524,5224,0.28091,0.30561
2005,46-65 y.,East,Yes,0.71686,1285,1755,0.69578,0.73795
2005,46-65 y.,East,No,0.27123,470,1755,0.25042,0.29203
2005,66 and older,West,Yes,0.86232,2400,2790,0.84953,0.87511
2005,66 and older,West,No,0.12773,390,2790,0.11534,0.14012
2005,66 and older,East,Yes,0.90676,860,955,0.88830,0.92521
2005,66 and older,East,No,0.08947,95,955,0.07136,0.10758
2006,17-29 y.,West,Yes,0.54657,1593,2710,0.52782,0.56531
2006,17-29 y.,West,No,0.39290,1117,2710,0.37450,0.41129
2006,17-29 y.,East,Yes,0.50846,548,961,0.47684,0.54009
2006,17-29 y.,East,No,0.41483,413,961,0.38366,0.44599
2006,30-45 y.,West,Yes,0.61685,3040,4955,0.60331,0.63038
2006,30-45 y.,West,No,0.38100,1915,4955,0.36748,0.39452
2006,30-45 y.,East,Yes,0.55296,749,1314,0.52607,0.57985
2006,30-45 y.,East,No,0.43750,565,1314,0.41067,0.46433
2006,46-65 y.,West,Yes,0.68293,3929,5699,0.67085,0.69501
2006,46-65 y.,West,No,0.31554,1770,5699,0.30348,0.32761
2006,46-65 y.,East,Yes,0.70217,1339,1866,0.68142,0.72293
2006,46-65 y.,East,No,0.29515,527,1866,0.27445,0.31585
2006,66 and older,West,Yes,0.85017,2798,3294,0.83798,0.86236
2006,66 and older,West,No,0.14465,496,3294,0.13263,0.15666
2006,66 and older,East,Yes,0.90374,1011,1124,0.88649,0.92099
2006,66 and older,East,No,0.09509,113,1124,0.07793,0.11224
2007,17-29 y.,West,Yes,0.53634,1483,2484,0.51672,0.55595
2007,17-29 y.,West,No,0.37534,1001,2484,0.35630,0.39439
2007,17-29 y.,East,Yes,0.54759,527,895,0.51497,0.58022
2007,17-29 y.,East,No,0.36824,368,895,0.33662,0.39986
2007,30-45 y.,West,Yes,0.61591,2812,4474,0.60166,0.63017
2007,30-45 y.,West,No,0.38027,1662,4474,0.36605,0.39450
2007,30-45 y.,East,Yes,0.58865,734,1217,0.56099,0.61630
2007,30-45 y.,East,No,0.40404,483,1217,0.37646,0.43162
2007,46-65 y.,West,Yes,0.71211,3779,5265,0.69988,0.72434
2007,46-65 y.,West,No,0.28023,1486,5265,0.26810,0.29236
2007,46-65 y.,East,Yes,0.70333,1270,1762,0.68200,0.72467
2007,46-65 y.,East,No,0.29181,492,1762,0.27057,0.31304
2007,66 and older,West,Yes,0.86459,2760,3204,0.85274,0.87644
2007,66 and older,West,No,0.12796,444,3204,0.11639,0.13953
2007,66 and older,East,Yes,0.90771,1011,1114,0.89071,0.92472
2007,66 and older,East,No,0.08699,103,1114,0.07043,0.10355
2008,17-29 y.,West,Yes,0.52346,1338,2318,0.50313,0.54380
2008,17-29 y.,West,No,0.38791,980,2318,0.36807,0.40775
2008,17-29 y.,East,Yes,0.56682,486,816,0.53280,0.60084
2008,17-29 y.,East,No,0.37843,330,816,0.34513,0.41173
2008,30-45 y.,West,Yes,0.62248,2552,4011,0.60748,0.63749
2008,30-45 y.,West,No,0.37383,1459,4011,0.35886,0.38881
2008,30-45 y.,East,Yes,0.56199,655,1142,0.53320,0.59078
2008,30-45 y.,East,No,0.42923,487,1142,0.40051,0.45795
2008,46-65 y.,West,Yes,0.71571,3609,4990,0.70320,0.72823
2008,46-65 y.,West,No,0.27732,1381,4990,0.26490,0.28974
2008,46-65 y.,East,Yes,0.70482,1203,1674,0.68296,0.72667
2008,46-65 y.,East,No,0.28784,471,1674,0.26614,0.30953
2008,66 and older,West,Yes,0.86211,2729,3163,0.85009,0.87413
2008,66 and older,West,No,0.12974,434,3163,0.11803,0.14145
2008,66 and older,East,Yes,0.91185,1016,1113,0.89518,0.92851
2008,66 and older,East,No,0.08262,97,1113,0.06644,0.09880
2009,17-29 y.,West,Yes,0.53465,1297,2122,0.51342,0.55588
2009,17-29 y.,West,No,0.38905,825,2122,0.36830,0.40980
2009,17-29 y.,East,Yes,0.56229,430,720,0.52602,0.59855
2009,17-29 y.,East,No,0.39905,290,720,0.36325,0.43484
2009,30-45 y.,West,Yes,0.64754,2363,3596,0.63192,0.66316
2009,30-45 y.,West,No,0.34822,1233,3596,0.33264,0.36379
2009,30-45 y.,East,Yes,0.60464,663,1061,0.57520,0.63407
2009,30-45 y.,East,No,0.39123,398,1061,0.36185,0.42061
2009,46-65 y.,West,Yes,0.71136,3417,4665,0.69835,0.72436
2009,46-65 y.,West,No,0.28274,1248,4665,0.26981,0.29566
2009,46-65 y.,East,Yes,0.72135,1179,1629,0.69957,0.74313
2009,46-65 y.,East,No,0.27251,450,1629,0.25088,0.29414
2009,66 and older,West,Yes,0.86946,2637,3030,0.85746,0.88146
2009,66 and older,West,No,0.12303,393,3030,0.11133,0.13473
2009,66 and older,East,Yes,0.92852,1025,1112,0.91337,0.94367
2009,66 and older,East,No,0.06873,87,1112,0.05386,0.08361
2010,17-29 y.,West,Yes,0.52326,1733,2962,0.50527,0.54125
2010,17-29 y.,West,No,0.40156,1229,2962,0.38391,0.41922
2010,17-29 y.,East,Yes,0.56718,534,922,0.53519,0.59918
2010,17-29 y.,East,No,0.39466,388,922,0.36309,0.42623
2010,30-45 y.,West,Yes,0.63146,4616,7248,0.62035,0.64257
2010,30-45 y.,West,No,0.36225,2632,7248,0.35118,0.37332
2010,30-45 y.,East,Yes,0.62012,1098,1782,0.59758,0.64266
2010,30-45 y.,East,No,0.36468,684,1782,0.34232,0.38703
2010,46-65 y.,West,Yes,0.70125,3709,5230,0.68884,0.71365
2010,46-65 y.,West,No,0.29057,1521,5230,0.27827,0.30288
2010,46-65 y.,East,Yes,0.73450,1223,1675,0.71335,0.75566
2010,46-65 y.,East,No,0.25670,452,1675,0.23578,0.27763
2010,66 and older,West,Yes,0.85518,2511,2947,0.84247,0.86789
2010,66 and older,West,No,0.13457,436,2947,0.12225,0.14690
2010,66 and older,East,Yes,0.93003,978,1052,0.91461,0.94546
2010,66 and older,East,No,0.06332,74,1052,0.04859,0.07804
2011,17-29 y.,West,Yes,0.56375,2005,3236,0.54666,0.58084
2011,17-29 y.,West,No,0.35771,1231,3236,0.34119,0.37423
2011,17-29 y.,East,Yes,0.57275,558,932,0.54097,0.60452
2011,17-29 y.,East,No,0.38106,374,932,0.34987,0.41226
2011,30-45 y.,West,Yes,0.64084,5125,7915,0.63027,0.65141
2011,30-45 y.,West,No,0.35770,2790,7915,0.34714,0.36826
2011,30-45 y.,East,Yes,0.63952,1243,2005,0.61850,0.66054
2011,30-45 y.,East,No,0.35688,762,2005,0.33590,0.37785
2011,46-65 y.,West,Yes,0.71184,5049,7009,0.70124,0.72244
2011,46-65 y.,West,No,0.28334,1960,7009,0.27278,0.29389
2011,46-65 y.,East,Yes,0.74022,1534,2094,0.72143,0.75901
2011,46-65 y.,East,No,0.25542,560,2094,0.23674,0.27410
2011,66 and older,West,Yes,0.85550,3287,3852,0.84439,0.86660
2011,66 and older,West,No,0.13442,565,3852,0.12365,0.14520
2011,66 and older,East,Yes,0.93384,1189,1269,0.92016,0.94752
2011,66 and older,East,No,0.06292,80,1269,0.04956,0.07629
2012,17-29 y.,West,Yes,0.55273,1934,3133,0.53531,0.57014
2012,17-29 y.,West,No,0.36628,1199,3133,0.34941,0.38316
2012,17-29 y.,East,Yes,0.55248,495,830,0.51864,0.58633
2012,17-29 y.,East,No,0.40291,335,830,0.36952,0.43630
2012,30-45 y.,West,Yes,0.63975,4707,7188,0.62865,0.65085
2012,30-45 y.,West,No,0.35717,2481,7188,0.34609,0.36825
2012,30-45 y.,East,Yes,0.59062,1132,1864,0.56829,0.61295
2012,30-45 y.,East,No,0.40541,732,1864,0.38311,0.42770
2012,46-65 y.,West,Yes,0.70757,5115,7167,0.69703,0.71810
2012,46-65 y.,West,No,0.28736,2052,7167,0.27689,0.29784
2012,46-65 y.,East,Yes,0.74006,1606,2176,0.72162,0.75849
2012,46-65 y.,East,No,0.25591,570,2176,0.23757,0.27424
2012,66 and older,West,Yes,0.85796,3341,3903,0.84700,0.86891
2012,66 and older,West,No,0.13599,562,3903,0.12523,0.14674
2012,66 and older,East,Yes,0.91510,1166,1270,0.89977,0.93044
2012,66 and older,East,No,0.07032,104,1270,0.05625,0.08439
2013,17-29 y.,West,Yes,0.50377,1948,2928,0.48566,0.52189
2013,17-29 y.,West,No,0.24417,980,2928,0.22860,0.25973
2013,17-29 y.,East,Yes,0.50346,433,708,0.46660,0.54031
2013,17-29 y.,East,No,0.39173,275,708,0.35575,0.42771
2013,30-45 y.,West,Yes,0.55850,4234,6336,0.54628,0.57073
2013,30-45 y.,West,No,0.26693,2102,6336,0.25603,0.27782
2013,30-45 y.,East,Yes,0.58950,1099,1711,0.56618,0.61282
2013,30-45 y.,East,No,0.35295,612,1711,0.33030,0.37560
2013,46-65 y.,West,Yes,0.69814,5089,6928,0.68732,0.70895
2013,46-65 y.,West,No,0.24313,1839,6928,0.23303,0.25323
2013,46-65 y.,East,Yes,0.73602,1562,2084,0.71709,0.75495
2013,46-65 y.,East,No,0.24429,522,2084,0.22584,0.26274
2013,66 and older,West,Yes,0.85024,3189,3730,0.83879,0.86169
2013,66 and older,West,No,0.14044,541,3730,0.12929,0.15160
2013,66 and older,East,Yes,0.90158,1097,1220,0.88486,0.91830
2013,66 and older,East,No,0.08982,123,1220,0.07377,0.10588
