year,age_gr,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,30-45 y.,Yes,0.63271,2652,4212,0.61815,0.64727
1992,30-45 y.,No,0.36729,1560,4212,0.35273,0.38185
1992,46-65 y.,Yes,0.73172,2871,3968,0.71793,0.74550
1992,46-65 y.,No,0.26828,1097,3968,0.25450,0.28207
1992,66 and older,Yes,0.85842,1224,1427,0.84033,0.87652
1992,66 and older,No,0.14158,203,1427,0.12348,0.15967
1994,17-29 y.,Yes,0.71157,2312,3333,0.69619,0.72696
1994,17-29 y.,No,0.28843,1021,3333,0.27304,0.30381
1994,30-45 y.,Yes,0.72184,2981,4124,0.70817,0.73552
1994,30-45 y.,No,0.27816,1143,4124,0.26448,0.29183
1994,46-65 y.,Yes,0.79946,3093,3866,0.78683,0.81208
1994,46-65 y.,No,0.20054,773,3866,0.18792,0.21317
1994,66 and older,Yes,0.90447,1346,1483,0.88950,0.91944
1994,66 and older,No,0.09553,137,1483,0.08056,0.11050
1995,17-29 y.,Yes,0.62851,2056,3333,0.61210,0.64492
1995,17-29 y.,No,0.37149,1277,3333,0.35508,0.38790
1995,30-45 y.,Yes,0.64214,2820,4411,0.62799,0.65628
1995,30-45 y.,No,0.35786,1591,4411,0.34372,0.37201
1995,46-65 y.,Yes,0.75005,2932,3931,0.73651,0.76359
1995,46-65 y.,No,0.24995,999,3931,0.23641,0.26349
1995,66 and older,Yes,0.89231,1341,1502,0.87662,0.90799
1995,66 and older,No,0.10769,161,1502,0.09201,0.12338
1996,17-29 y.,Yes,0.62919,1939,3128,0.61226,0.64612
1996,17-29 y.,No,0.37081,1189,3128,0.35388,0.38774
1996,30-45 y.,Yes,0.64645,2832,4386,0.63230,0.66060
1996,30-45 y.,No,0.35355,1554,4386,0.33940,0.36770
1996,46-65 y.,Yes,0.75564,2901,3857,0.74208,0.76920
1996,46-65 y.,No,0.24436,956,3857,0.23080,0.25792
1996,66 and older,Yes,0.87050,1323,1524,0.85364,0.88737
1996,66 and older,No,0.12950,201,1524,0.11263,0.14636
1997,17-29 y.,Yes,0.61118,1821,3020,0.59379,0.62857
1997,17-29 y.,No,0.38882,1199,3020,0.37143,0.40621
1997,30-45 y.,Yes,0.61267,2677,4347,0.59819,0.62715
1997,30-45 y.,No,0.38733,1670,4347,0.37285,0.40181
1997,46-65 y.,Yes,0.75021,2861,3840,0.73651,0.76390
1997,46-65 y.,No,0.24979,979,3840,0.23610,0.26349
1997,66 and older,Yes,0.88281,1393,1569,0.86689,0.89873
1997,66 and older,No,0.11719,176,1569,0.10127,0.13311
1998,17-29 y.,Yes,0.58057,1859,3148,0.56333,0.59781
1998,17-29 y.,No,0.41943,1289,3148,0.40219,0.43667
1998,30-45 y.,Yes,0.59087,2864,4790,0.57694,0.60479
1998,30-45 y.,No,0.40913,1926,4790,0.39521,0.42306
1998,46-65 y.,Yes,0.72085,3119,4357,0.70752,0.73417
1998,46-65 y.,No,0.27915,1238,4357,0.26583,0.29248
1998,66 and older,Yes,0.87049,1588,1834,0.85512,0.88586
1998,66 and older,No,0.12951,246,1834,0.11414,0.14488
1999,17-29 y.,Yes,0.63801,1865,2958,0.62069,0.65533
1999,17-29 y.,No,0.36199,1093,2958,0.34467,0.37931
1999,30-45 y.,Yes,0.60806,2933,4695,0.59410,0.62203
1999,30-45 y.,No,0.39194,1762,4695,0.37797,0.40590
1999,46-65 y.,Yes,0.74037,3117,4169,0.72706,0.75368
1999,46-65 y.,No,0.25963,1052,4169,0.24632,0.27294
1999,66 and older,Yes,0.88457,1588,1790,0.86976,0.89938
1999,66 and older,No,0.11543,202,1790,0.10062,0.13024
2000,17-29 y.,Yes,0.58492,2712,4555,0.57061,0.59923
2000,17-29 y.,No,0.41508,1843,4555,0.40077,0.42939
2000,30-45 y.,Yes,0.59553,4897,8142,0.58487,0.60619
2000,30-45 y.,No,0.40447,3245,8142,0.39381,0.41513
2000,46-65 y.,Yes,0.71450,5570,7734,0.70443,0.72457
2000,46-65 y.,No,0.28550,2164,7734,0.27543,0.29557
2000,66 and older,Yes,0.86875,3109,3581,0.85768,0.87981
2000,66 and older,No,0.13125,472,3581,0.12019,0.14232
2001,17-29 y.,Yes,0.58287,2432,4087,0.56775,0.59799
2001,17-29 y.,No,0.41713,1655,4087,0.40201,0.43225
2001,30-45 y.,Yes,0.60735,4495,7308,0.59616,0.61855
2001,30-45 y.,No,0.39265,2813,7308,0.38145,0.40384
2001,46-65 y.,Yes,0.72421,5145,7059,0.71378,0.73464
2001,46-65 y.,No,0.27579,1914,7059,0.26536,0.28622
2001,66 and older,Yes,0.87684,2967,3383,0.86576,0.88791
2001,66 and older,No,0.12316,416,3383,0.11209,0.13424
2002,17-29 y.,Yes,0.56178,2385,4125,0.54663,0.57692
2002,17-29 y.,No,0.43822,1740,4125,0.42308,0.45337
2002,30-45 y.,Yes,0.59241,4483,7424,0.58124,0.60359
2002,30-45 y.,No,0.40759,2941,7424,0.39641,0.41876
2002,46-65 y.,Yes,0.70406,5576,7832,0.69395,0.71417
2002,46-65 y.,No,0.29594,2256,7832,0.28583,0.30605
2002,66 and older,Yes,0.86611,3102,3579,0.85496,0.87727
2002,66 and older,No,0.13389,477,3579,0.12273,0.14504
2003,17-29 y.,Yes,0.59039,2359,3983,0.57511,0.60566
2003,17-29 y.,No,0.40961,1624,3983,0.39434,0.42489
2003,30-45 y.,Yes,0.60748,4314,6908,0.59597,0.61900
2003,30-45 y.,No,0.39252,2594,6908,0.38100,0.40403
2003,46-65 y.,Yes,0.72332,5469,7534,0.71322,0.73342
2003,46-65 y.,No,0.27668,2065,7534,0.26658,0.28678
2003,66 and older,Yes,0.87272,3149,3623,0.86186,0.88357
2003,66 and older,No,0.12728,474,3623,0.11643,0.13814
2004,17-29 y.,Yes,0.56122,2249,3945,0.54573,0.57670
2004,17-29 y.,No,0.43878,1696,3945,0.42330,0.45427
2004,30-45 y.,Yes,0.59837,3922,6509,0.58646,0.61028
2004,30-45 y.,No,0.40163,2587,6509,0.38972,0.41354
2004,46-65 y.,Yes,0.69962,5159,7345,0.68913,0.71010
2004,46-65 y.,No,0.30038,2186,7345,0.28990,0.31087
2004,66 and older,Yes,0.87899,3258,3733,0.86853,0.88946
2004,66 and older,No,0.12101,475,3733,0.11054,0.13147
2005,17-29 y.,Yes,0.58298,2235,3809,0.56732,0.59864
2005,17-29 y.,No,0.41702,1574,3809,0.40136,0.43268
2005,30-45 y.,Yes,0.61880,3781,6063,0.60657,0.63102
2005,30-45 y.,No,0.38120,2282,6063,0.36898,0.39343
2005,46-65 y.,Yes,0.70822,4985,6979,0.69756,0.71889
2005,46-65 y.,No,0.29178,1994,6979,0.28111,0.30244
2005,66 and older,Yes,0.87892,3260,3745,0.86847,0.88937
2005,66 and older,No,0.12108,485,3745,0.11063,0.13153
2006,17-29 y.,Yes,0.57547,2141,3671,0.55948,0.59146
2006,17-29 y.,No,0.42453,1530,3671,0.40854,0.44052
2006,30-45 y.,Yes,0.60856,3789,6269,0.59647,0.62064
2006,30-45 y.,No,0.39144,2480,6269,0.37936,0.40353
2006,46-65 y.,Yes,0.68785,5268,7565,0.67740,0.69829
2006,46-65 y.,No,0.31215,2297,7565,0.30171,0.32260
2006,66 and older,Yes,0.86489,3809,4418,0.85481,0.87497
2006,66 and older,No,0.13511,609,4418,0.12503,0.14519
2007,17-29 y.,Yes,0.59030,2010,3379,0.57372,0.60689
2007,17-29 y.,No,0.40970,1369,3379,0.39311,0.42628
2007,30-45 y.,Yes,0.61417,3546,5691,0.60152,0.62681
2007,30-45 y.,No,0.38583,2145,5691,0.37319,0.39848
2007,46-65 y.,Yes,0.71550,5049,7027,0.70495,0.72605
2007,46-65 y.,No,0.28450,1978,7027,0.27395,0.29505
2007,66 and older,Yes,0.87950,3771,4318,0.86979,0.88921
2007,66 and older,No,0.12050,547,4318,0.11079,0.13021
2008,17-29 y.,Yes,0.57934,1824,3134,0.56206,0.59663
2008,17-29 y.,No,0.42066,1310,3134,0.40337,0.43794
2008,30-45 y.,Yes,0.61521,3207,5153,0.60193,0.62850
2008,30-45 y.,No,0.38479,1946,5153,0.37150,0.39807
2008,46-65 y.,Yes,0.71872,4812,6664,0.70793,0.72952
2008,46-65 y.,No,0.28128,1852,6664,0.27048,0.29207
2008,66 and older,Yes,0.87871,3745,4276,0.86892,0.88850
2008,66 and older,No,0.12129,531,4276,0.11150,0.13108
2009,17-29 y.,Yes,0.57999,1727,2842,0.56184,0.59814
2009,17-29 y.,No,0.42001,1115,2842,0.40186,0.43816
2009,30-45 y.,Yes,0.64300,3026,4657,0.62923,0.65676
2009,30-45 y.,No,0.35700,1631,4657,0.34324,0.37077
2009,46-65 y.,Yes,0.71753,4596,6294,0.70641,0.72866
2009,46-65 y.,No,0.28247,1698,6294,0.27134,0.29359
2009,66 and older,Yes,0.88717,3662,4142,0.87753,0.89681
2009,66 and older,No,0.11283,480,4142,0.10319,0.12247
2010,17-29 y.,Yes,0.57040,2267,3884,0.55483,0.58597
2010,17-29 y.,No,0.42960,1617,3884,0.41403,0.44517
2010,30-45 y.,Yes,0.63457,5714,9030,0.62463,0.64450
2010,30-45 y.,No,0.36543,3316,9030,0.35550,0.37537
2010,46-65 y.,Yes,0.71360,4932,6905,0.70293,0.72426
2010,46-65 y.,No,0.28640,1973,6905,0.27574,0.29707
2010,66 and older,Yes,0.87810,3489,3999,0.86796,0.88825
2010,66 and older,No,0.12190,510,3999,0.11175,0.13204
2011,17-29 y.,Yes,0.60976,2563,4168,0.59495,0.62457
2011,17-29 y.,No,0.39024,1605,4168,0.37543,0.40505
2011,30-45 y.,Yes,0.64179,6368,9920,0.63235,0.65122
2011,30-45 y.,No,0.35821,3552,9920,0.34878,0.36765
2011,46-65 y.,Yes,0.72074,6583,9103,0.71152,0.72996
2011,46-65 y.,No,0.27926,2520,9103,0.27004,0.28848
2011,66 and older,Yes,0.87798,4476,5121,0.86902,0.88695
2011,66 and older,No,0.12202,645,5121,0.11305,0.13098
2012,17-29 y.,Yes,0.59758,2429,3963,0.58231,0.61285
2012,17-29 y.,No,0.40242,1534,3963,0.38715,0.41769
2012,30-45 y.,Yes,0.63385,5839,9052,0.62393,0.64378
2012,30-45 y.,No,0.36615,3213,9052,0.35622,0.37607
2012,46-65 y.,Yes,0.71727,6721,9343,0.70814,0.72640
2012,46-65 y.,No,0.28273,2622,9343,0.27360,0.29186
2012,66 and older,Yes,0.87531,4507,5173,0.86630,0.88431
2012,66 and older,No,0.12469,666,5173,0.11569,0.13370
2013,17-29 y.,Yes,0.65388,2381,3636,0.63841,0.66934
2013,17-29 y.,No,0.34612,1255,3636,0.33066,0.36159
2013,30-45 y.,Yes,0.66726,5333,8047,0.65697,0.67756
2013,30-45 y.,No,0.33274,2714,8047,0.32244,0.34303
2013,46-65 y.,Yes,0.74358,6651,9012,0.73456,0.75259
2013,46-65 y.,No,0.25642,2361,9012,0.24741,0.26544
2013,66 and older,Yes,0.86769,4286,4950,0.85825,0.87713
2013,66 and older,No,0.13231,664,4950,0.12287,0.14175
2014,17-29 y.,Yes,0.60523,2606,4268,0.59056,0.61989
2014,17-29 y.,No,0.39477,1662,4268,0.38011,0.40944
2014,30-45 y.,Yes,0.62766,5379,8494,0.61738,0.63795
2014,30-45 y.,No,0.37234,3115,8494,0.36205,0.38262
2014,46-65 y.,Yes,0.72196,6684,9277,0.71284,0.73108
2014,46-65 y.,No,0.27804,2593,9277,0.26892,0.28716
2014,66 and older,Yes,0.86819,4286,4941,0.85876,0.87762
2014,66 and older,No,0.13181,655,4941,0.12238,0.14124
2015,17-29 y.,Yes,0.61430,2425,3907,0.59903,0.62956
2015,17-29 y.,No,0.38570,1482,3907,0.37044,0.40097
2015,30-45 y.,Yes,0.63694,4667,7342,0.62593,0.64794
2015,30-45 y.,No,0.36306,2675,7342,0.35206,0.37407
2015,46-65 y.,Yes,0.72867,6332,8841,0.71940,0.73794
2015,46-65 y.,No,0.27133,2509,8841,0.26206,0.28060
2015,66 and older,Yes,0.85751,4182,4870,0.84770,0.86733
2015,66 and older,No,0.14249,688,4870,0.13267,0.15230
2016,17-29 y.,Yes,0.59236,2269,3774,0.57668,0.60804
2016,17-29 y.,No,0.40764,1505,3774,0.39196,0.42332
2016,30-45 y.,Yes,0.65090,4447,7026,0.63976,0.66205
2016,30-45 y.,No,0.34910,2579,7026,0.33795,0.36024
2016,46-65 y.,Yes,0.70922,6014,8560,0.69960,0.71884
2016,46-65 y.,No,0.29078,2546,8560,0.28116,0.30040
2016,66 and older,Yes,0.85088,4001,4695,0.84069,0.86107
2016,66 and older,No,0.14912,694,4695,0.13893,0.15931
2017,17-29 y.,Yes,0.63882,2709,4267,0.62441,0.65324
2017,17-29 y.,No,0.36118,1558,4267,0.34676,0.37559
2017,30-45 y.,Yes,0.64809,4687,7199,0.63705,0.65912
2017,30-45 y.,No,0.35191,2512,7199,0.34088,0.36295
2017,46-65 y.,Yes,0.74266,7292,9936,0.73407,0.75126
2017,46-65 y.,No,0.25734,2644,9936,0.24874,0.26593
2017,66 and older,Yes,0.85922,4235,4942,0.84952,0.86892
2017,66 and older,No,0.14078,707,4942,0.13108,0.15048
2018,17-29 y.,Yes,0.63712,2656,4222,0.62262,0.65163
2018,17-29 y.,No,0.36288,1566,4222,0.34837,0.37738
2018,30-45 y.,Yes,0.64152,4357,6699,0.63004,0.65301
2018,30-45 y.,No,0.35848,2342,6699,0.34699,0.36996
2018,46-65 y.,Yes,0.72849,7005,9611,0.71959,0.73738
2018,46-65 y.,No,0.27151,2606,9611,0.26262,0.28041
2018,66 and older,Yes,0.85304,4273,4972,0.84319,0.86288
2018,66 and older,No,0.14696,699,4972,0.13712,0.15681
2019,17-29 y.,Yes,0.63958,2435,3826,0.62436,0.65479
2019,17-29 y.,No,0.36042,1391,3826,0.34521,0.37564
2019,30-45 y.,Yes,0.64743,4016,6273,0.63560,0.65925
2019,30-45 y.,No,0.35257,2257,6273,0.34075,0.36440
2019,46-65 y.,Yes,0.74660,7607,10395,0.73824,0.75497
2019,46-65 y.,No,0.25340,2788,10395,0.24503,0.26176
2019,66 and older,Yes,0.86038,4407,5161,0.85092,0.86984
2019,66 and older,No,0.13962,754,5161,0.13016,0.14908
2020,17-29 y.,Yes,0.56769,2751,5047,0.55402,0.58135
2020,17-29 y.,No,0.43231,2296,5047,0.41865,0.44598
2020,30-45 y.,Yes,0.59283,4526,8017,0.58208,0.60359
2020,30-45 y.,No,0.40717,3491,8017,0.39641,0.41792
2020,46-65 y.,Yes,0.69085,7033,10347,0.68195,0.69976
2020,46-65 y.,No,0.30915,3314,10347,0.30024,0.31805
2020,66 and older,Yes,0.82413,4047,4884,0.81345,0.83481
2020,66 and older,No,0.17587,837,4884,0.16519,0.18655
2021,17-29 y.,Yes,0.63029,1705,2683,0.61202,0.64856
2021,17-29 y.,No,0.36971,978,2683,0.35144,0.38798
2021,30-45 y.,Yes,0.63441,2661,4127,0.61971,0.64910
2021,30-45 y.,No,0.36559,1466,4127,0.35090,0.38029
2021,46-65 y.,Yes,0.73607,4979,6785,0.72558,0.74656
2021,46-65 y.,No,0.26393,1806,6785,0.25344,0.27442
2021,66 and older,Yes,0.84276,3006,3550,0.83078,0.85473
2021,66 and older,No,0.15724,544,3550,0.14527,0.16922
2022,17-29 y.,Yes,0.59384,3300,5353,0.58068,0.60700
2022,17-29 y.,No,0.40616,2053,5353,0.39300,0.41932
2022,30-45 y.,Yes,0.60854,5277,8480,0.59815,0.61893
2022,30-45 y.,No,0.39146,3203,8480,0.38107,0.40185
2022,46-65 y.,Yes,0.70101,5797,8165,0.69108,0.71095
2022,46-65 y.,No,0.29899,2368,8165,0.28905,0.30892
2022,66 and older,Yes,0.82364,2903,3523,0.81106,0.83623
2022,66 and older,No,0.17636,620,3523,0.16377,0.18894
