year,pgisced97,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Secondary Level,West,No,0.23597,816,2907,0.22053,0.25141
1986,Upper Secondary Level,West,Yes,0.72779,3521,4993,0.71544,0.74014
1986,Upper Secondary Level,West,No,0.27221,1472,4993,0.25986,0.28456
1986,Post-secondary Non-tertiary Level,West,Yes,0.75850,197,274,0.70773,0.80927
1986,Post-secondary Non-tertiary Level,West,No,0.24150,77,274,0.19073,0.29227
1986,First Stage of Tertiary Education,West,Yes,0.77228,438,581,0.73815,0.80641
1986,First Stage of Tertiary Education,West,No,0.22772,143,581,0.19359,0.26185
1986,Second Stage of Tertiary Education,West,Yes,0.68457,500,749,0.65127,0.71787
1986,Second Stage of Tertiary Education,West,No,0.31543,249,749,0.28213,0.34873
1987,No answer / don't know,West,Yes,0.72709,83,123,0.64804,0.80614
1987,No answer / don't know,West,No,0.27291,40,123,0.19386,0.35196
1987,Pre-primary Level,West,Yes,0.65714,113,191,0.58964,0.72463
1987,Pre-primary Level,West,No,0.34286,78,191,0.27537,0.41036
1987,Primary Level,West,Yes,0.70362,502,751,0.67094,0.73631
1987,Primary Level,West,No,0.29638,249,751,0.26369,0.32906
1987,Lower Secondary Level,West,Yes,0.75871,1989,2836,0.74296,0.77446
1987,Lower Secondary Level,West,No,0.24129,847,2836,0.22554,0.25704
1987,Upper Secondary Level,West,Yes,0.72431,3485,4970,0.71189,0.73674
1987,Upper Secondary Level,West,No,0.27569,1485,4970,0.26326,0.28811
1987,Post-secondary Non-tertiary Level,West,Yes,0.73322,189,274,0.68076,0.78569
1987,Post-secondary Non-tertiary Level,West,No,0.26678,85,274,0.21431,0.31924
1987,First Stage of Tertiary Education,West,Yes,0.76448,435,565,0.72946,0.79950
1987,First Stage of Tertiary Education,West,No,0.23552,130,565,0.20050,0.27054
1987,Second Stage of Tertiary Education,West,Yes,0.67479,482,742,0.64106,0.70852
1987,Second Stage of Tertiary Education,West,No,0.32521,260,742,0.29148,0.35894
1988,No answer / don't know,West,Yes,0.68000,95,145,0.60381,0.75619
1988,No answer / don't know,West,No,0.32000,50,145,0.24381,0.39619
1988,Pre-primary Level,West,Yes,0.57320,88,163,0.49703,0.64937
1988,Pre-primary Level,West,No,0.42680,75,163,0.35063,0.50297
1988,Primary Level,West,Yes,0.66520,463,690,0.62996,0.70044
1988,Primary Level,West,No,0.33480,227,690,0.29956,0.37004
1988,Lower Secondary Level,West,Yes,0.70647,1794,2708,0.68932,0.72363
1988,Lower Secondary Level,West,No,0.29353,914,2708,0.27637,0.31068
1988,Upper Secondary Level,West,Yes,0.69101,3146,4728,0.67784,0.70418
1988,Upper Secondary Level,West,No,0.30899,1582,4728,0.29582,0.32216
1988,Post-secondary Non-tertiary Level,West,Yes,0.69714,176,266,0.64182,0.75247
1988,Post-secondary Non-tertiary Level,West,No,0.30286,90,266,0.24753,0.35818
1988,First Stage of Tertiary Education,West,Yes,0.67191,351,536,0.63212,0.71170
1988,First Stage of Tertiary Education,West,No,0.32809,185,536,0.28830,0.36788
1988,Second Stage of Tertiary Education,West,Yes,0.61743,420,699,0.58138,0.65349
1988,Second Stage of Tertiary Education,West,No,0.38257,279,699,0.34651,0.41862
1989,No answer / don't know,West,Yes,0.70792,95,141,0.63259,0.78324
1989,No answer / don't know,West,No,0.29208,46,141,0.21676,0.36741
1989,Pre-primary Level,West,Yes,0.53936,90,175,0.46530,0.61342
1989,Pre-primary Level,West,No,0.46064,85,175,0.38658,0.53470
1989,Primary Level,West,Yes,0.71770,439,646,0.68296,0.75244
1989,Primary Level,West,No,0.28230,207,646,0.24756,0.31704
1989,Lower Secondary Level,West,Yes,0.73625,1759,2563,0.71919,0.75331
1989,Lower Secondary Level,West,No,0.26375,804,2563,0.24669,0.28081
1989,Upper Secondary Level,West,Yes,0.68824,3061,4608,0.67486,0.70161
1989,Upper Secondary Level,West,No,0.31176,1547,4608,0.29839,0.32514
1989,Post-secondary Non-tertiary Level,West,Yes,0.66547,187,287,0.61079,0.72015
1989,Post-secondary Non-tertiary Level,West,No,0.33453,100,287,0.27985,0.38921
1989,First Stage of Tertiary Education,West,Yes,0.71682,359,511,0.67772,0.75592
1989,First Stage of Tertiary Education,West,No,0.28318,152,511,0.24408,0.32228
1989,Second Stage of Tertiary Education,West,Yes,0.66563,454,696,0.63055,0.70070
1989,Second Stage of Tertiary Education,West,No,0.33437,242,696,0.29930,0.36945
1991,No answer / don't know,West,Yes,0.65512,104,164,0.58215,0.72810
1991,No answer / don't know,West,No,0.34488,60,164,0.27190,0.41785
1991,Pre-primary Level,West,Yes,0.61071,80,149,0.53216,0.68927
1991,Pre-primary Level,West,No,0.38929,69,149,0.31073,0.46784
1991,Primary Level,West,Yes,0.69179,414,612,0.65518,0.72841
1991,Primary Level,West,No,0.30821,198,612,0.27159,0.34482
1991,Lower Secondary Level,West,Yes,0.75997,1695,2390,0.74284,0.77710
1991,Lower Secondary Level,West,No,0.24003,695,2390,0.22290,0.25716
1991,Lower Secondary Level,East,Yes,0.69867,299,450,0.65622,0.74111
1991,Lower Secondary Level,East,No,0.30133,151,450,0.25889,0.34378
1991,Upper Secondary Level,West,Yes,0.72118,3154,4532,0.70813,0.73424
1991,Upper Secondary Level,West,No,0.27882,1378,4532,0.26576,0.29187
1991,Upper Secondary Level,East,Yes,0.57442,1312,2349,0.55442,0.59442
1991,Upper Secondary Level,East,No,0.42558,1037,2349,0.40558,0.44558
1991,Post-secondary Non-tertiary Level,West,Yes,0.73880,220,307,0.68958,0.78802
1991,Post-secondary Non-tertiary Level,West,No,0.26120,87,307,0.21198,0.31042
1991,Post-secondary Non-tertiary Level,East,Yes,0.62872,41,41,0.47899,0.77845
1991,First Stage of Tertiary Education,West,Yes,0.70158,357,514,0.66199,0.74118
1991,First Stage of Tertiary Education,West,No,0.29842,157,514,0.25882,0.33801
1991,First Stage of Tertiary Education,East,Yes,0.60107,137,237,0.53859,0.66354
1991,First Stage of Tertiary Education,East,No,0.39893,100,237,0.33646,0.46141
1991,Second Stage of Tertiary Education,West,Yes,0.65526,458,720,0.62052,0.69000
1991,Second Stage of Tertiary Education,West,No,0.34474,262,720,0.31000,0.37948
1991,Second Stage of Tertiary Education,East,Yes,0.65764,602,950,0.62745,0.68783
1991,Second Stage of Tertiary Education,East,No,0.34236,348,950,0.31217,0.37255
1992,No answer / don't know,West,Yes,0.57279,98,169,0.49799,0.64760
1992,No answer / don't know,West,No,0.42721,71,169,0.35240,0.50201
1992,Pre-primary Level,West,Yes,0.59092,81,142,0.50976,0.67207
1992,Pre-primary Level,West,No,0.40908,61,142,0.32793,0.49024
1992,Pre-primary Level,East,Yes,0.79279,35,35,0.65655,0.92903
1992,Primary Level,West,Yes,0.64746,382,586,0.60875,0.68618
1992,Primary Level,West,No,0.35254,204,586,0.31382,0.39125
1992,Lower Secondary Level,West,Yes,0.73315,1583,2293,0.71505,0.75126
1992,Lower Secondary Level,West,No,0.26685,710,2293,0.24874,0.28495
1992,Lower Secondary Level,East,Yes,0.70991,300,453,0.66807,0.75175
1992,Lower Secondary Level,East,No,0.29009,153,453,0.24825,0.33193
1992,Upper Secondary Level,West,Yes,0.70609,3034,4449,0.69270,0.71948
1992,Upper Secondary Level,West,No,0.29391,1415,4449,0.28052,0.30730
1992,Upper Secondary Level,East,Yes,0.67948,1454,2201,0.65998,0.69898
1992,Upper Secondary Level,East,No,0.32052,747,2201,0.30102,0.34002
1992,Post-secondary Non-tertiary Level,West,Yes,0.73700,221,315,0.68831,0.78570
1992,Post-secondary Non-tertiary Level,West,No,0.26300,94,315,0.21430,0.31169
1992,Post-secondary Non-tertiary Level,East,Yes,0.56487,36,67,0.44526,0.68448
1992,Post-secondary Non-tertiary Level,East,No,0.43513,31,67,0.31552,0.55474
1992,First Stage of Tertiary Education,West,Yes,0.68953,362,528,0.65003,0.72904
1992,First Stage of Tertiary Education,West,No,0.31047,166,528,0.27096,0.34997
1992,First Stage of Tertiary Education,East,Yes,0.64074,138,229,0.57847,0.70302
1992,First Stage of Tertiary Education,East,No,0.35926,91,229,0.29698,0.42153
1992,Second Stage of Tertiary Education,West,Yes,0.66933,477,731,0.63520,0.70346
1992,Second Stage of Tertiary Education,West,No,0.33067,254,731,0.29654,0.36480
1992,Second Stage of Tertiary Education,East,Yes,0.71887,640,908,0.68961,0.74812
1992,Second Stage of Tertiary Education,East,No,0.28113,268,908,0.25188,0.31039
1994,No answer / don't know,West,Yes,0.69798,142,204,0.63482,0.76114
1994,No answer / don't know,West,No,0.30202,62,204,0.23886,0.36518
1994,Pre-primary Level,West,Yes,0.68700,92,153,0.61328,0.76072
1994,Pre-primary Level,West,No,0.31300,61,153,0.23928,0.38672
1994,Pre-primary Level,East,Yes,0.77792,69,69,0.67913,0.87672
1994,Primary Level,West,Yes,0.71018,388,539,0.67184,0.74852
1994,Primary Level,West,No,0.28982,151,539,0.25148,0.32816
1994,Lower Secondary Level,West,Yes,0.78511,1556,2072,0.76742,0.80280
1994,Lower Secondary Level,West,No,0.21489,516,2072,0.19720,0.23258
1994,Lower Secondary Level,East,Yes,0.86798,345,401,0.83480,0.90115
1994,Lower Secondary Level,East,No,0.13202,56,401,0.09885,0.16520
1994,Upper Secondary Level,West,Yes,0.76773,3312,4460,0.75534,0.78013
1994,Upper Secondary Level,West,No,0.23227,1148,4460,0.21987,0.24466
1994,Upper Secondary Level,East,Yes,0.80195,1634,2084,0.78484,0.81907
1994,Upper Secondary Level,East,No,0.19805,450,2084,0.18093,0.21516
1994,Post-secondary Non-tertiary Level,West,Yes,0.79782,249,316,0.75347,0.84217
1994,Post-secondary Non-tertiary Level,West,No,0.20218,67,316,0.15783,0.24653
1994,Post-secondary Non-tertiary Level,East,Yes,0.75866,56,56,0.64557,0.87174
1994,First Stage of Tertiary Education,West,Yes,0.77538,382,511,0.73916,0.81160
1994,First Stage of Tertiary Education,West,No,0.22462,129,511,0.18840,0.26084
1994,First Stage of Tertiary Education,East,Yes,0.80221,185,232,0.75084,0.85358
1994,First Stage of Tertiary Education,East,No,0.19779,47,232,0.14642,0.24916
1994,Second Stage of Tertiary Education,West,Yes,0.77259,584,790,0.74334,0.80184
1994,Second Stage of Tertiary Education,West,No,0.22741,206,790,0.19816,0.25666
1994,Second Stage of Tertiary Education,East,Yes,0.81717,715,857,0.79127,0.84306
1994,Second Stage of Tertiary Education,East,No,0.18283,142,857,0.15694,0.20873
1995,No answer / don't know,West,Yes,0.61873,147,242,0.55740,0.68005
1995,No answer / don't know,West,No,0.38127,95,242,0.31995,0.44260
1995,Pre-primary Level,West,Yes,0.51077,95,189,0.43931,0.58222
1995,Pre-primary Level,West,No,0.48923,94,189,0.41778,0.56069
1995,Pre-primary Level,East,Yes,0.80792,76,76,0.71877,0.89708
1995,Primary Level,West,Yes,0.67799,357,521,0.63783,0.71815
1995,Primary Level,West,No,0.32201,164,521,0.28185,0.36217
1995,Lower Secondary Level,West,Yes,0.76880,1496,2097,0.75075,0.78685
1995,Lower Secondary Level,West,No,0.23120,601,2097,0.21315,0.24925
1995,Lower Secondary Level,East,Yes,0.79904,288,377,0.75854,0.83954
1995,Lower Secondary Level,East,No,0.20096,89,377,0.16046,0.24146
1995,Upper Secondary Level,West,Yes,0.71625,3184,4635,0.70327,0.72923
1995,Upper Secondary Level,West,No,0.28375,1451,4635,0.27077,0.29673
1995,Upper Secondary Level,East,Yes,0.72361,1422,2034,0.70417,0.74305
1995,Upper Secondary Level,East,No,0.27639,612,2034,0.25695,0.29583
1995,Post-secondary Non-tertiary Level,West,Yes,0.70933,273,398,0.66467,0.75400
1995,Post-secondary Non-tertiary Level,West,No,0.29067,125,398,0.24600,0.33533
1995,Post-secondary Non-tertiary Level,East,Yes,0.70633,45,45,0.57176,0.84091
1995,First Stage of Tertiary Education,West,Yes,0.69736,353,520,0.65784,0.73688
1995,First Stage of Tertiary Education,West,No,0.30264,167,520,0.26312,0.34216
1995,First Stage of Tertiary Education,East,Yes,0.71319,154,228,0.65436,0.77203
1995,First Stage of Tertiary Education,East,No,0.28681,74,228,0.22797,0.34564
1995,Second Stage of Tertiary Education,West,Yes,0.66647,604,914,0.63589,0.69705
1995,Second Stage of Tertiary Education,West,No,0.33353,310,914,0.30295,0.36411
1995,Second Stage of Tertiary Education,East,Yes,0.78344,636,829,0.75539,0.81150
1995,Second Stage of Tertiary Education,East,No,0.21656,193,829,0.18850,0.24461
1996,No answer / don't know,West,Yes,0.68209,146,225,0.62110,0.74307
1996,No answer / don't know,West,No,0.31791,79,225,0.25693,0.37890
1996,Pre-primary Level,West,Yes,0.56899,106,195,0.49930,0.63868
1996,Pre-primary Level,West,No,0.43101,89,195,0.36132,0.50070
1996,Pre-primary Level,East,Yes,0.63550,66,98,0.53972,0.73128
1996,Pre-primary Level,East,No,0.36450,32,98,0.26872,0.46028
1996,Primary Level,West,Yes,0.71837,332,472,0.67775,0.75900
1996,Primary Level,West,No,0.28163,140,472,0.24100,0.32225
1996,Lower Secondary Level,West,Yes,0.77098,1453,1987,0.75249,0.78946
1996,Lower Secondary Level,West,No,0.22902,534,1987,0.21054,0.24751
1996,Lower Secondary Level,East,Yes,0.80092,279,363,0.75978,0.84205
1996,Lower Secondary Level,East,No,0.19908,84,363,0.15795,0.24022
1996,Upper Secondary Level,West,Yes,0.71550,3121,4523,0.70235,0.72865
1996,Upper Secondary Level,West,No,0.28450,1402,4523,0.27135,0.29765
1996,Upper Secondary Level,East,Yes,0.71119,1379,2012,0.69138,0.73099
1996,Upper Secondary Level,East,No,0.28881,633,2012,0.26901,0.30862
1996,Post-secondary Non-tertiary Level,West,Yes,0.69442,274,394,0.64888,0.73997
1996,Post-secondary Non-tertiary Level,West,No,0.30558,120,394,0.26003,0.35112
1996,Post-secondary Non-tertiary Level,East,Yes,0.59824,47,47,0.45656,0.73992
1996,First Stage of Tertiary Education,West,Yes,0.72005,364,525,0.68160,0.75849
1996,First Stage of Tertiary Education,West,No,0.27995,161,525,0.24151,0.31840
1996,First Stage of Tertiary Education,East,Yes,0.68863,151,227,0.62826,0.74901
1996,First Stage of Tertiary Education,East,No,0.31137,76,227,0.25099,0.37174
1996,Second Stage of Tertiary Education,West,Yes,0.68662,630,920,0.65663,0.71661
1996,Second Stage of Tertiary Education,West,No,0.31338,290,920,0.28339,0.34337
1996,Second Stage of Tertiary Education,East,Yes,0.75286,621,836,0.72361,0.78212
1996,Second Stage of Tertiary Education,East,No,0.24714,215,836,0.21788,0.27639
1997,No answer / don't know,West,Yes,0.62632,134,227,0.56325,0.68940
1997,No answer / don't know,West,No,0.37368,93,227,0.31060,0.43675
1997,Pre-primary Level,West,Yes,0.60359,120,205,0.53646,0.67071
1997,Pre-primary Level,West,No,0.39641,85,205,0.32929,0.46354
1997,Pre-primary Level,East,Yes,0.67531,75,109,0.58699,0.76362
1997,Pre-primary Level,East,No,0.32469,34,109,0.23638,0.41301
1997,Primary Level,West,Yes,0.70780,324,448,0.66564,0.74996
1997,Primary Level,West,No,0.29220,124,448,0.25004,0.33436
1997,Lower Secondary Level,West,Yes,0.74968,1386,1965,0.73052,0.76884
1997,Lower Secondary Level,West,No,0.25032,579,1965,0.23116,0.26948
1997,Lower Secondary Level,East,Yes,0.79688,264,348,0.75455,0.83921
1997,Lower Secondary Level,East,No,0.20312,84,348,0.16079,0.24545
1997,Upper Secondary Level,West,Yes,0.70809,3042,4485,0.69479,0.72140
1997,Upper Secondary Level,West,No,0.29191,1443,4485,0.27860,0.30521
1997,Upper Secondary Level,East,Yes,0.71646,1353,1979,0.69660,0.73633
1997,Upper Secondary Level,East,No,0.28354,626,1979,0.26367,0.30340
1997,Post-secondary Non-tertiary Level,West,Yes,0.62201,251,377,0.57300,0.67103
1997,Post-secondary Non-tertiary Level,West,No,0.37799,126,377,0.32897,0.42700
1997,Post-secondary Non-tertiary Level,East,Yes,0.59518,43,43,0.44673,0.74363
1997,First Stage of Tertiary Education,West,Yes,0.67927,341,523,0.63923,0.71932
1997,First Stage of Tertiary Education,West,No,0.32073,182,523,0.28068,0.36077
1997,First Stage of Tertiary Education,East,Yes,0.73050,156,230,0.67304,0.78797
1997,First Stage of Tertiary Education,East,No,0.26950,74,230,0.21203,0.32696
1997,Second Stage of Tertiary Education,West,Yes,0.64948,592,924,0.61870,0.68027
1997,Second Stage of Tertiary Education,West,No,0.35052,332,924,0.31973,0.38130
1997,Second Stage of Tertiary Education,East,Yes,0.78381,634,834,0.75586,0.81177
1997,Second Stage of Tertiary Education,East,No,0.21619,200,834,0.18823,0.24414
1998,No answer / don't know,West,Yes,0.63197,315,505,0.58986,0.67407
1998,No answer / don't know,West,No,0.36803,190,505,0.32593,0.41014
1998,No answer / don't know,East,Yes,0.60000,56,96,0.50149,0.69852
1998,No answer / don't know,East,No,0.40000,40,96,0.30148,0.49851
1998,Pre-primary Level,West,Yes,0.53225,117,223,0.46662,0.59789
1998,Pre-primary Level,West,No,0.46775,106,223,0.40211,0.53338
1998,Pre-primary Level,East,Yes,0.67457,70,108,0.58579,0.76335
1998,Pre-primary Level,East,No,0.32543,38,108,0.23665,0.41421
1998,Primary Level,West,Yes,0.68470,287,425,0.64047,0.72893
1998,Primary Level,West,No,0.31530,138,425,0.27107,0.35953
1998,Lower Secondary Level,West,Yes,0.70850,1458,2146,0.68926,0.72773
1998,Lower Secondary Level,West,No,0.29150,688,2146,0.27227,0.31074
1998,Lower Secondary Level,East,Yes,0.75231,269,374,0.70850,0.79612
1998,Lower Secondary Level,East,No,0.24769,105,374,0.20388,0.29150
1998,Upper Secondary Level,West,Yes,0.68187,3233,4880,0.66880,0.69494
1998,Upper Secondary Level,West,No,0.31813,1647,4880,0.30506,0.33120
1998,Upper Secondary Level,East,Yes,0.68533,1384,2086,0.66539,0.70526
1998,Upper Secondary Level,East,No,0.31467,702,2086,0.29474,0.33461
1998,Post-secondary Non-tertiary Level,West,Yes,0.68942,302,436,0.64593,0.73290
1998,Post-secondary Non-tertiary Level,West,No,0.31058,134,436,0.26710,0.35407
1998,Post-secondary Non-tertiary Level,East,Yes,0.68045,46,46,0.54421,0.81670
1998,First Stage of Tertiary Education,West,Yes,0.67996,381,573,0.64173,0.71819
1998,First Stage of Tertiary Education,West,No,0.32004,192,573,0.28181,0.35827
1998,First Stage of Tertiary Education,East,Yes,0.65870,155,235,0.59795,0.71946
1998,First Stage of Tertiary Education,East,No,0.34130,80,235,0.28054,0.40205
1998,Second Stage of Tertiary Education,West,Yes,0.65563,695,1092,0.62744,0.68383
1998,Second Stage of Tertiary Education,West,No,0.34437,397,1092,0.31617,0.37256
1998,Second Stage of Tertiary Education,East,Yes,0.76997,652,868,0.74195,0.79798
1998,Second Stage of Tertiary Education,East,No,0.23003,216,868,0.20202,0.25805
1999,No answer / don't know,West,Yes,0.58996,136,236,0.52708,0.65285
1999,No answer / don't know,West,No,0.41004,100,236,0.34715,0.47292
1999,Pre-primary Level,West,Yes,0.61103,121,211,0.54509,0.67697
1999,Pre-primary Level,West,No,0.38897,90,211,0.32303,0.45491
1999,Pre-primary Level,East,Yes,0.60458,69,104,0.51016,0.69901
1999,Pre-primary Level,East,No,0.39542,35,104,0.30099,0.48984
1999,Primary Level,West,Yes,0.73407,294,407,0.69109,0.77705
1999,Primary Level,West,No,0.26593,113,407,0.22295,0.30891
1999,Lower Secondary Level,West,Yes,0.76030,1489,2055,0.74183,0.77876
1999,Lower Secondary Level,West,No,0.23970,566,2055,0.22124,0.25817
1999,Lower Secondary Level,East,Yes,0.80608,287,368,0.76563,0.84653
1999,Lower Secondary Level,East,No,0.19392,81,368,0.15347,0.23437
1999,Upper Secondary Level,West,Yes,0.70894,3331,4833,0.69613,0.72174
1999,Upper Secondary Level,West,No,0.29106,1502,4833,0.27826,0.30387
1999,Upper Secondary Level,East,Yes,0.71692,1459,2071,0.69751,0.73633
1999,Upper Secondary Level,East,No,0.28308,612,2071,0.26367,0.30249
1999,Post-secondary Non-tertiary Level,West,Yes,0.70137,301,428,0.65796,0.74478
1999,Post-secondary Non-tertiary Level,West,No,0.29863,127,428,0.25522,0.34204
1999,Post-secondary Non-tertiary Level,East,Yes,0.55390,47,47,0.41025,0.69755
1999,First Stage of Tertiary Education,West,Yes,0.67233,387,568,0.63370,0.71097
1999,First Stage of Tertiary Education,West,No,0.32767,181,568,0.28903,0.36630
1999,First Stage of Tertiary Education,East,Yes,0.71896,177,242,0.66221,0.77571
1999,First Stage of Tertiary Education,East,No,0.28104,65,242,0.22429,0.33779
1999,Second Stage of Tertiary Education,West,Yes,0.64577,716,1099,0.61748,0.67406
1999,Second Stage of Tertiary Education,West,No,0.35423,383,1099,0.32594,0.38252
1999,Second Stage of Tertiary Education,East,Yes,0.77840,653,856,0.75056,0.80624
1999,Second Stage of Tertiary Education,East,No,0.22160,203,856,0.19376,0.24944
2000,Pre-primary Level,West,Yes,0.49870,177,348,0.44609,0.55131
2000,Pre-primary Level,West,No,0.50130,171,348,0.44869,0.55391
2000,Pre-primary Level,East,Yes,0.66202,96,142,0.58394,0.74010
2000,Pre-primary Level,East,No,0.33798,46,142,0.25990,0.41606
2000,Primary Level,West,Yes,0.65479,254,383,0.60712,0.70247
2000,Primary Level,West,No,0.34521,129,383,0.29753,0.39288
2000,Lower Secondary Level,West,Yes,0.72592,2158,3023,0.71001,0.74182
2000,Lower Secondary Level,West,No,0.27408,865,3023,0.25818,0.28999
2000,Lower Secondary Level,East,Yes,0.78426,390,509,0.74849,0.82003
2000,Lower Secondary Level,East,No,0.21574,119,509,0.17997,0.25151
2000,Upper Secondary Level,West,Yes,0.67821,6361,9520,0.66883,0.68760
2000,Upper Secondary Level,West,No,0.32179,3159,9520,0.31240,0.33117
2000,Upper Secondary Level,East,Yes,0.68979,2203,3237,0.67385,0.70573
2000,Upper Secondary Level,East,No,0.31021,1034,3237,0.29427,0.32615
2000,Post-secondary Non-tertiary Level,West,Yes,0.66397,648,993,0.63458,0.69337
2000,Post-secondary Non-tertiary Level,West,No,0.33603,345,993,0.30663,0.36542
2000,Post-secondary Non-tertiary Level,East,Yes,0.64690,78,124,0.56243,0.73136
2000,Post-secondary Non-tertiary Level,East,No,0.35310,46,124,0.26864,0.43757
2000,First Stage of Tertiary Education,West,Yes,0.68938,933,1371,0.66487,0.71388
2000,First Stage of Tertiary Education,West,No,0.31062,438,1371,0.28612,0.33513
2000,First Stage of Tertiary Education,East,Yes,0.69906,351,504,0.65897,0.73914
2000,First Stage of Tertiary Education,East,No,0.30094,153,504,0.26086,0.34103
2000,Second Stage of Tertiary Education,West,Yes,0.65098,1619,2515,0.63234,0.66961
2000,Second Stage of Tertiary Education,West,No,0.34902,896,2515,0.33039,0.36766
2000,Second Stage of Tertiary Education,East,Yes,0.77745,977,1285,0.75469,0.80020
2000,Second Stage of Tertiary Education,East,No,0.22255,308,1285,0.19980,0.24531
2001,No answer / don't know,West,Yes,0.61759,55,88,0.51547,0.71971
2001,No answer / don't know,West,No,0.38241,33,88,0.28029,0.48453
2001,Pre-primary Level,West,Yes,0.52310,205,383,0.47301,0.57319
2001,Pre-primary Level,West,No,0.47690,178,383,0.42681,0.52699
2001,Pre-primary Level,East,Yes,0.64189,102,155,0.56616,0.71761
2001,Pre-primary Level,East,No,0.35811,53,155,0.28239,0.43384
2001,Primary Level,West,Yes,0.73187,216,296,0.68131,0.78242
2001,Primary Level,West,No,0.26813,80,296,0.21758,0.31869
2001,Lower Secondary Level,West,Yes,0.72457,1859,2623,0.70747,0.74167
2001,Lower Secondary Level,West,No,0.27543,764,2623,0.25833,0.29253
2001,Lower Secondary Level,East,Yes,0.76000,342,446,0.72032,0.79968
2001,Lower Secondary Level,East,No,0.24000,104,446,0.20032,0.27968
2001,Upper Secondary Level,West,Yes,0.69405,5865,8543,0.68427,0.70382
2001,Upper Secondary Level,West,No,0.30595,2678,8543,0.29618,0.31573
2001,Upper Secondary Level,East,Yes,0.70242,2081,2988,0.68602,0.71882
2001,Upper Secondary Level,East,No,0.29758,907,2988,0.28118,0.31398
2001,Post-secondary Non-tertiary Level,West,Yes,0.68313,623,943,0.65342,0.71284
2001,Post-secondary Non-tertiary Level,West,No,0.31687,320,943,0.28716,0.34658
2001,Post-secondary Non-tertiary Level,East,Yes,0.68472,74,121,0.60159,0.76785
2001,Post-secondary Non-tertiary Level,East,No,0.31528,47,121,0.23215,0.39841
2001,First Stage of Tertiary Education,West,Yes,0.67859,821,1228,0.65246,0.70473
2001,First Stage of Tertiary Education,West,No,0.32141,407,1228,0.29527,0.34754
2001,First Stage of Tertiary Education,East,Yes,0.72231,310,441,0.68046,0.76416
2001,First Stage of Tertiary Education,East,No,0.27769,131,441,0.23584,0.31954
2001,Second Stage of Tertiary Education,West,Yes,0.65525,1502,2322,0.63592,0.67459
