year,pgisced97,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,No answer / don't know,Urban regions,Yes,0.67128,81,125,0.58860,0.75396
1988,No answer / don't know,Urban regions,No,0.32872,44,125,0.24604,0.41140
1988,Pre-primary Level,Urban regions,Yes,0.59780,75,134,0.51447,0.68114
1988,Pre-primary Level,Urban regions,No,0.40220,59,134,0.31886,0.48553
1988,Primary Level,Urban regions,Yes,0.67696,401,595,0.63935,0.71457
1988,Primary Level,Urban regions,No,0.32304,194,595,0.28543,0.36065
1988,Primary Level,Rural regions,Yes,0.62228,62,95,0.52427,0.72029
1988,Primary Level,Rural regions,No,0.37772,33,95,0.27971,0.47573
1988,Lower Secondary Level,Urban regions,Yes,0.70881,1390,2099,0.68937,0.72825
1988,Lower Secondary Level,Urban regions,No,0.29119,709,2099,0.27175,0.31063
1988,Lower Secondary Level,Rural regions,Yes,0.70013,404,609,0.66370,0.73655
1988,Lower Secondary Level,Rural regions,No,0.29987,205,609,0.26345,0.33630
1988,Upper Secondary Level,Urban regions,Yes,0.69191,2458,3687,0.67701,0.70682
1988,Upper Secondary Level,Urban regions,No,0.30809,1229,3687,0.29318,0.32299
1988,Upper Secondary Level,Rural regions,Yes,0.68811,688,1041,0.65995,0.71626
1988,Upper Secondary Level,Rural regions,No,0.31189,353,1041,0.28374,0.34005
1988,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69511,152,231,0.63561,0.75461
1988,Post-secondary Non-tertiary Level,Urban regions,No,0.30489,79,231,0.24539,0.36439
1988,First Stage of Tertiary Education,Urban regions,Yes,0.67764,280,422,0.63299,0.72228
1988,First Stage of Tertiary Education,Urban regions,No,0.32236,142,422,0.27772,0.36701
1988,First Stage of Tertiary Education,Rural regions,Yes,0.65149,71,114,0.56363,0.73935
1988,First Stage of Tertiary Education,Rural regions,No,0.34851,43,114,0.26065,0.43637
1988,Second Stage of Tertiary Education,Urban regions,Yes,0.59926,344,587,0.55958,0.63894
1988,Second Stage of Tertiary Education,Urban regions,No,0.40074,243,587,0.36106,0.44042
1988,Second Stage of Tertiary Education,Rural regions,Yes,0.71002,76,112,0.62560,0.79443
1988,Second Stage of Tertiary Education,Rural regions,No,0.28998,36,112,0.20557,0.37440
1989,No answer / don't know,Urban regions,Yes,0.70540,77,118,0.62280,0.78801
1989,No answer / don't know,Urban regions,No,0.29460,41,118,0.21199,0.37720
1989,Pre-primary Level,Urban regions,Yes,0.51397,73,148,0.43317,0.59476
1989,Pre-primary Level,Urban regions,No,0.48603,75,148,0.40524,0.56683
1989,Primary Level,Urban regions,Yes,0.69266,380,561,0.65444,0.73087
1989,Primary Level,Urban regions,No,0.30734,181,561,0.26913,0.34556
1989,Primary Level,Rural regions,Yes,0.81255,59,59,0.71211,0.91299
1989,Lower Secondary Level,Urban regions,Yes,0.73025,1352,2002,0.71081,0.74970
1989,Lower Secondary Level,Urban regions,No,0.26975,650,2002,0.25030,0.28919
1989,Lower Secondary Level,Rural regions,Yes,0.75348,407,561,0.71778,0.78918
1989,Lower Secondary Level,Rural regions,No,0.24652,154,561,0.21082,0.28222
1989,Upper Secondary Level,Urban regions,Yes,0.69118,2408,3605,0.67610,0.70627
1989,Upper Secondary Level,Urban regions,No,0.30882,1197,3605,0.29373,0.32390
1989,Upper Secondary Level,Rural regions,Yes,0.67858,653,1003,0.64966,0.70750
1989,Upper Secondary Level,Rural regions,No,0.32142,350,1003,0.29250,0.35034
1989,Post-secondary Non-tertiary Level,Urban regions,Yes,0.64239,160,249,0.58273,0.70204
1989,Post-secondary Non-tertiary Level,Urban regions,No,0.35761,89,249,0.29796,0.41727
1989,First Stage of Tertiary Education,Urban regions,Yes,0.71116,281,401,0.66674,0.75557
1989,First Stage of Tertiary Education,Urban regions,No,0.28884,120,401,0.24443,0.33326
1989,First Stage of Tertiary Education,Rural regions,Yes,0.73653,78,110,0.65383,0.81923
1989,First Stage of Tertiary Education,Rural regions,No,0.26347,32,110,0.18077,0.34617
1989,Second Stage of Tertiary Education,Urban regions,Yes,0.65390,379,588,0.61541,0.69238
1989,Second Stage of Tertiary Education,Urban regions,No,0.34610,209,588,0.30762,0.38459
1989,Second Stage of Tertiary Education,Rural regions,Yes,0.72337,75,108,0.63861,0.80813
1989,Second Stage of Tertiary Education,Rural regions,No,0.27663,33,108,0.19187,0.36139
1991,No answer / don't know,Urban regions,Yes,0.63098,87,142,0.55133,0.71063
1991,No answer / don't know,Urban regions,No,0.36902,55,142,0.28937,0.44867
1991,Pre-primary Level,Urban regions,Yes,0.56071,59,121,0.47191,0.64951
1991,Pre-primary Level,Urban regions,No,0.43929,62,121,0.35049,0.52809
1991,Primary Level,Urban regions,Yes,0.66884,362,539,0.62907,0.70861
1991,Primary Level,Urban regions,No,0.33116,177,539,0.29139,0.37093
1991,Primary Level,Rural regions,Yes,0.73581,74,111,0.65342,0.81821
1991,Primary Level,Rural regions,No,0.26419,37,111,0.18179,0.34658
1991,Lower Secondary Level,Urban regions,Yes,0.75823,1389,1983,0.73938,0.77708
1991,Lower Secondary Level,Urban regions,No,0.24177,594,1983,0.22292,0.26062
1991,Lower Secondary Level,Rural regions,Yes,0.73947,598,847,0.70989,0.76904
1991,Lower Secondary Level,Rural regions,No,0.26053,249,847,0.23096,0.29011
1991,Upper Secondary Level,Urban regions,Yes,0.70703,2855,4210,0.69328,0.72078
1991,Upper Secondary Level,Urban regions,No,0.29297,1355,4210,0.27922,0.30672
1991,Upper Secondary Level,Rural regions,Yes,0.65550,1582,2616,0.63728,0.67371
1991,Upper Secondary Level,Rural regions,No,0.34450,1034,2616,0.32629,0.36272
1991,Post-secondary Non-tertiary Level,Urban regions,Yes,0.72767,207,295,0.67678,0.77856
1991,Post-secondary Non-tertiary Level,Urban regions,No,0.27233,88,295,0.22144,0.32322
1991,Post-secondary Non-tertiary Level,Rural regions,Yes,0.70862,53,53,0.58512,0.83213
1991,First Stage of Tertiary Education,Urban regions,Yes,0.69950,319,465,0.65778,0.74122
1991,First Stage of Tertiary Education,Urban regions,No,0.30050,146,465,0.25878,0.34222
1991,First Stage of Tertiary Education,Rural regions,Yes,0.64924,174,284,0.59364,0.70483
1991,First Stage of Tertiary Education,Rural regions,No,0.35076,110,284,0.29517,0.40636
1991,Second Stage of Tertiary Education,Urban regions,Yes,0.67139,627,977,0.64192,0.70086
1991,Second Stage of Tertiary Education,Urban regions,No,0.32861,350,977,0.29914,0.35808
1991,Second Stage of Tertiary Education,Rural regions,Yes,0.62491,422,673,0.58831,0.66152
1991,Second Stage of Tertiary Education,Rural regions,No,0.37509,251,673,0.33848,0.41169
1992,No answer / don't know,Urban regions,Yes,0.59099,84,143,0.51013,0.67186
1992,No answer / don't know,Urban regions,No,0.40901,59,143,0.32814,0.48987
1992,Pre-primary Level,Urban regions,Yes,0.60173,78,130,0.51725,0.68621
1992,Pre-primary Level,Urban regions,No,0.39827,52,130,0.31379,0.48275
1992,Pre-primary Level,Rural regions,Yes,0.66055,38,38,0.50797,0.81313
1992,Primary Level,Urban regions,Yes,0.65055,328,507,0.60901,0.69210
1992,Primary Level,Urban regions,No,0.34945,179,507,0.30790,0.39099
1992,Primary Level,Rural regions,Yes,0.62428,64,98,0.52790,0.72066
1992,Primary Level,Rural regions,No,0.37572,34,98,0.27934,0.47210
1992,Lower Secondary Level,Urban regions,Yes,0.72868,1298,1905,0.70870,0.74865
1992,Lower Secondary Level,Urban regions,No,0.27132,607,1905,0.25135,0.29130
1992,Lower Secondary Level,Rural regions,Yes,0.73244,574,826,0.70223,0.76264
1992,Lower Secondary Level,Rural regions,No,0.26756,252,826,0.23736,0.29777
1992,Upper Secondary Level,No answer / don't know,Yes,0.58645,39,39,0.42987,0.74303
1992,Upper Secondary Level,Urban regions,Yes,0.71604,2831,4118,0.70227,0.72982
1992,Upper Secondary Level,Urban regions,No,0.28396,1287,4118,0.27018,0.29773
1992,Upper Secondary Level,Rural regions,Yes,0.67048,1618,2465,0.65192,0.68904
1992,Upper Secondary Level,Rural regions,No,0.32952,847,2465,0.31096,0.34808
1992,Post-secondary Non-tertiary Level,Urban regions,Yes,0.73001,206,298,0.67952,0.78050
1992,Post-secondary Non-tertiary Level,Urban regions,No,0.26999,92,298,0.21950,0.32048
1992,Post-secondary Non-tertiary Level,Rural regions,Yes,0.68392,51,83,0.58328,0.78455
1992,Post-secondary Non-tertiary Level,Rural regions,No,0.31608,32,83,0.21545,0.41672
1992,First Stage of Tertiary Education,Urban regions,Yes,0.68533,312,465,0.64308,0.72759
1992,First Stage of Tertiary Education,Urban regions,No,0.31467,153,465,0.27241,0.35692
1992,First Stage of Tertiary Education,Rural regions,Yes,0.67190,187,289,0.61768,0.72613
1992,First Stage of Tertiary Education,Rural regions,No,0.32810,102,289,0.27387,0.38232
1992,Second Stage of Tertiary Education,Urban regions,Yes,0.69612,684,984,0.66736,0.72487
1992,Second Stage of Tertiary Education,Urban regions,No,0.30388,300,984,0.27513,0.33264
1992,Second Stage of Tertiary Education,Rural regions,Yes,0.67128,415,626,0.63445,0.70811
1992,Second Stage of Tertiary Education,Rural regions,No,0.32872,211,626,0.29189,0.36555
1994,No answer / don't know,Urban regions,Yes,0.71620,123,175,0.64921,0.78319
1994,No answer / don't know,Urban regions,No,0.28380,52,175,0.21681,0.35079
1994,No answer / don't know,Rural regions,Yes,0.68217,35,35,0.52566,0.83869
1994,Pre-primary Level,Urban regions,Yes,0.74104,112,167,0.67440,0.80768
1994,Pre-primary Level,Urban regions,No,0.25896,55,167,0.19232,0.32560
1994,Pre-primary Level,Rural regions,Yes,0.60171,49,49,0.46321,0.74020
1994,Primary Level,Urban regions,Yes,0.68951,327,460,0.64718,0.73184
1994,Primary Level,Urban regions,No,0.31049,133,460,0.26816,0.35282
1994,Primary Level,Rural regions,Yes,0.78883,68,68,0.69110,0.88656
1994,Lower Secondary Level,Urban regions,Yes,0.77336,1289,1723,0.75358,0.79313
1994,Lower Secondary Level,Urban regions,No,0.22664,434,1723,0.20687,0.24642
1994,Lower Secondary Level,Rural regions,Yes,0.84306,612,750,0.81701,0.86911
1994,Lower Secondary Level,Rural regions,No,0.15694,138,750,0.13089,0.18299
1994,Upper Secondary Level,Urban regions,Yes,0.77466,3113,4126,0.76191,0.78741
1994,Upper Secondary Level,Urban regions,No,0.22534,1013,4126,0.21259,0.23809
1994,Upper Secondary Level,Rural regions,Yes,0.77531,1833,2418,0.75867,0.79195
1994,Upper Secondary Level,Rural regions,No,0.22469,585,2418,0.20805,0.24133
1994,Post-secondary Non-tertiary Level,Urban regions,Yes,0.79628,226,287,0.74961,0.84296
1994,Post-secondary Non-tertiary Level,Urban regions,No,0.20372,61,287,0.15704,0.25039
1994,Post-secondary Non-tertiary Level,Rural regions,Yes,0.78273,79,79,0.69121,0.87425
1994,First Stage of Tertiary Education,Urban regions,Yes,0.76753,345,458,0.72880,0.80626
1994,First Stage of Tertiary Education,Urban regions,No,0.23247,113,458,0.19374,0.27120
1994,First Stage of Tertiary Education,Rural regions,Yes,0.80558,222,285,0.75956,0.85161
1994,First Stage of Tertiary Education,Rural regions,No,0.19442,63,285,0.14839,0.24044
1994,Second Stage of Tertiary Education,Urban regions,Yes,0.77386,797,1036,0.74837,0.79934
1994,Second Stage of Tertiary Education,Urban regions,No,0.22614,239,1036,0.20066,0.25163
1994,Second Stage of Tertiary Education,Rural regions,Yes,0.82169,502,611,0.79132,0.85207
1994,Second Stage of Tertiary Education,Rural regions,No,0.17831,109,611,0.14793,0.20868
1995,No answer / don't know,Urban regions,Yes,0.69094,131,201,0.62690,0.75499
1995,No answer / don't know,Urban regions,No,0.30906,70,201,0.24501,0.37310
1995,No answer / don't know,Rural regions,No,0.59914,33,33,0.42934,0.76895
1995,Pre-primary Level,Urban regions,Yes,0.57498,112,195,0.50542,0.64455
1995,Pre-primary Level,Urban regions,No,0.42502,83,195,0.35545,0.49458
1995,Pre-primary Level,Rural regions,Yes,0.53928,59,59,0.41100,0.66756
1995,Primary Level,Urban regions,Yes,0.67965,309,445,0.63625,0.72305
1995,Primary Level,Urban regions,No,0.32035,136,445,0.27695,0.36375
1995,Primary Level,Rural regions,Yes,0.68398,55,86,0.58514,0.78282
1995,Primary Level,Rural regions,No,0.31602,31,86,0.21718,0.41486
1995,Lower Secondary Level,Urban regions,Yes,0.76666,1221,1716,0.74664,0.78667
1995,Lower Secondary Level,Urban regions,No,0.23334,495,1716,0.21333,0.25336
1995,Lower Secondary Level,Rural regions,Yes,0.78403,563,758,0.75471,0.81334
1995,Lower Secondary Level,Rural regions,No,0.21597,195,758,0.18666,0.24529
1995,Upper Secondary Level,Urban regions,Yes,0.72054,2935,4204,0.70697,0.73411
1995,Upper Secondary Level,Urban regions,No,0.27946,1269,4204,0.26589,0.29303
1995,Upper Secondary Level,Rural regions,Yes,0.71209,1671,2465,0.69422,0.72997
1995,Upper Secondary Level,Rural regions,No,0.28791,794,2465,0.27003,0.30578
1995,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69838,245,354,0.65050,0.74626
1995,Post-secondary Non-tertiary Level,Urban regions,No,0.30162,109,354,0.25374,0.34950
1995,Post-secondary Non-tertiary Level,Rural regions,Yes,0.74367,73,113,0.66281,0.82453
1995,Post-secondary Non-tertiary Level,Rural regions,No,0.25633,40,113,0.17547,0.33719
1995,First Stage of Tertiary Education,Urban regions,Yes,0.69706,312,453,0.65469,0.73942
1995,First Stage of Tertiary Education,Urban regions,No,0.30294,141,453,0.26058,0.34531
1995,First Stage of Tertiary Education,Rural regions,Yes,0.70660,195,295,0.65455,0.75864
1995,First Stage of Tertiary Education,Rural regions,No,0.29340,100,295,0.24136,0.34545
1995,Second Stage of Tertiary Education,Urban regions,Yes,0.68976,774,1100,0.66241,0.71711
1995,Second Stage of Tertiary Education,Urban regions,No,0.31024,326,1100,0.28289,0.33759
1995,Second Stage of Tertiary Education,Rural regions,Yes,0.73565,466,643,0.70154,0.76976
1995,Second Stage of Tertiary Education,Rural regions,No,0.26435,177,643,0.23024,0.29846
1996,No answer / don't know,Urban regions,Yes,0.67694,124,195,0.61113,0.74274
1996,No answer / don't know,Urban regions,No,0.32306,71,195,0.25726,0.38887
1996,No answer / don't know,Rural regions,Yes,0.63324,38,38,0.47795,0.78852
1996,Pre-primary Level,Urban regions,Yes,0.57629,113,200,0.50764,0.64495
1996,Pre-primary Level,Urban regions,No,0.42371,87,200,0.35505,0.49236
1996,Pre-primary Level,Rural regions,Yes,0.59577,59,93,0.49549,0.69605
1996,Pre-primary Level,Rural regions,No,0.40423,34,93,0.30395,0.50451
1996,Primary Level,Urban regions,Yes,0.70300,285,403,0.65833,0.74767
1996,Primary Level,Urban regions,No,0.29700,118,403,0.25233,0.34167
1996,Primary Level,Rural regions,Yes,0.80155,57,57,0.69709,0.90601
1996,Lower Secondary Level,Urban regions,Yes,0.76711,1182,1633,0.74661,0.78762
1996,Lower Secondary Level,Urban regions,No,0.23289,451,1633,0.21238,0.25339
1996,Lower Secondary Level,Rural regions,Yes,0.79005,550,717,0.76022,0.81988
1996,Lower Secondary Level,Rural regions,No,0.20995,167,717,0.18012,0.23978
1996,Upper Secondary Level,Urban regions,Yes,0.71687,2830,4099,0.70308,0.73066
1996,Upper Secondary Level,Urban regions,No,0.28313,1269,4099,0.26934,0.29692
1996,Upper Secondary Level,Rural regions,Yes,0.70985,1670,2436,0.69183,0.72788
1996,Upper Secondary Level,Rural regions,No,0.29015,766,2436,0.27212,0.30817
1996,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68078,243,354,0.63215,0.72941
1996,Post-secondary Non-tertiary Level,Urban regions,No,0.31922,111,354,0.27059,0.36785
1996,Post-secondary Non-tertiary Level,Rural regions,Yes,0.70037,78,115,0.61628,0.78446
1996,Post-secondary Non-tertiary Level,Rural regions,No,0.29963,37,115,0.21554,0.38372
1996,First Stage of Tertiary Education,Urban regions,Yes,0.69790,315,464,0.65608,0.73973
1996,First Stage of Tertiary Education,Urban regions,No,0.30210,149,464,0.26027,0.34392
1996,First Stage of Tertiary Education,Rural regions,Yes,0.74435,200,288,0.69388,0.79482
1996,First Stage of Tertiary Education,Rural regions,No,0.25565,88,288,0.20518,0.30612
1996,Second Stage of Tertiary Education,Urban regions,Yes,0.71895,806,1113,0.69253,0.74537
1996,Second Stage of Tertiary Education,Urban regions,No,0.28105,307,1113,0.25463,0.30747
1996,Second Stage of Tertiary Education,Rural regions,Yes,0.67853,445,643,0.64240,0.71465
1996,Second Stage of Tertiary Education,Rural regions,No,0.32147,198,643,0.28535,0.35760
1997,No answer / don't know,Urban regions,Yes,0.65984,120,199,0.59385,0.72583
1997,No answer / don't know,Urban regions,No,0.34016,79,199,0.27417,0.40615
1997,No answer / don't know,Rural regions,Yes,0.60346,43,43,0.45551,0.75140
1997,Pre-primary Level,Urban regions,Yes,0.62301,127,206,0.55667,0.68935
1997,Pre-primary Level,Urban regions,No,0.37699,79,206,0.31065,0.44333
1997,Pre-primary Level,Rural regions,Yes,0.60992,68,108,0.51749,0.70234
1997,Pre-primary Level,Rural regions,No,0.39008,40,108,0.29766,0.48251
1997,Primary Level,Urban regions,Yes,0.69797,272,383,0.65193,0.74401
1997,Primary Level,Urban regions,No,0.30203,111,383,0.25599,0.34807
1997,Primary Level,Rural regions,Yes,0.76728,60,60,0.65946,0.87511
1997,Lower Secondary Level,Urban regions,Yes,0.74667,1125,1604,0.72538,0.76796
1997,Lower Secondary Level,Urban regions,No,0.25333,479,1604,0.23204,0.27462
1997,Lower Secondary Level,Rural regions,Yes,0.77251,525,709,0.74163,0.80339
1997,Lower Secondary Level,Rural regions,No,0.22749,184,709,0.19661,0.25837
1997,Upper Secondary Level,Urban regions,Yes,0.71231,2768,4055,0.69838,0.72625
1997,Upper Secondary Level,Urban regions,No,0.28769,1287,4055,0.27375,0.30162
1997,Upper Secondary Level,Rural regions,Yes,0.70516,1627,2408,0.68695,0.72338
1997,Upper Secondary Level,Rural regions,No,0.29484,781,2408,0.27662,0.31305
1997,Post-secondary Non-tertiary Level,Urban regions,Yes,0.62426,217,333,0.57216,0.67636
1997,Post-secondary Non-tertiary Level,Urban regions,No,0.37574,116,333,0.32364,0.42784
1997,Post-secondary Non-tertiary Level,Rural regions,Yes,0.60420,77,117,0.51521,0.69319
1997,Post-secondary Non-tertiary Level,Rural regions,No,0.39580,40,117,0.30681,0.48479
1997,First Stage of Tertiary Education,Urban regions,Yes,0.69332,317,468,0.65150,0.73514
1997,First Stage of Tertiary Education,Urban regions,No,0.30668,151,468,0.26486,0.34850
1997,First Stage of Tertiary Education,Rural regions,Yes,0.68018,180,285,0.62594,0.73443
1997,First Stage of Tertiary Education,Rural regions,No,0.31982,105,285,0.26557,0.37406
1997,Second Stage of Tertiary Education,Urban regions,Yes,0.68119,751,1103,0.65367,0.70870
1997,Second Stage of Tertiary Education,Urban regions,No,0.31881,352,1103,0.29130,0.34633
1997,Second Stage of Tertiary Education,Rural regions,Yes,0.71638,475,655,0.68184,0.75093
1997,Second Stage of Tertiary Education,Rural regions,No,0.28362,180,655,0.24907,0.31816
1998,No answer / don't know,Urban regions,Yes,0.63611,261,413,0.58965,0.68256
1998,No answer / don't know,Urban regions,No,0.36389,152,413,0.31744,0.41035
1998,No answer / don't know,Rural regions,Yes,0.60945,110,188,0.53953,0.67938
1998,No answer / don't know,Rural regions,No,0.39055,78,188,0.32062,0.46047
1998,Pre-primary Level,Urban regions,Yes,0.53950,116,217,0.47303,0.60597
1998,Pre-primary Level,Urban regions,No,0.46050,101,217,0.39403,0.52697
1998,Pre-primary Level,Rural regions,Yes,0.61729,71,114,0.52767,0.70691
1998,Pre-primary Level,Rural regions,No,0.38271,43,114,0.29309,0.47233
1998,Primary Level,Urban regions,Yes,0.68261,241,361,0.63452,0.73069
1998,Primary Level,Urban regions,No,0.31739,120,361,0.26931,0.36548
