year,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Second Stage of Tertiary Education,No,0.33324,242,696,0.29819,0.36828
1991,Pre-primary Level,Yes,0.59590,84,161,0.51987,0.67194
1991,Pre-primary Level,No,0.39663,77,161,0.32083,0.47244
1991,Primary Level,Yes,0.67937,437,651,0.64349,0.71525
1991,Primary Level,No,0.31119,214,651,0.27559,0.34678
1991,Lower Secondary Level,Yes,0.74856,1994,2840,0.73260,0.76452
1991,Lower Secondary Level,No,0.24592,846,2840,0.23008,0.26176
1991,Upper Secondary Level,Yes,0.68651,4466,6881,0.67555,0.69748
1991,Upper Secondary Level,No,0.30992,2415,6881,0.29899,0.32085
1991,Post-secondary Non-tertiary Level,Yes,0.72564,261,378,0.68060,0.77068
1991,Post-secondary Non-tertiary Level,No,0.27436,117,378,0.22932,0.31940
1991,First Stage of Tertiary Education,Yes,0.67525,494,751,0.64174,0.70877
1991,First Stage of Tertiary Education,No,0.31342,257,751,0.28022,0.34662
1991,Second Stage of Tertiary Education,Yes,0.65361,1060,1670,0.63078,0.67643
1991,Second Stage of Tertiary Education,No,0.34253,610,1670,0.31977,0.36530
1992,Pre-primary Level,Yes,0.61442,116,187,0.54447,0.68437
1992,Pre-primary Level,No,0.37768,71,187,0.30800,0.44735
1992,Primary Level,Yes,0.61865,392,606,0.57994,0.65735
1992,Primary Level,No,0.34259,214,606,0.30478,0.38041
1992,Lower Secondary Level,Yes,0.72086,1883,2746,0.70408,0.73764
1992,Lower Secondary Level,No,0.26618,863,2746,0.24965,0.28272
1992,Upper Secondary Level,Yes,0.69258,4488,6650,0.68149,0.70367
1992,Upper Secondary Level,No,0.29628,2162,6650,0.28531,0.30726
1992,Post-secondary Non-tertiary Level,Yes,0.71742,257,382,0.67221,0.76263
1992,Post-secondary Non-tertiary Level,No,0.28220,125,382,0.23700,0.32739
1992,First Stage of Tertiary Education,Yes,0.67150,500,757,0.63802,0.70498
1992,First Stage of Tertiary Education,No,0.31539,257,757,0.28226,0.34851
1992,Second Stage of Tertiary Education,Yes,0.67924,1117,1639,0.65663,0.70184
1992,Second Stage of Tertiary Education,No,0.30886,522,1639,0.28648,0.33123
1994,Pre-primary Level,Yes,0.69841,161,237,0.63986,0.75697
1994,Pre-primary Level,No,0.29165,76,237,0.23366,0.34964
1994,Primary Level,Yes,0.69889,395,550,0.66052,0.73726
1994,Primary Level,No,0.28740,155,550,0.24954,0.32525
1994,Lower Secondary Level,Yes,0.78756,1901,2473,0.77143,0.80368
1994,Lower Secondary Level,No,0.20315,572,2473,0.18729,0.21901
1994,Upper Secondary Level,Yes,0.77085,4946,6544,0.76066,0.78103
1994,Upper Secondary Level,No,0.22396,1598,6544,0.21386,0.23407
1994,Post-secondary Non-tertiary Level,Yes,0.78703,305,389,0.74629,0.82777
1994,Post-secondary Non-tertiary Level,No,0.20562,84,389,0.16541,0.24583
1994,First Stage of Tertiary Education,Yes,0.77648,567,743,0.74650,0.80645
1994,First Stage of Tertiary Education,No,0.21816,176,743,0.18844,0.24787
1994,Second Stage of Tertiary Education,Yes,0.78217,1299,1647,0.76223,0.80211
1994,Second Stage of Tertiary Education,No,0.21064,348,1647,0.19094,0.23034
1995,Pre-primary Level,Yes,0.56066,171,283,0.50273,0.61858
1995,Pre-primary Level,No,0.43026,112,283,0.37247,0.48804
1995,Primary Level,Yes,0.67873,364,531,0.63897,0.71849
1995,Primary Level,No,0.31869,167,531,0.27902,0.35836
1995,Lower Secondary Level,Yes,0.76305,1784,2474,0.74629,0.77980
1995,Lower Secondary Level,No,0.22513,690,2474,0.20867,0.24159
1995,Upper Secondary Level,Yes,0.70953,4606,6669,0.69863,0.72043
1995,Upper Secondary Level,No,0.27897,2063,6669,0.26821,0.28974
1995,Post-secondary Non-tertiary Level,Yes,0.70363,318,467,0.66217,0.74509
1995,Post-secondary Non-tertiary Level,No,0.28877,149,467,0.24762,0.32992
1995,First Stage of Tertiary Education,Yes,0.69542,507,748,0.66241,0.72842
1995,First Stage of Tertiary Education,No,0.29741,241,748,0.26463,0.33019
1995,Second Stage of Tertiary Education,Yes,0.69849,1240,1743,0.67694,0.72004
1995,Second Stage of Tertiary Education,No,0.29479,503,1743,0.27338,0.31621
1996,Pre-primary Level,Yes,0.57818,172,293,0.52153,0.63482
1996,Pre-primary Level,No,0.41566,121,293,0.35914,0.47219
1996,Primary Level,Yes,0.70895,342,485,0.66848,0.74942
1996,Primary Level,No,0.27265,143,485,0.23297,0.31232
1996,Lower Secondary Level,Yes,0.76056,1732,2350,0.74331,0.77782
1996,Lower Secondary Level,No,0.22186,618,2350,0.20505,0.23866
1996,Upper Secondary Level,Yes,0.70207,4500,6535,0.69098,0.71315
1996,Upper Secondary Level,No,0.28038,2035,6535,0.26948,0.29127
1996,Post-secondary Non-tertiary Level,Yes,0.68364,321,469,0.64151,0.72577
1996,Post-secondary Non-tertiary Level,No,0.31408,148,469,0.27203,0.35614
1996,First Stage of Tertiary Education,Yes,0.70176,515,752,0.66904,0.73448
1996,First Stage of Tertiary Education,No,0.28109,237,752,0.24894,0.31324
1996,Second Stage of Tertiary Education,Yes,0.70107,1251,1756,0.67965,0.72249
1996,Second Stage of Tertiary Education,No,0.29011,505,1756,0.26888,0.31134
1997,Pre-primary Level,Yes,0.61579,195,314,0.56190,0.66968
1997,Pre-primary Level,No,0.37896,119,314,0.32521,0.43270
1997,Primary Level,Yes,0.70584,332,459,0.66411,0.74757
1997,Primary Level,No,0.28608,127,459,0.24469,0.32747
1997,Lower Secondary Level,Yes,0.74837,1650,2313,0.73068,0.76606
1997,Lower Secondary Level,No,0.24340,663,2313,0.22591,0.26090
1997,Upper Secondary Level,Yes,0.70679,4395,6464,0.69569,0.71789
1997,Upper Secondary Level,No,0.28898,2069,6464,0.27793,0.30003
1997,Post-secondary Non-tertiary Level,Yes,0.61700,294,450,0.57203,0.66196
1997,Post-secondary Non-tertiary Level,No,0.37916,156,450,0.33428,0.42404
1997,First Stage of Tertiary Education,Yes,0.68795,497,753,0.65484,0.72107
1997,First Stage of Tertiary Education,No,0.31045,256,753,0.27738,0.34352
1997,Second Stage of Tertiary Education,Yes,0.68922,1226,1758,0.66758,0.71086
1997,Second Stage of Tertiary Education,No,0.30727,532,1758,0.28569,0.32884
1998,Pre-primary Level,Yes,0.55973,187,331,0.50617,0.61329
1998,Pre-primary Level,No,0.43569,144,331,0.38219,0.48919
1998,Primary Level,Yes,0.67317,297,439,0.62924,0.71710
1998,Primary Level,No,0.30732,142,439,0.26411,0.35053
1998,Lower Secondary Level,Yes,0.70741,1727,2520,0.68965,0.72518
1998,Lower Secondary Level,No,0.28468,793,2520,0.26706,0.30230
1998,Upper Secondary Level,Yes,0.67509,4617,6966,0.66409,0.68609
1998,Upper Secondary Level,No,0.31390,2349,6966,0.30300,0.32480
1998,Post-secondary Non-tertiary Level,Yes,0.68704,348,504,0.64652,0.72756
1998,Post-secondary Non-tertiary Level,No,0.31063,156,504,0.27018,0.35107
1998,First Stage of Tertiary Education,Yes,0.66018,536,808,0.62750,0.69286
1998,First Stage of Tertiary Education,No,0.31684,272,808,0.28474,0.34894
1998,Second Stage of Tertiary Education,Yes,0.68722,1347,1960,0.66669,0.70775
1998,Second Stage of Tertiary Education,No,0.30714,613,1960,0.28671,0.32757
1999,Pre-primary Level,Yes,0.60413,190,315,0.55003,0.65822
1999,Pre-primary Level,No,0.38684,125,315,0.33297,0.44071
1999,Primary Level,Yes,0.72530,304,423,0.68271,0.76788
1999,Primary Level,No,0.27044,119,423,0.22806,0.31282
1999,Lower Secondary Level,Yes,0.75855,1776,2423,0.74151,0.77560
1999,Lower Secondary Level,No,0.23322,647,2423,0.21637,0.25006
1999,Upper Secondary Level,Yes,0.70695,4790,6904,0.69622,0.71769
1999,Upper Secondary Level,No,0.28794,2114,6904,0.27726,0.29863
1999,Post-secondary Non-tertiary Level,Yes,0.68583,348,502,0.64519,0.72648
1999,Post-secondary Non-tertiary Level,No,0.31167,154,502,0.27111,0.35223
1999,First Stage of Tertiary Education,Yes,0.67644,564,810,0.64420,0.70868
1999,First Stage of Tertiary Education,No,0.31599,246,810,0.28396,0.34803
1999,Second Stage of Tertiary Education,Yes,0.68409,1369,1955,0.66348,0.70470
1999,Second Stage of Tertiary Education,No,0.31468,586,1955,0.29408,0.33527
2000,Pre-primary Level,Yes,0.53154,273,490,0.48731,0.57577
2000,Pre-primary Level,No,0.45706,217,490,0.41291,0.50121
2000,Primary Level,Yes,0.64986,266,403,0.60323,0.69649
2000,Primary Level,No,0.34504,137,403,0.29857,0.39151
2000,Lower Secondary Level,Yes,0.72713,2548,3532,0.71243,0.74182
2000,Lower Secondary Level,No,0.26530,984,3532,0.25074,0.27986
2000,Upper Secondary Level,Yes,0.67814,8564,12757,0.67003,0.68624
2000,Upper Secondary Level,No,0.31832,4193,12757,0.31024,0.32641
2000,Post-secondary Non-tertiary Level,Yes,0.66211,726,1117,0.63436,0.68987
2000,Post-secondary Non-tertiary Level,No,0.33717,391,1117,0.30943,0.36490
2000,First Stage of Tertiary Education,Yes,0.68837,1284,1875,0.66739,0.70934
2000,First Stage of Tertiary Education,No,0.30710,591,1875,0.28622,0.32799
2000,Second Stage of Tertiary Education,Yes,0.68011,2596,3800,0.66528,0.69494
2000,Second Stage of Tertiary Education,No,0.31442,1204,3800,0.29966,0.32919
2001,Pre-primary Level,Yes,0.54774,307,538,0.50565,0.58984
2001,Pre-primary Level,No,0.44866,231,538,0.40660,0.49073
2001,Primary Level,Yes,0.72479,228,312,0.67515,0.77443
2001,Primary Level,No,0.26941,84,312,0.22010,0.31872
2001,Lower Secondary Level,Yes,0.72391,2201,3069,0.70809,0.73973
2001,Lower Secondary Level,No,0.26966,868,3069,0.25396,0.28536
2001,Upper Secondary Level,Yes,0.69203,7946,11531,0.68360,0.70045
2001,Upper Secondary Level,No,0.30267,3585,11531,0.29429,0.31106
2001,Post-secondary Non-tertiary Level,Yes,0.68196,697,1064,0.65396,0.70995
2001,Post-secondary Non-tertiary Level,No,0.31614,367,1064,0.28819,0.34410
2001,First Stage of Tertiary Education,Yes,0.68545,1131,1669,0.66316,0.70773
2001,First Stage of Tertiary Education,No,0.31100,538,1669,0.28878,0.33321
2001,Second Stage of Tertiary Education,Yes,0.68772,2452,3538,0.67244,0.70299
2001,Second Stage of Tertiary Education,No,0.30770,1086,3538,0.29249,0.32291
2002,Pre-primary Level,Yes,0.53388,350,610,0.49426,0.57350
2002,Pre-primary Level,No,0.45630,260,610,0.41674,0.49585
2002,Primary Level,Yes,0.63271,181,285,0.57665,0.68878
2002,Primary Level,No,0.35916,104,285,0.30336,0.41496
2002,Lower Secondary Level,Yes,0.69884,2005,2875,0.68207,0.71561
2002,Lower Secondary Level,No,0.29336,870,2875,0.27672,0.31001
2002,Upper Secondary Level,Yes,0.68014,7843,11552,0.67164,0.68865
2002,Upper Secondary Level,No,0.31674,3709,11552,0.30826,0.32523
2002,Post-secondary Non-tertiary Level,Yes,0.66556,765,1163,0.63843,0.69268
2002,Post-secondary Non-tertiary Level,No,0.33077,398,1163,0.30372,0.35782
2002,First Stage of Tertiary Education,Yes,0.66956,1164,1742,0.64747,0.69166
2002,First Stage of Tertiary Education,No,0.33044,578,1742,0.30834,0.35253
2002,Second Stage of Tertiary Education,Yes,0.68561,3127,4548,0.67211,0.69910
2002,Second Stage of Tertiary Education,No,0.30960,1421,4548,0.29616,0.32304
2003,Pre-primary Level,Yes,0.53563,355,612,0.49608,0.57517
2003,Pre-primary Level,No,0.44052,257,612,0.40115,0.47988
2003,Primary Level,Yes,0.69648,190,269,0.64143,0.75153
2003,Primary Level,No,0.28337,79,269,0.22942,0.33732
2003,Lower Secondary Level,Yes,0.70571,1936,2714,0.68856,0.72286
2003,Lower Secondary Level,No,0.28478,778,2714,0.26780,0.30176
2003,Upper Secondary Level,Yes,0.69839,7650,11055,0.68983,0.70695
2003,Upper Secondary Level,No,0.29549,3405,11055,0.28698,0.30400
2003,Post-secondary Non-tertiary Level,Yes,0.69724,791,1148,0.67065,0.72383
2003,Post-secondary Non-tertiary Level,No,0.29912,357,1148,0.27263,0.32562
2003,First Stage of Tertiary Education,Yes,0.69106,1163,1680,0.66896,0.71316
2003,First Stage of Tertiary Education,No,0.30572,517,1680,0.28368,0.32776
2003,Second Stage of Tertiary Education,Yes,0.69534,3061,4329,0.68163,0.70906
2003,Second Stage of Tertiary Education,No,0.29567,1268,4329,0.28207,0.30927
2004,Pre-primary Level,Yes,0.55665,369,637,0.51805,0.59526
2004,Pre-primary Level,No,0.43760,268,637,0.39904,0.47616
2004,Primary Level,Yes,0.63808,163,255,0.57898,0.69718
2004,Primary Level,No,0.35576,92,255,0.29688,0.41463
2004,Lower Secondary Level,Yes,0.69617,1774,2558,0.67834,0.71399
2004,Lower Secondary Level,No,0.29616,784,2558,0.27846,0.31386
2004,Upper Secondary Level,Yes,0.68809,7320,10752,0.67933,0.69684
2004,Upper Secondary Level,No,0.30880,3432,10752,0.30007,0.31754
2004,Post-secondary Non-tertiary Level,Yes,0.68066,765,1153,0.65374,0.70759
2004,Post-secondary Non-tertiary Level,No,0.31137,388,1153,0.28463,0.33811
2004,First Stage of Tertiary Education,Yes,0.67737,1096,1632,0.65469,0.70006
2004,First Stage of Tertiary Education,No,0.31435,536,1632,0.29182,0.33689
2004,Second Stage of Tertiary Education,Yes,0.68902,2956,4280,0.67515,0.70289
2004,Second Stage of Tertiary Education,No,0.30537,1324,4280,0.29157,0.31917
2005,Pre-primary Level,Yes,0.59961,385,647,0.56183,0.63740
2005,Pre-primary Level,No,0.38920,262,647,0.35160,0.42679
2005,Primary Level,Yes,0.69077,172,245,0.63278,0.74876
2005,Primary Level,No,0.30184,73,245,0.24424,0.35944
2005,Lower Secondary Level,Yes,0.72431,1715,2381,0.70636,0.74226
2005,Lower Secondary Level,No,0.26957,666,2381,0.25174,0.28739
2005,Upper Secondary Level,Yes,0.68600,7051,10188,0.67698,0.69501
2005,Upper Secondary Level,No,0.30501,3137,10188,0.29607,0.31395
2005,Post-secondary Non-tertiary Level,Yes,0.67599,770,1126,0.64864,0.70334
2005,Post-secondary Non-tertiary Level,No,0.32189,356,1126,0.29459,0.34919
2005,First Stage of Tertiary Education,Yes,0.69847,1079,1553,0.67564,0.72130
2005,First Stage of Tertiary Education,No,0.29706,474,1553,0.27432,0.31979
2005,Second Stage of Tertiary Education,Yes,0.70540,2909,4148,0.69152,0.71927
2005,Second Stage of Tertiary Education,No,0.28593,1239,4148,0.27218,0.29969
2006,Pre-primary Level,Yes,0.36051,224,397,0.31321,0.40780
2006,Pre-primary Level,No,0.27495,173,397,0.23097,0.31892
2006,Primary Level,Yes,0.65472,162,239,0.59432,0.71513
2006,Primary Level,No,0.33877,77,239,0.27864,0.39890
2006,Lower Secondary Level,Yes,0.70727,1790,2473,0.68934,0.72521
2006,Lower Secondary Level,No,0.27094,683,2473,0.25342,0.28846
2006,Upper Secondary Level,Yes,0.68521,7584,11057,0.67655,0.69386
2006,Upper Secondary Level,No,0.31099,3473,11057,0.30236,0.31962
2006,Post-secondary Non-tertiary Level,Yes,0.67861,804,1211,0.65230,0.70493
2006,Post-secondary Non-tertiary Level,No,0.31800,407,1211,0.29176,0.34424
2006,First Stage of Tertiary Education,Yes,0.69857,1138,1648,0.67641,0.72073
2006,First Stage of Tertiary Education,No,0.30076,510,1648,0.27861,0.32290
2006,Second Stage of Tertiary Education,Yes,0.67091,3118,4571,0.65729,0.68454
2006,Second Stage of Tertiary Education,No,0.32704,1453,4571,0.31344,0.34064
2007,Pre-primary Level,Yes,0.30944,201,340,0.26023,0.35864
2007,Pre-primary Level,No,0.21144,139,340,0.16797,0.25490
2007,Primary Level,Yes,0.67235,158,216,0.60961,0.73509
2007,Primary Level,No,0.32765,58,216,0.26491,0.39039
2007,Lower Secondary Level,Yes,0.71596,1598,2192,0.69707,0.73484
2007,Lower Secondary Level,No,0.25555,594,2192,0.23729,0.27382
2007,Upper Secondary Level,Yes,0.70323,7226,10270,0.69439,0.71206
2007,Upper Secondary Level,No,0.28988,3044,10270,0.28110,0.29865
2007,Post-secondary Non-tertiary Level,Yes,0.67498,810,1163,0.64805,0.70191
2007,Post-secondary Non-tertiary Level,No,0.32107,353,1163,0.29422,0.34791
2007,First Stage of Tertiary Education,Yes,0.70688,1082,1526,0.68403,0.72972
2007,First Stage of Tertiary Education,No,0.28326,444,1526,0.26065,0.30588
2007,Second Stage of Tertiary Education,Yes,0.69534,3111,4375,0.68170,0.70898
2007,Second Stage of Tertiary Education,No,0.30195,1264,4375,0.28835,0.31556
2008,Pre-primary Level,Yes,0.37261,222,353,0.32210,0.42312
2008,Pre-primary Level,No,0.22006,131,353,0.17678,0.26334
2008,Primary Level,Yes,0.62260,118,182,0.55198,0.69322
2008,Primary Level,No,0.36183,64,182,0.29182,0.43184
2008,Lower Secondary Level,Yes,0.68274,1410,1996,0.66232,0.70316
2008,Lower Secondary Level,No,0.28309,586,1996,0.26332,0.30286
2008,Upper Secondary Level,Yes,0.71123,6907,9692,0.70221,0.72026
2008,Upper Secondary Level,No,0.28235,2785,9692,0.27339,0.29132
2008,Post-secondary Non-tertiary Level,Yes,0.66740,737,1085,0.63935,0.69544
2008,Post-secondary Non-tertiary Level,No,0.32635,348,1085,0.29844,0.35426
2008,First Stage of Tertiary Education,Yes,0.72209,1030,1407,0.69868,0.74551
2008,First Stage of Tertiary Education,No,0.26652,377,1407,0.24341,0.28964
2008,Second Stage of Tertiary Education,Yes,0.69208,2984,4180,0.67808,0.70607
2008,Second Stage of Tertiary Education,No,0.30328,1196,4180,0.28934,0.31722
2009,Pre-primary Level,Yes,0.39731,201,311,0.34283,0.45178
2009,Pre-primary Level,No,0.23125,110,311,0.18431,0.27818
2009,Primary Level,Yes,0.61518,109,165,0.54072,0.68965
2009,Primary Level,No,0.38482,56,165,0.31035,0.45928
2009,Lower Secondary Level,Yes,0.70264,1304,1778,0.68139,0.72390
2009,Lower Secondary Level,No,0.26584,474,1778,0.24529,0.28638
2009,Upper Secondary Level,Yes,0.70742,6531,9020,0.69803,0.71681
2009,Upper Secondary Level,No,0.28715,2489,9020,0.27781,0.29648
2009,Post-secondary Non-tertiary Level,Yes,0.70148,699,993,0.67300,0.72995
2009,Post-secondary Non-tertiary Level,No,0.29767,294,993,0.26922,0.32613
2009,First Stage of Tertiary Education,Yes,0.73901,981,1324,0.71535,0.76268
2009,First Stage of Tertiary Education,No,0.25580,343,1324,0.23229,0.27931
2009,Second Stage of Tertiary Education,Yes,0.73078,2997,4021,0.71707,0.74449
2009,Second Stage of Tertiary Education,No,0.26563,1024,4021,0.25198,0.27929
2010,Pre-primary Level,Yes,0.37713,240,409,0.33010,0.42416
2010,Pre-primary Level,No,0.29349,169,409,0.24930,0.33767
2010,Primary Level,Yes,0.63257,211,342,0.58140,0.68374
2010,Primary Level,No,0.36551,131,342,0.31440,0.41663
2010,Lower Secondary Level,Yes,0.70198,1669,2423,0.68376,0.72019
2010,Lower Secondary Level,No,0.26129,754,2423,0.24379,0.27879
2010,Upper Secondary Level,Yes,0.70773,8090,11676,0.69948,0.71598
2010,Upper Secondary Level,No,0.28287,3586,11676,0.27470,0.29104
2010,Post-secondary Non-tertiary Level,Yes,0.69824,1135,1703,0.67644,0.72005
2010,Post-secondary Non-tertiary Level,No,0.29736,568,1703,0.27564,0.31907
2010,First Stage of Tertiary Education,Yes,0.72208,1114,1601,0.70013,0.74403
2010,First Stage of Tertiary Education,No,0.26252,487,1601,0.24096,0.28408
2010,Second Stage of Tertiary Education,Yes,0.70495,3760,5356,0.69273,0.71716
2010,Second Stage of Tertiary Education,No,0.29306,1596,5356,0.28087,0.30525
2011,Pre-primary Level,Yes,0.37641,311,473,0.33270,0.42012
2011,Pre-primary Level,No,0.19491,162,473,0.15917,0.23064
2011,Primary Level,Yes,0.71191,273,407,0.66785,0.75596
2011,Primary Level,No,0.28809,134,407,0.24404,0.33215
2011,Lower Secondary Level,Yes,0.73165,2098,2942,0.71564,0.74766
2011,Lower Secondary Level,No,0.24306,844,2942,0.22756,0.25856
2011,Upper Secondary Level,Yes,0.71366,9794,13871,0.70614,0.72118
2011,Upper Secondary Level,No,0.28178,4077,13871,0.27429,0.28927
2011,Post-secondary Non-tertiary Level,Yes,0.70785,1391,2000,0.68792,0.72779
2011,Post-secondary Non-tertiary Level,No,0.28917,609,2000,0.26930,0.30905
2011,First Stage of Tertiary Education,Yes,0.71117,1305,1842,0.69046,0.73187
2011,First Stage of Tertiary Education,No,0.27772,537,1842,0.25726,0.29818
2011,Second Stage of Tertiary Education,Yes,0.72705,4471,6199,0.71596,0.73814
2011,Second Stage of Tertiary Education,No,0.26951,1728,6199,0.25846,0.28055
2012,Pre-primary Level,Yes,0.35516,306,470,0.31185,0.39848
2012,Pre-primary Level,No,0.20331,164,470,0.16689,0.23973
2012,Primary Level,Yes,0.63962,251,385,0.59160,0.68764
2012,Primary Level,No,0.35660,134,385,0.30869,0.40451
2012,Lower Secondary Level,Yes,0.72519,2066,2889,0.70891,0.74147
2012,Lower Secondary Level,No,0.24995,823,2889,0.23416,0.26574
2012,Upper Secondary Level,Yes,0.71140,9574,13485,0.70375,0.71905
2012,Upper Secondary Level,No,0.28263,3911,13485,0.27503,0.29023
2012,Post-secondary Non-tertiary Level,Yes,0.70362,1368,1961,0.68340,0.72383
2012,Post-secondary Non-tertiary Level,No,0.29454,593,1961,0.27436,0.31472
2012,First Stage of Tertiary Education,Yes,0.71149,1290,1801,0.69056,0.73242
