year,age_gr,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Second Stage of Tertiary Education,Yes,0.74993,164,221,0.69270,0.80715
1984,46-65 y.,Second Stage of Tertiary Education,No,0.25007,57,221,0.19285,0.30730
1984,66 and older,Lower Secondary Level,Yes,0.85480,439,514,0.82431,0.88528
1984,66 and older,Lower Secondary Level,No,0.14520,75,514,0.11472,0.17569
1984,66 and older,Upper Secondary Level,Yes,0.84600,482,570,0.81634,0.87566
1984,66 and older,Upper Secondary Level,No,0.15400,88,570,0.12434,0.18366
1984,66 and older,First Stage of Tertiary Education,Yes,0.82820,69,69,0.73855,0.91786
1984,66 and older,Second Stage of Tertiary Education,Yes,0.76825,47,47,0.64632,0.89019
1985,17-29 y.,Pre-primary Level,Yes,0.60353,111,187,0.53323,0.67383
1985,17-29 y.,Pre-primary Level,No,0.39647,76,187,0.32617,0.46677
1985,17-29 y.,Primary Level,Yes,0.67267,104,163,0.60041,0.74493
1985,17-29 y.,Primary Level,No,0.32733,59,163,0.25507,0.39959
1985,17-29 y.,Lower Secondary Level,Yes,0.65549,585,959,0.62539,0.68558
1985,17-29 y.,Lower Secondary Level,No,0.34451,374,959,0.31442,0.37461
1985,17-29 y.,Upper Secondary Level,Yes,0.65472,915,1431,0.63008,0.67937
1985,17-29 y.,Upper Secondary Level,No,0.34528,516,1431,0.32063,0.36992
1985,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.71349,75,110,0.62861,0.79837
1985,17-29 y.,Post-secondary Non-tertiary Level,No,0.28651,35,110,0.20163,0.37139
1985,17-29 y.,First Stage of Tertiary Education,Yes,0.69449,74,111,0.60841,0.78057
1985,17-29 y.,First Stage of Tertiary Education,No,0.30551,37,111,0.21943,0.39159
1985,17-29 y.,Second Stage of Tertiary Education,Yes,0.66686,78,120,0.58218,0.75155
1985,17-29 y.,Second Stage of Tertiary Education,No,0.33314,42,120,0.24845,0.41782
1985,30-45 y.,Primary Level,Yes,0.57462,193,320,0.52036,0.62887
1985,30-45 y.,Primary Level,No,0.42538,127,320,0.37113,0.47964
1985,30-45 y.,Lower Secondary Level,Yes,0.65789,443,679,0.62218,0.69360
1985,30-45 y.,Lower Secondary Level,No,0.34211,236,679,0.30640,0.37782
1985,30-45 y.,Upper Secondary Level,Yes,0.64542,1127,1761,0.62307,0.66777
1985,30-45 y.,Upper Secondary Level,No,0.35458,634,1761,0.33223,0.37693
1985,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.55413,54,87,0.44907,0.65918
1985,30-45 y.,Post-secondary Non-tertiary Level,No,0.44587,33,87,0.34082,0.55093
1985,30-45 y.,First Stage of Tertiary Education,Yes,0.68075,158,233,0.62076,0.74074
1985,30-45 y.,First Stage of Tertiary Education,No,0.31925,75,233,0.25926,0.37924
1985,30-45 y.,Second Stage of Tertiary Education,Yes,0.59559,216,363,0.54503,0.64615
1985,30-45 y.,Second Stage of Tertiary Education,No,0.40441,147,363,0.35385,0.45497
1985,46-65 y.,Primary Level,Yes,0.73628,243,337,0.68916,0.78340
1985,46-65 y.,Primary Level,No,0.26372,94,337,0.21660,0.31084
1985,46-65 y.,Lower Secondary Level,Yes,0.77025,758,999,0.74415,0.79635
1985,46-65 y.,Lower Secondary Level,No,0.22975,241,999,0.20365,0.25585
1985,46-65 y.,Upper Secondary Level,Yes,0.75325,1099,1475,0.73124,0.77526
1985,46-65 y.,Upper Secondary Level,No,0.24675,376,1475,0.22474,0.26876
1985,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.79440,46,46,0.67632,0.91248
1985,46-65 y.,First Stage of Tertiary Education,Yes,0.73570,144,195,0.67365,0.79775
1985,46-65 y.,First Stage of Tertiary Education,No,0.26430,51,195,0.20225,0.32635
1985,46-65 y.,Second Stage of Tertiary Education,Yes,0.70697,152,216,0.64613,0.76781
1985,46-65 y.,Second Stage of Tertiary Education,No,0.29303,64,216,0.23219,0.35387
1985,66 and older,Lower Secondary Level,Yes,0.85088,361,424,0.81694,0.88483
1985,66 and older,Lower Secondary Level,No,0.14912,63,424,0.11517,0.18306
1985,66 and older,Upper Secondary Level,Yes,0.87407,450,514,0.84536,0.90278
1985,66 and older,Upper Secondary Level,No,0.12593,64,514,0.09722,0.15464
1985,66 and older,First Stage of Tertiary Education,Yes,0.82138,67,67,0.72897,0.91379
1985,66 and older,Second Stage of Tertiary Education,Yes,0.79169,43,43,0.66887,0.91451
1986,17-29 y.,Pre-primary Level,Yes,0.64014,114,188,0.57135,0.70893
1986,17-29 y.,Pre-primary Level,No,0.35986,74,188,0.29107,0.42865
1986,17-29 y.,Primary Level,Yes,0.66510,92,162,0.59219,0.73800
1986,17-29 y.,Primary Level,No,0.33490,70,162,0.26200,0.40781
1986,17-29 y.,Lower Secondary Level,Yes,0.66514,589,948,0.63508,0.69519
1986,17-29 y.,Lower Secondary Level,No,0.33486,359,948,0.30481,0.36492
1986,17-29 y.,Upper Secondary Level,Yes,0.68572,922,1395,0.66135,0.71009
1986,17-29 y.,Upper Secondary Level,No,0.31428,473,1395,0.28991,0.33865
1986,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.75429,75,106,0.67195,0.83664
1986,17-29 y.,Post-secondary Non-tertiary Level,No,0.24571,31,106,0.16336,0.32805
1986,17-29 y.,First Stage of Tertiary Education,Yes,0.74367,73,73,0.64282,0.84452
1986,17-29 y.,Second Stage of Tertiary Education,Yes,0.69718,62,94,0.60379,0.79056
1986,17-29 y.,Second Stage of Tertiary Education,No,0.30282,32,94,0.20944,0.39621
1986,30-45 y.,Primary Level,Yes,0.65529,173,280,0.59953,0.71106
1986,30-45 y.,Primary Level,No,0.34471,107,280,0.28894,0.40047
1986,30-45 y.,Lower Secondary Level,Yes,0.70310,434,617,0.66702,0.73918
1986,30-45 y.,Lower Secondary Level,No,0.29690,183,617,0.26082,0.33298
1986,30-45 y.,Upper Secondary Level,Yes,0.65796,1081,1657,0.63511,0.68081
1986,30-45 y.,Upper Secondary Level,No,0.34204,576,1657,0.31919,0.36489
1986,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.64823,63,95,0.55169,0.74476
1986,30-45 y.,Post-secondary Non-tertiary Level,No,0.35177,32,95,0.25524,0.44831
1986,30-45 y.,First Stage of Tertiary Education,Yes,0.71182,153,215,0.65113,0.77250
1986,30-45 y.,First Stage of Tertiary Education,No,0.28818,62,215,0.22750,0.34887
1986,30-45 y.,Second Stage of Tertiary Education,Yes,0.63601,238,376,0.58731,0.68471
1986,30-45 y.,Second Stage of Tertiary Education,No,0.36399,138,376,0.31529,0.41269
1986,46-65 y.,Primary Level,Yes,0.73751,235,317,0.68899,0.78602
1986,46-65 y.,Primary Level,No,0.26249,82,317,0.21398,0.31101
1986,46-65 y.,Lower Secondary Level,Yes,0.79283,732,949,0.76703,0.81863
1986,46-65 y.,Lower Secondary Level,No,0.20717,217,949,0.18137,0.23297
1986,46-65 y.,Upper Secondary Level,Yes,0.75237,1105,1467,0.73027,0.77446
1986,46-65 y.,Upper Secondary Level,No,0.24763,362,1467,0.22554,0.26973
1986,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.76817,41,41,0.63739,0.89895
1986,46-65 y.,First Stage of Tertiary Education,Yes,0.79067,148,193,0.73312,0.84822
1986,46-65 y.,First Stage of Tertiary Education,No,0.20933,45,193,0.15178,0.26688
1986,46-65 y.,Second Stage of Tertiary Education,Yes,0.71645,161,226,0.65756,0.77535
1986,46-65 y.,Second Stage of Tertiary Education,No,0.28355,65,226,0.22465,0.34244
1986,66 and older,Lower Secondary Level,Yes,0.85673,336,393,0.82205,0.89141
1986,66 and older,Lower Secondary Level,No,0.14327,57,393,0.10859,0.17795
1986,66 and older,Upper Secondary Level,Yes,0.87110,413,474,0.84090,0.90130
1986,66 and older,Upper Secondary Level,No,0.12890,61,474,0.09870,0.15910
1986,66 and older,First Stage of Tertiary Education,Yes,0.87224,64,64,0.78980,0.95467
1986,66 and older,Second Stage of Tertiary Education,Yes,0.78397,39,39,0.65312,0.91482
1987,17-29 y.,Pre-primary Level,Yes,0.65714,113,191,0.58964,0.72463
1987,17-29 y.,Pre-primary Level,No,0.34286,78,191,0.27537,0.41036
1987,17-29 y.,Primary Level,Yes,0.64980,77,136,0.56933,0.73027
1987,17-29 y.,Primary Level,No,0.35020,59,136,0.26973,0.43067
1987,17-29 y.,Lower Secondary Level,Yes,0.64403,549,924,0.61314,0.67492
1987,17-29 y.,Lower Secondary Level,No,0.35597,375,924,0.32508,0.38686
1987,17-29 y.,Upper Secondary Level,Yes,0.68170,941,1398,0.65727,0.70613
1987,17-29 y.,Upper Secondary Level,No,0.31830,457,1398,0.29387,0.34273
1987,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.74889,72,106,0.66594,0.83184
1987,17-29 y.,Post-secondary Non-tertiary Level,No,0.25111,34,106,0.16816,0.33406
1987,17-29 y.,First Stage of Tertiary Education,Yes,0.75386,68,68,0.65072,0.85701
1987,17-29 y.,Second Stage of Tertiary Education,Yes,0.57788,50,90,0.47527,0.68049
1987,17-29 y.,Second Stage of Tertiary Education,No,0.42212,40,90,0.31951,0.52473
1987,30-45 y.,Primary Level,Yes,0.65026,175,276,0.59390,0.70663
1987,30-45 y.,Primary Level,No,0.34974,101,276,0.29337,0.40610
1987,30-45 y.,Lower Secondary Level,Yes,0.68494,401,588,0.64736,0.72253
1987,30-45 y.,Lower Secondary Level,No,0.31506,187,588,0.27747,0.35264
1987,30-45 y.,Upper Secondary Level,Yes,0.63581,1012,1601,0.61223,0.65939
1987,30-45 y.,Upper Secondary Level,No,0.36419,589,1601,0.34061,0.38777
1987,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.69780,65,96,0.60545,0.79014
1987,30-45 y.,Post-secondary Non-tertiary Level,No,0.30220,31,96,0.20986,0.39455
1987,30-45 y.,First Stage of Tertiary Education,Yes,0.70031,157,216,0.63908,0.76155
1987,30-45 y.,First Stage of Tertiary Education,No,0.29969,59,216,0.23845,0.36092
1987,30-45 y.,Second Stage of Tertiary Education,Yes,0.58746,213,364,0.53681,0.63810
1987,30-45 y.,Second Stage of Tertiary Education,No,0.41254,151,364,0.36190,0.46319
1987,46-65 y.,Primary Level,Yes,0.77167,236,322,0.72575,0.81759
1987,46-65 y.,Primary Level,No,0.22833,86,322,0.18241,0.27425
1987,46-65 y.,Lower Secondary Level,Yes,0.76635,682,919,0.73898,0.79373
1987,46-65 y.,Lower Secondary Level,No,0.23365,237,919,0.20627,0.26102
1987,46-65 y.,Upper Secondary Level,Yes,0.76342,1103,1471,0.74169,0.78514
1987,46-65 y.,Upper Secondary Level,No,0.23658,368,1471,0.21486,0.25831
1987,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.65382,35,35,0.49391,0.81374
1987,46-65 y.,First Stage of Tertiary Education,Yes,0.79880,152,191,0.74179,0.85580
1987,46-65 y.,First Stage of Tertiary Education,No,0.20120,39,191,0.14420,0.25821
1987,46-65 y.,Second Stage of Tertiary Education,Yes,0.76177,172,230,0.70660,0.81695
1987,46-65 y.,Second Stage of Tertiary Education,No,0.23823,58,230,0.18305,0.29340
1987,66 and older,Lower Secondary Level,Yes,0.88775,357,405,0.85696,0.91853
1987,66 and older,Lower Secondary Level,No,0.11225,48,405,0.08147,0.14304
1987,66 and older,Upper Secondary Level,Yes,0.86359,429,500,0.83348,0.89371
1987,66 and older,Upper Secondary Level,No,0.13641,71,500,0.10629,0.16652
1987,66 and older,First Stage of Tertiary Education,Yes,0.82547,58,58,0.72693,0.92401
1987,66 and older,Second Stage of Tertiary Education,Yes,0.85535,47,47,0.75370,0.95700
1988,17-29 y.,Pre-primary Level,Yes,0.57320,88,163,0.49703,0.64937
1988,17-29 y.,Pre-primary Level,No,0.42680,75,163,0.35063,0.50297
1988,17-29 y.,Primary Level,Yes,0.66196,73,128,0.57968,0.74423
1988,17-29 y.,Primary Level,No,0.33804,55,128,0.25577,0.42032
1988,17-29 y.,Lower Secondary Level,Yes,0.57860,504,913,0.54656,0.61065
1988,17-29 y.,Lower Secondary Level,No,0.42064,409,913,0.38860,0.45268
1988,17-29 y.,Upper Secondary Level,Yes,0.61669,785,1309,0.59034,0.64303
1988,17-29 y.,Upper Secondary Level,No,0.38269,524,1309,0.35635,0.40903
1988,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.69337,69,104,0.60432,0.78242
1988,17-29 y.,Post-secondary Non-tertiary Level,No,0.30614,35,104,0.21713,0.39515
1988,17-29 y.,First Stage of Tertiary Education,Yes,0.56823,45,78,0.45759,0.67887
1988,17-29 y.,First Stage of Tertiary Education,No,0.43177,33,78,0.32113,0.54241
1988,17-29 y.,Second Stage of Tertiary Education,Yes,0.54378,42,76,0.43105,0.65650
1988,17-29 y.,Second Stage of Tertiary Education,No,0.45622,34,76,0.34350,0.56895
1988,30-45 y.,Primary Level,Yes,0.57279,142,238,0.50981,0.63577
1988,30-45 y.,Primary Level,No,0.42721,96,238,0.36423,0.49019
1988,30-45 y.,Lower Secondary Level,Yes,0.63051,342,531,0.58941,0.67160
1988,30-45 y.,Lower Secondary Level,No,0.36754,189,531,0.32649,0.40859
1988,30-45 y.,Upper Secondary Level,Yes,0.60781,903,1500,0.58309,0.63252
1988,30-45 y.,Upper Secondary Level,No,0.39009,597,1500,0.36539,0.41478
1988,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.54868,54,92,0.44644,0.65092
1988,30-45 y.,Post-secondary Non-tertiary Level,No,0.45132,38,92,0.34908,0.55356
1988,30-45 y.,First Stage of Tertiary Education,Yes,0.59132,122,210,0.52467,0.65797
1988,30-45 y.,First Stage of Tertiary Education,No,0.40467,88,210,0.33813,0.47121
1988,30-45 y.,Second Stage of Tertiary Education,Yes,0.56623,190,342,0.51363,0.61883
1988,30-45 y.,Second Stage of Tertiary Education,No,0.42636,152,342,0.37387,0.47885
1988,46-65 y.,Primary Level,Yes,0.74054,236,307,0.69143,0.78966
1988,46-65 y.,Primary Level,No,0.25458,71,307,0.20577,0.30339
1988,46-65 y.,Lower Secondary Level,Yes,0.70625,631,889,0.67630,0.73621
1988,46-65 y.,Lower Secondary Level,No,0.29236,258,889,0.26244,0.32228
1988,46-65 y.,Upper Secondary Level,Yes,0.72935,1037,1425,0.70627,0.75242
1988,46-65 y.,Upper Secondary Level,No,0.26654,388,1425,0.24357,0.28950
1988,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.75790,35,35,0.61392,0.90189
1988,46-65 y.,First Stage of Tertiary Education,Yes,0.68007,124,179,0.61155,0.74860
1988,46-65 y.,First Stage of Tertiary Education,No,0.30533,55,179,0.23768,0.37299
1988,46-65 y.,Second Stage of Tertiary Education,Yes,0.62455,143,225,0.56113,0.68796
1988,46-65 y.,Second Stage of Tertiary Education,No,0.36521,82,225,0.30215,0.42826
1988,66 and older,Lower Secondary Level,Yes,0.84782,317,375,0.81142,0.88423
1988,66 and older,Lower Secondary Level,No,0.14430,58,375,0.10868,0.17991
1988,66 and older,Upper Secondary Level,Yes,0.85578,421,494,0.82477,0.88679
1988,66 and older,Upper Secondary Level,No,0.14132,73,494,0.11057,0.17207
1988,66 and older,First Stage of Tertiary Education,Yes,0.85572,60,60,0.76606,0.94538
1988,66 and older,Second Stage of Tertiary Education,Yes,0.82311,45,45,0.71037,0.93586
1989,17-29 y.,Pre-primary Level,Yes,0.53936,90,175,0.46530,0.61342
1989,17-29 y.,Pre-primary Level,No,0.46064,85,175,0.38658,0.53470
1989,17-29 y.,Primary Level,Yes,0.66717,70,118,0.58178,0.75256
1989,17-29 y.,Primary Level,No,0.32178,48,118,0.23713,0.40643
1989,17-29 y.,Lower Secondary Level,Yes,0.61039,506,857,0.57772,0.64306
1989,17-29 y.,Lower Secondary Level,No,0.38891,351,857,0.35625,0.42157
1989,17-29 y.,Upper Secondary Level,Yes,0.63528,810,1304,0.60915,0.66142
1989,17-29 y.,Upper Secondary Level,No,0.36364,494,1304,0.33752,0.38976
1989,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.65090,81,121,0.56561,0.73619
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.34910,40,121,0.26381,0.43439
1989,17-29 y.,First Stage of Tertiary Education,Yes,0.74426,57,57,0.63000,0.85853
1989,17-29 y.,Second Stage of Tertiary Education,Yes,0.72957,59,59,0.61526,0.84388
1989,30-45 y.,Primary Level,Yes,0.69123,143,218,0.62976,0.75270
1989,30-45 y.,Primary Level,No,0.30320,75,218,0.24205,0.36436
1989,30-45 y.,Lower Secondary Level,Yes,0.63338,323,495,0.59089,0.67588
1989,30-45 y.,Lower Secondary Level,No,0.35977,172,495,0.31744,0.40209
1989,30-45 y.,Upper Secondary Level,Yes,0.59546,880,1460,0.57027,0.62064
1989,30-45 y.,Upper Secondary Level,No,0.40128,580,1460,0.37613,0.42643
1989,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.58338,53,92,0.48209,0.68467
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.41662,39,92,0.31533,0.51791
1989,30-45 y.,First Stage of Tertiary Education,Yes,0.64028,128,197,0.57309,0.70747
1989,30-45 y.,First Stage of Tertiary Education,No,0.35086,69,197,0.28405,0.41767
1989,30-45 y.,Second Stage of Tertiary Education,Yes,0.56430,193,338,0.51136,0.61724
1989,30-45 y.,Second Stage of Tertiary Education,No,0.43570,145,338,0.38276,0.48864
1989,46-65 y.,Primary Level,Yes,0.71425,217,298,0.66287,0.76563
1989,46-65 y.,Primary Level,No,0.26317,81,298,0.21309,0.31325
1989,46-65 y.,Lower Secondary Level,Yes,0.74448,602,834,0.71486,0.77410
1989,46-65 y.,Lower Secondary Level,No,0.25267,232,834,0.22316,0.28218
1989,46-65 y.,Upper Secondary Level,Yes,0.72943,978,1374,0.70593,0.75293
1989,46-65 y.,Upper Secondary Level,No,0.26791,396,1374,0.24449,0.29134
1989,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.65613,32,32,0.48892,0.82334
1989,46-65 y.,First Stage of Tertiary Education,Yes,0.69190,116,168,0.62187,0.76193
1989,46-65 y.,First Stage of Tertiary Education,No,0.30072,52,168,0.23116,0.37027
1989,46-65 y.,Second Stage of Tertiary Education,Yes,0.71348,155,224,0.65414,0.77283
1989,46-65 y.,Second Stage of Tertiary Education,No,0.27627,69,224,0.21758,0.33496
1989,66 and older,Lower Secondary Level,Yes,0.87300,328,377,0.83935,0.90666
1989,66 and older,Lower Secondary Level,No,0.12307,49,377,0.08986,0.15628
1989,66 and older,Upper Secondary Level,Yes,0.83847,393,470,0.80517,0.87178
1989,66 and older,Upper Secondary Level,No,0.15859,77,470,0.12553,0.19165
1989,66 and older,First Stage of Tertiary Education,Yes,0.85112,58,58,0.75871,0.94354
1989,66 and older,Second Stage of Tertiary Education,Yes,0.84265,47,47,0.73742,0.94788
1991,17-29 y.,Pre-primary Level,Yes,0.59590,84,161,0.51987,0.67194
1991,17-29 y.,Pre-primary Level,No,0.39663,77,161,0.32083,0.47244
1991,17-29 y.,Primary Level,Yes,0.64012,83,141,0.56062,0.71963
1991,17-29 y.,Primary Level,No,0.34985,58,141,0.27085,0.42885
1991,17-29 y.,Lower Secondary Level,Yes,0.64588,569,928,0.61509,0.67667
1991,17-29 y.,Lower Secondary Level,No,0.34944,359,928,0.31874,0.38013
1991,17-29 y.,Upper Secondary Level,Yes,0.61975,1118,1870,0.59774,0.64176
1991,17-29 y.,Upper Secondary Level,No,0.37803,752,1870,0.35605,0.40002
1991,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.73339,117,171,0.66692,0.79986
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.26661,54,171,0.20014,0.33308
1991,17-29 y.,First Stage of Tertiary Education,Yes,0.69448,65,99,0.60328,0.78568
1991,17-29 y.,First Stage of Tertiary Education,No,0.30552,34,99,0.21432,0.39672
1991,17-29 y.,Second Stage of Tertiary Education,Yes,0.68332,127,199,0.61852,0.74811
1991,17-29 y.,Second Stage of Tertiary Education,No,0.31589,72,199,0.25114,0.38065
1991,30-45 y.,Primary Level,Yes,0.65101,128,200,0.58479,0.71724
1991,30-45 y.,Primary Level,No,0.34773,72,200,0.28156,0.41390
1991,30-45 y.,Lower Secondary Level,Yes,0.64539,329,516,0.60407,0.68671
1991,30-45 y.,Lower Secondary Level,No,0.34779,187,516,0.30666,0.38893
1991,30-45 y.,Upper Secondary Level,Yes,0.59970,1313,2298,0.57966,0.61973
1991,30-45 y.,Upper Secondary Level,No,0.39764,985,2298,0.37762,0.41765
1991,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.65106,81,124,0.56683,0.73530
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.34894,43,124,0.26470,0.43317
1991,30-45 y.,First Stage of Tertiary Education,Yes,0.55709,174,302,0.50098,0.61321
1991,30-45 y.,First Stage of Tertiary Education,No,0.44291,128,302,0.38679,0.49902
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.59788,478,814,0.56418,0.63159
1991,30-45 y.,Second Stage of Tertiary Education,No,0.40109,336,814,0.36740,0.43478
1991,46-65 y.,Primary Level,Yes,0.74340,211,288,0.69287,0.79393
1991,46-65 y.,Primary Level,No,0.23795,77,288,0.18869,0.28722
1991,46-65 y.,Lower Secondary Level,Yes,0.76952,680,909,0.74213,0.79691
1991,46-65 y.,Lower Secondary Level,No,0.22579,229,909,0.19860,0.25299
1991,46-65 y.,Upper Secondary Level,Yes,0.73013,1438,2013,0.71073,0.74952
1991,46-65 y.,Upper Secondary Level,No,0.26489,575,2013,0.24561,0.28417
1991,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.74499,43,43,0.61317,0.87681
1991,46-65 y.,First Stage of Tertiary Education,Yes,0.68082,173,257,0.62372,0.73793
1991,46-65 y.,First Stage of Tertiary Education,No,0.28761,84,257,0.23216,0.34306
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.66009,361,546,0.62033,0.69986
1991,46-65 y.,Second Stage of Tertiary Education,No,0.33351,185,546,0.29393,0.37310
1991,66 and older,Lower Secondary Level,Yes,0.85366,416,487,0.82224,0.88508
1991,66 and older,Lower Secondary Level,No,0.14090,71,487,0.10997,0.17183
1991,66 and older,Upper Secondary Level,Yes,0.85264,597,700,0.82636,0.87892
1991,66 and older,Upper Secondary Level,No,0.14299,103,700,0.11704,0.16894
1991,66 and older,First Stage of Tertiary Education,Yes,0.88882,82,82,0.82036,0.95728
1991,66 and older,Second Stage of Tertiary Education,Yes,0.84038,94,94,0.76594,0.91482
1992,17-29 y.,Pre-primary Level,Yes,0.61931,116,187,0.54953,0.68909
1992,17-29 y.,Pre-primary Level,No,0.38069,71,187,0.31091,0.45047
1992,17-29 y.,Primary Level,Yes,0.51605,66,126,0.42845,0.60366
1992,17-29 y.,Primary Level,No,0.45260,60,126,0.36534,0.53985
1992,17-29 y.,Lower Secondary Level,Yes,0.58997,523,924,0.55824,0.62170
1992,17-29 y.,Lower Secondary Level,No,0.40078,401,924,0.36916,0.43239
1992,17-29 y.,Upper Secondary Level,Yes,0.61703,1066,1755,0.59428,0.63978
1992,17-29 y.,Upper Secondary Level,No,0.37834,689,1755,0.35564,0.40103
1992,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.72528,115,171,0.65818,0.79238
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.27472,56,171,0.20762,0.34182
1992,17-29 y.,First Stage of Tertiary Education,Yes,0.60114,65,103,0.50611,0.69617
1992,17-29 y.,First Stage of Tertiary Education,No,0.38432,38,103,0.28992,0.47872
1992,17-29 y.,Second Stage of Tertiary Education,Yes,0.64240,106,170,0.57014,0.71466
1992,17-29 y.,Second Stage of Tertiary Education,No,0.35309,64,170,0.28104,0.42515
1992,30-45 y.,Primary Level,Yes,0.60597,117,186,0.53556,0.67639
1992,30-45 y.,Primary Level,No,0.35244,69,186,0.28360,0.42128
1992,30-45 y.,Lower Secondary Level,Yes,0.66434,330,483,0.62218,0.70649
1992,30-45 y.,Lower Secondary Level,No,0.32882,153,483,0.28688,0.37076
1992,30-45 y.,Upper Secondary Level,Yes,0.62607,1388,2243,0.60604,0.64609
1992,30-45 y.,Upper Secondary Level,No,0.36611,855,2243,0.34617,0.38605
1992,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.64623,82,131,0.56404,0.72842
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.35264,49,131,0.27051,0.43478
1992,30-45 y.,First Stage of Tertiary Education,Yes,0.57940,180,309,0.52427,0.63453
1992,30-45 y.,First Stage of Tertiary Education,No,0.40758,129,309,0.35270,0.46246
