year,age_gr,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,17-29 y.,4th Quintile,No,0.64810,403,587,0.60943,0.68677
2017,17-29 y.,5th Quintile,Yes,0.31649,122,421,0.27201,0.36097
2017,17-29 y.,5th Quintile,No,0.61123,299,421,0.56461,0.65785
2017,30-45 y.,1st Quintile,Yes,0.53791,739,1462,0.51235,0.56348
2017,30-45 y.,1st Quintile,No,0.42057,723,1462,0.39526,0.44589
2017,30-45 y.,2nd Quintile,Yes,0.46153,635,1436,0.43574,0.48733
2017,30-45 y.,2nd Quintile,No,0.52101,801,1436,0.49516,0.54685
2017,30-45 y.,3rd Quintile,Yes,0.41525,543,1225,0.38764,0.44286
2017,30-45 y.,3rd Quintile,No,0.57196,682,1225,0.54424,0.59968
2017,30-45 y.,4th Quintile,Yes,0.42716,488,1157,0.39864,0.45568
2017,30-45 y.,4th Quintile,No,0.55886,669,1157,0.53024,0.58748
2017,30-45 y.,5th Quintile,Yes,0.36672,396,972,0.33641,0.39703
2017,30-45 y.,5th Quintile,No,0.61989,576,972,0.58936,0.65042
2017,46-65 y.,1st Quintile,Yes,0.80082,1015,1344,0.77946,0.82218
2017,46-65 y.,1st Quintile,No,0.18642,329,1344,0.16559,0.20725
2017,46-65 y.,2nd Quintile,Yes,0.75076,981,1395,0.72805,0.77347
2017,46-65 y.,2nd Quintile,No,0.24062,414,1395,0.21818,0.26306
2017,46-65 y.,3rd Quintile,Yes,0.70284,1002,1486,0.67959,0.72608
2017,46-65 y.,3rd Quintile,No,0.28902,484,1486,0.26596,0.31207
2017,46-65 y.,4th Quintile,Yes,0.70571,1166,1738,0.68428,0.72714
2017,46-65 y.,4th Quintile,No,0.28147,572,1738,0.26032,0.30262
2017,46-65 y.,5th Quintile,Yes,0.64721,1425,2227,0.62736,0.66706
2017,46-65 y.,5th Quintile,No,0.34411,802,2227,0.32438,0.36385
2017,66 and older,1st Quintile,Yes,0.87435,594,673,0.84928,0.89941
2017,66 and older,1st Quintile,No,0.11637,79,673,0.09213,0.14062
2017,66 and older,2nd Quintile,Yes,0.88060,1026,1157,0.86191,0.89929
2017,66 and older,2nd Quintile,No,0.11506,131,1157,0.09667,0.13346
2017,66 and older,3rd Quintile,Yes,0.88853,905,1012,0.86913,0.90793
2017,66 and older,3rd Quintile,No,0.10650,107,1012,0.08748,0.12551
2017,66 and older,4th Quintile,Yes,0.86754,730,843,0.84464,0.89043
2017,66 and older,4th Quintile,No,0.12574,113,843,0.10335,0.14814
2017,66 and older,5th Quintile,Yes,0.86005,781,904,0.83742,0.88268
2017,66 and older,5th Quintile,No,0.13561,123,904,0.11328,0.15794
2019,17-29 y.,1st Quintile,Yes,0.39564,464,1106,0.36681,0.42448
2019,17-29 y.,1st Quintile,No,0.47308,642,1106,0.44364,0.50252
2019,17-29 y.,2nd Quintile,Yes,0.35303,321,849,0.32086,0.38520
2019,17-29 y.,2nd Quintile,No,0.54615,528,849,0.51264,0.57966
2019,17-29 y.,3rd Quintile,Yes,0.34826,228,671,0.31219,0.38434
2019,17-29 y.,3rd Quintile,No,0.55832,443,671,0.52072,0.59592
2019,17-29 y.,4th Quintile,Yes,0.35076,214,570,0.31155,0.38997
2019,17-29 y.,4th Quintile,No,0.55618,356,570,0.51536,0.59700
2019,17-29 y.,5th Quintile,Yes,0.29767,135,423,0.25405,0.34130
2019,17-29 y.,5th Quintile,No,0.63273,288,423,0.58674,0.67872
2019,30-45 y.,1st Quintile,Yes,0.50653,648,1218,0.47844,0.53462
2019,30-45 y.,1st Quintile,No,0.41928,570,1218,0.39156,0.44700
2019,30-45 y.,2nd Quintile,Yes,0.51711,644,1249,0.48938,0.54483
2019,30-45 y.,2nd Quintile,No,0.46985,605,1249,0.44216,0.49754
2019,30-45 y.,3rd Quintile,Yes,0.50886,610,1201,0.48057,0.53714
2019,30-45 y.,3rd Quintile,No,0.48605,591,1201,0.45777,0.51432
2019,30-45 y.,4th Quintile,Yes,0.47628,508,1014,0.44552,0.50704
2019,30-45 y.,4th Quintile,No,0.50483,506,1014,0.47404,0.53562
2019,30-45 y.,5th Quintile,Yes,0.41073,417,926,0.37903,0.44244
2019,30-45 y.,5th Quintile,No,0.57511,509,926,0.54325,0.60696
2019,46-65 y.,1st Quintile,Yes,0.82636,1070,1338,0.80606,0.84667
2019,46-65 y.,1st Quintile,No,0.15494,268,1338,0.13554,0.17434
2019,46-65 y.,2nd Quintile,Yes,0.76872,1071,1459,0.74708,0.79037
2019,46-65 y.,2nd Quintile,No,0.22000,388,1459,0.19874,0.24126
2019,46-65 y.,3rd Quintile,Yes,0.76494,1127,1570,0.74396,0.78592
2019,46-65 y.,3rd Quintile,No,0.22417,443,1570,0.20353,0.24481
2019,46-65 y.,4th Quintile,Yes,0.73445,1314,1792,0.71400,0.75491
2019,46-65 y.,4th Quintile,No,0.24894,478,1792,0.22891,0.26896
2019,46-65 y.,5th Quintile,Yes,0.69320,1745,2493,0.67509,0.71131
2019,46-65 y.,5th Quintile,No,0.29237,748,2493,0.27452,0.31023
2019,66 and older,1st Quintile,Yes,0.89134,671,753,0.86909,0.91358
2019,66 and older,1st Quintile,No,0.10052,82,753,0.07903,0.12201
2019,66 and older,2nd Quintile,Yes,0.90642,1067,1183,0.88981,0.92302
2019,66 and older,2nd Quintile,No,0.08857,116,1183,0.07237,0.10476
2019,66 and older,3rd Quintile,Yes,0.92062,870,945,0.90337,0.93786
2019,66 and older,3rd Quintile,No,0.07095,75,945,0.05457,0.08733
2019,66 and older,4th Quintile,Yes,0.88100,763,861,0.85936,0.90264
2019,66 and older,4th Quintile,No,0.11552,98,861,0.09416,0.13689
2019,66 and older,5th Quintile,Yes,0.87280,824,938,0.85147,0.89414
2019,66 and older,5th Quintile,No,0.12720,114,938,0.10586,0.14853
2021,17-29 y.,1st Quintile,Yes,0.36385,412,1235,0.33701,0.39069
2021,17-29 y.,1st Quintile,No,0.57878,823,1235,0.55124,0.60633
2021,17-29 y.,2nd Quintile,Yes,0.36868,232,597,0.32994,0.40741
2021,17-29 y.,2nd Quintile,No,0.52732,365,597,0.48723,0.56740
2021,17-29 y.,3rd Quintile,Yes,0.39099,185,478,0.34720,0.43478
2021,17-29 y.,3rd Quintile,No,0.51682,293,478,0.47197,0.56166
2021,17-29 y.,4th Quintile,Yes,0.37265,164,430,0.32690,0.41841
2021,17-29 y.,4th Quintile,No,0.58943,266,430,0.54288,0.63599
2021,17-29 y.,5th Quintile,Yes,0.30736,114,334,0.25781,0.35692
2021,17-29 y.,5th Quintile,No,0.60515,220,334,0.55265,0.65766
2021,30-45 y.,1st Quintile,Yes,0.55577,738,1630,0.53164,0.57990
2021,30-45 y.,1st Quintile,No,0.43345,892,1630,0.40938,0.45751
2021,30-45 y.,2nd Quintile,Yes,0.50097,512,1002,0.46999,0.53194
2021,30-45 y.,2nd Quintile,No,0.47591,490,1002,0.44497,0.50685
2021,30-45 y.,3rd Quintile,Yes,0.52935,445,853,0.49584,0.56287
2021,30-45 y.,3rd Quintile,No,0.46596,408,853,0.43246,0.49945
2021,30-45 y.,4th Quintile,Yes,0.51347,420,775,0.47826,0.54869
2021,30-45 y.,4th Quintile,No,0.46854,355,775,0.43338,0.50369
2021,30-45 y.,5th Quintile,Yes,0.45544,392,827,0.42148,0.48941
2021,30-45 y.,5th Quintile,No,0.53198,435,827,0.49795,0.56601
2021,46-65 y.,1st Quintile,Yes,0.82827,954,1241,0.80728,0.84926
2021,46-65 y.,1st Quintile,No,0.16214,287,1241,0.14163,0.18266
2021,46-65 y.,2nd Quintile,Yes,0.74821,844,1125,0.72283,0.77358
2021,46-65 y.,2nd Quintile,No,0.24827,281,1125,0.22301,0.27353
2021,46-65 y.,3rd Quintile,Yes,0.75339,855,1151,0.72848,0.77830
2021,46-65 y.,3rd Quintile,No,0.23566,296,1151,0.21113,0.26019
2021,46-65 y.,4th Quintile,Yes,0.76061,972,1356,0.73788,0.78333
2021,46-65 y.,4th Quintile,No,0.23455,384,1356,0.21199,0.25712
2021,46-65 y.,5th Quintile,Yes,0.68507,1553,2271,0.66596,0.70418
2021,46-65 y.,5th Quintile,No,0.30396,718,2271,0.28503,0.32288
2021,66 and older,1st Quintile,Yes,0.91611,597,666,0.89503,0.93718
2021,66 and older,1st Quintile,No,0.07803,69,666,0.05765,0.09842
2021,66 and older,2nd Quintile,Yes,0.90046,723,804,0.87976,0.92117
2021,66 and older,2nd Quintile,No,0.09103,81,804,0.07113,0.11092
2021,66 and older,3rd Quintile,Yes,0.92979,576,642,0.91001,0.94957
2021,66 and older,3rd Quintile,No,0.06949,66,642,0.04981,0.08918
2021,66 and older,4th Quintile,Yes,0.87978,555,621,0.85418,0.90538
2021,66 and older,4th Quintile,No,0.09908,66,621,0.07556,0.12260
2021,66 and older,5th Quintile,Yes,0.88352,704,823,0.86159,0.90545
2021,66 and older,5th Quintile,No,0.11289,119,823,0.09126,0.13453
