year,migback,quintil_oecd,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,2nd Quintile,No,0.43962,564,1126,0.41062,0.46863
2015,Direct migration background,3rd Quintile,Yes,0.50172,340,809,0.46725,0.53620
2015,Direct migration background,3rd Quintile,No,0.49828,469,809,0.46380,0.53275
2015,Direct migration background,4th Quintile,Yes,0.55051,240,505,0.50708,0.59394
2015,Direct migration background,4th Quintile,No,0.44949,265,505,0.40606,0.49292
2015,Direct migration background,5th Quintile,Yes,0.48257,213,448,0.43625,0.52890
2015,Direct migration background,5th Quintile,No,0.51743,235,448,0.47110,0.56375
2015,Indirect migration background,1st Quintile,Yes,0.39507,196,476,0.35111,0.43904
2015,Indirect migration background,1st Quintile,No,0.60493,280,476,0.56096,0.64889
2015,Indirect migration background,2nd Quintile,Yes,0.46297,135,339,0.40982,0.51613
2015,Indirect migration background,2nd Quintile,No,0.53703,204,339,0.48387,0.59018
2015,Indirect migration background,3rd Quintile,Yes,0.32521,100,272,0.26943,0.38098
2015,Indirect migration background,3rd Quintile,No,0.67479,172,272,0.61902,0.73057
2015,Indirect migration background,4th Quintile,Yes,0.43236,106,257,0.37167,0.49305
2015,Indirect migration background,4th Quintile,No,0.56764,151,257,0.50695,0.62833
2015,Indirect migration background,5th Quintile,Yes,0.39726,77,192,0.32786,0.46666
2015,Indirect migration background,5th Quintile,No,0.60274,115,192,0.53334,0.67214
2017,No migration background,1st Quintile,Yes,0.71696,1751,2611,0.69967,0.73424
2017,No migration background,1st Quintile,No,0.28304,860,2611,0.26576,0.30033
2017,No migration background,2nd Quintile,Yes,0.72860,2219,3292,0.71340,0.74379
2017,No migration background,2nd Quintile,No,0.27140,1073,3292,0.25621,0.28660
2017,No migration background,3rd Quintile,Yes,0.68133,2216,3412,0.66569,0.69697
2017,No migration background,3rd Quintile,No,0.31867,1196,3412,0.30303,0.33431
2017,No migration background,4th Quintile,Yes,0.64885,2250,3604,0.63327,0.66444
2017,No migration background,4th Quintile,No,0.35115,1354,3604,0.33556,0.36673
2017,No migration background,5th Quintile,Yes,0.62191,2422,3894,0.60668,0.63714
2017,No migration background,5th Quintile,No,0.37809,1472,3894,0.36286,0.39332
2017,Direct migration background,1st Quintile,Yes,0.58423,814,1622,0.56023,0.60822
2017,Direct migration background,1st Quintile,No,0.41577,808,1622,0.39178,0.43977
2017,Direct migration background,2nd Quintile,Yes,0.54377,562,1182,0.51536,0.57218
2017,Direct migration background,2nd Quintile,No,0.45623,620,1182,0.42782,0.48464
2017,Direct migration background,3rd Quintile,Yes,0.49014,333,717,0.45353,0.52676
2017,Direct migration background,3rd Quintile,No,0.50986,384,717,0.47324,0.54647
2017,Direct migration background,4th Quintile,Yes,0.53539,227,505,0.49184,0.57893
2017,Direct migration background,4th Quintile,No,0.46461,278,505,0.42107,0.50816
2017,Direct migration background,5th Quintile,Yes,0.51480,220,436,0.46783,0.56176
2017,Direct migration background,5th Quintile,No,0.48520,216,436,0.43824,0.53217
2017,Indirect migration background,1st Quintile,Yes,0.47326,209,445,0.42682,0.51970
2017,Indirect migration background,1st Quintile,No,0.52674,236,445,0.48030,0.57318
2017,Indirect migration background,2nd Quintile,Yes,0.36721,116,294,0.31202,0.42241
2017,Indirect migration background,2nd Quintile,No,0.63279,178,294,0.57759,0.68798
2017,Indirect migration background,3rd Quintile,Yes,0.41027,100,248,0.34893,0.47162
2017,Indirect migration background,3rd Quintile,No,0.58973,148,248,0.52838,0.65107
2017,Indirect migration background,4th Quintile,Yes,0.43510,91,216,0.36883,0.50137
2017,Indirect migration background,4th Quintile,No,0.56490,125,216,0.49863,0.63117
2017,Indirect migration background,5th Quintile,Yes,0.43908,82,194,0.36906,0.50910
2017,Indirect migration background,5th Quintile,No,0.56092,112,194,0.49090,0.63094
2019,No migration background,1st Quintile,Yes,0.74353,1923,2700,0.72705,0.76000
2019,No migration background,1st Quintile,No,0.25647,777,2700,0.24000,0.27295
2019,No migration background,2nd Quintile,Yes,0.73577,2421,3462,0.72108,0.75046
2019,No migration background,2nd Quintile,No,0.26423,1041,3462,0.24954,0.27892
2019,No migration background,3rd Quintile,Yes,0.71597,2346,3458,0.70093,0.73100
2019,No migration background,3rd Quintile,No,0.28403,1112,3458,0.26900,0.29907
2019,No migration background,4th Quintile,Yes,0.69071,2476,3619,0.67565,0.70577
2019,No migration background,4th Quintile,No,0.30929,1143,3619,0.29423,0.32435
2019,No migration background,5th Quintile,Yes,0.65034,2764,4123,0.63579,0.66490
2019,No migration background,5th Quintile,No,0.34966,1359,4123,0.33510,0.36421
2019,Direct migration background,1st Quintile,Yes,0.64332,731,1304,0.61731,0.66933
2019,Direct migration background,1st Quintile,No,0.35668,573,1304,0.33067,0.38269
2019,Direct migration background,2nd Quintile,Yes,0.61897,523,968,0.58836,0.64958
2019,Direct migration background,2nd Quintile,No,0.38103,445,968,0.35042,0.41164
2019,Direct migration background,3rd Quintile,Yes,0.62032,366,651,0.58301,0.65763
2019,Direct migration background,3rd Quintile,No,0.37968,285,651,0.34237,0.41699
2019,Direct migration background,4th Quintile,Yes,0.57563,239,431,0.52892,0.62235
2019,Direct migration background,4th Quintile,No,0.42437,192,431,0.37765,0.47108
2019,Direct migration background,5th Quintile,Yes,0.57563,252,448,0.52981,0.62145
2019,Direct migration background,5th Quintile,No,0.42437,196,448,0.37855,0.47019
2019,Indirect migration background,1st Quintile,Yes,0.48164,199,411,0.43328,0.53001
2019,Indirect migration background,1st Quintile,No,0.51836,212,411,0.46999,0.56672
2019,Indirect migration background,2nd Quintile,Yes,0.52227,159,310,0.46658,0.57797
2019,Indirect migration background,2nd Quintile,No,0.47773,151,310,0.42203,0.53342
2019,Indirect migration background,3rd Quintile,Yes,0.44672,123,278,0.38817,0.50526
2019,Indirect migration background,3rd Quintile,No,0.55328,155,278,0.49474,0.61183
2019,Indirect migration background,4th Quintile,Yes,0.39246,84,187,0.32228,0.46263
2019,Indirect migration background,4th Quintile,No,0.60754,103,187,0.53737,0.67772
2019,Indirect migration background,5th Quintile,Yes,0.53787,105,209,0.47011,0.60562
2019,Indirect migration background,5th Quintile,No,0.46213,104,209,0.39438,0.52989
2021,No migration background,1st Quintile,Yes,0.73714,1413,1948,0.71758,0.75669
2021,No migration background,1st Quintile,No,0.26286,535,1948,0.24331,0.28242
2021,No migration background,2nd Quintile,Yes,0.71066,1727,2387,0.69246,0.72885
2021,No migration background,2nd Quintile,No,0.28934,660,2387,0.27115,0.30754
2021,No migration background,3rd Quintile,Yes,0.71392,1691,2447,0.69601,0.73183
2021,No migration background,3rd Quintile,No,0.28608,756,2447,0.26817,0.30399
2021,No migration background,4th Quintile,Yes,0.68566,1809,2629,0.66791,0.70341
2021,No migration background,4th Quintile,No,0.31434,820,2629,0.29659,0.33209
2021,No migration background,5th Quintile,Yes,0.66306,2416,3628,0.64767,0.67844
2021,No migration background,5th Quintile,No,0.33694,1212,3628,0.32156,0.35233
2021,Direct migration background,1st Quintile,Yes,0.61158,1169,2588,0.59280,0.63036
2021,Direct migration background,1st Quintile,No,0.38842,1419,2588,0.36964,0.40720
2021,Direct migration background,2nd Quintile,Yes,0.63737,485,938,0.60659,0.66816
2021,Direct migration background,2nd Quintile,No,0.36263,453,938,0.33184,0.39341
2021,Direct migration background,3rd Quintile,Yes,0.69708,295,531,0.65795,0.73620
2021,Direct migration background,3rd Quintile,No,0.30292,236,531,0.26380,0.34205
2021,Direct migration background,4th Quintile,Yes,0.63628,222,402,0.58920,0.68337
2021,Direct migration background,4th Quintile,No,0.36372,180,402,0.31663,0.41080
2021,Direct migration background,5th Quintile,Yes,0.54464,246,438,0.49795,0.59134
2021,Direct migration background,5th Quintile,No,0.45536,192,438,0.40866,0.50205
2021,Indirect migration background,1st Quintile,Yes,0.49300,119,236,0.42908,0.55692
2021,Indirect migration background,1st Quintile,No,0.50700,117,236,0.44308,0.57092
2021,Indirect migration background,2nd Quintile,Yes,0.53020,99,203,0.46137,0.59902
2021,Indirect migration background,2nd Quintile,No,0.46980,104,203,0.40098,0.53863
2021,Indirect migration background,3rd Quintile,Yes,0.46638,75,146,0.38517,0.54758
2021,Indirect migration background,3rd Quintile,No,0.53362,71,146,0.45242,0.61483
2021,Indirect migration background,4th Quintile,Yes,0.58353,80,151,0.50464,0.66242
2021,Indirect migration background,4th Quintile,No,0.41647,71,151,0.33758,0.49536
2021,Indirect migration background,5th Quintile,Yes,0.52714,101,189,0.45577,0.59851
2021,Indirect migration background,5th Quintile,No,0.47286,88,189,0.40149,0.54423
