year,bula_h,pgisced97,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Berlin,Upper Secondary Level,Yes,0.67689,199,312,0.62491,0.72887
2011,Berlin,Upper Secondary Level,No,0.32311,113,312,0.27113,0.37509
2011,Berlin,First Stage of Tertiary Education,Yes,0.68240,41,41,0.53813,0.82667
2011,Berlin,Second Stage of Tertiary Education,Yes,0.62736,179,293,0.57190,0.68282
2011,Berlin,Second Stage of Tertiary Education,No,0.37264,114,293,0.31718,0.42810
2011,Brandenburg,Lower Secondary Level,Yes,0.64690,49,49,0.51169,0.78211
2011,Brandenburg,Upper Secondary Level,Yes,0.64014,276,434,0.59493,0.68535
2011,Brandenburg,Upper Secondary Level,No,0.35986,158,434,0.31465,0.40507
2011,Brandenburg,First Stage of Tertiary Education,Yes,0.83020,48,48,0.72286,0.93754
2011,Brandenburg,Second Stage of Tertiary Education,Yes,0.70082,170,244,0.64325,0.75839
2011,Brandenburg,Second Stage of Tertiary Education,No,0.29918,74,244,0.24161,0.35675
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.65772,154,257,0.59960,0.71584
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.34228,103,257,0.28416,0.40040
2011,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.70723,34,34,0.55197,0.86248
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.70202,99,143,0.62680,0.77725
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.29798,44,143,0.22275,0.37320
2011,Saxony,Lower Secondary Level,Yes,0.53941,43,43,0.38866,0.69015
2011,Saxony,Upper Secondary Level,Yes,0.63566,483,773,0.60172,0.66961
2011,Saxony,Upper Secondary Level,No,0.36434,290,773,0.33039,0.39828
2011,Saxony,Post-secondary Non-tertiary Level,No,0.37975,31,31,0.20608,0.55343
2011,Saxony,First Stage of Tertiary Education,Yes,0.83803,87,87,0.76017,0.91590
2011,Saxony,Second Stage of Tertiary Education,Yes,0.65559,224,347,0.60552,0.70566
2011,Saxony,Second Stage of Tertiary Education,No,0.34441,123,347,0.29434,0.39448
2011,Saxony-Anhalt,Lower Secondary Level,Yes,0.59632,38,38,0.43822,0.75441
2011,Saxony-Anhalt,Upper Secondary Level,Yes,0.65027,290,458,0.60654,0.69399
2011,Saxony-Anhalt,Upper Secondary Level,No,0.34973,168,458,0.30601,0.39346
2011,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.69894,50,50,0.57049,0.82738
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.70766,152,217,0.64700,0.76831
2011,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.29234,65,217,0.23169,0.35300
2011,Thuringa,Upper Secondary Level,Yes,0.62752,338,534,0.58647,0.66856
2011,Thuringa,Upper Secondary Level,No,0.37248,196,534,0.33144,0.41353
2011,Thuringa,First Stage of Tertiary Education,Yes,0.65692,48,48,0.52119,0.79264
2011,Thuringa,Second Stage of Tertiary Education,Yes,0.68126,113,187,0.61429,0.74823
2011,Thuringa,Second Stage of Tertiary Education,No,0.31874,74,187,0.25177,0.38571
2013,Schleswig-Holstein,Lower Secondary Level,Yes,0.66362,41,41,0.51720,0.81004
2013,Schleswig-Holstein,Upper Secondary Level,Yes,0.64375,226,334,0.59232,0.69519
2013,Schleswig-Holstein,Upper Secondary Level,No,0.35625,108,334,0.30481,0.40768
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.72760,65,65,0.61853,0.83667
2013,Hamburg,Upper Secondary Level,Yes,0.70564,87,130,0.62699,0.78429
2013,Hamburg,Upper Secondary Level,No,0.29436,43,130,0.21571,0.37301
2013,Hamburg,Second Stage of Tertiary Education,Yes,0.60216,58,99,0.50526,0.69907
2013,Hamburg,Second Stage of Tertiary Education,No,0.39784,41,99,0.30093,0.49474
2013,Lower Saxony,Lower Secondary Level,Yes,0.78313,155,207,0.72686,0.83941
2013,Lower Saxony,Lower Secondary Level,No,0.21687,52,207,0.16059,0.27314
2013,Lower Saxony,Upper Secondary Level,Yes,0.67434,635,933,0.64425,0.70442
2013,Lower Saxony,Upper Secondary Level,No,0.32566,298,933,0.29558,0.35575
2013,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.59696,55,93,0.49672,0.69719
2013,Lower Saxony,Post-secondary Non-tertiary Level,No,0.40304,38,93,0.30281,0.50328
2013,Lower Saxony,First Stage of Tertiary Education,Yes,0.64541,63,101,0.55164,0.73917
2013,Lower Saxony,First Stage of Tertiary Education,No,0.35459,38,101,0.26083,0.44836
2013,Lower Saxony,Second Stage of Tertiary Education,Yes,0.65781,223,359,0.60866,0.70696
2013,Lower Saxony,Second Stage of Tertiary Education,No,0.34219,136,359,0.29304,0.39134
2013,North Rhine-Westphalia,No answer / don't know,No,0.68510,50,50,0.55505,0.81516
2013,North Rhine-Westphalia,Pre-primary Level,No,0.78092,61,61,0.67626,0.88558
2013,North Rhine-Westphalia,Lower Secondary Level,Yes,0.71321,276,419,0.66985,0.75656
2013,North Rhine-Westphalia,Lower Secondary Level,No,0.28679,143,419,0.24344,0.33015
2013,North Rhine-Westphalia,Upper Secondary Level,Yes,0.70558,1144,1709,0.68397,0.72720
2013,North Rhine-Westphalia,Upper Secondary Level,No,0.29442,565,1709,0.27280,0.31603
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.65249,178,292,0.59778,0.70721
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.34751,114,292,0.29279,0.40222
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.69701,162,233,0.63787,0.75614
2013,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.30299,71,233,0.24386,0.36213
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.59836,497,836,0.56510,0.63161
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.40164,339,836,0.36839,0.43490
2013,Hesse,Lower Secondary Level,Yes,0.81416,101,136,0.74854,0.87977
2013,Hesse,Lower Secondary Level,No,0.18584,35,136,0.12023,0.25146
2013,Hesse,Upper Secondary Level,Yes,0.72732,401,567,0.69063,0.76401
2013,Hesse,Upper Secondary Level,No,0.27268,166,567,0.23599,0.30937
2013,Hesse,Post-secondary Non-tertiary Level,Yes,0.56133,55,100,0.46358,0.65908
2013,Hesse,Post-secondary Non-tertiary Level,No,0.43867,45,100,0.34092,0.53642
2013,Hesse,First Stage of Tertiary Education,Yes,0.78807,50,50,0.67364,0.90250
2013,Hesse,Second Stage of Tertiary Education,Yes,0.59549,215,357,0.54450,0.64647
2013,Hesse,Second Stage of Tertiary Education,No,0.40451,142,357,0.35353,0.45550
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.66031,111,166,0.58805,0.73258
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.33969,55,166,0.26742,0.41195
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.69341,372,546,0.65470,0.73212
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.30659,174,546,0.26788,0.34530
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.53381,34,34,0.36360,0.70401
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.68829,53,53,0.56239,0.81419
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.65375,126,196,0.58698,0.72053
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.34625,70,196,0.27947,0.41302
2013,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.69785,178,262,0.64214,0.75356
2013,Baden-Wuerttemberg,Lower Secondary Level,No,0.30215,84,262,0.24644,0.35786
2013,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.62851,618,1006,0.59864,0.65839
2013,Baden-Wuerttemberg,Upper Secondary Level,No,0.37149,388,1006,0.34161,0.40136
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.63337,71,127,0.54923,0.71751
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.36663,56,127,0.28249,0.45077
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.61533,91,160,0.53971,0.69096
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.38467,69,160,0.30904,0.46029
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.56390,261,467,0.51887,0.60892
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.43610,206,467,0.39108,0.48113
2013,Bavaria,Lower Secondary Level,Yes,0.76313,216,283,0.71351,0.81275
2013,Bavaria,Lower Secondary Level,No,0.23687,67,283,0.18725,0.28649
2013,Bavaria,Upper Secondary Level,Yes,0.68064,1012,1532,0.65729,0.70400
2013,Bavaria,Upper Secondary Level,No,0.31936,520,1532,0.29600,0.34271
2013,Bavaria,Post-secondary Non-tertiary Level,Yes,0.59922,86,157,0.52232,0.67612
2013,Bavaria,Post-secondary Non-tertiary Level,No,0.40078,71,157,0.32388,0.47768
2013,Bavaria,First Stage of Tertiary Education,Yes,0.65492,145,214,0.59107,0.71876
2013,Bavaria,First Stage of Tertiary Education,No,0.34508,69,214,0.28124,0.40893
2013,Bavaria,Second Stage of Tertiary Education,Yes,0.58436,350,608,0.54516,0.62357
2013,Bavaria,Second Stage of Tertiary Education,No,0.41564,258,608,0.37643,0.45484
2013,Berlin,Upper Secondary Level,Yes,0.72267,216,313,0.67299,0.77234
2013,Berlin,Upper Secondary Level,No,0.27733,97,313,0.22766,0.32701
2013,Berlin,First Stage of Tertiary Education,Yes,0.70875,41,41,0.56795,0.84955
2013,Berlin,Second Stage of Tertiary Education,Yes,0.60612,191,295,0.55027,0.66197
2013,Berlin,Second Stage of Tertiary Education,No,0.39388,104,295,0.33803,0.44973
2013,Brandenburg,Lower Secondary Level,Yes,0.51317,34,34,0.34263,0.68370
2013,Brandenburg,Upper Secondary Level,Yes,0.66442,262,390,0.61750,0.71134
2013,Brandenburg,Upper Secondary Level,No,0.33558,128,390,0.28866,0.38250
2013,Brandenburg,First Stage of Tertiary Education,Yes,0.53996,41,41,0.38551,0.69442
2013,Brandenburg,Second Stage of Tertiary Education,Yes,0.70197,156,218,0.64111,0.76283
2013,Brandenburg,Second Stage of Tertiary Education,No,0.29803,62,218,0.23717,0.35889
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.67776,153,237,0.61813,0.73738
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32224,84,237,0.26262,0.38187
2013,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.71775,34,34,0.56418,0.87132
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.83261,94,94,0.75673,0.90848
2013,Saxony,Lower Secondary Level,Yes,0.62707,43,43,0.48082,0.77332
2013,Saxony,Upper Secondary Level,Yes,0.65402,479,711,0.61902,0.68901
2013,Saxony,Upper Secondary Level,No,0.34598,232,711,0.31099,0.38098
2013,Saxony,First Stage of Tertiary Education,Yes,0.82079,86,86,0.73925,0.90232
2013,Saxony,Second Stage of Tertiary Education,Yes,0.58729,233,360,0.53636,0.63822
2013,Saxony,Second Stage of Tertiary Education,No,0.41271,127,360,0.36178,0.46364
2013,Saxony-Anhalt,Lower Secondary Level,Yes,0.58662,31,31,0.41041,0.76284
2013,Saxony-Anhalt,Upper Secondary Level,Yes,0.68534,281,397,0.63960,0.73108
2013,Saxony-Anhalt,Upper Secondary Level,No,0.31466,116,397,0.26892,0.36040
2013,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.89017,47,47,0.79981,0.98053
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.71030,135,191,0.64579,0.77480
2013,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.28970,56,191,0.22520,0.35421
2013,Thuringa,Lower Secondary Level,Yes,0.86619,32,32,0.74635,0.98604
2013,Thuringa,Upper Secondary Level,Yes,0.62640,300,477,0.58294,0.66985
2013,Thuringa,Upper Secondary Level,No,0.37360,177,477,0.33015,0.41706
2013,Thuringa,First Stage of Tertiary Education,Yes,0.57454,43,43,0.42502,0.72407
2013,Thuringa,Second Stage of Tertiary Education,Yes,0.69632,114,175,0.62800,0.76465
2013,Thuringa,Second Stage of Tertiary Education,No,0.30368,61,175,0.23535,0.37200
2015,Schleswig-Holstein,Lower Secondary Level,Yes,0.77156,62,93,0.68577,0.85735
2015,Schleswig-Holstein,Lower Secondary Level,No,0.22844,31,93,0.14265,0.31423
2015,Schleswig-Holstein,Upper Secondary Level,Yes,0.69907,302,428,0.65557,0.74258
2015,Schleswig-Holstein,Upper Secondary Level,No,0.30093,126,428,0.25742,0.34443
2015,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.62139,42,76,0.51162,0.73117
2015,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.37861,34,76,0.26883,0.48838
2015,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.60686,91,148,0.52790,0.68582
2015,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.39314,57,148,0.31418,0.47210
2015,Hamburg,Upper Secondary Level,Yes,0.67150,95,162,0.59895,0.74405
2015,Hamburg,Upper Secondary Level,No,0.32850,67,162,0.25595,0.40105
2015,Hamburg,Second Stage of Tertiary Education,Yes,0.52368,68,144,0.44183,0.60554
2015,Hamburg,Second Stage of Tertiary Education,No,0.47632,76,144,0.39446,0.55817
2015,Lower Saxony,No answer / don't know,No,0.69117,43,43,0.55144,0.83090
2015,Lower Saxony,Pre-primary Level,No,0.83581,31,31,0.70325,0.96837
2015,Lower Saxony,Lower Secondary Level,Yes,0.65197,175,318,0.59953,0.70441
2015,Lower Saxony,Lower Secondary Level,No,0.34803,143,318,0.29559,0.40047
2015,Lower Saxony,Upper Secondary Level,Yes,0.70004,731,1127,0.67327,0.72680
2015,Lower Saxony,Upper Secondary Level,No,0.29996,396,1127,0.27320,0.32673
2015,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.55395,99,185,0.48212,0.62577
2015,Lower Saxony,Post-secondary Non-tertiary Level,No,0.44605,86,185,0.37423,0.51788
2015,Lower Saxony,First Stage of Tertiary Education,Yes,0.58706,72,116,0.49707,0.67705
2015,Lower Saxony,First Stage of Tertiary Education,No,0.41294,44,116,0.32295,0.50293
2015,Lower Saxony,Second Stage of Tertiary Education,Yes,0.58001,276,493,0.53639,0.62362
2015,Lower Saxony,Second Stage of Tertiary Education,No,0.41999,217,493,0.37638,0.46361
2015,Bremen,Upper Secondary Level,Yes,0.64019,46,46,0.49996,0.78042
2015,North Rhine-Westphalia,No answer / don't know,Yes,0.31664,48,155,0.24317,0.39011
2015,North Rhine-Westphalia,No answer / don't know,No,0.68336,107,155,0.60989,0.75683
2015,North Rhine-Westphalia,Pre-primary Level,No,0.76507,59,59,0.65597,0.87418
2015,North Rhine-Westphalia,Primary Level,Yes,0.65817,74,130,0.57632,0.74003
2015,North Rhine-Westphalia,Primary Level,No,0.34183,56,130,0.25997,0.42368
2015,North Rhine-Westphalia,Lower Secondary Level,Yes,0.63796,360,645,0.60084,0.67508
2015,North Rhine-Westphalia,Lower Secondary Level,No,0.36204,285,645,0.32492,0.39916
2015,North Rhine-Westphalia,Upper Secondary Level,Yes,0.66616,1409,2237,0.64661,0.68570
2015,North Rhine-Westphalia,Upper Secondary Level,No,0.33384,828,2237,0.31430,0.35339
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.55104,296,550,0.50943,0.59265
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.44896,254,550,0.40735,0.49057
2015,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.71819,175,259,0.66330,0.77309
2015,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.28181,84,259,0.22691,0.33670
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.60975,589,1065,0.58044,0.63906
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.39025,476,1065,0.36094,0.41956
2015,Hesse,No answer / don't know,No,0.74560,32,32,0.59228,0.89891
2015,Hesse,Lower Secondary Level,Yes,0.66896,116,176,0.59924,0.73869
2015,Hesse,Lower Secondary Level,No,0.33104,60,176,0.26131,0.40076
2015,Hesse,Upper Secondary Level,Yes,0.65340,436,702,0.61817,0.68863
2015,Hesse,Upper Secondary Level,No,0.34660,266,702,0.31137,0.38183
2015,Hesse,Post-secondary Non-tertiary Level,Yes,0.48840,74,153,0.40893,0.56786
2015,Hesse,Post-secondary Non-tertiary Level,No,0.51160,79,153,0.43214,0.59107
2015,Hesse,First Stage of Tertiary Education,Yes,0.61232,53,53,0.47990,0.74475
2015,Hesse,Second Stage of Tertiary Education,Yes,0.57421,256,474,0.52965,0.61877
2015,Hesse,Second Stage of Tertiary Education,No,0.42579,218,474,0.38123,0.47035
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.58066,130,240,0.51810,0.64322
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.41934,110,240,0.35678,0.48190
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.67511,438,697,0.64032,0.70990
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.32489,259,697,0.29010,0.35968
2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.51347,61,110,0.41963,0.60730
2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.48653,49,110,0.39270,0.58037
2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.65228,58,91,0.55389,0.75067
2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.34772,33,91,0.24933,0.44611
2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.56358,144,266,0.50387,0.62329
2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.43642,122,266,0.37671,0.49613
2015,Baden-Wuerttemberg,No answer / don't know,No,0.66496,46,46,0.52705,0.80287
2015,Baden-Wuerttemberg,Pre-primary Level,No,0.62881,35,35,0.46641,0.79120
2015,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.61203,201,347,0.56068,0.66337
2015,Baden-Wuerttemberg,Lower Secondary Level,No,0.38797,146,347,0.33663,0.43932
2015,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.61545,731,1281,0.58880,0.64210
2015,Baden-Wuerttemberg,Upper Secondary Level,No,0.38455,550,1281,0.35790,0.41120
2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.51803,121,226,0.45274,0.58332
2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.48197,105,226,0.41668,0.54726
2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.60404,122,203,0.53659,0.67148
2015,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.39596,81,203,0.32852,0.46341
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.54073,378,748,0.50499,0.57647
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.45927,370,748,0.42353,0.49501
2015,Bavaria,No answer / don't know,No,0.56233,51,51,0.42482,0.69984
2015,Bavaria,Primary Level,Yes,0.65532,34,34,0.49317,0.81748
2015,Bavaria,Lower Secondary Level,Yes,0.68872,249,402,0.64340,0.73403
2015,Bavaria,Lower Secondary Level,No,0.31128,153,402,0.26597,0.35660
2015,Bavaria,Upper Secondary Level,Yes,0.66213,1163,1992,0.64136,0.68291
2015,Bavaria,Upper Secondary Level,No,0.33787,829,1992,0.31709,0.35864
2015,Bavaria,Post-secondary Non-tertiary Level,Yes,0.55829,142,278,0.49981,0.61677
2015,Bavaria,Post-secondary Non-tertiary Level,No,0.44171,136,278,0.38323,0.50019
2015,Bavaria,First Stage of Tertiary Education,Yes,0.63385,157,262,0.57540,0.69229
2015,Bavaria,First Stage of Tertiary Education,No,0.36615,105,262,0.30771,0.42460
2015,Bavaria,Second Stage of Tertiary Education,Yes,0.53947,467,892,0.50674,0.57220
2015,Bavaria,Second Stage of Tertiary Education,No,0.46053,425,892,0.42780,0.49326
2015,Berlin,Lower Secondary Level,Yes,0.71335,35,35,0.56136,0.86535
2015,Berlin,Upper Secondary Level,Yes,0.70848,230,342,0.66024,0.75672
2015,Berlin,Upper Secondary Level,No,0.29152,112,342,0.24328,0.33976
2015,Berlin,First Stage of Tertiary Education,Yes,0.74689,43,43,0.61540,0.87839
2015,Berlin,Second Stage of Tertiary Education,Yes,0.62605,211,344,0.57485,0.67726
2015,Berlin,Second Stage of Tertiary Education,No,0.37395,133,344,0.32274,0.42515
