year,regtyp,rentown,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Rural regions,Tenant,No,0.31535,1053,3169,0.29917,0.33153
2018,Urban regions,Owner,Yes,0.92085,3878,4080,0.91257,0.92914
2018,Urban regions,Owner,No,0.07915,202,4080,0.07086,0.08743
2018,Urban regions,Tenant,Yes,0.63038,4647,7841,0.61969,0.64106
2018,Urban regions,Tenant,No,0.36962,3194,7841,0.35894,0.38031
2018,Rural regions,Owner,Yes,0.93135,2571,2673,0.92177,0.94094
2018,Rural regions,Owner,No,0.06865,102,2673,0.05906,0.07823
2018,Rural regions,Tenant,Yes,0.68588,2176,3264,0.66995,0.70180
2018,Rural regions,Tenant,No,0.31412,1088,3264,0.29820,0.33005
2019,No answer / don't know,Owner,Yes,0.87731,136,136,0.82197,0.93265
2019,No answer / don't know,Tenant,Yes,0.55606,170,310,0.50066,0.61146
2019,No answer / don't know,Tenant,No,0.44394,140,310,0.38854,0.49934
2019,Urban regions,Owner,Yes,0.91557,4498,4726,0.90764,0.92350
2019,Urban regions,Owner,No,0.08443,228,4726,0.07650,0.09236
2019,Urban regions,Tenant,Yes,0.64663,3902,5584,0.63409,0.65917
2019,Urban regions,Tenant,No,0.35337,1682,5584,0.34083,0.36591
2019,Rural regions,Owner,Yes,0.93869,2892,2993,0.93009,0.94728
2019,Rural regions,Owner,No,0.06131,101,2993,0.05272,0.06991
2019,Rural regions,Tenant,Yes,0.69823,1780,2364,0.67972,0.71674
2019,Rural regions,Tenant,No,0.30177,584,2364,0.28326,0.32028
2021,Urban regions,Owner,Yes,0.91559,2962,3135,0.90585,0.92532
2021,Urban regions,Owner,No,0.08441,173,3135,0.07468,0.09415
2021,Urban regions,Tenant,Yes,0.65698,3506,5479,0.64441,0.66955
2021,Urban regions,Tenant,No,0.34302,1973,5479,0.33045,0.35559
2021,Rural regions,Owner,Yes,0.95148,1903,1962,0.94197,0.96099
2021,Rural regions,Owner,No,0.04852,59,1962,0.03901,0.05803
2021,Rural regions,Tenant,Yes,0.73338,1520,1980,0.71390,0.75286
2021,Rural regions,Tenant,No,0.26662,460,1980,0.24714,0.28610
