year,hhtyp,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Single parent,Yes,0.64963,486,709,0.61449,0.68478
2007,Single parent,No,0.35037,223,709,0.31522,0.38551
2007,Couple with children,Yes,0.95442,3431,3566,0.94757,0.96127
2007,Couple with children,No,0.04558,135,3566,0.03873,0.05243
2007,Multi-generational household,Yes,0.83034,79,79,0.74705,0.91364
2007,Other Combinations,Yes,0.89458,74,74,0.82414,0.96503
2011,Single-person household,Yes,0.57689,2030,3495,0.56051,0.59327
2011,Single-person household,No,0.42311,1465,3495,0.40673,0.43949
2011,Couple without children,Yes,0.90695,3978,4362,0.89833,0.91557
2011,Couple without children,No,0.09305,384,4362,0.08443,0.10167
2011,Single parent,Yes,0.70034,525,780,0.66817,0.73251
2011,Single parent,No,0.29966,255,780,0.26749,0.33183
2011,Couple with children,Yes,0.96887,3107,3236,0.96289,0.97486
2011,Couple with children,No,0.03113,129,3236,0.02514,0.03711
2011,Multi-generational household,Yes,0.90603,75,75,0.83955,0.97251
2011,Other Combinations,Yes,0.82254,74,74,0.73490,0.91019
2013,Single-person household,Yes,0.58345,2124,3710,0.56759,0.59932
2013,Single-person household,No,0.41655,1586,3710,0.40068,0.43241
2013,Couple without children,Yes,0.90577,4127,4589,0.89732,0.91423
2013,Couple without children,No,0.09423,462,4589,0.08577,0.10268
2013,Single parent,Yes,0.68914,637,983,0.66019,0.71809
2013,Single parent,No,0.31086,346,983,0.28191,0.33981
2013,Couple with children,Yes,0.94630,3867,4189,0.93948,0.95313
2013,Couple with children,No,0.05370,322,4189,0.04687,0.06052
2013,Multi-generational household,Yes,0.88378,100,100,0.82065,0.94691
2013,Other Combinations,Yes,0.73646,244,344,0.68983,0.78308
2013,Other Combinations,No,0.26354,100,344,0.21692,0.31017
2016,Single-person household,Yes,0.58743,1968,3381,0.57084,0.60403
2016,Single-person household,No,0.41257,1413,3381,0.39597,0.42916
2016,Couple without children,Yes,0.91904,3693,4089,0.91067,0.92740
2016,Couple without children,No,0.08096,396,4089,0.07260,0.08933
2016,Single parent,Yes,0.68677,1060,1523,0.66347,0.71008
2016,Single parent,No,0.31323,463,1523,0.28992,0.33653
2016,Couple with children,Yes,0.93799,4616,4986,0.93129,0.94468
2016,Couple with children,No,0.06201,370,4986,0.05532,0.06871
2016,Multi-generational household,Yes,0.87951,86,86,0.81031,0.94872
2016,Other Combinations,Yes,0.72622,137,194,0.66331,0.78913
2016,Other Combinations,No,0.27378,57,194,0.21087,0.33669
2017,Single-person household,Yes,0.58776,2285,4128,0.57274,0.60278
2017,Single-person household,No,0.41224,1843,4128,0.39722,0.42726
2017,Couple without children,Yes,0.92302,4228,4674,0.91537,0.93066
2017,Couple without children,No,0.07698,446,4674,0.06934,0.08463
2017,Single parent,Yes,0.69129,1119,1701,0.66933,0.71325
2017,Single parent,No,0.30871,582,1701,0.28675,0.33067
2017,Couple with children,Yes,0.93647,5294,6432,0.93051,0.94243
2017,Couple with children,No,0.06353,1138,6432,0.05757,0.06949
2017,Multi-generational household,Yes,0.84749,102,141,0.78794,0.90705
2017,Multi-generational household,No,0.15251,39,141,0.09295,0.21206
2017,Other Combinations,Yes,0.76064,225,386,0.71802,0.80326
2017,Other Combinations,No,0.23936,161,386,0.19674,0.28198
2018,Single-person household,Yes,0.60712,2427,4450,0.59277,0.62147
2018,Single-person household,No,0.39288,2023,4450,0.37853,0.40723
2018,Couple without children,Yes,0.91216,4141,4633,0.90401,0.92031
2018,Couple without children,No,0.08784,492,4633,0.07969,0.09599
2018,Single parent,Yes,0.70031,1085,1740,0.67878,0.72184
2018,Single parent,No,0.29969,655,1740,0.27816,0.32122
2018,Couple with children,Yes,0.93352,5278,6465,0.92745,0.93959
2018,Couple with children,No,0.06648,1187,6465,0.06041,0.07255
2018,Multi-generational household,Yes,0.83103,108,161,0.77297,0.88910
2018,Multi-generational household,No,0.16897,53,161,0.11090,0.22703
2018,Other Combinations,Yes,0.81143,233,409,0.77347,0.84939
2018,Other Combinations,No,0.18857,176,409,0.15061,0.22653
2019,Single-person household,Yes,0.61847,2558,4141,0.60367,0.63327
2019,Single-person household,No,0.38153,1583,4141,0.36673,0.39633
2019,Couple without children,Yes,0.91066,4660,5090,0.90282,0.91849
2019,Couple without children,No,0.08934,430,5090,0.08151,0.09718
2019,Single parent,Yes,0.71300,1038,1419,0.68946,0.73655
2019,Single parent,No,0.28700,381,1419,0.26345,0.31054
2019,Couple with children,Yes,0.95080,4860,5156,0.94490,0.95671
2019,Couple with children,No,0.04920,296,5156,0.04329,0.05510
2019,Multi-generational household,Yes,0.88090,86,86,0.81204,0.94976
2019,Other Combinations,Yes,0.76959,176,223,0.71419,0.82498
2019,Other Combinations,No,0.23041,47,223,0.17502,0.28581
2021,No answer / don't know,Yes,0.75310,47,47,0.62849,0.87771
2021,Single-person household,Yes,0.64533,2080,3531,0.62955,0.66112
2021,Single-person household,No,0.35467,1451,3531,0.33888,0.37045
2021,Couple without children,Yes,0.91672,3130,3482,0.90754,0.92590
2021,Couple without children,No,0.08328,352,3482,0.07410,0.09246
2021,Single parent,Yes,0.76040,728,1026,0.73427,0.78653
2021,Single parent,No,0.23960,298,1026,0.21347,0.26573
2021,Couple with children,Yes,0.94361,3583,4010,0.93647,0.95075
2021,Couple with children,No,0.05639,427,4010,0.04925,0.06353
2021,Multi-generational household,Yes,0.80833,65,65,0.71190,0.90477
2021,Other Combinations,Yes,0.88914,262,355,0.85643,0.92184
2021,Other Combinations,No,0.11086,93,355,0.07816,0.14357
